window_id,evaluation_id,order_attempt_id,event_sequence,source_kind,source_path,live_classification,order_status_type,side,limit_px,size_btc,post_only_tif,order_endpoint_called,post_only_reject,reject_interpretation,quote_placement,pre_bid,pre_ask,post_bid,post_ask,hold_elapsed_seconds,censoring_status,censoring_reason,no_fill_state,depth_proxy_status,depth_proxy_scope,same_side_visible_qty_at_or_ahead_of_quote_btc,same_side_visible_order_count_at_or_ahead_of_quote,top_depth_multiple_of_order,trade_through_status,public_trade_count,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,public_stream_coverage_status,zero_public_trade_interpretation,opportunity_status,exact_timestamp_caveat,evidence_limitation,route_signal
window_01,15,,1560,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,16,,1568,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,17,,1607,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,18,,1619,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,19,,1707,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,20,,1710,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,21,,1715,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,22,,1757,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,23,,2342,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,24,,2676,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,25,,2677,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,26,,2709,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,27,,3157,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,28,,3982,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,29,,4132,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,30,,4502,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,31,,4985,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,32,,4991,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_01,33,,4993,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_01,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62602.0,62603.0,62602.0,62603.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,1,,37,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,2,,637,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,3,,834,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,4,,899,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,5,,940,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,6,,1100,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,7,,1354,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,8,,1421,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,9,,1916,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,10,,1935,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,11,,1949,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,12,,2694,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,13,,2698,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,14,,2705,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
window_02,15,,2724,0714T003_v2_live_window_artifact,local_live_analysis/cross_exchange_resting_interval_v2_live_evidence_0714T003_20260714T063004Z/window_02,no_submit_fail_closed,skipped,,,,Alo,False,False,,placement_unknown_no_order_submitted,62595.0,62596.0,62595.0,62596.0,,not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,depth_proxy_missing_or_not_applicable,no_order_submitted,,,,not_applicable_no_order_submitted,0,,,,,,not_applicable_no_order_submitted,,,opportunity_not_applicable_no_order_submitted,no_order_submitted,no_order_submitted,no_order_submitted
