window_id,evaluation_id,order_attempt_id,event_sequence,source_kind,depth_proxy_status,depth_proxy_scope,side,limit_px,current_bid,current_ask,same_side_visible_qty_at_or_ahead_of_quote_btc,same_side_visible_order_count_at_or_ahead_of_quote,top_depth_multiple_of_order,visible_depth_bucket,depth_reconstruction_status,post_only_non_crossing,current_touch_match
window_01,14,,1550,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,15,,1560,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,16,,1568,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,17,,1607,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,18,,1619,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,19,,1707,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,20,,1710,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,21,,1715,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,22,,1757,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,23,,2342,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,24,,2676,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,25,,2677,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,26,,2709,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,27,,3157,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,28,,3982,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,29,,4132,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,30,,4502,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,31,,4985,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,32,,4991,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_01,33,,4993,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62602.0,62603.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_02,1,,37,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,2,,637,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,3,,834,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,4,,899,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,5,,940,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,6,,1100,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,7,,1354,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,8,,1421,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,9,,1916,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,10,,1935,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,11,,1949,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,12,,2694,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,13,,2698,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,14,,2705,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,15,,2724,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,16,,2925,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,17,,2937,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,18,,2988,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,19,,3204,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,20,,3232,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,21,,3305,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,22,,3408,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,23,,3577,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,24,,3796,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,25,,3961,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,26,,3995,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,27,,4101,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,28,,4110,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,29,,4361,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,30,,4441,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,31,,4464,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_02,32,,4467,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62595.0,62596.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,False,False
window_03,1,,90,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62650.0,62651.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_03,2,,209,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62650.0,62651.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_03,3,,252,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62650.0,62651.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_03,4,,615,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62650.0,62651.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_03,5,,631,0714T003_v2_live_window_artifact,depth_proxy_missing_or_not_applicable,no_order_submitted,,,62650.0,62651.0,,,,depth_proxy_missing,not_applicable_no_order_submitted,True,True
window_03,6,1,1310,0714T003_v2_live_window_artifact,depth_proxy_present,resting_start_l2_book_snapshot_at_or_after_order_resting_proxy_not_exact,buy,62650.0,62650.0,62651.0,0.00673,1,18.694444444,large_visible_top_depth,l2_snapshot_proxy_not_after_order_resting,True,True
