session,fold_id,model,side,reliability_bin,training_lower_edge,training_upper_edge,test_count,event_count,mean_predicted_risk,realized_rate
jul30,2,H1,maker_ask_risk,7,0.01447375988219135,0.017725126844793881,4240,122,0.015950477510927451,0.028773584905660378
jul30,2,H1,maker_ask_risk,8,0.017725126844793881,0.022570565541171761,3177,159,0.019821887047429564,0.050047214353163359
jul30,2,H1,maker_ask_risk,9,0.022570565541171761,0.032065486631653428,2186,148,0.026426192943287297,0.067703568161024699
jul30,2,H1,maker_ask_risk,10,0.032065486631653428,,1636,180,0.047576222250010403,0.1100244498777506
jul30,2,H1,maker_bid_risk,1,,0.006164664529344166,1190,0,0.0050730731227801671,0
jul30,2,H1,maker_bid_risk,2,0.006164664529344166,0.0080462569736550194,2230,9,0.0071964762416248836,0.0040358744394618836
jul30,2,H1,maker_bid_risk,3,0.0080462569736550194,0.0097339174748887203,3237,10,0.008916458589431929,0.0030892801977139327
jul30,2,H1,maker_bid_risk,4,0.0097339174748887203,0.011447014591823623,4345,5,0.010610428048715389,0.0011507479861910242
jul30,2,H1,maker_bid_risk,5,0.011447014591823623,0.013374583428844122,5412,12,0.012414245543977151,0.0022172949002217295
jul30,2,H1,maker_bid_risk,6,0.013374583428844122,0.01567174362226631,6876,37,0.014541237039435094,0.0053810354857475274
jul30,2,H1,maker_bid_risk,7,0.01567174362226631,0.018700052402464751,9330,47,0.017159384877645217,0.0050375133976420152
jul30,2,H1,maker_bid_risk,8,0.018700052402464751,0.023165095300337613,13411,91,0.020918314062082902,0.0067854746103944525
jul30,2,H1,maker_bid_risk,9,0.023165095300337613,0.031752340280652325,21134,235,0.027246422515204583,0.011119523043437116
jul30,2,H1,maker_bid_risk,10,0.031752340280652325,,52785,1548,0.059307508582867,0.029326513213981244
jul30,3,H0,maker_ask_risk,1,,0.0085717633727395715,22119,114,0.0066942052698307211,0.0051539400515394004
jul30,3,H0,maker_ask_risk,2,0.0085717633727395715,0.01062867396591205,16419,172,0.0096081930232085749,0.010475668432913088
jul30,3,H0,maker_ask_risk,3,0.01062867396591205,0.012399338502244728,16428,233,0.011764716680457076,0.014183102020939859
jul30,3,H0,maker_ask_risk,4,0.012399338502244728,0.014280202594779801,8429,108,0.01323097314703622,0.01281290781824653
jul30,3,H0,maker_ask_risk,5,0.014280202594779801,0.015734560922571417,16760,266,0.014898483412314386,0.015871121718377089
jul30,3,H0,maker_ask_risk,6,0.015734560922571417,0.017799361232057609,7657,130,0.0165971177010809,0.016977928692699491
jul30,3,H0,maker_ask_risk,7,0.017799361232057609,0.019690671101575852,13234,262,0.018680569627344049,0.019797491310261449
jul30,3,H0,maker_ask_risk,8,0.019690671101575852,0.02267628756940776,5222,130,0.020789334657946475,0.024894676369207201
jul30,3,H0,maker_ask_risk,9,0.02267628756940776,0.026869381434361017,8438,217,0.023905588352337429,0.025716994548471202
jul30,3,H0,maker_ask_risk,10,0.026869381434361017,,5244,233,0.032441128067998523,0.04443173150266972
jul30,3,H0,maker_bid_risk,1,,0.0088015661788910515,22119,134,0.0068738791834366247,0.0060581400605814002
jul30,3,H0,maker_bid_risk,2,0.0088015661788910515,0.010913212452045795,16419,249,0.0098655901012226904,0.015165357208112552
jul30,3,H0,maker_bid_risk,3,0.010913212452045795,0.012730868553387342,16428,228,0.012079413915631103,0.013878743608473338
jul30,3,H0,maker_bid_risk,4,0.012730868553387342,0.014661520043629639,8429,137,0.013584530715687139,0.01625341084351643
jul30,3,H0,maker_bid_risk,5,0.014661520043629639,0.016154284946384601,16760,341,0.015296134708852351,0.020346062052505966
jul30,3,H0,maker_bid_risk,6,0.016154284946384601,0.01827347588182815,7657,123,0.017039578572484605,0.016063732532323363
jul30,3,H0,maker_bid_risk,7,0.01827347588182815,0.020214465690608141,13234,336,0.019177842936359518,0.025389149161251321
jul30,3,H0,maker_bid_risk,8,0.020214465690608141,0.023278232784525565,5222,91,0.021341920769664791,0.017426273458445041
jul30,3,H0,maker_bid_risk,9,0.023278232784525565,0.027580516582795589,8438,257,0.024539592560268254,0.030457454373074188
jul30,3,H0,maker_bid_risk,10,0.027580516582795589,,5244,231,0.03329575650848348,0.044050343249427915
jul30,3,H1,maker_ask_risk,1,,0.0049493538117235669,111149,1245,0.0023268241129892953,0.011201180397484458
jul30,3,H1,maker_ask_risk,2,0.0049493538117235669,0.0072704564342079836,6110,332,0.0058202603943240316,0.054337152209492638
jul30,3,H1,maker_ask_risk,3,0.0072704564342079836,0.0092175845943034407,1494,113,0.0081125787479917263,0.075635876840696115
jul30,3,H1,maker_ask_risk,4,0.0092175845943034407,0.011110902815623436,551,72,0.01008623476291321,0.1306715063520871
jul30,3,H1,maker_ask_risk,5,0.011110902815623436,0.013144679646727608,302,30,0.011962999543722758,0.099337748344370855
jul30,3,H1,maker_ask_risk,6,0.013144679646727608,0.015495824376159595,153,22,0.014242452778073813,0.1437908496732026
jul30,3,H1,maker_ask_risk,7,0.015495824376159595,0.018508979487885435,84,22,0.016910953859247582,0.26190476190476192
jul30,3,H1,maker_ask_risk,8,0.018508979487885435,0.022858840615769149,34,9,0.020310115704533723,0.26470588235294118
jul30,3,H1,maker_ask_risk,9,0.022858840615769149,0.03093964156001805,42,7,0.02585499302110264,0.16666666666666666
jul30,3,H1,maker_ask_risk,10,0.03093964156001805,,31,13,0.034660932176728949,0.41935483870967744
jul30,3,H1,maker_bid_risk,1,,0.0067104883924486991,0,0,,
jul30,3,H1,maker_bid_risk,2,0.0067104883924486991,0.0084574271179986837,10,0,0.0080438047787870226,0
jul30,3,H1,maker_bid_risk,3,0.0084574271179986837,0.010017586918992349,82,0,0.0094923314629703701,0
jul30,3,H1,maker_bid_risk,4,0.010017586918992349,0.011639922155167515,334,0,0.010947579977581907,0
jul30,3,H1,maker_bid_risk,5,0.011639922155167515,0.013478907198772205,784,0,0.01267803223696465,0
jul30,3,H1,maker_bid_risk,6,0.013478907198772205,0.01570578182504867,2142,0,0.014715241646217606,0
jul30,3,H1,maker_bid_risk,7,0.01570578182504867,0.018625211595289515,5200,0,0.017301140668997548,0
jul30,3,H1,maker_bid_risk,8,0.018625211595289515,0.022928926361045932,12872,24,0.020910772407281873,0.0018645121193287756
jul30,3,H1,maker_bid_risk,9,0.022928926361045932,0.031200267327283315,31347,139,0.027092738249103982,0.0044342361310492229
jul30,3,H1,maker_bid_risk,10,0.031200267327283315,,67179,1964,0.049445250239893247,0.029235326515726641
jul30,4,H0,maker_ask_risk,1,,0.0082216098264084048,10912,58,0.006816094793084689,0.0053152492668621697
jul30,4,H0,maker_ask_risk,2,0.0082216098264084048,0.010296407185572676,10562,82,0.0094750956698150621,0.0077636811209998106
jul30,4,H0,maker_ask_risk,3,0.010296407185572676,0.01217877630369868,9575,80,0.011356496777355162,0.0083550913838120102
jul30,4,H0,maker_ask_risk,4,0.01217877630369868,0.013895547571745825,11376,105,0.012752855223520739,0.009229957805907173
jul30,4,H0,maker_ask_risk,5,0.013895547571745825,0.015516096479981978,11482,155,0.014966377063240189,0.013499390350113221
jul30,4,H0,maker_ask_risk,6,0.015516096479981978,0.017330488016684908,12360,123,0.016085486019292189,0.0099514563106796114
jul30,4,H0,maker_ask_risk,7,0.017330488016684908,0.019510114782314125,12001,183,0.018819698561575397,0.015248729272560621
jul30,4,H0,maker_ask_risk,8,0.019510114782314125,0.02228303861179215,12971,208,0.02034703787763752,0.016035772107007941
jul30,4,H0,maker_ask_risk,9,0.02228303861179215,0.026521193479438487,14764,311,0.024431868657189163,0.021064752099701978
jul30,4,H0,maker_ask_risk,10,0.026521193479438487,,13947,407,0.035506503504216198,0.02918190291819029
jul30,4,H0,maker_bid_risk,1,,0.008592974338864523,10912,78,0.0071242405321807391,0.0071480938416422285
jul30,4,H0,maker_bid_risk,2,0.008592974338864523,0.010760806727077687,10562,106,0.00990269067754505,0.010035978034463169
jul30,4,H0,maker_bid_risk,3,0.010760806727077687,0.0127273439834098,9575,100,0.011868312569041481,0.010443864229765013
jul30,4,H0,maker_bid_risk,4,0.0127273439834098,0.01452068100511883,11376,105,0.013327041253958265,0.009229957805907173
jul30,4,H0,maker_bid_risk,5,0.01452068100511883,0.016213330956657002,11482,177,0.015639167897574382,0.015415432851419613
jul30,4,H0,maker_bid_risk,6,0.016213330956657002,0.018108248043945618,12360,181,0.016808006848913384,0.014644012944983818
jul30,4,H0,maker_bid_risk,7,0.018108248043945618,0.020384330616696089,12001,205,0.019663386405828001,0.017081909840846596
jul30,4,H0,maker_bid_risk,8,0.020384330616696089,0.023279524318983613,12971,265,0.021258193715152238,0.02043019042479377
jul30,4,H0,maker_bid_risk,9,0.023279524318983613,0.027703600974522624,14764,316,0.025522737224207396,0.021403413709021945
jul30,4,H0,maker_bid_risk,10,0.027703600974522624,,13947,485,0.037074546200662972,0.034774503477450348
jul30,4,H1,maker_ask_risk,1,,0.0053803734476884912,74306,362,0.0038370614691656288,0.0048717465615158934
jul30,4,H1,maker_ask_risk,2,0.0053803734476884912,0.0076692695122010379,27589,510,0.0063246682227856973,0.018485628330131575
jul30,4,H1,maker_ask_risk,3,0.0076692695122010379,0.0098712572418985234,9240,274,0.0086050186050655557,0.029653679653679654
jul30,4,H1,maker_ask_risk,4,0.0098712572418985234,0.01186138842770712,3618,147,0.010745376635735354,0.0406301824212272
jul30,4,H1,maker_ask_risk,5,0.01186138842770712,0.013826992907318481,1751,111,0.012741440172569847,0.063392347230154203
jul30,4,H1,maker_ask_risk,6,0.013826992907318481,0.01595564796824489,1105,66,0.014811607705383622,0.05972850678733032
jul30,4,H1,maker_ask_risk,7,0.01595564796824489,0.018520294111814106,746,44,0.017125319379197316,0.058981233243967826
jul30,4,H1,maker_ask_risk,8,0.018520294111814106,0.022143768681711196,566,57,0.020063748958517175,0.10070671378091872
jul30,4,H1,maker_ask_risk,9,0.022143768681711196,0.028644387732358001,475,59,0.024993841166726177,0.12421052631578948
jul30,4,H1,maker_ask_risk,10,0.028644387732358001,,554,82,0.15706002662338447,0.14801444043321299
jul30,4,H1,maker_bid_risk,1,,0.007371218429219395,267,0,0.006559912262192504,0
jul30,4,H1,maker_bid_risk,2,0.007371218429219395,0.0090326513690848209,780,0,0.0083948917619535227,0
jul30,4,H1,maker_bid_risk,3,0.0090326513690848209,0.010551694280703017,1753,0,0.0098923890398392392,0
jul30,4,H1,maker_bid_risk,4,0.010551694280703017,0.012171830841097075,3419,3,0.011435172289795006,0.0008774495466510676
jul30,4,H1,maker_bid_risk,5,0.012171830841097075,0.01404002744615418,6494,13,0.013175153268489276,0.0020018478595626734
jul30,4,H1,maker_bid_risk,6,0.01404002744615418,0.016267044261524144,10590,13,0.015219341189250423,0.0012275731822474032
jul30,4,H1,maker_bid_risk,7,0.016267044261524144,0.019117373075380639,15879,62,0.017721201445275659,0.003904527992946659
jul30,4,H1,maker_bid_risk,8,0.019117373075380639,0.023109423624905534,21237,142,0.021060325113347701,0.0066864434713000895
jul30,4,H1,maker_bid_risk,9,0.023109423624905534,0.030132906762043277,27388,384,0.026288970432649831,0.014020739009785307
jul30,4,H1,maker_bid_risk,10,0.030132906762043277,,32143,1401,0.04773314575299608,0.043586472949009115
jul30,5,H0,maker_ask_risk,1,,0.0080603221009745152,19992,127,0.0064695549391059672,0.0063525410164065625
jul30,5,H0,maker_ask_risk,2,0.0080603221009745152,0.010128305679035221,16567,162,0.0093031116345732544,0.0097784752821874817
jul30,5,H0,maker_ask_risk,3,0.010128305679035221,0.011910035359453008,15666,170,0.01140671355212319,0.010851525596833908
jul30,5,H0,maker_ask_risk,4,0.011910035359453008,0.013555861144166848,9292,94,0.012815802638436223,0.010116229014205768
jul30,5,H0,maker_ask_risk,5,0.013555861144166848,0.015199092854881857,14812,215,0.014583559262024981,0.01451525789900081
jul30,5,H0,maker_ask_risk,6,0.015199092854881857,0.016989974192884061,9088,123,0.01612461167672493,0.013534330985915492
jul30,5,H0,maker_ask_risk,7,0.016989974192884061,0.019063033909370142,12298,241,0.018326239335069633,0.019596682387380063
jul30,5,H0,maker_ask_risk,8,0.019063033909370142,0.021687251428127441,5940,135,0.020253472201724059,0.022727272727272728
jul30,5,H0,maker_ask_risk,9,0.021687251428127441,0.02600700012671886,9928,230,0.023444646291301611,0.023166800966962126
jul30,5,H0,maker_ask_risk,10,0.02600700012671886,,6367,208,0.031568560738056479,0.032668446678184387
jul30,5,H0,maker_bid_risk,1,,0.0085555879895654607,19992,162,0.0068674704949528206,0.0081032412965186072
jul30,5,H0,maker_bid_risk,2,0.0085555879895654607,0.010749711817288232,16567,144,0.009874216028045172,0.0086919780286110939
jul30,5,H0,maker_bid_risk,3,0.010749711817288232,0.012639817150444599,15666,215,0.012105896240533638,0.013723988254819354
jul30,5,H0,maker_bid_risk,4,0.012639817150444599,0.014385501832982817,9292,129,0.013600564499178387,0.013882910030133448
jul30,5,H0,maker_bid_risk,5,0.014385501832982817,0.016128195111055343,14812,200,0.015475421607481277,0.013502565487442613
jul30,5,H0,maker_bid_risk,6,0.016128195111055343,0.018027201725912434,9088,132,0.017109619623786466,0.014524647887323943
jul30,5,H0,maker_bid_risk,7,0.018027201725912434,0.020225067213090364,12298,277,0.019443940642741925,0.02252398764026671
jul30,5,H0,maker_bid_risk,8,0.020225067213090364,0.023006723619368619,5940,139,0.021486989091676994,0.023400673400673401
jul30,5,H0,maker_bid_risk,9,0.023006723619368619,0.027584297181624584,9928,261,0.024869155209411731,0.026289282836422241
jul30,5,H0,maker_bid_risk,10,0.027584297181624584,,6367,236,0.033473917578041447,0.037066122192555361
jul30,5,H1,maker_ask_risk,1,,0.0056441933362945118,63840,266,0.0043610687945446367,0.0041666666666666666
jul30,5,H1,maker_ask_risk,2,0.0056441933362945118,0.0074026291305017144,30014,377,0.0064081097610910456,0.012560804957686413
jul30,5,H1,maker_ask_risk,3,0.0074026291305017144,0.0094558006571539011,14381,379,0.0082814071928340467,0.02635421737014116
jul30,5,H1,maker_ask_risk,4,0.0094558006571539011,0.011614620574485479,5820,254,0.010375160727750764,0.043642611683848795
jul30,5,H1,maker_ask_risk,5,0.011614620574485479,0.013712854492371251,2547,111,0.012540293895253275,0.043580683156654886
jul30,5,H1,maker_ask_risk,6,0.013712854492371251,0.015897543340534059,1360,102,0.014623914118184715,0.074999999999999997
jul30,5,H1,maker_ask_risk,7,0.015897543340534059,0.018418829058730601,849,74,0.017019038088075131,0.087161366313309771
jul30,5,H1,maker_ask_risk,8,0.018418829058730601,0.02181006862745738,534,57,0.019843629244116506,0.10674157303370786
jul30,5,H1,maker_ask_risk,9,0.02181006862745738,0.027849055431033776,394,48,0.024249368431159199,0.12182741116751269
jul30,5,H1,maker_ask_risk,10,0.027849055431033776,,211,37,0.033321148231494811,0.17535545023696683
jul30,5,H1,maker_bid_risk,1,,0.0076854816542067939,2839,0,0.0066910340816458439,0
jul30,5,H1,maker_bid_risk,2,0.0076854816542067939,0.0093942204788138861,6173,10,0.0086475411999526741,0.0016199578810950916
jul30,5,H1,maker_bid_risk,3,0.0093942204788138861,0.010956324631205661,9212,31,0.010220831270962846,0.0033651758575770734
jul30,5,H1,maker_bid_risk,4,0.010956324631205661,0.012596541790268923,12826,40,0.011788567168835737,0.0031186652112895679
jul30,5,H1,maker_bid_risk,5,0.012596541790268923,0.014399325727907586,15169,98,0.013497069803597451,0.0064605445316105216
jul30,5,H1,maker_bid_risk,6,0.014399325727907586,0.016482645186721046,15694,127,0.015415456883325166,0.0080922645597043454
jul30,5,H1,maker_bid_risk,7,0.016482645186721046,0.01904016003017317,15495,167,0.01770497367556351,0.010777670216198774
jul30,5,H1,maker_bid_risk,8,0.01904016003017317,0.022569727184246546,14959,213,0.02066316937080696,0.014238919713884617
jul30,5,H1,maker_bid_risk,9,0.022569727184246546,0.028822792109116091,14124,347,0.025298964358092108,0.024568111016709148
jul30,5,H1,maker_bid_risk,10,0.028822792109116091,,13459,862,0.04066270616171528,0.064046363028456801
jul30,6,H0,maker_ask_risk,1,,0.0078344844419395709,13903,77,0.0061792192364158102,0.0055383730130187728
jul30,6,H0,maker_ask_risk,2,0.0078344844419395709,0.0098272687280981375,13943,104,0.0087249398577425516,0.0074589399698773576
jul30,6,H0,maker_ask_risk,3,0.0098272687280981375,0.011661116916194869,15187,150,0.010528955158669997,0.0098768683742674664
jul30,6,H0,maker_ask_risk,4,0.011661116916194869,0.013383086573200753,17622,288,0.012496321364616356,0.01634320735444331
jul30,6,H0,maker_ask_risk,5,0.013383086573200753,0.014989608613421912,7546,85,0.014123478610532375,0.011264245958123508
jul30,6,H0,maker_ask_risk,6,0.014989608613421912,0.016724725161720744,16807,237,0.015725800896513951,0.014101267329089071
jul30,6,H0,maker_ask_risk,7,0.016724725161720744,0.018845475326914163,5272,80,0.017396666418193592,0.015174506828528073
jul30,6,H0,maker_ask_risk,8,0.018845475326914163,0.021479038325640798,14228,240,0.019809764619376037,0.016868147315153219
jul30,6,H0,maker_ask_risk,9,0.021479038325640798,0.025575957041410802,7539,201,0.02400800933463405,0.026661360923199363
jul30,6,H0,maker_ask_risk,10,0.025575957041410802,,7903,159,0.034276641015821188,0.020118942173858029
jul30,6,H0,maker_bid_risk,1,,0.0083650196201340288,13903,80,0.0065981049017916028,0.0057541537797597643
jul30,6,H0,maker_bid_risk,2,0.0083650196201340288,0.010491790316272342,13943,107,0.0093153752950118351,0.0076741016997776664
jul30,6,H0,maker_bid_risk,3,0.010491790316272342,0.012448593859368584,15187,163,0.011240551597740973,0.010732863633370646
jul30,6,H0,maker_bid_risk,4,0.012448593859368584,0.014285716530304748,17622,264,0.01333967582000296,0.014981273408239701
jul30,6,H0,maker_bid_risk,5,0.014285716530304748,0.015999408093923084,7546,63,0.015075515139734765,0.0083487940630797772
jul30,6,H0,maker_bid_risk,6,0.015999408093923084,0.017849987007718893,16807,286,0.016784611351424315,0.017016719224132802
jul30,6,H0,maker_bid_risk,7,0.017849987007718893,0.020111458247673575,5272,103,0.018566549186209088,0.019537177541729893
jul30,6,H0,maker_bid_risk,8,0.020111458247673575,0.022919151976433461,14228,277,0.021139551249239604,0.019468653359572673
jul30,6,H0,maker_bid_risk,9,0.022919151976433461,0.027285596128072132,7539,154,0.025614631853299916,0.020427112349117919
jul30,6,H0,maker_bid_risk,10,0.027285596128072132,,7903,215,0.036547952002437836,0.027204858914336327
jul30,6,H1,maker_ask_risk,1,,0.0061134401692787277,37740,96,0.0050733840741525012,0.0025437201907790143
jul30,6,H1,maker_ask_risk,2,0.0061134401692787277,0.0075969532613563429,29922,211,0.0068251658644794908,0.0070516676692734441
jul30,6,H1,maker_ask_risk,3,0.0075969532613563429,0.0092390150768774104,21549,328,0.0083453028477604059,0.015221123950067288
jul30,6,H1,maker_ask_risk,4,0.0092390150768774104,0.011143431153319061,13491,220,0.010085715745094894,0.016307167741457268
jul30,6,H1,maker_ask_risk,5,0.011143431153319061,0.013206124101496686,7258,199,0.012052934023331782,0.027418021493524385
jul30,6,H1,maker_ask_risk,6,0.013206124101496686,0.015390527854246661,3933,169,0.014186569426770811,0.042969743198576153
jul30,6,H1,maker_ask_risk,7,0.015390527854246661,0.017898451038618424,2391,130,0.016504288100536668,0.054370556252613972
jul30,6,H1,maker_ask_risk,8,0.017898451038618424,0.02122890765201435,1624,98,0.019392811164269455,0.060344827586206899
jul30,6,H1,maker_ask_risk,9,0.02122890765201435,0.027142547076673962,1147,104,0.023691687403114944,0.090671316477768091
jul30,6,H1,maker_ask_risk,10,0.027142547076673962,,895,66,0.072615824440123253,0.073743016759776542
jul30,6,H1,maker_bid_risk,1,,0.0075189158479814777,2164,2,0.0066536134250093151,0.00092421441774491681
jul30,6,H1,maker_bid_risk,2,0.0075189158479814777,0.0092327913665911643,6050,17,0.0084795808460141828,0.0028099173553719006
