attempt,status,reason,handoff_phase,candidate_source_exchange_time_ms,candidate_age_seconds,max_age_seconds,trigger_candidate_source_exchange_time_ms,trigger_candidate_age_seconds,trigger_candidate_side,trigger_candidate_quote_px,trigger_candidate_size_btc,trigger_candidate_quality_bucket,trigger_candidate_freshness_status,trigger_candidate_skip_reason,current_reprice_allowed,current_reprice_skip_reason,current_reprice_candidate_source_exchange_time_ms,current_reprice_candidate_age_seconds,selected_side,selected_quote_px,current_bid,current_ask,selected_size_btc,max_order_size_btc,quality_bucket,current_same_side_top_qty_btc,current_same_side_top_order_count,current_top_depth_multiple_of_order,post_only_tif,post_only_non_crossing,current_touch_match,source
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784013210073,0.444,1.0,1784013210073,0.444,buy,62546,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784013210073,0.444,,,62542.0,62543.0,,0.005,,0.41938,1,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784013498705,0.297,1.0,1784013498705,0.297,buy,62607,0.00075,quality_a,pass,,True,,1784013498705,0.297,buy,62602.0,62602.0,62603.0,0.00075,0.005,quality_b,0.02912,1,38.82666667,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784013500321,0.291,1.0,1784013500321,0.291,buy,62602,0.0002,quality_a,pass,,True,,1784013500321,0.291,buy,62596.0,62596.0,62597.0,0.0002,0.005,quality_a,0.0022,1,11.0,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784013503076,0.389,1.0,1784013503076,0.389,buy,62596,0.005,quality_a,pass,,True,,1784013503076,0.389,buy,62589.0,62589.0,62590.0,0.005,0.005,quality_a,0.00999,2,1.998,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784013510979,0.636,1.0,1784013510979,0.636,buy,62589,0.00054,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784013510979,0.636,,,62585.0,62586.0,,0.005,,0.17014,2,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784013595779,0.39,1.0,1784013595779,0.39,buy,62601,0.00056,quality_a,pass,,True,,1784013595779,0.39,buy,62596.0,62596.0,62597.0,0.00056,0.005,quality_a,0.01107,1,19.76785714,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784013601320,0.366,1.0,1784013601320,0.366,buy,62595,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784013601320,0.366,,,62586.0,62587.0,,0.005,,0.89296,6,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784013624061,0.336,1.0,1784013624061,0.336,buy,62583,0.00049,quality_a,pass,,True,,1784013624061,0.336,buy,62580.0,62580.0,62581.0,0.00049,0.005,quality_a,0.00196,2,4.0,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784013716572,0.72,1.0,1784013716572,0.72,buy,62595,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784013716572,0.72,,,62588.0,62589.0,,0.005,,4.72195,31,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784013728194,0.632,1.0,1784013728194,0.632,buy,62582,0.00075,quality_a,pass,,True,,1784013728194,0.632,buy,62580.0,62580.0,62581.0,0.00075,0.005,quality_a,0.00799,1,10.65333333,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,post_open_orders_handoff_latency_exceeded,post_open_orders_inline_reprice,1784013758967,1.062,1.0,1784013758967,1.062,buy,62564,0.005,quality_a,pass,,True,,1784013758967,1.062,buy,62557.0,62557.0,62558.0,0.005,0.005,quality_a,0.00798,1,,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784013801654,0.471,1.0,1784013801654,0.471,buy,62591,0.005,quality_a,pass,,True,,1784013801654,0.471,buy,62585.0,62585.0,62586.0,0.005,0.005,quality_a,0.00281,2,0.562,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784013876338,0.36,1.0,1784013876338,0.36,buy,62583,0.00109,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784013876338,0.36,,,62575.0,62576.0,,0.005,,0.47972,2,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784013968140,0.683,1.0,1784013968140,0.683,buy,62604,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784013968140,0.683,,,62600.0,62601.0,,0.005,,2.39424,7,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784014037283,0.704,1.0,1784014037283,0.704,buy,62638,0.00267,quality_a,pass,,True,,1784014037283,0.704,buy,62630.0,62630.0,62631.0,0.00267,0.005,quality_a,0.02379,4,8.91011236,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784014050728,0.65,1.0,1784014050728,0.65,buy,62639,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784014050728,0.65,,,62635.0,62637.0,,0.005,,0.79936,1,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784014099272,0.561,1.0,1784014099272,0.561,buy,62626,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784014099272,0.561,,,62619.0,62620.0,,0.005,,1.3068,23,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784014103835,0.276,1.0,1784014103835,0.276,buy,62619,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784014103835,0.276,,,62614.0,62620.0,,0.005,,1.26341,2,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784014205967,0.631,1.0,1784014205967,0.631,buy,62619,0.005,quality_a,pass,,True,,1784014205967,0.631,buy,62612.0,62612.0,62613.0,0.005,0.005,quality_a,0.04147,3,8.294,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784014239538,0.308,1.0,1784014239538,0.308,buy,62602,0.005,quality_a,pass,,True,,1784014239538,0.308,buy,62598.0,62598.0,62599.0,0.005,0.005,quality_a,0.05182,2,10.364,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784014249223,0.6,1.0,1784014249223,0.6,buy,62598,0.005,quality_a,pass,,True,,1784014249223,0.6,buy,62596.0,62596.0,62597.0,0.005,0.005,quality_a,0.0044,1,0.88,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784014250027,0.783,1.0,1784014250027,0.783,buy,62596,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784014250027,0.783,,,62595.0,62596.0,,0.005,,0.20617,18,,Alo,False,False,inline_reprice_current_candidate_guard
