attempt,event_sequence,phase,open_orders_end_unix_seconds,open_orders_end_ns,pre_open_orders_public_state_seq,pre_open_orders_l2_state_seq,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_l2_local_receive_ts_ns,post_open_orders_public_state_channel,post_open_orders_exchange_time_ms,state_observed_after_open_orders_end,wait_timeout_seconds,status,reason,current_bid,current_ask,inference_scope
1,1949,post_open_orders_l2_resync,1784013210.353298,1784013210353297920,1961,1959,1962,1962,1784013210517594145,l2Book,1784013210272,True,0.69125,pass,,62542.0,62543.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2694,post_open_orders_l2_resync,1784013498.9312177,1784013498931217664,2707,2705,2708,2708,1784013499002631400,l2Book,1784013498773,True,0.6887500000000001,pass,,62602.0,62603.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2698,post_open_orders_l2_resync,1784013500.5488143,1784013500548814336,2712,2711,2713,2713,1784013500612229674,l2Book,1784013500384,True,0.6887500000000001,pass,,62596.0,62597.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2705,post_open_orders_l2_resync,1784013503.2978234,1784013503297823488,2720,2717,2721,2721,1784013503465757909,l2Book,1784013503213,True,0.7474999999999999,pass,,62589.0,62590.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2724,post_open_orders_l2_resync,1784013511.1897497,1784013511189749760,2740,2739,2742,2742,1784013511615766093,l2Book,1784013511385,True,0.7525,pass,,62585.0,62586.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2925,post_open_orders_l2_resync,1784013595.9977827,1784013595997782784,2943,2942,2944,2944,1784013596169489994,l2Book,1784013595922,True,0.75875,pass,,62596.0,62597.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2937,post_open_orders_l2_resync,1784013601.544793,1784013601544792832,2956,2955,2957,2957,1784013601686742950,l2Book,1784013601458,True,0.775,pass,,62586.0,62587.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2988,post_open_orders_l2_resync,1784013624.335763,1784013624335762944,3008,3006,3009,3009,1784013624397554995,l2Book,1784013624189,True,0.6937500000000001,pass,,62580.0,62581.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,3204,post_open_orders_l2_resync,1784013716.777027,1784013716777026816,3225,3224,3226,3226,1784013717292099820,l2Book,1784013717040,True,0.7575,pass,,62588.0,62589.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,3232,post_open_orders_l2_resync,1784013728.4732199,1784013728473219840,3254,3252,3255,3255,1784013728826393917,l2Book,1784013728593,True,0.755,pass,,62580.0,62581.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,3305,post_open_orders_l2_resync,1784013759.8423326,1784013759842332672,3328,3327,3329,3329,1784013760029349648,l2Book,1784013759726,True,0.7675,pass,,62557.0,62558.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,3408,post_open_orders_l2_resync,1784013801.874275,1784013801874275072,3432,3431,3433,3433,1784013802125407246,l2Book,1784013801920,True,0.765,pass,,62585.0,62586.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,3577,post_open_orders_l2_resync,1784013876.6980836,1784013876698083584,3602,3601,3603,3603,1784013876698270960,l2Book,1784013876394,True,0.69125,pass,,62575.0,62576.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,3796,post_open_orders_l2_resync,1784013968.400948,1784013968400947968,3822,3821,3823,3823,1784013968823605603,l2Book,1784013968609,True,0.7000000000000001,pass,,62600.0,62601.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,3961,post_open_orders_l2_resync,1784014037.8066857,1784014037806685696,3988,3987,3990,3990,1784014037987622019,l2Book,1784014037704,True,0.7575,pass,,62630.0,62631.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,3995,post_open_orders_l2_resync,1784014051.02768,1784014051027680000,4024,4023,4025,4025,1784014051378144998,l2Book,1784014051142,True,0.6900000000000001,pass,,62635.0,62637.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4101,post_open_orders_l2_resync,1784014099.481889,1784014099481889024,4131,4130,4132,4132,1784014099833216212,l2Book,1784014099608,True,0.7575,pass,,62619.0,62620.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4110,post_open_orders_l2_resync,1784014104.0462947,1784014104046294784,4141,4140,4142,4142,1784014104111748653,l2Book,1784014103887,True,0.75625,pass,,62614.0,62620.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4361,post_open_orders_l2_resync,1784014206.2528453,1784014206252845312,4393,4391,4394,4394,1784014206598787566,l2Book,1784014206365,True,0.6875,pass,,62612.0,62613.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4441,post_open_orders_l2_resync,1784014239.754882,1784014239754882048,4474,4473,4475,4475,1784014239846144784,l2Book,1784014239607,True,0.77125,pass,,62598.0,62599.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4464,post_open_orders_l2_resync,1784014249.8230562,1784014249823056128,4498,4497,4499,4499,1784014249823255852,l2Book,1784014249425,True,0.7825,pass,,62596.0,62597.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4467,post_open_orders_l2_resync,1784014250.2943847,1784014250294384640,4502,4500,4503,4503,1784014250810137591,l2Book,1784014250565,True,0.7825,pass,,62595.0,62596.0,requires_l2Book_observed_after_private_open_orders_before_reprice
