event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
11,l2Book,1784012484457,1784012484713285420,0.256437,buy,62611,62611,62612,1,0.005,1.1871,24,237.42,1,0.00019,0,0.00019,1.1921,0.0001593826021306937337471688617,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,9,4434,0,6,same_touch_stable_enough,real_bbo_history_touch_stability,2818,1784012481639,1.29951,1.1871,-0.11241,25,24,-1,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
12,l2Book,1784012484992,1784012485208054600,0.216216,buy,62611,62611,62612,1,0.005,1.59625,28,319.25,1,0.00019,0,0.00019,1.60125,0.0001186572989851678376268540203,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,10,4969,0,7,same_touch_stable_enough,real_bbo_history_touch_stability,3353,1784012481639,1.29951,1.59625,0.29674,25,28,3,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
13,trades,1784012485049,1784012485292666802,0.243832,buy,62611,62611,62612,1,0.005,1.59625,28,319.25,2,0.00019,0,0.00019,1.60125,0.0001186572989851678376268540203,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,10,4969,57,7,same_touch_stable_enough,real_bbo_history_touch_stability,3410,1784012481639,1.29951,1.59625,0.29674,25,28,3,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
14,l2Book,1784012485524,1784012485762875948,0.239034,buy,62611,62611,62612,1,0.005,1.69948,29,339.896,2,0.00019,0,0.00019,1.70448,0.0001114709471510372664977001784,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,11,5501,0,8,same_touch_stable_enough,real_bbo_history_touch_stability,3885,1784012481639,1.59625,1.69948,0.10323,28,29,1,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
15,trades,1784012486013,1784012486221291541,0.208457,buy,62611,62611,62612,1,0.005,1.69948,29,339.896,2,0,0,0,1.70448,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,5501,489,8,same_touch_stable_enough,real_bbo_history_touch_stability,4374,1784012481639,1.59625,1.69948,0.10323,28,29,1,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
16,l2Book,1784012486065,1784012486289595665,0.224759,buy,62611,62611,62612,1,0.005,1.2807,25,256.14,2,0,0,0,1.2857,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,12,6042,0,9,same_touch_stable_enough,real_bbo_history_touch_stability,4426,1784012481639,1.69948,1.2807,-0.41878,29,25,-4,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
17,trades,1784012486216,1784012486396450583,0.180632,buy,62611,62611,62612,1,0.005,1.2807,25,256.14,5,0.01133,0,0.01133,1.2857,0.008812320136890409893443260481,touched_quote_without_depletion,,0.00283,False,missing_same_side_strict_through_support,12,6042,151,9,same_touch_stable_enough,real_bbo_history_touch_stability,4577,1784012481639,1.69948,1.2807,-0.41878,29,25,-4,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
18,l2Book,1784012486616,1784012486850216324,0.234383,buy,62611,62611,62612,1,0.005,1.27033,24,254.066,5,0.01133,0,0.01133,1.27533,0.008883975128006084699646366039,touched_quote_without_depletion,,0.00283,False,missing_same_side_strict_through_support,13,6593,0,10,same_touch_stable_enough,real_bbo_history_touch_stability,4977,1784012481639,1.69948,1.27033,-0.42915,29,24,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
19,trades,1784012487018,1784012487254594831,0.236769,buy,62611,62611,62612,1,0.005,1.27033,24,254.066,6,0.01133,0,0.01133,1.27533,0.008883975128006084699646366039,touched_quote_without_depletion,,0.00283,False,missing_same_side_strict_through_support,13,6593,402,10,same_touch_stable_enough,real_bbo_history_touch_stability,5379,1784012481639,1.69948,1.27033,-0.42915,29,24,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
20,l2Book,1784012487144,1784012487363609598,0.219782,buy,62611,62611,62612,1,0.005,1.27033,24,254.066,6,0.01133,0,0.01133,1.27533,0.008883975128006084699646366039,touched_quote_without_depletion,,0.00283,False,missing_same_side_strict_through_support,14,7121,0,11,same_touch_stable_enough,real_bbo_history_touch_stability,5505,1784012481639,1.69948,1.27033,-0.42915,29,24,-5,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
21,l2Book,1784012487699,1784012487938787220,0.239958,buy,62611,62611,62612,1,0.005,10.18846,37,2037.692,6,0.01133,0,0.01133,10.19346,0.001111496979435834348690238643,touched_quote_without_depletion,,0.00283,False,missing_same_side_strict_through_support,15,7676,0,12,same_touch_stable_enough,real_bbo_history_touch_stability,6060,1784012481639,1.69948,10.18846,8.48898,29,37,8,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
22,trades,1784012488008,1784012488261389853,0.253554,buy,62611,62611,62612,1,0.005,10.18846,37,2037.692,7,0.01133,0,0.01133,10.19346,0.001111496979435834348690238643,touched_quote_without_depletion,,0.00283,False,missing_same_side_strict_through_support,15,7676,309,12,same_touch_stable_enough,real_bbo_history_touch_stability,6369,1784012481639,1.69948,10.18846,8.48898,29,37,8,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
23,l2Book,1784012488239,1784012488484557682,0.245745,buy,62615,62615,62616,1,0.005,11.6402,129,2328.04,6,0,0.01133,0.01133,11.6452,0.0009729330539621474942465565211,strict_trade_through_seen_but_visible_top_not_depleted,,0.00283,False,missing_touch_freshness_or_queue_reset_evidence,16,8216,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784012488239,,11.6402,,,129,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
24,trades,1784012488643,1784012488853364313,0.210542,buy,62615,62615,62616,1,0.005,11.6402,129,2328.04,9,0.00752,0.01133,0.01885,11.6452,0.00161869268024593824064850754,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,16,8216,404,1,same_touch_stable_enough,real_bbo_history_touch_stability,404,1784012488239,,11.6402,,,129,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
25,l2Book,1784012488840,1784012489081661648,0.241843,buy,62615,62615,62616,1,0.005,21.19307,92,4238.614,9,0.00752,0.01133,0.01885,21.19807,0.0008892318970547790435638716166,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,17,8817,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,601,1784012488239,11.6402,21.19307,9.55287,129,92,-37,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
26,l2Book,1784012489455,1784012489826021761,0.37123,buy,62615,62615,62616,1,0.005,19.26927,86,3853.854,5,0.00752,0,0.00752,19.27427,0.0003901574482457701381167743318,touched_quote_without_depletion,,0.00188,False,missing_same_side_strict_through_support,18,9432,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1216,1784012488239,21.19307,19.26927,-1.9238,129,86,-43,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
27,trades,1784012489657,1784012489848969704,0.192142,buy,62615,62615,62616,1,0.005,19.26927,86,3853.854,6,0.02599,0,0.02599,19.27427,0.001348429797860048655539224054,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,18,9432,202,3,same_touch_stable_enough,real_bbo_history_touch_stability,1418,1784012488239,21.19307,19.26927,-1.9238,129,86,-43,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
28,l2Book,1784012489995,1784012490218488864,0.223683,buy,62615,62615,62616,1,0.005,20.08825,90,4017.65,6,0.02599,0,0.02599,20.09325,0.001293469199855672924987246961,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,19,9972,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1756,1784012488239,21.19307,20.08825,-1.10482,129,90,-39,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
29,l2Book,1784012490514,1784012490745650710,0.23185,buy,62615,62615,62616,1,0.005,18.89326,91,3778.652,5,0.02599,0,0.02599,18.89826,0.001375258886267836298156549862,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,20,10491,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2275,1784012488239,21.19307,18.89326,-2.29981,129,91,-38,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
30,l2Book,1784012491067,1784012491341541135,0.27474,buy,62615,62615,62616,1,0.005,24.50937,87,4901.874,4,0.02599,0,0.02599,24.51437,0.001060194490007289601976310221,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,21,11044,0,6,same_touch_stable_enough,real_bbo_history_touch_stability,2828,1784012488239,21.19307,24.50937,3.3163,129,87,-42,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
31,l2Book,1784012491675,1784012491918166021,0.24336,buy,62615,62615,62616,1,0.005,24.50937,87,4901.874,1,0.01847,0,0.01847,24.51437,0.000753435637954391648653422462,touched_quote_without_depletion,,0.00461,False,missing_same_side_strict_through_support,22,11652,0,7,same_touch_stable_enough,real_bbo_history_touch_stability,3436,1784012488239,24.50937,24.50937,0,129,87,-42,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
32,trades,1784012491877,1784012492065484381,0.18868,buy,62615,62615,62616,1,0.005,24.50937,87,4901.874,3,0.01847,0,0.01847,24.51437,0.000753435637954391648653422462,touched_quote_without_depletion,,0.00461,False,missing_same_side_strict_through_support,22,11652,202,7,same_touch_stable_enough,real_bbo_history_touch_stability,3638,1784012488239,24.50937,24.50937,0,129,87,-42,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
33,trades,1784012492068,1784012492295732727,0.227915,buy,62615,62615,62616,1,0.005,24.50937,87,4901.874,5,0.01992,0,0.01992,24.51437,0.0008125846187358679827382877879,touched_quote_without_depletion,,0.00498,False,missing_same_side_strict_through_support,22,11652,393,7,same_touch_stable_enough,real_bbo_history_touch_stability,3829,1784012488239,24.50937,24.50937,0,129,87,-42,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
34,l2Book,1784012492283,1784012492508202109,0.225388,buy,62616,62616,62617,1,0.005,6.96895,38,1393.79,5,0,0.01992,0.01992,6.97395,0.002856343965758286193620545028,strict_trade_through_seen_but_visible_top_not_depleted,,0.00498,False,missing_touch_freshness_or_queue_reset_evidence,23,12260,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784012492283,,6.96895,,,38,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
35,l2Book,1784012492809,1784012493036760752,0.227969,buy,62616,62616,62617,1,0.005,23.56729,108,4713.458,4,0,0.00145,0.00145,23.57229,0.00006151290349813276520864116299,strict_trade_through_seen_but_visible_top_not_depleted,,0.00036,False,outside_quality_a_b_queue_bands,24,12786,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,526,1784012492283,6.96895,23.56729,16.59834,38,108,70,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
36,l2Book,1784012493353,1784012493584529299,0.231735,buy,62616,62616,62617,1,0.005,3.32971,38,665.942,4,0,0.00145,0.00145,3.33471,0.0004348204191668840768762501087,strict_trade_through_seen_but_visible_top_not_depleted,,0.00036,False,outside_quality_a_b_queue_bands,25,13330,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1070,1784012492283,23.56729,3.32971,-20.23758,108,38,-70,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
37,l2Book,1784012493877,1784012494133500174,0.256715,buy,62616,62616,62617,1,0.005,0.03271,1,6.542,4,0,0.00145,0.00145,0.03771,0.0384513391673296207902413153,strict_trade_through_seen_but_visible_top_not_depleted,quality_b,0.00036,True,,26,13854,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1594,1784012492283,23.56729,0.03271,-23.53458,108,1,-107,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
38,l2Book,1784012494944,1784012495191352106,0.247568,buy,62615,62615,62616,1,0.005,0.00789,3,1.578,3,0.00145,0,0.00145,0.01289,0.1124903025601241272304111715,touched_quote_without_depletion,,0.00036,False,missing_same_side_strict_through_support,28,14921,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,510,1784012494434,0.00789,0.00789,0,3,3,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
39,l2Book,1784012495499,1784012495726436206,0.227656,buy,62615,62615,62616,1,0.005,0.00789,3,1.578,1,0,0,0,0.01289,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,29,15476,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1065,1784012494434,0.00789,0.00789,0,3,3,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
40,trades,1784012495566,1784012495753600479,0.18781,buy,62615,62615,62616,1,0.005,0.00789,3,1.578,2,0,0,0,0.01289,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,29,15476,67,3,same_touch_stable_enough,real_bbo_history_touch_stability,1132,1784012494434,0.00789,0.00789,0,3,3,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
41,l2Book,1784012496100,1784012496317373790,0.217605,buy,62615,62615,62616,1,0.005,1.18331,8,236.662,2,0,0,0,1.18831,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,30,16077,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1666,1784012494434,0.00789,1.18331,1.17542,3,8,5,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
42,trades,1784012496033,1784012496317841964,0.284961,buy,62615,62615,62616,1,0.005,1.18331,8,236.662,3,0.00026,0,0.00026,1.18831,0.0002187981250683744140838670044,touched_quote_without_depletion,,6e-05,False,missing_same_side_strict_through_support,30,16077,-67,4,same_touch_stable_enough,real_bbo_history_touch_stability,1599,1784012494434,0.00789,1.18331,1.17542,3,8,5,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_after_candidate_visible_by_local_receive,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
43,l2Book,1784012496587,1784012496805717432,0.218958,buy,62615,62615,62616,1,0.005,0.58364,7,116.728,3,0.00026,0,0.00026,0.58864,0.0004416961130742049469964664311,touched_quote_without_depletion,,6e-05,False,missing_same_side_strict_through_support,31,16564,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2153,1784012494434,1.18331,0.58364,-0.59967,8,7,-1,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
