session,fold_id,side,cross_spread_bin,dose_bin,row_count,binary_identified_count,event_count,realized_rate,mean_loss_h0,mean_loss_h1,positive_improvement,cell_share
jul30,1,maker_bid_risk,2,3,6393,6393,48,0.0075082121069920222,0.052822500059913277,0.055113069925451431,0,0.014049089196055671
jul30,1,maker_bid_risk,3,0,878,878,18,0.020501138952164009,0.10562104564566038,0.10532527053446726,0.25969054762755306,0.0068361066543493505
jul30,1,maker_bid_risk,3,1,10936,10936,130,0.01188734455010973,0.088275736335621677,0.086480436228619714,19.633401970173459,0.038034166793754431
jul30,1,maker_bid_risk,3,2,7560,7560,83,0.010978835978835979,0.083678311124879612,0.080275718881158822,25.723597362529169,0.027096007632017867
jul30,1,maker_bid_risk,3,3,8235,8235,79,0.0095931997571341836,0.075985875792533047,0.073727402085748461,18.598530975371204,0.026533494331039634
jul30,1,maker_bid_risk,4,0,464,464,6,0.012931034482758621,0.12210600113274359,0.11380566854153784,3.851354322319466,0.0027468037977976026
jul30,1,maker_bid_risk,4,1,9074,9074,225,0.024796120784659467,0.15339267739904394,0.14805834591545228,48.403723882111201,0.061746580145727203
jul30,1,maker_bid_risk,4,2,7165,7165,153,0.021353803210048847,0.13600732727482473,0.13170494601218258,30.82656174683094,0.059952999313868695
jul30,1,maker_bid_risk,4,3,8415,8415,164,0.019489007724301843,0.1210735313320168,0.11914932313784843,16.192211953926883,0.057911824766519251
jul30,1,maker_bid_risk,5,0,137,137,2,0.014598540145985401,0.17009032555404963,0.16279593173782334,0.99933195282300558,0.00071272819209778075
jul30,1,maker_bid_risk,5,1,5856,5856,230,0.039275956284153007,0.2523777333068728,0.2330058541905819,113.44172410499982,0.091456348297037263
jul30,1,maker_bid_risk,5,2,7233,7233,295,0.040785289644684086,0.24099167000253396,0.21966658561819979,154.24433535188888,0.12911385597699243
jul30,1,maker_bid_risk,5,3,14543,14543,451,0.031011483187787941,0.19134404729843976,0.18065688544720959,155.42339480243976,0.21312754178125118
jul30,2,maker_ask_risk,0,0,0,0,0,,,,0,0
jul30,2,maker_ask_risk,0,1,0,0,0,,,,0,0
jul30,2,maker_ask_risk,0,2,0,0,0,,,,0,0
jul30,2,maker_ask_risk,0,3,0,0,0,,,,0,0
jul30,2,maker_ask_risk,1,0,3714,3714,39,0.01050080775444265,0.090506031004450802,0.092343033332993832,0,0.0060108124676395451
jul30,2,maker_ask_risk,1,1,32083,32083,369,0.011501418196552692,0.084427144575128871,0.088278426104727525,0,0.062642503658701928
jul30,2,maker_ask_risk,1,2,22677,22677,350,0.015434140318384266,0.11034040181097188,0.11854458793178113,0,0.041710631198112282
jul30,2,maker_ask_risk,1,3,25144,25144,313,0.012448297804645243,0.086035002796459467,0.090281742747305799,0,0.028695071472490546
jul30,2,maker_ask_risk,2,0,773,773,3,0.0038809831824062097,0.03780843105616799,0.029712549880506305,6.2581161487864847,0.041031899959365639
jul30,2,maker_ask_risk,2,1,7563,7563,167,0.022081184715060161,0.14893926799129806,0.15297807259187032,0,0.044233245251407871
jul30,2,maker_ask_risk,2,2,4549,4549,93,0.020444053638162235,0.13169373812343496,0.13384686297287832,0,0.055704626905974226
jul30,2,maker_ask_risk,2,3,4144,4144,126,0.030405405405405407,0.19857532666806721,0.2071228747152476,0,0.038386279107529821
jul30,2,maker_ask_risk,3,0,237,237,17,0.071729957805907171,0.36091879069427207,0.37568572164537212,0,0.015559959759245736
jul30,2,maker_ask_risk,3,1,3682,3682,82,0.022270505160239002,0.16536946687228082,0.16459526462616547,2.8506126701968197,0.0869937788017556
jul30,2,maker_ask_risk,3,2,3206,3206,61,0.019026824703680598,0.12976262448277154,0.12951062686834547,0.8079043518500888,0.032774783794944119
jul30,2,maker_ask_risk,3,3,3088,3088,66,0.021373056994818652,0.1535448459150047,0.15422398715154018,0,0.044774164394850803
jul30,2,maker_ask_risk,4,0,43,43,0,0,0.022960938739523241,0.020196910949602818,0.11885319496657822,0.0022110777301068423
jul30,2,maker_ask_risk,4,1,1564,1564,53,0.033887468030690537,0.22308223891456891,0.21729950812164017,9.0441909601405168,0.089810940160181596
jul30,2,maker_ask_risk,4,2,1891,1891,82,0.043363299841353779,0.24700397681965292,0.23796884935158796,17.085426042110836,0.091808734338745007
jul30,2,maker_ask_risk,4,3,2753,2753,127,0.046131492916818014,0.26853781846256308,0.26661459439023838,5.2946358711096941,0.026696148134149757
jul30,2,maker_ask_risk,5,0,0,0,0,,,,0,0
jul30,2,maker_ask_risk,5,1,304,304,20,0.065789473684210523,0.39131028221465031,0.36573401001605516,7.7751867483729367,0.039203363981617556
jul30,2,maker_ask_risk,5,2,492,492,32,0.065040650406504072,0.34453111787107671,0.30962285080647839,17.174867395782393,0.086597608474648285
jul30,2,maker_ask_risk,5,3,2043,2043,92,0.04503181595692609,0.23323517806339775,0.2172023845895612,32.754997067048052,0.1651543704085329
jul30,2,maker_bid_risk,0,0,0,0,0,,,,0,0
jul30,2,maker_bid_risk,0,1,0,0,0,,,,0,0
jul30,2,maker_bid_risk,0,2,0,0,0,,,,0,0
jul30,2,maker_bid_risk,0,3,0,0,0,,,,0,0
jul30,2,maker_bid_risk,1,0,112,112,0,0,0.019773998977457762,0.0079910081310056204,1.3196949748026396,0.0060108124676395451
jul30,2,maker_bid_risk,1,1,1239,1239,1,0.00080710250201775622,0.024203607843997606,0.013103219184526109,13.753381549085184,0.062642503658701928
jul30,2,maker_bid_risk,1,2,990,990,2,0.0020202020202020202,0.02916417857416,0.019913960916633899,9.1577154809508396,0.041710631198112282
jul30,2,maker_bid_risk,1,3,796,796,3,0.0037688442211055275,0.035553376717610691,0.027638673627806587,6.3001036594840674,0.028695071472490546
jul30,2,maker_bid_risk,2,0,319,319,0,0,0.018398768688734482,0.011875636957399627,2.0808790222958184,0.041031899959365639
jul30,2,maker_bid_risk,2,1,2971,2971,18,0.0060585661393470214,0.05459616011831471,0.05132737376673234,9.7115642505512074,0.044233245251407871
jul30,2,maker_bid_risk,2,2,1582,1582,3,0.0018963337547408343,0.03347141754797401,0.025740604427518587,12.230146356560482,0.055704626905974226
jul30,2,maker_bid_risk,2,3,1303,1303,2,0.0015349194167306216,0.031110505989822144,0.024642476587504753,8.4278423112195675,0.038386279107529821
jul30,2,maker_bid_risk,3,0,874,874,13,0.014874141876430207,0.082334395179383013,0.07842564943623026,3.4162437795155132,0.015559959759245736
jul30,2,maker_bid_risk,3,1,5047,5047,26,0.0051515751931840697,0.044226063986503805,0.041066935204262293,15.944122963972911,0.0869937788017556
jul30,2,maker_bid_risk,3,2,2523,2523,14,0.0055489496630994851,0.046230493009192623,0.043732887836588227,6.301457850480892,0.032774783794944119
jul30,2,maker_bid_risk,3,3,1833,1833,6,0.0032733224222585926,0.048373927147607,0.04301095663637812,9.8303249470825556,0.044774164394850803
jul30,2,maker_bid_risk,4,0,625,625,2,0.0032000000000000002,0.037971630150991226,0.037405425681930074,0.35387779316322254,0.0022110777301068423
jul30,2,maker_bid_risk,4,1,7820,7820,93,0.011892583120204603,0.082658659091944489,0.081417448571234965,9.7062662719485058,0.089810940160181596
jul30,2,maker_bid_risk,4,2,4250,4250,43,0.01011764705882353,0.075736785777673316,0.075444283717908428,1.2431337540008072,0.091808734338745007
jul30,2,maker_bid_risk,4,3,3272,3272,23,0.0070293398533007338,0.066632937799774555,0.067477704834291483,0,0.026696148134149757
jul30,2,maker_bid_risk,5,0,1960,1960,32,0.016326530612244899,0.090422779124508273,0.10679994999403974,0,0
jul30,2,maker_bid_risk,5,1,26074,26074,484,0.018562552734524815,0.12538315819538745,0.12925011537252984,0,0.039203363981617556
jul30,2,maker_bid_risk,5,2,22888,22888,458,0.02001048584411045,0.13686570714200308,0.13949319657616052,0,0.086597608474648285
jul30,2,maker_bid_risk,5,3,33472,33472,771,0.023034177820267687,0.14528372376575663,0.14955843625822449,0,0.1651543704085329
jul30,3,maker_ask_risk,0,0,0,0,0,,,,0,0
jul30,3,maker_ask_risk,0,1,0,0,0,,,,0,0
jul30,3,maker_ask_risk,0,2,0,0,0,,,,0,0
jul30,3,maker_ask_risk,0,3,0,0,0,,,,0,0
jul30,3,maker_ask_risk,1,0,7412,7412,86,0.011602806260118727,0.095734268355392976,0.10100616352059917,0,0
jul30,3,maker_ask_risk,1,1,55807,55807,783,0.014030497966204956,0.10116511934127691,0.11061315769768393,0,0
jul30,3,maker_ask_risk,1,2,31184,31184,528,0.01693175987685993,0.11284302903088084,0.12388110069093634,0,0
jul30,3,maker_ask_risk,1,3,24703,24703,419,0.016961502651499819,0.11118708795383732,0.1216421556841263,0,0
jul30,3,maker_ask_risk,2,0,0,0,0,,,,0,0
jul30,3,maker_ask_risk,2,1,29,29,2,0.068965517241379309,0.59871382923026628,0.65197247674491066,0,8.9181346588674683e-05
jul30,3,maker_ask_risk,2,2,118,118,5,0.042372881355932202,0.34379450580005172,0.3706765631778477,0,0
jul30,3,maker_ask_risk,2,3,626,626,35,0.055910543130990413,0.35892415572019076,0.37934743615445199,0,5.291498837697813e-05
jul30,3,maker_ask_risk,3,0,0,0,0,,,,0,0
jul30,3,maker_ask_risk,3,1,0,0,0,,,,0,0.0025844186602623702
jul30,3,maker_ask_risk,3,2,0,0,0,,,,0,0.00026312653623836022
jul30,3,maker_ask_risk,3,3,68,68,7,0.10294117647058823,0.75044443288692686,0.76685965632683473,0,0.00057259414327597198
jul30,3,maker_ask_risk,4,0,0,0,0,,,,0,0.0006212540066379697
jul30,3,maker_ask_risk,4,1,0,0,0,,,,0,0.0029279469260182597
jul30,3,maker_ask_risk,4,2,0,0,0,,,,0,0.00085596927208996768
jul30,3,maker_ask_risk,4,3,3,3,0,0,0.038954383349708542,0.023109941561732943,0.047533325363926793,0.50231325469273236
jul30,3,maker_ask_risk,5,0,0,0,0,,,,0,0
jul30,3,maker_ask_risk,5,1,0,0,0,,,,0,0
jul30,3,maker_ask_risk,5,2,0,0,0,,,,0,0
jul30,3,maker_ask_risk,5,3,0,0,0,,,,0,0.48971933942777912
jul30,3,maker_bid_risk,0,0,0,0,0,,,,0,0
jul30,3,maker_bid_risk,0,1,0,0,0,,,,0,0
jul30,3,maker_bid_risk,0,2,0,0,0,,,,0,0
jul30,3,maker_bid_risk,0,3,0,0,0,,,,0,0
jul30,3,maker_bid_risk,1,0,0,0,0,,,,0,0
jul30,3,maker_bid_risk,1,1,0,0,0,,,,0,0
jul30,3,maker_bid_risk,1,2,0,0,0,,,,0,0
jul30,3,maker_bid_risk,1,3,0,0,0,,,,0,0
jul30,3,maker_bid_risk,2,0,0,0,0,,,,0,0
jul30,3,maker_bid_risk,2,1,1,1,0,0,0.047451601860068096,0.020209719377216544,0.027241882482851552,8.9181346588674683e-05
jul30,3,maker_bid_risk,2,2,0,0,0,,,,0,0
jul30,3,maker_bid_risk,2,3,1,1,0,0,0.025088641357969229,0.0089249036472610881,0.016163737710708143,5.291498837697813e-05
jul30,3,maker_bid_risk,3,0,0,0,0,,,,0,0
jul30,3,maker_bid_risk,3,1,47,47,0,0,0.032457223944260261,0.015660364052557836,0.78945241491001361,0.0025844186602623702
jul30,3,maker_bid_risk,3,2,16,16,0,0,0.021409605253271742,0.016386089649592608,0.080376249658866167,0.00026312653623836022
jul30,3,maker_bid_risk,3,3,36,36,0,0,0.026842556064134743,0.021983996960141208,0.17490812774376724,0.00057259414327597198
jul30,3,maker_bid_risk,4,0,46,46,0,0,0.021227397673296865,0.017101917916694777,0.18977206880369618,0.0006212540066379697
jul30,3,maker_bid_risk,4,1,402,402,0,0,0.020748729484104524,0.018523882043215215,0.89438867123750199,0.0029279469260182597
jul30,3,maker_bid_risk,4,2,200,200,0,0,0.016870483443598407,0.015563135258626721,0.26146963699433656,0.00085596927208996768
jul30,3,maker_bid_risk,4,3,356,356,0,0,0.019376360482272256,0.017391470027023296,0.70662100206862954,0.50231325469273236
jul30,3,maker_bid_risk,5,0,7187,7187,77,0.010713788785306804,0.074163755026409317,0.077790036666444962,0,0
jul30,3,maker_bid_risk,5,1,54357,54357,828,0.015232628732269993,0.11358786903629117,0.11521962956017916,0,0
jul30,3,maker_bid_risk,5,2,31343,31343,562,0.017930638420061897,0.1275273532272779,0.1289063102879307,0,0
jul30,3,maker_bid_risk,5,3,25958,25958,660,0.025425687649279605,0.17058422901166703,0.16482135511599774,149.59268058378291,0.48971933942777912
jul30,4,maker_ask_risk,0,0,0,0,0,,,,0,0
jul30,4,maker_ask_risk,0,1,0,0,0,,,,0,0
jul30,4,maker_ask_risk,0,2,0,0,0,,,,0,0
jul30,4,maker_ask_risk,0,3,0,0,0,,,,0,0
jul30,4,maker_ask_risk,1,0,8019,8019,68,0.0084798603317121843,0.066163471290901527,0.061263675999814353,39.291458439227952,0.10224623852023484
jul30,4,maker_ask_risk,1,1,49688,49688,523,0.010525680244727097,0.080048911876665615,0.077405729982669286,131.33442194888974,0.34176513588247465
jul30,4,maker_ask_risk,1,2,25077,25077,337,0.013438609084021214,0.09173909645113712,0.093192355518641246,0,0
jul30,4,maker_ask_risk,1,3,22334,22334,245,0.010969821796364288,0.082711274306049604,0.081773441698773236,20.945553450910371,0.054582583734366433
jul30,4,maker_ask_risk,2,0,128,128,7,0.0546875,0.24188805505060801,0.25508565856243137,0,1.6101572083301765e-05
jul30,4,maker_ask_risk,2,1,3098,3098,150,0.048418334409296319,0.29338125699892642,0.3248071941780058,0,0.00023221734263221891
jul30,4,maker_ask_risk,2,2,3887,3887,112,0.028813995369179314,0.17265436541224954,0.1970145466829098,0,0.00061855516844782753
jul30,4,maker_ask_risk,2,3,7217,7217,234,0.032423444644589162,0.21200709580584554,0.22905672275063801,0,0.00085836163741855574
jul30,4,maker_ask_risk,3,0,0,0,0,,,,0,0.00039159451806987665
jul30,4,maker_ask_risk,3,1,8,8,6,0.75,3.2052771465662877,3.6858745058504128,0,0.0018355730183134329
jul30,4,maker_ask_risk,3,2,48,48,6,0.125,1.086267333142539,1.0854754393571422,0.038010901699051303,0.0010295928219933954
jul30,4,maker_ask_risk,3,3,338,338,21,0.062130177514792898,0.43825611378492624,0.45395981257248225,0,0.00044262849964835527
jul30,4,maker_ask_risk,4,0,0,0,0,,,,0,0.0016905299350932607
jul30,4,maker_ask_risk,4,1,0,0,0,,,,0,0
jul30,4,maker_ask_risk,4,2,0,0,0,,,,0,0
jul30,4,maker_ask_risk,4,3,107,107,3,0.028037383177570093,0.11763242478799381,0.11266552974344381,0.53145776976685077,0.0013829865331942413
jul30,4,maker_ask_risk,5,0,0,0,0,,,,0,0
jul30,4,maker_ask_risk,5,1,0,0,0,,,,0,0.11523750893590523
jul30,4,maker_ask_risk,5,2,0,0,0,,,,0,0.10757938057818549
jul30,4,maker_ask_risk,5,3,1,1,0,0,0.012694860363019391,0.012257953993974363,0.00043690636904502797,0.27009101130193891
jul30,4,maker_bid_risk,0,0,0,0,0,,,,0,0
jul30,4,maker_bid_risk,0,1,0,0,0,,,,0,0
jul30,4,maker_bid_risk,0,2,0,0,0,,,,0,0
jul30,4,maker_bid_risk,0,3,0,0,0,,,,0,0
jul30,4,maker_bid_risk,1,0,0,0,0,,,,0,0.10224623852023484
jul30,4,maker_bid_risk,1,1,0,0,0,,,,0,0.34176513588247465
jul30,4,maker_bid_risk,1,2,0,0,0,,,,0,0
jul30,4,maker_bid_risk,1,3,4,4,0,0,0.022106410361058981,0.0086449819992404052,0.053845713447274304,0.054582583734366433
jul30,4,maker_bid_risk,2,0,1,1,0,0,0.028137515091305468,0.016877111230412713,0.011260403860892755,1.6101572083301765e-05
jul30,4,maker_bid_risk,2,1,17,17,0,0,0.020017502430408649,0.010464686359683806,0.16239787320232235,0.00023221734263221891
jul30,4,maker_bid_risk,2,2,45,45,0,0,0.018730101334787027,0.0091172635724857277,0.43257769930355866,0.00061855516844782753
jul30,4,maker_bid_risk,2,3,79,79,0,0,0.016839599280916807,0.0092410813146644993,0.60028291933393241,0.00085836163741855574
jul30,4,maker_bid_risk,3,0,37,37,0,0,0.018215388441413391,0.010813874426465231,0.27385601855308206,0.00039159451806987665
jul30,4,maker_bid_risk,3,1,239,239,0,0,0.024119449363508745,0.018748396205216112,1.2836817048319378,0.0018355730183134329
jul30,4,maker_bid_risk,3,2,129,129,0,0,0.020790746211872407,0.015745343337227061,0.65085697082924954,0.0010295928219933954
jul30,4,maker_bid_risk,3,3,100,100,0,0,0.013261222363467528,0.010165763335867124,0.30954590276004024,0.00044262849964835527
jul30,4,maker_bid_risk,4,0,1295,1295,0,0,0.018203609238125789,0.017290676495571086,1.1822479016083394,0.0016905299350932607
jul30,4,maker_bid_risk,4,1,7065,7065,20,0.0028308563340410475,0.033122710015877528,0.043096811991870321,0,0
jul30,4,maker_bid_risk,4,2,2324,2324,15,0.0064543889845094663,0.06829820149802969,0.11015259012489738,0,0
jul30,4,maker_bid_risk,4,3,2048,2048,3,0.00146484375,0.03394951280600074,0.03898517378155588,0,0.0013829865331942413
jul30,4,maker_bid_risk,5,0,6111,6111,75,0.012272950417280314,0.099939315939347295,0.10111589442416602,0,0
jul30,4,maker_bid_risk,5,1,48981,48981,770,0.015720381372368877,0.10650708874690382,0.10486176297434574,80.589701665667562,0.11523750893590523
jul30,4,maker_bid_risk,5,2,26686,26686,503,0.018848834594918686,0.12791558694974561,0.12509635217257425,75.234099263594729,0.10757938057818549
jul30,4,maker_bid_risk,5,3,24789,24789,632,0.025495179313405138,0.15747678640420515,0.14985713712709287,188.88348593033629,0.27009101130193891
jul30,5,maker_ask_risk,0,0,0,0,0,,,,0,0
jul30,5,maker_ask_risk,0,1,0,0,0,,,,0,0
jul30,5,maker_ask_risk,0,2,0,0,0,,,,0,0
jul30,5,maker_ask_risk,0,3,0,0,0,,,,0,0
jul30,5,maker_ask_risk,1,0,6534,6534,21,0.0032139577594123047,0.034083880330927727,0.027484353170334624,43.12131046731534,0.07253614097661247
jul30,5,maker_ask_risk,1,1,35086,35086,247,0.007039844952402668,0.060170497760243538,0.056123997677382631,141.97550190725735,0.23878682109339519
jul30,5,maker_ask_risk,1,2,13500,13500,74,0.0054814814814814813,0.042189285964947171,0.037591564528555832,62.069239391283091,0.10472189324332014
jul30,5,maker_ask_risk,1,3,8525,8525,34,0.0039882697947214076,0.034702557633666392,0.029273993234435684,46.278511503441798,0.077986050536512974
jul30,5,maker_ask_risk,2,0,2343,2343,50,0.021340162185232606,0.14440829665736729,0.15219931272923712,0,0.00032613575404718864
jul30,5,maker_ask_risk,2,1,26037,26037,570,0.021891923032607442,0.14253517263626331,0.14813127467000267,0,0.00053336351120833111
jul30,5,maker_ask_risk,2,2,13554,13554,319,0.023535487678913974,0.15182375267311501,0.15819939829311311,0,0.00011071598859232656
jul30,5,maker_ask_risk,2,3,12186,12186,275,0.022566880026259641,0.15777034733331738,0.16148688612145121,0,0.0002717530961217319
jul30,5,maker_ask_risk,3,0,0,0,0,,,,0,0.00060190928120663076
jul30,5,maker_ask_risk,3,1,254,254,34,0.13385826771653545,0.70882353680554244,0.74962056571079694,0,0.0030093491887914678
jul30,5,maker_ask_risk,3,2,377,377,19,0.050397877984084884,0.25165828856880329,0.26474569935621411,0,0.0016394262597384775
jul30,5,maker_ask_risk,3,3,1378,1378,57,0.041364296081277216,0.26329791528235785,0.26195653542790531,1.8484214394356151,0.0046399549301856802
jul30,5,maker_ask_risk,4,0,0,0,0,,,,0,0.0061161215605236097
jul30,5,maker_ask_risk,4,1,0,0,0,,,,0,0.035030971817551354
jul30,5,maker_ask_risk,4,2,5,5,0,0,0.0072668061993498637,0.0071674290455878463,0.00049688576881007883,0.0044910546385536054
jul30,5,maker_ask_risk,4,3,171,171,5,0.029239766081871343,0.27387990275829488,0.26214870215950664,2.0060353023927959,0.0066914683351343594
jul30,5,maker_ask_risk,5,0,0,0,0,,,,0,0.021295505151815951
jul30,5,maker_ask_risk,5,1,0,0,0,,,,0,0.16602699348359071
jul30,5,maker_ask_risk,5,2,0,0,0,,,,0,0.14123010006689921
jul30,5,maker_ask_risk,5,3,0,0,0,,,,0,0.11395427108619856
jul30,5,maker_bid_risk,0,0,0,0,0,,,,0,0
jul30,5,maker_bid_risk,0,1,0,0,0,,,,0,0
jul30,5,maker_bid_risk,0,2,0,0,0,,,,0,0
jul30,5,maker_bid_risk,0,3,0,0,0,,,,0,0
jul30,5,maker_bid_risk,1,0,1,1,0,0,0.023496330168050642,0.0080818035174848764,0.015414526650565766,0.07253614097661247
jul30,5,maker_bid_risk,1,1,4,4,0,0,0.0084503216643039142,0.0053566285308069865,0.012374772533987714,0.23878682109339519
jul30,5,maker_bid_risk,1,2,21,21,0,0,0.029018874547027854,0.012111308581037124,0.35505888528580504,0.10472189324332014
jul30,5,maker_bid_risk,1,3,11,11,0,0,0.024894664283027515,0.0099324609047462525,0.16458423716109391,0.077986050536512974
jul30,5,maker_bid_risk,2,0,30,30,0,0,0.019207307300853255,0.0076332594391907271,0.34722143584987575,0.00032613575404718864
jul30,5,maker_bid_risk,2,1,73,73,0,0,0.015893147073246763,0.0081144195898941503,0.56784710628474089,0.00053336351120833111
jul30,5,maker_bid_risk,2,2,27,27,0,0,0.013518131355171995,0.0091524232613391862,0.11787411853348582,0.00011071598859232656
jul30,5,maker_bid_risk,2,3,44,44,0,0,0.0142792758248878,0.0077037582917821087,0.28932277145665025,0.0002717530961217319
jul30,5,maker_bid_risk,3,0,130,130,0,0,0.014349744913395171,0.0094203251318283939,0.64082457160368056,0.00060190928120663076
jul30,5,maker_bid_risk,3,1,815,815,0,0,0.013891615185956855,0.0099604337257432028,3.2039128900741254,0.0030093491887914678
jul30,5,maker_bid_risk,3,2,496,496,0,0,0.01514671731047852,0.011627724929607307,1.7454202209121221,0.0016394262597384775
jul30,5,maker_bid_risk,3,3,434,434,0,0,0.013954440214895569,0.010198056254568877,1.6302706387817842,0.0046399549301856802
jul30,5,maker_bid_risk,4,0,6923,6923,20,0.0028889209880109778,0.031651861071407168,0.03071129373467887,6.5115476721700363,0.0061161215605236097
jul30,5,maker_bid_risk,4,1,29557,29557,186,0.0062929255337145175,0.052272796653986701,0.051010969265298391,37.295832127460564,0.035030971817551354
jul30,5,maker_bid_risk,4,2,7700,7700,42,0.005454545454545455,0.044327191261736322,0.043706343797988573,4.7805254708577376,0.0044910546385536054
jul30,5,maker_bid_risk,4,3,4403,4403,21,0.0047694753577106515,0.040061922971229451,0.039259695659197506,3.5322068548766672,0.0066914683351343594
jul30,5,maker_bid_risk,5,0,4907,4907,96,0.019563888322804156,0.13926908238073793,0.13464867781529521,22.672325202627388,0.021295505151815951
jul30,5,maker_bid_risk,5,1,35310,35310,703,0.019909374114981591,0.13041526789003724,0.12540928798673906,176.76115038545947,0.16602699348359071
jul30,5,maker_bid_risk,5,2,15501,15501,449,0.028965873169472939,0.18439113828133974,0.17469105045644395,150.36106137370956,0.14123010006689921
jul30,5,maker_bid_risk,5,3,13563,13563,378,0.027869940278699403,0.17624890064683005,0.16730384675222754,121.32176597249389,0.11395427108619856
jul30,6,maker_ask_risk,0,0,0,0,0,,,,0,0
jul30,6,maker_ask_risk,0,1,0,0,0,,,,0,0
jul30,6,maker_ask_risk,0,2,0,0,0,,,,0,0
jul30,6,maker_ask_risk,0,3,0,0,0,,,,0,0
jul30,6,maker_ask_risk,1,0,5535,5535,23,0.0041553748870822044,0.034418270392624413,0.030152575887346086,23.61061908671552,0.041475559538064477
