schema_version,session_id,segment_id,connection_epoch_id,evidence_label,formal_eligible,horizon_ms,primary_selection_eligible,segment_epoch_start_ns,segment_epoch_end_ns,first_grid_ts_ns,last_grid_ts_ns,nominal_calendar_grid_count,quality_eligible_grid_count,quality_eligible_calendar_exposure_fraction,fully_identified_binary_count,fully_identified_binary_endpoint_fraction,interval_likelihood_eligible_count,interval_likelihood_eligible_fraction,complete_60s_block_count,support_projection_row_count,support_projection_sha256
skhynix_stage_h0a_support_v1,aug03,segment_0002,segment_0002:epoch_0,historical_transfer,false,2000,false,1785715391957462717,1785717191685398938,1785715391960000000,1785717191680000000,179973,179973,1.000000000000,179773,0.998888722197,179773,0.998888722197,29,179973,4ef33d162b59e7e7a6e3e58e99aa1783d48308adad8c09ea5fe46124f90418d6
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,historical_transfer,false,50,true,1785717192832247869,1785718992607135545,1785717192840000000,1785718992600000000,179977,179977,1.000000000000,179972,0.999972218672,179972,0.999972218672,29,179977,5022f27cd9ae853a81c8befd4fa5acbe0749787bf73a918415e0501c4845cc05
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,historical_transfer,false,100,true,1785717192832247869,1785718992607135545,1785717192840000000,1785718992600000000,179977,179977,1.000000000000,179967,0.999944437345,179967,0.999944437345,29,179977,8651564e6770f1ca2b9053a6b26ab75e21473647af2e92577107cb80c98845f2
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,historical_transfer,false,250,true,1785717192832247869,1785718992607135545,1785717192840000000,1785718992600000000,179977,179977,1.000000000000,179952,0.999861093362,179952,0.999861093362,29,179977,23fc3d7b1c627f1d0f81a59256b4e292f8125792cd3d9f593ae5ba201367df23
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,historical_transfer,false,500,true,1785717192832247869,1785718992607135545,1785717192840000000,1785718992600000000,179977,179977,1.000000000000,179927,0.999722186724,179927,0.999722186724,29,179977,b644c2bc9b235ecc3d89785e3992f7be6860f92d75e161f9f0eb2ffa1d80273e
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,historical_transfer,false,1000,false,1785717192832247869,1785718992607135545,1785717192840000000,1785718992600000000,179977,179977,1.000000000000,179877,0.999444373448,179877,0.999444373448,29,179977,a50984ae0ed0e1b38f608f29513db411ad4050ae0fada07b10ca6ada41156cc2
skhynix_stage_h0a_support_v1,aug03,segment_0003,segment_0003:epoch_0,historical_transfer,false,2000,false,1785717192832247869,1785718992607135545,1785717192840000000,1785718992600000000,179977,179977,1.000000000000,179777,0.998888746895,179777,0.998888746895,29,179977,188978e5c8d818f1ba534109ae02ab818b5c6134f0456b7a2080c6bbff96598d
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,historical_transfer,false,50,true,1785718993705482977,1785720793519883524,1785718993710000000,1785720793510000000,179981,179981,1.000000000000,179974,0.999961107006,179974,0.999961107006,29,179981,e7bbf60e18b6f07ff944021b6f3d1b119111930ab586d10bd9db246bc51566b7
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,historical_transfer,false,100,true,1785718993705482977,1785720793519883524,1785718993710000000,1785720793510000000,179981,179981,1.000000000000,179969,0.999933326296,179969,0.999933326296,29,179981,4567678bfcd119d4f29b63c129ea142783b296d61e762630dd76cf9ae2de6cb0
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,historical_transfer,false,250,true,1785718993705482977,1785720793519883524,1785718993710000000,1785720793510000000,179981,179981,1.000000000000,179954,0.999849984165,179954,0.999849984165,29,179981,03d6c506021b18bbce8210dc16b17a1af206d1341681b3fde37dfdbcaee0065f
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,historical_transfer,false,500,true,1785718993705482977,1785720793519883524,1785718993710000000,1785720793510000000,179981,179981,1.000000000000,179929,0.999711080614,179929,0.999711080614,29,179981,52ef68acb4eecfdcffd1f7fb0f07b45760518bb5e9f99eb4076296b2890b785c
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,historical_transfer,false,1000,false,1785718993705482977,1785720793519883524,1785718993710000000,1785720793510000000,179981,179981,1.000000000000,179879,0.999433273512,179879,0.999433273512,29,179981,99150d0810c9f83d63cbc1276364c54ea5988039a4127c34db84c2b227f3c561
skhynix_stage_h0a_support_v1,aug03,segment_0004,segment_0004:epoch_0,historical_transfer,false,2000,false,1785718993705482977,1785720793519883524,1785718993710000000,1785720793510000000,179981,179981,1.000000000000,179779,0.998877659308,179779,0.998877659308,29,179981,6c4d00d535dfdcef235d18085d7d3e15be874c74757afde09701c9d1f8106b7d
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,historical_transfer,false,50,true,1785720794622308632,1785722594485572290,1785720794630000000,1785722594480000000,179986,179986,1.000000000000,179981,0.999972220062,179981,0.999972220062,29,179986,84950b2c7945bc6d3409e2d662805594eb686b647a69d05f37d98722c077ce47
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,historical_transfer,false,100,true,1785720794622308632,1785722594485572290,1785720794630000000,1785722594480000000,179986,179986,1.000000000000,179976,0.999944440123,179976,0.999944440123,29,179986,7dbaea1552554b2dfbdf55aad5f7d7b80dbbf9e65b9318cafbe983d50241921b
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,historical_transfer,false,250,true,1785720794622308632,1785722594485572290,1785720794630000000,1785722594480000000,179986,179986,1.000000000000,179961,0.999861100308,179961,0.999861100308,29,179986,a747e2fa3dfce958ab9334fd5381bfe362872aac7bee90d915bd00873d2e2c8f
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,historical_transfer,false,500,true,1785720794622308632,1785722594485572290,1785720794630000000,1785722594480000000,179986,179986,1.000000000000,179936,0.999722200616,179936,0.999722200616,29,179986,439cccd16462318c8d14b7987301db15e0a30e32c5f3150dfced356079e600d5
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,historical_transfer,false,1000,false,1785720794622308632,1785722594485572290,1785720794630000000,1785722594480000000,179986,179986,1.000000000000,179886,0.999444401231,179886,0.999444401231,29,179986,605162262289a37e39cce773c07c04e2838187f5be8a00ce43dc11e6e3191d32
skhynix_stage_h0a_support_v1,aug03,segment_0005,segment_0005:epoch_0,historical_transfer,false,2000,false,1785720794622308632,1785722594485572290,1785720794630000000,1785722594480000000,179986,179986,1.000000000000,179786,0.998888802462,179786,0.998888802462,29,179986,775e6465af4f767ff475e15583a3855b7e44ca167675329cf1e80246516544e6
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,historical_transfer,false,50,true,1785722595593628597,1785724395413513416,1785722595600000000,1785724395410000000,179982,179982,1.000000000000,179970,0.999933326666,179970,0.999933326666,29,179982,cd090ecd2912f3ed726392a9eb6d68a5ad4fe0639b458e5b879ce2abb3624eb0
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,historical_transfer,false,100,true,1785722595593628597,1785724395413513416,1785722595600000000,1785724395410000000,179982,179982,1.000000000000,179965,0.999905546110,179965,0.999905546110,29,179982,b53d20215d796a2ef146b6dae68888b00a4c7d4f3e70a0fca5bca4d304144735
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,historical_transfer,false,250,true,1785722595593628597,1785724395413513416,1785722595600000000,1785724395410000000,179982,179982,1.000000000000,179950,0.999822204443,179950,0.999822204443,29,179982,3b20e59e17fc0ca40ff21cb603c1534026ad2bb289b1629b14149abacd1ac538
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,historical_transfer,false,500,true,1785722595593628597,1785724395413513416,1785722595600000000,1785724395410000000,179982,179982,1.000000000000,179925,0.999683301663,179925,0.999683301663,29,179982,d1e7662fec31290d08ebe07c41a1a058fc39c610f478a661baf67c4ee6ccdb24
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,historical_transfer,false,1000,false,1785722595593628597,1785724395413513416,1785722595600000000,1785724395410000000,179982,179982,1.000000000000,179875,0.999405496105,179875,0.999405496105,29,179982,2f39e60c48b26e1889a1fb0e3cb753410fda9c6cc2f426597b8afa1d6c12481c
skhynix_stage_h0a_support_v1,aug03,segment_0006,segment_0006:epoch_0,historical_transfer,false,2000,false,1785722595593628597,1785724395413513416,1785722595600000000,1785724395410000000,179982,179982,1.000000000000,179775,0.998849884988,179775,0.998849884988,29,179982,65047caeed8154544e28e0988f78b98268c8f93798cd72cb2fe16af492651a0b
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,historical_transfer,false,50,true,1785724396547533327,1785726196363611643,1785724396550000000,1785726196360000000,179982,179982,1.000000000000,179974,0.999955551111,179974,0.999955551111,29,179982,ee812360620ef1d881e32a32e34013911fed4f777a6a2e3146c269d59ac4b6ec
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,historical_transfer,false,100,true,1785724396547533327,1785726196363611643,1785724396550000000,1785726196360000000,179982,179982,1.000000000000,179969,0.999927770555,179969,0.999927770555,29,179982,10d040815fb0281925bba6d2629f07658ac0e0d0f8d4d9231c697601abf9ccc0
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,historical_transfer,false,250,true,1785724396547533327,1785726196363611643,1785724396550000000,1785726196360000000,179982,179982,1.000000000000,179954,0.999844428887,179954,0.999844428887,29,179982,4a4507e30b7d475c3e433dd989714ab2644e5f9aaf9614af9f278d56dc4db95b
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,historical_transfer,false,500,true,1785724396547533327,1785726196363611643,1785724396550000000,1785726196360000000,179982,179982,1.000000000000,179929,0.999705526108,179929,0.999705526108,29,179982,6fccbac0d828aefa6d95e0f935a8ec86f52b74da04c21470a9076ab6c258be46
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,historical_transfer,false,1000,false,1785724396547533327,1785726196363611643,1785724396550000000,1785726196360000000,179982,179982,1.000000000000,179879,0.999427720550,179879,0.999427720550,29,179982,64bf693851ef9868850d8432b2ce9e4f60e9adb2b5f08ed3a487ec0a0f92daaf
skhynix_stage_h0a_support_v1,aug03,segment_0007,segment_0007:epoch_0,historical_transfer,false,2000,false,1785724396547533327,1785726196363611643,1785724396550000000,1785726196360000000,179982,179982,1.000000000000,179779,0.998872109433,179779,0.998872109433,29,179982,f991cf23e94224cd4d074b486c47faa4a62d9ffec4172ff29c5eac5286bb4987
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,historical_transfer,false,50,true,1785726197248898360,1785727997041596849,1785726197250000000,1785727997040000000,179980,179980,1.000000000000,179975,0.999972219135,179975,0.999972219135,29,179980,0b8add86d7c48e738d9302e1b3a9c514900bb1a80948d4dcd01c7d373db8cf9a
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,historical_transfer,false,100,true,1785726197248898360,1785727997041596849,1785726197250000000,1785727997040000000,179980,179980,1.000000000000,179970,0.999944438271,179970,0.999944438271,29,179980,74c485e29a3db7892af24c61e7d5784ad3395c1aadfd836a20cce6fe1929a66c
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,historical_transfer,false,250,true,1785726197248898360,1785727997041596849,1785726197250000000,1785727997040000000,179980,179980,1.000000000000,179955,0.999861095677,179955,0.999861095677,29,179980,9c7908a6f97b9229612c247d1eb587dc36f7f51d2e4b04ae180bdb8e67de93f8
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,historical_transfer,false,500,true,1785726197248898360,1785727997041596849,1785726197250000000,1785727997040000000,179980,179980,1.000000000000,179930,0.999722191355,179930,0.999722191355,29,179980,3d927392710dd716b38e66254e2ac99b4ff9058873e9fa0fd528b4dc749a32d0
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,historical_transfer,false,1000,false,1785726197248898360,1785727997041596849,1785726197250000000,1785727997040000000,179980,179980,1.000000000000,179880,0.999444382709,179880,0.999444382709,29,179980,d336ff384444f406f449962dbaec8f41b15f757f98c0c17b3f7f4566f2e14015
skhynix_stage_h0a_support_v1,aug03,segment_0008,segment_0008:epoch_0,historical_transfer,false,2000,false,1785726197248898360,1785727997041596849,1785726197250000000,1785727997040000000,179980,179980,1.000000000000,179780,0.998888765418,179780,0.998888765418,29,179980,a5af6808db501978fb2e55c01367c9547e4d1533a4be573659500389f83bc260
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,historical_transfer,false,50,true,1785727997923673140,1785729797711797589,1785727997930000000,1785729797710000000,179979,179979,1.000000000000,179966,0.999927769351,179966,0.999927769351,29,179979,45ff9b6c221b5d730c9fe58b0ff435eec043f27ba126f935f99eb897dee86ce6
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,historical_transfer,false,100,true,1785727997923673140,1785729797711797589,1785727997930000000,1785729797710000000,179979,179979,1.000000000000,179961,0.999899988332,179961,0.999899988332,29,179979,29735f1e3119c5ff5cc7b798cf237e2ef72e3f240d8e8e7d7cf69e4bd529a5ca
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,historical_transfer,false,250,true,1785727997923673140,1785729797711797589,1785727997930000000,1785729797710000000,179979,179979,1.000000000000,179946,0.999816645275,179946,0.999816645275,29,179979,76c2d36d61d362c165d8d348759beadbe552439c64b609361960afe453196d7f
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,historical_transfer,false,500,true,1785727997923673140,1785729797711797589,1785727997930000000,1785729797710000000,179979,179979,1.000000000000,179921,0.999677740181,179921,0.999677740181,29,179979,68f747b399e82d77818105a453b868d144f13a70ce84878576858d73330895c1
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,historical_transfer,false,1000,false,1785727997923673140,1785729797711797589,1785727997930000000,1785729797710000000,179979,179979,1.000000000000,179871,0.999399929992,179871,0.999399929992,29,179979,589be4d920201243f3509c7cdbefca4af5003e28a5c716ec594501ba2f03b51d
skhynix_stage_h0a_support_v1,aug03,segment_0009,segment_0009:epoch_0,historical_transfer,false,2000,false,1785727997923673140,1785729797711797589,1785727997930000000,1785729797710000000,179979,179979,1.000000000000,179771,0.998844309614,179771,0.998844309614,29,179979,74a21bf7ac16ce52e9698e4aa35fbfce477d751f61a8e56f7db6874be7d038c5
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,historical_transfer,false,50,true,1785729798599892989,1785731598429557866,1785729798600000000,1785731598420000000,179983,179983,1.000000000000,179965,0.999899990555,179965,0.999899990555,29,179983,477a84a4c8cf3657a10b2d625e3eedf9a2bf7efd6a62019d250176f524d4f012
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,historical_transfer,false,100,true,1785729798599892989,1785731598429557866,1785729798600000000,1785731598420000000,179983,179983,1.000000000000,179960,0.999872210153,179960,0.999872210153,29,179983,7e2f80abea94b3b82760ad22d52494e51e770cc88b49e1b6ce7b8c20e205689a
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,historical_transfer,false,250,true,1785729798599892989,1785731598429557866,1785729798600000000,1785731598420000000,179983,179983,1.000000000000,179945,0.999788868949,179945,0.999788868949,29,179983,74db49deee81449f0a1c6d008ede01478fe4e83262f419c78cbe5b5e7ed9d763
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,historical_transfer,false,500,true,1785729798599892989,1785731598429557866,1785729798600000000,1785731598420000000,179983,179983,1.000000000000,179920,0.999649966941,179920,0.999649966941,29,179983,35fe25bf7ac7f7223e633ee85c3325ec10e14864038fd495b4429acdbb5b7bb7
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,historical_transfer,false,1000,false,1785729798599892989,1785731598429557866,1785729798600000000,1785731598420000000,179983,179983,1.000000000000,179870,0.999372162926,179870,0.999372162926,29,179983,5138ebe83bacab4ffe9fbb73410dd16bfd11d37b397800202b41c1df9f5189c2
skhynix_stage_h0a_support_v1,aug03,segment_0010,segment_0010:epoch_0,historical_transfer,false,2000,false,1785729798599892989,1785731598429557866,1785729798600000000,1785731598420000000,179983,179983,1.000000000000,179770,0.998816554897,179770,0.998816554897,29,179983,e6d7f9e5d6ad68cb3205f298012644a4dc50db668ff3957ed2bdb8bc4b0afd0d
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,historical_consumed_validation,true,50,true,1785805122755711438,1785812322569732148,1785805122760000000,1785812322560000000,719981,719981,1.000000000000,719976,0.999993055372,719976,0.999993055372,119,719981,5c0ae4827ef6246c862c112eeb0b77c502fb22e6acc9be7adfa92aaee2953d24
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,historical_consumed_validation,true,100,true,1785805122755711438,1785812322569732148,1785805122760000000,1785812322560000000,719981,719981,1.000000000000,719971,0.999986110745,719971,0.999986110745,119,719981,ea4985262888aa83644785cac73af4d14fc17cc341beba3e54e6c6e281a6977d
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,historical_consumed_validation,true,250,true,1785805122755711438,1785812322569732148,1785805122760000000,1785812322560000000,719981,719981,1.000000000000,719956,0.999965276861,719956,0.999965276861,119,719981,c7b754024bdb5eb3cb289ee2a4edf2b1394d03dd5293a0a41395b1b6589fddf9
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,historical_consumed_validation,true,500,true,1785805122755711438,1785812322569732148,1785805122760000000,1785812322560000000,719981,719981,1.000000000000,719931,0.999930553723,719931,0.999930553723,119,719981,cee8f5ecb46f2c5d4f33ad42fa42c9aaafaf53c30d2bb5bba2c94fe12d99c0c1
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,historical_consumed_validation,true,1000,false,1785805122755711438,1785812322569732148,1785805122760000000,1785812322560000000,719981,719981,1.000000000000,719881,0.999861107446,719881,0.999861107446,119,719981,32d53ba441655bdbaa930326b80513275468cb89d7b38606837e85dd8a0a10bc
skhynix_stage_h0a_support_v1,aug04,segment_0001,segment_0001:epoch_0,historical_consumed_validation,true,2000,false,1785805122755711438,1785812322569732148,1785805122760000000,1785812322560000000,719981,719981,1.000000000000,719781,0.999722214892,719781,0.999722214892,119,719981,4bb3191d1fbb9ab0ed8e30aa9146b23cf1af8b699f61b5c2fcac06911b2b0d2b
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,historical_discovery_and_internal_validation,true,50,true,1785369289522687045,1785371089303025934,1785369289530000000,1785371089300000000,179978,179978,1.000000000000,179973,0.999972218827,179973,0.999972218827,29,179978,489147ed71e0d92e3fc93f9143388e868332b1b6ac3aae526047a253e1045b12
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,historical_discovery_and_internal_validation,true,100,true,1785369289522687045,1785371089303025934,1785369289530000000,1785371089300000000,179978,179978,1.000000000000,179968,0.999944437653,179968,0.999944437653,29,179978,919f7b56bbc767e989c50d26880d69d09388ee22fa4fa2da1aec7e1093befad1
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,historical_discovery_and_internal_validation,true,250,true,1785369289522687045,1785371089303025934,1785369289530000000,1785371089300000000,179978,179978,1.000000000000,179953,0.999861094134,179953,0.999861094134,29,179978,18c7b1328745fd344f6ff9f898689018ff267909c49bb747bd705e0e501899ca
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,historical_discovery_and_internal_validation,true,500,true,1785369289522687045,1785371089303025934,1785369289530000000,1785371089300000000,179978,179978,1.000000000000,179928,0.999722188267,179928,0.999722188267,29,179978,20dbb51ea7190316b5f45ca11ac81c4f2e111d748762fb50d2ca4371ce3dbecc
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,historical_discovery_and_internal_validation,true,1000,false,1785369289522687045,1785371089303025934,1785369289530000000,1785371089300000000,179978,179978,1.000000000000,179878,0.999444376535,179878,0.999444376535,29,179978,2f28941ef08268fd619a72931f6ba08a68fac4e2dffa68ad9818b53f6a4befea
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,historical_discovery_and_internal_validation,true,2000,false,1785369289522687045,1785371089303025934,1785369289530000000,1785371089300000000,179978,179978,1.000000000000,179778,0.998888753070,179778,0.998888753070,29,179978,72dc6ce2b257dba15d64d0b057cfd3de4cfa19f0716368637e5635fe85127eb9
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,historical_discovery_and_internal_validation,true,50,true,1785371090643642181,1785372890461294793,1785371090650000000,1785372890460000000,179982,179982,1.000000000000,179961,0.999883321665,179961,0.999883321665,29,179982,86bfcd1ff3f39fc0c9c25dcecac913c471945e7801fc15d114c990b0e6479afb
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,historical_discovery_and_internal_validation,true,100,true,1785371090643642181,1785372890461294793,1785371090650000000,1785372890460000000,179982,179982,1.000000000000,179956,0.999855541110,179956,0.999855541110,29,179982,b0fed5528df7f50c6e32b67558a37dc1b4dc0ccab059a6350c3f2862bc04d7b2
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,historical_discovery_and_internal_validation,true,250,true,1785371090643642181,1785372890461294793,1785371090650000000,1785372890460000000,179982,179982,1.000000000000,179941,0.999772199442,179941,0.999772199442,29,179982,f43fefa844bcf0e365692aad2a0d62e1e4df07dee32b8ed2ded130fdbc7f5157
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,historical_discovery_and_internal_validation,true,500,true,1785371090643642181,1785372890461294793,1785371090650000000,1785372890460000000,179982,179982,1.000000000000,179916,0.999633296663,179916,0.999633296663,29,179982,44382d4bdc654f945d6f4fcae4d49454da30d08cc4ccb8be40cece46f33291ce
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,historical_discovery_and_internal_validation,true,1000,false,1785371090643642181,1785372890461294793,1785371090650000000,1785372890460000000,179982,179982,1.000000000000,179866,0.999355491105,179866,0.999355491105,29,179982,65144a63605bc6c7652fea10d77105c8fe24d2e386fbd3c75e0d536280d78744
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,historical_discovery_and_internal_validation,true,2000,false,1785371090643642181,1785372890461294793,1785371090650000000,1785372890460000000,179982,179982,1.000000000000,179766,0.998799879988,179766,0.998799879988,29,179982,efb0c6e13c6e9010e327b031777f74bbf884b2d5d916761b3205fd8adeb3b40f
skhynix_stage_h0a_support_v1,jul30,segment_0003,segment_0003:epoch_0,historical_discovery_and_internal_validation,true,50,true,1785372891580402695,1785374691388767928,1785372891590000000,1785374691380000000,179980,179980,1.000000000000,179975,0.999972219135,179975,0.999972219135,29,179980,2e0dc98de56b8458842ffb1f6948117ffa57572928f3d2c3f5e2e18c51a6cb04
skhynix_stage_h0a_support_v1,jul30,segment_0003,segment_0003:epoch_0,historical_discovery_and_internal_validation,true,100,true,1785372891580402695,1785374691388767928,1785372891590000000,1785374691380000000,179980,179980,1.000000000000,179970,0.999944438271,179970,0.999944438271,29,179980,56014b338a2aa1137330e686c5545731ac53a72fbc5976fa84edfc9c342d94f0
