feature,horizon_ms,label,sample_count,eligible_sample_count,canonical_eligible_sample_count,canonical_independent_future_row_delta_count,majority_direction,direction_consistency_ratio,positive_sample_count,negative_sample_count,zero_sample_count,diagnostic_synthetic_sample_count,total_row_count,mean_high_minus_low_effect,std_high_minus_low_effect,mean_abs_corr,sample_effects,stability_verdict
binance_top5_imbalance,5000,hyperliquid_future_top5_imbalance_change,3,3,3,4,negative,1,0,3,0,0,9966,-0.17385946,0.13321306,0.07476989,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-0.36222649|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-0.07703534|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-0.08231654,stable_across_samples
binance_top5_imbalance,5000,basis_future_mid_response_ticks,3,3,3,4,negative,1,0,3,0,0,9966,-35.33533168,10.39549253,0.12754192,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-20.72165161|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-44.03129499|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-41.25304845,stable_across_samples
binance_top5_imbalance,5000,basis_future_microprice_response_ticks,3,3,3,4,negative,1,0,3,0,0,9966,-36.13687867,10.50774206,0.12992114,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-21.35707279|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-44.863557|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-42.19000623,stable_across_samples
binance_top5_imbalance,10000,hyperliquid_future_mid_move_ticks,3,3,3,5,positive,1,3,0,0,0,9937,103.38425623,32.57338252,0.1439784,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:92.74091873|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:69.89127054|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:147.52057941,stable_across_samples
binance_top5_imbalance,10000,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,5,negative,1,0,3,0,0,9937,-1.91005748,1.08257958,0.08361086,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-3.36464206|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-1.59641431|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-0.76911607,stable_across_samples
binance_top5_imbalance,10000,hyperliquid_future_top5_imbalance_change,3,3,3,5,negative,1,0,3,0,0,9937,-0.30771392,0.18359108,0.10882452,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-0.5662613|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-0.19901849|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-0.15786196,stable_across_samples
binance_top5_imbalance,10000,basis_future_mid_response_ticks,3,3,3,5,negative,1,0,3,0,0,9937,-39.9960852,7.85749281,0.13389208,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-30.66905465|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-49.89077296|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-39.42842798,stable_across_samples
binance_top5_imbalance,10000,basis_future_microprice_response_ticks,3,3,3,5,negative,1,0,3,0,0,9937,-40.85460093,7.90400377,0.13639692,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-31.41269856|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-50.7570358|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-40.39406842,stable_across_samples
binance_microprice_minus_mid_ticks,100,hyperliquid_future_mid_move_ticks,3,3,3,2,positive,0.66666667,2,1,0,0,9993,16.71576167,17.798849,0.12106707,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:12.32784057|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:40.375|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-2.55555556,unstable_across_samples
binance_microprice_minus_mid_ticks,100,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,2,negative,0.66666667,1,2,0,0,9993,-1.77506379,2.16762508,0.03837145,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:1.13408965|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-4.06660972|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-2.3926713,unstable_across_samples
binance_microprice_minus_mid_ticks,100,hyperliquid_future_top5_imbalance_change,3,3,3,2,positive,0.66666667,2,1,0,0,9993,-0.04264176,0.29996866,0.11950141,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.23301795|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-0.45972165|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.09877844,unstable_across_samples
binance_microprice_minus_mid_ticks,100,basis_future_mid_response_ticks,3,3,3,2,positive,1,3,0,0,0,9993,104.26852249,80.46457027,0.05045241,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.43056747|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:201.475|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:106.9,stable_across_samples
binance_microprice_minus_mid_ticks,100,basis_future_microprice_response_ticks,3,3,3,2,positive,1,3,0,0,0,9993,95.4883429,75.3805504,0.04292779,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.24420583|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:188.85160596|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:93.36921692,stable_across_samples
binance_microprice_minus_mid_ticks,250,hyperliquid_future_mid_move_ticks,3,3,3,2,positive,0.66666667,2,1,0,0,9993,16.87971695,17.75989704,0.12313483,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:12.8197064|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:40.375|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-2.55555556,unstable_across_samples
binance_microprice_minus_mid_ticks,250,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,2,negative,0.66666667,1,2,0,0,9993,-1.76215615,2.18495591,0.03917189,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:1.17281257|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-4.06660972|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-2.3926713,unstable_across_samples
binance_microprice_minus_mid_ticks,250,hyperliquid_future_top5_imbalance_change,3,3,3,2,positive,0.66666667,2,1,0,0,9993,-0.04144072,0.30107513,0.12060835,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.23662107|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-0.45972165|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.09877844,unstable_across_samples
binance_microprice_minus_mid_ticks,250,basis_future_mid_response_ticks,3,3,3,2,positive,1,3,0,0,0,9993,104.07093505,80.70984204,0.04825357,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:3.83780515|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:201.475|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:106.9,stable_across_samples
binance_microprice_minus_mid_ticks,250,basis_future_microprice_response_ticks,3,3,3,2,positive,1,3,0,0,0,9993,95.2896237,75.62122904,0.04084058,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:3.64804821|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:188.85160596|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:93.36921692,stable_across_samples
binance_microprice_minus_mid_ticks,500,hyperliquid_future_mid_move_ticks,3,3,3,3,positive,1,3,0,0,0,9992,22.1777585,16.97607245,0.13575355,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:15.93605327|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:45.375|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:5.22222222,stable_across_samples
binance_microprice_minus_mid_ticks,500,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,3,negative,0.66666667,1,2,0,0,9992,-0.49709558,1.31375542,0.04640977,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:1.34579392|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-1.62286529|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-1.21421538,unstable_across_samples
binance_microprice_minus_mid_ticks,500,hyperliquid_future_top5_imbalance_change,3,3,3,3,positive,1,3,0,0,0,9992,0.20792437,0.13007511,0.12895875,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.26027624|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:0.02902724|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.33446962,stable_across_samples
binance_microprice_minus_mid_ticks,500,basis_future_mid_response_ticks,3,3,3,3,positive,1,3,0,0,0,9992,100.28796656,72.08559236,0.03384466,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.60834412|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:178.6|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:117.65555556,stable_across_samples
binance_microprice_minus_mid_ticks,500,basis_future_microprice_response_ticks,3,3,3,3,positive,1,3,0,0,0,9992,91.49001889,66.57463596,0.02731675,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.38182212|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:165.98591378|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:104.10232078,stable_across_samples
binance_microprice_minus_mid_ticks,1000,hyperliquid_future_mid_move_ticks,3,3,3,3,positive,1,3,0,0,0,9989,23.70366985,11.5177181,0.1708372,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:29.48600954|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:7.625|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:34,stable_across_samples
binance_microprice_minus_mid_ticks,1000,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,3,positive,1,3,0,0,0,9989,4.49379279,3.61227995,0.0502404,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.7979023|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:9.3959392|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:3.28753686,stable_across_samples
binance_microprice_minus_mid_ticks,1000,hyperliquid_future_top5_imbalance_change,3,3,3,3,positive,1,3,0,0,0,9989,0.62706124,0.50275821,0.11687154,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.22008138|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:0.32565091|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:1.33545143,stable_across_samples
binance_microprice_minus_mid_ticks,1000,basis_future_mid_response_ticks,3,3,3,3,positive,0.66666667,2,1,0,0,9989,110.49133343,82.2047917,0.03237981,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-2.25099971|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:191.425|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:142.3,unstable_across_samples
binance_microprice_minus_mid_ticks,1000,basis_future_microprice_response_ticks,3,3,3,3,positive,0.66666667,2,1,0,0,9989,101.78583547,76.60944582,0.0326514,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-2.57644168|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:179.16413886|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:128.76980921,unstable_across_samples
binance_microprice_minus_mid_ticks,5000,hyperliquid_future_mid_move_ticks,3,3,3,4,positive,1,3,0,0,0,9966,229.09852209,106.86180117,0.14865542,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:80.39278848|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:280.125|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:326.77777778,stable_across_samples
binance_microprice_minus_mid_ticks,5000,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,4,negative,0.66666667,1,2,0,0,9966,-5.50216146,7.72156615,0.06587493,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-2.47380172|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:2.06967285|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-16.10235552,unstable_across_samples
binance_microprice_minus_mid_ticks,5000,hyperliquid_future_top5_imbalance_change,3,3,3,4,negative,0.66666667,1,2,0,0,9966,-0.06055272,0.26960644,0.06669541,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-0.36879265|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:0.28791887|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-0.10078437,unstable_across_samples
binance_microprice_minus_mid_ticks,5000,basis_future_mid_response_ticks,3,3,3,4,negative,1,0,3,0,0,9966,-43.21466085,40.36984831,0.09199195,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-21.99676033|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-99.725|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-7.92222222,stable_across_samples
binance_microprice_minus_mid_ticks,5000,basis_future_microprice_response_ticks,3,3,3,4,negative,1,0,3,0,0,9966,-51.80491468,42.13722508,0.09669218,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-22.63637912|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-111.39158247|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-21.38678245,stable_across_samples
binance_microprice_minus_mid_ticks,10000,hyperliquid_future_mid_move_ticks,3,3,3,5,positive,1,3,0,0,0,9937,197.82799094,72.34996362,0.10647648,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:95.55341728|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:246.375|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:251.55555556,stable_across_samples
binance_microprice_minus_mid_ticks,10000,hyperliquid_future_microprice_minus_mid_change_ticks,3,3,3,5,negative,0.66666667,1,2,0,0,9937,-1.945188,4.80058654,0.07180009,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-3.42235797|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:4.53203126|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-6.94523728,unstable_across_samples
binance_microprice_minus_mid_ticks,10000,hyperliquid_future_top5_imbalance_change,3,3,3,5,negative,0.66666667,1,2,0,0,9937,-0.16067411,0.52524783,0.08127028,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-0.56848053|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:0.58090778|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-0.49444957,unstable_across_samples
binance_microprice_minus_mid_ticks,10000,basis_future_mid_response_ticks,3,3,3,5,negative,0.66666667,1,2,0,0,9937,-13.90101797,51.74192351,0.10871878,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-31.90027613|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-66.325|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:56.52222222,unstable_across_samples
binance_microprice_minus_mid_ticks,10000,basis_future_microprice_response_ticks,3,3,3,5,negative,0.66666667,1,2,0,0,9937,-22.64872587,49.84797968,0.11348957,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-32.64936497|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-78.08202304|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:42.7852104,unstable_across_samples
binance_mid_move_ticks_from_prev,100,hyperliquid_future_mid_move_ticks,3,3,3,2,positive,1,3,0,0,0,9992,14.8404435,4.43646361,0.02956301,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:17.98534799|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:8.56634304|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:17.96963947,stable_across_samples
