feature,horizon_ms,label,sample_count,eligible_sample_count,canonical_eligible_sample_count,canonical_independent_future_row_delta_count,majority_direction,direction_consistency_ratio,positive_sample_count,negative_sample_count,zero_sample_count,diagnostic_synthetic_sample_count,total_row_count,mean_high_minus_low_effect,std_high_minus_low_effect,mean_abs_corr,sample_effects,stability_verdict
binance_top5_imbalance,500,hyperliquid_future_mid_move_ticks,7,7,7,2,positive,1,7,0,0,0,23351,18.15286953,4.88276547,0.20725505,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:15.80221751|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:15.90973545|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:29.45588075|xemm_0609_normal_a_event:canonical_event_mode:positive:15.67744177|xemm_0609_normal_b_event:canonical_event_mode:positive:13.54844007|xemm_0609_active_a_event:canonical_event_mode:positive:19.10542569|xemm_0609_active_b_event:canonical_event_mode:positive:17.57094548,stable_across_samples
binance_top5_imbalance,500,hyperliquid_future_microprice_minus_mid_change_ticks,7,7,7,2,positive,1,7,0,0,0,23351,2.24736902,0.68723555,0.14262215,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:1.36640034|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:3.10585656|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:3.30216289|xemm_0609_normal_a_event:canonical_event_mode:positive:2.23831037|xemm_0609_normal_b_event:canonical_event_mode:positive:1.66823642|xemm_0609_active_a_event:canonical_event_mode:positive:1.67441401|xemm_0609_active_b_event:canonical_event_mode:positive:2.37620255,stable_across_samples
binance_top5_imbalance,500,hyperliquid_future_top5_imbalance_change,7,7,7,2,positive,1,7,0,0,0,23351,0.33664068,0.07565912,0.23399138,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.25715227|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:0.4942365|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.36367615|xemm_0609_normal_a_event:canonical_event_mode:positive:0.34278012|xemm_0609_normal_b_event:canonical_event_mode:positive:0.25736497|xemm_0609_active_a_event:canonical_event_mode:positive:0.29465849|xemm_0609_active_b_event:canonical_event_mode:positive:0.34661628,stable_across_samples
binance_top5_imbalance,500,basis_future_mid_response_ticks,7,7,7,2,positive,1,7,0,0,0,23351,20.5819806,11.16242958,0.11831647,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.25217053|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:42.72588278|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:26.62049238|xemm_0609_normal_a_event:canonical_event_mode:positive:16.2830044|xemm_0609_normal_b_event:canonical_event_mode:positive:21.95140394|xemm_0609_active_a_event:canonical_event_mode:positive:13.07470586|xemm_0609_active_b_event:canonical_event_mode:positive:19.16620428,stable_across_samples
binance_top5_imbalance,500,basis_future_microprice_response_ticks,7,7,7,2,positive,1,7,0,0,0,23351,20.15975146,11.02419363,0.11556246,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.02484893|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:42.10081745|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:25.83312859|xemm_0609_normal_a_event:canonical_event_mode:positive:15.93414205|xemm_0609_normal_b_event:canonical_event_mode:positive:21.64935707|xemm_0609_active_a_event:canonical_event_mode:positive:12.74677977|xemm_0609_active_b_event:canonical_event_mode:positive:18.82918633,stable_across_samples
binance_top5_imbalance,1000,hyperliquid_future_mid_move_ticks,7,7,7,3,positive,1,7,0,0,0,23342,35.11574288,11.04260156,0.27625311,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:29.20300095|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:42.37049873|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:59.06132253|xemm_0609_normal_a_event:canonical_event_mode:positive:26.27653764|xemm_0609_normal_b_event:canonical_event_mode:positive:25.61937603|xemm_0609_active_a_event:canonical_event_mode:positive:31.87714082|xemm_0609_active_b_event:canonical_event_mode:positive:31.40232344,stable_across_samples
binance_top5_imbalance,1000,hyperliquid_future_microprice_minus_mid_change_ticks,7,7,7,3,positive,1,7,0,0,0,23342,2.44286208,1.11475086,0.1346472,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.80841206|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:4.10829699|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:3.92096499|xemm_0609_normal_a_event:canonical_event_mode:positive:2.14156988|xemm_0609_normal_b_event:canonical_event_mode:positive:1.81303064|xemm_0609_active_a_event:canonical_event_mode:positive:1.69873611|xemm_0609_active_b_event:canonical_event_mode:positive:2.60902385,stable_across_samples
binance_top5_imbalance,1000,hyperliquid_future_top5_imbalance_change,7,7,7,3,positive,1,7,0,0,0,23342,0.36419425,0.12369346,0.1952598,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.21015055|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:0.58947684|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.48352475|xemm_0609_normal_a_event:canonical_event_mode:positive:0.35100044|xemm_0609_normal_b_event:canonical_event_mode:positive:0.2566473|xemm_0609_active_a_event:canonical_event_mode:positive:0.28345098|xemm_0609_active_b_event:canonical_event_mode:positive:0.3751089,stable_across_samples
binance_top5_imbalance,1000,basis_future_mid_response_ticks,7,7,7,3,positive,0.85714286,6,1,0,0,23342,11.34034963,7.50248083,0.06620194,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-2.68903035|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:18.70091153|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:3.92656451|xemm_0609_normal_a_event:canonical_event_mode:positive:14.80688706|xemm_0609_normal_b_event:canonical_event_mode:positive:18.6066913|xemm_0609_active_a_event:canonical_event_mode:positive:10.04721422|xemm_0609_active_b_event:canonical_event_mode:positive:15.98320911,stable_across_samples
binance_top5_imbalance,1000,basis_future_microprice_response_ticks,7,7,7,3,positive,0.85714286,6,1,0,0,23342,10.80974208,7.49693882,0.06385956,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-3.01658958|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:17.99250628|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:3.06711832|xemm_0609_normal_a_event:canonical_event_mode:positive:14.33841342|xemm_0609_normal_b_event:canonical_event_mode:positive:18.18761513|xemm_0609_active_a_event:canonical_event_mode:positive:9.56775667|xemm_0609_active_b_event:canonical_event_mode:positive:15.53137432,stable_across_samples
binance_top5_imbalance,5000,hyperliquid_future_mid_move_ticks,7,7,7,4,positive,1,7,0,0,0,23291,88.79082275,17.15902683,0.27349661,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:78.13194354|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:77.31776297|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:126.54148042|xemm_0609_normal_a_event:canonical_event_mode:positive:74.14444816|xemm_0609_normal_b_event:canonical_event_mode:positive:84.78410396|xemm_0609_active_a_event:canonical_event_mode:positive:81.49050897|xemm_0609_active_b_event:canonical_event_mode:positive:99.1255112,stable_across_samples
binance_top5_imbalance,5000,hyperliquid_future_microprice_minus_mid_change_ticks,7,7,7,4,negative,1,0,7,0,0,23291,-1.57454457,0.71409841,0.08746135,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-2.35325595|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-0.90008254|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-0.82111326|xemm_0609_normal_a_event:canonical_event_mode:negative:-1.62901121|xemm_0609_normal_b_event:canonical_event_mode:negative:-1.22702505|xemm_0609_active_a_event:canonical_event_mode:negative:-2.87420498|xemm_0609_active_b_event:canonical_event_mode:negative:-1.21711902,stable_across_samples
binance_top5_imbalance,5000,hyperliquid_future_top5_imbalance_change,7,7,7,4,negative,1,0,7,0,0,23291,-0.25576675,0.12788487,0.1009721,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-0.36222649|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-0.07703534|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-0.08231654|xemm_0609_normal_a_event:canonical_event_mode:negative:-0.29743416|xemm_0609_normal_b_event:canonical_event_mode:negative:-0.28627712|xemm_0609_active_a_event:canonical_event_mode:negative:-0.45068771|xemm_0609_active_b_event:canonical_event_mode:negative:-0.23438992,stable_across_samples
binance_top5_imbalance,5000,basis_future_mid_response_ticks,7,7,7,4,negative,1,0,7,0,0,23291,-21.28830752,14.02268693,0.08893413,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-20.72165161|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-44.03129499|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-41.25304845|xemm_0609_normal_a_event:canonical_event_mode:negative:-10.1474881|xemm_0609_normal_b_event:canonical_event_mode:negative:-8.1838869|xemm_0609_active_a_event:canonical_event_mode:negative:-13.81020025|xemm_0609_active_b_event:canonical_event_mode:negative:-10.87058234,stable_across_samples
binance_top5_imbalance,5000,basis_future_microprice_response_ticks,7,7,7,4,negative,1,0,7,0,0,23291,-22.04478419,14.0945199,0.09201025,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-21.35707279|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-44.863557|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-42.19000623|xemm_0609_normal_a_event:canonical_event_mode:negative:-10.88404643|xemm_0609_normal_b_event:canonical_event_mode:negative:-8.85951999|xemm_0609_active_a_event:canonical_event_mode:negative:-14.56765755|xemm_0609_active_b_event:canonical_event_mode:negative:-11.59162931,stable_across_samples
binance_top5_imbalance,10000,hyperliquid_future_mid_move_ticks,7,7,7,3,positive,1,7,0,0,0,23224,100.42695014,21.66527759,0.20680572,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:92.74091873|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:69.89127054|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:147.52057941|xemm_0609_normal_a_event:canonical_event_mode:positive:98.85805576|xemm_0609_normal_b_event:canonical_event_mode:positive:99.15952558|xemm_0609_active_a_event:canonical_event_mode:positive:92.20842827|xemm_0609_active_b_event:canonical_event_mode:positive:102.6098727,stable_across_samples
binance_top5_imbalance,10000,hyperliquid_future_microprice_minus_mid_change_ticks,7,7,7,3,negative,1,0,7,0,0,23224,-2.48672303,0.88478802,0.1307479,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-3.36464206|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-1.59641431|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-0.76911607|xemm_0609_normal_a_event:canonical_event_mode:negative:-2.61274801|xemm_0609_normal_b_event:canonical_event_mode:negative:-2.83182534|xemm_0609_active_a_event:canonical_event_mode:negative:-3.25585347|xemm_0609_active_b_event:canonical_event_mode:negative:-2.97646198,stable_across_samples
binance_top5_imbalance,10000,hyperliquid_future_top5_imbalance_change,7,7,7,3,negative,1,0,7,0,0,23224,-0.43596797,0.16503922,0.15523125,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-0.5662613|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-0.19901849|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-0.15786196|xemm_0609_normal_a_event:canonical_event_mode:negative:-0.48917189|xemm_0609_normal_b_event:canonical_event_mode:negative:-0.56483588|xemm_0609_active_a_event:canonical_event_mode:negative:-0.54784827|xemm_0609_active_b_event:canonical_event_mode:negative:-0.52677799,stable_across_samples
binance_top5_imbalance,10000,basis_future_mid_response_ticks,7,7,7,3,negative,1,0,7,0,0,23224,-32.62511467,8.42351302,0.133216,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-30.66905465|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-49.89077296|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-39.42842798|xemm_0609_normal_a_event:canonical_event_mode:negative:-25.29311977|xemm_0609_normal_b_event:canonical_event_mode:negative:-31.20657169|xemm_0609_active_a_event:canonical_event_mode:negative:-24.63475385|xemm_0609_active_b_event:canonical_event_mode:negative:-27.25310178,stable_across_samples
binance_top5_imbalance,10000,basis_future_microprice_response_ticks,7,7,7,3,negative,1,0,7,0,0,23224,-33.44435615,8.45832109,0.1362917,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:negative:-31.41269856|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-50.7570358|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-40.39406842|xemm_0609_normal_a_event:canonical_event_mode:negative:-26.06741395|xemm_0609_normal_b_event:canonical_event_mode:negative:-31.92230757|xemm_0609_active_a_event:canonical_event_mode:negative:-25.54483966|xemm_0609_active_b_event:canonical_event_mode:negative:-28.01212912,stable_across_samples
binance_microprice_minus_mid_ticks,100,hyperliquid_future_mid_move_ticks,7,7,7,2,positive,0.85714286,6,1,0,0,23353,13.57423999,12.98489545,0.14697631,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:12.32784057|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:40.375|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-2.55555556|xemm_0609_normal_a_event:canonical_event_mode:positive:10.24008933|xemm_0609_normal_b_event:canonical_event_mode:positive:9.53470576|xemm_0609_active_a_event:canonical_event_mode:positive:|xemm_0609_active_b_event:canonical_event_mode:positive:11.52335986,stable_across_samples
binance_microprice_minus_mid_ticks,100,hyperliquid_future_microprice_minus_mid_change_ticks,7,7,7,2,positive,0.71428571,5,2,0,0,23353,0.04770497,2.39164796,0.09487077,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:1.13408965|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-4.06660972|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-2.3926713|xemm_0609_normal_a_event:canonical_event_mode:positive:1.99502926|xemm_0609_normal_b_event:canonical_event_mode:positive:1.44357458|xemm_0609_active_a_event:canonical_event_mode:positive:|xemm_0609_active_b_event:canonical_event_mode:positive:2.17281735,unstable_across_samples
binance_microprice_minus_mid_ticks,100,hyperliquid_future_top5_imbalance_change,7,7,7,2,positive,0.85714286,6,1,0,0,23353,0.11508948,0.26583854,0.17766712,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.23301795|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-0.45972165|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.09877844|xemm_0609_normal_a_event:canonical_event_mode:positive:0.28886767|xemm_0609_normal_b_event:canonical_event_mode:positive:0.21780734|xemm_0609_active_a_event:canonical_event_mode:positive:|xemm_0609_active_b_event:canonical_event_mode:positive:0.31178712,stable_across_samples
binance_microprice_minus_mid_ticks,100,basis_future_mid_response_ticks,7,7,7,2,positive,1,7,0,0,0,23353,61.40613824,71.24927486,0.11280598,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.43056747|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:201.475|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:106.9|xemm_0609_normal_a_event:canonical_event_mode:positive:15.84786934|xemm_0609_normal_b_event:canonical_event_mode:positive:20.63607851|xemm_0609_active_a_event:canonical_event_mode:positive:|xemm_0609_active_b_event:canonical_event_mode:positive:19.14731412,stable_across_samples
binance_microprice_minus_mid_ticks,100,basis_future_microprice_response_ticks,7,7,7,2,positive,1,7,0,0,0,23353,56.88271835,65.82950209,0.10671464,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:4.24420583|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:188.85160596|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:93.36921692|xemm_0609_normal_a_event:canonical_event_mode:positive:15.57691368|xemm_0609_normal_b_event:canonical_event_mode:positive:20.38744664|xemm_0609_active_a_event:canonical_event_mode:positive:|xemm_0609_active_b_event:canonical_event_mode:positive:18.86692107,stable_across_samples
binance_microprice_minus_mid_ticks,250,hyperliquid_future_mid_move_ticks,7,7,7,2,positive,0.85714286,6,1,0,0,23353,13.80370682,12.94131024,0.14911719,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:12.8197064|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:40.375|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-2.55555556|xemm_0609_normal_a_event:canonical_event_mode:positive:10.69993375|xemm_0609_normal_b_event:canonical_event_mode:positive:9.7795363|xemm_0609_active_a_event:canonical_event_mode:positive:|xemm_0609_active_b_event:canonical_event_mode:positive:11.70361999,stable_across_samples
binance_microprice_minus_mid_ticks,250,hyperliquid_future_microprice_minus_mid_change_ticks,7,7,7,2,positive,0.71428571,5,2,0,0,23353,0.10866571,2.43668284,0.0990174,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:1.17281257|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-4.06660972|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:negative:-2.3926713|xemm_0609_normal_a_event:canonical_event_mode:positive:2.13200438|xemm_0609_normal_b_event:canonical_event_mode:positive:1.53737147|xemm_0609_active_a_event:canonical_event_mode:positive:|xemm_0609_active_b_event:canonical_event_mode:positive:2.2690869,unstable_across_samples
binance_microprice_minus_mid_ticks,250,hyperliquid_future_top5_imbalance_change,7,7,7,2,positive,0.85714286,6,1,0,0,23353,0.12489804,0.27155724,0.18241951,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:0.23662107|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:negative:-0.45972165|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:0.09877844|xemm_0609_normal_a_event:canonical_event_mode:positive:0.31492471|xemm_0609_normal_b_event:canonical_event_mode:positive:0.23656672|xemm_0609_active_a_event:canonical_event_mode:positive:|xemm_0609_active_b_event:canonical_event_mode:positive:0.32221894,stable_across_samples
binance_microprice_minus_mid_ticks,250,basis_future_mid_response_ticks,7,7,7,2,positive,1,7,0,0,0,23353,61.79782156,71.03142406,0.11362566,cross_exchange_public_sample_xemm_0603_quiet_a_event:canonical_event_mode:positive:3.83780515|cross_exchange_public_sample_xemm_0603_quiet_b_event:canonical_event_mode:positive:201.475|cross_exchange_public_sample_xemm_0603_quiet_c_event:canonical_event_mode:positive:106.9|xemm_0609_normal_a_event:canonical_event_mode:positive:17.18323147|xemm_0609_normal_b_event:canonical_event_mode:positive:21.0292909|xemm_0609_active_a_event:canonical_event_mode:positive:|xemm_0609_active_b_event:canonical_event_mode:positive:20.36160182,stable_across_samples
