decision_seq,decision_ts,joined_raw_seq,joined_l2book_local_ts,joined_l2book_event_ts,join_age_ms,future_join,missing_join,reconnect_recovery_crossed,best_bid_px,best_ask_px
28,1780044691646155111,47,1780044691243699121,1780044690923000000,402.455990,false,false,false,73661.0,73662.0
29,1780044692146155111,49,1780044691828501844,1780044691487000000,317.653267,false,false,false,73661.0,73662.0
30,1780044692646155111,51,1780044692403027069,1780044692021000000,243.128042,false,false,false,73661.0,73662.0
31,1780044693146155111,53,1780044692948723137,1780044692567000000,197.431974,false,false,false,73661.0,73662.0
32,1780044693646155111,54,1780044693428054196,1780044693103000000,218.100915,false,false,false,73661.0,73662.0
33,1780044694146155111,54,1780044693428054196,1780044693103000000,718.100915,false,false,false,73661.0,73662.0
34,1780044694646155111,55,1780044694282145917,1780044693646000000,364.009194,false,false,false,73661.0,73662.0
35,1780044695146155111,57,1780044695088391980,1780044694751000000,57.763131,false,false,false,73661.0,73662.0
36,1780044695646155111,59,1780044695587599862,1780044695299000000,58.555249,false,false,false,73661.0,73662.0
37,1780044696146155111,61,1780044696121582333,1780044695836000000,24.572778,false,false,false,73661.0,73662.0
38,1780044696646155111,61,1780044696121582333,1780044695836000000,524.572778,false,false,false,73661.0,73662.0
39,1780044697146155111,63,1780044696738768432,1780044696376000000,407.386679,false,false,false,73661.0,73662.0
40,1780044697646155111,64,1780044697238937478,1780044696908000000,407.217633,false,false,false,73661.0,73662.0
41,1780044698146155111,65,1780044697799536485,1780044697450000000,346.618626,false,false,false,73661.0,73662.0
42,1780044698646155111,68,1780044698412487397,1780044698006000000,233.667714,false,false,false,73662.0,73663.0
43,1780044699146155111,70,1780044698914700988,1780044698568000000,231.454123,false,false,false,73662.0,73663.0
44,1780044699646155111,70,1780044698914700988,1780044698568000000,731.454123,false,false,false,73662.0,73663.0
45,1780044700146155111,72,1780044699977022782,1780044699140000000,169.132329,false,false,false,73662.0,73663.0
46,1780044700646155111,78,1780044700547296983,1780044700173000000,98.858128,false,false,false,73668.0,73669.0
47,1780044701146155111,79,1780044701098882213,1780044700725000000,47.272898,false,false,false,73668.0,73669.0
48,1780044701646155111,81,1780044701642651734,1780044701290000000,3.503377,false,false,false,73670.0,73671.0
49,1780044702146155111,81,1780044701642651734,1780044701290000000,503.503377,false,false,false,73670.0,73671.0
50,1780044702646155111,82,1780044702188193362,1780044701844000000,457.961749,false,false,false,73670.0,73671.0
51,1780044703146155111,83,1780044702686406004,1780044702367000000,459.749107,false,false,false,73670.0,73671.0
52,1780044703646155111,85,1780044703207153610,1780044702904000000,439.001501,false,false,false,73670.0,73671.0
53,1780044704146155111,87,1780044703856855351,1780044703465000000,289.299760,false,false,false,73670.0,73671.0
54,1780044704646155111,87,1780044703856855351,1780044703465000000,789.299760,false,false,false,73670.0,73671.0
55,1780044705146155111,91,1780044704873790180,1780044704553000000,272.364931,false,false,false,73670.0,73671.0
56,1780044705646155111,92,1780044705407796362,1780044705094000000,238.358749,false,false,false,73670.0,73671.0
57,1780044706146155111,93,1780044705974691665,1780044705644000000,171.463446,false,false,false,73670.0,73671.0
58,1780044706646155111,95,1780044706487844419,1780044706183000000,158.310692,false,false,false,73670.0,73671.0
59,1780044707146155111,97,1780044707061567147,1780044706729000000,84.587964,false,false,false,73670.0,73671.0
60,1780044707646155111,99,1780044707611851687,1780044707262000000,34.303424,false,false,false,73670.0,73671.0
61,1780044708146155111,101,1780044708123309534,1780044707800000000,22.845577,false,false,false,73670.0,73671.0
62,1780044708646155111,102,1780044708626264559,1780044708335000000,19.890552,false,false,false,73670.0,73671.0
63,1780044709146155111,102,1780044708626264559,1780044708335000000,519.890552,false,false,false,73670.0,73671.0
64,1780044709646155111,102,1780044708626264559,1780044708335000000,1019.890552,false,false,false,73670.0,73671.0
65,1780044710146155111,105,1780044709774906614,1780044709438000000,371.248497,false,false,false,73661.0,73662.0
66,1780044710646155111,106,1780044710277450287,1780044709977000000,368.704824,false,false,false,73661.0,73662.0
67,1780044711146155111,107,1780044710892799814,1780044710543000000,253.355297,false,false,false,73661.0,73662.0
68,1780044711646155111,109,1780044711446156692,1780044711079000000,199.998419,false,false,false,73661.0,73662.0
69,1780044712146155111,110,1780044711923313780,1780044711623000000,222.841331,false,false,false,73661.0,73662.0
70,1780044712646155111,112,1780044712473920057,1780044712156000000,172.235054,false,false,false,73661.0,73662.0
71,1780044713146155111,113,1780044713000793647,1780044712714000000,145.361464,false,false,false,73661.0,73662.0
72,1780044713646155111,114,1780044713592641504,1780044713247000000,53.513607,false,false,false,73661.0,73662.0
73,1780044714146155111,114,1780044713592641504,1780044713247000000,553.513607,false,false,false,73661.0,73662.0
74,1780044714646155111,114,1780044713592641504,1780044713247000000,1053.513607,false,false,false,73661.0,73662.0
75,1780044715146155111,116,1780044714881896647,1780044714324000000,264.258464,false,false,false,73661.0,73662.0
76,1780044715646155111,117,1780044715198653662,1780044714834000000,447.501449,false,false,false,73661.0,73662.0
77,1780044716146155111,119,1780044715768747238,1780044715375000000,377.407873,false,false,false,73661.0,73662.0
78,1780044716646155111,122,1780044716254565443,1780044715925000000,391.589668,false,false,false,73661.0,73662.0
79,1780044717146155111,123,1780044716772404546,1780044716462000000,373.750565,false,false,false,73661.0,73662.0
80,1780044717646155111,124,1780044717274462530,1780044716982000000,371.692581,false,false,false,73661.0,73662.0
81,1780044718146155111,126,1780044717771693946,1780044717539000000,374.461165,false,false,false,73661.0,73662.0
82,1780044718646155111,127,1780044718425341997,1780044718085000000,220.813114,false,false,false,73661.0,73662.0
83,1780044719146155111,129,1780044718954485060,1780044718633000000,191.670051,false,false,false,73661.0,73662.0
84,1780044719646155111,129,1780044718954485060,1780044718633000000,691.670051,false,false,false,73661.0,73662.0
85,1780044720146155111,131,1780044720090673851,1780044719724000000,55.481260,false,false,false,73661.0,73662.0
86,1780044720646155111,131,1780044720090673851,1780044719724000000,555.481260,false,false,false,73661.0,73662.0
87,1780044721146155111,134,1780044721132493571,1780044720770000000,13.661540,false,false,false,73661.0,73662.0
88,1780044721646155111,134,1780044721132493571,1780044720770000000,513.661540,false,false,false,73661.0,73662.0
89,1780044722146155111,138,1780044721677189418,1780044721303000000,468.965693,false,false,false,73664.0,73665.0
90,1780044722646155111,139,1780044722158728794,1780044721807000000,487.426317,false,false,false,73664.0,73665.0
91,1780044723146155111,140,1780044722668607241,1780044722334000000,477.547870,false,false,false,73664.0,73665.0
92,1780044723646155111,142,1780044723187112331,1780044722873000000,459.042780,false,false,false,73673.0,73674.0
93,1780044724146155111,143,1780044723721263219,1780044723414000000,424.891892,false,false,false,73673.0,73674.0
94,1780044724646155111,143,1780044723721263219,1780044723414000000,924.891892,false,false,false,73673.0,73674.0
95,1780044725146155111,145,1780044725038821982,1780044724475000000,107.333129,false,false,false,73673.0,73674.0
96,1780044725646155111,147,1780044725476832585,1780044725012000000,169.322526,false,false,false,73673.0,73674.0
97,1780044726146155111,149,1780044725896555752,1780044725573000000,249.599359,false,false,false,73673.0,73674.0
98,1780044726646155111,150,1780044726419263654,1780044726107000000,226.891457,false,false,false,73673.0,73674.0
99,1780044727146155111,151,1780044726966204305,1780044726634000000,179.950806,false,false,false,73673.0,73674.0
100,1780044727646155111,152,1780044727483096765,1780044727180000000,163.058346,false,false,false,73673.0,73674.0
101,1780044728146155111,153,1780044728023534201,1780044727744000000,122.620910,false,false,false,73673.0,73674.0
102,1780044728646155111,156,1780044728604478885,1780044728291000000,41.676226,false,false,false,73673.0,73674.0
103,1780044729146155111,156,1780044728604478885,1780044728291000000,541.676226,false,false,false,73673.0,73674.0
104,1780044729646155111,157,1780044729519801839,1780044728827000000,126.353272,false,false,false,73673.0,73674.0
105,1780044730146155111,158,1780044730066966728,1780044729339000000,79.188383,false,false,false,73673.0,73674.0
106,1780044730646155111,159,1780044730301265603,1780044729878000000,344.889508,false,false,false,73673.0,73674.0
107,1780044731146155111,161,1780044730697834791,1780044730418000000,448.320320,false,false,false,73673.0,73674.0
108,1780044731646155111,162,1780044731240271742,1780044730953000000,405.883369,false,false,false,73673.0,73674.0
109,1780044732146155111,164,1780044731794951968,1780044731489000000,351.203143,false,false,false,73673.0,73674.0
110,1780044732646155111,166,1780044732404690472,1780044732078000000,241.464639,false,false,false,73673.0,73674.0
111,1780044733146155111,168,1780044732874880078,1780044732562000000,271.275033,false,false,false,73673.0,73674.0
112,1780044733646155111,169,1780044733349239357,1780044733089000000,296.915754,false,false,false,73673.0,73674.0
113,1780044734146155111,170,1780044733956688093,1780044733638000000,189.467018,false,false,false,73673.0,73674.0
114,1780044734646155111,170,1780044733956688093,1780044733638000000,689.467018,false,false,false,73673.0,73674.0
115,1780044735146155111,172,1780044734974753405,1780044734677000000,171.401706,false,false,false,73673.0,73674.0
116,1780044735646155111,173,1780044735523336324,1780044735202000000,122.818787,false,false,false,73673.0,73674.0
117,1780044736146155111,174,1780044736046929161,1780044735765000000,99.225950,false,false,false,73673.0,73674.0
118,1780044736646155111,176,1780044736597517436,1780044736292000000,48.637675,false,false,false,73673.0,73674.0
119,1780044737146155111,176,1780044736597517436,1780044736292000000,548.637675,false,false,false,73673.0,73674.0
120,1780044737646155111,177,1780044737187282443,1780044736842000000,458.872668,false,false,false,73673.0,73674.0
121,1780044738146155111,178,1780044737708201280,1780044737388000000,437.953831,false,false,false,73673.0,73674.0
122,1780044738646155111,180,1780044738216741791,1780044737922000000,429.413320,false,false,false,73673.0,73674.0
123,1780044739146155111,181,1780044738760736191,1780044738457000000,385.418920,false,false,false,73673.0,73674.0
124,1780044739646155111,181,1780044738760736191,1780044738457000000,885.418920,false,false,false,73673.0,73674.0
125,1780044740146155111,184,1780044740136508056,1780044739527000000,9.647055,false,false,false,73673.0,73674.0
126,1780044740646155111,185,1780044740427275953,1780044740064000000,218.879158,false,false,false,73673.0,73674.0
127,1780044741146155111,187,1780044740928306664,1780044740626000000,217.848447,false,false,false,73673.0,73674.0
128,1780044741646155111,189,1780044741545401148,1780044741163000000,100.753963,false,false,false,73673.0,73674.0
129,1780044742146155111,190,1780044742101042508,1780044741725000000,45.112603,false,false,false,73673.0,73674.0
130,1780044742646155111,192,1780044742567723034,1780044742256000000,78.432077,false,false,false,73673.0,73674.0
131,1780044743146155111,192,1780044742567723034,1780044742256000000,578.432077,false,false,false,73673.0,73674.0
132,1780044743646155111,193,1780044743227227769,1780044742805000000,418.927342,false,false,false,73673.0,73674.0
133,1780044744146155111,194,1780044743682124261,1780044743358000000,464.030850,false,false,false,73673.0,73674.0
134,1780044744646155111,194,1780044743682124261,1780044743358000000,964.030850,false,false,false,73673.0,73674.0
135,1780044745146155111,195,1780044744737533893,1780044743893000000,408.621218,false,false,false,73673.0,73674.0
136,1780044745646155111,197,1780044745426196972,1780044744993000000,219.958139,false,false,false,73673.0,73674.0
137,1780044746146155111,200,1780044745830002227,1780044745534000000,316.152884,false,false,false,73673.0,73674.0
138,1780044746646155111,201,1780044746396181691,1780044746070000000,249.973420,false,false,false,73673.0,73674.0
139,1780044747146155111,202,1780044746942370943,1780044746619000000,203.784168,false,false,false,73673.0,73674.0
140,1780044747646155111,204,1780044747467397736,1780044747161000000,178.757375,false,false,false,73673.0,73674.0
141,1780044748146155111,206,1780044748001161781,1780044747682000000,144.993330,false,false,false,73673.0,73674.0
142,1780044748646155111,207,1780044748527960500,1780044748215000000,118.194611,false,false,false,73673.0,73674.0
143,1780044749146155111,208,1780044749061963085,1780044748770000000,84.192026,false,false,false,73673.0,73674.0
144,1780044749646155111,208,1780044749061963085,1780044748770000000,584.192026,false,false,false,73673.0,73674.0
145,1780044750146155111,210,1780044749969433272,1780044749316000000,176.721839,false,false,false,73673.0,73674.0
146,1780044750646155111,211,1780044750192822600,1780044749833000000,453.332511,false,false,false,73673.0,73674.0
147,1780044751146155111,212,1780044750721515005,1780044750381000000,424.640106,false,false,false,73673.0,73674.0
148,1780044751646155111,213,1780044751297182858,1780044750905000000,348.972253,false,false,false,73673.0,73674.0
149,1780044752146155111,215,1780044751773260270,1780044751458000000,372.894841,false,false,false,73673.0,73674.0
150,1780044752646155111,216,1780044752325464488,1780044751989000000,320.690623,false,false,false,73673.0,73674.0
151,1780044753146155111,217,1780044752834831550,1780044752540000000,311.323561,false,false,false,73673.0,73674.0
152,1780044753646155111,219,1780044753502664055,1780044753055000000,143.491056,false,false,false,73673.0,73674.0
153,1780044754146155111,221,1780044753868760880,1780044753599000000,277.394231,false,false,false,73673.0,73674.0
154,1780044754646155111,221,1780044753868760880,1780044753599000000,777.394231,false,false,false,73673.0,73674.0
155,1780044755146155111,221,1780044753868760880,1780044753599000000,1277.394231,false,false,false,73673.0,73674.0
156,1780044755646155111,225,1780044755620532651,1780044755211000000,25.622460,false,false,false,73673.0,73674.0
157,1780044756146155111,227,1780044756075440484,1780044755772000000,70.714627,false,false,false,73673.0,73674.0
158,1780044756646155111,228,1780044756638876338,1780044756320000000,7.278773,false,false,false,73673.0,73674.0
159,1780044757146155111,228,1780044756638876338,1780044756320000000,507.278773,false,false,false,73673.0,73674.0
160,1780044757646155111,231,1780044757174619202,1780044756853000000,471.535909,false,false,false,73673.0,73674.0
161,1780044758146155111,232,1780044757771809488,1780044757395000000,374.345623,false,false,false,73673.0,73674.0
162,1780044758646155111,233,1780044758225559815,1780044757931000000,420.595296,false,false,false,73673.0,73674.0
163,1780044759146155111,235,1780044758777906668,1780044758467000000,368.248443,false,false,false,73673.0,73674.0
164,1780044759646155111,235,1780044758777906668,1780044758467000000,868.248443,false,false,false,73673.0,73674.0
165,1780044760146155111,236,1780044759670319437,1780044759002000000,475.835674,false,false,false,73673.0,73674.0
166,1780044760646155111,239,1780044760334083470,1780044760066000000,312.071641,false,false,false,73673.0,73674.0
167,1780044761146155111,240,1780044760974116157,1780044760613000000,172.038954,false,false,false,73673.0,73674.0
168,1780044761646155111,243,1780044761541828413,1780044761149000000,104.326698,false,false,false,73673.0,73674.0
169,1780044762146155111,244,1780044762063912734,1780044761686000000,82.242377,false,false,false,73673.0,73674.0
170,1780044762646155111,246,1780044762617233296,1780044762224000000,28.921815,false,false,false,73673.0,73674.0
171,1780044763146155111,248,1780044763098026048,1780044762775000000,48.129063,false,false,false,73673.0,73674.0
172,1780044763646155111,248,1780044763098026048,1780044762775000000,548.129063,false,false,false,73673.0,73674.0
173,1780044764146155111,249,1780044763665819122,1780044763310000000,480.335989,false,false,false,73673.0,73674.0
174,1780044764646155111,250,1780044764173403809,1780044763847000000,472.751302,false,false,false,73673.0,73674.0
175,1780044765146155111,250,1780044764173403809,1780044763847000000,972.751302,false,false,false,73673.0,73674.0
176,1780044765646155111,252,1780044765232509420,1780044764920000000,413.645691,false,false,false,73673.0,73674.0
177,1780044766146155111,253,1780044765860445819,1780044765466000000,285.709292,false,false,false,73673.0,73674.0
178,1780044766646155111,256,1780044766358327549,1780044766006000000,287.827562,false,false,false,73673.0,73674.0
179,1780044767146155111,257,1780044766866037615,1780044766549000000,280.117496,false,false,false,73673.0,73674.0
180,1780044767646155111,259,1780044767382114200,1780044767081000000,264.040911,false,false,false,73674.0,73675.0
181,1780044768146155111,260,1780044767927248119,1780044767630000000,218.906992,false,false,false,73674.0,73675.0
182,1780044768646155111,263,1780044768509642582,1780044768167000000,136.512529,false,false,false,73674.0,73675.0
183,1780044769146155111,264,1780044769065431258,1780044768717000000,80.723853,false,false,false,73674.0,73675.0
184,1780044769646155111,264,1780044769065431258,1780044768717000000,580.723853,false,false,false,73674.0,73675.0
185,1780044770146155111,266,1780044769864096836,1780044769253000000,282.058275,false,false,false,73674.0,73675.0
186,1780044770646155111,267,1780044770335779920,1780044769798000000,310.375191,false,false,false,73674.0,73675.0
187,1780044771146155111,269,1780044770687460602,1780044770361000000,458.694509,false,false,false,73674.0,73675.0
188,1780044771646155111,270,1780044771218972729,1780044770893000000,427.182382,false,false,false,73674.0,73675.0
189,1780044772146155111,272,1780044771675425097,1780044771423000000,470.730014,false,false,false,73674.0,73675.0
190,1780044772646155111,274,1780044772354278433,1780044771990000000,291.876678,false,false,false,73674.0,73675.0
191,1780044773146155111,276,1780044772892262713,1780044772541000000,253.892398,false,false,false,73674.0,73675.0
192,1780044773646155111,277,1780044773484632887,1780044773076000000,161.522224,false,false,false,73674.0,73675.0
193,1780044774146155111,278,1780044773976420159,1780044773635000000,169.734952,false,false,false,73674.0,73675.0
194,1780044774646155111,278,1780044773976420159,1780044773635000000,669.734952,false,false,false,73674.0,73675.0
195,1780044775146155111,278,1780044773976420159,1780044773635000000,1169.734952,false,false,false,73674.0,73675.0
196,1780044775646155111,283,1780044775642023578,1780044775300000000,4.131533,false,false,false,73674.0,73675.0
197,1780044776146155111,284,1780044776091784158,1780044775822000000,54.370953,false,false,false,73674.0,73675.0
198,1780044776646155111,284,1780044776091784158,1780044775822000000,554.370953,false,false,false,73674.0,73675.0
199,1780044777146155111,285,1780044776680488417,1780044776382000000,465.666694,false,false,false,73674.0,73675.0
200,1780044777646155111,286,1780044777204913694,1780044776907000000,441.241417,false,false,false,73674.0,73675.0
201,1780044778146155111,288,1780044777695279599,1780044777408000000,450.875512,false,false,false,73674.0,73675.0
202,1780044778646155111,289,1780044778245515009,1780044777941000000,400.640102,false,false,false,73674.0,73675.0
203,1780044779146155111,290,1780044778789942066,1780044778479000000,356.213045,false,false,false,73674.0,73675.0
204,1780044779646155111,291,1780044779410079404,1780044779017000000,236.075707,false,false,false,73674.0,73675.0
205,1780044780146155111,291,1780044779410079404,1780044779017000000,736.075707,false,false,false,73674.0,73675.0
206,1780044780646155111,293,1780044780469832753,1780044780081000000,176.322358,false,false,false,73674.0,73675.0
207,1780044781146155111,293,1780044780469832753,1780044780081000000,676.322358,false,false,false,73674.0,73675.0
208,1780044781646155111,297,1780044781495080707,1780044781150000000,151.074404,false,false,false,73674.0,73675.0
209,1780044782146155111,298,1780044782007590638,1780044781707000000,138.564473,false,false,false,73674.0,73675.0
210,1780044782646155111,300,1780044782608414475,1780044782253000000,37.740636,false,false,false,73674.0,73675.0
211,1780044783146155111,301,1780044783145886855,1780044782804000000,0.268256,false,false,false,73674.0,73675.0
212,1780044783646155111,301,1780044783145886855,1780044782804000000,500.268256,false,false,false,73674.0,73675.0
213,1780044784146155111,302,1780044783664389126,1780044783353000000,481.765985,false,false,false,73674.0,73675.0
214,1780044784646155111,303,1780044784203316490,1780044783888000000,442.838621,false,false,false,73674.0,73675.0
215,1780044785146155111,303,1780044784203316490,1780044783888000000,942.838621,false,false,false,73674.0,73675.0
216,1780044785646155111,307,1780044785508444258,1780044784982000000,137.710853,false,false,false,73674.0,73675.0
217,1780044786146155111,309,1780044785843569254,1780044785496000000,302.585857,false,false,false,73674.0,73675.0
218,1780044786646155111,310,1780044786392807452,1780044786028000000,253.347659,false,false,false,73674.0,73675.0
219,1780044787146155111,311,1780044786912465326,1780044786585000000,233.689785,false,false,false,73674.0,73675.0
220,1780044787646155111,312,1780044787426101627,1780044787120000000,220.053484,false,false,false,73674.0,73675.0
221,1780044788146155111,313,1780044787956944679,1780044787656000000,189.210432,false,false,false,73674.0,73675.0
222,1780044788646155111,315,1780044788534977768,1780044788192000000,111.177343,false,false,false,73674.0,73675.0
223,1780044789146155111,317,1780044789052899834,1780044788732000000,93.255277,false,false,false,73674.0,73675.0
224,1780044789646155111,317,1780044789052899834,1780044788732000000,593.255277,false,false,false,73674.0,73675.0
225,1780044790146155111,317,1780044789052899834,1780044788732000000,1093.255277,false,false,false,73674.0,73675.0
226,1780044790646155111,319,1780044790416909282,1780044789836000000,229.245829,false,false,false,73674.0,73675.0
227,1780044791146155111,321,1780044790766655337,1780044790403000000,379.499774,false,false,false,73674.0,73675.0
228,1780044791646155111,322,1780044791292407319,1780044790941000000,353.747792,false,false,false,73674.0,73675.0
229,1780044792146155111,324,1780044791793626902,1780044791480000000,352.528209,false,false,false,73674.0,73675.0
230,1780044792646155111,326,1780044792425495260,1780044792012000000,220.659851,false,false,false,73674.0,73675.0
231,1780044793146155111,328,1780044792946066722,1780044792580000000,200.088389,false,false,false,73674.0,73675.0
232,1780044793646155111,329,1780044793466407472,1780044793118000000,179.747639,false,false,false,73674.0,73675.0
233,1780044794146155111,330,1780044793992355212,1780044793633000000,153.799899,false,false,false,73674.0,73675.0
234,1780044794646155111,331,1780044794598180906,1780044794189000000,47.974205,false,false,false,73674.0,73675.0
235,1780044795146155111,331,1780044794598180906,1780044794189000000,547.974205,false,false,false,73674.0,73675.0
236,1780044795646155111,333,1780044795603125317,1780044795252000000,43.029794,false,false,false,73674.0,73675.0
237,1780044796146155111,333,1780044795603125317,1780044795252000000,543.029794,false,false,false,73674.0,73675.0
238,1780044796646155111,334,1780044796163319216,1780044795804000000,482.835895,false,false,false,73674.0,73675.0
