raw_seq,line_no,channel,coin,local_ts,event_ts,bid_topn_px,bid_topn_ticks,bid_topn_qtys,bid_topn_n,ask_topn_px,ask_topn_ticks,ask_topn_qtys,ask_topn_n,session_id,connection_attempt,recovery_crossed
16,17,l2Book,BTC,1780044682674223972,1780044682236000000,73681.0|73680.0|73679.0|73678.0|73677.0,736810|736800|736790|736780|736770,0.41648|0.09341|0.72493|0.00017|0.24051,4|7|4|1|3,73682.0|73683.0|73684.0|73685.0|73686.0,736820|736830|736840|736850|736860,9.87973|1.04033|3.28251|2.74264|1.25717,49|3|9|4|6,hl-66959ecb09e941cab61b020ac1e06419,1,false
18,19,l2Book,BTC,1780044683171032317,1780044682767000000,73674.0|73673.0|73672.0|73671.0|73670.0,736740|736730|736720|736710|736700,0.00032|0.00038|0.00017|0.00017|0.00038,2|2|1|1|2,73675.0|73676.0|73677.0|73678.0|73679.0,736750|736760|736770|736780|736790,14.89466|15.67112|15.26206|11.41257|11.98924,59|58|67|61|81,hl-66959ecb09e941cab61b020ac1e06419,1,false
22,23,l2Book,BTC,1780044683943000817,1780044683314000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,0.30017|0.10356|0.00017|0.00183|0.00017,2|2|1|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,7.2037|8.81081|5.80284|8.33549|7.97385,41|40|36|43|38,hl-66959ecb09e941cab61b020ac1e06419,1,false
24,25,l2Book,BTC,1780044684801915919,1780044683866000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,3.91217|0.0022|0.52808|0.05685|0.00017,17|2|3|5|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,7.83141|0.8823|3.61726|0.48337|2.56067,45|22|17|9|9,hl-66959ecb09e941cab61b020ac1e06419,1,false
25,26,l2Book,BTC,1780044684802114410,1780044684390000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.36698|0.16205|0.52808|0.0468|1.35919,16|3|3|4|2,73662.0|73663.0|73664.0|73666.0|73667.0,736620|736630|736640|736660|736670,6.64971|0.05357|2.73498|0.72824|3.51202,20|3|4|6|5,hl-66959ecb09e941cab61b020ac1e06419,1,false
26,27,l2Book,BTC,1780044685239606141,1780044684947000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.18087|0.16205|0.75472|0.06945|0.67965,15|3|4|4|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,7.87505|0.71302|2.46243|1.55714|4.52406,23|3|2|4|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
29,30,l2Book,BTC,1780044685818237748,1780044685484000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.49142|0.94712|1.43421|0.06945|0.00017,14|6|5|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,5.78261|0.03357|2.88016|3.59408|4.50994,21|2|5|5|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
30,31,l2Book,BTC,1780044686342768592,1780044686009000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.51092|0.2614|1.43421|0.06945|0.00017,15|6|5|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,6.18987|0.03357|2.88016|3.59408|4.50994,22|2|5|5|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
32,33,l2Book,BTC,1780044686866941025,1780044686535000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.45805|0.94037|0.75472|0.06945|0.00017,16|6|4|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,6.18791|0.03357|2.88016|3.59408|4.50994,22|2|5|5|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
35,36,l2Book,BTC,1780044687405511801,1780044687087000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.45715|0.49063|1.4342|0.06945|0.00017,15|6|5|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,6.18776|0.03357|3.55961|1.55713|6.88657,22|2|6|3|9,hl-66959ecb09e941cab61b020ac1e06419,1,false
37,38,l2Book,BTC,1780044687949741697,1780044687648000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.45745|0.26099|1.4342|0.06945|0.00017,16|4|5|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,5.56993|0.03357|2.71157|2.23657|6.13895,19|2|4|4|9,hl-66959ecb09e941cab61b020ac1e06419,1,false
38,39,l2Book,BTC,1780044688519221387,1780044688186000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.45745|0.26099|1.4342|0.06945|0.00017,16|4|5|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,5.57373|0.63362|2.71157|2.23657|6.13895,20|4|4|4|9,hl-66959ecb09e941cab61b020ac1e06419,1,false
40,41,l2Book,BTC,1780044689740482722,1780044688742000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.45745|0.26099|1.4342|0.06945|0.00017,16|4|5|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,5.98082|0.22636|2.71157|2.23657|5.97603,21|3|4|4|9,hl-66959ecb09e941cab61b020ac1e06419,1,false
42,43,l2Book,BTC,1780044689741051724,1780044689299000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.45315|0.26099|1.4342|0.06945|0.00017,15|4|5|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,5.98082|0.22636|2.71157|2.23657|5.97603,21|3|4|4|9,hl-66959ecb09e941cab61b020ac1e06419,1,false
43,44,l2Book,BTC,1780044690131605108,1780044689820000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.45365|0.26099|0.75472|0.06945|0.00017,16|4|4|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,8.03059|0.22636|2.71157|1.55713|6.99517,22|3|4|3|10,hl-66959ecb09e941cab61b020ac1e06419,1,false
45,46,l2Book,BTC,1780044690664077367,1780044690390000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,3.44704|0.1331|1.43421|0.06945|1.35916,12|4|5|4|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,8.92128|0.90582|3.01427|1.65713|6.89517,26|4|3|6|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
47,48,l2Book,BTC,1780044691243699121,1780044690923000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,2.00686|0.0022|0.52808|0.36945|0.67967,11|2|3|5|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,8.92127|0.22636|3.01427|1.65713|6.89517,26|3|3|6|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
49,50,l2Book,BTC,1780044691828501844,1780044691487000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,2.594|0.04744|0.52808|0.59613|0.67967,12|3|3|6|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,10.28021|0.22636|3.64695|0.29825|6.89517,27|3|4|5|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
51,52,l2Book,BTC,1780044692403027069,1780044692021000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,2.594|0.04744|0.52808|0.59634|0.67967,12|3|3|7|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,10.31924|0.22636|3.64695|0.29825|6.89517,30|3|4|5|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
53,54,l2Book,BTC,1780044692948723137,1780044692567000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,3.24713|0.04744|0.52808|0.59634|0.67967,13|3|3|7|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,10.91252|0.22636|3.64695|0.29825|6.89585,32|3|4|5|8,hl-66959ecb09e941cab61b020ac1e06419,1,false
54,55,l2Book,BTC,1780044693428054196,1780044693103000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,2.56763|0.0022|0.52808|0.29634|0.67967,12|2|3|6|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,8.52906|1.58389|4.66612|2.94807|4.51922,31|4|5|7|6,hl-66959ecb09e941cab61b020ac1e06419,1,false
55,56,l2Book,BTC,1780044694282145917,1780044693646000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,2.57013|0.04744|0.52808|0.59634|0.67967,14|3|3|7|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,10.39642|0.27191|5.00447|1.31741|5.53837,31|4|5|6|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
56,57,l2Book,BTC,1780044694856260218,1780044694203000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,2.56963|0.27146|0.52808|0.59634|0.67967,13|3|3|7|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,10.35568|0.27191|5.00573|0.29825|5.53837,28|4|6|5|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
57,58,l2Book,BTC,1780044695088391980,1780044694751000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,2.02725|0.0022|0.52808|0.29634|0.00017,13|2|3|6|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,10.26956|4.06773|4.66738|2.94807|5.06869,30|5|6|7|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
59,60,l2Book,BTC,1780044695587599862,1780044695299000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,0.51851|0.0022|0.52808|0.29634|0.67967,10|2|3|6|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,12.4299|4.06773|4.66738|2.94807|5.06869,31|5|6|7|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
61,62,l2Book,BTC,1780044696121582333,1780044695836000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,0.1805|0.23572|1.20757|0.29634|0.67966,8|4|4|6|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,9.40815|4.06773|6.36464|0.29825|6.28893,26|5|7|5|9,hl-66959ecb09e941cab61b020ac1e06419,1,false
63,64,l2Book,BTC,1780044696738768432,1780044696376000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,3.68102|0.23572|0.52808|0.29634|0.97966,13|4|3|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,8.86513|4.06773|6.36464|0.29825|6.33165,25|5|7|5|10,hl-66959ecb09e941cab61b020ac1e06419,1,false
64,65,l2Book,BTC,1780044697238937478,1780044696908000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,3.68102|0.23572|0.52808|0.97583|0.30017,13|4|3|7|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,10.95302|4.06773|5.00573|0.29825|6.33165,30|5|6|5|10,hl-66959ecb09e941cab61b020ac1e06419,1,false
65,66,l2Book,BTC,1780044697799536485,1780044697450000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,3.80389|0.23522|1.20756|0.29634|0.30017,14|3|4|6|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,5.73602|0.27191|5.68657|1.55576|2.3038,22|4|7|3|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
68,69,l2Book,BTC,1780044698412487397,1780044698006000000,73662.0|73661.0|73660.0|73659.0|73658.0,736620|736610|736600|736590|736580,36.63621|15.8718|0.60894|0.86869|0.29243,230|38|8|6|5,73663.0|73664.0|73665.0|73666.0|73667.0,736630|736640|736650|736660|736670,0.05906|0.00031|0.00017|0.00017|0.00038,3|2|1|1|2,hl-66959ecb09e941cab61b020ac1e06419,1,false
70,71,l2Book,BTC,1780044698914700988,1780044698568000000,73662.0|73661.0|73660.0|73659.0|73658.0,736620|736610|736600|736590|736580,31.92398|3.19245|3.0835|0.86869|0.29243,108|17|8|6|5,73663.0|73664.0|73665.0|73666.0|73667.0,736630|736640|736650|736660|736670,0.05906|0.00017|0.00017|0.00017|0.00038,3|1|1|1|2,hl-66959ecb09e941cab61b020ac1e06419,1,false
72,73,l2Book,BTC,1780044699977022782,1780044699140000000,73662.0|73661.0|73660.0|73659.0|73658.0,736620|736610|736600|736590|736580,28.33561|3.07533|4.00212|1.10174|0.29243,80|13|10|8|5,73663.0|73664.0|73665.0|73666.0|73667.0,736630|736640|736650|736660|736670,0.05906|0.00017|0.00017|0.00017|0.00038,3|1|1|1|2,hl-66959ecb09e941cab61b020ac1e06419,1,false
74,75,l2Book,BTC,1780044700182631663,1780044699650000000,73662.0|73661.0|73660.0|73659.0|73658.0,736620|736610|736600|736590|736580,29.07042|3.23516|3.90212|2.1152|0.02094,86|14|9|9|4,73663.0|73664.0|73665.0|73666.0|73667.0,736630|736640|736650|736660|736670,0.04572|0.00031|0.00017|0.00017|0.00052,2|2|1|1|3,hl-66959ecb09e941cab61b020ac1e06419,1,false
78,79,l2Book,BTC,1780044700547296983,1780044700173000000,73668.0|73667.0|73666.0|73665.0|73664.0,736680|736670|736660|736650|736640,9.03355|9.29748|9.27603|7.35075|10.40089,61|57|57|87|88,73669.0|73670.0|73671.0|73672.0|73673.0,736690|736700|736710|736720|736730,0.00222|0.00017|0.00047|0.01395|1.01978,3|1|2|3|3,hl-66959ecb09e941cab61b020ac1e06419,1,false
79,80,l2Book,BTC,1780044701098882213,1780044700725000000,73668.0|73667.0|73666.0|73665.0|73664.0,736680|736670|736660|736650|736640,21.46911|7.24961|3.04305|4.50759|0.34275,88|17|13|19|14,73669.0|73670.0|73671.0|73672.0|73673.0,736690|736700|736710|736720|736730,0.00232|0.00017|0.00017|0.01374|1.01964,3|1|1|2|2,hl-66959ecb09e941cab61b020ac1e06419,1,false
81,82,l2Book,BTC,1780044701642651734,1780044701290000000,73670.0|73669.0|73668.0|73667.0|73666.0,736700|736690|736680|736670|736660,23.13822|19.48286|18.15938|2.06277|1.35884,194|183|63|4|1,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,0.00017|0.01418|1.01964|0.00105|3.36475,1|4|2|3|10,hl-66959ecb09e941cab61b020ac1e06419,1,false
82,83,l2Book,BTC,1780044702188193362,1780044701844000000,73670.0|73669.0|73668.0|73667.0|73666.0,736700|736690|736680|736670|736660,18.94904|2.9651|3.48324|0.001|1.35884,68|7|9|1|1,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,0.13591|0.01418|1.02223|0.00119|2.88064,2|4|3|4|9,hl-66959ecb09e941cab61b020ac1e06419,1,false
83,84,l2Book,BTC,1780044702686406004,1780044702367000000,73670.0|73669.0|73668.0|73667.0|73666.0,736700|736690|736680|736670|736660,15.36956|6.5433|1.10534|0.001|1.35884,60|9|7|1|1,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,2.07319|0.01418|1.02223|0.00119|2.88064,9|4|3|4|9,hl-66959ecb09e941cab61b020ac1e06419,1,false
85,86,l2Book,BTC,1780044703207153610,1780044702904000000,73670.0|73669.0|73668.0|73667.0|73666.0,736700|736690|736680|736670|736660,14.29787|2.39374|0.96034|0.001|2.98945,57|7|5|1|2,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,1.84472|0.73367|1.02237|0.00105|3.55999,7|6|4|3|10,hl-66959ecb09e941cab61b020ac1e06419,1,false
87,88,l2Book,BTC,1780044703856855351,1780044703465000000,73670.0|73669.0|73668.0|73667.0|73666.0,736700|736690|736680|736670|736660,5.40264|1.37861|0.96051|0.63369|0.67958,27|4|6|3|2,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,4.07607|2.79759|1.02237|5.1542|4.51108,14|8|4|5|10,hl-66959ecb09e941cab61b020ac1e06419,1,false
90,91,l2Book,BTC,1780044704873543349,1780044704005000000,73670.0|73669.0|73668.0|73667.0|73666.0,736700|736690|736680|736670|736660,2.85684|0.74803|0.96051|0.00117|0.67958,25|4|6|2|2,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,7.25201|3.40946|3.06047|3.79687|4.51108,20|6|6|4|10,hl-66959ecb09e941cab61b020ac1e06419,1,false
91,92,l2Book,BTC,1780044704873790180,1780044704553000000,73670.0|73669.0|73668.0|73667.0|73666.0,736700|736690|736680|736670|736660,3.20244|0.74803|0.96051|0.00117|0.67958,28|4|6|2|2,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,7.29949|3.40946|3.06047|3.79687|4.51108,24|6|6|4|10,hl-66959ecb09e941cab61b020ac1e06419,1,false
92,93,l2Book,BTC,1780044705407796362,1780044705094000000,73670.0|73669.0|73668.0|73667.0|73666.0,736700|736690|736680|736670|736660,4.353|0.74803|0.96051|0.00117|0.97958,33|4|6|2|3,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,7.29271|3.40946|2.29492|3.79687|5.53011,23|6|6|4|11,hl-66959ecb09e941cab61b020ac1e06419,1,false
93,94,l2Book,BTC,1780044705974691665,1780044705644000000,73670.0|73669.0|73668.0|73667.0|73666.0,736700|736690|736680|736670|736660,4.47198|0.74803|0.96051|0.00117|0.97958,34|4|6|2|3,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,7.29271|3.40946|2.29492|3.79687|5.53011,23|6|6|4|11,hl-66959ecb09e941cab61b020ac1e06419,1,false
95,96,l2Book,BTC,1780044706487844419,1780044706183000000,73670.0|73669.0|73668.0|73667.0|73666.0,736700|736690|736680|736670|736660,4.44638|0.74803|0.96051|0.00117|0.97958,34|4|6|2|3,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,5.93293|4.76821|1.27587|3.79687|6.54914,21|7|5|4|12,hl-66959ecb09e941cab61b020ac1e06419,1,false
97,98,l2Book,BTC,1780044707061567147,1780044706729000000,73670.0|73668.0|73667.0|73666.0|73665.0,736700|736680|736670|736660|736650,0.34292|0.00017|0.00137|0.00017|0.05503,4|1|2|1|4,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,19.27075|4.76921|1.91063|5.15559|4.75546,47|8|7|5|11,hl-66959ecb09e941cab61b020ac1e06419,1,false
99,100,l2Book,BTC,1780044707611851687,1780044707262000000,73670.0|73668.0|73667.0|73666.0|73665.0,736700|736680|736670|736660|736650,0.01|0.00017|0.00017|0.04542|0.05503,1|1|1|2|4,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,18.93846|3.78195|1.91063|5.15559|5.82574,47|13|7|5|14,hl-66959ecb09e941cab61b020ac1e06419,1,false
101,102,l2Book,BTC,1780044708123309534,1780044707800000000,73670.0|73668.0|73667.0|73666.0|73665.0,736700|736680|736670|736660|736650,0.01|0.04542|0.00017|0.00017|0.05503,1|2|1|1|4,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,21.22747|3.78195|1.91063|5.15559|5.82574,49|13|7|5|14,hl-66959ecb09e941cab61b020ac1e06419,1,false
102,103,l2Book,BTC,1780044708626264559,1780044708335000000,73670.0|73668.0|73667.0|73666.0|73665.0,736700|736680|736670|736660|736650,0.01|0.04542|0.22687|0.00017|0.05503,1|2|2|1|4,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,21.22747|3.76838|1.91063|5.30531|5.87354,49|14|7|6|15,hl-66959ecb09e941cab61b020ac1e06419,1,false
103,104,l2Book,BTC,1780044709771813853,1780044708881000000,73670.0|73668.0|73667.0|73666.0|73665.0,736700|736680|736670|736660|736650,0.01|0.04542|0.22687|0.00017|0.05503,1|2|2|1|4,73671.0|73672.0|73673.0|73674.0|73675.0,736710|736720|736730|736740|736750,21.31047|3.76838|1.99629|5.35311|5.82574,50|14|8|7|14,hl-66959ecb09e941cab61b020ac1e06419,1,false
105,106,l2Book,BTC,1780044709774906614,1780044709438000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,0.56708|2.0002|0.38158|1.54966|2.20381,2|7|5|6|7,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,15.63787|15.37078|12.12941|9.517|12.04199,48|71|61|61|69,hl-66959ecb09e941cab61b020ac1e06419,1,false
106,107,l2Book,BTC,1780044710277450287,1780044709977000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.98975|1.77445|0.35869|0.55795|2.2835,20|6|4|5|6,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,14.19547|2.62055|1.32041|2.3474|2.39009,27|9|8|6|10,hl-66959ecb09e941cab61b020ac1e06419,1,false
107,108,l2Book,BTC,1780044710892799814,1780044710543000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,5.84356|1.77378|0.35869|0.55795|0.65268,28|6|4|5|5,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,8.4874|1.91388|1.02232|0.67974|1.47427,18|4|3|2|3,hl-66959ecb09e941cab61b020ac1e06419,1,false
109,110,l2Book,BTC,1780044711446156692,1780044711079000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,5.30687|1.09431|1.03817|0.10717|0.42684,25|5|5|4|4,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,8.54545|1.23736|1.02232|0.67975|1.47427,19|3|3|2|3,hl-66959ecb09e941cab61b020ac1e06419,1,false
110,111,l2Book,BTC,1780044711923313780,1780044711623000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.15225|0.01677|0.35869|1.52075|0.38678,18|4|4|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,8.54545|1.91682|1.02232|0.0003|1.47427,19|4|3|1|3,hl-66959ecb09e941cab61b020ac1e06419,1,false
112,113,l2Book,BTC,1780044712473920057,1780044712156000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,5.95865|0.31677|0.68565|0.35074|0.03425,27|5|4|4|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,8.6133|1.23736|1.01973|0.67975|2.85898,20|3|2|2|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
