sample_id,row_id,decision_id,observed_regime,hyperliquid_decision_ts,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,binance_local_ts,binance_exch_ts,binance_source_age_ms,hyperliquid_join_age_ms,hyperliquid_current_bid_px,hyperliquid_current_ask_px,hyperliquid_mid_px,tick_size,hyperliquid_bid_top5_px,hyperliquid_ask_top5_px,hyperliquid_bid_top5_qtys,hyperliquid_ask_top5_qtys,binance_mid_px,binance_top5_microprice_px,binance_bid_top5_px,binance_ask_top5_px,binance_bid_top5_qtys,binance_ask_top5_qtys,input_binance_top5_imbalance,input_binance_microprice_minus_mid_ticks,input_binance_mid_move_ticks_from_prev,source_age_bucket,basis_bucket,warning_bucket,market_view_status,market_view_issue
xemm_0627_t001_hlfast_utc16_a,15,xemm_0627_t001_hlfast_utc16_a:15,high_activity_liquidity,1.782492410000808e+18,1.7824924097344768e+18,1.782492409345e+18,1.7824924099842053e+18,1.782492409982e+18,16.602771,266.331165,60060.0,60074.0,60067.0,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60074.0|60075.0|60076.0|60077.0|60078.0,0.86479|0.20817|0.10339|0.76884|0.00262,27.53202|4.05487|6.38364|3.20869|20.50072,60070.15,60070.14415474,60101.4|60070.1|60070|60069.9|60069.8,60070.2|60070.3|60070.4|60070.5|60070.8,0.001|3.107|0.003|0.002|0.003,3.852|0.003|0.002|0.002|0.082,-0.1169052,-0.0584526,0.0,binance_source_age_mid,basis_mid,False,pass,
xemm_0627_t001_hlfast_utc16_a,16,xemm_0627_t001_hlfast_utc16_a:16,high_activity_liquidity,1.782492410500808e+18,1.782492410302512e+18,1.782492409902e+18,1.7824924104764485e+18,1.782492410474e+18,24.359559,198.295853,60060.0,60061.0,60060.5,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,2.48644|0.00017|2.1919|0.30132|1.98887,1.95599|1.12448|1.38911|2.61251|4.6149,60070.15,60070.14279404,60101.4|60070.1|60070|60069.9|60069.8,60070.2|60070.3|60070.4|60070.5|60070.8,0.001|3.092|0.003|0.001|0.003,4.055|0.003|0.002|0.002|0.082,-0.14411927,-0.07205964,0.0,binance_source_age_high,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,17,xemm_0627_t001_hlfast_utc16_a:17,high_activity_liquidity,1.782492411000808e+18,1.7824924107305608e+18,1.782492410405e+18,1.782492411000561e+18,1.782492410997e+18,0.24719,270.247246,60060.0,60061.0,60060.5,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,3.82822|0.10472|1.35964|0.29799|1.07344,5.5655|0.00017|10.43063|0.00017|3.71267,60070.65,60070.64263063,60101.4|60070.6|60070.5|60070.4|60070.1,60070.7|60070.8|60070.9|60071|60071.6,0.001|1.847|0.003|0.001|2.423,5.663|0.086|0.002|0.001|0.001,-0.14738732,-0.07369366,0.0,binance_source_age_low,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,18,xemm_0627_t001_hlfast_utc16_a:18,high_activity_liquidity,1.782492411500808e+18,1.7824924112885537e+18,1.782492410921e+18,1.7824924114844388e+18,1.782492411481e+18,16.369256,212.254313,60060.0,60061.0,60060.5,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,3.73772|0.60422|1.49276|0.29799|1.09008,4.91696|1.29956|7.39375|0.00017|3.87917,60070.65,60070.64440146,60101.4|60070.6|60070.5|60070.2|60070.1,60070.7|60070.8|60070.9|60071|60071.4,0.001|1.828|0.003|0.001|2.414,5.186|0.127|0.002|0.001|0.002,-0.11197073,-0.05598536,0.0,binance_source_age_mid,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,19,xemm_0627_t001_hlfast_utc16_a:19,high_activity_liquidity,1.782492412000808e+18,1.782492411828167e+18,1.78249241146e+18,1.7824924119984883e+18,1.782492411996e+18,2.319657,172.641209,60060.0,60061.0,60060.5,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,4.12786|0.10472|1.49276|1.00848|0.26492,3.20839|1.46623|0.92623|2.5004|5.23026,60070.65,60070.65336339,60101.4|60070.6|60070.5|60070.4|60070.3,60070.7|60070.8|60070.9|60071|60071.4,0.001|2.166|1.31|1.899|0.661,5.184|0.087|0.002|0.001|0.002,0.06726775,0.03363387,0.0,binance_source_age_low,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,20,xemm_0627_t001_hlfast_utc16_a:20,high_activity_liquidity,1.782492412500808e+18,1.782492411828167e+18,1.78249241146e+18,1.7824924124923377e+18,1.782492412489e+18,8.470427,672.641209,60060.0,60061.0,60060.5,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,4.12786|0.10472|1.49276|1.00848|0.26492,3.20839|1.46623|0.92623|2.5004|5.23026,60070.65,60070.66017192,60101.4|60070.6|60070.5|60070.4|60070.3,60070.7|60070.8|60070.9|60071|60071.4,0.001|2.639|1.31|1.899|0.661,4.217|0.087|0.002|0.001|0.002,0.2034384,0.1017192,0.0,binance_source_age_low,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,21,xemm_0627_t001_hlfast_utc16_a:21,high_activity_liquidity,1.782492413000808e+18,1.7824924129235712e+18,1.782492412557e+18,1.7824924129884861e+18,1.782492412985e+18,12.321827,77.236729,60060.0,60061.0,60060.5,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,4.81231|1.0686|0.24216|1.41729|0.25659,4.48552|1.29973|1.36066|3.33398|1.99595,60076.65,60076.63378197,60101.4|60076.6|60076.5|60075.3|60075.2,60076.7|60076.8|60076.9|60077|60077.2,0.001|2.253|0.002|0.002|0.001,4.172|0.251|0.001|0.002|0.002,-0.3243607,-0.16218035,0.0,binance_source_age_mid,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,22,xemm_0627_t001_hlfast_utc16_a:22,high_activity_liquidity,1.782492413500808e+18,1.7824924134773535e+18,1.782492413099e+18,1.7824924134963935e+18,1.782492413494e+18,4.414624,23.454401,60060.0,60061.0,60060.5,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,14.73456|0.23514|0.47438|4.41785|3.26514,0.08407|0.00034|0.00034|0.00034|0.17515,60076.65,60076.62880912,60101.4|60076.6|60076.5|60075.3|60075.2,60076.7|60076.8|60076.9|60077|60077.2,0.001|1.864|0.002|0.002|0.001,4.363|0.253|0.001|0.002|0.002,-0.42381759,-0.2119088,0.0,binance_source_age_low,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,23,xemm_0627_t001_hlfast_utc16_a:23,high_activity_liquidity,1.782492414000808e+18,1.7824924139844908e+18,1.782492413636e+18,1.7824924139761871e+18,1.782492413973e+18,24.620745,16.317345,60060.0,60061.0,60060.5,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,13.94951|0.40496|0.56129|4.75228|0.73944,0.08147|0.00034|0.00017|0.00017|0.00017,60076.65,60076.6301072,60101.4|60076.6|60076.5|60075.9|60075.8,60076.7|60076.8|60076.9|60077|60077.2,0.001|1.932|0.002|0.002|0.057,4.371|0.253|0.001|0.002|0.002,-0.39785596,-0.19892798,0.0,binance_source_age_high,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,24,xemm_0627_t001_hlfast_utc16_a:24,high_activity_liquidity,1.782492414500808e+18,1.7824924139844908e+18,1.782492413636e+18,1.7824924144824532e+18,1.782492414477e+18,18.354768,516.317345,60060.0,60061.0,60060.5,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,13.94951|0.40496|0.56129|4.75228|0.73944,0.08147|0.00034|0.00017|0.00017|0.00017,60076.65,60076.65031369,60101.4|60076.6|60076.5|60076|60075.9,60076.7|60076.8|60076.9|60077|60077.2,0.001|3.683|0.002|0.002|0.001,3.385|0.253|0.001|0.002|0.002,0.00627387,0.00313693,0.0,binance_source_age_high,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,25,xemm_0627_t001_hlfast_utc16_a:25,high_activity_liquidity,1.782492415000808e+18,1.7824924149930217e+18,1.782492414694e+18,1.782492414988441e+18,1.782492414985e+18,12.367025,7.786412,60060.0,60061.0,60060.5,0.1,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,14.18492|1.70547|0.56961|4.75228|0.73944,0.05885|0.00034|0.00017|0.00034|0.00017,60076.65,60076.64892329,60101.4|60076.6|60076.5|60076.4|60076.3,60076.7|60076.8|60076.9|60077|60077.2,0.001|3.33|0.002|0.002|0.141,3.371|0.253|0.001|0.002|0.002,-0.02153413,-0.01076707,0.0,binance_source_age_mid,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,26,xemm_0627_t001_hlfast_utc16_a:26,high_activity_liquidity,1.782492415500808e+18,1.782492415495677e+18,1.782492415214e+18,1.7824924154945441e+18,1.782492415489e+18,6.263978,5.131054,60066.0,60067.0,60066.5,0.1,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,7.09669|6.37435|8.43472|5.47561|5.88903,0.21145|2.1329|2.37769|0.58526|6.77315,60076.65,60076.65805502,60101.4|60076.6|60076.5|60076.4|60076.3,60076.7|60076.8|60076.9|60077|60077.2,0.001|3.891|0.502|0.002|0.141,3.269|0.004|0.001|0.002|0.002,0.16110045,0.08055022,0.0,binance_source_age_low,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,27,xemm_0627_t001_hlfast_utc16_a:27,high_activity_liquidity,1.782492416000808e+18,1.7824924159884516e+18,1.78249241572e+18,1.7824924160002296e+18,1.782492415997e+18,0.578441,12.356297,60066.0,60067.0,60066.5,0.1,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,9.28569|2.1662|0.00017|1.25011|0.07491,2.87235|2.15354|0.83627|0.58526|4.89477,60079.85,60079.82385526,60101.4|60079.8|60079.7|60079.6|60079.5,60079.9|60080|60080.1|60081|60081.2,0.001|1.386|0.001|0.002|0.001,3.717|0.645|0.003|0.008|0.067,-0.52289487,-0.26144744,0.0,binance_source_age_low,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,28,xemm_0627_t001_hlfast_utc16_a:28,high_activity_liquidity,1.782492416500808e+18,1.7824924159884516e+18,1.78249241572e+18,1.7824924164805135e+18,1.782492416477e+18,20.29433,512.356297,60066.0,60067.0,60066.5,0.1,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,9.28569|2.1662|0.00017|1.25011|0.07491,2.87235|2.15354|0.83627|0.58526|4.89477,60079.85,60079.8303011,60101.4|60079.8|60079.7|60079.6|60079.5,60079.9|60080|60080.1|60080.4|60081,0.001|1.896|0.002|0.002|0.001,3.717|0.645|0.003|0.002|0.008,-0.39397801,-0.19698901,0.0,binance_source_age_high,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,29,xemm_0627_t001_hlfast_utc16_a:29,high_activity_liquidity,1.782492417000808e+18,1.782492416584403e+18,1.782492416248e+18,1.782492416988452e+18,1.782492416985e+18,12.355927,416.404956,60066.0,60067.0,60066.5,0.1,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,8.75851|0.57453|0.00832|1.66681|2.23162,2.82253|0.10405|0.00034|1.29956|0.83347,60079.85,60079.83059504,60101.4|60079.8|60079.7|60079.6|60079.5,60079.9|60080|60080.1|60080.4|60081,0.001|1.845|0.002|0.002|0.001,3.541|0.645|0.003|0.002|0.008,-0.38809917,-0.19404959,0.0,binance_source_age_mid,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,30,xemm_0627_t001_hlfast_utc16_a:30,high_activity_liquidity,1.782492417500808e+18,1.782492417367626e+18,1.78249241675e+18,1.7824924174863055e+18,1.782492417482e+18,14.502524,133.18195,60066.0,60067.0,60066.5,0.1,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,8.85968|1.25062|0.26431|1.71675|2.23162,2.88666|0.10422|0.00017|1.29956|0.83347,60070.75,60070.74691332,60101.4|60070.7|60070.6|60070.5|60070.3,60070.8|60070.9|60071.3|60071.4|60071.5,0.001|2.162|1.128|0.524|0.661,4.894|0.003|0.002|0.082|0.084,-0.06173357,-0.03086679,0.0,binance_source_age_mid,basis_mid,False,pass,
xemm_0627_t001_hlfast_utc16_a,31,xemm_0627_t001_hlfast_utc16_a:31,high_activity_liquidity,1.782492418000808e+18,1.7824924176707218e+18,1.782492417316e+18,1.782492417986327e+18,1.782492417984e+18,14.481061,330.086113,60066.0,60067.0,60066.5,0.1,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,1.70252|2.08502|0.00017|1.25049|0.2081,11.51863|0.10422|2.83439|1.55258|10.62385,60070.65,60070.6341499,60101.4|60070.6|60070.5|60070.4|60070.3,60070.7|60070.8|60070.9|60071.4|60071.5,0.001|2.56|0.525|0.001|0.663,7.046|0.016|0.001|0.084|0.084,-0.31700209,-0.15850105,0.0,binance_source_age_mid,basis_mid,False,pass,
xemm_0627_t001_hlfast_utc16_a,32,xemm_0627_t001_hlfast_utc16_a:32,high_activity_liquidity,1.782492418500808e+18,1.782492418235586e+18,1.78249241786e+18,1.7824924184882365e+18,1.782492418486e+18,12.571407,265.222018,60065.0,60067.0,60066.0,0.1,60065.0|60064.0|60061.0|60060.0|60059.0,60067.0|60068.0|60069.0|60070.0|60071.0,0.00128|0.00017|0.00017|0.08261|0.02312,20.2931|5.63532|3.77759|3.57569|7.69476,60070.65,60070.64811458,60101.4|60070.6|60070.5|60070.4|60070.3,60070.7|60070.8|60070.9|60071.4|60071.6,0.001|2.791|0.525|0.001|0.663,4.195|0.01|0.001|0.084|0.003,-0.03770848,-0.01885424,0.0,binance_source_age_mid,basis_mid,False,pass,
xemm_0627_t001_hlfast_utc16_a,33,xemm_0627_t001_hlfast_utc16_a:33,high_activity_liquidity,1.782492419000808e+18,1.7824924187597655e+18,1.782492418384e+18,1.7824924189943508e+18,1.782492418989e+18,6.457145,241.042599,60061.0,60066.0,60063.5,0.1,60061.0|60060.0|60059.0|60058.0|60057.0,60066.0|60067.0|60068.0|60069.0|60070.0,0.00017|0.08112|0.01215|0.00119|0.11013,32.08259|5.61721|5.28118|3.42996|5.40642,60070.65,60070.64966075,60101.4|60070.6|60070.5|60070.4|60070.3,60070.7|60070.8|60070.9|60071.4|60071.6,0.001|2.249|0.526|0.001|0.663,3.387|0.01|0.001|0.086|0.003,-0.00678504,-0.00339252,0.0,binance_source_age_low,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,34,xemm_0627_t001_hlfast_utc16_a:34,high_activity_liquidity,1.782492419500808e+18,1.7824924192570332e+18,1.782492418912e+18,1.7824924194882668e+18,1.782492419486e+18,12.541121,243.774663,60061.0,60062.0,60061.5,0.1,60061.0|60060.0|60059.0|60058.0|60057.0,60062.0|60063.0|60064.0|60065.0|60066.0,0.64861|0.08112|0.00128|0.16769|0.0035,13.62588|1.86952|1.63175|12.3554|13.55759,60070.65,60070.64645484,60101.4|60070.6|60070.5|60070.4|60070.3,60070.7|60070.8|60070.9|60071.4|60071.6,0.001|1.777|0.526|0.001|0.663,3.321|0.01|0.001|0.086|0.003,-0.07090311,-0.03545156,0.0,binance_source_age_mid,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,35,xemm_0627_t001_hlfast_utc16_a:35,high_activity_liquidity,1.782492420000808e+18,1.7824924197913295e+18,1.782492419465e+18,1.7824924199762322e+18,1.782492419973e+18,24.575732,209.478432,60061.0,60062.0,60061.5,0.1,60061.0|60060.0|60059.0|60058.0|60057.0,60062.0|60063.0|60064.0|60065.0|60066.0,0.55141|0.07795|0.00145|0.16769|0.00017,12.5366|0.56267|5.90694|5.68863|5.29159,60070.65,60070.64740122,60101.4|60070.6|60070.5|60070.4|60070.3,60070.7|60070.8|60070.9|60071.4|60071.6,0.001|1.928|0.526|0.001|0.663,3.361|0.01|0.001|0.086|0.003,-0.05197568,-0.02598784,0.0,binance_source_age_high,basis_high,False,pass,
xemm_0627_t001_hlfast_utc16_a,36,xemm_0627_t001_hlfast_utc16_a:36,high_activity_liquidity,1.782492420500808e+18,1.7824924197913295e+18,1.782492419465e+18,1.782492420488501e+18,1.782492420486e+18,12.306934,709.478432,60061.0,60062.0,60061.5,0.1,60061.0|60060.0|60059.0|60058.0|60057.0,60062.0|60063.0|60064.0|60065.0|60066.0,0.55141|0.07795|0.00145|0.16769|0.00017,12.5366|0.56267|5.90694|5.68863|5.29159,60070.65,60070.65251941,60101.4|60070.6|60070.5|60070.4|60070.3,60070.7|60070.8|60070.9|60071.4|60071.6,0.001|1.988|0.526|0.001|0.663,2.774|0.01|0.001|0.086|0.003,0.05038824,0.02519412,0.0,binance_source_age_mid,basis_high,False,pass,
