view_seq,view_ts,coin,session_id,connection_attempt,joined_raw_seq,joined_l2book_local_ts,joined_l2book_event_ts,join_age_ms,future_join,missing_join,reconnect_recovery_crossed,best_bid_px,best_ask_px,bid_topn_px,ask_topn_px,bid_topn_qty,ask_topn_qty,bid_topn_order_count,ask_topn_order_count,mid_px,spread_px,spread_ticks,book_freshness_bucket,market_view_quality
10,1780044682646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,14,1780044682037374894,1780044681727000000,608.780217,false,false,false,73681.0,73682.0,73681.0|73680.0|73679.0|73678.0|73677.0,73682.0|73683.0|73684.0|73685.0|73686.0,1.09653|0.09341|0.67967|0.69477|0.01374,9.81973|1.04033|3.14341|1.46367|5.55786,5|7|3|3|2,48|3|9|5|9,73681.5,1,10,warm,candidate_ready
11,1780044683146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,16,1780044682674223972,1780044682236000000,471.931139,false,false,false,73681.0,73682.0,73681.0|73680.0|73679.0|73678.0|73677.0,73682.0|73683.0|73684.0|73685.0|73686.0,0.41648|0.09341|0.72493|0.00017|0.24051,9.87973|1.04033|3.28251|2.74264|1.25717,4|7|4|1|3,49|3|9|4|6,73681.5,1,10,warm,candidate_ready
12,1780044683646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,18,1780044683171032317,1780044682767000000,475.122794,false,false,false,73674.0,73675.0,73674.0|73673.0|73672.0|73671.0|73670.0,73675.0|73676.0|73677.0|73678.0|73679.0,0.00032|0.00038|0.00017|0.00017|0.00038,14.89466|15.67112|15.26206|11.41257|11.98924,2|2|1|1|2,59|58|67|61|81,73674.5,1,10,warm,candidate_ready
13,1780044684146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,22,1780044683943000817,1780044683314000000,203.154294,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,0.30017|0.10356|0.00017|0.00183|0.00017,7.2037|8.81081|5.80284|8.33549|7.97385,2|2|1|4|1,41|40|36|43|38,73661.5,1,10,fresh,candidate_ready
14,1780044684646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,22,1780044683943000817,1780044683314000000,703.154294,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,0.30017|0.10356|0.00017|0.00183|0.00017,7.2037|8.81081|5.80284|8.33549|7.97385,2|2|1|4|1,41|40|36|43|38,73661.5,1,10,warm,candidate_ready
15,1780044685146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,25,1780044684802114410,1780044684390000000,344.040701,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73666.0|73667.0,4.36698|0.16205|0.52808|0.0468|1.35919,6.64971|0.05357|2.73498|0.72824|3.51202,16|3|3|4|2,20|3|4|6|5,73661.5,1,10,warm,candidate_ready
16,1780044685646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,26,1780044685239606141,1780044684947000000,406.548970,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.18087|0.16205|0.75472|0.06945|0.67965,7.87505|0.71302|2.46243|1.55714|4.52406,15|3|4|4|2,23|3|2|4|7,73661.5,1,10,warm,candidate_ready
17,1780044686146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,29,1780044685818237748,1780044685484000000,327.917363,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.49142|0.94712|1.43421|0.06945|0.00017,5.78261|0.03357|2.88016|3.59408|4.50994,14|6|5|4|1,21|2|5|5|7,73661.5,1,10,warm,candidate_ready
18,1780044686646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,30,1780044686342768592,1780044686009000000,303.386519,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.51092|0.2614|1.43421|0.06945|0.00017,6.18987|0.03357|2.88016|3.59408|4.50994,15|6|5|4|1,22|2|5|5|7,73661.5,1,10,warm,candidate_ready
19,1780044687146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,32,1780044686866941025,1780044686535000000,279.214086,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.45805|0.94037|0.75472|0.06945|0.00017,6.18791|0.03357|2.88016|3.59408|4.50994,16|6|4|4|1,22|2|5|5|7,73661.5,1,10,warm,candidate_ready
20,1780044687646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,35,1780044687405511801,1780044687087000000,240.643310,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.45715|0.49063|1.4342|0.06945|0.00017,6.18776|0.03357|3.55961|1.55713|6.88657,15|6|5|4|1,22|2|6|3|9,73661.5,1,10,fresh,candidate_ready
21,1780044688146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,37,1780044687949741697,1780044687648000000,196.413414,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.45745|0.26099|1.4342|0.06945|0.00017,5.56993|0.03357|2.71157|2.23657|6.13895,16|4|5|4|1,19|2|4|4|9,73661.5,1,10,fresh,candidate_ready
22,1780044688646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,38,1780044688519221387,1780044688186000000,126.933724,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.45745|0.26099|1.4342|0.06945|0.00017,5.57373|0.63362|2.71157|2.23657|6.13895,16|4|5|4|1,20|4|4|4|9,73661.5,1,10,fresh,candidate_ready
23,1780044689146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,38,1780044688519221387,1780044688186000000,626.933724,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.45745|0.26099|1.4342|0.06945|0.00017,5.57373|0.63362|2.71157|2.23657|6.13895,16|4|5|4|1,20|4|4|4|9,73661.5,1,10,warm,candidate_ready
24,1780044689646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,38,1780044688519221387,1780044688186000000,1126.933724,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.45745|0.26099|1.4342|0.06945|0.00017,5.57373|0.63362|2.71157|2.23657|6.13895,16|4|5|4|1,20|4|4|4|9,73661.5,1,10,stale,watch_only
25,1780044690146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,43,1780044690131605108,1780044689820000000,14.550003,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.45365|0.26099|0.75472|0.06945|0.00017,8.03059|0.22636|2.71157|1.55713|6.99517,16|4|4|4|1,22|3|4|3|10,73661.5,1,10,fresh,candidate_ready
26,1780044690646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,43,1780044690131605108,1780044689820000000,514.550003,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,4.45365|0.26099|0.75472|0.06945|0.00017,8.03059|0.22636|2.71157|1.55713|6.99517,16|4|4|4|1,22|3|4|3|10,73661.5,1,10,warm,candidate_ready
27,1780044691146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,45,1780044690664077367,1780044690390000000,482.077744,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,3.44704|0.1331|1.43421|0.06945|1.35916,8.92128|0.90582|3.01427|1.65713|6.89517,12|4|5|4|3,26|4|3|6|7,73661.5,1,10,warm,candidate_ready
28,1780044691646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,47,1780044691243699121,1780044690923000000,402.455990,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,2.00686|0.0022|0.52808|0.36945|0.67967,8.92127|0.22636|3.01427|1.65713|6.89517,11|2|3|5|2,26|3|3|6|7,73661.5,1,10,warm,candidate_ready
29,1780044692146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,49,1780044691828501844,1780044691487000000,317.653267,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,2.594|0.04744|0.52808|0.59613|0.67967,10.28021|0.22636|3.64695|0.29825|6.89517,12|3|3|6|2,27|3|4|5|7,73661.5,1,10,warm,candidate_ready
30,1780044692646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,51,1780044692403027069,1780044692021000000,243.128042,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,2.594|0.04744|0.52808|0.59634|0.67967,10.31924|0.22636|3.64695|0.29825|6.89517,12|3|3|7|2,30|3|4|5|7,73661.5,1,10,fresh,candidate_ready
31,1780044693146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,53,1780044692948723137,1780044692567000000,197.431974,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,3.24713|0.04744|0.52808|0.59634|0.67967,10.91252|0.22636|3.64695|0.29825|6.89585,13|3|3|7|2,32|3|4|5|8,73661.5,1,10,fresh,candidate_ready
32,1780044693646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,54,1780044693428054196,1780044693103000000,218.100915,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,2.56763|0.0022|0.52808|0.29634|0.67967,8.52906|1.58389|4.66612|2.94807|4.51922,12|2|3|6|2,31|4|5|7|6,73661.5,1,10,fresh,candidate_ready
33,1780044694146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,54,1780044693428054196,1780044693103000000,718.100915,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,2.56763|0.0022|0.52808|0.29634|0.67967,8.52906|1.58389|4.66612|2.94807|4.51922,12|2|3|6|2,31|4|5|7|6,73661.5,1,10,warm,candidate_ready
34,1780044694646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,55,1780044694282145917,1780044693646000000,364.009194,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,2.57013|0.04744|0.52808|0.59634|0.67967,10.39642|0.27191|5.00447|1.31741|5.53837,14|3|3|7|2,31|4|5|6|7,73661.5,1,10,warm,candidate_ready
35,1780044695146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,57,1780044695088391980,1780044694751000000,57.763131,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,2.02725|0.0022|0.52808|0.29634|0.00017,10.26956|4.06773|4.66738|2.94807|5.06869,13|2|3|6|1,30|5|6|7|7,73661.5,1,10,fresh,candidate_ready
36,1780044695646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,59,1780044695587599862,1780044695299000000,58.555249,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,0.51851|0.0022|0.52808|0.29634|0.67967,12.4299|4.06773|4.66738|2.94807|5.06869,10|2|3|6|2,31|5|6|7|7,73661.5,1,10,fresh,candidate_ready
37,1780044696146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,61,1780044696121582333,1780044695836000000,24.572778,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,0.1805|0.23572|1.20757|0.29634|0.67966,9.40815|4.06773|6.36464|0.29825|6.28893,8|4|4|6|2,26|5|7|5|9,73661.5,1,10,fresh,candidate_ready
38,1780044696646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,61,1780044696121582333,1780044695836000000,524.572778,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,0.1805|0.23572|1.20757|0.29634|0.67966,9.40815|4.06773|6.36464|0.29825|6.28893,8|4|4|6|2,26|5|7|5|9,73661.5,1,10,warm,candidate_ready
39,1780044697146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,63,1780044696738768432,1780044696376000000,407.386679,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,3.68102|0.23572|0.52808|0.29634|0.97966,8.86513|4.06773|6.36464|0.29825|6.33165,13|4|3|6|3,25|5|7|5|10,73661.5,1,10,warm,candidate_ready
40,1780044697646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,64,1780044697238937478,1780044696908000000,407.217633,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,3.68102|0.23572|0.52808|0.97583|0.30017,10.95302|4.06773|5.00573|0.29825|6.33165,13|4|3|7|2,30|5|6|5|10,73661.5,1,10,warm,candidate_ready
41,1780044698146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,65,1780044697799536485,1780044697450000000,346.618626,false,false,false,73661.0,73662.0,73661.0|73660.0|73659.0|73658.0|73657.0,73662.0|73663.0|73664.0|73665.0|73666.0,3.80389|0.23522|1.20756|0.29634|0.30017,5.73602|0.27191|5.68657|1.55576|2.3038,14|3|4|6|2,22|4|7|3|7,73661.5,1,10,warm,candidate_ready
42,1780044698646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,68,1780044698412487397,1780044698006000000,233.667714,false,false,false,73662.0,73663.0,73662.0|73661.0|73660.0|73659.0|73658.0,73663.0|73664.0|73665.0|73666.0|73667.0,36.63621|15.8718|0.60894|0.86869|0.29243,0.05906|0.00031|0.00017|0.00017|0.00038,230|38|8|6|5,3|2|1|1|2,73662.5,1,10,fresh,candidate_ready
43,1780044699146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,70,1780044698914700988,1780044698568000000,231.454123,false,false,false,73662.0,73663.0,73662.0|73661.0|73660.0|73659.0|73658.0,73663.0|73664.0|73665.0|73666.0|73667.0,31.92398|3.19245|3.0835|0.86869|0.29243,0.05906|0.00017|0.00017|0.00017|0.00038,108|17|8|6|5,3|1|1|1|2,73662.5,1,10,fresh,candidate_ready
44,1780044699646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,70,1780044698914700988,1780044698568000000,731.454123,false,false,false,73662.0,73663.0,73662.0|73661.0|73660.0|73659.0|73658.0,73663.0|73664.0|73665.0|73666.0|73667.0,31.92398|3.19245|3.0835|0.86869|0.29243,0.05906|0.00017|0.00017|0.00017|0.00038,108|17|8|6|5,3|1|1|1|2,73662.5,1,10,warm,candidate_ready
45,1780044700146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,72,1780044699977022782,1780044699140000000,169.132329,false,false,false,73662.0,73663.0,73662.0|73661.0|73660.0|73659.0|73658.0,73663.0|73664.0|73665.0|73666.0|73667.0,28.33561|3.07533|4.00212|1.10174|0.29243,0.05906|0.00017|0.00017|0.00017|0.00038,80|13|10|8|5,3|1|1|1|2,73662.5,1,10,fresh,candidate_ready
46,1780044700646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,78,1780044700547296983,1780044700173000000,98.858128,false,false,false,73668.0,73669.0,73668.0|73667.0|73666.0|73665.0|73664.0,73669.0|73670.0|73671.0|73672.0|73673.0,9.03355|9.29748|9.27603|7.35075|10.40089,0.00222|0.00017|0.00047|0.01395|1.01978,61|57|57|87|88,3|1|2|3|3,73668.5,1,10,fresh,candidate_ready
47,1780044701146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,79,1780044701098882213,1780044700725000000,47.272898,false,false,false,73668.0,73669.0,73668.0|73667.0|73666.0|73665.0|73664.0,73669.0|73670.0|73671.0|73672.0|73673.0,21.46911|7.24961|3.04305|4.50759|0.34275,0.00232|0.00017|0.00017|0.01374|1.01964,88|17|13|19|14,3|1|1|2|2,73668.5,1,10,fresh,candidate_ready
48,1780044701646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,81,1780044701642651734,1780044701290000000,3.503377,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,23.13822|19.48286|18.15938|2.06277|1.35884,0.00017|0.01418|1.01964|0.00105|3.36475,194|183|63|4|1,1|4|2|3|10,73670.5,1,10,fresh,candidate_ready
49,1780044702146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,81,1780044701642651734,1780044701290000000,503.503377,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,23.13822|19.48286|18.15938|2.06277|1.35884,0.00017|0.01418|1.01964|0.00105|3.36475,194|183|63|4|1,1|4|2|3|10,73670.5,1,10,warm,candidate_ready
50,1780044702646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,82,1780044702188193362,1780044701844000000,457.961749,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,18.94904|2.9651|3.48324|0.001|1.35884,0.13591|0.01418|1.02223|0.00119|2.88064,68|7|9|1|1,2|4|3|4|9,73670.5,1,10,warm,candidate_ready
51,1780044703146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,83,1780044702686406004,1780044702367000000,459.749107,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,15.36956|6.5433|1.10534|0.001|1.35884,2.07319|0.01418|1.02223|0.00119|2.88064,60|9|7|1|1,9|4|3|4|9,73670.5,1,10,warm,candidate_ready
52,1780044703646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,85,1780044703207153610,1780044702904000000,439.001501,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,14.29787|2.39374|0.96034|0.001|2.98945,1.84472|0.73367|1.02237|0.00105|3.55999,57|7|5|1|2,7|6|4|3|10,73670.5,1,10,warm,candidate_ready
53,1780044704146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,87,1780044703856855351,1780044703465000000,289.299760,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,5.40264|1.37861|0.96051|0.63369|0.67958,4.07607|2.79759|1.02237|5.1542|4.51108,27|4|6|3|2,14|8|4|5|10,73670.5,1,10,warm,candidate_ready
54,1780044704646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,87,1780044703856855351,1780044703465000000,789.299760,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,5.40264|1.37861|0.96051|0.63369|0.67958,4.07607|2.79759|1.02237|5.1542|4.51108,27|4|6|3|2,14|8|4|5|10,73670.5,1,10,warm,candidate_ready
55,1780044705146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,91,1780044704873790180,1780044704553000000,272.364931,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,3.20244|0.74803|0.96051|0.00117|0.67958,7.29949|3.40946|3.06047|3.79687|4.51108,28|4|6|2|2,24|6|6|4|10,73670.5,1,10,warm,candidate_ready
56,1780044705646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,92,1780044705407796362,1780044705094000000,238.358749,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,4.353|0.74803|0.96051|0.00117|0.97958,7.29271|3.40946|2.29492|3.79687|5.53011,33|4|6|2|3,23|6|6|4|11,73670.5,1,10,fresh,candidate_ready
57,1780044706146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,93,1780044705974691665,1780044705644000000,171.463446,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,4.47198|0.74803|0.96051|0.00117|0.97958,7.29271|3.40946|2.29492|3.79687|5.53011,34|4|6|2|3,23|6|6|4|11,73670.5,1,10,fresh,candidate_ready
58,1780044706646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,95,1780044706487844419,1780044706183000000,158.310692,false,false,false,73670.0,73671.0,73670.0|73669.0|73668.0|73667.0|73666.0,73671.0|73672.0|73673.0|73674.0|73675.0,4.44638|0.74803|0.96051|0.00117|0.97958,5.93293|4.76821|1.27587|3.79687|6.54914,34|4|6|2|3,21|7|5|4|12,73670.5,1,10,fresh,candidate_ready
59,1780044707146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,97,1780044707061567147,1780044706729000000,84.587964,false,false,false,73670.0,73671.0,73670.0|73668.0|73667.0|73666.0|73665.0,73671.0|73672.0|73673.0|73674.0|73675.0,0.34292|0.00017|0.00137|0.00017|0.05503,19.27075|4.76921|1.91063|5.15559|4.75546,4|1|2|1|4,47|8|7|5|11,73670.5,1,10,fresh,candidate_ready
60,1780044707646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,99,1780044707611851687,1780044707262000000,34.303424,false,false,false,73670.0,73671.0,73670.0|73668.0|73667.0|73666.0|73665.0,73671.0|73672.0|73673.0|73674.0|73675.0,0.01|0.00017|0.00017|0.04542|0.05503,18.93846|3.78195|1.91063|5.15559|5.82574,1|1|1|2|4,47|13|7|5|14,73670.5,1,10,fresh,candidate_ready
61,1780044708146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,101,1780044708123309534,1780044707800000000,22.845577,false,false,false,73670.0,73671.0,73670.0|73668.0|73667.0|73666.0|73665.0,73671.0|73672.0|73673.0|73674.0|73675.0,0.01|0.04542|0.00017|0.00017|0.05503,21.22747|3.78195|1.91063|5.15559|5.82574,1|2|1|1|4,49|13|7|5|14,73670.5,1,10,fresh,candidate_ready
