event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
11,trades,1784188820246,1784188820452052695,0.206228,buy,64211,64211,64212,1,0.005,14.07618,43,2815.236,44,0.00167,0.22878,0.23045,14.08118,0.01636581593303970263855728,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,3,1087,205,2,same_touch_stable_enough,real_bbo_history_touch_stability,754,1784188819492,9.22797,14.07618,4.84821,30,43,13,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
12,trades,1784188820360,1784188820556696427,0.196868,buy,64211,64211,64212,1,0.005,14.07618,43,2815.236,45,0.10167,0.22878,0.33045,14.08118,0.02346749349131251784296486516,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,3,1087,319,2,same_touch_stable_enough,real_bbo_history_touch_stability,868,1784188819492,9.22797,14.07618,4.84821,30,43,13,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
13,l2Book,1784188820577,1784188820830570563,0.253738,buy,64211,64211,64212,1,0.005,14.6302,45,2926.04,43,0.10167,0.22878,0.33045,14.6352,0.02257912430305018038701213513,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,4,1623,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1085,1784188819492,14.07618,14.6302,0.55402,43,45,2,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
14,trades,1784188820767,1784188821236798078,0.469975,buy,64211,64211,64212,1,0.005,14.6302,45,2926.04,40,0.10167,0.22429,0.32596,14.6352,0.02227232972559309063080791516,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,4,1623,190,3,same_touch_stable_enough,real_bbo_history_touch_stability,1275,1784188819492,14.07618,14.6302,0.55402,43,45,2,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
15,trades,1784188820843,1784188821237312756,0.394383,buy,64211,64211,64212,1,0.005,14.6302,45,2926.04,43,0.10167,0.22429,0.32596,14.6352,0.02227232972559309063080791516,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,4,1623,266,3,same_touch_stable_enough,real_bbo_history_touch_stability,1351,1784188819492,14.07618,14.6302,0.55402,43,45,2,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
16,trades,1784188820969,1784188821237493660,0.268545,buy,64211,64211,64212,1,0.005,14.6302,45,2926.04,40,0.10167,0.22329,0.32496,14.6352,0.02220400131190554280091833388,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,4,1623,392,3,same_touch_stable_enough,real_bbo_history_touch_stability,1477,1784188819492,14.07618,14.6302,0.55402,43,45,2,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
17,trades,1784188821039,1784188821323045353,0.284243,buy,64211,64211,64212,1,0.005,14.6302,45,2926.04,45,0.76882,0.22329,0.99211,14.6352,0.06778930250355307751175248715,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,4,1623,462,3,same_touch_stable_enough,real_bbo_history_touch_stability,1547,1784188819492,14.07618,14.6302,0.55402,43,45,2,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
18,l2Book,1784188821177,1784188821471690035,0.294858,buy,64211,64211,64212,1,0.005,13.99348,49,2798.696,45,0.76882,0.22329,0.99211,13.99848,0.07087269474971568341705670901,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,5,2223,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1685,1784188819492,14.6302,13.99348,-0.63672,45,49,4,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
19,trades,1784188821177,1784188821472080588,0.295147,buy,64211,64211,64212,1,0.005,13.99348,49,2798.696,47,0.76898,0.22329,0.99227,13.99848,0.07088412456209531320543373281,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,5,2223,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1685,1784188819492,14.6302,13.99348,-0.63672,45,49,4,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
20,trades,1784188821671,1784188821903069750,0.232271,buy,64211,64211,64212,1,0.005,13.99348,49,2798.696,36,0.76898,0.222,0.99098,13.99848,0.07079197169978454803664397849,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,5,2223,494,4,same_touch_stable_enough,real_bbo_history_touch_stability,2179,1784188819492,14.6302,13.99348,-0.63672,45,49,4,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
21,l2Book,1784188821731,1784188821951004759,0.220179,buy,64211,64211,64212,1,0.005,11.72682,41,2345.364,36,0.76898,0.222,0.99098,11.73182,0.08446941736235298529980855485,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,6,2777,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2239,1784188819492,14.6302,11.72682,-2.90338,49,41,-8,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
22,trades,1784188821804,1784188822004310472,0.20048,buy,64211,64211,64212,1,0.005,11.72682,41,2345.364,38,0.81635,0.222,1.03835,11.73182,0.0885071540477095625401685331,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,6,2777,73,5,same_touch_stable_enough,real_bbo_history_touch_stability,2312,1784188819492,14.6302,11.72682,-2.90338,49,41,-8,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
23,trades,1784188822008,1784188822237895993,0.23007,buy,64211,64211,64212,1,0.005,11.72682,41,2345.364,40,0.81635,0,0.81635,11.73182,0.06958425887884403272467528482,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,6,2777,277,5,same_touch_stable_enough,real_bbo_history_touch_stability,2516,1784188819492,14.6302,11.72682,-2.90338,49,41,-8,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
24,trades,1784188822073,1784188822273882570,0.201058,buy,64211,64211,64212,1,0.005,11.72682,41,2345.364,42,0.81635,0,0.81635,11.73182,0.06958425887884403272467528482,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,6,2777,342,5,same_touch_stable_enough,real_bbo_history_touch_stability,2581,1784188819492,14.6302,11.72682,-2.90338,49,41,-8,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
25,trades,1784188822208,1784188822396855558,0.189055,buy,64211,64211,64212,1,0.005,11.72682,41,2345.364,45,0.81635,0,0.81635,11.73182,0.06958425887884403272467528482,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,6,2777,477,5,same_touch_stable_enough,real_bbo_history_touch_stability,2716,1784188819492,14.6302,11.72682,-2.90338,49,41,-8,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
26,l2Book,1784188822275,1784188822508598494,0.233787,buy,64211,64211,64212,1,0.005,13.37014,45,2674.028,42,0.81635,0,0.81635,13.37514,0.06103487514897040330045143453,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,7,3321,0,6,same_touch_stable_enough,real_bbo_history_touch_stability,2783,1784188819492,14.6302,13.37014,-1.26006,49,45,-4,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
27,trades,1784188822275,1784188822509011166,0.234098,buy,64211,64211,64212,1,0.005,13.37014,45,2674.028,44,0.81635,0,0.81635,13.37514,0.06103487514897040330045143453,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,7,3321,0,6,same_touch_stable_enough,real_bbo_history_touch_stability,2783,1784188819492,14.6302,13.37014,-1.26006,49,45,-4,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
28,trades,1784188822397,1784188822589219692,0.192432,buy,64211,64211,64212,1,0.005,13.37014,45,2674.028,46,0.81635,0,0.81635,13.37514,0.06103487514897040330045143453,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,7,3321,122,6,same_touch_stable_enough,real_bbo_history_touch_stability,2905,1784188819492,14.6302,13.37014,-1.26006,49,45,-4,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
29,trades,1784188822475,1784188822693368839,0.218562,buy,64211,64211,64212,1,0.005,13.37014,45,2674.028,45,0.81635,0,0.81635,13.37514,0.06103487514897040330045143453,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,7,3321,200,6,same_touch_stable_enough,real_bbo_history_touch_stability,2983,1784188819492,14.6302,13.37014,-1.26006,49,45,-4,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
30,l2Book,1784188822816,1784188823067538406,0.25173,buy,64211,64211,64212,1,0.005,16.65863,61,3331.726,38,0.81468,0,0.81468,16.66363,0.04888970770474380432114731304,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,8,3862,0,7,same_touch_stable_enough,real_bbo_history_touch_stability,3324,1784188819492,14.6302,16.65863,2.02843,49,61,12,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
31,trades,1784188823014,1784188823284861691,0.271058,buy,64211,64211,64212,1,0.005,16.65863,61,3331.726,37,0.81468,0,0.81468,16.66363,0.04888970770474380432114731304,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,8,3862,198,7,same_touch_stable_enough,real_bbo_history_touch_stability,3522,1784188819492,14.6302,16.65863,2.02843,49,61,12,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
32,trades,1784188823079,1784188823321520937,0.242703,buy,64211,64211,64212,1,0.005,16.65863,61,3331.726,38,0.81468,0,0.81468,16.66363,0.04888970770474380432114731304,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,8,3862,263,7,same_touch_stable_enough,real_bbo_history_touch_stability,3587,1784188819492,14.6302,16.65863,2.02843,49,61,12,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
33,trades,1784188823206,1784188823400181676,0.194358,buy,64211,64211,64212,1,0.005,16.65863,61,3331.726,40,0.81468,0,0.81468,16.66363,0.04888970770474380432114731304,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,8,3862,390,7,same_touch_stable_enough,real_bbo_history_touch_stability,3714,1784188819492,14.6302,16.65863,2.02843,49,61,12,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
34,trades,1784188823281,1784188823521872871,0.241073,buy,64211,64211,64212,1,0.005,16.65863,61,3331.726,48,0.81468,0,0.81468,16.66363,0.04888970770474380432114731304,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,8,3862,465,7,same_touch_stable_enough,real_bbo_history_touch_stability,3789,1784188819492,14.6302,16.65863,2.02843,49,61,12,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
35,l2Book,1784188823418,1784188823703153013,0.285367,buy,64216,64216,64217,1,0.005,14.32452,55,2864.904,47,0,0.71468,0.71468,14.32952,0.04987466432930063254037818434,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,9,4464,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784188823418,,14.32452,,,55,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
36,trades,1784188823418,1784188823703598959,0.285676,buy,64216,64216,64217,1,0.005,14.32452,55,2864.904,49,0,0.71468,0.71468,14.32952,0.04987466432930063254037818434,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,9,4464,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784188823418,,14.32452,,,55,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
37,trades,1784188823484,1784188823729315578,0.245492,buy,64216,64216,64217,1,0.005,14.32452,55,2864.904,51,0,0.71468,0.71468,14.32952,0.04987466432930063254037818434,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,9,4464,66,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,66,1784188823418,,14.32452,,,55,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
38,l2Book,1784188823943,1784188824122557969,0.179775,buy,64216,64216,64217,1,0.005,19.77114,70,3954.228,45,0,0.71468,0.71468,19.77614,0.03613849821046978834089969023,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,10,4989,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,525,1784188823418,14.32452,19.77114,5.44662,55,70,15,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
39,trades,1784188823994,1784188824201746735,0.20794,buy,64216,64216,64217,1,0.005,19.77114,70,3954.228,45,0,0.71468,0.71468,19.77614,0.03613849821046978834089969023,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,10,4989,51,2,same_touch_stable_enough,real_bbo_history_touch_stability,576,1784188823418,14.32452,19.77114,5.44662,55,70,15,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
40,trades,1784188824250,1784188824465405568,0.215595,buy,64216,64216,64217,1,0.005,19.77114,70,3954.228,38,0,0.04737,0.04737,19.77614,0.002395310712808465150428748987,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,10,4989,307,2,same_touch_stable_enough,real_bbo_history_touch_stability,832,1784188823418,14.32452,19.77114,5.44662,55,70,15,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
41,trades,1784188824340,1784188824504785669,0.164974,buy,64216,64216,64217,1,0.005,19.77114,70,3954.228,41,0,0.04737,0.04737,19.77614,0.002395310712808465150428748987,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,10,4989,397,2,same_touch_stable_enough,real_bbo_history_touch_stability,922,1784188823418,14.32452,19.77114,5.44662,55,70,15,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
42,trades,1784188824397,1784188824598724783,0.201926,buy,64216,64216,64217,1,0.005,19.77114,70,3954.228,42,0,0.04737,0.04737,19.77614,0.002395310712808465150428748987,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,10,4989,454,2,same_touch_stable_enough,real_bbo_history_touch_stability,979,1784188823418,14.32452,19.77114,5.44662,55,70,15,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
