attempt,event_sequence,phase,source_status,source_reason,symbol,target_symbol,horizon_ms,signal_ts_ms,source_age_ms,hl_mid_px,binance_mid_px,basis_mid_ticks,lead_move_ticks,fair_mid_px,hl_public_state_seq,hl_l2_state_seq,binance_state_seq,binance_source,inference_scope
2,1870,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784189311392,1280,,,,,,1896,1896,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,2062,post_open_orders_pre_submit_fair_mid_source,pass,,BTC,BTC,1000,1784189367604,228,64124.5,64107.05,-17.45,-7.399999999994179,64117.100000000006,2089,2089,12,binance_usdm_public_book_ticker,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,2190,post_open_orders_pre_submit_fair_mid_source,pass,,BTC,BTC,1000,1784189404378,249,64119.5,64101.25,-18.25,-5.80000000000291,64113.7,2218,2218,13,binance_usdm_public_book_ticker,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,2245,post_open_orders_pre_submit_fair_mid_source,pass,,BTC,BTC,1000,1784189417269,227,64095.5,64070.05,-25.45,-25.0,64070.5,2274,2274,14,binance_usdm_public_book_ticker,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,2247,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784189418156,480,,,,,,2277,2277,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,2249,post_open_orders_pre_submit_fair_mid_source,pass,,BTC,BTC,1000,1784189419093,32,64089.5,64069.25,-20.25,-0.8000000000029104,64088.7,2280,2280,16,binance_usdm_public_book_ticker,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,2504,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784189466419,369,,,,,,2544,2544,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,2747,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784189521843,1245,,,,,,2795,2795,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,2750,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784189523298,370,,,,,,2799,2799,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,2890,post_open_orders_pre_submit_fair_mid_source,pass,,BTC,BTC,1000,1784189553170,222,64057.5,64033.75,-23.75,-21.30000000000291,64036.2,2943,2943,20,binance_usdm_public_book_ticker,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,3842,post_open_orders_pre_submit_fair_mid_source,pass,,BTC,BTC,1000,1784189758974,213,63896.5,63876.149999999994,-20.35,-25.0,63871.5,3905,3905,21,binance_usdm_public_book_ticker,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,3864,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784189762413,369,,,,,,3931,3931,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,4045,post_open_orders_pre_submit_fair_mid_source,block,fair_mid_source_stale,BTC,BTC,1000,1784189806244,363,,,,,,4120,4120,,,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
2,4124,post_open_orders_pre_submit_fair_mid_source,pass,,BTC,BTC,1000,1784189823076,83,63913.5,63897.95,-15.55,8.5,63922.0,4201,4201,24,binance_usdm_public_book_ticker,decision_time_public_fair_mid_source_not_pnl_or_fill_probability
