attempt,event_sequence,phase,open_orders_end_unix_seconds,open_orders_end_ns,pre_open_orders_public_state_seq,pre_open_orders_l2_state_seq,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_l2_local_receive_ts_ns,post_open_orders_public_state_channel,post_open_orders_exchange_time_ms,state_observed_after_open_orders_end,wait_timeout_seconds,status,reason,current_bid,current_ask,inference_scope
2,2558,post_open_orders_l2_resync,1784189478.900009,1784189478900008960,2598,2596,2599,2599,1784189479250571150,l2Book,1784189478922,True,0.76125,pass,,64051.0,64052.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2591,post_open_orders_l2_resync,1784189483.7545753,1784189483754575360,2632,2629,2634,2634,1784189483935706433,l2Book,1784189483714,True,0.7124999999999999,pass,,64062.0,64063.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2614,post_open_orders_l2_resync,1784189488.4601426,1784189488460142592,2657,2656,2660,2660,1784189488896734405,l2Book,1784189488612,True,0.7025000000000001,pass,,64062.0,64063.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2723,post_open_orders_l2_resync,1784189516.4802299,1784189516480229888,2769,2767,2770,2770,1784189516592198232,l2Book,1784189516321,True,0.70875,pass,,64087.0,64088.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2747,post_open_orders_l2_resync,1784189522.940342,1784189522940342016,2794,2792,2795,2795,1784189523072005973,l2Book,1784189522799,True,0.6975,pass,,64084.0,64085.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2750,post_open_orders_l2_resync,1784189523.3795276,1784189523379527680,2798,2795,2799,2799,1784189523657614893,l2Book,1784189523343,True,0.7062499999999999,pass,,64080.0,64081.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2761,post_open_orders_l2_resync,1784189525.6143281,1784189525614328064,2810,2809,2811,2811,1784189525895788000,l2Book,1784189525525,True,0.7062499999999999,pass,,64076.0,64077.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2885,post_open_orders_l2_resync,1784189551.7172246,1784189551717224704,2935,2935,2937,2937,1784189552689141250,l2Book,1784189551974,True,0.73,pass,,64059.0,64060.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2890,post_open_orders_l2_resync,1784189553.2095196,1784189553209519616,2942,2940,2943,2943,1784189553381057933,l2Book,1784189553063,True,0.73,pass,,64057.0,64058.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2940,post_open_orders_l2_resync,1784189566.3464162,1784189566346416128,2993,2991,2994,2994,1784189566773189836,l2Book,1784189566498,True,0.7062499999999999,pass,,64046.0,64047.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,2973,post_open_orders_l2_resync,1784189574.4779437,1784189574477943552,3027,3026,3028,3028,1784189574785914754,l2Book,1784189574539,True,0.6900000000000001,pass,,64035.0,64036.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,3305,post_open_orders_l2_resync,1784189646.3837483,1784189646383748352,3360,3357,3361,3361,1784189646642237329,l2Book,1784189646358,True,0.78125,pass,,63968.0,63969.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,3449,post_open_orders_l2_resync,1784189676.8472872,1784189676847287296,3505,3504,3507,3507,1784189677429406102,l2Book,1784189677066,True,0.705,pass,,63951.0,63952.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,3662,post_open_orders_l2_resync,1784189724.0662131,1784189724066213120,3720,3720,3722,3722,1784189724478696590,l2Book,1784189724209,True,0.69125,pass,,63937.0,63938.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,3679,post_open_orders_l2_resync,1784189727.3417845,1784189727341784576,3739,3738,3741,3741,1784189727712411406,l2Book,1784189727448,True,0.7074999999999999,pass,,63929.0,63930.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,3842,post_open_orders_l2_resync,1784189758.825043,1784189758825042944,3904,3903,3905,3905,1784189759175266968,l2Book,1784189758744,True,0.75125,pass,,63896.0,63897.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,3844,post_open_orders_l2_resync,1784189759.38846,1784189759388460032,3907,3905,3909,3909,1784189759555118442,l2Book,1784189759282,True,0.75125,pass,,63894.0,63895.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,3864,post_open_orders_l2_resync,1784189762.5254598,1784189762525459712,3929,3927,3931,3931,1784189762771476066,l2Book,1784189762550,True,0.75125,pass,,63887.0,63888.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,3960,post_open_orders_l2_resync,1784189787.6247413,1784189787624741376,4027,4027,4031,4031,1784189788091431668,l2Book,1784189787861,True,0.6975,pass,,63875.0,63876.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,4045,post_open_orders_l2_resync,1784189806.0142093,1784189806014209280,4116,4116,4120,4120,1784189806596455542,l2Book,1784189806203,True,0.745,pass,,63907.0,63908.0,requires_l2Book_observed_after_private_open_orders_before_reprice
2,4124,post_open_orders_l2_resync,1784189822.897051,1784189822897051136,4199,4198,4201,4201,1784189823146360100,l2Book,1784189822916,True,0.7725,pass,,63913.0,63914.0,requires_l2Book_observed_after_private_open_orders_before_reprice
