attempt,status,reason,handoff_phase,candidate_source_exchange_time_ms,candidate_age_seconds,max_age_seconds,trigger_candidate_source_exchange_time_ms,trigger_candidate_age_seconds,trigger_candidate_side,trigger_candidate_quote_px,trigger_candidate_size_btc,trigger_candidate_quality_bucket,trigger_candidate_freshness_status,trigger_candidate_skip_reason,current_reprice_allowed,current_reprice_skip_reason,current_reprice_candidate_source_exchange_time_ms,current_reprice_candidate_age_seconds,selected_side,selected_quote_px,current_bid,current_ask,selected_size_btc,max_order_size_btc,quality_bucket,current_same_side_top_qty_btc,current_same_side_top_order_count,current_top_depth_multiple_of_order,post_only_tif,post_only_non_crossing,current_touch_match,source
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189209282,0.542,1.0,1784189209282,0.542,buy,64165,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189209282,0.542,,,64153.0,64154.0,,0.005,,0.78783,2,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189256403,0.541,1.0,1784189256403,0.541,buy,64168,0.002,quality_b,pass,,True,,1784189256403,0.541,buy,64162.0,64162.0,64163.0,0.005,0.005,quality_a,0.01794,3,3.588,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189259639,0.484,1.0,1784189259639,0.484,buy,64161,0.00095,quality_a,pass,,True,,1784189259639,0.484,buy,64157.0,64157.0,64158.0,0.00095,0.005,quality_a,0.00445,1,4.68421053,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189268837,0.561,1.0,1784189268837,0.561,buy,64150,0.005,quality_a,pass,,True,,1784189268837,0.561,buy,64146.0,64146.0,64147.0,0.002,0.005,quality_b,0.14586,1,72.93,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189269450,0.678,1.0,1784189269450,0.678,buy,64146,0.002,quality_b,pass,,True,,1784189269450,0.678,buy,64145.0,64145.0,64146.0,0.005,0.005,quality_a,0.0003,1,0.06,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189304144,0.445,1.0,1784189304144,0.445,buy,64142,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189304144,0.445,,,64142.0,64143.0,,0.005,,0.33031,6,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189312114,0.546,1.0,1784189312114,0.546,buy,64134,0.00049,quality_a,pass,,True,,1784189312114,0.546,buy,64132.0,64132.0,64133.0,0.00049,0.005,quality_b,0.01349,2,27.53061224,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189367252,0.568,1.0,1784189367252,0.568,buy,64130,0.00254,quality_a,pass,,True,,1784189367252,0.568,buy,64124.0,64124.0,64125.0,0.00254,0.005,quality_a,0.0082,2,3.22834646,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189404249,0.366,1.0,1784189404249,0.366,buy,64122,0.00153,quality_a,pass,,True,,1784189404249,0.366,buy,64119.0,64119.0,64120.0,0.00153,0.005,quality_a,0.00401,1,2.62091503,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189417001,0.484,1.0,1784189417001,0.484,buy,64097,0.00046,quality_a,pass,,True,,1784189417001,0.484,buy,64095.0,64095.0,64096.0,0.00046,0.005,quality_a,0.00033,1,0.7173913,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189418147,0.479,1.0,1784189418147,0.479,buy,64095,0.00488,quality_a,pass,,True,,1784189418147,0.479,buy,64090.0,64090.0,64091.0,0.00488,0.005,quality_a,0.00247,1,0.50614754,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189418616,0.499,1.0,1784189418616,0.499,buy,64090,0.005,quality_a,pass,,True,,1784189418616,0.499,buy,64089.0,64089.0,64090.0,0.005,0.005,quality_a,0.00065,1,0.13,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189425695,0.639,1.0,1784189425695,0.639,buy,64074,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189425695,0.639,,,64063.0,64064.0,,0.005,,0.78893,2,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189447580,0.8,1.0,1784189447580,0.8,buy,64010,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784189447580,0.8,,,64010.0,64011.0,,0.005,,1.05651,3,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189465906,0.865,1.0,1784189465906,0.865,buy,64062,0.002,quality_b,pass,,True,,1784189465906,0.865,buy,64061.0,64061.0,64062.0,0.005,0.005,quality_a,0.00771,2,1.542,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189478650,0.6,1.0,1784189478650,0.6,buy,64058,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189478650,0.6,,,64051.0,64052.0,,0.005,,1.15757,6,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189483522,0.413,1.0,1784189483522,0.413,buy,64070,0.00063,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189483522,0.413,,,64062.0,64063.0,,0.005,,14.92229,1,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189488130,0.766,1.0,1784189488130,0.766,buy,64068,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189488130,0.766,,,64062.0,64063.0,,0.005,,1.33222,5,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189516256,0.336,1.0,1784189516256,0.336,buy,64090,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189516256,0.336,,,64087.0,64088.0,,0.005,,14.78016,2,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189522716,0.356,1.0,1784189522716,0.356,buy,64088,8e-05,quality_a,pass,,True,,1784189522716,0.356,buy,64084.0,64084.0,64085.0,8e-05,0.005,quality_b,0.0022,1,27.5,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189523141,0.516,1.0,1784189523141,0.516,buy,64084,0.00125,quality_a,pass,,True,,1784189523141,0.516,buy,64080.0,64080.0,64081.0,0.00125,0.005,quality_a,0.00349,1,2.792,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189525387,0.508,1.0,1784189525387,0.508,buy,64080,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189525387,0.508,,,64076.0,64077.0,,0.005,,14.55162,2,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,post_open_orders_handoff_latency_exceeded,post_open_orders_inline_reprice,1784189551467,1.222,1.0,1784189551467,1.222,buy,64065,0.005,quality_a,pass,,True,,1784189551467,1.222,buy,64059.0,64059.0,64060.0,0.005,0.005,quality_a,0.00195,1,,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189552937,0.444,1.0,1784189552937,0.444,buy,64059,0.00298,quality_a,pass,,True,,1784189552937,0.444,buy,64057.0,64057.0,64058.0,0.00298,0.005,quality_a,0.03692,2,12.38926174,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189566094,0.679,1.0,1784189566094,0.679,buy,64050,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189566094,0.679,,,64046.0,64047.0,,0.005,,2.74791,14,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189574205,0.581,1.0,1784189574205,0.581,buy,64039,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784189574205,0.581,,,64035.0,64036.0,,0.005,,6.49896,3,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189646095,0.547,1.0,1784189646095,0.547,buy,63981,0.00175,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189646095,0.547,,,63968.0,63969.0,,0.005,,3.06276,3,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189676601,0.828,1.0,1784189676601,0.828,buy,63956,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784189676601,0.828,,,63951.0,63952.0,,0.005,,1.96254,6,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189723662,0.816,1.0,1784189723662,0.816,buy,63938,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189723662,0.816,,,63937.0,63938.0,,0.005,,0.3735,8,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189727051,0.661,1.0,1784189727051,0.661,buy,63930,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189727051,0.661,,,63929.0,63930.0,,0.005,,1.73082,3,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189758551,0.624,1.0,1784189758551,0.624,buy,63899,0.002,quality_b,pass,,True,,1784189758551,0.624,buy,63896.0,63896.0,63897.0,0.005,0.005,quality_a,0.04304,3,8.608,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189759078,0.477,1.0,1784189759078,0.477,buy,63896,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784189759078,0.477,,,63894.0,63895.0,,0.005,,1.76127,11,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189762294,0.477,1.0,1784189762294,0.477,buy,63889,0.002,quality_b,pass,,True,,1784189762294,0.477,buy,63887.0,63887.0,63888.0,0.005,0.005,quality_a,0.01564,2,3.128,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784189787333,0.758,1.0,1784189787333,0.758,buy,63884,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784189787333,0.758,,,63875.0,63876.0,,0.005,,0.55565,4,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189805690,0.906,1.0,1784189805690,0.906,buy,63931,0.005,quality_a,pass,,True,,1784189805690,0.906,buy,63907.0,63907.0,63908.0,0.005,0.005,quality_a,0.02547,3,5.094,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784189822671,0.475,1.0,1784189822671,0.475,buy,63915,0.00399,quality_a,pass,,True,,1784189822671,0.475,buy,63913.0,63913.0,63914.0,0.00399,0.005,quality_a,0.0379,1,9.49874687,Alo,True,True,inline_reprice_current_candidate_guard
