schema_version,session_id,horizon_ms,identification_class,grid_count,fraction_of_nominal_calendar_grid,binary_endpoint_identification_supported,interval_likelihood_eligible,formal_eligible,primary_selection_eligible
skhynix_stage_h0a_support_v1,aug03,100,right_censored_segment,100,0.000055561853,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,100,right_censored_source_end,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,100,epoch_censored,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,100,core_quality_censored,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,100,source_gap_censored,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,100,reference_quote_unavailable,33,0.000018335411,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,100,invalid_quote_state,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,250,binary_identification_supported,1799513,0.999842759957,true,true,false,true
skhynix_stage_h0a_support_v1,aug03,250,interval_likelihood_only_supported,0,0.000000000000,false,true,false,true
skhynix_stage_h0a_support_v1,aug03,250,right_censored_segment,250,0.000138904631,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,250,right_censored_source_end,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,250,epoch_censored,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,250,core_quality_censored,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,250,source_gap_censored,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,250,reference_quote_unavailable,33,0.000018335411,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,250,invalid_quote_state,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,500,binary_identification_supported,1799263,0.999703855326,true,true,false,true
skhynix_stage_h0a_support_v1,aug03,500,interval_likelihood_only_supported,0,0.000000000000,false,true,false,true
skhynix_stage_h0a_support_v1,aug03,500,right_censored_segment,500,0.000277809263,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,500,right_censored_source_end,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,500,epoch_censored,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,500,core_quality_censored,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,500,source_gap_censored,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,500,reference_quote_unavailable,33,0.000018335411,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,500,invalid_quote_state,0,0.000000000000,false,false,false,true
skhynix_stage_h0a_support_v1,aug03,1000,binary_identification_supported,1798763,0.999426046063,true,true,false,false
skhynix_stage_h0a_support_v1,aug03,1000,interval_likelihood_only_supported,0,0.000000000000,false,true,false,false
skhynix_stage_h0a_support_v1,aug03,1000,right_censored_segment,1000,0.000555618526,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,1000,right_censored_source_end,0,0.000000000000,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,1000,epoch_censored,0,0.000000000000,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,1000,core_quality_censored,0,0.000000000000,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,1000,source_gap_censored,0,0.000000000000,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,1000,reference_quote_unavailable,33,0.000018335411,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,1000,invalid_quote_state,0,0.000000000000,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,2000,binary_identification_supported,1797763,0.998870427537,true,true,false,false
skhynix_stage_h0a_support_v1,aug03,2000,interval_likelihood_only_supported,0,0.000000000000,false,true,false,false
skhynix_stage_h0a_support_v1,aug03,2000,right_censored_segment,2000,0.001111237051,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,2000,right_censored_source_end,0,0.000000000000,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,2000,epoch_censored,0,0.000000000000,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,2000,core_quality_censored,0,0.000000000000,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,2000,source_gap_censored,0,0.000000000000,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,2000,reference_quote_unavailable,33,0.000018335411,false,false,false,false
skhynix_stage_h0a_support_v1,aug03,2000,invalid_quote_state,0,0.000000000000,false,false,false,false
skhynix_stage_h0a_support_v1,aug04,50,binary_identification_supported,719976,0.999993055372,true,true,true,true
skhynix_stage_h0a_support_v1,aug04,50,interval_likelihood_only_supported,0,0.000000000000,false,true,true,true
skhynix_stage_h0a_support_v1,aug04,50,right_censored_segment,5,0.000006944628,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,50,right_censored_source_end,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,50,epoch_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,50,core_quality_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,50,source_gap_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,50,reference_quote_unavailable,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,50,invalid_quote_state,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,100,binary_identification_supported,719971,0.999986110745,true,true,true,true
skhynix_stage_h0a_support_v1,aug04,100,interval_likelihood_only_supported,0,0.000000000000,false,true,true,true
skhynix_stage_h0a_support_v1,aug04,100,right_censored_segment,10,0.000013889255,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,100,right_censored_source_end,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,100,epoch_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,100,core_quality_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,100,source_gap_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,100,reference_quote_unavailable,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,100,invalid_quote_state,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,250,binary_identification_supported,719956,0.999965276861,true,true,true,true
skhynix_stage_h0a_support_v1,aug04,250,interval_likelihood_only_supported,0,0.000000000000,false,true,true,true
skhynix_stage_h0a_support_v1,aug04,250,right_censored_segment,25,0.000034723139,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,250,right_censored_source_end,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,250,epoch_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,250,core_quality_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,250,source_gap_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,250,reference_quote_unavailable,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,250,invalid_quote_state,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,500,binary_identification_supported,719931,0.999930553723,true,true,true,true
skhynix_stage_h0a_support_v1,aug04,500,interval_likelihood_only_supported,0,0.000000000000,false,true,true,true
skhynix_stage_h0a_support_v1,aug04,500,right_censored_segment,50,0.000069446277,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,500,right_censored_source_end,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,500,epoch_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,500,core_quality_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,500,source_gap_censored,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,500,reference_quote_unavailable,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,500,invalid_quote_state,0,0.000000000000,false,false,true,true
skhynix_stage_h0a_support_v1,aug04,1000,binary_identification_supported,719881,0.999861107446,true,true,true,false
skhynix_stage_h0a_support_v1,aug04,1000,interval_likelihood_only_supported,0,0.000000000000,false,true,true,false
skhynix_stage_h0a_support_v1,aug04,1000,right_censored_segment,100,0.000138892554,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,1000,right_censored_source_end,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,1000,epoch_censored,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,1000,core_quality_censored,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,1000,source_gap_censored,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,1000,reference_quote_unavailable,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,1000,invalid_quote_state,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,2000,binary_identification_supported,719781,0.999722214892,true,true,true,false
skhynix_stage_h0a_support_v1,aug04,2000,interval_likelihood_only_supported,0,0.000000000000,false,true,true,false
skhynix_stage_h0a_support_v1,aug04,2000,right_censored_segment,200,0.000277785108,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,2000,right_censored_source_end,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,2000,epoch_censored,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,2000,core_quality_censored,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,2000,source_gap_censored,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,2000,reference_quote_unavailable,0,0.000000000000,false,false,true,false
skhynix_stage_h0a_support_v1,aug04,2000,invalid_quote_state,0,0.000000000000,false,false,true,false
