event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
11,trades,1784122222008,1784122222324130563,0.316274,buy,65319,65319,65320,1,0.005,22.4166,142,4483.32,14,0,0.0611,0.0611,22.4216,0.002725050843829164734006493738,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,4,1607,403,1,same_touch_stable_enough,real_bbo_history_touch_stability,403,1784122221605,,22.4166,,,142,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
12,l2Book,1784122222118,1784122222416353995,0.298509,buy,65321,65321,65322,1,0.005,32.89946,188,6579.892,13,0,0.0633,0.0633,32.90446,0.001923751369875086842330796494,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,5,2120,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122222118,,32.89946,,,188,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
13,trades,1784122222204,1784122222483068620,0.279243,buy,65321,65321,65322,1,0.005,32.89946,188,6579.892,15,0,0.0633,0.0633,32.90446,0.001923751369875086842330796494,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,5,2120,86,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,86,1784122222118,,32.89946,,,188,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
14,l2Book,1784122222671,1784122222984365818,0.31352,buy,65323,65323,65324,1,0.005,14.05335,63,2810.67,14,0,0.0611,0.0611,14.05835,0.004346171492387086678024092443,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,6,2673,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122222671,,14.05335,,,63,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
15,trades,1784122223002,1784122223279549933,0.277708,buy,65323,65323,65324,1,0.005,14.05335,63,2810.67,18,0.00018,0.0611,0.06128,14.05835,0.004358975270924397244342330359,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,6,2673,331,1,same_touch_stable_enough,real_bbo_history_touch_stability,331,1784122222671,,14.05335,,,63,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
16,l2Book,1784122223203,1784122223516346331,0.313522,buy,65323,65323,65324,1,0.005,15.24259,60,3048.518,16,0.00018,0.06092,0.0611,15.24759,0.004007190644554319731839589076,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,7,3205,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,532,1784122222671,14.05335,15.24259,1.18924,63,60,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
17,l2Book,1784122223742,1784122224180759900,0.438947,buy,65323,65323,65324,1,0.005,9.8527,42,1970.54,12,0.00018,0.00029,0.00047,9.8577,0.00004767846455055438895482719093,strict_trade_through_seen_but_visible_top_not_depleted,,0.00011,False,outside_quality_a_b_queue_bands,8,3744,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1071,1784122222671,15.24259,9.8527,-5.38989,63,42,-21,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
18,l2Book,1784122224257,1784122224522708605,0.265912,buy,65323,65323,65324,1,0.005,0.58744,12,117.488,9,0.00018,0,0.00018,0.59244,0.0003038282357707109580717034636,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support,9,4259,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1586,1784122222671,15.24259,0.58744,-14.65515,63,12,-51,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
19,trades,1784122224654,1784122224937004015,0.283161,buy,65323,65323,65324,1,0.005,0.58744,12,117.488,10,0.01932,0,0.01932,0.59244,0.03261089730605630949969617176,touched_quote_without_depletion,,0.00483,False,missing_same_side_strict_through_support,9,4259,397,4,same_touch_stable_enough,real_bbo_history_touch_stability,1983,1784122222671,15.24259,0.58744,-14.65515,63,12,-51,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
20,l2Book,1784122224791,1784122225070279117,0.279443,buy,65322,65322,65323,1,0.005,0.00016,1,0.032,8,0,0,0,0.00516,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,10,4793,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122224791,,0.00016,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
21,trades,1784122225057,1784122225342459238,0.285618,buy,65322,65322,65323,1,0.005,0.00016,1,0.032,8,0,0.00158,0.00158,0.00516,0.3062015503875968992248062016,depleted_visible_top_proxy_only,quality_a,0.00039,True,,10,4793,266,1,same_touch_stable_enough,real_bbo_history_touch_stability,266,1784122224791,,0.00016,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
22,trades,1784122225402,1784122225794532577,0.392658,buy,65316,65316,65317,1,0.005,0.01812,2,3.624,15,0.02124,0.12088,0.14212,0.02312,6.147058823529411764705882353,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,11,5308,96,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,96,1784122225306,,0.01812,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
23,trades,1784122225477,1784122225794816679,0.317883,buy,65316,65316,65317,1,0.005,0.01812,2,3.624,16,0.02124,0.12088,0.14212,0.02312,6.147058823529411764705882353,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,11,5308,171,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,171,1784122225306,,0.01812,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
24,trades,1784122225668,1784122225967354302,0.299541,buy,65316,65316,65317,1,0.005,0.01812,2,3.624,24,0.02124,0.92025,0.94149,0.02312,40.72188581314878892733564014,depleted_top_plus_order_proxy,quality_a,0.005,True,,11,5308,362,1,same_touch_stable_enough,real_bbo_history_touch_stability,362,1784122225306,,0.01812,,,2,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
25,l2Book,1784122225884,1784122226177957607,0.294162,buy,65311,65311,65312,1,0.005,7.49907,7,1499.814,24,0.51308,0,0.51308,7.50407,0.06837356261335515260385364209,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,12,5886,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122225884,,7.49907,,,7,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
26,l2Book,1784122226409,1784122226722347087,0.313528,buy,65319,65319,65320,1,0.005,13.43856,95,2687.712,20,0,0.94149,0.94149,13.44356,0.07003278893388358440770153144,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,13,6411,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122226409,,13.43856,,,95,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
27,trades,1784122226677,1784122226978543262,0.301718,buy,65319,65319,65320,1,0.005,13.43856,95,2687.712,21,0,0.94149,0.94149,13.44356,0.07003278893388358440770153144,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,13,6411,268,1,same_touch_stable_enough,real_bbo_history_touch_stability,268,1784122226409,,13.43856,,,95,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
28,trades,1784122226875,1784122227172159862,0.297368,buy,65319,65319,65320,1,0.005,13.43856,95,2687.712,23,0,0.94149,0.94149,13.44356,0.07003278893388358440770153144,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,13,6411,466,1,same_touch_stable_enough,real_bbo_history_touch_stability,466,1784122226409,,13.43856,,,95,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
29,l2Book,1784122227003,1784122227373833584,0.371027,buy,65320,65320,65322,2,0.005,9.45796,25,1891.592,23,0,0.94149,0.94149,9.46296,0.09949212508559689568591645743,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,14,7005,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122227003,,9.45796,,,25,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
30,trades,1784122227003,1784122227374235680,0.371318,buy,65320,65320,65322,2,0.005,9.45796,25,1891.592,24,0,0.94149,0.94149,9.46296,0.09949212508559689568591645743,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,14,7005,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122227003,,9.45796,,,25,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
31,trades,1784122227206,1784122227486634791,0.280841,buy,65320,65320,65322,2,0.005,9.45796,25,1891.592,25,0,0.94149,0.94149,9.46296,0.09949212508559689568591645743,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,14,7005,203,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,203,1784122227003,,9.45796,,,25,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
32,l2Book,1784122227541,1784122227819051349,0.278278,buy,65321,65321,65322,1,0.005,37.47922,149,7495.844,25,0.00016,0.94149,0.94165,37.48422,0.02512123768348387668197444151,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,15,7543,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784122227541,,37.47922,,,149,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
33,trades,1784122227951,1784122228220373835,0.269562,buy,65321,65321,65322,1,0.005,37.47922,149,7495.844,27,0.00016,0.94149,0.94165,37.48422,0.02512123768348387668197444151,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,15,7543,410,1,same_touch_stable_enough,real_bbo_history_touch_stability,410,1784122227541,,37.47922,,,149,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
34,trades,1784122228021,1784122228304566996,0.283751,buy,65321,65321,65322,1,0.005,37.47922,149,7495.844,28,0.00016,0.94149,0.94165,37.48422,0.02512123768348387668197444151,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,15,7543,480,1,same_touch_stable_enough,real_bbo_history_touch_stability,480,1784122227541,,37.47922,,,149,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
35,l2Book,1784122228089,1784122228344096328,0.255304,buy,65321,65321,65322,1,0.005,14.90958,56,2981.916,27,0.00016,0.93991,0.94007,14.91458,0.06303026970923753803325336684,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,16,8091,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,548,1784122227541,37.47922,14.90958,-22.56964,149,56,-93,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
36,trades,1784122228417,1784122228660371771,0.243578,buy,65321,65321,65322,1,0.005,14.90958,56,2981.916,23,0.10016,0.79937,0.89953,14.91458,0.06031212410942849211979150603,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,16,8091,328,2,same_touch_stable_enough,real_bbo_history_touch_stability,876,1784122227541,37.47922,14.90958,-22.56964,149,56,-93,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
37,l2Book,1784122228623,1784122229269047422,0.646273,buy,65321,65321,65322,1,0.005,6.4229,27,1284.58,22,0.10016,0.79937,0.89953,6.4279,0.1399415050016335039437452356,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,17,8625,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1082,1784122227541,37.47922,6.4229,-31.05632,149,27,-122,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
38,trades,1784122229023,1784122229369843134,0.347049,buy,65321,65321,65322,1,0.005,6.4229,27,1284.58,15,0.10016,0,0.10016,6.4279,0.015582071905287885623609577,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,17,8625,400,3,same_touch_stable_enough,real_bbo_history_touch_stability,1482,1784122227541,37.47922,6.4229,-31.05632,149,27,-122,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
39,l2Book,1784122229167,1784122229475298417,0.308514,buy,65321,65321,65322,1,0.005,6.49965,31,1299.93,15,0.10016,0,0.10016,6.50465,0.01539821512302737272566548546,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,18,9169,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1626,1784122227541,37.47922,6.49965,-30.97957,149,31,-118,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
40,trades,1784122229434,1784122229674305120,0.240507,buy,65321,65321,65322,1,0.005,6.49965,31,1299.93,21,0.24288,0,0.24288,6.50465,0.03733944178395455558715688008,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,18,9169,267,4,same_touch_stable_enough,real_bbo_history_touch_stability,1893,1784122227541,37.47922,6.49965,-30.97957,149,31,-118,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
41,l2Book,1784122229705,1784122229961117735,0.256339,buy,65321,65321,65322,1,0.005,7.99535,29,1599.07,20,0.24288,0,0.24288,8.00035,0.0303586718081083952577074753,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,19,9707,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2164,1784122227541,37.47922,7.99535,-29.48387,149,29,-120,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
42,trades,1784122230041,1784122230385281233,0.344505,buy,65321,65321,65322,1,0.005,7.99535,29,1599.07,29,0.24424,0,0.24424,8.00035,0.03052866437093377164749042229,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,19,9707,336,5,same_touch_stable_enough,real_bbo_history_touch_stability,2500,1784122227541,37.47922,7.99535,-29.48387,149,29,-120,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
