attempt,status,reason,handoff_phase,candidate_source_exchange_time_ms,candidate_age_seconds,max_age_seconds,trigger_candidate_source_exchange_time_ms,trigger_candidate_age_seconds,trigger_candidate_side,trigger_candidate_quote_px,trigger_candidate_size_btc,trigger_candidate_quality_bucket,trigger_candidate_freshness_status,trigger_candidate_skip_reason,current_reprice_allowed,current_reprice_skip_reason,current_reprice_candidate_source_exchange_time_ms,current_reprice_candidate_age_seconds,selected_side,selected_quote_px,current_bid,current_ask,selected_size_btc,max_order_size_btc,quality_bucket,current_same_side_top_qty_btc,current_same_side_top_order_count,current_top_depth_multiple_of_order,post_only_tif,post_only_non_crossing,current_touch_match,source
1,pass,,post_open_orders_inline_reprice,1784121835047,0.293,1.0,1784121835047,0.293,buy,65440,0.00139,quality_b,pass,,True,,1784121835047,0.293,buy,65439.0,65439.0,65440.0,0.00139,0.005,quality_a,0.00206,1,1.48201439,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121835456,0.677,1.0,1784121835456,0.677,buy,65439,0.00252,quality_a,pass,,True,,1784121835456,0.677,buy,65437.0,65437.0,65438.0,0.00252,0.005,quality_a,0.04764,1,18.9047619,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121836726,0.78,1.0,1784121836726,0.78,buy,65437,0.005,quality_a,pass,,True,,1784121836726,0.78,buy,65437.0,65437.0,65438.0,0.005,0.005,quality_a,0.01664,1,3.328,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121837535,0.505,1.0,1784121837535,0.505,buy,65437,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121837535,0.505,,,65437.0,65438.0,,0.005,,14.35503,50,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121891421,0.67,1.0,1784121891421,0.67,buy,65499,0.00336,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121891421,0.67,,,65494.0,65495.0,,0.005,,3.03406,16,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121900059,0.864,1.0,1784121900059,0.864,buy,65494,0.00043,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121900059,0.864,,,65473.0,65493.0,,0.005,,0.07277,1,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121901994,0.507,1.0,1784121901994,0.507,buy,65436,0.00395,quality_a,pass,,True,,1784121901994,0.507,buy,65424.0,65424.0,65425.0,0.00395,0.005,quality_a,0.0581,1,14.70886076,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121902843,0.735,1.0,1784121902843,0.735,buy,65424,0.005,quality_a,pass,,True,,1784121902843,0.735,buy,65415.0,65415.0,65416.0,0.005,0.005,quality_a,0.00123,3,0.246,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121905758,0.403,1.0,1784121905758,0.403,buy,65385,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121905758,0.403,,,65362.0,65364.0,,0.005,,0.52881,1,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121909910,0.538,1.0,1784121909910,0.538,buy,65328,0.0032,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121909910,0.538,,,65327.0,65328.0,,0.005,,1.76137,7,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121923492,0.371,1.0,1784121923492,0.371,buy,65322,0.00497,quality_a,pass,,True,,1784121923492,0.371,buy,65317.0,65317.0,65318.0,0.00497,0.005,quality_a,0.00016,1,0.03219316,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121929874,0.607,1.0,1784121929874,0.607,buy,65308,0.005,quality_a,pass,,True,,1784121929874,0.607,buy,65302.0,65302.0,65303.0,0.005,0.005,quality_a,0.00115,2,0.23,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121931157,0.378,1.0,1784121931157,0.378,buy,65300,0.002,quality_b,pass,,True,,1784121931157,0.378,buy,65293.0,65293.0,65297.0,0.005,0.005,quality_a,0.00016,1,0.032,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121934701,0.507,1.0,1784121934701,0.507,buy,65287,0.005,quality_a,pass,,True,,1784121934701,0.507,buy,65274.0,65274.0,65275.0,0.002,0.005,quality_b,0.11478,1,57.39,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121936524,0.491,1.0,1784121936524,0.491,buy,65271,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121936524,0.491,,,65271.0,65272.0,,0.005,,3.5375,12,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121943940,0.522,1.0,1784121943940,0.522,buy,65297,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784121943940,0.522,,,65289.0,65290.0,,0.005,,10.44437,29,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784121975183,0.461,1.0,1784121975183,0.461,buy,65337,0.00084,quality_a,pass,,True,,1784121975183,0.461,buy,65332.0,65332.0,65333.0,0.00084,0.005,quality_b,0.04436,2,52.80952381,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121976248,0.436,1.0,1784121976248,0.436,buy,65332,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121976248,0.436,,,65326.0,65327.0,,0.005,,6.2931,11,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121981104,0.524,1.0,1784121981104,0.524,buy,65312,0.0004,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121981104,0.524,,,65311.0,65312.0,,0.005,,3.99047,16,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784121984932,0.442,1.0,1784121984932,0.442,buy,65303,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784121984932,0.442,,,65302.0,65303.0,,0.005,,0.54143,3,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784122015159,0.397,1.0,1784122015159,0.397,buy,65316,0.002,quality_b,pass,,True,,1784122015159,0.397,buy,65311.0,65311.0,65312.0,0.005,0.005,quality_a,0.00747,1,1.494,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784122029046,0.485,1.0,1784122029046,0.485,buy,65317,0.002,quality_b,pass,,True,,1784122029046,0.485,buy,65311.0,65311.0,65312.0,0.00377,0.005,quality_a,0.00018,1,0.04774536,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784122036036,0.503,1.0,1784122036036,0.503,buy,65319,0.00196,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784122036036,0.503,,,65319.0,65320.0,,0.005,,5.19494,25,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784122078654,0.435,1.0,1784122078654,0.435,buy,65345,0.005,quality_a,pass,,True,,1784122078654,0.435,buy,65335.0,65335.0,65336.0,0.005,0.005,quality_a,0.03564,1,7.128,Alo,True,True,inline_reprice_current_candidate_guard
