event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
11,l2Book,1784121675559,1784121675843890713,0.285064,buy,65540,65540,65541,1,0.005,18.1204,53,3624.08,27,0.14043,0,0.14043,18.1254,0.007747691085438114469197921149,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,6,2716,0,6,same_touch_stable_enough,real_bbo_history_touch_stability,2716,1784121672843,15.75744,18.1204,2.36296,55,53,-2,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
12,trades,1784121675757,1784121675961096615,0.20426,buy,65540,65540,65541,1,0.005,18.1204,53,3624.08,25,0.14316,0,0.14316,18.1254,0.007898308451123837267039623953,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,6,2716,198,6,same_touch_stable_enough,real_bbo_history_touch_stability,2914,1784121672843,15.75744,18.1204,2.36296,55,53,-2,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
13,l2Book,1784121676081,1784121676327014403,0.246209,buy,65540,65540,65541,1,0.005,11.24824,44,2249.648,25,0.14316,0,0.14316,11.25324,0.01272166949251948772086972285,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,7,3238,0,7,same_touch_stable_enough,real_bbo_history_touch_stability,3238,1784121672843,18.1204,11.24824,-6.87216,55,44,-11,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
14,l2Book,1784121676641,1784121676915376728,0.274549,buy,65540,65540,65541,1,0.005,10.08845,45,2017.69,23,0.00638,0,0.00638,10.09345,0.0006320930900732653354403103002,touched_quote_without_depletion,,0.00159,False,missing_same_side_strict_through_support,8,3798,0,8,same_touch_stable_enough,real_bbo_history_touch_stability,3798,1784121672843,18.1204,10.08845,-8.03195,55,45,-10,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
15,trades,1784121677043,1784121677293678854,0.250845,buy,65540,65540,65541,1,0.005,10.08845,45,2017.69,24,0.00638,0,0.00638,10.09345,0.0006320930900732653354403103002,touched_quote_without_depletion,,0.00159,False,missing_same_side_strict_through_support,8,3798,402,8,same_touch_stable_enough,real_bbo_history_touch_stability,4200,1784121672843,18.1204,10.08845,-8.03195,55,45,-10,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
16,l2Book,1784121677176,1784121677429933950,0.254108,buy,65540,65540,65541,1,0.005,6.39762,24,1279.524,24,0.00638,0,0.00638,6.40262,0.0009964670712926895552133345412,touched_quote_without_depletion,,0.00159,False,missing_same_side_strict_through_support,9,4333,0,9,same_touch_stable_enough,real_bbo_history_touch_stability,4333,1784121672843,18.1204,6.39762,-11.72278,55,24,-31,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
17,trades,1784121677378,1784121677579374236,0.201563,buy,65540,65540,65541,1,0.005,6.39762,24,1279.524,25,0.00638,0,0.00638,6.40262,0.0009964670712926895552133345412,touched_quote_without_depletion,,0.00159,False,missing_same_side_strict_through_support,9,4333,202,9,same_touch_stable_enough,real_bbo_history_touch_stability,4535,1784121672843,18.1204,6.39762,-11.72278,55,24,-31,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
18,trades,1784121677446,1784121677651230792,0.205404,buy,65540,65540,65541,1,0.005,6.39762,24,1279.524,27,0.00638,0,0.00638,6.40262,0.0009964670712926895552133345412,touched_quote_without_depletion,,0.00159,False,missing_same_side_strict_through_support,9,4333,270,9,same_touch_stable_enough,real_bbo_history_touch_stability,4603,1784121672843,18.1204,6.39762,-11.72278,55,24,-31,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
19,l2Book,1784121677716,1784121677949959630,0.234155,buy,65540,65540,65541,1,0.005,6.39762,24,1279.524,10,0.00409,0,0.00409,6.40262,0.0006388009908443730847684229269,touched_quote_without_depletion,,0.00102,False,missing_same_side_strict_through_support,10,4873,0,10,same_touch_stable_enough,real_bbo_history_touch_stability,4873,1784121672843,18.1204,6.39762,-11.72278,55,24,-31,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
20,trades,1784121677848,1784121678045653734,0.197813,buy,65540,65540,65541,1,0.005,6.39762,24,1279.524,7,0.00409,0,0.00409,6.40262,0.0006388009908443730847684229269,touched_quote_without_depletion,,0.00102,False,missing_same_side_strict_through_support,10,4873,132,10,same_touch_stable_enough,real_bbo_history_touch_stability,5005,1784121672843,18.1204,6.39762,-11.72278,55,24,-31,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
21,trades,1784121677969,1784121678210787883,0.241997,buy,65540,65540,65541,1,0.005,6.39762,24,1279.524,21,0.00727,0,0.00727,6.40262,0.001135472665877406436739959579,touched_quote_without_depletion,,0.00181,False,missing_same_side_strict_through_support,10,4873,253,10,same_touch_stable_enough,real_bbo_history_touch_stability,5126,1784121672843,18.1204,6.39762,-11.72278,55,24,-31,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
22,trades,1784121678117,1784121678340199598,0.223372,buy,65540,65540,65541,1,0.005,6.39762,24,1279.524,23,0.05253,0,0.05253,6.40262,0.008204453801724918861341138471,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,10,4873,401,10,same_touch_stable_enough,real_bbo_history_touch_stability,5274,1784121672843,18.1204,6.39762,-11.72278,55,24,-31,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
23,l2Book,1784121678252,1784121678490166087,0.238358,buy,65540,65540,65541,1,0.005,6.34918,24,1269.836,23,0.05253,0,0.05253,6.35418,0.00826699904629708317989103236,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,5409,0,11,same_touch_stable_enough,real_bbo_history_touch_stability,5409,1784121672843,18.1204,6.34918,-11.77122,55,24,-31,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
24,trades,1784121678723,1784121678930803159,0.207989,buy,65540,65540,65541,1,0.005,6.34918,24,1269.836,24,0.05253,0,0.05253,6.35418,0.00826699904629708317989103236,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,5409,471,11,same_touch_stable_enough,real_bbo_history_touch_stability,5880,1784121672843,18.1204,6.34918,-11.77122,55,24,-31,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
25,l2Book,1784121678779,1784121678995787683,0.216972,buy,65540,65540,65541,1,0.005,6.35518,25,1271.036,23,0.04844,0,0.04844,6.36018,0.007616136650220591241128395737,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,12,5936,0,12,same_touch_stable_enough,real_bbo_history_touch_stability,5936,1784121672843,18.1204,6.35518,-11.76522,55,25,-30,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
26,l2Book,1784121679323,1784121679555675469,0.232863,buy,65540,65540,65541,1,0.005,14.33005,42,2866.01,23,0.04844,0,0.04844,14.33505,0.003379130173944283417218635442,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,13,6480,0,13,same_touch_stable_enough,real_bbo_history_touch_stability,6480,1784121672843,18.1204,14.33005,-3.79035,55,42,-13,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
27,trades,1784121679445,1784121679936537122,0.491725,buy,65540,65540,65541,1,0.005,14.33005,42,2866.01,26,0.04844,0,0.04844,14.33505,0.003379130173944283417218635442,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,13,6480,122,13,same_touch_stable_enough,real_bbo_history_touch_stability,6602,1784121672843,18.1204,14.33005,-3.79035,55,42,-13,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
28,l2Book,1784121679869,1784121680150076855,0.281284,buy,65540,65540,65541,1,0.005,19.62983,43,3925.966,26,0.04844,0,0.04844,19.63483,0.002467044532598448776994758804,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,14,7026,0,14,same_touch_stable_enough,real_bbo_history_touch_stability,7026,1784121672843,18.1204,19.62983,1.50943,55,43,-12,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
29,trades,1784121679869,1784121680150562367,0.281673,buy,65540,65540,65541,1,0.005,19.62983,43,3925.966,27,0.04844,0,0.04844,19.63483,0.002467044532598448776994758804,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,14,7026,0,14,same_touch_stable_enough,real_bbo_history_touch_stability,7026,1784121672843,18.1204,19.62983,1.50943,55,43,-12,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
30,trades,1784121680001,1784121680250087933,0.249293,buy,65540,65540,65541,1,0.005,19.62983,43,3925.966,28,0.04862,0,0.04862,19.63483,0.002476211915254677529675581607,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,14,7026,132,14,same_touch_stable_enough,real_bbo_history_touch_stability,7158,1784121672843,18.1204,19.62983,1.50943,55,43,-12,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
31,trades,1784121680269,1784121680494186529,0.225431,buy,65540,65540,65541,1,0.005,19.62983,43,3925.966,51,0.04862,0,0.04862,19.63483,0.002476211915254677529675581607,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,14,7026,400,14,same_touch_stable_enough,real_bbo_history_touch_stability,7426,1784121672843,18.1204,19.62983,1.50943,55,43,-12,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
32,l2Book,1784121680405,1784121680643536918,0.238759,buy,65545,65545,65546,1,0.005,1.80675,2,361.35,50,0,0.04862,0.04862,1.81175,0.02683593210983855388436594453,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,15,7562,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784121680405,,1.80675,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
33,l2Book,1784121680925,1784121681171559894,0.246801,buy,65545,65545,65546,1,0.005,1.43242,3,286.484,47,0,0.04862,0.04862,1.43742,0.0338244911021135089257141267,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,16,8082,0,2,same_touch_stable_enough,real_bbo_history_touch_stability,520,1784121680405,1.80675,1.43242,-0.37433,2,3,1,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
34,trades,1784121681005,1784121681275811952,0.27101,buy,65545,65545,65546,1,0.005,1.43242,3,286.484,33,0.00029,0.04544,0.04573,1.43742,0.031813944428211656996563287,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,16,8082,80,2,same_touch_stable_enough,real_bbo_history_touch_stability,600,1784121680405,1.80675,1.43242,-0.37433,2,3,1,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
35,trades,1784121681144,1784121681346838259,0.203032,buy,65545,65545,65546,1,0.005,1.43242,3,286.484,32,0.00029,0.00018,0.00047,1.43742,0.0003269747185930347428030777365,strict_trade_through_seen_but_visible_top_not_depleted,,0.00011,False,outside_quality_a_b_queue_bands,16,8082,219,2,same_touch_stable_enough,real_bbo_history_touch_stability,739,1784121680405,1.80675,1.43242,-0.37433,2,3,1,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
36,l2Book,1784121681480,1784121681724211569,0.244404,buy,65545,65545,65546,1,0.005,6.11984,12,1223.968,32,0.00029,0.00018,0.00047,6.12484,0.00007673669842804056922303276494,strict_trade_through_seen_but_visible_top_not_depleted,,0.00011,False,outside_quality_a_b_queue_bands,17,8637,0,3,same_touch_stable_enough,real_bbo_history_touch_stability,1075,1784121680405,1.80675,6.11984,4.31309,3,12,9,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
37,trades,1784121681880,1784121682087598420,0.207819,buy,65545,65545,65546,1,0.005,6.11984,12,1223.968,44,0.00029,0.00018,0.00047,6.12484,0.00007673669842804056922303276494,strict_trade_through_seen_but_visible_top_not_depleted,,0.00011,False,outside_quality_a_b_queue_bands,17,8637,400,3,same_touch_stable_enough,real_bbo_history_touch_stability,1475,1784121680405,1.80675,6.11984,4.31309,3,12,9,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
38,l2Book,1784121682012,1784121682279601335,0.267804,buy,65545,65545,65546,1,0.005,22.42848,49,4485.696,44,0.00029,0.00018,0.00047,22.43348,0.00002095082885045030909158989154,strict_trade_through_seen_but_visible_top_not_depleted,,0.00011,False,outside_quality_a_b_queue_bands,18,9169,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1607,1784121680405,6.11984,22.42848,16.30864,12,49,37,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
39,trades,1784121682012,1784121682280012244,0.2681,buy,65545,65545,65546,1,0.005,22.42848,49,4485.696,45,0.00029,0.00018,0.00047,22.43348,0.00002095082885045030909158989154,strict_trade_through_seen_but_visible_top_not_depleted,,0.00011,False,outside_quality_a_b_queue_bands,18,9169,0,4,same_touch_stable_enough,real_bbo_history_touch_stability,1607,1784121680405,6.11984,22.42848,16.30864,12,49,37,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
40,trades,1784121682079,1784121682336497001,0.257698,buy,65545,65545,65546,1,0.005,22.42848,49,4485.696,46,0.00172,0.00018,0.0019,22.43348,0.00008469484003373529207238466792,strict_trade_through_seen_but_visible_top_not_depleted,,0.00047,False,outside_quality_a_b_queue_bands,18,9169,67,4,same_touch_stable_enough,real_bbo_history_touch_stability,1674,1784121680405,6.11984,22.42848,16.30864,12,49,37,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
41,l2Book,1784121682550,1784121682857452624,0.307661,buy,65545,65545,65546,1,0.005,7.89451,34,1578.902,43,0.00172,0.00018,0.0019,7.89951,0.0002405212475204158232599237168,strict_trade_through_seen_but_visible_top_not_depleted,,0.00047,False,outside_quality_a_b_queue_bands,19,9707,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2145,1784121680405,22.42848,7.89451,-14.53397,49,34,-15,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
42,trades,1784121682550,1784121682857863181,0.307956,buy,65545,65545,65546,1,0.005,7.89451,34,1578.902,44,0.00172,0.00018,0.0019,7.89951,0.0002405212475204158232599237168,strict_trade_through_seen_but_visible_top_not_depleted,,0.00047,False,outside_quality_a_b_queue_bands,19,9707,0,5,same_touch_stable_enough,real_bbo_history_touch_stability,2145,1784121680405,22.42848,7.89451,-14.53397,49,34,-15,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
43,trades,1784121682618,1784121682858057973,0.240137,buy,65545,65545,65546,1,0.005,7.89451,34,1578.902,45,0.30032,0.00018,0.3005,7.89951,0.03804033414730787099453004047,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,19,9707,68,5,same_touch_stable_enough,real_bbo_history_touch_stability,2213,1784121680405,22.42848,7.89451,-14.53397,49,34,-15,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
