attempt,event_sequence,phase,fresh_touch_allowed,anti_drift_status,anti_drift_reason,immediate_guard_status,immediate_guard_reason,order_endpoint_called,skip_reason,retry_after_post_only_reject,remaining_submission_budget
1,525,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,529,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,530,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,602,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,657,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,670,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,695,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,696,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,759,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,False,2
1,767,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,False,2
1,768,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,False,2
1,770,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,771,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,772,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,773,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,774,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,False,2
1,775,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1038,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1065,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1072,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1074,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,False,2
1,1078,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,False,2
1,1080,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1081,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1085,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1096,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1103,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1104,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1126,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1206,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,False,2
1,1227,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,False,2
1,1232,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,False,2
1,1235,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1236,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1260,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,False,2
1,1270,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1311,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1487,post_open_orders_pre_submit_gate,True,pass,,pass,,False,fair_mid_source_stale,False,2
1,1492,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1493,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1494,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1495,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1520,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1536,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1669,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,False,2
1,1723,post_open_orders_pre_submit_gate,True,pass,,pass,,False,edge_below_required_buffer,False,2
1,1743,post_open_orders_pre_submit_gate,True,pass,,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,False,2
1,1767,pre_open_orders_public_gate,True,block,adverse_trade_pressure_with_recent_adverse_bbo,not_evaluated,,False,adverse_trade_pressure_with_recent_adverse_bbo,False,2
1,1908,post_open_orders_pre_submit_gate,True,pass,,pass,,False,,False,2
