schema_version,task_id,pair_sequence,start_sample_sequence,end_sample_sequence,actual_horizon_us,start_mid_price,end_mid_price,abs_mid_move_bps
skhynix_c6in_latency_v2,0822T002,48,48,49,529961,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,49,49,50,731979,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,50,50,51,362935,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,51,51,52,532787,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,52,52,53,662371,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,53,53,54,477763,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,54,54,55,522272,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,55,55,56,537958,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,56,56,57,540523,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,57,57,58,506432,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,58,58,59,559003,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,59,59,60,559067,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,60,60,61,504772,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,61,61,62,514219,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,62,62,63,570032,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,63,63,64,543755,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,64,64,65,539281,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,65,65,66,557565,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,66,66,67,523056,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,67,67,68,602370,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,68,68,69,567452,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,69,69,70,541159,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,70,70,71,492997,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,71,71,72,584880,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,72,72,73,572434,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,73,73,74,601540,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,74,74,75,575141,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,75,75,76,477994,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,76,76,77,537704,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,77,77,78,624874,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,78,78,79,445029,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,79,79,80,545943,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,80,80,81,536770,1245.25,1245.2,0.4015257980321584
skhynix_c6in_latency_v2,0822T002,81,81,82,528322,1245.2,1245.25,0.40154192097618474
skhynix_c6in_latency_v2,0822T002,82,82,83,600134,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,83,83,84,470095,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,84,84,85,560027,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,85,85,86,526504,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,86,86,87,859690,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,87,87,89,777535,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,88,88,89,553323,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,89,89,90,516843,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,90,90,91,566550,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,91,91,92,507124,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,92,92,93,524394,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,93,93,94,510635,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,94,94,95,522588,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,95,95,96,574545,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,96,96,97,543946,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,97,97,98,564356,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,98,98,99,545400,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,99,99,100,558929,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,100,100,101,573076,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,101,101,102,483603,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,102,102,103,651153,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,103,103,104,596893,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,104,104,105,502944,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,105,105,106,575946,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,106,106,107,545105,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,107,107,108,651967,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,108,108,109,425653,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,109,109,110,604198,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,110,110,111,640224,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,111,111,112,589288,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,112,112,113,501925,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,113,113,114,535654,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,114,114,115,576352,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,115,115,116,493396,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,116,116,117,665836,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,117,117,118,406214,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,118,118,119,607292,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,119,119,120,548099,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,120,120,121,589381,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,121,121,122,520781,1245.25,1245.35,0.8030515960643168
skhynix_c6in_latency_v2,0822T002,122,122,123,573468,1245.35,1245.3,0.40149355602806064
skhynix_c6in_latency_v2,0822T002,123,123,124,579637,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,124,124,125,464356,1245.3,1245.25,0.4015096763828357
skhynix_c6in_latency_v2,0822T002,125,125,126,545663,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,126,126,127,545578,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,127,127,128,617250,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,128,128,129,487415,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,129,129,130,608485,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,130,130,131,434865,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,131,131,132,604894,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,132,132,133,601997,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,133,133,134,441001,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,134,134,135,528920,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,135,135,136,543877,1245.25,1245.2,0.4015257980321584
skhynix_c6in_latency_v2,0822T002,136,136,137,682965,1245.2,1245.25,0.40154192097618474
skhynix_c6in_latency_v2,0822T002,137,137,138,485549,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,138,138,139,569862,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,139,139,140,473187,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,140,140,141,575687,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,141,141,142,725859,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,142,142,143,375656,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,143,143,144,490149,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,144,144,145,580959,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,145,145,146,525696,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,146,146,147,497887,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,147,147,148,549632,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,148,148,149,577604,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,149,149,150,534539,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,150,150,151,497661,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,151,151,152,607589,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,152,152,153,471393,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,153,153,154,577022,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,154,154,155,485305,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,155,155,156,549152,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,156,156,157,542752,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,157,157,158,563139,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,158,158,159,507776,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,159,159,160,638963,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,160,160,161,596993,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,161,161,162,515435,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,162,162,163,510746,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,163,163,164,501598,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,164,164,165,553273,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,165,165,166,526376,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,166,166,167,557335,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,167,167,168,537893,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,168,168,169,513185,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,169,169,170,667813,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,170,170,171,470804,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,171,171,172,539484,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,172,172,173,501262,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,173,173,174,598329,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,174,174,175,570416,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,175,175,176,589722,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,176,176,177,471772,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,177,177,178,616732,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,178,178,179,694089,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,179,179,180,368924,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,180,180,181,501492,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,181,181,182,595836,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,182,182,183,565795,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,183,183,184,458340,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,184,184,185,602491,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,185,185,186,496383,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,186,186,187,514685,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,187,187,188,781060,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,188,188,189,331856,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,189,189,190,498900,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,190,190,191,596062,1245.25,1245.15,0.8030515960643168
skhynix_c6in_latency_v2,0822T002,191,191,192,546506,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,192,192,193,479167,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,193,193,194,539504,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,194,194,195,550776,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,195,195,196,489088,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,196,196,197,586261,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,197,197,198,616676,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,198,198,199,457308,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,199,199,200,507627,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,200,200,201,563981,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,201,201,202,576112,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,202,202,203,479019,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,203,203,204,540957,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,204,204,205,585748,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,205,205,206,537118,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,206,206,207,732258,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,207,207,209,763629,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,208,208,209,549829,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,209,209,210,562249,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,210,210,211,508046,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,211,211,212,583059,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,212,212,213,610366,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,213,213,214,453954,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,214,214,215,519506,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,215,215,216,513895,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,216,216,217,545432,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,217,217,218,535573,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,218,218,219,566721,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,219,219,220,518986,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,220,220,221,559015,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,221,221,222,580205,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,222,222,223,502256,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,223,223,224,507008,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,224,224,225,547127,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,225,225,226,785591,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,226,226,227,305815,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,227,227,228,539422,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,228,228,229,494019,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,229,229,230,587594,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,230,230,231,525399,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,231,231,232,566858,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,232,232,233,526620,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,233,233,234,505793,1245.15,1245.2,0.4015580452150706
skhynix_c6in_latency_v2,0822T002,234,234,235,509533,1245.2,1245.35,1.2046257629285542
skhynix_c6in_latency_v2,0822T002,235,235,236,586609,1245.35,1245.25,0.8029871120561213
skhynix_c6in_latency_v2,0822T002,236,236,237,521228,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,237,237,238,581084,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,238,238,239,585949,1245.25,1245.2,0.4015257980321584
skhynix_c6in_latency_v2,0822T002,239,239,240,466861,1245.2,1245.15,0.40154192097618474
skhynix_c6in_latency_v2,0822T002,240,240,241,536493,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,241,241,242,540049,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,242,242,243,517660,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,243,243,244,545585,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,244,244,245,649835,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,245,245,246,424226,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,246,246,247,537220,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,247,247,248,526120,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,248,248,249,547029,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,249,249,250,534822,1245.15,1245.2,0.4015580452150706
skhynix_c6in_latency_v2,0822T002,250,250,251,534954,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,251,251,252,606163,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,252,252,253,493031,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,253,253,254,721387,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,254,254,255,352992,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,255,255,256,539014,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,256,256,257,547860,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,257,257,258,507548,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,258,258,259,577456,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,259,259,260,522026,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,260,260,261,540587,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,261,261,262,555605,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,262,262,263,492096,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,263,263,264,589383,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,264,264,265,595362,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,265,265,266,434828,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,266,266,267,573103,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,267,267,268,503312,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,268,268,269,597944,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,269,269,270,479298,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,270,270,271,560472,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,271,271,272,504319,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,272,272,273,727906,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,273,273,274,505088,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,274,274,275,608650,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,275,275,276,502840,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,276,276,277,528508,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,277,277,278,566652,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,278,278,279,520139,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,279,279,280,541079,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,280,280,281,601256,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,281,281,282,679009,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,282,282,283,434642,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,283,283,284,534562,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,284,284,285,477894,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,285,285,286,589811,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,286,286,287,508767,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,287,287,288,519041,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,288,288,289,566128,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,289,289,290,493538,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,290,290,291,853689,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,291,291,292,399086,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,292,292,293,603867,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,293,293,294,579375,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,294,294,295,464547,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,295,295,296,525923,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,296,296,297,525670,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,297,297,298,557172,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,298,298,299,540341,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,299,299,300,553379,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,300,300,301,583451,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,301,301,302,490777,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,302,302,303,534929,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,303,303,304,576851,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,304,304,305,611361,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,305,305,306,423792,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,306,306,307,579631,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,307,307,308,540090,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,308,308,309,483805,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,309,309,310,678601,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,310,310,311,494035,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,311,311,312,483353,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,312,312,313,538456,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,313,313,314,545468,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,314,314,315,528315,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,315,315,316,525994,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,316,316,317,493383,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,317,317,318,538298,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,318,318,319,765338,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,319,319,320,393770,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,320,320,321,537146,1245.2,1245.2,0.0
