attempt,event_sequence,phase,source_event_exchange_time_ms,current_bid,current_ask,bbo_lookback_ms,recent_bbo_count,last_bbo_change_ms,touch_stability_ms,bbo_down_count,bbo_up_count,bbo_flat_count,bbo_mixed_count,last_direction,status
1,503,pre_open_orders_public_gate,1783579529666,62840.0,62841.0,750,1,1783579529324,342,1,0,0,0,down,pass
1,503,post_open_orders_pre_submit_gate,1783579529666,62831.0,62832.0,750,1,1783579529324,342,1,0,0,0,down,pass
1,532,pre_open_orders_public_gate,1783579539483,62837.0,62838.0,750,1,1783579539073,410,0,0,1,0,flat,pass
1,532,post_open_orders_pre_submit_gate,1783579539483,62833.0,62834.0,750,1,1783579539073,410,0,0,1,0,flat,pass
1,559,pre_open_orders_public_gate,1783579548874,62833.0,62834.0,750,2,1783579548270,604,0,0,2,0,flat,pass
1,559,post_open_orders_pre_submit_gate,1783579548874,62830.0,62831.0,750,2,1783579548270,604,0,0,2,0,flat,pass
1,588,pre_open_orders_public_gate,1783579559367,62830.0,62831.0,750,1,1783579559105,262,0,0,1,0,flat,pass
1,588,post_open_orders_pre_submit_gate,1783579559367,62822.0,62823.0,750,1,1783579559105,262,0,0,1,0,flat,pass
1,589,pre_open_orders_public_gate,1783579559918,62822.0,62823.0,750,1,1783579559631,287,1,0,0,0,down,pass
1,589,post_open_orders_pre_submit_gate,1783579559918,62819.0,62820.0,750,1,1783579559631,287,1,0,0,0,down,pass
1,717,pre_open_orders_public_gate,1783579603652,62824.0,62825.0,750,1,1783579603175,477,0,0,1,0,flat,pass
1,717,post_open_orders_pre_submit_gate,1783579603652,62823.0,62824.0,750,1,1783579603175,477,0,0,1,0,flat,pass
1,801,pre_open_orders_public_gate,1783579626020,62831.0,62832.0,750,1,1783579625750,270,0,0,1,0,flat,pass
1,801,post_open_orders_pre_submit_gate,1783579626020,62825.0,62827.0,750,1,1783579625750,270,0,0,1,0,flat,pass
1,871,pre_open_orders_public_gate,1783579643810,62863.0,62864.0,750,1,1783579643536,274,0,0,1,0,flat,pass
1,871,post_open_orders_pre_submit_gate,1783579643810,62858.0,62859.0,750,1,1783579643536,274,0,0,1,0,flat,pass
2,882,pre_open_orders_public_gate,1783579646462,62853.0,62854.0,750,2,1783579645727,735,1,0,1,0,flat,pass
2,882,post_open_orders_pre_submit_gate,1783579646462,62840.0,62841.0,750,2,1783579645727,735,1,0,1,0,flat,pass
2,913,pre_open_orders_public_gate,1783579656397,62858.0,62859.0,750,1,1783579656068,329,0,1,0,0,up,pass
2,913,post_open_orders_pre_submit_gate,1783579656397,62854.0,62855.0,750,1,1783579656068,329,0,1,0,0,up,pass
2,1008,pre_open_orders_public_gate,1783579682445,62863.0,62864.0,750,2,1783579681729,716,0,0,2,0,flat,pass
2,1008,post_open_orders_pre_submit_gate,1783579682445,62855.0,62856.0,750,2,1783579681729,716,0,0,2,0,flat,pass
2,1010,pre_open_orders_public_gate,1783579683208,62855.0,62856.0,750,1,1783579682810,398,1,0,0,0,down,pass
2,1010,post_open_orders_pre_submit_gate,1783579683208,62854.0,62855.0,750,1,1783579682810,398,1,0,0,0,down,pass
2,1045,pre_open_orders_public_gate,1783579692804,62854.0,62855.0,750,1,1783579692604,200,0,0,1,0,flat,block
2,1051,pre_open_orders_public_gate,1783579694013,62850.0,62851.0,750,1,1783579693675,338,1,0,0,0,down,block
2,1129,pre_open_orders_public_gate,1783579713166,62883.0,62884.0,750,1,1783579712817,349,0,0,1,0,flat,pass
2,1129,post_open_orders_pre_submit_gate,1783579713166,62881.0,62882.0,750,1,1783579712817,349,0,0,1,0,flat,pass
