event_sequence,source_channel,source_event_exchange_time_ms,fresh_touch_allowed,trigger_found,guard_status,guard_reason,event_to_guard_start_seconds,target_event_to_guard_seconds,live_window_called,private_or_order_endpoint_called_before_trigger
58,trades,1783579391123,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
59,l2Book,1783579391223,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
60,l2Book,1783579391829,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
61,trades,1783579391931,True,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,0.000308,0.5,False,False
62,l2Book,1783579392845,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
63,l2Book,1783579393459,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
64,l2Book,1783579394059,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
65,trades,1783579394059,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
66,l2Book,1783579394660,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
67,trades,1783579395055,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
68,l2Book,1783579395200,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
69,l2Book,1783579395755,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
70,trades,1783579396068,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
71,l2Book,1783579396304,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
72,l2Book,1783579396871,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
73,trades,1783579396871,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
74,trades,1783579397012,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
75,l2Book,1783579397403,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
76,trades,1783579397670,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
77,l2Book,1783579398008,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
78,l2Book,1783579398548,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
79,trades,1783579399006,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
80,l2Book,1783579399083,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
81,trades,1783579399217,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
82,l2Book,1783579399625,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
83,l2Book,1783579400148,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
84,l2Book,1783579400699,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
85,trades,1783579401033,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
86,l2Book,1783579401233,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
87,l2Book,1783579401754,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
88,trades,1783579401837,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
89,trades,1783579402038,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
90,l2Book,1783579402308,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
91,l2Book,1783579402817,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
92,trades,1783579403046,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
93,l2Book,1783579403446,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
94,l2Book,1783579404100,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
95,l2Book,1783579404657,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
96,trades,1783579404722,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
97,l2Book,1783579405193,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
98,l2Book,1783579405735,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
99,trades,1783579406072,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
100,l2Book,1783579406273,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
101,l2Book,1783579406809,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
102,trades,1783579407077,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
103,l2Book,1783579407349,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
104,trades,1783579407417,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
105,trades,1783579407820,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
106,l2Book,1783579407887,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
107,l2Book,1783579408424,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
108,l2Book,1783579409028,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
109,trades,1783579409428,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
110,l2Book,1783579409542,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
111,l2Book,1783579410101,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
112,l2Book,1783579410640,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
113,l2Book,1783579411162,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
114,l2Book,1783579411716,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
115,trades,1783579412054,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
116,l2Book,1783579412256,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
117,trades,1783579412256,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
118,trades,1783579412324,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
119,trades,1783579412656,True,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,0.000572,0.5,False,False
120,l2Book,1783579413459,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
121,l2Book,1783579414152,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
122,l2Book,1783579414605,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
123,l2Book,1783579415119,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
124,trades,1783579415321,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
125,l2Book,1783579415671,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
126,trades,1783579416023,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
127,l2Book,1783579416221,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
128,trades,1783579416700,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
129,l2Book,1783579416766,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
130,trades,1783579417103,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
131,l2Book,1783579417302,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
132,l2Book,1783579417840,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
133,trades,1783579418030,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
134,l2Book,1783579418381,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
135,l2Book,1783579418916,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
136,trades,1783579419047,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
137,l2Book,1783579419457,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
138,trades,1783579419595,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
139,l2Book,1783579419984,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
140,l2Book,1783579420535,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
141,l2Book,1783579421047,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
142,trades,1783579421047,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
143,l2Book,1783579421674,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
144,trades,1783579421875,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
145,l2Book,1783579422277,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
146,l2Book,1783579422890,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
147,l2Book,1783579423489,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
148,l2Book,1783579424093,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
149,trades,1783579424093,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
150,l2Book,1783579424697,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
151,trades,1783579425098,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
152,l2Book,1783579425303,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
153,l2Book,1783579425914,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
154,trades,1783579426116,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
155,trades,1783579426315,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
156,l2Book,1783579426432,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
157,l2Book,1783579426986,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
158,l2Book,1783579427521,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
159,trades,1783579427725,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
160,l2Book,1783579428050,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
161,trades,1783579428331,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
162,l2Book,1783579428600,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
163,trades,1783579429066,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
164,l2Book,1783579429131,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
165,trades,1783579429603,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
166,l2Book,1783579429672,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
167,l2Book,1783579430187,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
168,trades,1783579430343,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
169,trades,1783579430477,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
170,l2Book,1783579430745,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
171,trades,1783579431068,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
172,l2Book,1783579431253,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
173,l2Book,1783579431753,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
174,trades,1783579432029,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
175,l2Book,1783579432294,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
176,trades,1783579432294,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
177,trades,1783579432513,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
178,l2Book,1783579432819,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
179,trades,1783579432965,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
180,trades,1783579433022,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
181,l2Book,1783579433369,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
182,trades,1783579433832,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
183,l2Book,1783579433917,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
184,l2Book,1783579434438,True,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,0.000699,0.5,False,False
185,trades,1783579434999,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
186,l2Book,1783579435533,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
187,trades,1783579435938,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
188,trades,1783579436003,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
189,l2Book,1783579436137,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
190,l2Book,1783579436741,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
191,trades,1783579437009,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
192,l2Book,1783579437354,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
193,trades,1783579437354,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
194,l2Book,1783579437879,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
195,trades,1783579438158,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
196,l2Book,1783579438428,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
197,trades,1783579438767,True,True,edge_gate_block,edge_below_required_buffer,0.00065,0.5,False,False
198,l2Book,1783579439497,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
199,trades,1783579439698,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
200,trades,1783579439982,True,True,edge_gate_block,fair_mid_source_stale,0.000666,0.5,False,False
201,l2Book,1783579440630,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
202,trades,1783579440712,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
203,l2Book,1783579441116,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
204,trades,1783579441116,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
205,l2Book,1783579441641,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
206,trades,1783579442045,True,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,0.000682,0.5,False,False
207,trades,1783579442318,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
208,trades,1783579442551,False,False,not_evaluated,outside_quality_a_b_queue_bands,,0.5,False,True
209,l2Book,1783579442694,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
210,trades,1783579442756,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
211,l2Book,1783579443243,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
212,l2Book,1783579443801,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
213,trades,1783579443801,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
214,l2Book,1783579444302,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
215,l2Book,1783579444807,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
216,trades,1783579444807,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
217,l2Book,1783579445342,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
218,l2Book,1783579445880,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
219,trades,1783579446015,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
220,l2Book,1783579446439,False,False,not_evaluated,missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
221,l2Book,1783579446948,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
222,trades,1783579447012,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
223,trades,1783579447100,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
224,l2Book,1783579447500,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
225,trades,1783579447639,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
226,l2Book,1783579448032,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
227,trades,1783579448032,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
228,l2Book,1783579448581,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
229,trades,1783579448847,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
230,l2Book,1783579449115,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
231,l2Book,1783579449661,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
232,l2Book,1783579450201,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
233,l2Book,1783579450743,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
234,trades,1783579451009,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
235,l2Book,1783579451271,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
236,l2Book,1783579451815,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
237,l2Book,1783579452352,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
238,trades,1783579452352,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
239,l2Book,1783579452889,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
240,l2Book,1783579453430,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
241,l2Book,1783579453965,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
242,trades,1783579454031,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
243,l2Book,1783579454493,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
244,l2Book,1783579455097,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
245,trades,1783579455035,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
246,l2Book,1783579455594,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
247,trades,1783579456062,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
248,l2Book,1783579456131,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
249,l2Book,1783579456671,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
250,trades,1783579456804,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
251,trades,1783579457070,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
252,l2Book,1783579457205,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
253,l2Book,1783579457737,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
254,l2Book,1783579458262,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
255,l2Book,1783579458818,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
256,trades,1783579459030,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
257,trades,1783579459282,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
258,l2Book,1783579459352,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
259,trades,1783579459631,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
260,l2Book,1783579459886,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
261,l2Book,1783579460438,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
262,l2Book,1783579460971,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
263,trades,1783579461052,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
264,l2Book,1783579461517,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
265,l2Book,1783579462052,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
266,trades,1783579462052,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
267,l2Book,1783579462581,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
268,trades,1783579463053,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
269,l2Book,1783579463107,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
270,l2Book,1783579463659,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
271,l2Book,1783579464197,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
272,l2Book,1783579464722,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
273,l2Book,1783579465272,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
274,l2Book,1783579465818,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
275,trades,1783579465893,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
276,trades,1783579466023,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
