attempt,event_sequence,retry_after_post_only_reject,source_channel,source_event_exchange_time_ms,open_orders_before_count,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_state_observed_after_end,guard_status,guard_reason,fair_mid_px,quote_px,edge_ticks,signal_age_ms,fee_buffer_ticks,adverse_selection_buffer_ticks,edge_gate_status,edge_gate_reason,submit_intent_bid,submit_intent_ask,side,limit_px,size_btc,notional_usdc,post_only_tif,order_endpoint_called,order_status_types,post_only_reject,fill_count_after_attempt,maker_fill_count_after_attempt,tracked_ref_count,cancel_endpoint_called,final_open_orders_count_after_attempt,shutdown_proof_status,quote_aging_guard_status,quote_aging_guard_reason,skip_reason
2,404,True,trades,1784122431533,0,420,420,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65440.0,65441.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,467,True,trades,1784122448398,0,485,485,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65399.0,65400.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,536,True,trades,1784122466780,0,555,555,True,edge_gate_block,fair_mid_source_stale,,65415.0,,,2.0,5.0,block,fair_mid_source_stale,65415.0,65416.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,692,True,trades,1784122506032,0,712,712,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65457.0,65458.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,696,True,l2Book,1784122507174,0,719,719,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65461.0,65463.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,699,True,trades,1784122508053,0,724,724,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65456.0,65457.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,730,True,trades,1784122515148,0,756,756,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,,,,,,,,,65462.0,65463.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket
2,757,True,trades,1784122521322,0,784,784,True,edge_gate_block,fair_mid_source_stale,,65435.0,,,2.0,5.0,block,fair_mid_source_stale,65435.0,65443.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,759,True,trades,1784122521844,0,788,788,True,edge_gate_block,edge_below_required_buffer,65431.29999999999,65431.0,0.3,130,2.0,5.0,block,edge_below_required_buffer,65431.0,65432.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,edge_below_required_buffer
2,761,True,trades,1784122522456,0,791,791,True,edge_gate_block,fair_mid_source_stale,,65423.0,,,2.0,5.0,block,fair_mid_source_stale,65423.0,65424.0,,,,,Alo,False,skipped,False,0,0,1,False,,no_order_submitted,not_submitted,,fair_mid_source_stale
2,814,True,trades,1784122536424,0,845,845,True,pass,,65461.70000000001,65445.0,16.7,104,2.0,5.0,pass,,65445.0,65453.0,buy,65445.0,8e-05,5.2356,Alo,True,error,True,0,0,1,True,0,pass,not_resting,post_only_reject,
