event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
69,l2Book,1784122353658,65409,65410,8,0.00264,0,0.00264,0.03135,3.0
70,trades,1784122354060,65409,65410,9,0.00264,0,0.00264,0.03152,3.0
71,l2Book,1784122354178,65409,65410,9,0.00264,0,0.00264,0.03152,3.0
72,trades,1784122354474,65409,65410,5,0.00018,0,0.00018,0.05003,3.0
73,l2Book,1784122354743,65409,65410,5,0.00018,0,0.00018,0.05003,3.0
74,trades,1784122354876,65409,65410,6,0.00036,0,0.00036,0.05003,3.0
75,l2Book,1784122355280,65409,65410,4,0.00036,0,0.00036,0.01868,3.0
76,trades,1784122355280,65409,65410,5,0.00036,0,0.00036,0.10954,3.0
77,trades,1784122355738,65409,65410,6,0.00626,0,0.00626,0.10954,3.0
78,l2Book,1784122355803,65409,65410,6,0.00626,0,0.00626,0.10954,3.0
79,trades,1784122356036,65409,65410,9,0.00644,0,0.00644,0.16241,3.0
80,l2Book,1784122356366,65409,65410,9,0.00644,0,0.00644,0.16241,3.0
81,l2Book,1784122356900,65409,65410,9,0.00644,0,0.00644,0.16241,3.0
82,trades,1784122357022,65409,65410,10,0.00644,0,0.00644,0.16798,3.0
83,l2Book,1784122357426,65409,65410,9,0.00644,0,0.00644,0.16781,3.0
84,trades,1784122357426,65409,65410,10,0.0066,0,0.0066,0.16781,3.0
85,trades,1784122357507,65409,65410,10,0.0066,0,0.0066,0.20563,3.0
86,l2Book,1784122357975,65409,65410,9,0.00642,0,0.00642,0.20563,3.0
87,trades,1784122358034,65409,65410,10,0.00642,0,0.00642,0.20594,3.0
88,l2Book,1784122358511,65409,65410,9,0.00642,0,0.00642,0.11508,3.0
89,trades,1784122358578,65409,65410,10,0.02718,0,0.02718,0.11508,3.0
90,l2Book,1784122359025,65409,65410,8,0.0211,0,0.0211,0.11508,3.0
91,trades,1784122359182,65409,65410,6,0.02092,0,0.02092,0.13198,3.0
92,l2Book,1784122359536,65409,65419,6,0.02092,0,0.02092,0.13198,3.0
93,trades,1784122359536,65409,65419,16,0.02092,0,0.02092,0.94521,3.0
94,l2Book,1784122360145,65419,65420,15,0,0.02092,0.02092,0.93964,3.0
95,trades,1784122360410,65419,65420,16,0,0.02092,0.02092,0.94334,3.0
96,l2Book,1784122360759,65419,65420,14,0,0.02076,0.02076,0.88701,3.0
97,trades,1784122360759,65419,65420,15,0,0.02076,0.02076,0.88733,3.0
98,trades,1784122360942,65419,65420,16,0,0.02076,0.02076,0.92493,3.0
99,trades,1784122361017,65419,65420,21,0,0.08838,0.08838,0.92493,3.0
100,l2Book,1784122361344,65412,65413,20,0.03726,0.02076,0.05802,0.95498,3.0
101,trades,1784122361566,65412,65413,21,0.03726,0.02076,0.05802,0.96881,3.0
102,trades,1784122361619,65412,65413,24,0.03946,0.02078,0.06024,0.96881,3.0
103,l2Book,1784122361922,65409,65411,24,0,0,0,1.02905,3.0
104,trades,1784122362035,65409,65411,27,0,0,0,1.04052,3.0
105,l2Book,1784122362446,65409,65410,26,0,0,0,0.97075,3.0
106,l2Book,1784122362952,65409,65410,16,0,0,0,0.15752,3.0
107,trades,1784122363320,65409,65410,17,0,0,0,0.15797,3.0
108,l2Book,1784122363520,65409,65410,16,0,0,0,0.15427,3.0
109,trades,1784122363846,65409,65410,16,0.00754,0,0.00754,0.15395,3.0
110,l2Book,1784122364048,65409,65410,10,0.00754,0,0.00754,0.04873,3.0
111,l2Book,1784122364578,65409,65411,9,0.00754,0,0.00754,0.0349,3.0
112,trades,1784122364735,65409,65411,6,0.00754,0,0.00754,0.01208,3.0
113,l2Book,1784122365138,65417,65418,3,0,0.00754,0.00754,0.00061,3.0
114,l2Book,1784122365668,65419,65420,3,0,0.00754,0.00754,0.00061,3.0
115,trades,1784122365736,65419,65420,5,0,0.00754,0.00754,0.00901,3.0
116,trades,1784122365873,65419,65420,7,0,0.00754,0.00754,0.28358,3.0
117,trades,1784122366074,65419,65420,16,0.16781,0.00754,0.17535,0.28358,3.0
118,l2Book,1784122366276,65419,65420,16,0.16781,0.00754,0.17535,0.28358,3.0
119,trades,1784122366347,65419,65420,18,0.16781,0.00754,0.17535,0.29572,3.0
120,trades,1784122366475,65419,65420,20,0.16781,0.00754,0.17535,0.2962,3.0
121,trades,1784122366548,65419,65420,42,0.16781,0.00754,0.17535,1.31466,3.0
122,l2Book,1784122366807,65439,65440,42,0,0.17567,0.17567,1.31434,3.0
123,trades,1784122367085,65439,65440,42,0.00524,0.16813,0.17337,1.31434,3.0
124,trades,1784122367281,65439,65440,44,0.00524,0.17089,0.17613,1.31434,3.0
125,l2Book,1784122367342,65428,65429,44,0.00246,0.16813,0.17059,1.31988,3.0
126,l2Book,1784122367880,65436,65437,43,0,0.17089,0.17089,1.31942,3.0
127,trades,1784122367880,65436,65437,45,0,0.17089,0.17089,1.35429,3.0
128,trades,1784122368121,65436,65437,47,0.03707,0.17089,0.20796,1.36656,3.0
129,l2Book,1784122368400,65436,65437,47,0.03707,0.17089,0.20796,1.36656,3.0
130,l2Book,1784122368935,65436,65437,43,0.03707,0.17089,0.20796,1.08359,3.0
131,l2Book,1784122369493,65436,65437,29,0.03707,0.00276,0.03983,1.07084,3.0
132,trades,1784122370019,65436,65437,12,0.04131,0.00276,0.04407,0.05238,3.0
133,trades,1784122370501,65436,65437,10,0.04131,0.00016,0.04147,0.04714,3.0
134,l2Book,1784122370554,65429,65433,10,0,0,0,0.08861,3.0
135,trades,1784122370708,65429,65433,13,0.0009,0,0.0009,0.08861,3.0
136,trades,1784122370810,65429,65433,16,0.0022,0.01285,0.01505,0.08861,3.0
137,trades,1784122371009,65429,65433,15,0.0022,0.01313,0.01533,0.05374,3.0
138,l2Book,1784122371060,65424,65425,15,0.01282,0,0.01282,0.05625,3.0
139,trades,1784122371132,65424,65425,14,0.01282,0,0.01282,0.00826,3.0
140,l2Book,1784122371565,65424,65425,14,0.01282,0,0.01282,0.00826,3.0
141,trades,1784122371923,65424,65425,15,0.02843,0,0.02843,0.00826,3.0
142,trades,1784122372026,65424,65425,16,0.02843,0,0.02843,0.00861,3.0
143,l2Book,1784122372098,65424,65425,16,0.02843,0,0.02843,0.00861,3.0
144,l2Book,1784122372649,65424,65425,14,0.02843,0,0.02843,0.00745,3.0
145,trades,1784122372929,65424,65425,17,0.02843,0.07946,0.10789,0.00455,3.0
146,trades,1784122373041,65424,65425,20,0.02843,0.07964,0.10807,0.01322,3.0
147,trades,1784122373131,65424,65425,21,0.02843,0.07964,0.10807,0.01376,3.0
148,l2Book,1784122373257,65414,65415,21,0,0,0,0.12183,3.0
149,trades,1784122373383,65414,65415,22,0,0,0,0.13537,3.0
150,trades,1784122373531,65414,65415,23,0.00048,0,0.00048,0.14014,3.0
151,l2Book,1784122373789,65415,65416,20,0.03057,0.00048,0.03105,0.10867,3.0
152,trades,1784122373860,65415,65416,19,0.03057,0.00048,0.03105,0.09576,3.0
153,trades,1784122374062,65415,65416,19,0.03057,0.00048,0.03105,0.10335,3.0
154,l2Book,1784122374343,65425,65426,18,0.00787,0.09573,0.1036,0.02945,3.0
155,trades,1784122374343,65425,65426,19,0.01185,0.09573,0.10758,0.02945,3.0
156,trades,1784122374548,65425,65426,20,0.01185,0.09573,0.10758,0.07741,3.0
157,l2Book,1784122374854,65425,65426,20,0.01185,0.09573,0.10758,0.07741,3.0
158,trades,1784122375055,65425,65426,19,0.01185,0.08012,0.09197,0.07736,3.0
159,l2Book,1784122375407,65425,65426,19,0.01185,0.08012,0.09197,0.07736,3.0
160,l2Book,1784122375953,65425,65426,14,0.01185,0.00066,0.01251,0.07736,3.0
161,trades,1784122375953,65425,65426,15,0.01185,0.00066,0.01251,0.15025,3.0
162,trades,1784122376354,65425,65426,11,0.01185,0.00048,0.01233,0.14087,3.0
163,l2Book,1784122376471,65425,65432,10,0.01185,0.00048,0.01233,0.12733,3.0
164,trades,1784122376956,65425,65432,11,0.01185,0,0.01185,0.13963,3.0
165,l2Book,1784122377031,65438,65440,11,0,0.01185,0.01185,0.13963,3.0
166,trades,1784122377081,65438,65440,11,0,0.00398,0.00398,0.13981,3.0
167,trades,1784122377165,65438,65440,12,0,0.00398,0.00398,0.14206,3.0
168,l2Book,1784122377533,65440,65441,11,0,0.00225,0.00225,0.13981,3.0
169,trades,1784122378013,65440,65441,11,0,0.00225,0.00225,0.09202,3.0
170,l2Book,1784122378078,65440,65441,10,0,0.00225,0.00225,0.09172,3.0
171,l2Book,1784122378620,65440,65441,10,0,0.00225,0.00225,0.09172,3.0
172,trades,1784122379024,65440,65441,11,0,0.00225,0.00225,0.03728,3.0
173,l2Book,1784122379154,65440,65441,11,0,0.00225,0.00225,0.03728,3.0
174,l2Book,1784122379688,65440,65441,10,0,0.00225,0.00225,0.03727,3.0
175,trades,1784122380036,65440,65441,6,0.00136,0.00225,0.00361,0.0188,3.0
176,trades,1784122380099,65440,65441,6,0.0035,0.00225,0.00575,0.01862,3.0
177,trades,1784122380166,65440,65441,6,0.00372,0,0.00372,0.01862,3.0
178,l2Book,1784122380236,65440,65441,6,0.00372,0,0.00372,0.01862,3.0
179,l2Book,1784122380741,65442,65443,6,0,0.00372,0.00372,0.01862,3.0
180,trades,1784122380943,65442,65443,17,0,0.00372,0.00372,0.03711,3.0
181,trades,1784122381020,65442,65443,17,0,0.00372,0.00372,0.06765,3.0
182,trades,1784122381224,65442,65443,18,0,0.00372,0.00372,0.07129,3.0
183,l2Book,1784122381280,65454,65455,18,0.03071,0.00372,0.03443,0.04058,3.0
184,trades,1784122381345,65454,65455,19,0.03071,0.00372,0.03443,0.05518,3.0
185,l2Book,1784122381826,65454,65455,19,0.03071,0.00372,0.03443,0.05518,3.0
186,trades,1784122381893,65454,65455,20,0.03201,0.00372,0.03573,0.05518,3.0
187,trades,1784122382023,65454,65455,24,0.03327,0.00372,0.03699,0.07925,3.0
188,l2Book,1784122382361,65454,65455,22,0.03327,0.00372,0.03699,0.0608,3.0
189,l2Book,1784122382883,65453,65454,22,0,0.00372,0.00372,0.09407,3.0
190,trades,1784122383028,65453,65454,24,0,0.00372,0.00372,0.10021,3.0
191,l2Book,1784122383513,65453,65456,21,0,0,0,0.10021,3.0
192,trades,1784122383904,65453,65456,28,0,0.00165,0.00165,0.11863,3.0
193,l2Book,1784122384066,65447,65448,16,0,0,0,0.07108,3.0
194,trades,1784122384066,65447,65448,17,0,0,0,0.07125,3.0
195,l2Book,1784122384580,65447,65448,15,0,0,0,0.05301,3.0
196,trades,1784122384925,65447,65448,15,0,0,0,0.07018,3.0
197,l2Book,1784122385117,65445,65446,11,0,0,0,0.04485,3.0
198,trades,1784122385117,65445,65446,12,0,0,0,0.04557,3.0
199,l2Book,1784122385719,65441,65442,12,0,0,0,0.04557,3.0
200,trades,1784122385984,65441,65442,18,0.00152,0.00612,0.00764,0.05115,3.0
201,trades,1784122386719,65435,65436,19,0,0,0,0.05671,3.0
202,l2Book,1784122386792,65430,65431,19,0,0,0,0.05671,3.0
203,trades,1784122386918,65430,65431,21,0.3,0,0.3,0.05509,3.0
204,trades,1784122387053,65430,65431,22,0.3,0,0.3,0.06066,3.0
205,trades,1784122387188,65430,65431,28,0.30079,0,0.30079,0.24637,3.0
206,l2Book,1784122387318,65430,65431,28,0.30079,0,0.30079,0.24637,3.0
207,l2Book,1784122387859,65430,65431,28,0.30079,0,0.30079,0.24637,3.0
208,trades,1784122388051,65430,65431,29,0.30079,0,0.30079,0.22838,3.0
209,l2Book,1784122388399,65437,65438,28,0,0.30079,0.30079,0.22766,3.0
210,l2Book,1784122388918,65437,65438,28,0,0.30079,0.30079,0.22766,3.0
211,trades,1784122389135,65437,65438,22,0.00881,0.30079,0.3096,0.213,3.0
212,trades,1784122389207,65437,65438,23,0.00881,0.30079,0.3096,0.21329,3.0
213,l2Book,1784122389469,65444,65445,23,0,0.3096,0.3096,0.21329,3.0
214,trades,1784122389469,65444,65445,24,0,0.3096,0.3096,0.2182,3.0
215,trades,1784122389540,65444,65445,30,0,0.3096,0.3096,0.32279,3.0
216,l2Book,1784122390008,65450,65451,20,0,0.0096,0.0096,0.30416,3.0
217,trades,1784122390373,65450,65451,13,0,0.00881,0.00881,0.13115,3.0
218,l2Book,1784122390511,65450,65451,13,0,0.00881,0.00881,0.13115,3.0
219,l2Book,1784122391050,65450,65451,13,0,0.00881,0.00881,0.13115,3.0
220,trades,1784122391050,65450,65451,14,0.00185,0.00881,0.01066,0.13115,3.0
221,trades,1784122391111,65450,65451,16,0.00185,0.00881,0.01066,0.14914,3.0
222,l2Book,1784122391568,65455,65456,16,0,0.01066,0.01066,0.14914,3.0
223,trades,1784122392049,65455,65456,17,0,0.01066,0.01066,0.15039,3.0
224,l2Book,1784122392110,65455,65456,17,0,0.01066,0.01066,0.15039,3.0
225,l2Book,1784122392652,65455,65456,7,0,0.00185,0.00185,0.03816,3.0
226,trades,1784122392924,65455,65456,75,5.29857,1.71752,7.01609,0.03816,3.0
227,trades,1784122393060,65455,65456,76,5.29857,1.71752,7.01609,0.05663,3.0
228,l2Book,1784122393178,65451,65452,76,0.66291,0.00185,0.66476,6.40796,3.0
229,trades,1784122393331,65451,65452,80,0.66291,0.00185,0.66476,7.03685,3.0
230,trades,1784122393462,65451,65452,80,0.66291,0.00185,0.66476,7.01919,3.0
231,trades,1784122393730,65459,65460,81,0.00018,7.01687,7.01705,0.66708,3.0
232,trades,1784122393866,65459,65460,82,0.00018,7.01687,7.01705,0.66764,3.0
233,l2Book,1784122394269,65459,65460,77,0.00018,7.01502,7.0152,0.64917,3.0
234,l2Book,1784122394785,65459,65460,77,0.00018,7.01502,7.0152,0.64917,3.0
235,trades,1784122395272,65459,65460,81,0.00018,7.01502,7.0152,0.74053,3.0
236,l2Book,1784122395336,65460,65461,81,0.09261,7.0152,7.10781,0.64792,3.0
237,trades,1784122395539,65460,65461,85,0.09261,7.0152,7.10781,0.65471,3.0
238,l2Book,1784122395860,65469,65470,85,0,7.11174,7.11174,0.65078,3.0
239,trades,1784122396199,65469,65470,17,0,0.0975,0.0975,0.63364,3.0
240,trades,1784122396263,65469,65470,24,0,0.0975,0.0975,0.65207,3.0
241,l2Book,1784122396399,65479,65480,20,0,0.09883,0.09883,0.02185,3.0
242,l2Book,1784122396948,65479,65480,17,0,0.09787,0.09787,0.02129,3.0
243,trades,1784122397002,65479,65480,19,0.08711,0.09787,0.18498,0.02129,3.0
244,trades,1784122397342,65479,65480,20,0.08711,0.09787,0.18498,0.02812,3.0
245,l2Book,1784122397474,65479,65480,20,0.08711,0.09787,0.18498,0.02812,3.0
246,trades,1784122397680,65479,65480,23,0.08711,0.09787,0.18498,0.05721,3.0
247,trades,1784122397807,65479,65480,25,0.08711,0.09787,0.18498,0.06484,3.0
248,trades,1784122397879,65479,65480,34,0.08711,0.09787,0.18498,0.07467,3.0
249,l2Book,1784122398010,65492,65495,34,0,0.21407,0.21407,0.04558,3.0
250,trades,1784122398010,65492,65495,36,0,0.21407,0.21407,0.06402,3.0
251,l2Book,1784122398550,65494,65495,27,0,0.11753,0.11753,0.06116,3.0
252,trades,1784122398661,65494,65495,28,0.00217,0.11753,0.1197,0.06116,3.0
253,trades,1784122399016,65494,65495,30,0.00217,0.11953,0.1217,0.06116,3.0
254,l2Book,1784122399083,65493,65494,30,0.002,0.11753,0.11953,0.06333,3.0
255,trades,1784122399467,65493,65494,23,0.002,0.1162,0.1182,0.05739,3.0
256,trades,1784122399619,65493,65494,24,0.01114,0.1162,0.12734,0.05739,3.0
257,trades,1784122400630,65487,65488,28,0.01876,0.02909,0.04785,0.08642,3.0
258,l2Book,1784122400700,65486,65487,25,0,0,0,0.10518,3.0
259,trades,1784122401027,65486,65487,13,0.00029,0,0.00029,0.06928,3.0
260,trades,1784122401096,65486,65487,14,0.00029,0,0.00029,0.07028,3.0
261,trades,1784122401164,65486,65487,25,0.00029,0,0.00029,2.08513,3.0
262,l2Book,1784122401232,65486,65487,25,0.00029,0,0.00029,2.08513,3.0
263,trades,1784122401368,65486,65487,28,0.00229,0.0014,0.00369,2.11142,3.0
264,trades,1784122401767,65483,65484,28,0,0,0,2.11794,3.0
265,trades,1784122401836,65483,65484,29,0,0,0,2.12344,3.0
266,trades,1784122401950,65483,65484,30,0,0,0,2.12361,3.0
267,trades,1784122402033,65483,65484,29,0,0,0,2.12197,3.0
268,l2Book,1784122402370,65481,65482,29,0,0,0,2.12197,3.0
269,trades,1784122402574,65481,65482,29,0,0,0,2.11148,3.0
270,trades,1784122402835,65481,65482,30,0,0.22087,0.22087,2.10234,3.0
271,l2Book,1784122402896,65474,65475,30,0,0,0,2.32321,3.0
272,trades,1784122402896,65474,65475,31,0,0,0,2.34178,3.0
273,trades,1784122402976,65474,65475,33,0,0,0,2.34451,3.0
274,trades,1784122403043,65474,65475,31,0.00016,0.00472,0.00488,2.31526,3.0
275,l2Book,1784122403449,65472,65473,31,0,0,0,2.32014,3.0
276,trades,1784122403449,65472,65473,32,0.001,0,0.001,2.32014,3.0
277,trades,1784122403775,65472,65473,36,0.001,0.02327,0.02427,2.31417,3.0
278,l2Book,1784122403976,65468,65469,36,0.00386,0,0.00386,2.33458,3.0
279,trades,1784122404047,65468,65469,38,0.00386,0.12,0.12386,2.33429,3.0
280,trades,1784122404116,65468,65469,38,0.00386,0.1628,0.16666,2.33329,3.0
281,trades,1784122404454,65468,65469,25,0.00386,0.1628,0.16666,0.30102,3.0
282,l2Book,1784122404584,65461,65462,25,0.16234,0,0.16234,0.30534,3.0
283,trades,1784122404909,65461,65462,25,0.16335,0,0.16335,0.2991,3.0
284,trades,1784122405025,65461,65462,25,0.16335,0,0.16335,0.29924,3.0
285,l2Book,1784122405116,65461,65462,24,0.16335,0,0.16335,0.29888,3.0
286,l2Book,1784122405764,65461,65462,23,0.16335,0,0.16335,0.29688,3.0
287,trades,1784122405921,65461,65462,25,0.16366,0.00132,0.16498,0.05744,3.0
288,trades,1784122406121,65461,65462,23,0.16366,0.00132,0.16498,0.0747,3.0
289,l2Book,1784122406784,65455,65456,17,0,0,0,0.21541,3.0
290,trades,1784122407184,65455,65456,44,0.01987,7.45281,7.47268,0.05261,3.0
291,l2Book,1784122407323,65438,65441,44,0.43374,0,0.43374,7.09155,3.0
292,trades,1784122407323,65438,65441,45,0.43413,0,0.43413,7.09155,3.0
293,l2Book,1784122407862,65438,65439,44,0.43413,0,0.43413,7.07928,3.0
294,trades,1784122407927,65438,65439,43,0.43413,0,0.43413,7.09244,3.0
295,trades,1784122407980,65438,65439,44,0.43413,0,0.43413,7.09309,3.0
296,trades,1784122408053,65438,65439,44,0.43413,0,0.43413,7.09295,3.0
297,l2Book,1784122408381,65438,65439,44,0.43413,0,0.43413,7.09295,3.0
298,trades,1784122408381,65438,65439,45,0.43831,0,0.43831,7.09295,3.0
299,l2Book,1784122408934,65438,65439,40,0.43831,0,0.43831,7.09132,3.0
300,trades,1784122409000,65438,65439,41,0.43831,0,0.43831,7.09149,3.0
301,trades,1784122409135,65438,65439,38,0.44596,0,0.44596,7.05836,3.0
302,l2Book,1784122409468,65438,65439,38,0.44596,0,0.44596,7.05836,3.0
303,trades,1784122409669,65438,65439,39,0.44596,0,0.44596,7.05936,3.0
304,trades,1784122409735,65438,65439,40,0.44691,0,0.44691,7.05936,3.0
305,trades,1784122409868,65438,65439,42,0.4889,0,0.4889,7.05936,3.0
306,l2Book,1784122409990,65438,65439,42,0.4889,0,0.4889,7.05936,3.0
307,trades,1784122410070,65438,65439,43,0.49026,0,0.49026,7.05936,3.0
308,l2Book,1784122410561,65438,65439,11,0.05613,0,0.05613,0.02042,3.0
309,trades,1784122410561,65438,65439,12,0.05613,0,0.05613,0.02072,3.0
310,trades,1784122410962,65438,65439,12,0.05613,0,0.05613,0.02069,3.0
311,l2Book,1784122411086,65438,65439,10,0.05613,0,0.05613,0.01987,3.0
312,l2Book,1784122411590,65438,65439,9,0.05195,0,0.05195,0.01987,3.0
313,trades,1784122411657,65438,65439,10,0.05376,0,0.05376,0.01987,3.0
314,trades,1784122411842,65438,65439,11,0.05376,0,0.05376,0.17266,3.0
315,trades,1784122412003,65438,65439,11,0.05376,0,0.05376,0.1736,3.0
316,l2Book,1784122412132,65438,65439,11,0.05376,0,0.05376,0.1736,3.0
317,trades,1784122412273,65438,65439,11,0.04611,0,0.04611,0.17361,3.0
318,trades,1784122412606,65438,65439,12,0.04611,0,0.04611,0.21554,3.0
319,l2Book,1784122412686,65440,65441,11,0.04193,0.04611,0.08804,0.17261,3.0
320,trades,1784122412806,65440,65441,16,0.04367,0.04516,0.08883,0.19103,3.0
321,l2Book,1784122413216,65446,65447,13,0,0.04548,0.04548,0.19103,3.0
322,trades,1784122413530,65446,65447,14,0.03085,0.04548,0.07633,0.19103,3.0
323,l2Book,1784122413732,65446,65447,13,0.03085,0.04548,0.07633,0.19073,3.0
324,trades,1784122414073,65446,65447,14,0.05573,0.04548,0.10121,0.1725,3.0
325,l2Book,1784122414278,65446,65447,14,0.05573,0.04548,0.10121,0.1725,3.0
326,trades,1784122414613,65446,65447,15,0.05573,0.04548,0.10121,0.19118,3.0
327,l2Book,1784122414875,65446,65447,13,0.05573,0.04367,0.0994,0.03839,3.0
328,trades,1784122414941,65446,65447,14,0.05782,0.04367,0.10149,0.03839,3.0
329,trades,1784122415209,65446,65447,14,0.06192,0.04367,0.10559,0.03728,3.0
330,l2Book,1784122415408,65446,65447,13,0.06192,0.04367,0.10559,0.03727,3.0
331,trades,1784122415613,65446,65447,15,0.47653,0.00174,0.47827,0.03727,3.0
332,trades,1784122415749,65446,65447,16,0.47653,0.00174,0.47827,0.03745,3.0
333,trades,1784122415813,65446,65447,11,0.47653,0.00037,0.4769,0.01903,3.0
334,l2Book,1784122415949,65445,65446,11,0.00037,0,0.00037,0.49556,3.0
335,trades,1784122416019,65445,65446,12,0.00037,0,0.00037,0.49614,3.0
