attempt,status,reason,handoff_phase,candidate_source_exchange_time_ms,candidate_age_seconds,max_age_seconds,trigger_candidate_source_exchange_time_ms,trigger_candidate_age_seconds,trigger_candidate_side,trigger_candidate_quote_px,trigger_candidate_size_btc,trigger_candidate_quality_bucket,trigger_candidate_freshness_status,trigger_candidate_skip_reason,current_reprice_allowed,current_reprice_skip_reason,current_reprice_candidate_source_exchange_time_ms,current_reprice_candidate_age_seconds,selected_side,selected_quote_px,current_bid,current_ask,selected_size_btc,max_order_size_btc,quality_bucket,current_same_side_top_qty_btc,current_same_side_top_order_count,current_top_depth_multiple_of_order,post_only_tif,post_only_non_crossing,current_touch_match,source
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784122431533,0.523,1.0,1784122431533,0.523,buy,65441,0.0008,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784122431533,0.523,,,65440.0,65441.0,,0.005,,5.36715,9,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784122448398,0.558,1.0,1784122448398,0.558,buy,65407,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784122448398,0.558,,,65399.0,65400.0,,0.005,,0.45967,1,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784122466780,0.618,1.0,1784122466780,0.618,buy,65426,0.005,quality_a,pass,,True,,1784122466780,0.618,buy,65415.0,65415.0,65416.0,0.005,0.005,quality_a,0.00016,1,0.032,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784122506032,0.495,1.0,1784122506032,0.495,buy,65457,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784122506032,0.495,,,65457.0,65458.0,,0.005,,24.38808,178,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784122507174,0.805,1.0,1784122507174,0.805,buy,65464,0.00128,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784122507174,0.805,,,65461.0,65463.0,,0.005,,0.15523,2,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784122508053,0.497,1.0,1784122508053,0.497,buy,65461,0.00187,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784122508053,0.497,,,65456.0,65457.0,,0.005,,0.32203,4,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784122515148,0.373,1.0,1784122515148,0.373,buy,65463,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784122515148,0.373,,,65462.0,65463.0,,0.005,,0.37961,15,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784122521322,0.754,1.0,1784122521322,0.754,buy,65442,0.00075,quality_a,pass,,True,,1784122521322,0.754,buy,65435.0,65435.0,65443.0,0.00075,0.005,quality_a,0.00016,1,0.21333333,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784122521844,0.624,1.0,1784122521844,0.624,buy,65435,0.00202,quality_a,pass,,True,,1784122521844,0.624,buy,65431.0,65431.0,65432.0,0.002,0.005,quality_b,0.04933,1,24.665,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784122522456,0.509,1.0,1784122522456,0.509,buy,65431,0.005,quality_a,pass,,True,,1784122522456,0.509,buy,65423.0,65423.0,65424.0,0.005,0.005,quality_a,0.05696,2,11.392,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784122536424,0.576,1.0,1784122536424,0.576,buy,65455,8e-05,quality_a,pass,,True,,1784122536424,0.576,buy,65445.0,65445.0,65453.0,8e-05,0.005,quality_b,0.0022,1,27.5,Alo,True,True,inline_reprice_current_candidate_guard
