cluster_id,capture_id,research_date,bucket_30s,start_ts_ns,end_ts_ns,member_count
2026-07-30_2cc63928e27f:59512337,2026-07-30_2cc63928e27f,2026-07-30,59512337,1785370110000000000,1785370139760000000,120
2026-07-30_2cc63928e27f:59512338,2026-07-30_2cc63928e27f,2026-07-30,59512338,1785370140000000000,1785370169760000000,118
2026-07-30_2cc63928e27f:59512339,2026-07-30_2cc63928e27f,2026-07-30,59512339,1785370170000000000,1785370199760000000,119
2026-07-30_2cc63928e27f:59512340,2026-07-30_2cc63928e27f,2026-07-30,59512340,1785370200000000000,1785370229760000000,120
2026-07-30_2cc63928e27f:59512341,2026-07-30_2cc63928e27f,2026-07-30,59512341,1785370230000000000,1785370259760000000,119
2026-07-30_2cc63928e27f:59512342,2026-07-30_2cc63928e27f,2026-07-30,59512342,1785370260000000000,1785370289760000000,120
2026-07-30_2cc63928e27f:59512343,2026-07-30_2cc63928e27f,2026-07-30,59512343,1785370290000000000,1785370319760000000,120
2026-07-30_2cc63928e27f:59512344,2026-07-30_2cc63928e27f,2026-07-30,59512344,1785370320000000000,1785370349760000000,120
2026-07-30_2cc63928e27f:59512345,2026-07-30_2cc63928e27f,2026-07-30,59512345,1785370350000000000,1785370379760000000,120
2026-07-30_2cc63928e27f:59512346,2026-07-30_2cc63928e27f,2026-07-30,59512346,1785370380000000000,1785370409760000000,118
2026-07-30_2cc63928e27f:59512347,2026-07-30_2cc63928e27f,2026-07-30,59512347,1785370410000000000,1785370439760000000,120
2026-07-30_2cc63928e27f:59512348,2026-07-30_2cc63928e27f,2026-07-30,59512348,1785370440000000000,1785370469760000000,119
2026-07-30_2cc63928e27f:59512349,2026-07-30_2cc63928e27f,2026-07-30,59512349,1785370470000000000,1785370499760000000,118
2026-07-30_2cc63928e27f:59512350,2026-07-30_2cc63928e27f,2026-07-30,59512350,1785370500000000000,1785370529760000000,120
2026-07-30_2cc63928e27f:59512351,2026-07-30_2cc63928e27f,2026-07-30,59512351,1785370530000000000,1785370559760000000,120
2026-07-30_2cc63928e27f:59512352,2026-07-30_2cc63928e27f,2026-07-30,59512352,1785370560000000000,1785370589760000000,119
2026-07-30_2cc63928e27f:59512353,2026-07-30_2cc63928e27f,2026-07-30,59512353,1785370590000000000,1785370619760000000,120
2026-07-30_2cc63928e27f:59512354,2026-07-30_2cc63928e27f,2026-07-30,59512354,1785370620000000000,1785370649760000000,120
2026-07-30_2cc63928e27f:59512355,2026-07-30_2cc63928e27f,2026-07-30,59512355,1785370650000000000,1785370679760000000,116
2026-07-30_2cc63928e27f:59512356,2026-07-30_2cc63928e27f,2026-07-30,59512356,1785370680000000000,1785370709760000000,118
2026-07-30_2cc63928e27f:59512357,2026-07-30_2cc63928e27f,2026-07-30,59512357,1785370710000000000,1785370739760000000,117
2026-07-30_2cc63928e27f:59512358,2026-07-30_2cc63928e27f,2026-07-30,59512358,1785370740000000000,1785370769760000000,118
2026-07-30_2cc63928e27f:59512359,2026-07-30_2cc63928e27f,2026-07-30,59512359,1785370770000000000,1785370799760000000,119
2026-07-30_2cc63928e27f:59512360,2026-07-30_2cc63928e27f,2026-07-30,59512360,1785370800000000000,1785370829760000000,117
2026-07-30_2cc63928e27f:59512361,2026-07-30_2cc63928e27f,2026-07-30,59512361,1785370830000000000,1785370859760000000,119
2026-07-30_2cc63928e27f:59512362,2026-07-30_2cc63928e27f,2026-07-30,59512362,1785370860000000000,1785370889760000000,120
2026-07-30_2cc63928e27f:59512363,2026-07-30_2cc63928e27f,2026-07-30,59512363,1785370890000000000,1785370919760000000,120
2026-07-30_2cc63928e27f:59512364,2026-07-30_2cc63928e27f,2026-07-30,59512364,1785370920000000000,1785370949760000000,120
2026-07-30_2cc63928e27f:59512365,2026-07-30_2cc63928e27f,2026-07-30,59512365,1785370950000000000,1785370979760000000,119
2026-07-30_2cc63928e27f:59512366,2026-07-30_2cc63928e27f,2026-07-30,59512366,1785370980000000000,1785371009760000000,120
2026-07-30_2cc63928e27f:59512367,2026-07-30_2cc63928e27f,2026-07-30,59512367,1785371010000000000,1785371039760000000,120
2026-07-30_2cc63928e27f:59512368,2026-07-30_2cc63928e27f,2026-07-30,59512368,1785371040000000000,1785371069760000000,118
2026-07-30_2cc63928e27f:59512369,2026-07-30_2cc63928e27f,2026-07-30,59512369,1785371070000000000,1785371089260000000,76
2026-07-30_47309d2a7046:59512729,2026-07-30_47309d2a7046,2026-07-30,59512729,1785381898460000000,1785381899760000000,6
2026-07-30_47309d2a7046:59512730,2026-07-30_47309d2a7046,2026-07-30,59512730,1785381900000000000,1785381929760000000,100
2026-07-30_47309d2a7046:59512731,2026-07-30_47309d2a7046,2026-07-30,59512731,1785381930000000000,1785381959760000000,110
2026-07-30_47309d2a7046:59512732,2026-07-30_47309d2a7046,2026-07-30,59512732,1785381960000000000,1785381989500000000,113
2026-07-30_47309d2a7046:59512733,2026-07-30_47309d2a7046,2026-07-30,59512733,1785381990500000000,1785382019760000000,102
2026-07-30_47309d2a7046:59512734,2026-07-30_47309d2a7046,2026-07-30,59512734,1785382020000000000,1785382049760000000,116
2026-07-30_47309d2a7046:59512735,2026-07-30_47309d2a7046,2026-07-30,59512735,1785382050000000000,1785382079760000000,113
2026-07-30_47309d2a7046:59512736,2026-07-30_47309d2a7046,2026-07-30,59512736,1785382080000000000,1785382109760000000,114
2026-07-30_47309d2a7046:59512737,2026-07-30_47309d2a7046,2026-07-30,59512737,1785382110000000000,1785382139760000000,110
2026-07-30_47309d2a7046:59512738,2026-07-30_47309d2a7046,2026-07-30,59512738,1785382140000000000,1785382169760000000,110
2026-07-30_47309d2a7046:59512739,2026-07-30_47309d2a7046,2026-07-30,59512739,1785382170000000000,1785382199760000000,100
2026-07-30_47309d2a7046:59512740,2026-07-30_47309d2a7046,2026-07-30,59512740,1785382200000000000,1785382229760000000,119
2026-07-30_47309d2a7046:59512741,2026-07-30_47309d2a7046,2026-07-30,59512741,1785382230000000000,1785382259760000000,107
2026-07-30_47309d2a7046:59512742,2026-07-30_47309d2a7046,2026-07-30,59512742,1785382260000000000,1785382289760000000,110
2026-07-30_47309d2a7046:59512743,2026-07-30_47309d2a7046,2026-07-30,59512743,1785382290000000000,1785382319760000000,108
2026-07-30_47309d2a7046:59512744,2026-07-30_47309d2a7046,2026-07-30,59512744,1785382320000000000,1785382349760000000,106
2026-07-30_47309d2a7046:59512745,2026-07-30_47309d2a7046,2026-07-30,59512745,1785382350000000000,1785382379760000000,114
2026-07-30_47309d2a7046:59512746,2026-07-30_47309d2a7046,2026-07-30,59512746,1785382380000000000,1785382409760000000,102
2026-07-30_47309d2a7046:59512747,2026-07-30_47309d2a7046,2026-07-30,59512747,1785382410000000000,1785382439760000000,116
2026-07-30_47309d2a7046:59512748,2026-07-30_47309d2a7046,2026-07-30,59512748,1785382440000000000,1785382469760000000,117
2026-07-30_47309d2a7046:59512749,2026-07-30_47309d2a7046,2026-07-30,59512749,1785382470000000000,1785382499760000000,110
2026-07-30_47309d2a7046:59512750,2026-07-30_47309d2a7046,2026-07-30,59512750,1785382500000000000,1785382529760000000,111
2026-07-30_47309d2a7046:59512751,2026-07-30_47309d2a7046,2026-07-30,59512751,1785382530260000000,1785382559760000000,105
2026-07-30_47309d2a7046:59512752,2026-07-30_47309d2a7046,2026-07-30,59512752,1785382560260000000,1785382589760000000,109
2026-07-30_47309d2a7046:59512753,2026-07-30_47309d2a7046,2026-07-30,59512753,1785382590000000000,1785382619500000000,106
2026-07-30_47309d2a7046:59512754,2026-07-30_47309d2a7046,2026-07-30,59512754,1785382620000000000,1785382649760000000,109
2026-07-30_47309d2a7046:59512755,2026-07-30_47309d2a7046,2026-07-30,59512755,1785382650000000000,1785382679760000000,96
2026-07-30_47309d2a7046:59512756,2026-07-30_47309d2a7046,2026-07-30,59512756,1785382680000000000,1785382709500000000,100
2026-07-30_47309d2a7046:59512757,2026-07-30_47309d2a7046,2026-07-30,59512757,1785382710000000000,1785382739500000000,95
2026-07-30_47309d2a7046:59512758,2026-07-30_47309d2a7046,2026-07-30,59512758,1785382740000000000,1785382769760000000,90
2026-07-30_47309d2a7046:59512759,2026-07-30_47309d2a7046,2026-07-30,59512759,1785382770000000000,1785382799760000000,87
2026-07-30_47309d2a7046:59512760,2026-07-30_47309d2a7046,2026-07-30,59512760,1785382800000000000,1785382829760000000,109
2026-07-30_47309d2a7046:59512761,2026-07-30_47309d2a7046,2026-07-30,59512761,1785382830000000000,1785382859760000000,109
2026-07-30_47309d2a7046:59512762,2026-07-30_47309d2a7046,2026-07-30,59512762,1785382860000000000,1785382889760000000,98
2026-07-30_47309d2a7046:59512763,2026-07-30_47309d2a7046,2026-07-30,59512763,1785382890000000000,1785382919760000000,113
2026-07-30_47309d2a7046:59512764,2026-07-30_47309d2a7046,2026-07-30,59512764,1785382920000000000,1785382949760000000,109
2026-07-30_47309d2a7046:59512765,2026-07-30_47309d2a7046,2026-07-30,59512765,1785382950000000000,1785382979760000000,88
2026-07-30_47309d2a7046:59512766,2026-07-30_47309d2a7046,2026-07-30,59512766,1785382980000000000,1785383009500000000,84
2026-07-30_47309d2a7046:59512767,2026-07-30_47309d2a7046,2026-07-30,59512767,1785383010000000000,1785383039260000000,84
2026-07-30_47309d2a7046:59512768,2026-07-30_47309d2a7046,2026-07-30,59512768,1785383040000000000,1785383069760000000,83
2026-07-30_47309d2a7046:59512769,2026-07-30_47309d2a7046,2026-07-30,59512769,1785383070000000000,1785383099760000000,82
2026-07-30_47309d2a7046:59512770,2026-07-30_47309d2a7046,2026-07-30,59512770,1785383100000000000,1785383129760000000,84
2026-07-30_47309d2a7046:59512771,2026-07-30_47309d2a7046,2026-07-30,59512771,1785383130000000000,1785383159760000000,99
2026-07-30_47309d2a7046:59512772,2026-07-30_47309d2a7046,2026-07-30,59512772,1785383160000000000,1785383189760000000,99
2026-07-30_47309d2a7046:59512773,2026-07-30_47309d2a7046,2026-07-30,59512773,1785383190000000000,1785383219760000000,93
2026-07-30_47309d2a7046:59512774,2026-07-30_47309d2a7046,2026-07-30,59512774,1785383220000000000,1785383249500000000,107
2026-07-30_47309d2a7046:59512775,2026-07-30_47309d2a7046,2026-07-30,59512775,1785383250000000000,1785383279760000000,99
2026-07-30_47309d2a7046:59512776,2026-07-30_47309d2a7046,2026-07-30,59512776,1785383280000000000,1785383309760000000,101
2026-07-30_47309d2a7046:59512777,2026-07-30_47309d2a7046,2026-07-30,59512777,1785383310000000000,1785383339760000000,103
2026-07-30_47309d2a7046:59512778,2026-07-30_47309d2a7046,2026-07-30,59512778,1785383340000000000,1785383369500000000,107
2026-07-30_47309d2a7046:59512779,2026-07-30_47309d2a7046,2026-07-30,59512779,1785383370000000000,1785383399760000000,97
2026-07-30_47309d2a7046:59512780,2026-07-30_47309d2a7046,2026-07-30,59512780,1785383400000000000,1785383429760000000,105
2026-07-30_47309d2a7046:59512781,2026-07-30_47309d2a7046,2026-07-30,59512781,1785383430000000000,1785383459760000000,104
2026-07-30_47309d2a7046:59512782,2026-07-30_47309d2a7046,2026-07-30,59512782,1785383460000000000,1785383489760000000,80
2026-07-30_47309d2a7046:59512783,2026-07-30_47309d2a7046,2026-07-30,59512783,1785383490000000000,1785383519760000000,81
2026-07-30_47309d2a7046:59512784,2026-07-30_47309d2a7046,2026-07-30,59512784,1785383520000000000,1785383549500000000,90
2026-07-30_47309d2a7046:59512785,2026-07-30_47309d2a7046,2026-07-30,59512785,1785383550000000000,1785383579500000000,88
2026-07-30_47309d2a7046:59512786,2026-07-30_47309d2a7046,2026-07-30,59512786,1785383580000000000,1785383609760000000,87
2026-07-30_47309d2a7046:59512787,2026-07-30_47309d2a7046,2026-07-30,59512787,1785383610000000000,1785383639760000000,97
2026-07-30_47309d2a7046:59512788,2026-07-30_47309d2a7046,2026-07-30,59512788,1785383640000000000,1785383669760000000,91
2026-07-30_47309d2a7046:59512789,2026-07-30_47309d2a7046,2026-07-30,59512789,1785383670000000000,1785383696000000000,71
2026-07-30_b19ed82d662d:59512489,2026-07-30_b19ed82d662d,2026-07-30,59512489,1785374694840000000,1785374699760000000,21
2026-07-30_b19ed82d662d:59512490,2026-07-30_b19ed82d662d,2026-07-30,59512490,1785374700000000000,1785374729760000000,117
2026-07-30_b19ed82d662d:59512491,2026-07-30_b19ed82d662d,2026-07-30,59512491,1785374730000000000,1785374759760000000,118
2026-07-30_b19ed82d662d:59512492,2026-07-30_b19ed82d662d,2026-07-30,59512492,1785374760000000000,1785374789760000000,118
2026-07-30_b19ed82d662d:59512493,2026-07-30_b19ed82d662d,2026-07-30,59512493,1785374790000000000,1785374819760000000,119
2026-07-30_b19ed82d662d:59512494,2026-07-30_b19ed82d662d,2026-07-30,59512494,1785374820000000000,1785374849760000000,117
2026-07-30_b19ed82d662d:59512495,2026-07-30_b19ed82d662d,2026-07-30,59512495,1785374850000000000,1785374879760000000,112
2026-07-30_b19ed82d662d:59512496,2026-07-30_b19ed82d662d,2026-07-30,59512496,1785374880000000000,1785374909760000000,112
2026-07-30_b19ed82d662d:59512497,2026-07-30_b19ed82d662d,2026-07-30,59512497,1785374910000000000,1785374939760000000,112
2026-07-30_b19ed82d662d:59512498,2026-07-30_b19ed82d662d,2026-07-30,59512498,1785374940000000000,1785374969500000000,110
2026-07-30_b19ed82d662d:59512499,2026-07-30_b19ed82d662d,2026-07-30,59512499,1785374970000000000,1785374999760000000,114
2026-07-30_b19ed82d662d:59512500,2026-07-30_b19ed82d662d,2026-07-30,59512500,1785375000260000000,1785375029760000000,118
2026-07-30_b19ed82d662d:59512501,2026-07-30_b19ed82d662d,2026-07-30,59512501,1785375030000000000,1785375059760000000,120
2026-07-30_b19ed82d662d:59512502,2026-07-30_b19ed82d662d,2026-07-30,59512502,1785375060000000000,1785375089760000000,120
2026-07-30_b19ed82d662d:59512503,2026-07-30_b19ed82d662d,2026-07-30,59512503,1785375090000000000,1785375119760000000,120
2026-07-30_b19ed82d662d:59512504,2026-07-30_b19ed82d662d,2026-07-30,59512504,1785375120000000000,1785375149760000000,120
2026-07-30_b19ed82d662d:59512505,2026-07-30_b19ed82d662d,2026-07-30,59512505,1785375150000000000,1785375179760000000,116
2026-07-30_b19ed82d662d:59512506,2026-07-30_b19ed82d662d,2026-07-30,59512506,1785375180000000000,1785375209760000000,120
2026-07-30_b19ed82d662d:59512507,2026-07-30_b19ed82d662d,2026-07-30,59512507,1785375210000000000,1785375239760000000,117
2026-07-30_b19ed82d662d:59512508,2026-07-30_b19ed82d662d,2026-07-30,59512508,1785375240000000000,1785375269760000000,118
2026-07-30_b19ed82d662d:59512509,2026-07-30_b19ed82d662d,2026-07-30,59512509,1785375270000000000,1785375299760000000,117
2026-07-30_b19ed82d662d:59512510,2026-07-30_b19ed82d662d,2026-07-30,59512510,1785375300000000000,1785375329760000000,120
2026-07-30_b19ed82d662d:59512511,2026-07-30_b19ed82d662d,2026-07-30,59512511,1785375330000000000,1785375359760000000,120
2026-07-30_b19ed82d662d:59512512,2026-07-30_b19ed82d662d,2026-07-30,59512512,1785375360000000000,1785375389760000000,119
2026-07-30_b19ed82d662d:59512513,2026-07-30_b19ed82d662d,2026-07-30,59512513,1785375390000000000,1785375419760000000,119
2026-07-30_b19ed82d662d:59512514,2026-07-30_b19ed82d662d,2026-07-30,59512514,1785375420000000000,1785375449760000000,118
2026-07-30_b19ed82d662d:59512515,2026-07-30_b19ed82d662d,2026-07-30,59512515,1785375450000000000,1785375479760000000,111
2026-07-30_b19ed82d662d:59512516,2026-07-30_b19ed82d662d,2026-07-30,59512516,1785375480000000000,1785375509760000000,120
2026-07-30_b19ed82d662d:59512517,2026-07-30_b19ed82d662d,2026-07-30,59512517,1785375510000000000,1785375539760000000,118
2026-07-30_b19ed82d662d:59512518,2026-07-30_b19ed82d662d,2026-07-30,59512518,1785375540000000000,1785375569760000000,111
2026-07-30_b19ed82d662d:59512519,2026-07-30_b19ed82d662d,2026-07-30,59512519,1785375570000000000,1785375599760000000,112
2026-07-30_b19ed82d662d:59512520,2026-07-30_b19ed82d662d,2026-07-30,59512520,1785375600000000000,1785375629760000000,115
2026-07-30_b19ed82d662d:59512521,2026-07-30_b19ed82d662d,2026-07-30,59512521,1785375630000000000,1785375659760000000,117
