inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,clean_verdict,accepted_verdict,clean_fills,accepted_fills,fill_delta_from_caveated,clean_markout,accepted_markout,clean_spread,accepted_spread,stability,scope,bucket_count,rows,fills,ready_for_policy_design,needs_more_clean_fills,reject_quality_negative,not_decisionable,verdict_taxonomy
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,fast_cancel_churn,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,recent_reject_or_throttle,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,1,1,,,,1.4999999999417923,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,-6.5000000000873115,-6.5000000000873115,2.5,2.5,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,8,9,1,-92.70000000004075,-111.83333333336729,13.142857142811408,16.187499999959982,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,,,35.500000000029104,35.500000000029104,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,4,8,4,29.99999999996362,-84.16666666671517,23.499999999985448,19.99999999998181,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,34,36,2,-23.120689655158365,-32.299999999983505,28.742424242426008,27.985714285717613,same_verdict,,,,,,,,,
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,25,26,1,-47.05555555553777,-47.02631578946143,3.250000000001213,3.1400000000023285,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,2,2,0,-361.50000000001455,-361.50000000001455,33.49999999998545,33.49999999998545,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_gap_crossed,missing_anchor,churn_normal,all_fill_after_cancel_outcomes,not_decisionable,needs_more_clean_fills,0,0,0,,,,,changed_with_caveated,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_gap_crossed,missing_anchor,fast_cancel_churn,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_gap_crossed,missing_anchor,recent_reject_or_throttle,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,2,2,,-73.0000000000291,,0.49999999995634425,changed_with_caveated,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,1,1,,,,0.4999999998835847,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,2,2,0,19.499999999970896,19.499999999970896,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,2,4,2,-134.4999999999709,-134.4999999999709,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,2,3,1,6.500000000014552,19.166666666715173,0.49999999995634425,0.49999999998059746,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,10,11,1,-30.875000000032742,-41.5000000000388,0.49999999999676625,0.5,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,clamped,cancel_readd_pressure,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,9,9,0,-53.35714285719275,-53.35714285719275,0.5000000000109139,0.5000000000109139,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,40,46,6,-107.20588235292834,-96.44871794870899,0.8333333333407958,0.4111111111188721,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,-394.4999999999709,-394.4999999999709,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_weak_or_neutral,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,0.4999999998835847,0.4999999998835847,0.4999999998835847,0.4999999998835847,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,103.50000000005821,103.50000000005821,0.4999999998835847,0.4999999998835847,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,14,14,0,-27.192307692323364,-27.192307692323364,40.92857142855272,40.92857142855272,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,churn_normal,all_fill_after_cancel_outcomes,not_decisionable,needs_more_clean_fills,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,fast_cancel_churn,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,recent_reject_or_throttle,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,1,1,,-143.5000000000582,,0.5000000000291038,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,1,1,,-9.499999999970896,,39.499999999970896,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,2,2,0,-28.500000000058208,-28.500000000058208,16.500000000014552,16.500000000014552,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,2,2,,-57.50000000014552,,8.999999999941792,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,2,3,1,-10.500000000029104,-113.49999999998545,25.500000000029104,24.83333333337214,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,10,12,2,-228.10000000006403,-205.66666666672972,26.722222222209286,24.68181818179966,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,1,1,0,133.4999999999127,133.4999999999127,17.5,17.5,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,,,33.50000000005821,33.50000000005821,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,not_decisionable,needs_more_clean_fills,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,2,3,1,-65.5000000000291,-38.000000000029104,15.499999999883585,15.499999999956344,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,-220.5000000000291,-220.5000000000291,38.50000000005821,38.50000000005821,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,19,21,2,-22.382352941195304,-19.666666666687686,32.13157894733166,33.78571428567825,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,35,39,4,-68.82352941176043,-67.98571428571346,-1.7571428571370364,-1.5256410256402795,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_gap_crossed,missing_anchor,churn_normal,all_fill_after_cancel_outcomes,not_decisionable,needs_more_clean_fills,0,4,4,,-142.50000000014552,,0.5000000000291038,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_gap_crossed,missing_anchor,fast_cancel_churn,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_gap_crossed,missing_anchor,recent_reject_or_throttle,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
