capture_id,research_date,segment_id,artificial_start_ts_ns,comparison_guard_ts_ns,expected_count,actual_count,identity_exact,expected_support_count,actual_support_count,support_count_exact
2026-08-03_098332acc16a,2026-08-03,0,1785717792840000000,1785717854840000000,0,0,True,30376,30376,True
2026-08-03_098332acc16a,2026-08-03,0,1785718392840000000,1785718454840000000,0,0,True,15136,15136,True
2026-08-03_1dd085c2ccc5,2026-08-03,0,1785724996560000000,1785725058560000000,0,0,True,8018,8018,True
2026-08-03_1dd085c2ccc5,2026-08-03,0,1785725596560000000,1785725658560000000,0,0,True,3590,3590,True
2026-08-03_2994fc7a75af,2026-08-03,0,1785721394640000000,1785721456640000000,0,0,True,21584,21584,True
2026-08-03_2994fc7a75af,2026-08-03,0,1785721994640000000,1785722056640000000,0,0,True,10137,10137,True
2026-08-03_3a405386e85b,2026-08-03,0,1785723195600000000,1785723257600000000,0,0,True,15559,15559,True
2026-08-03_3a405386e85b,2026-08-03,0,1785723795600000000,1785723857600000000,0,0,True,6165,6165,True
2026-08-03_7f200bdbf129,2026-08-03,0,1785726797260000000,1785726859260000000,0,0,True,11684,11684,True
2026-08-03_7f200bdbf129,2026-08-03,0,1785727397260000000,1785727459260000000,0,0,True,7406,7406,True
2026-08-03_b7b76aed76b8,2026-08-03,0,1785719593720000000,1785719655720000000,0,0,True,21011,21011,True
2026-08-03_b7b76aed76b8,2026-08-03,0,1785720193720000000,1785720255720000000,0,0,True,9030,9030,True
2026-08-03_c6ba75ad540b,2026-08-03,0,1785728597940000000,1785728659940000000,0,0,True,9841,9841,True
2026-08-03_c6ba75ad540b,2026-08-03,0,1785729197940000000,1785729259940000000,0,0,True,5626,5626,True
2026-08-03_d0a70a33d273,2026-08-03,0,1785715991960000000,1785716053960000000,0,0,True,38738,38738,True
2026-08-03_d0a70a33d273,2026-08-03,0,1785716591960000000,1785716653960000000,0,0,True,18357,18357,True
2026-08-03_d8e3322d6f2c,2026-08-03,0,1785730398600000000,1785730460600000000,0,0,True,10551,10551,True
2026-08-03_d8e3322d6f2c,2026-08-03,0,1785730998600000000,1785731060600000000,0,0,True,4746,4746,True
2026-08-03_f1ce2c62420e,2026-08-03,0,1785714191080000000,1785714253080000000,0,0,True,21000,21000,True
2026-08-03_f1ce2c62420e,2026-08-03,0,1785714791080000000,1785714853080000000,0,0,True,12095,12095,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785805722760000000,1785805784760000000,0,0,True,150179,150179,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785806322760000000,1785806384760000000,0,0,True,133473,133473,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785806922760000000,1785806984760000000,0,0,True,119294,119294,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785807522760000000,1785807584760000000,0,0,True,103458,103458,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785808122760000000,1785808184760000000,0,0,True,88704,88704,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785808722760000000,1785808784760000000,0,0,True,71242,71242,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785809322760000000,1785809384760000000,0,0,True,53979,53979,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785809922760000000,1785809984760000000,0,0,True,39977,39977,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785810522760000000,1785810584760000000,0,0,True,26796,26796,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785811122760000000,1785811184760000000,0,0,True,14426,14426,True
2026-08-04_a6a45be8a495,2026-08-04,0,1785811722760000000,1785811784760000000,0,0,True,5511,5511,True
2026-08-07_46d1e1a74698,2026-08-07,1,1786065430960000000,1786065492960000000,0,0,True,71020,71020,True
2026-08-07_46d1e1a74698,2026-08-07,1,1786066030960000000,1786066092960000000,0,0,True,46699,46699,True
2026-08-07_46d1e1a74698,2026-08-07,1,1786066630960000000,1786066692960000000,0,0,True,27886,27886,True
2026-08-07_46d1e1a74698,2026-08-07,1,1786067230960000000,1786067292960000000,0,0,True,8806,8806,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786068239320000000,1786068301320000000,0,0,True,116163,116163,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786068839320000000,1786068901320000000,0,0,True,105670,105670,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786069439320000000,1786069501320000000,0,0,True,96406,96406,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786070039320000000,1786070101320000000,0,0,True,87824,87824,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786070639320000000,1786070701320000000,0,0,True,81348,81348,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786071239320000000,1786071301320000000,0,0,True,75020,75020,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786071839320000000,1786071901320000000,0,0,True,69253,69253,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786072439320000000,1786072501320000000,0,0,True,63832,63832,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786073039320000000,1786073101320000000,0,0,True,55224,55224,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786073639320000000,1786073701320000000,0,0,True,49139,49139,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786074239320000000,1786074301320000000,0,0,True,45028,45028,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786074839320000000,1786074901320000000,0,0,True,40118,40118,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786075439320000000,1786075501320000000,0,0,True,31899,31899,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786076039320000000,1786076101320000000,0,0,True,25684,25684,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786076639320000000,1786076701320000000,0,0,True,18006,18006,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786077239320000000,1786077301320000000,0,0,True,12639,12639,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786077839320000000,1786077901320000000,0,0,True,8691,8691,True
2026-08-07_46d1e1a74698,2026-08-07,2,1786078439320000000,1786078501320000000,0,0,True,2639,2639,True
2026-08-24_aeee94c4bfe5,2026-08-24,0,1787533048640000000,1787533110640000000,0,0,True,27171,27171,True
2026-08-24_aeee94c4bfe5,2026-08-24,0,1787533648640000000,1787533710640000000,0,0,True,15265,15265,True
2026-08-24_aeee94c4bfe5,2026-08-24,0,1787534248640000000,1787534310640000000,0,0,True,7293,7293,True
2026-08-24_aeee94c4bfe5,2026-08-24,0,1787534848640000000,1787534910640000000,0,0,True,588,588,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787535572720000000,1787535634720000000,0,0,True,110057,110057,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787536172720000000,1787536234720000000,0,0,True,102791,102791,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787536772720000000,1787536834720000000,0,0,True,94091,94091,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787537372720000000,1787537434720000000,0,0,True,82895,82895,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787537972720000000,1787538034720000000,0,0,True,74876,74876,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787538572720000000,1787538634720000000,0,0,True,68849,68849,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787539172720000000,1787539234720000000,0,0,True,63353,63353,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787539772720000000,1787539834720000000,0,0,True,58263,58263,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787540372720000000,1787540434720000000,0,0,True,51741,51741,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787540972720000000,1787541034720000000,0,0,True,47635,47635,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787541572720000000,1787541634720000000,0,0,True,41068,41068,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787542172720000000,1787542234720000000,0,0,True,33911,33911,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787542772720000000,1787542834720000000,0,0,True,27660,27660,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787543372720000000,1787543434720000000,0,0,True,22989,22989,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787543972720000000,1787544034720000000,0,0,True,18867,18867,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787544572720000000,1787544634720000000,0,0,True,14185,14185,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787545172720000000,1787545234720000000,0,0,True,10739,10739,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787545772720000000,1787545834720000000,0,0,True,5730,5730,True
2026-08-24_aeee94c4bfe5,2026-08-24,1,1787546372720000000,1787546434720000000,0,0,True,2554,2554,True
2026-08-25_fd89fc8de22f,2026-08-25,0,1787620060320000000,1787620122320000000,0,0,True,31542,31542,True
2026-08-25_fd89fc8de22f,2026-08-25,0,1787620660320000000,1787620722320000000,0,0,True,24545,24545,True
2026-08-25_fd89fc8de22f,2026-08-25,0,1787621260320000000,1787621322320000000,0,0,True,18724,18724,True
2026-08-25_fd89fc8de22f,2026-08-25,0,1787621860320000000,1787621922320000000,0,0,True,8324,8324,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787623098900000000,1787623160900000000,0,0,True,106818,106818,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787623698900000000,1787623760900000000,0,0,True,99823,99823,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787624298900000000,1787624360900000000,0,0,True,94823,94823,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787624898900000000,1787624960900000000,0,0,True,88733,88733,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787625498900000000,1787625560900000000,0,0,True,83208,83208,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787626098900000000,1787626160900000000,0,0,True,77500,77500,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787626698900000000,1787626760900000000,0,0,True,72851,72851,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787627298900000000,1787627360900000000,0,0,True,67592,67592,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787627898900000000,1787627960900000000,0,0,True,63467,63467,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787628498900000000,1787628560900000000,0,0,True,57488,57488,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787629098900000000,1787629160900000000,0,0,True,48862,48862,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787629698900000000,1787629760900000000,0,0,True,44529,44529,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787630298900000000,1787630360900000000,0,0,True,39757,39757,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787630898900000000,1787630960900000000,0,0,True,30652,30652,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787631498900000000,1787631560900000000,0,0,True,24347,24347,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787632098900000000,1787632160900000000,0,0,True,18847,18847,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787632698900000000,1787632760900000000,0,0,True,11160,11160,True
2026-08-25_fd89fc8de22f,2026-08-25,1,1787633298900000000,1787633360900000000,0,0,True,4780,4780,True
2026-08-26_164de1d394f7,2026-08-26,0,1787707296600000000,1787707358600000000,0,0,True,60177,60177,True
2026-08-26_164de1d394f7,2026-08-26,0,1787707896600000000,1787707958600000000,0,0,True,53395,53395,True
2026-08-26_164de1d394f7,2026-08-26,0,1787708496600000000,1787708558600000000,0,0,True,46965,46965,True
2026-08-26_164de1d394f7,2026-08-26,0,1787709096600000000,1787709158600000000,0,0,True,41990,41990,True
2026-08-26_164de1d394f7,2026-08-26,0,1787709696600000000,1787709758600000000,0,0,True,38221,38221,True
2026-08-26_164de1d394f7,2026-08-26,0,1787710296600000000,1787710358600000000,0,0,True,33442,33442,True
2026-08-26_164de1d394f7,2026-08-26,0,1787710896600000000,1787710958600000000,0,0,True,28669,28669,True
2026-08-26_164de1d394f7,2026-08-26,0,1787711496600000000,1787711558600000000,0,0,True,23871,23871,True
2026-08-26_164de1d394f7,2026-08-26,0,1787712096600000000,1787712158600000000,0,0,True,18406,18406,True
2026-08-26_164de1d394f7,2026-08-26,0,1787712696600000000,1787712758600000000,0,0,True,11247,11247,True
2026-08-26_164de1d394f7,2026-08-26,0,1787713296600000000,1787713358600000000,0,0,True,5768,5768,True
2026-08-26_164de1d394f7,2026-08-26,0,1787713896600000000,1787713958600000000,0,0,True,1371,1371,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787759730620000000,1787759792620000000,0,0,True,5744,5744,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787760330620000000,1787760392620000000,0,0,True,4886,4886,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787760930620000000,1787760992620000000,0,0,True,4592,4592,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787761530620000000,1787761592620000000,0,0,True,3513,3513,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787762130620000000,1787762192620000000,0,0,True,2922,2922,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787762730620000000,1787762792620000000,0,0,True,2491,2491,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787763330620000000,1787763392620000000,0,0,True,2191,2191,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787763930620000000,1787763992620000000,0,0,True,1923,1923,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787764530620000000,1787764592620000000,0,0,True,1657,1657,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787765130620000000,1787765192620000000,0,0,True,1049,1049,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787765730620000000,1787765792620000000,0,0,True,576,576,True
2026-08-26_20fa36ad4d76,2026-08-26,0,1787766330620000000,1787766392620000000,0,0,True,211,211,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787752230180000000,1787752292180000000,0,0,True,18631,18631,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787752830180000000,1787752892180000000,0,0,True,14398,14398,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787753430180000000,1787753492180000000,0,0,True,11857,11857,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787754030180000000,1787754092180000000,0,0,True,9644,9644,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787754630180000000,1787754692180000000,0,0,True,7546,7546,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787755230180000000,1787755292180000000,0,0,True,5969,5969,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787755830180000000,1787755892180000000,0,0,True,5038,5038,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787756430180000000,1787756492180000000,0,0,True,4178,4178,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787757030180000000,1787757092180000000,0,0,True,2954,2954,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787757630180000000,1787757692180000000,0,0,True,2131,2131,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787758230180000000,1787758292180000000,0,0,True,1422,1422,True
2026-08-26_7e4d0a9ed099,2026-08-26,0,1787758830180000000,1787758892180000000,0,0,True,321,321,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787744729780000000,1787744791780000000,0,0,True,32598,32598,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787745329780000000,1787745391780000000,0,0,True,32318,32318,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787745929780000000,1787745991780000000,0,0,True,31902,31902,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787746529780000000,1787746591780000000,0,0,True,31460,31460,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787747129780000000,1787747191780000000,0,0,True,30807,30807,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787747729780000000,1787747791780000000,0,0,True,26833,26833,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787748329780000000,1787748391780000000,0,0,True,25014,25014,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787748929780000000,1787748991780000000,0,0,True,23203,23203,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787749529780000000,1787749591780000000,0,0,True,22095,22095,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787750129780000000,1787750191780000000,0,0,True,21171,21171,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787750729780000000,1787750791780000000,0,0,True,20360,20360,True
2026-08-26_a055aa6c7a87,2026-08-26,0,1787751329780000000,1787751391780000000,0,0,True,6208,6208,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787791993820000000,1787792055820000000,0,0,True,65302,65302,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787792593820000000,1787792655820000000,0,0,True,50940,50940,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787793193820000000,1787793255820000000,0,0,True,41301,41301,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787793793820000000,1787793855820000000,0,0,True,33172,33172,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787794393820000000,1787794455820000000,0,0,True,28010,28010,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787794993820000000,1787795055820000000,0,0,True,24323,24323,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787795593820000000,1787795655820000000,0,0,True,19772,19772,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787796193820000000,1787796255820000000,0,0,True,15121,15121,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787796793820000000,1787796855820000000,0,0,True,11265,11265,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787797393820000000,1787797455820000000,0,0,True,7726,7726,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787797993820000000,1787798055820000000,0,0,True,4378,4378,True
2026-08-27_ba5ebc09e758,2026-08-27,0,1787798593820000000,1787798655820000000,0,0,True,1625,1625,True
