inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,bucket_level,scope,sample_count,fill_sample_count,rows,fills,fill_rate,clean_only_fill_mass,side_adjusted_markout_5000ms_mean,spread_capture_ticks_mean,fee_adjusted_spread_capture_ticks_mean,fill_after_cancel_rate,inventory_increasing_fill_rate,inventory_reducing_fill_rate,post_only_risk_rows,post_only_risk_rate,reject_throttle_churn_rows,reject_throttle_churn_rate,verdict,verdict_reason,rejection_reasons
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,0,157,0,0.0,0,,,,,,,0,0.0,157,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,6,529,9,0.017013232514177693,9,-90.5000000000291,14.06249999996362,14.06249999996362,0.3333333333333333,0.6666666666666666,0.0,0,0.0,529,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,1,17,1,0.058823529411764705,1,-80.49999999988358,19.500000000116415,19.500000000116415,0.0,1.0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold,high_spread_but_too_low_fill
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,1,35,1,0.02857142857142857,1,,35.500000000029104,35.500000000029104,1.0,1.0,0.0,0,0.0,35,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,0,43,0,0.0,0,,,,,,,0,0.0,43,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,0,25,0,0.0,0,,,,,,,0,0.0,25,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,4,646,6,0.009287925696594427,6,-26.833333333343035,44.99999999997575,44.99999999997575,0.6666666666666666,0.3333333333333333,0.0,0,0.0,646,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,4,0,6,0,0.0,0,,,,,,,0,0.0,6,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,5,1935,35,0.01808785529715762,35,-27.93333333331975,29.823529411762994,29.823529411762994,0.6857142857142857,0.6,0.0,0,0.0,1935,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,6,0,0.0,0,,,,,,,0,0.0,6,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,0,5,0,0.0,0,,,,,,,0,0.0,5,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,7,481,29,0.060291060291060294,29,-47.49999999998545,2.857142857132463,2.857142857132463,0.3448275862068966,0.4482758620689655,0.0,0,0.0,481,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,1,12,2,0.16666666666666666,2,-361.50000000001455,33.49999999998545,33.49999999998545,0.5,0.5,0.0,0,0.0,12,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,0,4,0,0.0,0,,,,,,,0,0.0,4,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,2,8,2,0.25,2,19.499999999970896,0.5000000000291038,0.5000000000291038,1.0,0.0,0.0,0,0.0,8,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,3,64,3,0.046875,3,-104.83333333332364,0.5000000000291038,0.5000000000291038,0.3333333333333333,0.3333333333333333,0.0,0,0.0,64,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,4,0,10,0,0.0,0,,,,,,,0,0.0,10,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,6,121,11,0.09090909090909091,11,-41.38888888892123,0.4999999999854481,0.4999999999854481,0.2727272727272727,0.5454545454545454,0.0,0,0.0,121,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,clamped,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,0,14,0,0.0,0,,,,,,,0,0.0,14,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,5,74,9,0.12162162162162163,9,-53.35714285719275,0.5000000000109139,0.5000000000109139,0.1111111111111111,0.5555555555555556,0.0,0,0.0,74,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,3,0,0.0,0,,,,,,,0,0.0,3,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,7,564,44,0.07801418439716312,44,-106.98571428570514,0.8488372093077402,0.8488372093077402,0.5227272727272727,0.45454545454545453,0.0,0,0.0,564,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_fill_but_poor_markout|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,1,9,1,0.1111111111111111,1,-394.4999999999709,0.5000000000291038,0.5000000000291038,1.0,1.0,0.0,0,0.0,9,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_weak_or_neutral,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,3,0,0.0,0,,,,,,,0,0.0,3,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,1,4,1,0.25,1,0.4999999998835847,0.4999999998835847,0.4999999998835847,0.0,0.0,0.0,0,0.0,4,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,0,4,0,0.0,0,,,,,,,0,0.0,4,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
flat,flat_side,touch,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,1,15,1,0.06666666666666667,1,103.50000000005821,0.4999999998835847,0.4999999998835847,1.0,0.0,0.0,0,0.0,15,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_adverse,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,0,11,0,0.0,0,,,,,,,0,0.0,11,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,0,62,0,0.0,0,,,,,,,0,0.0,62,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,5,1022,15,0.014677103718199608,15,-27.192307692323364,39.23333333330811,39.23333333330811,0.6,0.26666666666666666,0.0,0,0.0,1022,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,15,0,0.0,0,,,,,,,0,0.0,15,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,0,14,0,0.0,0,,,,,,,0,0.0,14,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,4,0,12,0,0.0,0,,,,,,,0,0.0,12,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,2,269,2,0.007434944237918215,2,-28.500000000058208,16.500000000014552,16.500000000014552,1.0,0.0,0.0,0,0.0,269,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,1,480,1,0.0020833333333333333,1,,7.500000000145519,7.500000000145519,1.0,0.0,0.0,0,0.0,480,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,3,254,3,0.011811023622047244,3,-10.500000000029104,24.50000000006791,24.50000000006791,1.0,0.6666666666666666,0.0,0,0.0,254,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,6,555,11,0.01981981981981982,11,-201.0000000000582,24.69999999999709,24.69999999999709,0.5454545454545454,0.6363636363636364,0.0,0,0.0,555,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
