event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
11,l2Book,1784017190783,1784017191005346036,0.222526,buy,62587,62587,62588,1,0.005,10.94935,41,2189.87,0,0,0,0,10.95435,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,10,4843,0,10,same_touch_stable_enough,real_bbo_history_touch_stability,4843,1784017185940,8.05205,10.94935,2.8973,40,41,1,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
12,trades,1784017190783,1784017191005842369,0.222957,buy,62587,62587,62588,1,0.005,10.94935,41,2189.87,2,0.00972,0,0.00972,10.95435,0.0008873187363923920634268578236,touched_quote_without_depletion,,0.00243,False,missing_same_side_strict_through_support,10,4843,0,10,same_touch_stable_enough,real_bbo_history_touch_stability,4843,1784017185940,8.05205,10.94935,2.8973,40,41,1,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
13,l2Book,1784017191320,1784017191528550261,0.208718,buy,62587,62587,62588,1,0.005,11.36062,46,2272.124,2,0.00972,0,0.00972,11.36562,0.0008552107144176912478157812772,touched_quote_without_depletion,,0.00243,False,missing_same_side_strict_through_support,11,5380,0,11,same_touch_stable_enough,real_bbo_history_touch_stability,5380,1784017185940,10.94935,11.36062,0.41127,41,46,5,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
14,l2Book,1784017191861,1784017192078427163,0.217599,buy,62587,62587,62588,1,0.005,7.64822,42,1529.644,2,0.00972,0,0.00972,7.65322,0.00127005365062026179830189123,touched_quote_without_depletion,,0.00243,False,missing_same_side_strict_through_support,12,5921,0,12,same_touch_stable_enough,real_bbo_history_touch_stability,5921,1784017185940,11.36062,7.64822,-3.7124,46,42,-4,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
15,l2Book,1784017192405,1784017192622659521,0.217829,buy,62587,62587,62588,1,0.005,9.56818,43,1913.636,2,0.00972,0,0.00972,9.57318,0.001015336596616798179915137917,touched_quote_without_depletion,,0.00243,False,missing_same_side_strict_through_support,13,6465,0,13,same_touch_stable_enough,real_bbo_history_touch_stability,6465,1784017185940,11.36062,9.56818,-1.79244,46,43,-3,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
16,l2Book,1784017192941,1784017193174020014,0.23321,buy,62587,62587,62588,1,0.005,1.40551,27,281.102,2,0.00972,0,0.00972,1.41051,0.006891124486887721462449752217,touched_quote_without_depletion,,0.00243,False,missing_same_side_strict_through_support,14,7001,0,14,same_touch_stable_enough,real_bbo_history_touch_stability,7001,1784017185940,11.36062,1.40551,-9.95511,46,27,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
17,l2Book,1784017193470,1784017193684064649,0.214279,buy,62587,62587,62588,1,0.005,2.32817,28,465.634,2,0.00972,0,0.00972,2.33317,0.004166005906127714654311516092,touched_quote_without_depletion,,0.00243,False,missing_same_side_strict_through_support,15,7530,0,15,same_touch_stable_enough,real_bbo_history_touch_stability,7530,1784017185940,11.36062,2.32817,-9.03245,46,28,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
18,trades,1784017193744,1784017193941840117,0.198017,buy,62587,62587,62588,1,0.005,2.32817,28,465.634,3,0.01151,0,0.01151,2.33317,0.004933202467029834945589048376,touched_quote_without_depletion,,0.00287,False,missing_same_side_strict_through_support,15,7530,274,15,same_touch_stable_enough,real_bbo_history_touch_stability,7804,1784017185940,11.36062,2.32817,-9.03245,46,28,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
19,l2Book,1784017194004,1784017194278278392,0.274455,buy,62587,62587,62588,1,0.005,2.32638,28,465.276,1,0.00179,0,0.00179,2.33138,0.0007677856033765409328380615773,touched_quote_without_depletion,,0.00044,False,missing_same_side_strict_through_support,16,8064,0,16,same_touch_stable_enough,real_bbo_history_touch_stability,8064,1784017185940,11.36062,2.32638,-9.03424,46,28,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
20,l2Book,1784017194550,1784017194756296671,0.20648,buy,62587,62587,62588,1,0.005,2.32638,28,465.276,1,0.00179,0,0.00179,2.33138,0.0007677856033765409328380615773,touched_quote_without_depletion,,0.00044,False,missing_same_side_strict_through_support,17,8610,0,17,same_touch_stable_enough,real_bbo_history_touch_stability,8610,1784017185940,11.36062,2.32638,-9.03424,46,28,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
21,l2Book,1784017195081,1784017195304994109,0.22418,buy,62587,62587,62588,1,0.005,2.32638,28,465.276,1,0.00179,0,0.00179,2.33138,0.0007677856033765409328380615773,touched_quote_without_depletion,,0.00044,False,missing_same_side_strict_through_support,18,9141,0,18,same_touch_stable_enough,real_bbo_history_touch_stability,9141,1784017185940,11.36062,2.32638,-9.03424,46,28,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
22,l2Book,1784017195621,1784017195835023894,0.214239,buy,62587,62587,62588,1,0.005,2.32638,28,465.276,1,0.00179,0,0.00179,2.33138,0.0007677856033765409328380615773,touched_quote_without_depletion,,0.00044,False,missing_same_side_strict_through_support,19,9681,0,19,same_touch_stable_enough,real_bbo_history_touch_stability,9681,1784017185940,11.36062,2.32638,-9.03424,46,28,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
23,l2Book,1784017196161,1784017196375210915,0.214409,buy,62587,62587,62588,1,0.005,2.32638,28,465.276,1,0.00179,0,0.00179,2.33138,0.0007677856033765409328380615773,touched_quote_without_depletion,,0.00044,False,missing_same_side_strict_through_support,20,10221,0,20,same_touch_stable_enough,real_bbo_history_touch_stability,10221,1784017185940,11.36062,2.32638,-9.03424,46,28,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
24,l2Book,1784017196689,1784017196900317605,0.211511,buy,62587,62587,62588,1,0.005,3.12636,29,625.272,1,0.00179,0,0.00179,3.13136,0.0005716366051811353533289050125,touched_quote_without_depletion,,0.00044,False,missing_same_side_strict_through_support,21,10749,0,21,same_touch_stable_enough,real_bbo_history_touch_stability,10749,1784017185940,11.36062,3.12636,-8.23426,46,29,-17,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
25,trades,1784017197019,1784017197259840642,0.241027,buy,62587,62587,62588,1,0.005,3.12636,29,625.272,1,0,0,0,3.13136,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,21,10749,330,21,same_touch_stable_enough,real_bbo_history_touch_stability,11079,1784017185940,11.36062,3.12636,-8.23426,46,29,-17,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
26,l2Book,1784017197236,1784017197449772106,0.213974,buy,62587,62587,62588,1,0.005,2.32638,28,465.276,1,0,0,0,2.33138,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,22,11296,0,22,same_touch_stable_enough,real_bbo_history_touch_stability,11296,1784017185940,11.36062,2.32638,-9.03424,46,28,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
27,l2Book,1784017197771,1784017197980189836,0.209389,buy,62587,62587,62588,1,0.005,1.40372,27,280.744,1,0,0,0,1.40872,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,23,11831,0,23,same_touch_stable_enough,real_bbo_history_touch_stability,11831,1784017185940,11.36062,1.40372,-9.9569,46,27,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
28,l2Book,1784017198297,1784017198510869045,0.21407,buy,62587,62587,62588,1,0.005,1.40372,27,280.744,1,0,0,0,1.40872,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,24,12357,0,24,same_touch_stable_enough,real_bbo_history_touch_stability,12357,1784017185940,11.36062,1.40372,-9.9569,46,27,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
29,l2Book,1784017198845,1784017199060802589,0.216008,buy,62587,62587,62588,1,0.005,1.40372,27,280.744,1,0,0,0,1.40872,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,25,12905,0,25,same_touch_stable_enough,real_bbo_history_touch_stability,12905,1784017185940,11.36062,1.40372,-9.9569,46,27,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
30,l2Book,1784017199381,1784017199730134993,0.349364,buy,62587,62587,62588,1,0.005,1.40372,27,280.744,1,0,0,0,1.40872,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,26,13441,0,26,same_touch_stable_enough,real_bbo_history_touch_stability,13441,1784017185940,11.36062,1.40372,-9.9569,46,27,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
31,l2Book,1784017199905,1784017200102464053,0.197683,buy,62587,62587,62588,1,0.005,1.40372,27,280.744,1,0,0,0,1.40872,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,27,13965,0,27,same_touch_stable_enough,real_bbo_history_touch_stability,13965,1784017185940,11.36062,1.40372,-9.9569,46,27,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
32,l2Book,1784017200405,1784017200648307504,0.24352,buy,62587,62587,62588,1,0.005,1.40372,27,280.744,0,0,0,0,1.40872,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,28,14465,0,28,same_touch_stable_enough,real_bbo_history_touch_stability,14465,1784017185940,11.36062,1.40372,-9.9569,46,27,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
33,l2Book,1784017200938,1784017201153846424,0.216078,buy,62587,62587,62588,1,0.005,1.40372,27,280.744,0,0,0,0,1.40872,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,29,14998,0,29,same_touch_stable_enough,real_bbo_history_touch_stability,14998,1784017185940,11.36062,1.40372,-9.9569,46,27,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
34,l2Book,1784017201479,1784017201715323476,0.23656,buy,62587,62587,62588,1,0.005,1.40372,27,280.744,0,0,0,0,1.40872,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,30,15539,0,30,same_touch_stable_enough,real_bbo_history_touch_stability,15539,1784017185940,11.36062,1.40372,-9.9569,46,27,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
35,l2Book,1784017202085,1784017202324527232,0.239754,buy,62587,62587,62588,1,0.005,14.54823,44,2909.646,0,0,0,0,14.55323,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,31,16145,0,31,same_touch_stable_enough,real_bbo_history_touch_stability,16145,1784017185940,11.36062,14.54823,3.18761,46,44,-2,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
36,trades,1784017202018,1784017202325016719,0.307132,buy,62587,62587,62588,1,0.005,14.54823,44,2909.646,3,0.00145,0,0.00145,14.55323,0.00009963423927196917797629804518,touched_quote_without_depletion,,0.00036,False,missing_same_side_strict_through_support,31,16145,-67,31,same_touch_stable_enough,real_bbo_history_touch_stability,16078,1784017185940,11.36062,14.54823,3.18761,46,44,-2,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_after_candidate_visible_by_local_receive,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
37,l2Book,1784017202553,1784017202787979362,0.235203,buy,62587,62587,62588,1,0.005,16.11992,53,3223.984,3,0.00145,0,0.00145,16.12492,0.00008992292674940402805099188089,touched_quote_without_depletion,,0.00036,False,missing_same_side_strict_through_support,32,16613,0,32,same_touch_stable_enough,real_bbo_history_touch_stability,16613,1784017185940,14.54823,16.11992,1.57169,46,53,7,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
38,trades,1784017202754,1784017202951426274,0.197661,buy,62587,62587,62588,1,0.005,16.11992,53,3223.984,4,0.00145,0,0.00145,16.12492,0.00008992292674940402805099188089,touched_quote_without_depletion,,0.00036,False,missing_same_side_strict_through_support,32,16613,201,32,same_touch_stable_enough,real_bbo_history_touch_stability,16814,1784017185940,14.54823,16.11992,1.57169,46,53,7,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
39,l2Book,1784017203085,1784017203301048478,0.216291,buy,62587,62587,62588,1,0.005,16.56992,54,3313.984,4,0.00145,0,0.00145,16.57492,0.00008748156853849068351461123191,touched_quote_without_depletion,,0.00036,False,missing_same_side_strict_through_support,33,17145,0,33,same_touch_stable_enough,real_bbo_history_touch_stability,17145,1784017185940,16.11992,16.56992,0.45,53,54,1,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
40,l2Book,1784017203622,1784017203853537493,0.23177,buy,62587,62587,62588,1,0.005,16.56992,54,3313.984,4,0.00145,0,0.00145,16.57492,0.00008748156853849068351461123191,touched_quote_without_depletion,,0.00036,False,missing_same_side_strict_through_support,34,17682,0,34,same_touch_stable_enough,real_bbo_history_touch_stability,17682,1784017185940,16.56992,16.56992,0,54,54,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
41,l2Book,1784017204179,1784017204402493638,0.223752,buy,62587,62587,62588,1,0.005,16.56992,54,3313.984,4,0.00145,0,0.00145,16.57492,0.00008748156853849068351461123191,touched_quote_without_depletion,,0.00036,False,missing_same_side_strict_through_support,35,18239,0,35,same_touch_stable_enough,real_bbo_history_touch_stability,18239,1784017185940,16.56992,16.56992,0,54,54,0,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
42,l2Book,1784017204724,1784017204949710831,0.225957,buy,62587,62587,62588,1,0.005,1.66597,27,333.194,4,0.00145,0,0.00145,1.67097,0.0008677594451127189596461935283,touched_quote_without_depletion,,0.00036,False,missing_same_side_strict_through_support,36,18784,0,36,same_touch_stable_enough,real_bbo_history_touch_stability,18784,1784017185940,16.56992,1.66597,-14.90395,54,27,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
43,trades,1784017204857,1784017205054746164,0.197993,buy,62587,62587,62588,1,0.005,1.66597,27,333.194,8,0.16123,0,0.16123,1.67097,0.09648886574863701921638329832,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,36,18784,133,36,same_touch_stable_enough,real_bbo_history_touch_stability,18917,1784017185940,16.56992,1.66597,-14.90395,54,27,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
44,l2Book,1784017205265,1784017205501621716,0.236872,buy,62584,62584,62587,3,0.005,0.01036,3,2.072,5,0,0,0,0.01536,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,37,19325,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784017205265,,0.01036,,,3,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
