event_sequence,source_channel,source_event_exchange_time_ms,fresh_touch_allowed,trigger_found,guard_status,guard_reason,event_to_guard_start_seconds,target_event_to_guard_seconds,live_window_called,private_or_order_endpoint_called_before_trigger
70,l2Book,1784017215594,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
71,l2Book,1784017216138,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
72,l2Book,1784017216675,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
73,trades,1784017216944,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
74,l2Book,1784017217202,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
75,l2Book,1784017217743,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
76,l2Book,1784017218284,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
77,l2Book,1784017218839,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
78,l2Book,1784017219376,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
79,l2Book,1784017219915,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
80,l2Book,1784017220459,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
81,l2Book,1784017221000,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
82,l2Book,1784017221544,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,False
83,trades,1784017221751,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
84,l2Book,1784017222082,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
85,l2Book,1784017222625,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
86,trades,1784017222625,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
87,l2Book,1784017223162,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
88,l2Book,1784017223699,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
89,l2Book,1784017224236,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,False
90,trades,1784017224375,True,True,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,0.000556,0.5,False,False
91,l2Book,1784017225314,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
92,l2Book,1784017225849,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
93,l2Book,1784017226401,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
94,l2Book,1784017226928,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
95,trades,1784017226928,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
96,trades,1784017227057,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
97,l2Book,1784017227460,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
98,l2Book,1784017228063,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
99,l2Book,1784017228563,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
100,l2Book,1784017229099,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
101,l2Book,1784017229653,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
102,l2Book,1784017230190,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
103,l2Book,1784017230729,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
104,l2Book,1784017231270,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
105,l2Book,1784017231871,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
106,trades,1784017232075,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
107,l2Book,1784017232408,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
108,l2Book,1784017232942,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
109,l2Book,1784017233479,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
110,l2Book,1784017234010,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
111,l2Book,1784017234535,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
112,l2Book,1784017235084,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
113,trades,1784017235502,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
114,l2Book,1784017235634,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
115,trades,1784017236034,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
116,l2Book,1784017236171,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
117,l2Book,1784017236703,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
118,l2Book,1784017237231,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
119,trades,1784017237368,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
120,trades,1784017237442,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
121,l2Book,1784017237773,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
122,trades,1784017238046,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
123,l2Book,1784017238297,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
124,l2Book,1784017238853,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
125,trades,1784017239255,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
126,l2Book,1784017239377,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
127,l2Book,1784017239891,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
128,l2Book,1784017240399,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
129,trades,1784017240599,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
130,l2Book,1784017241002,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
131,l2Book,1784017241539,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
132,l2Book,1784017242072,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
133,trades,1784017242144,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
134,l2Book,1784017242625,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
135,l2Book,1784017243155,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
136,l2Book,1784017243707,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
137,l2Book,1784017244247,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
138,trades,1784017244309,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
139,l2Book,1784017244757,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
140,trades,1784017245034,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
141,l2Book,1784017245307,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
142,trades,1784017245411,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
143,l2Book,1784017245863,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
144,l2Book,1784017246391,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
145,l2Book,1784017246936,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
146,l2Book,1784017247477,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
147,l2Book,1784017247990,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
148,l2Book,1784017248495,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
149,trades,1784017248687,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
150,trades,1784017248769,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
151,l2Book,1784017249021,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
152,l2Book,1784017249548,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
153,trades,1784017249548,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
154,trades,1784017249776,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
155,l2Book,1784017250109,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
156,l2Book,1784017250638,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
157,l2Book,1784017251182,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
158,l2Book,1784017251721,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
159,trades,1784017251721,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
160,l2Book,1784017252240,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
161,l2Book,1784017252792,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
162,l2Book,1784017253328,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
163,trades,1784017253799,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
164,l2Book,1784017253858,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
165,l2Book,1784017254404,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
166,l2Book,1784017254944,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
167,l2Book,1784017255480,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
168,trades,1784017255879,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
169,l2Book,1784017256000,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
170,l2Book,1784017256550,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
171,trades,1784017257013,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
172,l2Book,1784017257090,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
173,trades,1784017257520,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
174,l2Book,1784017257651,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
175,l2Book,1784017258186,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
176,trades,1784017258585,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
177,l2Book,1784017258773,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
178,l2Book,1784017259323,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
179,trades,1784017259592,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
180,trades,1784017259792,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
181,l2Book,1784017259842,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
182,l2Book,1784017260405,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
183,l2Book,1784017260941,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
184,l2Book,1784017261485,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
185,trades,1784017261884,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
186,l2Book,1784017261999,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
187,trades,1784017262053,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
188,l2Book,1784017262501,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
189,l2Book,1784017263102,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
190,l2Book,1784017263577,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
191,l2Book,1784017264126,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
192,l2Book,1784017264666,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
193,l2Book,1784017265270,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
194,l2Book,1784017265873,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
195,trades,1784017266074,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
196,l2Book,1784017266407,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
197,l2Book,1784017266954,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
198,trades,1784017267083,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
199,l2Book,1784017267485,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
200,l2Book,1784017268089,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
201,trades,1784017268089,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
202,l2Book,1784017268692,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
203,l2Book,1784017269295,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
204,trades,1784017269496,True,True,anti_drift_block,touch_stability_below_minimum,0.000623,0.5,False,True
205,l2Book,1784017269845,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
206,trades,1784017270250,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
207,l2Book,1784017270352,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
208,l2Book,1784017270855,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
209,trades,1784017271053,True,True,edge_gate_block,fair_mid_source_stale,0.000693,0.5,False,False
210,trades,1784017271469,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,,0.5,False,True
211,l2Book,1784017271910,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
212,l2Book,1784017272461,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
213,l2Book,1784017272987,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
214,trades,1784017273391,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
215,l2Book,1784017273520,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
216,l2Book,1784017274069,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
217,l2Book,1784017274606,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
218,trades,1784017274874,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
219,trades,1784017275009,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
220,l2Book,1784017275129,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
221,trades,1784017275210,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
222,l2Book,1784017275692,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
223,l2Book,1784017276302,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
224,l2Book,1784017276902,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
225,l2Book,1784017277508,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
226,l2Book,1784017278042,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
227,trades,1784017278385,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
228,l2Book,1784017278586,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
229,l2Book,1784017279126,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
230,l2Book,1784017279661,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
231,l2Book,1784017280200,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
232,l2Book,1784017280754,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
233,l2Book,1784017281286,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
234,l2Book,1784017281814,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
235,l2Book,1784017282366,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
236,l2Book,1784017282904,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
237,trades,1784017283102,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
238,trades,1784017283305,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
239,l2Book,1784017283439,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
240,l2Book,1784017283975,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
241,l2Book,1784017284512,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
242,l2Book,1784017285034,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
243,l2Book,1784017285535,False,False,not_evaluated,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
244,trades,1784017285791,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
245,l2Book,1784017286051,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
246,l2Book,1784017286615,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
247,trades,1784017287015,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
248,l2Book,1784017287150,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
249,trades,1784017287150,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
250,l2Book,1784017287688,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
251,l2Book,1784017288229,False,False,not_evaluated,missing_same_side_strict_through_support,,0.5,False,True
252,trades,1784017288554,True,True,edge_gate_block,fair_mid_source_stale,0.000644,0.5,False,False
253,l2Book,1784017289372,False,False,not_evaluated,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,,0.5,False,True
