schema_version,task_id,sample_sequence,event_sequence,event_type,monotonic_ns,audit_utc_ns,order_reference_token,source,classification,detail_code
skhynix_c6in_latency_v2,0822T002,5,9,terminal_confirm,595317666533275,1787455041353838953,order_ref_sha256_9abab3edb931f656dc3f7b43831ae3369d0c0b309c42be3c8197c4ee0700d1dd,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,5,10,final_open_orders_confirm,595317709007828,1787455041396313782,order_ref_sha256_9abab3edb931f656dc3f7b43831ae3369d0c0b309c42be3c8197c4ee0700d1dd,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,6,1,submit_call_start,595336317969548,1787455060005275276,order_ref_sha256_02602a61c466fd5facd8d3bb891daafdf65d69b66ee1970ed07bf16dbb897109,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,6,2,submit_response_end,595336684513401,1787455060371819239,order_ref_sha256_02602a61c466fd5facd8d3bb891daafdf65d69b66ee1970ed07bf16dbb897109,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,6,3,resting_confirm,595336689760221,1787455060377065817,order_ref_sha256_02602a61c466fd5facd8d3bb891daafdf65d69b66ee1970ed07bf16dbb897109,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,6,4,risk_decision_ready,595336939822913,1787455060627128957,order_ref_sha256_02602a61c466fd5facd8d3bb891daafdf65d69b66ee1970ed07bf16dbb897109,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,6,5,cancel_enqueue,595336939825494,1787455060627130800,order_ref_sha256_02602a61c466fd5facd8d3bb891daafdf65d69b66ee1970ed07bf16dbb897109,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,6,6,cancel_call_start,595336939826724,1787455060627132020,order_ref_sha256_02602a61c466fd5facd8d3bb891daafdf65d69b66ee1970ed07bf16dbb897109,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,6,7,terminal_observation_start,595336939827048,1787455060627132428,order_ref_sha256_02602a61c466fd5facd8d3bb891daafdf65d69b66ee1970ed07bf16dbb897109,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,6,8,terminal_confirm,595337602207636,1787455061289513438,order_ref_sha256_02602a61c466fd5facd8d3bb891daafdf65d69b66ee1970ed07bf16dbb897109,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,6,9,cancel_response_end,595337730718693,1787455061418024404,order_ref_sha256_02602a61c466fd5facd8d3bb891daafdf65d69b66ee1970ed07bf16dbb897109,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,6,10,final_open_orders_confirm,595337789860647,1787455061477166493,order_ref_sha256_02602a61c466fd5facd8d3bb891daafdf65d69b66ee1970ed07bf16dbb897109,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,7,1,submit_call_start,595356319219251,1787455080006524849,order_ref_sha256_cd857227c55dbf5314a923969ffd862af212e702c7b037ba60547615fb0db5e6,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,7,2,submit_response_end,595356788278864,1787455080475584624,order_ref_sha256_cd857227c55dbf5314a923969ffd862af212e702c7b037ba60547615fb0db5e6,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,7,3,resting_confirm,595356808327198,1787455080495633065,order_ref_sha256_cd857227c55dbf5314a923969ffd862af212e702c7b037ba60547615fb0db5e6,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,7,4,risk_decision_ready,595357058401762,1787455080745708240,order_ref_sha256_cd857227c55dbf5314a923969ffd862af212e702c7b037ba60547615fb0db5e6,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,7,5,cancel_enqueue,595357058404413,1787455080745709724,order_ref_sha256_cd857227c55dbf5314a923969ffd862af212e702c7b037ba60547615fb0db5e6,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,7,6,cancel_call_start,595357058405868,1787455080745711157,order_ref_sha256_cd857227c55dbf5314a923969ffd862af212e702c7b037ba60547615fb0db5e6,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,7,7,terminal_observation_start,595357058406151,1787455080745711628,order_ref_sha256_cd857227c55dbf5314a923969ffd862af212e702c7b037ba60547615fb0db5e6,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,7,8,cancel_response_end,595357739629412,1787455081426935060,order_ref_sha256_cd857227c55dbf5314a923969ffd862af212e702c7b037ba60547615fb0db5e6,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,7,9,terminal_confirm,595362966798869,1787455086654105118,order_ref_sha256_cd857227c55dbf5314a923969ffd862af212e702c7b037ba60547615fb0db5e6,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,7,10,final_open_orders_confirm,595362993827968,1787455086681133838,order_ref_sha256_cd857227c55dbf5314a923969ffd862af212e702c7b037ba60547615fb0db5e6,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,8,1,submit_call_start,595376318113569,1787455100005419189,order_ref_sha256_cea93162da0773ee1c224873c1aacb8107d0d2475047e2324e17961ab0a19ce8,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,8,2,submit_response_end,595376725672509,1787455100412978440,order_ref_sha256_cea93162da0773ee1c224873c1aacb8107d0d2475047e2324e17961ab0a19ce8,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,8,3,resting_confirm,595376731188885,1787455100418494615,order_ref_sha256_cea93162da0773ee1c224873c1aacb8107d0d2475047e2324e17961ab0a19ce8,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,8,4,risk_decision_ready,595376981254756,1787455100668561771,order_ref_sha256_cea93162da0773ee1c224873c1aacb8107d0d2475047e2324e17961ab0a19ce8,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,8,5,cancel_enqueue,595376981257708,1787455100668563047,order_ref_sha256_cea93162da0773ee1c224873c1aacb8107d0d2475047e2324e17961ab0a19ce8,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,8,6,cancel_call_start,595376981259469,1787455100668564781,order_ref_sha256_cea93162da0773ee1c224873c1aacb8107d0d2475047e2324e17961ab0a19ce8,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,8,7,terminal_observation_start,595376981259863,1787455100668565234,order_ref_sha256_cea93162da0773ee1c224873c1aacb8107d0d2475047e2324e17961ab0a19ce8,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,8,8,cancel_response_end,595377728274998,1787455101415580807,order_ref_sha256_cea93162da0773ee1c224873c1aacb8107d0d2475047e2324e17961ab0a19ce8,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,8,9,terminal_confirm,595377746017516,1787455101433323114,order_ref_sha256_cea93162da0773ee1c224873c1aacb8107d0d2475047e2324e17961ab0a19ce8,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,8,10,final_open_orders_confirm,595377780547562,1787455101467853285,order_ref_sha256_cea93162da0773ee1c224873c1aacb8107d0d2475047e2324e17961ab0a19ce8,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,9,1,submit_call_start,595396318202526,1787455120005508210,order_ref_sha256_8cac23383da56a75df8206ba7215a675d90ae20a422e8f848e0afd5d86610a79,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,9,2,submit_response_end,595396770034970,1787455120457340645,order_ref_sha256_8cac23383da56a75df8206ba7215a675d90ae20a422e8f848e0afd5d86610a79,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,9,3,resting_confirm,595396790992881,1787455120478298631,order_ref_sha256_8cac23383da56a75df8206ba7215a675d90ae20a422e8f848e0afd5d86610a79,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,9,4,risk_decision_ready,595397041060139,1787455120728366482,order_ref_sha256_8cac23383da56a75df8206ba7215a675d90ae20a422e8f848e0afd5d86610a79,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,9,5,cancel_enqueue,595397041062654,1787455120728367943,order_ref_sha256_8cac23383da56a75df8206ba7215a675d90ae20a422e8f848e0afd5d86610a79,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,9,6,cancel_call_start,595397041063953,1787455120728369262,order_ref_sha256_8cac23383da56a75df8206ba7215a675d90ae20a422e8f848e0afd5d86610a79,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,9,7,terminal_observation_start,595397041064297,1787455120728369670,order_ref_sha256_8cac23383da56a75df8206ba7215a675d90ae20a422e8f848e0afd5d86610a79,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,9,8,cancel_response_end,595397686728526,1787455121374034202,order_ref_sha256_8cac23383da56a75df8206ba7215a675d90ae20a422e8f848e0afd5d86610a79,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,9,9,terminal_confirm,595397724456253,1787455121411762230,order_ref_sha256_8cac23383da56a75df8206ba7215a675d90ae20a422e8f848e0afd5d86610a79,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,9,10,final_open_orders_confirm,595397808467488,1787455121495773208,order_ref_sha256_8cac23383da56a75df8206ba7215a675d90ae20a422e8f848e0afd5d86610a79,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,10,1,submit_call_start,595416318281555,1787455140005587321,order_ref_sha256_2ca2f67f52866d61b7ae485f4f7ae062b659b2c4a2c95389c7fe8eae1107a2cf,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,10,2,submit_response_end,595416727890325,1787455140415196420,order_ref_sha256_2ca2f67f52866d61b7ae485f4f7ae062b659b2c4a2c95389c7fe8eae1107a2cf,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,10,3,resting_confirm,595416775965534,1787455140463271672,order_ref_sha256_2ca2f67f52866d61b7ae485f4f7ae062b659b2c4a2c95389c7fe8eae1107a2cf,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,10,4,risk_decision_ready,595417026028888,1787455140713335062,order_ref_sha256_2ca2f67f52866d61b7ae485f4f7ae062b659b2c4a2c95389c7fe8eae1107a2cf,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,10,5,cancel_enqueue,595417026031139,1787455140713336458,order_ref_sha256_2ca2f67f52866d61b7ae485f4f7ae062b659b2c4a2c95389c7fe8eae1107a2cf,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,10,6,cancel_call_start,595417026032731,1787455140713338020,order_ref_sha256_2ca2f67f52866d61b7ae485f4f7ae062b659b2c4a2c95389c7fe8eae1107a2cf,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,10,7,terminal_observation_start,595417026033110,1787455140713338497,order_ref_sha256_2ca2f67f52866d61b7ae485f4f7ae062b659b2c4a2c95389c7fe8eae1107a2cf,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,10,8,cancel_response_end,595417766033514,1787455141453339514,order_ref_sha256_2ca2f67f52866d61b7ae485f4f7ae062b659b2c4a2c95389c7fe8eae1107a2cf,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,10,9,terminal_confirm,595417781216188,1787455141468521683,order_ref_sha256_2ca2f67f52866d61b7ae485f4f7ae062b659b2c4a2c95389c7fe8eae1107a2cf,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,10,10,final_open_orders_confirm,595417811309799,1787455141498615592,order_ref_sha256_2ca2f67f52866d61b7ae485f4f7ae062b659b2c4a2c95389c7fe8eae1107a2cf,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,11,1,submit_call_start,595436323058234,1787455160010364036,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,11,2,submit_response_end,595436736140168,1787455160423445916,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,11,3,resting_confirm,595436744065066,1787455160431370675,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,11,4,risk_decision_ready,595436994136097,1787455160681442365,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,11,5,cancel_enqueue,595436994138348,1787455160681443650,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,11,6,cancel_call_start,595436994139985,1787455160681445268,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,11,7,terminal_observation_start,595436994140304,1787455160681445677,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,11,8,cancel_response_end,595437673859942,1787455161361165612,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,11,9,terminal_confirm,595437702242554,1787455161389548143,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,11,10,final_open_orders_confirm,595437732787753,1787455161420093725,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,12,1,submit_call_start,595456318977066,1787455180006282766,order_ref_sha256_4c9fe36a17e608cc1037970fea1e5206f8a0d17333a3d8dcf91b3b20c588367d,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,12,2,submit_response_end,595456654011203,1787455180341316861,order_ref_sha256_4c9fe36a17e608cc1037970fea1e5206f8a0d17333a3d8dcf91b3b20c588367d,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,12,3,resting_confirm,595456658609537,1787455180345915148,order_ref_sha256_4c9fe36a17e608cc1037970fea1e5206f8a0d17333a3d8dcf91b3b20c588367d,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,12,4,risk_decision_ready,595456908678912,1787455180595984672,order_ref_sha256_4c9fe36a17e608cc1037970fea1e5206f8a0d17333a3d8dcf91b3b20c588367d,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,12,5,cancel_enqueue,595456908680840,1787455180595986140,order_ref_sha256_4c9fe36a17e608cc1037970fea1e5206f8a0d17333a3d8dcf91b3b20c588367d,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,12,6,cancel_call_start,595456908682236,1787455180595987534,order_ref_sha256_4c9fe36a17e608cc1037970fea1e5206f8a0d17333a3d8dcf91b3b20c588367d,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,12,7,terminal_observation_start,595456908682573,1787455180595987873,order_ref_sha256_4c9fe36a17e608cc1037970fea1e5206f8a0d17333a3d8dcf91b3b20c588367d,c6in_official_sdk,exact_reference_poll_started,
