schema_version,task_id,sample_sequence,collection_window_id,batch_id,attempt_id,host_identity_token,boot_id,process_identity_token,runtime_identity_sha256,market_role,dex,asset,side,order_reference_token,post_only,quote_distance_ticks,tick_size,quote_distance_price,quote_distance_one_way_bps,order_size,order_notional_usdc,submit_status,resting_status,cancel_response_class,terminal_class,fill_race_class,filled_quantity,fill_vwap,flatten_status,flattened_quantity,flatten_vwap,realized_flatten_slippage_loss_usdc,flatten_fee_usdc,final_open_orders_count,position_delta,safety_status,primary_latency_eligible,primary_exclusion_reason
skhynix_c6in_latency_v2,0822T002,11,w1,batch-02,0822T002-attempt-011,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_0e78ca4fd87e791a959d2921aa2b21751c82aaf2fa6b1cfd09440ba203bcf8d1,true,10,0.1,1.0,7.968444957966453,0.008,10.0312,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,12,w1,batch-02,0822T002-attempt-012,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_4c9fe36a17e608cc1037970fea1e5206f8a0d17333a3d8dcf91b3b20c588367d,true,10,0.1,1.0,7.968444957966453,0.008,10.0480,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,13,w1,batch-02,0822T002-attempt-013,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_f94ceae4a84cf5ae5f36a9b59ed87a9dfed42dcdb2de55657183ed4f822fc33d,true,10,0.1,1.0,7.968127490039841,0.008,10.0312,accepted,confirmed,normal_retry_error,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,14,w1,batch-02,0822T002-attempt-014,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_7ff588f26fb5993fe04e91d6334b4cc3c870ad3d1a6cfc0e3067e9e63bafd46c,true,10,0.1,1.0,7.971621029136274,0.008,10.0440,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,15,w1,batch-02,0822T002-attempt-015,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_51cf109548a23a7e2348eb15af95908a6638d6f48829432b6bb626e0e4ceec1b,true,10,0.1,1.0,7.969715082685794,0.008,10.0296,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,16,w1,batch-02,0822T002-attempt-016,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_392c4ac6bc9a39264a6e1322381005562fd9b768a36f27caf7fa8b46fbeac4c2,true,10,0.1,1.0,7.969715082685794,0.008,10.0464,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,17,w1,batch-02,0822T002-attempt-017,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_e0593050a4fc2813353d0794884cd11d410105fa8f0ac23d41a52db553d3b757,true,10,0.1,1.0,7.969079969717496,0.008,10.0296,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,18,w1,batch-02,0822T002-attempt-018,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_94c3e50d926aec67576a9d2bf8c3904bf7833d163cf18ca9cc0eda0d7c073755,true,10,0.1,1.0,7.968444957966453,0.008,10.0480,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,19,w1,batch-02,0822T002-attempt-019,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_f047f53345b2a543d8a4d8250f38735113e605b79bc60533cea8f13ff53ab652,true,10,0.1,1.0,7.9732100143517775,0.008,10.0248,accepted,confirmed,normal_retry_error,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,20,w1,batch-02,0822T002-attempt-020,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_516a7347b9c07ca4dc164a53d97f16ad84583c21ad02b5924b336c8855acb77a,true,10,0.1,1.0,7.970350296895548,0.008,10.0456,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,21,w1,batch-03,0822T002-attempt-021,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_4f02efd529b65f69aaee55e0f22b2d81e82afa106d9a6d48444f1cede74bc6e4,true,10,0.1,1.0,7.970032677133975,0.008,10.0288,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,22,w1,batch-03,0822T002-attempt-022,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_4265578230adc795a5d67e6d1a2c65edddaaa714dec9dca30185cfdee547ae20,true,10,0.1,1.0,7.970350296895548,0.008,10.0456,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,23,w1,batch-03,0822T002-attempt-023,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_a87b61d18cd519c1e0b0209f846f9cb46f5bc9ca5dcc345f52ac2577b687044e,true,10,0.1,1.0,7.969715082685794,0.008,10.0296,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,24,w1,batch-03,0822T002-attempt-024,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_39e4e30c3e6269d2831d7b4011ebf92892ca67656aeaa218ecd7e5c056c9bc9d,true,10,0.1,1.0,7.968444957966453,0.008,10.0480,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,25,w1,batch-03,0822T002-attempt-025,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_0a42cac621c8d9df851afef69b628c4c863a6fa4bdd1c4cd6e595f685e6a468a,true,10,0.1,1.0,7.969079969717496,0.008,10.0304,accepted,confirmed,normal_retry_error,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,26,w1,batch-03,0822T002-attempt-026,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,true,10,0.1,1.0,7.969715082685794,0.008,10.0464,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,27,w1,batch-03,0822T002-attempt-027,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,true,10,0.1,1.0,7.969715082685794,0.008,10.0296,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,28,w1,batch-03,0822T002-attempt-028,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,true,10,0.1,1.0,7.970350296895548,0.008,10.0456,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,29,w1,batch-03,0822T002-attempt-029,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,true,10,0.1,1.0,7.968127490039841,0.008,10.0312,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,30,w1,batch-03,0822T002-attempt-030,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,true,10,0.1,1.0,7.967492630069318,0.008,10.0496,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,31,w1,batch-04,0822T002-attempt-031,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,true,10,0.1,1.0,7.967175238019359,0.008,10.0328,accepted,confirmed,normal_retry_error,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,32,w1,batch-04,0822T002-attempt-032,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,true,10,0.1,1.0,7.966223213574445,0.008,10.0512,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,33,w1,batch-04,0822T002-attempt-033,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,true,10,0.1,1.0,7.966223213574445,0.008,10.0336,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,34,w1,batch-04,0822T002-attempt-034,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,true,10,0.1,1.0,7.968444957966453,0.008,10.0488,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,35,w1,batch-04,0822T002-attempt-035,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,true,10,0.1,1.0,7.967492630069318,0.008,10.0320,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,36,w1,batch-04,0822T002-attempt-036,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,true,10,0.1,1.0,7.967175238019359,0.008,10.0496,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,37,w1,batch-04,0822T002-attempt-037,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,buy,order_ref_sha256_fe16cc45bf725cbb7beae1439ea7e620406d18a4e1dae6a6fc657d1928bc3e5e,true,10,0.1,1.0,7.966223213574445,0.008,10.0336,accepted,confirmed,normal_retry_error,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
skhynix_c6in_latency_v2,0822T002,38,w1,batch-04,0822T002-attempt-038,03134bf1de24f5ee48aaa914532a81e3b381399184376ba58664719bd50438f1,7b6bfcb3-5979-4c77-80d2-de3890fc78f2,59e5f506d6504040c6c0f8833fef5f7fb00f2af42c5cff0d52a4e5e225f09de3,7240a8bb3fbd77bd0832f2cb1240ddd0480fb56efd03f43620af0ba429c50363,target,xyz,xyz:SKHX,sell,order_ref_sha256_88deaf8a8b3ebe32acb8ddde8741b5c001390ad15f153be9a71c5f3192aa1ab4,true,10,0.1,1.0,7.965905922651054,0.008,10.0512,accepted,confirmed,normal,cancel_confirmed,no_fill,,,not_required,,,,,0,0,reconciled,true,
