entry_id,entry_type,reversal_indicator_R,capture_id,research_date,role,side,decision_index,decision_ts_ns,cross_ts_ns,detection_delay_ms,obi_bin,risk_set_key,primary_common_support,current_obi,current_l1_obi,current_l1_l3_obi,level_imbalance_dispersion,log_total_depth,bid_depth_concentration,ask_depth_concentration,spread_ticks,signed_book_flow,signed_trade_flow,trailing_midpoint_1s_ticks,trailing_midpoint_5s_ticks,trailing_abs_midpoint_5s_ticks,source_age_ms,no_new_information,depth_update_count,utc_time_sin,utc_time_cos
rev_000045,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,10309,1785314679200000000,1785314678300000000,900,4,2026-07-29|-1|4,true,-0.7205882318164583,-0.9195979838596109,-0.9432624084286254,0.4193067559031205,2.054123709033915,0.08421052992343903,0.3264957368373871,1.0,-0.7999999937813347,0.0,12.0,18.0,209.0,7.3612953188792964,0.0,4.000000150353914,0.7528458589531456,-0.6581968646667199
rev_000046,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,10351,1785314683400000000,1785314681500000000,1900,6,2026-07-29|1|6,true,0.8275183372007797,0.921415349166244,0.8684981663491389,0.7269388381731826,4.041119534912352,0.9144311547279358,0.39626556634902954,1.0,-1.0,-1.0,-1.5,-34.0,143.0,23.438770028839606,0.0,3.0000000152372346,0.7526543653975498,-0.6584158307999676
rev_000047,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,10558,1785314704100000000,1785314701700000000,2400,7,2026-07-29|-1|7,false,-0.856406588831616,-0.9716782109932354,-0.9435917000321665,0.5872834116413681,4.732155035873787,0.17450495064258575,0.9396898150444031,1.0,1.0,0.0,-21.0,-111.0,153.0,17.50237113547344,0.0,3.0000000152372346,0.7516479797498169,-0.6595644885361998
rev_000048,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,10598,1785314708100000000,1785314707200000000,900,4,2026-07-29|1|4,true,0.7298578141416464,0.7437722189240438,0.840210701347357,0.3481897177157579,2.883682750188579,0.33561643958091736,0.31578946113586426,1.0,0.8916741240733946,0.5126903377658584,67.0,-36.0,170.0,21.46236945037634,0.0,3.0000000152372346,0.7514560884192494,-0.659783106162655
rev_000049,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,10707,1785314719000000000,1785314718100000000,900,5,2026-07-29|-1|5,true,-0.7863070479177601,-0.7350993392079344,-0.9433497511035259,0.6890460115348859,2.364620480281482,0.19417475163936615,0.15214866399765015,1.0,1.0,1.0,-14.0,56.0,208.0,27.626467639135818,0.0,1.0000000038093086,0.7509280594480108,-0.6603840167157627
rev_000050,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,10888,1785314737100000000,1785314734900000000,2200,6,2026-07-29|1|6,true,0.8316326639810643,0.9260970063065148,0.8153078313543115,0.1824565218859193,3.0252911284495276,0.46462395787239075,0.19393938779830933,1.0,0.0,0.0,49.5,96.0,203.0,13.474576979648567,0.0,3.0000000152372346,0.7500629756910537,-0.661366413191267
rev_000051,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,11048,1785314753100000000,1785314752100000000,1000,9,2026-07-29|-1|9,true,-0.9813945128711633,-0.9983731574942333,-0.982234241932799,0.2531360126340256,4.7159959520204255,0.0776699036359787,0.8958883881568909,1.0,-0.09208723574688614,-0.7784810025892981,-53.0,-88.0,296.0,1.2986300135369078,0.0,4.000000150353914,0.7492929333616016,-0.6622387031987533
rev_000052,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,11231,1785314771400000000,1785314770500000000,900,6,2026-07-29|1|6,true,0.8424326241630263,0.8909090875141564,0.7335834890839568,0.2938480099563788,2.738902673889931,0.23405851423740387,0.15789473056793213,1.0,0.591269849311542,1.0,14.0,11.0,293.0,7.474527790480903,0.0,4.000000150353914,0.7484254232272808,-0.6632189577108496
rev_000053,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,11583,1785314806600000000,1785314805700000000,900,5,2026-07-29|-1|5,true,-0.7983682877597942,-0.8493988513211732,-0.8485460324275392,0.7328485983416689,3.960432136572853,0.6878612637519836,0.9470728039741516,1.0,0.0,0.0,-15.0,18.5,303.5,57.531569008066604,0.0,1.0000000038093086,0.7467349282209705,-0.6651217534969233
rev_000054,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,11598,1785314808100000000,1785314807000000000,1100,8,2026-07-29|1|8,true,0.9465677934235796,0.7942583585105489,0.9698658836985015,0.8882745205724666,5.217161417690809,0.021007226780056953,0.08775509893894196,1.0,0.9910011248024906,0.0,-1.0,2.0,306.0,27.36808294534994,0.0,3.0000000152372346,0.7466381822853914,-0.6652303546543608
rev_000055,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,11643,1785314812600000000,1785314811700000000,900,8,2026-07-29|-1|8,true,-0.9069896269876704,-0.9126139638906433,-0.9133432549795508,0.35232210587346985,4.6928145451522205,0.9145129323005676,0.9762435555458069,1.0,0.0,0.0,-45.0,5.0,156.0,11.425387686209667,0.0,2.000000059502263,0.7464446430331555,-0.6654475147501154
rev_000056,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,11678,1785314816100000000,1785314815200000000,900,4,2026-07-29|1|4,true,0.7277289800143414,0.4439461499963794,0.5972894441769245,0.21086347498304553,2.8296776824658116,0.2338416874408722,0.5714285969734192,1.0,1.0,0.0,37.0,-38.0,135.0,21.602086626130856,0.0,3.0000000152372346,0.7462510406197979,-0.6656646185383964
rev_000057,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,12014,1785314849700000000,1785314842900000000,6800,5,2026-07-29|-1|5,true,-0.7859237650066628,-0.8758169994093351,-0.8796296336305777,0.379809021661002,2.0566845859688088,0.2602739632129669,0.4712643623352051,1.0,0.0,0.0,-1.0,-2.0,94.0,3.6019920210562146,0.0,3.0000000152372346,0.7446514128549478,-0.6674535739159166
rev_000058,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,12065,1785314854800000000,1785314852100000000,2700,7,2026-07-29|1|7,true,0.8831030794493209,0.7924528211280186,0.8278388197943716,0.07287802984649512,2.3427668978556446,0.42889389395713806,0.800000011920929,1.0,0.0,0.0,33.0,-40.0,220.0,9.09206967915606,0.0,2.000000059502263,0.7444086706661079,-0.6677242926815813
rev_000059,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,12212,1785314869500000000,1785314867100000000,2400,4,2026-07-29|-1|4,true,-0.7316293938608734,-0.7413249128426643,-0.8032786878527021,0.5389523485375737,2.3408437804810687,0.3253968358039856,0.339483380317688,1.0,-1.0,0.0,-16.0,-32.0,121.0,17.545709989100033,0.0,2.000000059502263,0.743679853707595,-0.668535919146795
rev_000060,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,12575,1785314905800000000,1785314904800000000,1000,1,2026-07-29|1|1,true,0.5773420479774267,0.21033212994179518,0.5057660639366947,0.2878091207689042,2.3204249939502657,0.22651933133602142,0.5515463948249817,1.0,-0.5217391286950296,0.0,20.0,-14.0,102.0,21.59675777336959,0.0,3.0000000152372346,0.7419270842141333,-0.6704805751917906
rev_000061,reversal,1,2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,12847,1785314933000000000,1785314931100000000,1900,8,2026-07-29|-1|8,true,-0.9298445125256047,-0.9518382656227761,-0.9367642697373123,0.6842936561273192,4.667957075591135,0.6567567586898804,0.9675770998001099,1.0,0.7046979760752665,0.0,-60.0,-172.0,181.0,25.462842445157484,0.0,3.0000000152372346,0.7405603028216577,-0.6719899090646336
