sample_id,observed_regime,source_row_index,future_row_index,hyperliquid_decision_ts,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,binance_local_ts,binance_exch_ts,binance_source_age_ms,hyperliquid_join_age_ms,nominal_horizon_ms,effective_future_age_ms,future_hyperliquid_decision_ts,hyperliquid_current_bid_px,hyperliquid_current_ask_px,hyperliquid_buy_touch_quote_px,hyperliquid_sell_touch_quote_px,tick_size,hyperliquid_mid_px,hyperliquid_top5_microprice_px,hyperliquid_spread_ticks,hyperliquid_bid_top5_px,hyperliquid_ask_top5_px,hyperliquid_bid_top5_qtys,hyperliquid_ask_top5_qtys,binance_mid_px,binance_top5_microprice_px,binance_bid_top5_px,binance_ask_top5_px,binance_bid_top5_qtys,binance_ask_top5_qtys,input_binance_top5_imbalance,input_binance_microprice_minus_mid_ticks,input_binance_mid_move_ticks_from_prev,input_binance_top5_bid_qty,basis_mid_ticks,hyperliquid_top5_imbalance,hyperliquid_microprice_minus_mid_ticks,hyperliquid_context_quality,future_hyperliquid_mid_px,future_hyperliquid_top5_microprice_px,hyperliquid_future_mid_move_ticks,hyperliquid_future_microprice_minus_mid_change_ticks,label_row_quality,has_future_label,context_fields_complete,near_target_1000ms,effective_horizon_valid,valid_for_1000ms_signal_acceptance,effective_horizon_bucket,complete_context
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,12,1782492408000807994,1782492407533535045,1782492407179000000,1782492408000466628,1782492407998000000,0.341366,467.272949,1000,1000,1782492409000807994,60073,60074,60073,60074,0.1,60073.5,60073.01869442,10,60073.0|60072.0|60071.0|60070.0|60069.0,60074.0|60075.0|60076.0|60077.0|60078.0,0.00017|0.00017|0.10523|0.23507|0.24034,0.34625|0.34625|26.16786|0.07768|3.5587,60081.45,60081.41584291,60101.4|60081.4|60081.3|60081.2|60081.1,60081.5|60081.6|60081.8|60081.9|60082,0.001|9.929|0.19|0.002|0.193,4.624|0.004|0.001|0.159|50.005,-0.68314186,-0.34157093,0,10.315,79.5,-0.96261116,-4.81305578,primary_usable,60073.5,60073.4446352,0,4.25940773,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,11,13,1782492408500807994,1782492408084663122,1782492407745000000,1782492408498323191,1782492408493000000,2.484803,416.144872,1000,1000,1782492409500807994,60073,60074,60073,60074,0.1,60073.5,60073.13141219,10,60073.0|60072.0|60071.0|60070.0|60069.0,60074.0|60075.0|60076.0|60077.0|60078.0,1.5312|0.00017|0.10523|1.90169|0.24034,12.19822|2.98623|7.23798|0.88317|1.6698,60081.45,60081.41348087,60101.4|60081.4|60081.3|60081.2|60081.1,60081.5|60081.6|60081.7|60081.8|60081.9,0.001|1.926|0.002|0.002|0.067,5.325|0.004|0.001|0.007|7.486,-0.73038257,-0.36519128,0,1.998,79.5,-0.73717562,-3.68587812,primary_usable,60073.5,60073.05263262,0,-0.78779572,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,12,14,1782492409000807994,1782492408619124916,1782492408277000000,1782492408996477016,1782492408994000000,4.330978,381.683078,1000,1000,1782492410000807994,60073,60074,60073,60074,0.1,60073.5,60073.4446352,10,60073.0|60072.0|60071.0|60070.0|60069.0,60074.0|60075.0|60076.0|60078.0|60079.0,4.45573|0.00034|1.77197|0.23507|1.49847,4.93363|1.33694|0.00277|2.98012|0.69083,60070.15,60070.12418154,60101.4|60070.1|60070|60069.9|60069.8,60070.2|60070.3|60070.4|60070.5|60070.8,0.001|3.659|0.003|0.005|0.003,11.333|0.008|0.001|0.002|0.166,-0.51636915,-0.25818457,0,3.671,-33.5,-0.11072961,-0.55364805,primary_usable,60067,60060.42857621,-65,-65.16058984,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,13,15,1782492409500807994,1782492409148086233,1782492408808000000,1782492409476284883,1782492409474000000,24.523111,352.721761,1000,1000,1782492410500807994,60073,60074,60073,60074,0.1,60073.5,60073.05263262,10,60073.0|60072.0|60071.0|60070.0|60069.0,60074.0|60075.0|60076.0|60077.0|60078.0,0.56205|0.00017|0.1054|0.4017|0.24017,17.62318|0.00277|0.21172|0.17478|5.55788,60070.15,60070.18253532,60101.4|60070.1|60070|60069.9|60069.8,60070.2|60070.3|60070.4|60070.5|60070.8,0.001|6.3|0.003|0.002|0.003,1.244|0.005|0.002|0.002|0.082,0.65070644,0.32535322,0,6.309,-33.5,-0.89473477,-4.47367384,primary_usable,60060.5,60060.37334275,-130,3.20710132,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,14,16,1782492410000807994,1782492409734476829,1782492409345000000,1782492409984205223,1782492409982000000,16.602771,266.331165,1000,1000,1782492411000807994,60060,60074,60060,60074,0.1,60067,60060.42857621,140,60060.0|60059.0|60058.0|60057.0|60056.0,60074.0|60075.0|60076.0|60077.0|60078.0,0.86479|0.20817|0.10339|0.76884|0.00262,27.53202|4.05487|6.38364|3.20869|20.50072,60070.15,60070.14415474,60101.4|60070.1|60070|60069.9|60069.8,60070.2|60070.3|60070.4|60070.5|60070.8,0.001|3.107|0.003|0.002|0.003,3.852|0.003|0.002|0.002|0.082,-0.1169052,-0.0584526,0,3.116,31.5,-0.93877483,-65.71423789,primary_usable,60060.5,60060.25268161,-65,63.24105399,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,15,17,1782492410500807994,1782492410302512141,1782492409902000000,1782492410476448435,1782492410474000000,24.359559,198.295853,1000,1000,1782492411500807994,60060,60061,60060,60061,0.1,60060.5,60060.37334275,10,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,2.48644|0.00017|2.1919|0.30132|1.98887,1.95599|1.12448|1.38911|2.61251|4.6149,60070.15,60070.14279404,60101.4|60070.1|60070|60069.9|60069.8,60070.2|60070.3|60070.4|60070.5|60070.8,0.001|3.092|0.003|0.001|0.003,4.055|0.003|0.002|0.002|0.082,-0.14411927,-0.07205964,0,3.1,96.5,-0.2533145,-1.26657252,primary_usable,60060.5,60060.29227335,0,-0.81069402,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,16,18,1782492411000807994,1782492410730560748,1782492410405000000,1782492411000560804,1782492410997000000,0.24719,270.247246,1000,1000,1782492412000807994,60060,60061,60060,60061,0.1,60060.5,60060.25268161,10,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,3.82822|0.10472|1.35964|0.29799|1.07344,5.5655|0.00017|10.43063|0.00017|3.71267,60070.65,60070.64263063,60101.4|60070.6|60070.5|60070.4|60070.1,60070.7|60070.8|60070.9|60071|60071.6,0.001|1.847|0.003|0.001|2.423,5.663|0.086|0.002|0.001|0.001,-0.14738732,-0.07369366,0,4.275,101.5,-0.49463678,-2.4731839,primary_usable,60060.5,60060.34425253,0,0.9157092,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,17,19,1782492411500807994,1782492411288553681,1782492410921000000,1782492411484438738,1782492411481000000,16.369256,212.254313,1000,1000,1782492412500807994,60060,60061,60060,60061,0.1,60060.5,60060.29227335,10,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,3.73772|0.60422|1.49276|0.29799|1.09008,4.91696|1.29956|7.39375|0.00017|3.87917,60070.65,60070.64440146,60101.4|60070.6|60070.5|60070.2|60070.1,60070.7|60070.8|60070.9|60071|60071.4,0.001|1.828|0.003|0.001|2.414,5.186|0.127|0.002|0.001|0.002,-0.11197073,-0.05598536,0,4.247,101.5,-0.41545331,-2.07726654,primary_usable,60060.5,60060.34425253,0,0.51979184,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,18,20,1782492412000807994,1782492411828166785,1782492411460000000,1782492411998488337,1782492411996000000,2.319657,172.641209,1000,1000,1782492413000807994,60060,60061,60060,60061,0.1,60060.5,60060.34425253,10,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,4.12786|0.10472|1.49276|1.00848|0.26492,3.20839|1.46623|0.92623|2.5004|5.23026,60070.65,60070.65336339,60101.4|60070.6|60070.5|60070.4|60070.3,60070.7|60070.8|60070.9|60071|60071.4,0.001|2.166|1.31|1.899|0.661,5.184|0.087|0.002|0.001|0.002,0.06726775,0.03363387,0,6.037,101.5,-0.31149494,-1.5574747,primary_usable,60060.5,60060.38460172,0,0.40349195,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,19,21,1782492412500807994,1782492411828166785,1782492411460000000,1782492412492337567,1782492412489000000,8.470427,672.641209,1000,1000,1782492413500807994,60060,60061,60060,60061,0.1,60060.5,60060.34425253,10,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,4.12786|0.10472|1.49276|1.00848|0.26492,3.20839|1.46623|0.92623|2.5004|5.23026,60070.65,60070.66017192,60101.4|60070.6|60070.5|60070.4|60070.3,60070.7|60070.8|60070.9|60071|60071.4,0.001|2.639|1.31|1.899|0.661,4.217|0.087|0.002|0.001|0.002,0.2034384,0.1017192,0,6.51,101.5,-0.31149494,-1.5574747,primary_usable,60060.5,60060.9888726,0,6.44620068,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,20,22,1782492413000807994,1782492412923571265,1782492412557000000,1782492412988486167,1782492412985000000,12.321827,77.236729,1000,1000,1782492414000807994,60060,60061,60060,60061,0.1,60060.5,60060.38460172,10,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,4.81231|1.0686|0.24216|1.41729|0.25659,4.48552|1.29973|1.36066|3.33398|1.99595,60076.65,60076.63378197,60101.4|60076.6|60076.5|60075.3|60075.2,60076.7|60076.8|60076.9|60077|60077.2,0.001|2.253|0.002|0.002|0.001,4.172|0.251|0.001|0.002|0.002,-0.3243607,-0.16218035,0,2.259,161.5,-0.23079655,-1.15398275,primary_usable,60060.5,60060.99598239,0,6.11380666,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,21,23,1782492413500807994,1782492413477353593,1782492413099000000,1782492413496393370,1782492413494000000,4.414624,23.454401,1000,1000,1782492414500807994,60060,60061,60060,60061,0.1,60060.5,60060.9888726,10,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,14.73456|0.23514|0.47438|4.41785|3.26514,0.08407|0.00034|0.00034|0.00034|0.17515,60076.65,60076.62880912,60101.4|60076.6|60076.5|60075.3|60075.2,60076.7|60076.8|60076.9|60077|60077.2,0.001|1.864|0.002|0.002|0.001,4.363|0.253|0.001|0.002|0.002,-0.42381759,-0.2119088,0,1.87,161.5,0.9777452,4.88872598,primary_usable,60060.5,60060.99598239,0,0.07109793,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,22,24,1782492414000807994,1782492413984490649,1782492413636000000,1782492413976187249,1782492413973000000,24.620745,16.317345,1000,1000,1782492415000807994,60060,60061,60060,60061,0.1,60060.5,60060.99598239,10,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,13.94951|0.40496|0.56129|4.75228|0.73944,0.08147|0.00034|0.00017|0.00017|0.00017,60076.65,60076.6301072,60101.4|60076.6|60076.5|60075.9|60075.8,60076.7|60076.8|60076.9|60077|60077.2,0.001|1.932|0.002|0.002|0.057,4.371|0.253|0.001|0.002|0.002,-0.39785596,-0.19892798,0,1.994,161.5,0.99196478,4.95982391,primary_usable,60060.5,60060.99728007,0,0.01297678,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,23,25,1782492414500807994,1782492413984490649,1782492413636000000,1782492414482453226,1782492414477000000,18.354768,516.317345,1000,1000,1782492415500807994,60060,60061,60060,60061,0.1,60060.5,60060.99598239,10,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,13.94951|0.40496|0.56129|4.75228|0.73944,0.08147|0.00034|0.00017|0.00017|0.00017,60076.65,60076.65031369,60101.4|60076.6|60076.5|60076|60075.9,60076.7|60076.8|60076.9|60077|60077.2,0.001|3.683|0.002|0.002|0.001,3.385|0.253|0.001|0.002|0.002,0.00627387,0.00313693,0,3.689,161.5,0.99196478,4.95982391,primary_usable,60066.5,60066.73362241,60,-2.62359978,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,24,26,1782492415000807994,1782492414993021582,1782492414694000000,1782492414988440969,1782492414985000000,12.367025,7.786412,1000,1000,1782492416000807994,60060,60061,60060,60061,0.1,60060.5,60060.99728007,10,60060.0|60059.0|60058.0|60057.0|60056.0,60061.0|60062.0|60063.0|60064.0|60065.0,14.18492|1.70547|0.56961|4.75228|0.73944,0.05885|0.00034|0.00017|0.00034|0.00017,60076.65,60076.64892329,60101.4|60076.6|60076.5|60076.4|60076.3,60076.7|60076.8|60076.9|60077|60077.2,0.001|3.33|0.002|0.002|0.141,3.371|0.253|0.001|0.002|0.002,-0.02153413,-0.01076707,0,3.476,161.5,0.99456014,4.97280069,primary_usable,60066.5,60066.52974572,60,-4.67534351,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,25,27,1782492415500807994,1782492415495676940,1782492415214000000,1782492415494544016,1782492415489000000,6.263978,5.131054,1000,1000,1782492416500807994,60066,60067,60066,60067,0.1,60066.5,60066.73362241,10,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,7.09669|6.37435|8.43472|5.47561|5.88903,0.21145|2.1329|2.37769|0.58526|6.77315,60076.65,60076.65805502,60101.4|60076.6|60076.5|60076.4|60076.3,60076.7|60076.8|60076.9|60077|60077.2,0.001|3.891|0.502|0.002|0.141,3.269|0.004|0.001|0.002|0.002,0.16110045,0.08055022,0,4.537,101.5,0.46724483,2.33622413,primary_usable,60066.5,60066.52974572,0,-2.03876695,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,26,28,1782492416000807994,1782492415988451697,1782492415720000000,1782492416000229553,1782492415997000000,0.578441,12.356297,1000,1000,1782492417000807994,60066,60067,60066,60067,0.1,60066.5,60066.52974572,10,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,9.28569|2.1662|0.00017|1.25011|0.07491,2.87235|2.15354|0.83627|0.58526|4.89477,60079.85,60079.82385526,60101.4|60079.8|60079.7|60079.6|60079.5,60079.9|60080|60080.1|60081|60081.2,0.001|1.386|0.001|0.002|0.001,3.717|0.645|0.003|0.008|0.067,-0.52289487,-0.26144744,0,1.391,133.5,0.05949144,0.29745718,primary_usable,60066.5,60066.72349607,0,1.93750354,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,27,29,1782492416500807994,1782492415988451697,1782492415720000000,1782492416480513664,1782492416477000000,20.29433,512.356297,1000,1000,1782492417500807994,60066,60067,60066,60067,0.1,60066.5,60066.52974572,10,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,9.28569|2.1662|0.00017|1.25011|0.07491,2.87235|2.15354|0.83627|0.58526|4.89477,60079.85,60079.8303011,60101.4|60079.8|60079.7|60079.6|60079.5,60079.9|60080|60080.1|60080.4|60081,0.001|1.896|0.002|0.002|0.001,3.717|0.645|0.003|0.002|0.008,-0.39397801,-0.19698901,0,1.902,133.5,0.05949144,0.29745718,primary_usable,60066.5,60066.73651133,0,2.06765611,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,28,30,1782492417000807994,1782492416584403038,1782492416248000000,1782492416988452067,1782492416985000000,12.355927,416.404956,1000,1000,1782492418000807994,60066,60067,60066,60067,0.1,60066.5,60066.72349607,10,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,8.75851|0.57453|0.00832|1.66681|2.23162,2.82253|0.10405|0.00034|1.29956|0.83347,60079.85,60079.83059504,60101.4|60079.8|60079.7|60079.6|60079.5,60079.9|60080|60080.1|60080.4|60081,0.001|1.845|0.002|0.002|0.001,3.541|0.645|0.003|0.002|0.008,-0.38809917,-0.19404959,0,1.851,133.5,0.44699214,2.23496072,primary_usable,60066.5,60066.16456414,0,-5.58931927,primary_label_available,True,True,True,True,True,near_target,True
xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,29,31,1782492417500807994,1782492417367626044,1782492416750000000,1782492417486305470,1782492417482000000,14.502524,133.181950,1000,1000,1782492418500807994,60066,60067,60066,60067,0.1,60066.5,60066.73651133,10,60066.0|60065.0|60064.0|60063.0|60062.0,60067.0|60068.0|60069.0|60070.0|60071.0,8.85968|1.25062|0.26431|1.71675|2.23162,2.88666|0.10422|0.00017|1.29956|0.83347,60070.75,60070.74691332,60101.4|60070.7|60070.6|60070.5|60070.3,60070.8|60070.9|60071.3|60071.4|60071.5,0.001|2.162|1.128|0.524|0.661,4.894|0.003|0.002|0.082|0.084,-0.06173357,-0.03086679,0,4.476,42.5,0.47302266,2.36511329,primary_usable,60066,60065.0052259,-5,-12.31285426,primary_label_available,True,True,True,True,True,near_target,True
