sample_id,field,required_for_complete_context,row_count,non_empty_count,coverage_rate
xemm_0627_t001_hlfast_utc17_b,binance_exch_ts,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,binance_source_age_ms,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_join_age_ms,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,nominal_horizon_ms,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,effective_future_age_ms,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,future_hyperliquid_decision_ts,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_current_bid_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_current_ask_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_buy_touch_quote_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_sell_touch_quote_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,tick_size,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_mid_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_top5_microprice_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_spread_ticks,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_bid_top5_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_ask_top5_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_bid_top5_qtys,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_ask_top5_qtys,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,binance_mid_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,binance_top5_microprice_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,binance_bid_top5_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,binance_ask_top5_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,binance_bid_top5_qtys,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,binance_ask_top5_qtys,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,input_binance_top5_imbalance,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,input_binance_microprice_minus_mid_ticks,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,input_binance_mid_move_ticks_from_prev,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,input_binance_top5_bid_qty,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,basis_mid_ticks,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_top5_imbalance,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_microprice_minus_mid_ticks,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_context_quality,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,future_hyperliquid_mid_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,future_hyperliquid_top5_microprice_px,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_future_mid_move_ticks,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,hyperliquid_future_microprice_minus_mid_change_ticks,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_b,label_row_quality,True,3581,3581,1
xemm_0627_t001_hlfast_utc17_c,sample_id,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,observed_regime,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,source_row_index,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,future_row_index,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_decision_ts,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_l2book_local_ts,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_l2book_event_ts,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,binance_local_ts,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,binance_exch_ts,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,binance_source_age_ms,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_join_age_ms,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,nominal_horizon_ms,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,effective_future_age_ms,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,future_hyperliquid_decision_ts,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_current_bid_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_current_ask_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_buy_touch_quote_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_sell_touch_quote_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,tick_size,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_mid_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_top5_microprice_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_spread_ticks,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_bid_top5_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_ask_top5_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_bid_top5_qtys,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_ask_top5_qtys,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,binance_mid_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,binance_top5_microprice_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,binance_bid_top5_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,binance_ask_top5_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,binance_bid_top5_qtys,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,binance_ask_top5_qtys,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,input_binance_top5_imbalance,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,input_binance_microprice_minus_mid_ticks,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,input_binance_mid_move_ticks_from_prev,True,3574,3573,0.9997202
xemm_0627_t001_hlfast_utc17_c,input_binance_top5_bid_qty,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,basis_mid_ticks,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_top5_imbalance,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_microprice_minus_mid_ticks,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_context_quality,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,future_hyperliquid_mid_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,future_hyperliquid_top5_microprice_px,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_future_mid_move_ticks,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,hyperliquid_future_microprice_minus_mid_change_ticks,True,3574,3574,1
xemm_0627_t001_hlfast_utc17_c,label_row_quality,True,3574,3574,1
