capture_id,research_date,role,segment_id,candidate_ts_ns,candidate_event_seq,candidate_checkpoint_index,initial_direction,prequiet_checkpoint_count,qualifying_exposure_ms,peak_pressure_up,peak_pressure_down,integrated_pressure_up_score_ms,integrated_pressure_down_score_ms,raw_micro_crossing_count,bid_depth_baseline,ask_depth_baseline,spread_baseline,obi_baseline,activity_baseline,baseline_checkpoint_count,candidate_status,candidate_end_ts_ns,candidate_end_event_seq,qualification_elapsed_ms
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540213800000000,2423649,388258,-1,67,20.0,1.8235861659049988,106.21294021606445,47.65840023756027,5158.087425231934,1,3.7238333225250244,20.443832397460938,1.0,-0.6918334364891052,1.0,45,pre_confirmation_direction_switch,1787540213880000000,2423668,80.0
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540740140000000,2542153,414575,-1,53,100.0,1.2913504838943481,366.80042266845703,25.827009677886963,25631.459770202637,1,7.778166770935059,11.894332885742188,1.0,-0.2098245620727539,1.0,45,confirmed,1787540740240000000,2542348,100.0
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787544120140000000,3437038,583575,-1,55,0.0,0.0,16.706639051437378,0.0,397.7434468269348,1,15.168499946594238,4.0276665687561035,1.0,0.5803676247596741,1.0,45,pre_confirmation_direction_switch,1787544120180000000,3437039,40.0
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787544617960000000,3549240,608466,-1,59,40.0,0.0,47.52698040008545,0.0,2947.4841767549515,1,29.34516716003418,0.9869999885559082,1.0,0.9349205493927002,1.0,45,transient_rejected,1787544618220000000,3549251,260.0
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787545908820000000,3853824,673009,-1,57,100.0,0.0,744.7268905639648,0.0,43584.36655044556,2,7.802666664123535,14.241999626159668,1.0,-0.29210391640663147,1.0,45,confirmed,1787545908940000000,3853936,120.0
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,0,1787620973060000000,514917,75637,-1,51,40.0,0.0,42.85671019554138,0.0,4427.368768677115,1,6.037833213806152,36.04666519165039,1.0,-0.7130613923072815,1.0,45,transient_rejected,1787620973320000000,514924,260.0
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,1,1787625371100000000,1961909,295539,-1,51,20.0,0.0,753.1593933105469,0.0,25075.04762649536,1,10.59666633605957,9.50433349609375,1.0,0.05434224009513855,1.0,45,pre_confirmation_direction_switch,1787625371140000000,1961926,40.0
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,1,1787625417200000000,1971696,297844,-1,54,100.0,0.0,940.2046356201172,0.0,42730.330867767334,2,20.765832901000977,1.7899999618530273,1.0,0.8412827253341675,1.0,45,confirmed,1787625417320000000,1971744,120.0
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,1,1787626173040000000,2171986,335636,-1,78,40.0,0.24583683162927628,21.416301250457764,9.833304770290852,1246.8791346228682,1,5.871333122253418,26.25983238220215,1.0,-0.6345851421356201,1.0,45,transient_rejected,1787626173300000000,2171999,260.0
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,1,1787626674100000000,2293725,360689,-1,92,40.0,0.0,12.450998544692993,0.0,817.7520060539246,1,23.405000686645508,5.854833126068115,1.0,0.5998040437698364,1.0,45,transient_rejected,1787626674360000000,2293731,260.0
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,1,1787627457340000000,2485514,399851,1,50,80.0,4492.8709716796875,0.0,224822.82417297363,0.0,2,9.846500396728516,7.444166660308838,1.0,0.13893815875053406,2.0,45,transient_rejected,1787627457600000000,2485606,260.0
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,1,1787627914760000000,2585264,422722,-1,61,20.0,20.015933990478516,489.5606460571289,400.3186798095703,13913.397521972656,1,36.00633239746094,15.904333114624023,1.0,0.3934882581233978,1.0,45,pre_confirmation_direction_switch,1787627914800000000,2585349,40.0
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,1,1787627924420000000,2586475,423205,1,51,20.0,19.821762084960938,50.362667083740234,792.8704833984375,1007.2533416748047,1,4.620833396911621,18.744333267211914,1.0,-0.6044681668281555,1.0,45,transient_rejected,1787627924680000000,2586503,260.0
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,1,1787628290680000000,2682555,441518,-1,59,20.0,0.0,31.27323627471924,0.0,1250.646572113037,1,7.787499904632568,10.591500282287598,1.0,-0.15225791931152344,1.0,45,transient_rejected,1787628290940000000,2682561,260.0
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,1,1787629020280000000,2936120,477998,1,60,100.0,1900.392677307129,1.276131957769394,96015.70923089981,51.02036952972412,2,65.18482971191406,14.545332908630371,1.0,0.6351360082626343,1.0,45,confirmed,1787629020420000000,2936314,140.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787707083320000000,109699,19336,1,60,40.0,18.215118408203125,0.0,1135.3915097564459,0.0,1,3.4126665592193604,12.721500396728516,1.0,-0.5769640207290649,1.0,45,pre_confirmation_direction_switch,1787707083480000000,109765,160.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787708611900000000,538604,95765,-1,57,40.0,0.0,39.387593269348145,0.0,2362.7407550811768,1,5.389166831970215,3.879666566848755,1.0,0.16285760700702667,1.0,45,transient_rejected,1787708612160000000,538616,260.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787708989840000000,638477,114662,-1,58,20.0,0.0,21.361259937286377,0.0,962.5936466269195,1,11.399499893188477,4.752833366394043,1.0,0.4114988446235657,1.0,45,transient_rejected,1787708990100000000,638482,260.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787709573460000000,768615,143843,1,57,40.0,116.40471172332764,0.9165320992469788,6984.282703399658,42.078421115875244,1,4.24399995803833,13.551833152770996,1.0,-0.523034393787384,2.0,45,transient_rejected,1787709573720000000,768624,260.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787709918920000000,845233,161116,1,52,100.0,161.64289474487305,0.0,15459.274988174438,0.0,3,2.753833293914795,11.827333450317383,1.0,-0.6222752928733826,2.0,45,confirmed,1787709919080000000,845294,160.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787710360040000000,945933,183172,1,72,60.0,120.24906349182129,0.0,5156.336688995361,0.0,1,2.3878333568573,11.057332992553711,1.0,-0.6448041796684265,2.0,45,pre_confirmation_direction_switch,1787710360120000000,945940,80.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787710416240000000,954771,185982,1,50,60.0,196.1135139465332,2.259491205215454,11214.781546592712,258.79690289497375,1,7.19683313369751,8.200833320617676,1.0,-0.0652046874165535,1.0,45,transient_rejected,1787710416500000000,954798,260.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787711050080000000,1097530,217674,-1,77,20.0,0.0,133.84830474853516,0.0,5395.372017621994,1,2.55483341217041,18.399499893188477,1.0,-0.7561522722244263,1.0,45,pre_confirmation_direction_switch,1787711050140000000,1097533,60.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787713159380000000,1600575,323139,1,66,60.0,1590.1531524658203,0.0,104903.27643395402,0.0,1,6.170833110809326,9.854666709899902,1.0,-0.22987322509288788,1.0,45,pre_confirmation_direction_switch,1787713159500000000,1600589,120.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787713596720000000,1724614,345006,-1,50,40.0,15.347566604614258,8271.544861793518,306.95133209228516,332257.552280426,1,36.22533416748047,4.914166450500488,1.0,0.7610974311828613,1.0,45,pre_confirmation_direction_switch,1787713596780000000,1724643,60.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787713698560000000,1745384,350098,1,55,100.0,114.65845680236816,0.0,11757.476272583008,0.0,2,4.707666873931885,9.722000122070312,1.0,-0.347501665353775,1.0,45,confirmed,1787713698720000000,1745389,160.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787714102840000000,1824387,370312,-1,58,20.0,11.178703308105469,49.492124795913696,451.1855299025774,2008.6947014927864,1,3.6076667308807373,18.314666748046875,1.0,-0.6673786640167236,1.0,45,transient_rejected,1787714103100000000,1824395,260.0
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787714108320000000,1824708,370586,1,55,40.0,73.22494125366211,41.96889114379883,2886.3955688476562,839.3778228759766,1,0.4753333330154419,9.309833526611328,1.0,-0.9028461575508118,1.0,45,pre_confirmation_direction_switch,1787714108380000000,1824775,60.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787752465400000000,271927,41761,1,51,40.0,83.58009433746338,5.0031890869140625,4136.785411043093,100.06378173828125,1,2.949833393096924,1.9791666269302368,1.0,0.18333683907985687,1.0,45,pre_confirmation_direction_switch,1787752465620000000,271942,220.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787754667180000000,677443,151850,1,54,20.0,52.88676738739014,153.67071533203125,2113.2973098754883,3280.0303840637207,1,2.1491665840148926,3.61816668510437,1.0,-0.25341594219207764,1.0,45,pre_confirmation_direction_switch,1787754667300000000,677560,120.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787754821360000000,702251,159559,-1,50,20.0,0.0,129.8927993774414,0.0,5389.439803361893,1,2.9653332233428955,2.9211666584014893,1.0,0.007503043860197067,1.0,45,transient_rejected,1787754821620000000,702257,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787755289880000000,763619,182985,-1,52,80.0,8.667001605033875,129.5144271850586,346.680064201355,8718.626117706299,2,2.758500099182129,2.5885000228881836,1.0,0.03179352730512619,1.0,45,transient_rejected,1787755290140000000,763652,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787755492900000000,784872,193136,1,72,100.0,2033.7722778320312,0.0,136290.57348012924,0.0,2,1.9353333711624146,2.5988333225250244,1.0,-0.14633339643478394,1.0,45,confirmed,1787755493020000000,784969,120.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787755785060000000,819347,207744,1,57,40.0,359.71308517456055,0.0,21035.91682434082,0.0,1,0.971666693687439,15.413666725158691,1.0,-0.8813980221748352,1.0,45,pre_confirmation_direction_switch,1787755785120000000,819350,60.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787756033280000000,846323,220155,-1,51,20.0,0.0,73.53897094726562,0.0,2756.33731842041,1,2.0346667766571045,5.43583345413208,1.0,-0.4552796483039856,1.0,45,pre_confirmation_direction_switch,1787756033320000000,846326,40.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787756252620000000,870990,231122,-1,58,100.0,0.0,397.8689270019531,0.0,27619.337215423584,2,4.805166721343994,1.2578333616256714,1.0,0.5850788950920105,1.0,45,confirmed,1787756252760000000,871062,140.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757069500000000,962298,271966,-1,54,40.0,27.42819595336914,95.58726119995117,548.5639190673828,5652.169647216797,2,4.352166652679443,2.996166706085205,1.0,0.1846928596496582,1.0,45,pre_confirmation_direction_switch,1787757069560000000,962304,60.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757124960000000,967291,274739,1,59,60.0,1238.9174499511719,0.0,88091.52200698853,0.0,1,2.566833257675171,3.881999969482422,1.0,-0.20344461500644684,2.0,45,pre_confirmation_direction_switch,1787757125040000000,967294,80.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757202180000000,976086,278600,-1,51,40.0,0.0,48.162089347839355,0.0,2889.7253608703613,1,2.3913333415985107,3.565500020980835,1.0,-0.1971125602722168,1.0,45,transient_rejected,1787757202440000000,976093,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757408100000000,999019,288896,-1,68,40.0,0.920916736125946,21.938252925872803,36.83666944503784,1096.7655849456787,1,4.7238335609436035,2.4778332710266113,1.0,0.3118722438812256,1.0,45,transient_rejected,1787757408360000000,999026,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757413400000000,999240,289161,-1,91,40.0,0.0,322.23760986328125,0.0,16190.534362792969,1,3.6746666431427,2.7003333568573,1.0,0.1528366059064865,1.0,45,pre_confirmation_direction_switch,1787757413460000000,999247,60.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757454140000000,1003308,291198,-1,77,40.0,0.6702472344040871,63.508280754089355,40.214834064245224,3810.4968452453613,1,2.309666633605957,2.197833299636841,1.0,0.02367497608065605,1.0,45,transient_rejected,1787757454400000000,1003313,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757526600000000,1009385,294821,-1,67,80.0,0.0,54.666500091552734,0.0,3911.3846015930176,2,4.549666881561279,1.472833275794983,1.0,0.5083851218223572,1.0,45,transient_rejected,1787757526860000000,1009390,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757529140000000,1009438,294948,1,56,20.0,69.28486800193787,0.0,2771.3947200775146,0.0,1,3.866833448410034,1.4828333854675293,1.0,0.44563522934913635,0.0,45,transient_rejected,1787757529400000000,1009443,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757763940000000,1034933,306688,-1,86,20.0,0.0,24.827019691467285,0.0,989.2297601699829,1,1.1833332777023315,3.2306666374206543,1.0,-0.4638272225856781,1.0,45,transient_rejected,1787757764200000000,1034940,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757832440000000,1041208,310113,1,66,100.0,1087.3673400878906,0.0,82015.17684936523,0.0,2,1.3288333415985107,3.4656667709350586,1.0,-0.4456842839717865,1.0,45,confirmed,1787757832580000000,1041253,140.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757946220000000,1050619,315802,1,53,80.0,3468.3030700683594,7.655551254749298,149691.0770523548,298.3710551261902,1,2.0178332328796387,4.147166728973389,1.0,-0.345390647649765,1.0,45,transient_rejected,1787757946480000000,1050687,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757997540000000,1055780,318368,-1,79,100.0,1.4765058755874634,151.32746124267578,29.530117511749268,11706.831579208374,1,5.1576666831970215,0.2081666737794876,1.0,0.9224103093147278,1.0,45,confirmed,1787757997640000000,1055784,100.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787758163620000000,1071191,326672,-1,53,40.0,0.0,11.077986240386963,0.0,664.6791744232178,1,6.75600004196167,2.064166784286499,1.0,0.5319438576698303,1.0,45,transient_rejected,1787758163880000000,1071197,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787758259120000000,1081832,331447,-1,50,80.0,0.21216250211000443,55.971139907836914,8.486500084400177,3206.802625656128,2,4.379000186920166,3.574666738510132,1.0,0.10112736374139786,1.0,45,transient_rejected,1787758259380000000,1081838,260.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787758413980000000,1098904,339190,-1,93,100.0,0.0,337.5579376220703,0.0,27824.042892456055,2,5.574833393096924,5.55483341217041,1.0,0.0017969990149140358,1.0,45,confirmed,1787758414100000000,1098940,120.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759255080000000,11820,6223,-1,77,40.0,0.0,30.84195899963379,0.0,1821.7190265655518,1,7.683499813079834,2.4653332233428955,1.0,0.5141642093658447,1.0,45,transient_rejected,1787759255340000000,11826,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759258660000000,11928,6402,-1,82,40.0,0.0,10.515791893005371,0.0,630.9475135803223,1,6.033166885375977,2.1496665477752686,1.0,0.47459110617637634,1.0,45,transient_rejected,1787759258920000000,11931,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759333080000000,18939,10123,1,74,100.0,331.5642433166504,0.0,18506.99444770813,0.0,1,1.3113332986831665,8.450333595275879,1.0,-0.7313300371170044,1.0,45,confirmed,1787759333180000000,18982,100.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759426020000000,27018,14770,-1,53,60.0,0.0,314.7946548461914,0.0,20708.59046936035,1,1.6401666402816772,5.517000198364258,1.0,-0.5416715145111084,1.0,45,pre_confirmation_direction_switch,1787759426100000000,27052,80.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759434380000000,27558,15188,-1,58,60.0,5.0161051750183105,539.5846061706543,200.64420700073242,36115.6565618515,1,0.5596666932106018,8.505499839782715,1.0,-0.8766597509384155,1.0,45,transient_rejected,1787759434640000000,27585,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759451340000000,29485,16036,1,62,20.0,95.4152307510376,9.131815910339355,3816.609230041504,365.2726364135742,1,5.760166645050049,4.555500030517578,1.0,0.11678030341863632,1.0,45,transient_rejected,1787759451600000000,29494,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759456060000000,29936,16272,-1,54,40.0,2.9573700428009033,38.888306617736816,177.4422025680542,2333.298397064209,1,4.222499847412109,2.5339999198913574,1.0,0.2499074935913086,1.0,45,transient_rejected,1787759456320000000,29940,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759457920000000,29996,16365,-1,64,100.0,0.0,400.57254791259766,0.0,26260.180473327637,1,4.391833305358887,2.5339999198913574,1.0,0.2682468891143799,1.0,45,confirmed,1787759458020000000,30010,100.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759586860000000,49913,22812,1,82,100.0,170.1875991821289,0.0,6940.341377258301,0.0,2,0.6631666421890259,3.759666681289673,1.0,-0.7001168131828308,1.0,45,confirmed,1787759587080000000,49924,220.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759670100000000,60179,26974,-1,62,20.0,0.8218054175376892,27.191048622131348,49.30832505226135,1087.641944885254,1,2.1489999294281006,6.21150016784668,1.0,-0.4859158992767334,1.0,45,transient_rejected,1787759670360000000,60184,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759814120000000,73968,34175,1,73,20.0,107.6982593536377,3.874051332473755,4307.930374145508,77.4810266494751,1,3.5883333683013916,1.0068333148956299,1.0,0.5617859363555908,1.0,45,pre_confirmation_direction_switch,1787759814360000000,74027,240.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759866360000000,78183,36787,1,52,20.0,236.89179801940918,0.47764652967453003,9514.567792415619,9.5529305934906,1,1.8680000305175781,1.7881666421890259,1.0,0.02183525636792183,1.0,45,pre_confirmation_direction_switch,1787759866500000000,78190,140.0
