capture_id,research_date,role,segment_id,candidate_ts_ns,candidate_event_seq,candidate_checkpoint_index,initial_direction,prequiet_checkpoint_count,qualifying_exposure_ms,peak_pressure_up,peak_pressure_down,integrated_pressure_up_score_ms,integrated_pressure_down_score_ms,raw_micro_crossing_count,bid_depth_baseline,ask_depth_baseline,spread_baseline,obi_baseline,activity_baseline,baseline_checkpoint_count,episode_id,confirmation_ts_ns,confirmation_event_seq,confirmation_checkpoint_index,confirmation_delay_ms,confirmation_component_pair,confirmation_nonfloor_component_count,current_dominant_direction,direction_switch_count,recovery_reset_count,refractory_reset_count,first_recovery_candidate_ts_ns,first_refractory_ts_ns,maximum_bid_depth_deficit,maximum_ask_depth_deficit,minimum_spread_ticks,maximum_spread_ticks,refractory_completed_ts_ns,refractory_completed_event_seq,refractory_duration_ms,terminal_ts_ns,terminal_event_seq,terminal_status,episode_duration_ms,confirmed_duration_ms,recovery_duration_ms,terminal_spread_ticks,terminal_obi,terminal_bid_depth,terminal_ask_depth,terminal_bid_recovered,terminal_ask_recovered
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787709918920000000,845233,161116,1,52,100.0,97413.65014648438,3133.687774658203,31200717.8054078,7154431.890252815,1092,2.753833293914795,11.827333450317383,1.0,-0.6222752928733826,2.0,45,f11329b832a4bce56178c7f8375244046ded82504a9cfdc674ef0402e8041a49,1787709919080000000,845294,161124,160.0,dep_trade,0,1,632,682,133,1787709919220000000,1787709923560000000,0.9732494085276944,0.9888394117034722,1.0,17.0,1787710109160000000,884685,1000.0,1787710109160000000,884685,recovered_without_wide_spread,190240.0,190080.0,189940.0,1.0,-0.6871949434280396,2.745333433151245,14.807666778564453,True,True
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,0,1787713698560000000,1745384,350098,1,55,100.0,29733.30126953125,8940.01953125,44140624.09500639,12962851.088547064,1571,4.707666873931885,9.722000122070312,1.0,-0.347501665353775,1.0,45,459f8c44a94c5c01d9ce6d4a6c7fb06121e558c02c4777cda32fdc4685bcc5f4,1787713698720000000,1745389,350106,160.0,dep_ofi,2,-1,903,954,340,1787713698740000000,1787713700980000000,0.9754301508083965,0.9944798739481332,1.0,20.0,1787713993900000000,1802477,1000.0,1787713993900000000,1802477,recovered_without_wide_spread,295340.0,295180.0,295160.0,1.0,-0.2167588472366333,6.443333148956299,10.009666442871094,True,True
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787755492900000000,784872,193136,1,72,100.0,53810.355224609375,2604.1678619384766,23880310.22580782,5514970.401969459,1218,1.9353333711624146,2.5988333225250244,1.0,-0.14633339643478394,1.0,45,8fce5a51079129635b4c1d31662c8107c894e1578404a8a1068ae1cc5c52f853,1787755493020000000,784969,193142,120.0,dep_trade,0,-1,657,506,647,1787755493260000000,1787755493740000000,0.9563382716694242,0.9753094342291774,1.0,8.0,1787755735860000000,814142,1000.0,1787755735860000000,814142,recovered_without_wide_spread,242960.0,242840.0,242600.0,1.0,-0.3063143193721771,2.3363332748413086,4.399666786193848,True,True
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787756252620000000,870990,231122,-1,58,100.0,8796.281829833984,8289.633506774902,16555785.510935113,4673666.241656002,978,4.805166721343994,1.2578333616256714,1.0,0.5850788950920105,1.0,45,6d1f3fc4f10a4bba3cce935f9404f298053e5de83e207b59b24193724aaf23e5,1787756252760000000,871062,231129,140.0,dep_ofi,0,-1,508,733,195,1787756252840000000,1787756255460000000,0.9642745659369476,0.9198356975534501,1.0,7.0,1787756470200000000,895216,1000.0,1787756470200000000,895216,recovered_without_wide_spread,217580.0,217440.0,217360.0,1.0,0.17575393617153168,4.567999839782715,3.202333450317383,True,True
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757832440000000,1041208,310113,1,66,100.0,2516.8379802703857,789.4903411865234,696041.2926405296,185759.49884861708,45,1.3288333415985107,3.4656667709350586,1.0,-0.4456842839717865,1.0,45,eaa7e86abcc76219e9477c0690a846a54e809064cadb3c8396b186d5d510df27,1787757832580000000,1041253,310120,140.0,dep_ofi,0,-1,21,28,23,1787757832620000000,1787757833180000000,0.7206822972725908,0.9203135512649232,1.0,6.0,1787757848480000000,1042409,1000.0,1787757848480000000,1042409,recovered_without_wide_spread,16040.0,15900.0,15860.0,1.0,-0.42012861371040344,1.224833369255066,2.999666690826416,True,True
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787757997540000000,1055780,318368,-1,79,100.0,9969.126914978027,2951.3068084716797,10686187.884887299,1983606.7612577602,599,5.1576666831970215,0.2081666737794876,1.0,0.9224103093147278,1.0,45,bbaa9e94561f5c3391136ecac12d31010f8f21f28229e701da7bf4dd8994ece3,1787757997640000000,1055784,318373,100.0,dep_ofi,0,1,313,411,186,1787757997680000000,1787757999120000000,0.9837781941949136,0.7461969649020042,1.0,10.0,1787758146180000000,1069800,1000.0,1787758146180000000,1069800,recovered_without_wide_spread,148640.0,148540.0,148500.0,1.0,-0.20071639120578766,7.438000202178955,11.173666954040527,True,True
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,0,1787758413980000000,1098904,339190,-1,93,100.0,22683.914794921875,6393.6586837768555,33887890.45624431,10101128.969161898,2153,5.574833393096924,5.55483341217041,1.0,0.0017969990149140358,1.0,45,5d2f6b03bf4d06262a759c4962fe285b1a89181c951fe677f76970210a546ac9,1787758414100000000,1098940,339196,120.0,dep_trade_ofi,0,-1,1176,2021,112,1787758414200000000,1787758414840000000,0.987742533201902,0.9928590716161358,1.0,10.0,1787758925200000000,1155309,1000.0,1787758925200000000,1155309,recovered_without_wide_spread,511220.0,511100.0,511000.0,1.0,0.06443003565073013,11.998167037963867,10.545666694641113,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759333080000000,18939,10123,1,74,100.0,8420.764846801758,78.30694389343262,726983.4229778545,16715.921682976186,12,1.3113332986831665,8.450333595275879,1.0,-0.7313300371170044,1.0,45,eee754f5621fe5c10763be6b4c2b0b29efd4c152116cd890f58f50e014b26efb,1787759333180000000,18982,10128,100.0,dep_trade_ofi,0,1,10,10,4,1787759333360000000,1787759335620000000,0.15480423600858195,0.8837915707998484,1.0,1.0,1787759337080000000,19278,1000.0,1787759337080000000,19278,recovered_without_wide_spread,4000.0,3900.0,3720.0,1.0,-0.9012454152107239,7.9070000648498535,152.2273406982422,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759457920000000,29996,16365,-1,64,100.0,2671.108917236328,967.85693359375,1624490.3824068978,547140.937548168,143,4.391833305358887,2.5339999198913574,1.0,0.2682468891143799,1.0,45,37d89af5c71aa4116bdda0d581d6242755c0904a578d52afae565bb27633cd1f,1787759458020000000,30010,16370,100.0,dep_ofi,0,-1,76,121,20,1787759458080000000,1787759458080000000,0.9774961108257435,0.916995525229372,1.0,5.0,1787759494760000000,33066,1000.0,1787759494760000000,33066,recovered_without_wide_spread,36840.0,36740.0,36680.0,1.0,0.19901274144649506,3.5220000743865967,2.3528332710266113,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787759586860000000,49913,22812,1,82,100.0,5766.675720214844,1435.5934143066406,1993147.6603357494,1130524.144302681,227,0.6631666421890259,3.759666681289673,1.0,-0.7001168131828308,1.0,45,5553742385dfa094941df316ef1e5d2ccc8bade35ec5396767d2ed2807b3a73e,1787759587080000000,49924,22823,220.0,dep_ofi,1,-1,125,138,35,1787759587140000000,1787759588100000000,0.7695400855107231,0.9607234695388506,1.0,8.0,1787759627480000000,55713,1000.0,1787759627480000000,55713,recovered_without_wide_spread,40620.0,40400.0,40340.0,1.0,-0.4011099934577942,1.3848333358764648,3.239833354949951,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760236240000000,110725,55281,-1,74,100.0,24185.51547241211,1577.4430694580078,30766414.074527957,6649000.260626078,1752,5.703499794006348,0.9955000281333923,1.0,0.7032344341278076,1.0,45,86c39682928df305996811ce06134639599fb6ac080a970c5be4c081203f5588,1787760236440000000,110757,55291,200.0,dep_trade_ofi,0,1,961,1626,157,1787760236460000000,1787760236460000000,0.9786972903049267,0.9234890357693122,1.0,8.0,1787760683360000000,152145,1000.0,1787760683360000000,152145,recovered_without_wide_spread,447120.0,446920.0,446900.0,1.0,0.6905152201652527,15.730667114257812,2.879833221435547,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761630620000000,225171,125000,1,55,100.0,31476.581787109375,1775.9606018066406,6836932.479496673,1316995.5550848693,236,1.1406667232513428,2.2920000553131104,1.0,-0.3354049324989319,1.0,45,b5e2876be8a176b079684394519cc4c9c1feedb1b82f21eca25227378145732d,1787761630780000000,225254,125008,160.0,dep_ofi,0,1,120,178,97,1787761630900000000,1787761631280000000,0.9091174827346846,0.958987785989164,1.0,9.0,1787761715100000000,231538,1000.0,1787761715100000000,231538,recovered_but_imbalanced,84480.0,84320.0,84200.0,6.0,-0.6783762574195862,2.260666608810425,11.79716682434082,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761989820000000,251119,142960,-1,55,100.0,8103.304534912109,1650.612045288086,888475.8656430058,409543.2087685913,70,4.001999855041504,1.3506666421890259,1.0,0.4972080886363983,1.0,45,7b454908b75f7628f2991c41671f62d8a5ff7d25e05383e61a163644c1acf5f9,1787761989940000000,251147,142966,120.0,dep_ofi,0,-1,36,88,4,1787761990020000000,1787762018940000000,0.935573877770499,0.8687068040997994,1.0,1.0,1787762023740000000,253299,1000.0,1787762023740000000,253299,recovered_without_wide_spread,33920.0,33800.0,33720.0,1.0,0.21100805699825287,3.307666778564453,2.1549999713897705,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762081520000000,257413,147545,-1,64,100.0,13456.914794921875,1851.6152038574219,9021541.190479603,1452570.8951057494,429,4.1023335456848145,1.8181666135787964,1.0,0.3858063817024231,1.0,45,2526e9e68a7d5388bbbd6aa840f08a699b1f10058b21948dfa1ba059e9566c7b,1787762081700000000,257420,147554,180.0,dep_ofi,0,1,223,489,46,1787762081760000000,1787762093440000000,0.9649792811514577,0.9739664487908939,1.0,15.0,1787762257940000000,269898,1000.0,1787762257940000000,269898,recovered_without_wide_spread,176420.0,176240.0,176180.0,1.0,0.3582586646080017,3.499666690826416,1.653499960899353,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762329580000000,275358,159948,1,52,100.0,6255.316802978516,286.54485511779785,270627.825665921,31146.46552540362,6,0.22983333468437195,2.5625,1.0,-0.8353825807571411,1.0,45,4c0b64f5b72e768eff52769170c586ff736c4d1a0119e139cf154cbe02f7c4c6,1787762329740000000,275408,159956,160.0,dep_ofi,0,-1,1,5,1,1787762329820000000,1787762333960000000,0.0,0.6101463364391793,1.0,1.0,1787762335100000000,275633,1000.0,1787762335100000000,275633,recovered_without_wide_spread,5520.0,5360.0,5280.0,1.0,-0.2491157501935959,1.9283332824707031,3.2078332901000977,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762398460000000,280043,163392,1,58,100.0,8418.055084228516,1128.0154724121094,6938938.89362108,1564795.6492663547,437,4.499833106994629,4.460000038146973,1.0,0.004445767030119896,1.0,45,c7293a9736ce64fcae8c87b3930f61cf67783d7dc0a0e8c1e2ad2cc26940eefd,1787762398560000000,280082,163397,100.0,dep_ofi,0,1,236,515,6,1787762398580000000,1787762408260000000,0.9393681185872296,0.9868460393261821,1.0,5.0,1787762573040000000,291838,1000.0,1787762573040000000,291838,recovered_without_wide_spread,174580.0,174480.0,174460.0,1.0,0.09274010360240936,5.018499851226807,4.166666507720947,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762630480000000,296238,174993,1,54,100.0,227.3684844970703,44.77485656738281,21251.116904318333,2855.3317165374756,1,2.003000020980835,3.5441665649414062,1.0,-0.27782952785491943,1.0,45,4b735942cbecee209ac7d69c75c2e90799516c1bf7c1a0575e81678dbf01bb72,1787762630580000000,296246,174998,100.0,dep_ofi,0,1,0,2,0,1787762630620000000,1787762631120000000,0.0,0.5507171326104693,1.0,1.0,1787762632120000000,296275,1000.0,1787762632120000000,296275,recovered_without_wide_spread,1640.0,1540.0,1500.0,1.0,-0.30515727400779724,2.003000020980835,3.762333393096924,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763423220000000,346589,214630,1,55,100.0,20565.443702697754,155.1769676208496,1610730.5690354481,19827.338461820036,13,0.9231666922569275,3.953000068664551,1.0,-0.6213555932044983,1.0,45,940e418e568a1a59bcbb1ef07879649b8562de7e8ba1b76f4456b7e90008d08c,1787763423360000000,346618,214637,140.0,dep_ofi,0,1,4,13,10,1787763423380000000,1787763428120000000,0.7196245043070623,0.8556370703550115,1.0,1.0,1787763432000000000,347035,1000.0,1787763432000000000,347035,recovered_without_wide_spread,8780.0,8640.0,8620.0,1.0,-0.9164643883705139,2.615666627883911,60.00833511352539,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763858360000000,374633,236387,-1,132,100.0,4195.139892578125,381.31180572509766,749840.5864695646,160294.34716995806,46,3.434333324432373,2.6631667613983154,1.0,0.1264725923538208,1.0,45,ab76d6fc901b9f3228fac4c74e053b6de7e224a6fb158b130bba8eec144cf6c7,1787763858460000000,374649,236392,100.0,dep_ofi,0,-1,24,44,17,1787763858560000000,1787763860480000000,0.9322042100259652,0.9503097815056959,1.0,1.0,1787763881540000000,376023,1000.0,1787763881540000000,376023,recovered_without_wide_spread,23180.0,23080.0,22980.0,1.0,-0.8233954906463623,3.6459999084472656,37.64400100708008,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764020060000000,383871,244472,1,51,100.0,8154.533508300781,2555.667579650879,18810585.808657054,4124211.0671368195,1291,2.5896666049957275,23.11283302307129,1.0,-0.7984890937805176,1.0,45,eb9da30ea330f16ed6e330e68d51dc0ab2f95966faf7b58a4d84e385bc734aca,1787764020160000000,383883,244477,100.0,dep_ofi,0,-1,657,1738,6,1787764020180000000,1787764292420000000,0.9808212125071891,0.9970507005495685,1.0,5.0,1787764616700000000,419399,1000.0,1787764616700000000,419399,recovered_without_wide_spread,596640.0,596540.0,596520.0,1.0,-0.6065092086791992,5.732833385467529,23.405500411987305,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764682200000000,423874,277579,-1,54,100.0,75.43732452392578,174.8617458343506,3136.02530837059,12229.65042501688,3,5.0988335609436035,4.669666767120361,1.0,0.04393373429775238,1.0,45,6ef6971c8f33b216666176e90e7273874955b0830d293fabfabc1c143fe38111,1787764682380000000,423881,277588,180.0,dep_ofi,0,-1,0,2,1,1787764682400000000,1787764684280000000,0.46634854352307475,0.0,1.0,1.0,1787764685340000000,423935,1000.0,1787764685340000000,423935,recovered_without_wide_spread,3140.0,2960.0,2940.0,1.0,0.36632204055786133,10.197999954223633,4.729666709899902,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764748340000000,428523,280886,-1,50,100.0,1252.835548400879,1177.9958877563477,454487.1517690271,258329.8879065737,45,5.024499893188477,1.402999997138977,1.0,0.563438355922699,1.0,45,ac1e8767b1360eebb98008927242ff8252760fcc9ea1289a12c3753d6ec3221d,1787764748460000000,428585,280892,120.0,dep_ofi,0,-1,20,21,24,1787764748560000000,1787764750060000000,0.988920953794151,0.6821097571741603,1.0,1.0,1787764765360000000,429819,1000.0,1787764765360000000,429819,recovered_without_wide_spread,17020.0,16900.0,16800.0,1.0,0.062292806804180145,4.5929999351501465,4.054333209991455,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787765267720000000,463573,306855,1,63,100.0,4109.41731262207,1595.7510681152344,1439635.9102143347,281892.0727971941,61,2.631999969482422,3.813166618347168,1.0,-0.18199476599693298,1.0,45,4915d5530d0e0d857943674615791a22c185ad809e3f35b984051f8bd2117ac8,1787765267880000000,463614,306863,160.0,dep_ofi,0,1,36,48,21,1787765267960000000,1787765267960000000,0.8694275544485719,0.9414747159485244,1.0,3.0,1787765286480000000,465223,1000.0,1787765286480000000,465223,recovered_without_wide_spread,18760.0,18600.0,18520.0,1.0,-0.21029911935329437,2.5763332843780518,3.948499917984009,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787765625080000000,489741,324723,1,72,100.0,5196.295761108398,483.8832218647003,977425.2790880203,106660.37838306278,66,2.685666561126709,4.043000221252441,1.0,-0.20172396302223206,1.0,45,e9d76c1e2d4c09b7ae0a0953e74d628076de80fade6d005df3b24690e20e2b69,1787765625260000000,489751,324732,180.0,dep_trade_ofi,0,-1,29,97,17,1787765625380000000,1787765638140000000,0.8217698838350777,0.9521395036683318,1.0,7.0,1787765667180000000,491540,1000.0,1787765667180000000,491540,recovered_without_wide_spread,42100.0,41920.0,41800.0,1.0,-0.33961838483810425,3.4089999198913574,6.915333271026611,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787766171660000000,523219,352052,1,143,100.0,3281.042236328125,351.914587020874,441838.86784799397,41301.462244689465,20,2.1423332691192627,3.235166549682617,1.0,-0.2032233029603958,1.0,45,416d8e900fc4faa1c1e2f0126940ad1f0acdda299e89adfe6efc9e4c1b8e0120,1787766171760000000,523293,352057,100.0,dep_trade_ofi,0,-1,5,19,4,1787766171880000000,1787766175820000000,0.6340438759939935,0.9235485007965055,1.0,1.0,1787766177840000000,523699,1000.0,1787766177840000000,523699,recovered_without_wide_spread,6180.0,6080.0,5960.0,1.0,-0.21374811232089996,2.550666570663452,3.9375,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787766314200000000,530666,359179,-1,152,100.0,4978.142894268036,1241.0756912231445,2215283.502623737,922441.5511698276,185,2.0143332481384277,3.8373334407806396,1.0,-0.31153517961502075,1.0,45,d71d8876caaa4c5cee1cc47a184de3e09e8e7bceb00f00cda6718198b684656b,1787766314300000000,530752,359184,100.0,dep_trade_ofi,0,1,93,132,41,1787766314440000000,1787766315080000000,0.8711732544054571,0.9637769298095682,1.0,7.0,1787766371180000000,535578,1000.0,1787766371180000000,535578,recovered_without_wide_spread,56980.0,56880.0,56740.0,1.0,-0.6071490049362183,2.4728333950042725,10.1163330078125,True,True
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787766505140000000,543118,368726,-1,86,100.0,17514.565795898438,2344.672348022461,6194088.69786947,2058465.8615291305,350,4.0941667556762695,1.9573333263397217,1.0,0.35161903500556946,1.0,45,251aa05f08a2ecdcd5302e0fa2a1a065cb4837f67db0decd963b7fbb00f4fd78,1787766505360000000,543133,368737,220.0,dep_ofi,0,1,179,340,77,1787766505380000000,1787766509000000000,0.9302666434896443,0.8704019056352091,1.0,6.0,,,,1787766630460000000,553269,never_recovered,125320.0,125100.0,125080.0,1.0,0.7969608902931213,5.065333366394043,0.5723333358764648,True,False
2026-08-27_ba5ebc09e758,2026-08-27,historical_no_refit_replay,0,1787794829680000000,1097314,171793,1,56,100.0,74526.90795898438,77748.984375,118442224.98371983,57537659.63904584,5416,9.291500091552734,4.0948333740234375,1.0,0.3882068693637848,1.0,45,3821b175a75d4a7acdca8aeb7c7a645a2f4efecd488a03ff04684440ca165a38,1787794829820000000,1097608,171800,140.0,dep_trade_ofi,0,1,3200,3418,1029,1787794830340000000,1787794831800000000,0.9927891082162457,0.9819691487487376,1.0,14.0,1787795794820000000,1301999,1000.0,1787795794820000000,1301999,recovered_without_wide_spread,965140.0,965000.0,964480.0,1.0,0.431731253862381,22.331666946411133,8.863666534423828,True,True
