row_id,sample_id,observed_regime,primary_label_ticks,input_binance_top5_imbalance,input_binance_microprice_minus_mid_ticks,input_binance_mid_move_ticks_from_prev,context_basis_mid_ticks,context_hyperliquid_top5_imbalance,context_hyperliquid_microprice_minus_mid_ticks,binance_lead_composite_raw_mean,source_age_bucket,basis_bucket
54,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.58139535,-0.29069767,0,103.5,-0.10524528,-0.52622638,-0.29069767,binance_source_age_mid,basis_high
55,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.73923121,-0.36961561,0,103.5,-0.42614647,-2.13073233,-0.36961561,binance_source_age_low,basis_high
56,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-10,-0.73273778,-0.36636889,0,-14.5,-0.42614647,-2.13073233,-0.36636889,binance_source_age_high,basis_low
57,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-10,0.30259443,0.15129722,0,-55.5,-0.63876566,-3.1938283,0.15129722,binance_source_age_high,basis_low
58,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-70,-0.92589621,-0.46294811,0,-78.5,-0.99994776,-4.99973879,-0.46294811,binance_source_age_mid,basis_low
59,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-200,-0.49102226,-0.24551113,0,-113.5,-0.99994776,-4.99973879,-0.24551113,binance_source_age_mid,basis_low
60,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-130,-0.22212275,-0.11106137,0,-43.5,-0.99990096,-4.99950481,-0.11106137,binance_source_age_mid,basis_low
61,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.5436154,0.2718077,0,121.5,-0.99507786,-4.97538931,0.2718077,binance_source_age_mid,basis_high
62,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.46607076,0.23303538,0,121.5,-0.9993157,-4.99657852,0.23303538,binance_source_age_mid,basis_high
63,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.33576697,0.16788348,0,121.5,0.33244006,1.6622003,0.16788348,binance_source_age_mid,basis_high
64,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.32804113,0.16402056,0,121.5,0.80248851,4.01244257,0.16402056,binance_source_age_mid,basis_high
65,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.56552834,0.28276417,0,121.5,0.76742081,3.83710403,0.28276417,binance_source_age_mid,basis_high
66,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.52520495,0.26260248,0,121.5,0.80343141,4.01715706,0.26260248,binance_source_age_mid,basis_high
67,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.40255162,0.20127581,0,140.5,0.80342232,4.0171116,0.20127581,binance_source_age_high,basis_high
68,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,60,-0.04884372,-0.02442186,0,218.5,0.99985749,4.99928747,-0.02442186,binance_source_age_mid,basis_high
69,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,60,0.00269263,0.00134631,0,218.5,0.99985749,4.99928747,0.00134631,binance_source_age_low,basis_high
70,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,0.06707317,0.03353659,0,158.5,0.99692246,4.98461229,0.03353659,binance_source_age_low,basis_high
71,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,45,0.24034606,0.12017303,0,173.5,0.99979832,4.99899162,0.12017303,binance_source_age_low,basis_high
72,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,50,0.99214017,0.49607008,0,163.5,0.98732298,4.93661492,0.49607008,binance_source_age_high,basis_high
73,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,85,-0.68398561,-0.3419928,0,210.5,0.96484272,19.29685442,-0.3419928,binance_source_age_high,basis_high
74,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,70,-0.64733282,-0.32366641,0,195.5,0.99996066,4.99980328,-0.32366641,binance_source_age_high,basis_high
75,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.72509545,-0.36254773,0,125.5,0.54177497,2.70887487,-0.36254773,binance_source_age_mid,basis_high
76,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.58552348,-0.29276174,0,125.5,-0.04234341,-0.21171703,-0.29276174,binance_source_age_high,basis_high
77,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.65440851,-0.32720425,0,125.5,-0.1150953,-0.57547651,-0.32720425,binance_source_age_mid,basis_high
78,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.70233307,-0.35116653,0,125.5,-0.04500164,-0.22500818,-0.35116653,binance_source_age_high,basis_high
79,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.70068966,-0.35034483,0,125.5,-0.04500164,-0.22500818,-0.35034483,binance_source_age_mid,basis_high
80,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.25642231,-0.12821115,0,65.5,-0.30518936,-1.52594681,-0.12821115,binance_source_age_low,basis_high
81,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.05569318,-0.02784659,0,7.5,-0.23232312,-1.16161558,-0.02784659,binance_source_age_low,basis_mid
82,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-50,-0.05654844,-0.02827422,0,7.5,-0.99971146,-4.9985573,-0.02827422,binance_source_age_high,basis_mid
83,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-50,0.01308874,0.00654437,0,7.5,-0.99971146,-4.9985573,0.00654437,binance_source_age_high,basis_mid
84,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.06134805,-0.03067403,0,166.5,-0.99732726,-4.98663632,-0.03067403,binance_source_age_high,basis_high
85,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.45545824,-0.22772912,0,166.5,0.89922868,4.49614341,-0.22772912,binance_source_age_mid,basis_high
86,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.58919233,-0.29459617,0,139.5,0.68416956,3.42084782,-0.29459617,binance_source_age_mid,basis_high
87,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,110,0.31662071,0.15831035,0,188.5,0.68416956,3.42084782,0.15831035,binance_source_age_low,basis_high
88,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,110,-0.82329684,-0.41164842,0,188.5,-0.14664376,-0.73321878,-0.41164842,binance_source_age_low,basis_high
89,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.88884414,-0.44442207,0,78.5,0.5931205,2.9656025,-0.44442207,binance_source_age_high,basis_high
90,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.88542337,-0.44271168,-39,39.5,-0.83171894,-4.15859468,-13.44271168,binance_source_age_low,basis_mid
91,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.57550111,-0.28775056,0,39.5,-0.9535239,-4.76761951,-0.28775056,binance_source_age_high,basis_mid
92,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.75146076,-0.37573038,0,39.5,-0.99238577,-4.96192885,-0.37573038,binance_source_age_mid,basis_mid
93,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.46795119,0.23397559,0,39.5,-0.9856318,-4.92815902,0.23397559,binance_source_age_mid,basis_mid
94,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-110,-0.38027273,-0.19013636,-42,-120.5,-0.99188157,-4.95940785,-14.19013636,binance_source_age_mid,basis_low
95,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-110,0.09316348,0.04658174,0,-91.5,-0.99921509,-4.99607547,0.04658174,binance_source_age_mid,basis_low
96,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-20,-0.83416459,-0.41708229,0,-10.5,-0.99885446,-4.9942723,-0.41708229,binance_source_age_high,basis_low
97,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-20,0.3007665,0.15038325,0,-45.5,-0.99885446,-4.9942723,0.15038325,binance_source_age_high,basis_low
98,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-10,0.57074142,0.28537071,0,-25.5,-0.99992607,-4.99963036,0.28537071,binance_source_age_mid,basis_low
99,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-20,0.0126634,0.0063317,0,29.5,-0.99992607,-4.99963036,0.0063317,binance_source_age_mid,basis_mid
100,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-10,0.40783558,0.20391779,0,-10.5,-0.99975739,-4.99878694,0.20391779,binance_source_age_mid,basis_low
101,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-40,0.27024157,0.13512079,0,-0.5,-0.99989751,-4.99948755,0.13512079,binance_source_age_low,basis_low
102,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-40,0.26329894,0.13164947,0,-0.5,-0.99989751,-4.99948755,0.13164947,binance_source_age_low,basis_low
103,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.15176188,0.07588094,0,132.5,-0.99993614,-4.99968071,0.07588094,binance_source_age_low,basis_high
104,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.06333404,0.03166702,0,132.5,-0.90135762,-4.5067881,0.03166702,binance_source_age_low,basis_high
105,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,30,0.07642038,0.03821019,0,132.5,0.82968491,4.14842454,0.03821019,binance_source_age_mid,basis_high
106,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,30,0.08647809,0.04323905,0,132.5,0.71806287,3.59031433,0.04323905,binance_source_age_mid,basis_high
107,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.08685969,0.04342984,0,102.5,0.55300068,2.76500338,0.04342984,binance_source_age_high,basis_high
108,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.79126573,-0.39563286,0,102.5,-0.40410033,-2.02050165,-0.39563286,binance_source_age_high,basis_high
109,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.69691645,-0.34845823,0,102.5,-0.40410033,-2.02050165,-0.34845823,binance_source_age_mid,basis_high
110,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.04537846,0.02268923,0,9.5,-0.85352106,-4.26760529,0.02268923,binance_source_age_mid,basis_mid
111,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.29462181,0.14731091,0,9.5,-0.85352106,-4.26760529,0.14731091,binance_source_age_low,basis_mid
112,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-50,-0.85034433,-0.42517217,0,-2.5,-0.9999493,-4.99974649,-0.42517217,binance_source_age_low,basis_low
113,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-100,-0.8347201,-0.41736005,0,-2.5,-0.9999493,-4.99974649,-0.41736005,binance_source_age_high,basis_low
114,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-60,-0.82307876,-0.41153938,0,47.5,-0.99983211,-4.99916053,-0.41153938,binance_source_age_mid,basis_mid
115,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-20,-0.83529094,-0.41764547,0,41.5,-0.98430886,-14.76463294,-0.41764547,binance_source_age_low,basis_mid
116,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-50,-0.73763626,-0.36881813,0,46.5,-0.87814438,-4.39072189,-0.36881813,binance_source_age_low,basis_mid
117,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-40,-0.94925125,-0.47462562,0,55.5,-0.99785081,-4.98925406,-0.47462562,binance_source_age_high,basis_high
118,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.8758428,-0.4379214,0,95.5,-0.98098381,-4.90491903,-0.4379214,binance_source_age_mid,basis_high
119,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.7716296,-0.3858148,-25.5,14.5,-0.95250758,-4.76253792,-8.8858148,binance_source_age_high,basis_mid
120,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-110,-0.906114,-0.453057,0,-4.5,-0.94474161,-4.72370804,-0.453057,binance_source_age_low,basis_low
121,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-110,-0.90383048,-0.45191524,0,-4.5,-0.99931442,-4.9965721,-0.45191524,binance_source_age_low,basis_low
122,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.89528326,-0.44764163,0,105.5,-0.96881981,-4.84409904,-0.44764163,binance_source_age_low,basis_high
123,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.03085451,-0.01542726,0,25.5,-0.93683421,-4.68417105,-0.01542726,binance_source_age_low,basis_mid
124,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-10,-0.94247259,-0.4712363,0,5.5,-0.87826772,-4.39133858,-0.4712363,binance_source_age_low,basis_mid
125,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-90,-0.31435315,-0.15717657,0,5.5,-0.87826772,-4.39133858,-0.15717657,binance_source_age_low,basis_mid
126,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-80,-0.6769452,-0.3384726,0,15.5,-0.99998085,-4.99990423,-0.3384726,binance_source_age_high,basis_mid
127,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.15870153,-0.07935077,0,95.5,-0.94059521,-4.70297604,-0.07935077,binance_source_age_high,basis_high
128,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,0.04822182,0.02411091,0,192.5,-0.94059521,-4.70297604,0.02411091,binance_source_age_mid,basis_high
129,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,40,0.14470597,0.07235298,0,135.5,-0.47222481,-2.36112407,0.07235298,binance_source_age_mid,basis_high
130,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,30,0.0780783,0.03903915,0,125.5,0.91145144,4.55725719,0.03903915,binance_source_age_low,basis_high
131,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.01484381,0.0074219,0,95.5,0.8134299,4.06714948,0.0074219,binance_source_age_low,basis_high
132,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,0.11668229,0.05834114,0,95.5,0.45141879,2.25709395,0.05834114,binance_source_age_mid,basis_high
133,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,35,0.75168973,0.37584487,0,140.5,0.21123443,1.05617216,0.37584487,binance_source_age_mid,basis_high
134,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,40,0.73314519,0.36657259,0,130.5,0.9749024,14.62353601,0.36657259,binance_source_age_high,basis_high
135,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,15,-0.47637232,-0.23818616,0,119.5,0.72053839,14.41076772,-0.23818616,binance_source_age_high,basis_high
136,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,60,-0.48366248,-0.24183124,0,104.5,0.97681215,4.88406076,-0.24183124,binance_source_age_mid,basis_high
137,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,60,-0.73517927,-0.36758963,0,137.5,0.41509093,2.07545463,-0.36758963,binance_source_age_low,basis_high
138,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.5127551,-0.25637755,0,77.5,0.5182463,2.5912315,-0.25637755,binance_source_age_high,basis_high
139,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.7292088,-0.3646044,0,77.5,0.5182463,2.5912315,-0.3646044,binance_source_age_high,basis_high
140,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.14658413,-0.07329206,0,77.5,-0.67950999,-3.39754997,-0.07329206,binance_source_age_high,basis_high
141,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.14817688,-0.07408844,0,77.5,-0.85650649,-4.28253245,-0.07408844,binance_source_age_mid,basis_high
142,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.6379846,-0.3189923,0,77.5,-0.71892375,-3.59461877,-0.3189923,binance_source_age_mid,basis_high
143,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.65719574,-0.32859787,0,62.5,-0.58934716,-2.94673582,-0.32859787,binance_source_age_low,basis_high
144,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.08180039,0.0409002,0,62.5,-0.826047,-4.13023502,0.0409002,binance_source_age_low,basis_high
145,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.34848085,-0.17424042,0,97.5,-0.96296691,-4.81483454,-0.17424042,binance_source_age_low,basis_high
146,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.03213288,-0.01606644,0,104.5,-0.10112808,-0.50564038,-0.01606644,binance_source_age_low,basis_high
147,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.63184422,-0.31592211,0,62.5,0.95190617,4.75953087,-0.31592211,binance_source_age_low,basis_high
148,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.4663522,-0.2331761,0,52.5,-0.91188806,-4.55944029,-0.2331761,binance_source_age_low,basis_high
149,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.10287691,-0.05143846,0,52.5,-0.96514728,-4.8257364,-0.05143846,binance_source_age_low,basis_high
150,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.70316302,0.35158151,0,64.5,-0.98510344,-4.92551718,0.35158151,binance_source_age_low,basis_high
151,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.69336948,0.34668474,0,64.5,-0.78154309,-3.90771545,0.34668474,binance_source_age_high,basis_high
152,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.46005,0.230025,0,114.5,-0.66765174,-3.33825871,0.230025,binance_source_age_high,basis_high
153,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,65,-0.33772616,-0.16886308,0,165.5,-0.66765174,-3.33825871,-0.16886308,binance_source_age_high,basis_high
