fold_id,candidate_id,accept_eligible,threshold_abs_z,side_mapping,train_active_rows,train_coverage_rate,train_direction_hit_rate,train_direction_hit_rate_nonzero,train_mean_signed_label_ticks,train_adjusted_edge_proxy_ticks,train_coverage_gate
holdout_xemm_0627_t001_hlfast_utc16_a,binance_mid_move_ticks_from_prev,True,1.0,positive_signal_sell_negative_signal_buy,45,0.00632289,0.04444444,0.2,-1.77777778,-3.27777778,fail
holdout_xemm_0627_t001_hlfast_utc16_a,context_basis_mid_ticks,False,0.0,positive_signal_buy_negative_signal_sell,7117,1,0.11591963,0.95930233,4.23774062,2.73774062,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_basis_mid_ticks,False,0.0,positive_signal_sell_negative_signal_buy,7117,1,0.0049178,0.04069767,-4.23774062,-5.73774062,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_basis_mid_ticks,False,0.5,positive_signal_buy_negative_signal_sell,3768,0.52943656,0.19240977,0.99179207,7.66852442,6.16852442,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_basis_mid_ticks,False,0.5,positive_signal_sell_negative_signal_buy,3768,0.52943656,0.00159236,0.00820793,-7.66852442,-9.16852442,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_basis_mid_ticks,False,1.0,positive_signal_buy_negative_signal_sell,1746,0.24532809,0.29266896,0.99416342,13.57101947,12.07101947,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_basis_mid_ticks,False,1.0,positive_signal_sell_negative_signal_buy,1746,0.24532809,0.00171821,0.00583658,-13.57101947,-15.07101947,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_top5_imbalance,False,0.0,positive_signal_buy_negative_signal_sell,7117,1,0.11367149,0.94069767,3.85977238,2.35977238,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_top5_imbalance,False,0.0,positive_signal_sell_negative_signal_buy,7117,1,0.00716594,0.05930233,-3.85977238,-5.35977238,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_top5_imbalance,False,0.5,positive_signal_buy_negative_signal_sell,5246,0.73710833,0.14792223,0.96517413,5.1877621,3.6877621,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_top5_imbalance,False,0.5,positive_signal_sell_negative_signal_buy,5246,0.73710833,0.0053374,0.03482587,-5.1877621,-6.6877621,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_top5_imbalance,False,1.0,positive_signal_buy_negative_signal_sell,2841,0.39918505,0.23548046,0.9795022,8.65716297,7.15716297,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_top5_imbalance,False,1.0,positive_signal_sell_negative_signal_buy,2841,0.39918505,0.00492784,0.0204978,-8.65716297,-10.15716297,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_microprice_minus_mid_ticks,False,0.0,positive_signal_buy_negative_signal_sell,7117,1,0.11367149,0.94069767,3.85977238,2.35977238,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_microprice_minus_mid_ticks,False,0.0,positive_signal_sell_negative_signal_buy,7117,1,0.00716594,0.05930233,-3.85977238,-5.35977238,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_microprice_minus_mid_ticks,False,0.5,positive_signal_buy_negative_signal_sell,5113,0.71842068,0.15098768,0.96620776,5.31488363,3.81488363,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_microprice_minus_mid_ticks,False,0.5,positive_signal_sell_negative_signal_buy,5113,0.71842068,0.00528066,0.03379224,-5.31488363,-6.81488363,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_microprice_minus_mid_ticks,False,1.0,positive_signal_buy_negative_signal_sell,2431,0.34157651,0.26696833,0.98333333,9.82723159,8.32723159,pass
holdout_xemm_0627_t001_hlfast_utc16_a,context_hyperliquid_microprice_minus_mid_ticks,False,1.0,positive_signal_sell_negative_signal_buy,2431,0.34157651,0.00452489,0.01666667,-9.82723159,-11.32723159,pass
holdout_xemm_0627_t001_hlfast_utc16_a,binance_lead_composite,True,0.0,positive_signal_buy_negative_signal_sell,7117,1,0.10116622,0.8372093,2.51510468,1.01510468,pass
holdout_xemm_0627_t001_hlfast_utc16_a,binance_lead_composite,True,0.0,positive_signal_sell_negative_signal_buy,7117,1,0.01967121,0.1627907,-2.51510468,-4.01510468,pass
holdout_xemm_0627_t001_hlfast_utc16_a,binance_lead_composite,True,0.5,positive_signal_buy_negative_signal_sell,4153,0.58353239,0.12424753,0.89273356,3.561281,2.061281,pass
holdout_xemm_0627_t001_hlfast_utc16_a,binance_lead_composite,True,0.5,positive_signal_sell_negative_signal_buy,4153,0.58353239,0.01492897,0.10726644,-3.561281,-5.061281,pass
holdout_xemm_0627_t001_hlfast_utc16_a,binance_lead_composite,True,1.0,positive_signal_buy_negative_signal_sell,695,0.09765351,0.1323741,0.92,4.44604317,2.94604317,pass
holdout_xemm_0627_t001_hlfast_utc16_a,binance_lead_composite,True,1.0,positive_signal_sell_negative_signal_buy,695,0.09765351,0.01151079,0.08,-4.44604317,-5.94604317,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_top5_imbalance,True,0.0,positive_signal_buy_negative_signal_sell,7137,1,0.17976741,0.68793566,4.64480874,3.14480874,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_top5_imbalance,True,0.0,positive_signal_sell_negative_signal_buy,7137,1,0.08154687,0.31206434,-4.64480874,-6.14480874,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_top5_imbalance,True,0.5,positive_signal_buy_negative_signal_sell,5143,0.7206109,0.19327241,0.73195876,5.71748007,4.21748007,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_top5_imbalance,True,0.5,positive_signal_sell_negative_signal_buy,5143,0.7206109,0.07077581,0.26804124,-5.71748007,-7.21748007,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_top5_imbalance,True,1.0,positive_signal_buy_negative_signal_sell,2972,0.41642147,0.20154778,0.77893368,6.55787349,5.05787349,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_top5_imbalance,True,1.0,positive_signal_sell_negative_signal_buy,2972,0.41642147,0.05720054,0.22106632,-6.55787349,-8.05787349,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_microprice_minus_mid_ticks,True,0.0,positive_signal_buy_negative_signal_sell,7137,1,0.17990752,0.68847185,4.66722713,3.16722713,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_microprice_minus_mid_ticks,True,0.0,positive_signal_sell_negative_signal_buy,7137,1,0.08140675,0.31152815,-4.66722713,-6.16722713,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_microprice_minus_mid_ticks,True,0.5,positive_signal_buy_negative_signal_sell,4969,0.69623091,0.19420407,0.73720397,5.83215939,4.33215939,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_microprice_minus_mid_ticks,True,0.5,positive_signal_sell_negative_signal_buy,4969,0.69623091,0.06922922,0.26279603,-5.83215939,-7.33215939,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_microprice_minus_mid_ticks,True,1.0,positive_signal_buy_negative_signal_sell,2618,0.36682079,0.20168067,0.78106509,6.81818182,5.31818182,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_microprice_minus_mid_ticks,True,1.0,positive_signal_sell_negative_signal_buy,2618,0.36682079,0.0565317,0.21893491,-6.81818182,-8.31818182,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_mid_move_ticks_from_prev,True,0.0,positive_signal_buy_negative_signal_sell,7137,1,0.13156789,0.50348525,0.78324226,-0.71675774,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_mid_move_ticks_from_prev,True,0.0,positive_signal_sell_negative_signal_buy,7137,1,0.12974639,0.49651475,-0.78324226,-2.28324226,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_mid_move_ticks_from_prev,True,0.5,positive_signal_buy_negative_signal_sell,133,0.01863528,0.30075188,0.71428571,11.12781955,9.62781955,fail
holdout_xemm_0627_t001_hlfast_utc17_b,binance_mid_move_ticks_from_prev,True,0.5,positive_signal_sell_negative_signal_buy,133,0.01863528,0.12030075,0.28571429,-11.12781955,-12.62781955,fail
holdout_xemm_0627_t001_hlfast_utc17_b,binance_mid_move_ticks_from_prev,True,1.0,positive_signal_buy_negative_signal_sell,123,0.01723413,0.30894309,0.7037037,11.54471545,10.04471545,fail
holdout_xemm_0627_t001_hlfast_utc17_b,binance_mid_move_ticks_from_prev,True,1.0,positive_signal_sell_negative_signal_buy,123,0.01723413,0.1300813,0.2962963,-11.54471545,-13.04471545,fail
holdout_xemm_0627_t001_hlfast_utc17_b,context_basis_mid_ticks,False,0.0,positive_signal_buy_negative_signal_sell,7137,1,0.22978843,0.87935657,10.86871234,9.36871234,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_basis_mid_ticks,False,0.0,positive_signal_sell_negative_signal_buy,7137,1,0.03152585,0.12064343,-10.86871234,-12.36871234,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_basis_mid_ticks,False,0.5,positive_signal_buy_negative_signal_sell,4590,0.64312736,0.28278867,0.97228464,15.30718954,13.80718954,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_basis_mid_ticks,False,0.5,positive_signal_sell_negative_signal_buy,4590,0.64312736,0.008061,0.02771536,-15.30718954,-16.80718954,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_basis_mid_ticks,False,1.0,positive_signal_buy_negative_signal_sell,1949,0.27308393,0.46485377,0.99669967,28.51462288,27.01462288,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_basis_mid_ticks,False,1.0,positive_signal_sell_negative_signal_buy,1949,0.27308393,0.00153925,0.00330033,-28.51462288,-30.01462288,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_top5_imbalance,False,0.0,positive_signal_buy_negative_signal_sell,7137,1,0.23189015,0.88739946,9.94675634,8.44675634,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_top5_imbalance,False,0.0,positive_signal_sell_negative_signal_buy,7137,1,0.02942413,0.11260054,-9.94675634,-11.44675634,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_top5_imbalance,False,0.5,positive_signal_buy_negative_signal_sell,5639,0.79010789,0.27540344,0.91245593,12.41088846,10.91088846,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_top5_imbalance,False,0.5,positive_signal_sell_negative_signal_buy,5639,0.79010789,0.02642312,0.08754407,-12.41088846,-13.91088846,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_top5_imbalance,False,1.0,positive_signal_buy_negative_signal_sell,3583,0.50203167,0.37315099,0.94022504,18.26960648,16.76960648,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_top5_imbalance,False,1.0,positive_signal_sell_negative_signal_buy,3583,0.50203167,0.02372314,0.05977496,-18.26960648,-19.76960648,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_microprice_minus_mid_ticks,False,0.0,positive_signal_buy_negative_signal_sell,7137,1,0.23175004,0.88686327,9.94815749,8.44815749,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_microprice_minus_mid_ticks,False,0.0,positive_signal_sell_negative_signal_buy,7137,1,0.02956424,0.11313673,-9.94815749,-11.44815749,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_microprice_minus_mid_ticks,False,0.5,positive_signal_buy_negative_signal_sell,5189,0.72705619,0.29466178,0.92275196,13.54788977,12.04788977,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_microprice_minus_mid_ticks,False,0.5,positive_signal_sell_negative_signal_buy,5189,0.72705619,0.02466757,0.07724804,-13.54788977,-15.04788977,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_microprice_minus_mid_ticks,False,1.0,positive_signal_buy_negative_signal_sell,1472,0.20624912,0.50543478,0.94296578,24.90149457,23.40149457,pass
holdout_xemm_0627_t001_hlfast_utc17_b,context_hyperliquid_microprice_minus_mid_ticks,False,1.0,positive_signal_sell_negative_signal_buy,1472,0.20624912,0.03057065,0.05703422,-24.90149457,-26.40149457,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_lead_composite,True,0.0,positive_signal_buy_negative_signal_sell,7137,1,0.17962729,0.68739946,4.64200645,3.14200645,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_lead_composite,True,0.0,positive_signal_sell_negative_signal_buy,7137,1,0.08168698,0.31260054,-4.64200645,-6.14200645,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_lead_composite,True,0.5,positive_signal_buy_negative_signal_sell,4009,0.56172061,0.19555999,0.7480916,6.09254178,4.59254178,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_lead_composite,True,0.5,positive_signal_sell_negative_signal_buy,4009,0.56172061,0.06585183,0.2519084,-6.09254178,-7.59254178,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_lead_composite,True,1.0,positive_signal_buy_negative_signal_sell,790,0.11069077,0.24683544,0.80246914,10.62025316,9.12025316,pass
holdout_xemm_0627_t001_hlfast_utc17_b,binance_lead_composite,True,1.0,positive_signal_sell_negative_signal_buy,790,0.11069077,0.06075949,0.19753086,-10.62025316,-12.12025316,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_top5_imbalance,True,0.0,positive_signal_buy_negative_signal_sell,7154,1,0.18157674,0.68839428,4.44366788,2.94366788,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_top5_imbalance,True,0.0,positive_signal_sell_negative_signal_buy,7154,1,0.08219178,0.31160572,-4.44366788,-5.94366788,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_top5_imbalance,True,0.5,positive_signal_buy_negative_signal_sell,5234,0.73161867,0.19316011,0.7320782,5.4728697,3.9728697,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_top5_imbalance,True,0.5,positive_signal_sell_negative_signal_buy,5234,0.73161867,0.07069163,0.2679218,-5.4728697,-6.9728697,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_top5_imbalance,True,1.0,positive_signal_buy_negative_signal_sell,2948,0.41207716,0.21370421,0.78163772,6.16519674,4.66519674,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_top5_imbalance,True,1.0,positive_signal_sell_negative_signal_buy,2948,0.41207716,0.05970149,0.21836228,-6.16519674,-7.66519674,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_microprice_minus_mid_ticks,True,0.0,positive_signal_buy_negative_signal_sell,7154,1,0.1818563,0.68945416,4.46323735,2.96323735,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_microprice_minus_mid_ticks,True,0.0,positive_signal_sell_negative_signal_buy,7154,1,0.08191222,0.31054584,-4.46323735,-5.96323735,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_microprice_minus_mid_ticks,True,0.5,positive_signal_buy_negative_signal_sell,4919,0.68758736,0.1957715,0.73963134,5.69323033,4.19323033,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_microprice_minus_mid_ticks,True,0.5,positive_signal_sell_negative_signal_buy,4919,0.68758736,0.06891645,0.26036866,-5.69323033,-7.19323033,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_microprice_minus_mid_ticks,True,1.0,positive_signal_buy_negative_signal_sell,2353,0.32890691,0.21419465,0.78018576,6.46196345,4.96196345,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_microprice_minus_mid_ticks,True,1.0,positive_signal_sell_negative_signal_buy,2353,0.32890691,0.06034849,0.21981424,-6.46196345,-7.96196345,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_mid_move_ticks_from_prev,True,0.0,positive_signal_buy_negative_signal_sell,7154,1,0.13433044,0.50927398,0.43332401,-1.06667599,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_mid_move_ticks_from_prev,True,0.0,positive_signal_sell_negative_signal_buy,7154,1,0.12943808,0.49072602,-0.43332401,-1.93332401,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_mid_move_ticks_from_prev,True,0.5,positive_signal_buy_negative_signal_sell,142,0.01984904,0.32394366,0.71875,10.70422535,9.20422535,fail
holdout_xemm_0627_t001_hlfast_utc17_c,binance_mid_move_ticks_from_prev,True,0.5,positive_signal_sell_negative_signal_buy,142,0.01984904,0.12676056,0.28125,-10.70422535,-12.20422535,fail
holdout_xemm_0627_t001_hlfast_utc17_c,binance_mid_move_ticks_from_prev,True,1.0,positive_signal_buy_negative_signal_sell,135,0.01887056,0.31851852,0.70491803,10.74074074,9.24074074,fail
holdout_xemm_0627_t001_hlfast_utc17_c,binance_mid_move_ticks_from_prev,True,1.0,positive_signal_sell_negative_signal_buy,135,0.01887056,0.13333333,0.29508197,-10.74074074,-12.24074074,fail
holdout_xemm_0627_t001_hlfast_utc17_c,context_basis_mid_ticks,False,0.0,positive_signal_buy_negative_signal_sell,7154,1,0.23483366,0.89030207,11.47330165,9.97330165,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_basis_mid_ticks,False,0.0,positive_signal_sell_negative_signal_buy,7154,1,0.02893486,0.10969793,-11.47330165,-12.97330165,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_basis_mid_ticks,False,0.5,positive_signal_buy_negative_signal_sell,4508,0.63013699,0.28704525,0.97808012,16.385315,14.885315,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_basis_mid_ticks,False,0.5,positive_signal_sell_negative_signal_buy,4508,0.63013699,0.00643301,0.02191988,-16.385315,-17.885315,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_basis_mid_ticks,False,1.0,positive_signal_buy_negative_signal_sell,1954,0.27313391,0.46929376,0.99457701,30.57318321,29.07318321,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_basis_mid_ticks,False,1.0,positive_signal_sell_negative_signal_buy,1954,0.27313391,0.00255885,0.00542299,-30.57318321,-32.07318321,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_top5_imbalance,False,0.0,positive_signal_buy_negative_signal_sell,7154,1,0.23441431,0.88871224,10.29913335,8.79913335,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_top5_imbalance,False,0.0,positive_signal_sell_negative_signal_buy,7154,1,0.02935421,0.11128776,-10.29913335,-11.79913335,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_top5_imbalance,False,0.5,positive_signal_buy_negative_signal_sell,5681,0.7941012,0.2770639,0.91299304,12.77944024,11.27944024,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_top5_imbalance,False,0.5,positive_signal_sell_negative_signal_buy,5681,0.7941012,0.0264038,0.08700696,-12.77944024,-14.27944024,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_top5_imbalance,False,1.0,positive_signal_buy_negative_signal_sell,3630,0.50740844,0.37933884,0.94379712,18.76859504,17.26859504,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_top5_imbalance,False,1.0,positive_signal_sell_negative_signal_buy,3630,0.50740844,0.02258953,0.05620288,-18.76859504,-20.26859504,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_microprice_minus_mid_ticks,False,0.0,positive_signal_buy_negative_signal_sell,7154,1,0.23427453,0.8881823,10.31311155,8.81311155,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_microprice_minus_mid_ticks,False,0.0,positive_signal_sell_negative_signal_buy,7154,1,0.02949399,0.1118177,-10.31311155,-11.81311155,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_microprice_minus_mid_ticks,False,0.5,positive_signal_buy_negative_signal_sell,5145,0.71917808,0.30029155,0.92128801,14.04081633,12.54081633,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_microprice_minus_mid_ticks,False,0.5,positive_signal_sell_negative_signal_buy,5145,0.71917808,0.02565598,0.07871199,-14.04081633,-15.54081633,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_microprice_minus_mid_ticks,False,1.0,positive_signal_buy_negative_signal_sell,1797,0.25118815,0.55258765,0.95572666,30.01391208,28.51391208,pass
holdout_xemm_0627_t001_hlfast_utc17_c,context_hyperliquid_microprice_minus_mid_ticks,False,1.0,positive_signal_sell_negative_signal_buy,1797,0.25118815,0.02559822,0.04427334,-30.01391208,-31.51391208,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_lead_composite,True,0.0,positive_signal_buy_negative_signal_sell,7154,1,0.18143696,0.68786433,4.44087224,2.94087224,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_lead_composite,True,0.0,positive_signal_sell_negative_signal_buy,7154,1,0.08233156,0.31213567,-4.44087224,-5.94087224,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_lead_composite,True,0.5,positive_signal_buy_negative_signal_sell,3933,0.54976237,0.20366133,0.75211268,5.90516145,4.40516145,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_lead_composite,True,0.5,positive_signal_sell_negative_signal_buy,3933,0.54976237,0.06712433,0.24788732,-5.90516145,-7.40516145,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_lead_composite,True,1.0,positive_signal_buy_negative_signal_sell,740,0.10343864,0.26756757,0.77647059,10.48648649,8.98648649,pass
holdout_xemm_0627_t001_hlfast_utc17_c,binance_lead_composite,True,1.0,positive_signal_sell_negative_signal_buy,740,0.10343864,0.07702703,0.22352941,-10.48648649,-11.98648649,pass
