sample_id,split,observed_regime,source_row_index,future_row_index,nominal_horizon_ms,effective_future_age_ms,hyperliquid_decision_ts,future_hyperliquid_decision_ts,binance_source_age_ms,hyperliquid_join_age_ms,basis_mid_ticks,hyperliquid_spread_ticks,hyperliquid_top5_imbalance,hyperliquid_microprice_minus_mid_ticks,signal_score,candidate_side,future_mid_move_ticks,future_microprice_minus_mid_change_ticks,signed_future_mid_move_ticks,touch_markout_ticks,future_labels_role
xemm_0625_t002_utc15_a,train,high_activity_liquidity,27,29,1000,5000,1782399360831379757,1782399365831379757,15.817384,303.107460,-198.5,10,-0.99996309,-4.99981546,-0.07211874,sell,-120,9.4452171,120,125,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,28,29,1000,4500,1782399361331379757,1782399365831379757,12.93533,803.107460,-222.5,10,-0.99996309,-4.99981546,0.98124979,buy,-120,9.4452171,-120,-115,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,29,31,1000,5500,1782399365831379757,1782399371331379757,27.853945,28.239963,105.5,10,0.88908033,4.44540164,0.23623934,buy,-20,-9.44503994,-20,-15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,30,31,1000,5000,1782399366331379757,1782399371331379757,10.690797,528.239963,83.5,10,0.88908033,4.44540164,-1.24396879,sell,-20,-9.44503994,20,25,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,31,33,1000,5500,1782399371331379757,1782399376831379757,7.829064,229.871583,-82.5,10,-0.99992766,-4.9996383,1.01436523,buy,120,4.68019289,120,125,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,32,33,1000,5000,1782399371831379757,1782399376831379757,5.454962,729.871583,-18.5,10,-0.99992766,-4.9996383,0.78040307,buy,120,4.68019289,120,125,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,33,35,1000,5500,1782399376831379757,1782399382331379757,11.688415,361.809867,196.5,10,-0.06388908,-0.31944541,-0.85512511,sell,-250,9.44983162,250,255,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,34,35,1000,5000,1782399377331379757,1782399382331379757,9.067811,861.809867,159.5,10,-0.06388908,-0.31944541,-0.73720749,sell,-250,9.44983162,250,255,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,35,37,1000,5000,1782399382331379757,1782399387331379757,17.921907,440.503987,161.5,30,0.60869241,9.13038621,0.65344211,buy,180,-6.24126201,180,195,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,36,37,1000,4500,1782399382831379757,1782399387331379757,17.264146,940.503987,109.5,30,0.60869241,9.13038621,0.27615803,buy,180,-6.24126201,180,195,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,37,39,1000,5500,1782399387331379757,1782399392831379757,23.827489,129.452756,80.5,10,0.57782484,2.8891242,1.05643346,buy,0,-7.88892316,0,5,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,38,39,1000,5000,1782399387831379757,1782399392831379757,17.978146,629.452756,80.5,10,0.57782484,2.8891242,1.2189028,buy,0,-7.88892316,0,5,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,39,41,1000,5500,1782399392831379757,1782399398331379757,15.188597,109.639690,-84.5,10,-0.99995979,-4.99979896,0.01728851,buy,-300,0.01039498,-300,-295,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,40,41,1000,5000,1782399393331379757,1782399398331379757,9.805343,609.639690,-84.5,10,-0.99995979,-4.99979896,0.25357842,buy,-300,0.01039498,-300,-295,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,41,43,1000,5500,1782399398331379757,1782399403831379757,11.614216,324.470368,-11.5,10,-0.9978808,-4.98940398,0.43945193,buy,-240,0.05209654,-240,-235,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,42,43,1000,5000,1782399398831379757,1782399403831379757,23.812018,824.470368,-11.5,10,-0.9978808,-4.98940398,-0.2224511,sell,-240,0.05209654,240,245,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,43,45,1000,5500,1782399403831379757,1782399409331379757,5.469212,285.855237,-108.5,10,-0.98746149,-4.93730744,-0.51003372,sell,-550,5.53638623,550,555,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,44,45,1000,5000,1782399404331379757,1782399409331379757,7.865917,785.855237,-154.5,10,-0.98746149,-4.93730744,0.01958201,buy,-550,5.53638623,-550,-545,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,45,47,1000,5500,1782399409331379757,1782399414831379757,5.843971,321.605103,21.5,10,0.11981576,0.59907879,-0.06951898,sell,-80,0.02945871,80,85,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,46,47,1000,5000,1782399409831379757,1782399414831379757,28.009569,821.605103,21.5,10,0.11981576,0.59907879,-0.35505044,sell,-80,0.02945871,80,85,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,47,49,1000,5000,1782399414831379757,1782399419831379757,11.959324,423.564077,7.5,10,0.1257075,0.6285375,0.32016019,buy,-520,2.67642516,-520,-515,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,48,49,1000,4500,1782399415331379757,1782399419831379757,2.907427,923.564077,-243.5,10,0.1257075,0.6285375,-0.02955247,sell,-520,2.67642516,520,525,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,49,51,1000,5500,1782399419831379757,1782399425331379757,10.125018,33.586890,234.5,10,0.66099253,3.30496266,2.03279849,buy,120,1.69476724,120,125,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,50,51,1000,5000,1782399420331379757,1782399425331379757,19.498888,533.586890,131.5,10,0.66099253,3.30496266,0.56663592,buy,120,1.69476724,120,125,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,51,53,1000,5500,1782399425331379757,1782399430831379757,9.472901,184.201632,8.5,10,0.99994598,4.9997299,-0.38480254,sell,-110,-7.30358345,110,115,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,52,53,1000,5000,1782399425831379757,1782399430831379757,5.82735,684.201632,48.5,10,0.99994598,4.9997299,-0.49415548,sell,-110,-7.30358345,110,115,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,53,55,1000,5500,1782399430831379757,1782399436331379757,17.055065,270.128181,83.5,10,-0.46077071,-2.30385355,1.2649035,buy,330,-0.77699845,330,335,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,54,55,1000,5000,1782399431331379757,1782399436331379757,19.686029,770.128181,93.5,10,-0.46077071,-2.30385355,-0.01418131,sell,330,-0.77699845,-330,-325,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,55,57,1000,5500,1782399436331379757,1782399441831379757,7.816479,59.125648,46.5,10,-0.6161704,-3.080852,-0.82951814,sell,-110,1.59695168,110,115,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,56,57,1000,5000,1782399436831379757,1782399441831379757,25.773787,559.125648,70.5,10,-0.6161704,-3.080852,1.24583528,buy,-110,1.59695168,-110,-105,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,57,59,1000,5000,1782399441831379757,1782399446831379757,19.659508,431.439003,145.5,10,-0.29678006,-1.48390032,-0.53351736,sell,-70,6.34546243,70,75,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,58,59,1000,4500,1782399442331379757,1782399446831379757,17.696755,931.439003,145.5,10,-0.29678006,-1.48390032,-0.90762668,sell,-70,6.34546243,70,75,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,59,61,1000,6000,1782399446831379757,1782399452831379757,23.251281,13.153813,150.5,10,0.97231242,4.86156211,1.5333292,buy,-220,-9.84654224,-220,-215,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,60,61,1000,5500,1782399447331379757,1782399452831379757,21.735669,513.153813,159.5,10,0.97231242,4.86156211,-0.85091376,sell,-220,-9.84654224,220,225,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,61,63,1000,5000,1782399452831379757,1782399457831379757,23.637123,495.335809,-174.5,10,-0.99699603,-4.98498013,-0.74708088,sell,-210,6.76621662,210,215,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,62,63,1000,4500,1782399453331379757,1782399457831379757,23.798864,995.335809,-211.5,10,-0.99699603,-4.98498013,0.05586583,buy,-210,6.76621662,-210,-205,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,63,65,1000,5500,1782399457831379757,1782399463331379757,21.604929,199.943655,92.5,10,0.3562473,1.78123649,-0.88142186,sell,70,3.21846507,-70,-65,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,64,65,1000,5000,1782399458331379757,1782399463331379757,15.50123,699.943655,51.5,10,0.3562473,1.78123649,0.42256897,buy,70,3.21846507,70,75,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,65,67,1000,5500,1782399463331379757,1782399468831379757,9.4584,231.022371,290.5,10,0.99994031,4.99970156,0.31023888,buy,140,-0.00031848,140,145,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,66,67,1000,5000,1782399463831379757,1782399468831379757,3.815084,731.022371,290.5,10,0.99994031,4.99970156,-0.57456251,sell,140,-0.00031848,-140,-135,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,67,69,1000,5500,1782399468831379757,1782399474331379757,1.838021,277.546003,141.5,10,0.99987662,4.99938308,-0.93091116,sell,-150,-9.99808961,150,155,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,68,69,1000,5000,1782399469331379757,1782399474331379757,25.961825,777.546003,141.5,10,0.99987662,4.99938308,-0.18799147,sell,-150,-9.99808961,150,155,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,69,71,1000,5000,1782399474331379757,1782399479331379757,17.461281,212.372220,-554.5,10,-0.99974131,-4.99870653,-0.19323053,sell,-530,1.18930983,530,535,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,70,71,1000,4500,1782399474831379757,1782399479331379757,21.347583,712.372220,-694.5,10,-0.99974131,-4.99870653,0.13294086,buy,-530,1.18930983,-530,-525,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,71,73,1000,5500,1782399479331379757,1782399484831379757,5.8696,220.437707,122.5,10,-0.76187934,-3.8093967,-0.38690376,sell,150,-0.87465562,-150,-145,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,72,73,1000,5000,1782399479831379757,1782399484831379757,3.794489,720.437707,122.5,10,-0.76187934,-3.8093967,-0.4164752,sell,150,-0.87465562,-150,-145,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,73,75,1000,5500,1782399484831379757,1782399490331379757,21.905093,298.394677,74.5,10,-0.93681046,-4.68405232,-0.35291045,sell,-130,2.57582405,130,135,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,74,75,1000,5000,1782399485331379757,1782399490331379757,13.838265,798.394677,74.5,10,-0.93681046,-4.68405232,0.43218519,buy,-130,2.57582405,-130,-125,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,75,77,1000,5500,1782399490331379757,1782399495831379757,17.840788,388.103082,102.5,10,-0.42164565,-2.10822827,0.08973092,buy,260,4.11523139,260,265,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,76,77,1000,5000,1782399490831379757,1782399495831379757,19.714888,888.103082,102.5,10,-0.42164565,-2.10822827,-0.35843776,sell,260,4.11523139,-260,-255,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,77,79,1000,5000,1782399495831379757,1782399500831379757,19.678853,470.116709,114.5,10,0.40140062,2.00700312,-0.51529047,sell,20,-4.40225716,-20,-15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,78,79,1000,4500,1782399496331379757,1782399500831379757,13.939329,970.116709,162.5,10,0.40140062,2.00700312,0.18071258,buy,20,-4.40225716,20,25,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,79,81,1000,5500,1782399500831379757,1782399506331379757,11.884398,62.110443,147.5,10,-0.47905081,-2.39525404,0.5086107,buy,300,-0.37680601,300,305,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,80,81,1000,5000,1782399501331379757,1782399506331379757,7.623387,562.110443,262.5,10,-0.47905081,-2.39525404,0.47998712,buy,300,-0.37680601,300,305,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,81,83,1000,5500,1782399506331379757,1782399511831379757,7.750291,394.667653,143.5,10,-0.55441201,-2.77206005,0.10800702,buy,-60,2.49509696,-60,-55,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,82,83,1000,5000,1782399506831379757,1782399511831379757,5.810774,894.667653,143.5,10,-0.55441201,-2.77206005,0.08644064,buy,-60,2.49509696,-60,-55,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,83,85,1000,5500,1782399511831379757,1782399517331379757,9.580056,235.791172,151.5,10,-0.05539262,-0.27696309,-0.36978774,sell,100,1.6163272,-100,-95,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,84,85,1000,5000,1782399512331379757,1782399517331379757,9.807623,735.791172,244.5,10,-0.05539262,-0.27696309,0.27205689,buy,100,1.6163272,100,105,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,85,87,1000,5500,1782399517331379757,1782399522831379757,7.488189,488.024977,178.5,10,0.26787282,1.33936411,0.43300053,buy,25,-8.98227031,25,30,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,86,87,1000,5000,1782399517831379757,1782399522831379757,21.54163,988.024977,178.5,10,0.26787282,1.33936411,-0.63002403,sell,25,-8.98227031,-25,-20,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,87,89,1000,5000,1782399522831379757,1782399527831379757,23.676721,488.572325,306.5,20,-0.76429062,-7.6429062,0.20792652,buy,115,3.96762119,115,125,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,88,89,1000,4500,1782399523331379757,1782399527831379757,17.779576,988.572325,306.5,20,-0.76429062,-7.6429062,0.52098108,buy,115,3.96762119,115,125,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,89,91,1000,5500,1782399527831379757,1782399533331379757,16.144935,7.651002,-221.5,10,-0.735057,-3.67528501,-0.93860924,sell,-425,34.96970753,425,430,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,90,91,1000,5000,1782399528331379757,1782399533331379757,23.765476,507.651002,-354.5,10,-0.735057,-3.67528501,0.01995254,buy,-425,34.96970753,-425,-420,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,91,93,1000,5500,1782399533331379757,1782399538831379757,21.355391,381.564038,231.5,80,0.78236056,31.29442252,0.63763393,buy,95,-26.42419897,95,135,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,92,93,1000,5000,1782399533831379757,1782399538831379757,16.178686,881.564038,168.5,80,0.78236056,31.29442252,-0.93319916,sell,95,-26.42419897,-95,-55,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,93,95,1000,5000,1782399538831379757,1782399543831379757,23.715513,375.512945,145.5,10,0.97404471,4.87022355,-0.77614563,sell,-150,-9.8687741,150,155,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,94,95,1000,4500,1782399539331379757,1782399543831379757,11.897988,875.512945,139.5,10,0.97404471,4.87022355,-0.38921366,sell,-150,-9.8687741,150,155,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,95,97,1000,5500,1782399543831379757,1782399549331379757,13.706831,140.493602,31.5,10,-0.99971011,-4.99855055,-0.61981557,sell,40,9.99714348,-40,-35,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,96,97,1000,5000,1782399544331379757,1782399549331379757,9.673524,640.493602,77.5,10,-0.99971011,-4.99855055,0.42494723,buy,40,9.99714348,40,45,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,97,99,1000,5500,1782399549331379757,1782399554831379757,13.643919,220.684251,216.5,10,0.99971859,4.99859293,-0.39320265,sell,-60,-9.44770907,60,65,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,98,99,1000,5000,1782399549831379757,1782399554831379757,3.828487,720.684251,150.5,10,0.99971859,4.99859293,0.05225472,buy,-60,-9.44770907,-60,-55,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,99,101,1000,5500,1782399554831379757,1782399560331379757,11.916526,339.538580,201.5,10,-0.88982323,-4.44911614,1.26068048,buy,160,2.4814408,160,165,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,100,101,1000,5000,1782399555331379757,1782399560331379757,25.871148,839.538580,201.5,10,-0.88982323,-4.44911614,1.12902162,buy,160,2.4814408,160,165,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,101,103,1000,5000,1782399560331379757,1782399565331379757,9.948662,420.606534,136.5,10,-0.39353507,-1.96767534,-0.3939438,sell,200,-0.1370602,-200,-195,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,102,103,1000,4500,1782399560831379757,1782399565331379757,21.043666,920.606534,229.5,10,-0.39353507,-1.96767534,0.33367035,buy,200,-0.1370602,200,205,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,103,105,1000,5500,1782399565331379757,1782399570831379757,19.588734,84.867875,122.5,10,-0.42094711,-2.10473554,0.32578195,buy,250,-0.34932195,250,255,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,104,105,1000,5000,1782399565831379757,1782399570831379757,7.895084,584.867875,122.5,10,-0.42094711,-2.10473554,0.14176532,buy,250,-0.34932195,250,255,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,105,107,1000,5500,1782399570831379757,1782399576331379757,15.861929,108.601558,104.5,10,-0.4908115,-2.45405749,-0.20583247,sell,110,-1.87241495,-110,-105,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,106,107,1000,5000,1782399571331379757,1782399576331379757,15.196699,608.601558,172.5,10,-0.4908115,-2.45405749,1.02934664,buy,110,-1.87241495,110,115,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,107,109,1000,5500,1782399576331379757,1782399581831379757,5.775297,290.493442,170.5,10,-0.86529449,-4.32647244,0.73987186,buy,-80,0.51440718,-80,-75,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,108,109,1000,5000,1782399576831379757,1782399581831379757,25.500783,790.493442,170.5,10,-0.86529449,-4.32647244,0.26100529,buy,-80,0.51440718,-80,-75,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,109,111,1000,6000,1782399581831379757,1782399587831379757,15.692252,299.662234,136.5,10,-0.76241305,-3.81206526,-0.75604231,sell,-505,-26.19322244,505,510,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,110,111,1000,5500,1782399582331379757,1782399587831379757,0.685587,799.662234,-151.5,10,-0.76241305,-3.81206526,-6.02825411,sell,-505,-26.19322244,505,510,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,111,113,1000,5000,1782399587831379757,1782399592831379757,21.788621,451.943693,101.5,80,-0.75013219,-30.0052877,-0.68171719,sell,-195,25.0237922,195,235,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,112,113,1000,4500,1782399588331379757,1782399592831379757,13.576488,951.943693,82.5,80,-0.75013219,-30.0052877,-0.80790217,sell,-195,25.0237922,195,235,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,113,115,1000,5500,1782399592831379757,1782399598331379757,5.71784,482.603650,30.5,10,-0.9962991,-4.9814955,0.57348123,buy,-45,-14.99009152,-45,-40,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,114,115,1000,5000,1782399593331379757,1782399598331379757,9.797721,982.603650,190.5,10,-0.9962991,-4.9814955,0.9821866,buy,-45,-14.99009152,-45,-40,label_only_not_decision_input
