sample_set_id,sample_id,source_row_index,hyperliquid_decision_ts,threshold_ticks,persistence_count,quote_side,horizon_ms,basis_mid_ticks,quote_price,quote_distance_ticks,future_mid_move_ticks,optimistic_mid_pnl_ticks,optimistic_mid_pnl_usdc,basis_future_mid_response_ticks,assumption_set,proof_boundary
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,56,1780475413530964480,75,2,sell,100,-76.5,67017,5,0,5,0.005,4,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,56,1780475413530964480,75,2,sell,250,-76.5,67017,5,0,5,0.005,4,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,56,1780475413530964480,75,2,sell,500,-76.5,67017,5,0,5,0.005,4,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,56,1780475413530964480,75,2,sell,1000,-76.5,67017,5,0,5,0.005,4,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,56,1780475413530964480,75,2,sell,5000,-76.5,67017,5,0,5,0.005,5,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,56,1780475413530964480,75,2,sell,10000,-76.5,67017,5,-40,45,0.045,51,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,180,1780475480648972288,75,2,sell,100,-88.5,67045,5,0,5,0.005,24,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,180,1780475480648972288,75,2,sell,250,-88.5,67045,5,0,5,0.005,24,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,180,1780475480648972288,75,2,sell,500,-88.5,67045,5,0,5,0.005,24,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,180,1780475480648972288,75,2,sell,1000,-88.5,67045,5,0,5,0.005,24,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,180,1780475480648972288,75,2,sell,5000,-88.5,67045,5,0,5,0.005,24,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,180,1780475480648972288,75,2,sell,10000,-88.5,67045,5,0,5,0.005,-33,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,200,1780475491433251328,75,2,sell,100,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,200,1780475491433251328,75,2,sell,250,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,200,1780475491433251328,75,2,sell,500,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,200,1780475491433251328,75,2,sell,1000,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,200,1780475491433251328,75,2,sell,5000,-121.5,67045,5,-110,115,0.115,-10,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,200,1780475491433251328,75,2,sell,10000,-121.5,67045,5,-240,245,0.245,62,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,201,1780475491962381568,75,2,sell,100,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,201,1780475491962381568,75,2,sell,250,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,201,1780475491962381568,75,2,sell,500,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,201,1780475491962381568,75,2,sell,1000,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,201,1780475491962381568,75,2,sell,5000,-121.5,67045,5,-120,125,0.125,-58,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,201,1780475491962381568,75,2,sell,10000,-121.5,67045,5,-240,245,0.245,62,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,202,1780475492819591168,75,2,sell,100,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,202,1780475492819591168,75,2,sell,250,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,202,1780475492819591168,75,2,sell,500,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,202,1780475492819591168,75,2,sell,1000,-121.5,67045,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,202,1780475492819591168,75,2,sell,5000,-121.5,67045,5,-140,145,0.145,-38,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,202,1780475492819591168,75,2,sell,10000,-121.5,67045,5,-240,245,0.245,62,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,203,1780475493137582848,75,2,sell,100,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,203,1780475493137582848,75,2,sell,250,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,203,1780475493137582848,75,2,sell,500,-121.5,67045,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,203,1780475493137582848,75,2,sell,1000,-121.5,67045,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,203,1780475493137582848,75,2,sell,5000,-121.5,67045,5,-170,175,0.175,-8,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,203,1780475493137582848,75,2,sell,10000,-121.5,67045,5,-240,245,0.245,62,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,204,1780475493642543104,75,2,sell,100,-121.5,67045,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,204,1780475493642543104,75,2,sell,250,-121.5,67045,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,204,1780475493642543104,75,2,sell,500,-121.5,67045,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,204,1780475493642543104,75,2,sell,1000,-121.5,67045,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,204,1780475493642543104,75,2,sell,5000,-121.5,67045,5,-170,175,0.175,-8,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,204,1780475493642543104,75,2,sell,10000,-121.5,67045,5,-240,245,0.245,62,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,205,1780475494141295104,75,2,sell,100,-101.5,67043,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,205,1780475494141295104,75,2,sell,250,-101.5,67043,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,205,1780475494141295104,75,2,sell,500,-101.5,67043,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,205,1780475494141295104,75,2,sell,1000,-101.5,67043,5,-30,35,0.035,6,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,205,1780475494141295104,75,2,sell,5000,-101.5,67043,5,-190,195,0.195,12,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,205,1780475494141295104,75,2,sell,10000,-101.5,67043,5,-220,225,0.225,42,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,206,1780475494707861760,75,2,sell,100,-101.5,67043,5,-30,35,0.035,6,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,206,1780475494707861760,75,2,sell,250,-101.5,67043,5,-30,35,0.035,6,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,206,1780475494707861760,75,2,sell,500,-101.5,67043,5,-30,35,0.035,-90,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,206,1780475494707861760,75,2,sell,1000,-101.5,67043,5,-90,95,0.095,-30,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,206,1780475494707861760,75,2,sell,5000,-101.5,67043,5,-190,195,0.195,12,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,206,1780475494707861760,75,2,sell,10000,-101.5,67043,5,-220,225,0.225,42,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,207,1780475495184938496,75,2,sell,100,-95.5,67040,5,0,5,0.005,-96,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,207,1780475495184938496,75,2,sell,250,-95.5,67040,5,0,5,0.005,-96,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,207,1780475495184938496,75,2,sell,500,-95.5,67040,5,0,5,0.005,-96,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,207,1780475495184938496,75,2,sell,1000,-95.5,67040,5,-60,65,0.065,-36,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,207,1780475495184938496,75,2,sell,5000,-95.5,67040,5,-190,195,0.195,36,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,207,1780475495184938496,75,2,sell,10000,-95.5,67040,5,-190,195,0.195,36,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,208,1780475495688803840,75,2,sell,100,-191.5,67040,5,-60,65,0.065,60,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,208,1780475495688803840,75,2,sell,250,-191.5,67040,5,-60,65,0.065,60,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,208,1780475495688803840,75,2,sell,500,-191.5,67040,5,-60,65,0.065,60,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,208,1780475495688803840,75,2,sell,1000,-191.5,67040,5,-60,65,0.065,60,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,208,1780475495688803840,75,2,sell,5000,-191.5,67040,5,-190,195,0.195,132,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,208,1780475495688803840,75,2,sell,10000,-191.5,67040,5,-190,195,0.195,132,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,209,1780475496257283840,75,2,sell,100,-131.5,67034,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,209,1780475496257283840,75,2,sell,250,-131.5,67034,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,209,1780475496257283840,75,2,sell,500,-131.5,67034,5,0,5,0.005,0,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,209,1780475496257283840,75,2,sell,1000,-131.5,67034,5,-10,15,0.015,-48,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,209,1780475496257283840,75,2,sell,5000,-131.5,67034,5,-130,135,0.135,72,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,209,1780475496257283840,75,2,sell,10000,-131.5,67034,5,-130,135,0.135,72,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,210,1780475496822246912,75,2,sell,100,-131.5,67034,5,-10,15,0.015,-48,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,210,1780475496822246912,75,2,sell,250,-131.5,67034,5,-10,15,0.015,-48,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,210,1780475496822246912,75,2,sell,500,-131.5,67034,5,-10,15,0.015,-48,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,210,1780475496822246912,75,2,sell,1000,-131.5,67034,5,-30,35,0.035,-28,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,210,1780475496822246912,75,2,sell,5000,-131.5,67034,5,-130,135,0.135,72,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,210,1780475496822246912,75,2,sell,10000,-131.5,67034,5,-130,135,0.135,72,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,211,1780475497449044736,75,2,sell,100,-179.5,67033,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,211,1780475497449044736,75,2,sell,250,-179.5,67033,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,211,1780475497449044736,75,2,sell,500,-179.5,67033,5,-20,25,0.025,20,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,211,1780475497449044736,75,2,sell,1000,-179.5,67033,5,-50,55,0.055,50,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,211,1780475497449044736,75,2,sell,5000,-179.5,67033,5,-120,125,0.125,120,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
canonical_7,cross_exchange_public_sample_xemm_0603_quiet_a_event,211,1780475497449044736,75,2,sell,10000,-179.5,67033,5,-120,125,0.125,120,unconstrained_all_intents,optimistic_proxy_not_real_pnl_not_real_fill
