candidate_id,family,strategy_seq,ts_local,action,planned_action,reject_reason,throttle_reason,position,inventory_score,latency_signal_ms,book_view_stale_ms,stage5c_anchor_source,stage5c_suppress_buy,stage5c_suppress_sell,diagnostic_note
baseline_control,baseline_control,21,1778661018246487046,keep,keep,,,-0.002,0.33333333333333337,3.141105,3.141105,depth_guarded_fallback,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,22,1778661018264523147,keep,keep,,,-0.002,0.33333333333333337,3.579279,3.579279,depth_guarded_fallback,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,23,1778661018272604598,submit_buy,submit_buy,,,-0.002,0.33333333333333337,3.564941,3.564941,depth_guarded_fallback,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,24,1778661018273214929,keep,keep,,,-0.002,0.33333333333333337,3.564941,3.564941,depth_guarded_fallback,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,25,1778661018274648666,keep,keep,,,-0.002,0.33333333333333337,4.451685,4.451685,depth_guarded_fallback,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,26,1778661018274985322,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,4.451685,4.451685,depth_guarded_fallback,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,27,1778661018277777843,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.298377,3.298377,depth_guarded_fallback,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,28,1778661018278238748,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.298377,3.298377,depth_guarded_fallback,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,29,1778661018430521661,submit_sell,submit_sell,,,-0.002,0.33333333333333337,3.492225,3.492225,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,30,1778661018435631519,keep,keep,,,-0.002,0.33333333333333337,3.492225,3.492225,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,31,1778661018436252102,keep,keep,,,-0.002,0.33333333333333337,3.492225,3.492225,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,32,1778661018447647785,keep,keep,,,-0.002,0.33333333333333337,2.584158,2.584158,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,33,1778661018498498101,keep,keep,,,-0.002,0.33333333333333337,3.470502,3.470502,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,34,1778661018622976866,cancel_sell,cancel_sell,,,-0.002,0.33333333333333337,3.932401,3.932401,depth_guarded_fallback,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,35,1778661018660281236,keep,keep,,,-0.002,0.33333333333333337,3.485223,3.485223,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,36,1778661018660834507,submit_sell,submit_sell,,,-0.002,0.33333333333333337,3.485223,3.485223,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,37,1778661018664459723,keep,keep,,,-0.002,0.33333333333333337,3.43557,3.43557,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,38,1778661018666046624,keep,keep,,,-0.002,0.33333333333333337,3.43557,3.43557,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,39,1778661018666595590,keep,keep,,,-0.002,0.33333333333333337,3.43557,3.43557,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,40,1778661018690345694,keep,keep,,,-0.002,0.33333333333333337,3.308018,3.308018,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,41,1778661018690847830,keep,keep,,,-0.002,0.33333333333333337,3.313787,3.313787,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,42,1778661018691243875,keep,keep,,,-0.002,0.33333333333333337,3.324724,3.324724,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,43,1778661018691551544,keep,keep,,,-0.002,0.33333333333333337,3.329629,3.329629,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,44,1778661018691933530,keep,keep,,,-0.002,0.33333333333333337,3.332257,3.332257,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,45,1778661018692232182,keep,keep,,,-0.002,0.33333333333333337,3.8294,3.8294,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,46,1778661018778393571,cancel_sell,cancel_sell,,,-0.002,0.33333333333333337,3.371223,3.371223,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,47,1778661018783545953,keep,keep,,,-0.002,0.33333333333333337,3.371223,3.371223,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,48,1778661018847816052,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,2.774649,2.774649,bookticker,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,49,1778661018937756830,submit_sell,submit_sell,,,-0.002,0.33333333333333337,2.729148,2.729148,depth_guarded_fallback,0,0,candidate_trigger_sample_only
baseline_control,baseline_control,50,1778661018942605257,keep,keep,,,-0.002,0.33333333333333337,2.729148,2.729148,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,46,1778661018778393571,cancel_sell,cancel_sell,,,-0.002,0.33333333333333337,3.371223,3.371223,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,47,1778661018783545953,keep,keep,,,-0.002,0.33333333333333337,3.371223,3.371223,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,48,1778661018847816052,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,2.774649,2.774649,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,49,1778661018937756830,submit_sell,submit_sell,,,-0.002,0.33333333333333337,2.729148,2.729148,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,50,1778661018942605257,keep,keep,,,-0.002,0.33333333333333337,2.729148,2.729148,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,51,1778661018943142627,keep,keep,,,-0.002,0.33333333333333337,2.729148,2.729148,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,52,1778661019006001642,cancel_sell,cancel_sell,,,-0.002,0.33333333333333337,2.967212,2.967212,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,53,1778661019010584018,keep,keep,,,-0.002,0.33333333333333337,2.967212,2.967212,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,54,1778661019011420586,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,2.967212,2.967212,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,55,1778661019127607660,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.583903,3.583903,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,56,1778661019128177372,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.598809,3.598809,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,57,1778661019128518992,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.603245,3.603245,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,58,1778661019128825317,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.605359,3.605359,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,59,1778661019129123162,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.60761,3.60761,depth_guarded_fallback,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,88,1778661021835118732,submit_buy|submit_sell,submit_buy|submit_sell,,,-0.002,0.33333333333333337,3.084843,3.084843,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,89,1778661021840098873,keep,keep,,,-0.002,0.33333333333333337,3.084843,3.084843,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,90,1778661021840608127,keep,keep,,,-0.002,0.33333333333333337,3.084843,3.084843,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,91,1778661021841059645,keep,keep,,,-0.002,0.33333333333333337,3.084843,3.084843,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,92,1778661021841474031,keep,keep,,,-0.002,0.33333333333333337,3.084843,3.084843,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,93,1778661021857365574,cancel_buy,cancel_buy,,,-0.002,0.33333333333333337,2.81301,2.81301,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,94,1778661021858149744,keep,keep,,,-0.002,0.33333333333333337,2.985355,2.985355,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,95,1778661021858778968,keep,keep,,,-0.002,0.33333333333333337,2.991396,2.991396,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,96,1778661021859134920,keep,keep,,,-0.002,0.33333333333333337,2.993478,2.993478,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,97,1778661021859479198,keep,keep,,,-0.002,0.33333333333333337,2.995558,2.995558,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,98,1778661021859887724,keep,keep,,,-0.002,0.33333333333333337,2.998161,2.998161,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,99,1778661021860239707,keep,keep,,,-0.002,0.33333333333333337,3.000691,3.000691,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,100,1778661021860560430,keep,keep,,,-0.002,0.33333333333333337,3.002932,3.002932,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,101,1778661021860959505,keep,keep,,,-0.002,0.33333333333333337,3.004981,3.004981,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,102,1778661021861302251,keep,keep,,,-0.002,0.33333333333333337,3.006899,3.006899,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,103,1778661021861643178,keep,keep,,,-0.002,0.33333333333333337,3.009448,3.009448,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,104,1778661021862023938,keep,keep,,,-0.002,0.33333333333333337,3.011841,3.011841,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,105,1778661021862387457,keep,keep,,,-0.002,0.33333333333333337,3.014211,3.014211,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,106,1778661021862828660,keep,keep,,,-0.002,0.33333333333333337,3.438331,3.438331,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,107,1778661021863175345,keep,keep,,,-0.002,0.33333333333333337,3.444874,3.444874,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,108,1778661021863529206,keep,keep,,,-0.002,0.33333333333333337,3.447461,3.447461,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,109,1778661021863839343,keep,keep,,,-0.002,0.33333333333333337,3.449755,3.449755,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,110,1778661021864155518,keep,keep,,,-0.002,0.33333333333333337,3.452084,3.452084,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,111,1778661021864480303,keep,keep,,,-0.002,0.33333333333333337,3.454236,3.454236,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,112,1778661021864814067,keep,keep,,,-0.002,0.33333333333333337,3.456835,3.456835,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,113,1778661021865100070,keep,keep,,,-0.002,0.33333333333333337,3.459538,3.459538,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,114,1778661021865390696,keep,keep,,,-0.002,0.33333333333333337,3.462258,3.462258,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,115,1778661021865676802,keep,keep,,,-0.002,0.33333333333333337,3.465554,3.465554,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,116,1778661021865989555,keep,keep,,,-0.002,0.33333333333333337,3.468421,3.468421,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,117,1778661021866269389,keep,keep,,,-0.002,0.33333333333333337,3.471134,3.471134,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,118,1778661021866544908,keep,keep,,,-0.002,0.33333333333333337,3.473954,3.473954,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,119,1778661021866843509,keep,keep,,,-0.002,0.33333333333333337,3.476524,3.476524,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,120,1778661021867133182,keep,submit_buy,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.476524,3.476524,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,121,1778661021867506444,keep,submit_buy,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.476524,3.476524,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,122,1778661021902863400,cancel_sell|submit_buy,cancel_sell|submit_buy,,,-0.002,0.33333333333333337,2.979361,2.979361,bookticker,0,0,candidate_trigger_sample_only
fair_reservation_shift_edge_25,fair_reservation_shift,123,1778661021903880806,keep,keep,,,-0.002,0.33333333333333337,2.984042,2.984042,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,1,1778661013548339763,submit_buy|submit_sell,submit_buy|submit_sell,,,-0.002,0.33333333333333337,3.212835,3.212835,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,2,1778661017884280634,keep,keep,,,-0.002,0.33333333333333337,3.139484,3.139484,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,3,1778661017934023937,keep,keep,,,-0.002,0.33333333333333337,2.895134,2.895134,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,4,1778661017948662347,keep,keep,,,-0.002,0.33333333333333337,3.526208,3.526208,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,5,1778661017973449495,keep,keep,,,-0.002,0.33333333333333337,2.960875,2.960875,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,6,1778661017975699962,keep,keep,,,-0.002,0.33333333333333337,2.988466,2.988466,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,7,1778661017977873129,keep,keep,,,-0.002,0.33333333333333337,3.540416,3.540416,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,8,1778661017988661450,keep,keep,,,-0.002,0.33333333333333337,3.554948,3.554948,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,9,1778661018048605722,keep,keep,,,-0.002,0.33333333333333337,3.25099,3.25099,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,10,1778661018072221852,keep,keep,,,-0.002,0.33333333333333337,4.599339,4.599339,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,11,1778661018072601706,cancel_buy,cancel_buy,,,-0.002,0.33333333333333337,4.599339,4.599339,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,12,1778661018160674015,keep,cancel_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,4.65619,4.65619,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,13,1778661018161187389,keep,cancel_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,4.65619,4.65619,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,14,1778661018165300601,keep,cancel_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.64259,3.64259,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,15,1778661018165728729,keep,cancel_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.893133,3.893133,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,16,1778661018187796479,cancel_sell,cancel_sell,,,-0.002,0.33333333333333337,3.685607,3.685607,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,17,1778661018193947183,keep,keep,,,-0.002,0.33333333333333337,2.953682,2.953682,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,18,1778661018197465404,keep,keep,,,-0.002,0.33333333333333337,3.034602,3.034602,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,19,1778661018205051458,keep,keep,,,-0.002,0.33333333333333337,3.569031,3.569031,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,20,1778661018217171158,keep,keep,,,-0.002,0.33333333333333337,2.892201,2.892201,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,21,1778661018246487046,keep,keep,,,-0.002,0.33333333333333337,3.141105,3.141105,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,22,1778661018264523147,keep,keep,,,-0.002,0.33333333333333337,3.579279,3.579279,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,23,1778661018272604598,submit_buy,submit_buy,,,-0.002,0.33333333333333337,3.564941,3.564941,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,24,1778661018273214929,keep,keep,,,-0.002,0.33333333333333337,3.564941,3.564941,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,25,1778661018274648666,keep,keep,,,-0.002,0.33333333333333337,4.451685,4.451685,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,26,1778661018274985322,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,4.451685,4.451685,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,27,1778661018277777843,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.298377,3.298377,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,28,1778661018278238748,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,3.298377,3.298377,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,29,1778661018430521661,submit_sell,submit_sell,,,-0.002,0.33333333333333337,3.492225,3.492225,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,30,1778661018435631519,keep,keep,,,-0.002,0.33333333333333337,3.492225,3.492225,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,31,1778661018436252102,keep,keep,,,-0.002,0.33333333333333337,3.492225,3.492225,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,32,1778661018447647785,keep,keep,,,-0.002,0.33333333333333337,2.584158,2.584158,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,33,1778661018498498101,keep,keep,,,-0.002,0.33333333333333337,3.470502,3.470502,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,34,1778661018622976866,cancel_sell,cancel_sell,,,-0.002,0.33333333333333337,3.932401,3.932401,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,35,1778661018660281236,keep,keep,,,-0.002,0.33333333333333337,3.485223,3.485223,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,36,1778661018660834507,submit_sell,submit_sell,,,-0.002,0.33333333333333337,3.485223,3.485223,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,37,1778661018664459723,keep,keep,,,-0.002,0.33333333333333337,3.43557,3.43557,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,38,1778661018666046624,keep,keep,,,-0.002,0.33333333333333337,3.43557,3.43557,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,39,1778661018666595590,keep,keep,,,-0.002,0.33333333333333337,3.43557,3.43557,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,40,1778661018690345694,keep,keep,,,-0.002,0.33333333333333337,3.308018,3.308018,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,41,1778661018690847830,keep,keep,,,-0.002,0.33333333333333337,3.313787,3.313787,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,42,1778661018691243875,keep,keep,,,-0.002,0.33333333333333337,3.324724,3.324724,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,43,1778661018691551544,keep,keep,,,-0.002,0.33333333333333337,3.329629,3.329629,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,44,1778661018691933530,keep,keep,,,-0.002,0.33333333333333337,3.332257,3.332257,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,45,1778661018692232182,keep,keep,,,-0.002,0.33333333333333337,3.8294,3.8294,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,46,1778661018778393571,cancel_sell,cancel_sell,,,-0.002,0.33333333333333337,3.371223,3.371223,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,47,1778661018783545953,keep,keep,,,-0.002,0.33333333333333337,3.371223,3.371223,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,48,1778661018847816052,keep,submit_sell,quote_throttle,min_quote_update_interval,-0.002,0.33333333333333337,2.774649,2.774649,bookticker,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,49,1778661018937756830,submit_sell,submit_sell,,,-0.002,0.33333333333333337,2.729148,2.729148,depth_guarded_fallback,0,0,candidate_trigger_sample_only
inventory_reservation_shift_band,inventory_reservation_shift,50,1778661018942605257,keep,keep,,,-0.002,0.33333333333333337,2.729148,2.729148,depth_guarded_fallback,0,0,candidate_trigger_sample_only
spread_widening_stale_latency,spread_widening,229,1778661031281214808,keep,keep,latency_guard,,-0.002,0.33333333333333337,5.61362,5.61362,bookticker,0,0,candidate_trigger_sample_only
