artifact_schema_version,artifact_generation_task_id,source_task_id,source_artifact_path,source_sample_id,source_row_reference,source_observation_ts,context_basis_mid_ticks,basis_magnitude_bucket,hl_top5_imbalance_bucket,hl_microprice_minus_mid_bucket,input_binance_mid_move_ticks_from_prev,spread_bucket,join_age_bucket,visible_movement_bucket,case_label,horizon_ms,effective_future_row_delta_count,hyperliquid_future_mid_move_ticks,fill_probability_unproven,queue_position_unproven,post_only_reject_unproven,cancel_fill_race_unproven,fees_rebates_spread_capture_unproven,inventory_lifecycle_unproven,real_order_lifecycle_unproven,validator_schema_pass,validator_no_action_fields_pass,validator_future_label_output_only_pass
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=31:future_row_index=33:horizon_ms=1000,1780475400014549634,47.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,20,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=32:future_row_index=34:horizon_ms=1000,1780475400589067607,27.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,0,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=33:future_row_index=35:horizon_ms=1000,1780475401081846840,27.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,50,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=34:future_row_index=36:horizon_ms=1000,1780475401683426745,83.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,60,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=35:future_row_index=38:horizon_ms=1000,1780475402401671980,73.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_medium,0,spread_gt_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,3,25,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=36:future_row_index=38:horizon_ms=1000,1780475402762279513,63.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,15,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=37:future_row_index=39:horizon_ms=1000,1780475403399300956,63.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,50,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=38:future_row_index=40:horizon_ms=1000,1780475403789125864,48.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,35,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=100:future_row_index=102:horizon_ms=1000,1780475437453282839,74.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,45,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=101:future_row_index=104:horizon_ms=1000,1780475438060442627,59.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_medium,0,spread_gt_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,3,55,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=102:future_row_index=105:horizon_ms=1000,1780475438578833044,29.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,3,45,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=103:future_row_index=105:horizon_ms=1000,1780475439026309851,24.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,40,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=105:future_row_index=107:horizon_ms=1000,1780475440060401493,34.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,30,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=106:future_row_index=108:horizon_ms=1000,1780475440626888254,34.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,90,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=127:future_row_index=130:horizon_ms=1000,1780475451897654979,64.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,19.5,spread_10_20_ticks,join_age_0_50ms,visible_movement_nonzero,basis_positive_clean_context,1000,3,60,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=128:future_row_index=130:horizon_ms=1000,1780475452569620448,84.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,60,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=129:future_row_index=131:horizon_ms=1000,1780475452859468130,74.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,80,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=130:future_row_index=133:horizon_ms=1000,1780475453596426280,24.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,3,50,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=272:future_row_index=274:horizon_ms=1000,1780475530226387093,24.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,0,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=273:future_row_index=275:horizon_ms=1000,1780475530774878129,24.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,0,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=274:future_row_index=276:horizon_ms=1000,1780475531259498022,24.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,0,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=275:future_row_index=277:horizon_ms=1000,1780475531779197886,24.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,0,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=276:future_row_index=278:horizon_ms=1000,1780475532386021994,24.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,0,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=286:future_row_index=288:horizon_ms=1000,1780475537712184551,24.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,0,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=287:future_row_index=289:horizon_ms=1000,1780475538368496666,62.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,0,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=288:future_row_index=291:horizon_ms=1000,1780475539193882507,74.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,3,80,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=289:future_row_index=291:horizon_ms=1000,1780475539528352327,74.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,2,80,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=290:future_row_index=293:horizon_ms=1000,1780475539983185210,24.5,basis_positive_medium,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_medium,0,spread_gt_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,3,30,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=310:future_row_index=312:horizon_ms=1000,1780475550639716596,123.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,35,spread_10_20_ticks,join_age_0_50ms,visible_movement_nonzero,basis_positive_clean_context,1000,2,100,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=311:future_row_index=314:horizon_ms=1000,1780475551316000355,124.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,3,70,True,True,True,True,True,True,True,True,True,True
basis_positive_row_level_read_only_artifact_v1,0609T008,0609T003,/home/molly/project/hftbacktest/local_live_analysis/event_horizon_comparison_0604T002/binance_led_hyperliquid_pricing_signal_xemm_0603_quiet_a_event/pricing_signal_rows.csv,cross_exchange_public_sample_xemm_0603_quiet_a_event,cross_exchange_public_sample_xemm_0603_quiet_a_event:source_row_index=312:future_row_index=315:horizon_ms=1000,1780475551792434692,64.5,basis_positive_large,hl_top5_imbalance_positive_small,hl_microprice_minus_mid_positive_small,0,spread_10_20_ticks,join_age_0_50ms,visible_movement_zero,basis_positive_clean_context,1000,3,70,True,True,True,True,True,True,True,True,True,True
