time,coin,dir,px,sz,ntl,fee,closedPnl
2026/4/14 08:00:59,WTIOIL (xyz),Open Long,92.05,0.97,89.2885,0.008035,-0.008035
2026/4/14 08:02:31,WTIOIL (xyz),Open Long,92.063,0.97,89.30111,0.008037,-0.008037
2026/4/14 08:07:30,WTIOIL (xyz),Open Long,91.992,0.97,89.23224,0.00803,-0.00803
2026/4/14 08:10:37,WTIOIL (xyz),Open Long,91.985,0.97,89.22545,0.00803,-0.00803
2026/4/14 08:33:52,WTIOIL (xyz),Open Long,91.375,0.98,89.5475,0.008059,-0.008059
2026/4/14 08:35:11,WTIOIL (xyz),Open Long,91.505,0.98,89.6749,0.00807,-0.00807
2026/4/14 08:36:51,WTIOIL (xyz),Open Long,91.48,0.98,89.6504,0.008068,-0.008068
2026/4/14 08:42:22,WTIOIL (xyz),Open Long,91.449,0.98,89.62002,0.008065,-0.008065
2026/4/14 08:43:57,WTIOIL (xyz),Close Long,91.4403666667,15.6,1426.46972000052,0.128381,-3.710661
2026/4/14 09:33:31,WTIOIL (xyz),Open Long,92.032,0.97,89.27104,0.008034,-0.008034
2026/4/14 09:36:57,WTIOIL (xyz),Open Long,92.2,0.97,89.434,0.008049,-0.008049
2026/4/14 09:40:17,WTIOIL (xyz),Open Long,92.1123608247,0.97,89.348989999959,0.00804,-0.00804
2026/4/14 10:23:26,WTIOIL (xyz),Open Long,92.176,0.97,89.41072,0.008046,-0.008046
2026/4/14 11:45:22,WTIOIL (xyz),Close Long,92.228,3.88,357.84463999999997,0.032206,0.348034
2026/4/14 19:43:04,WTIOIL (xyz),Open Long,92.775,0.96,89.06400000000001,0.008015,-0.008015
2026/4/14 19:46:48,WTIOIL (xyz),Open Long,92.825,0.96,89.112,0.00802,-0.00802
2026/4/14 19:49:57,WTIOIL (xyz),Open Long,92.839,0.96,89.12544,0.00802,-0.00802
2026/4/14 19:51:18,WTIOIL (xyz),Open Long,92.785,0.96,89.0736,0.008016,-0.008016
2026/4/14 19:53:30,WTIOIL (xyz),Open Long,92.77,0.96,89.05919999999999,0.008015,-0.008015
2026/4/14 19:55:59,WTIOIL (xyz),Open Long,92.92,0.96,89.2032,0.008028,-0.008028
2026/4/14 19:57:52,WTIOIL (xyz),Open Long,92.931,0.96,89.21376,0.008029,-0.008029
2026/4/14 19:59:10,WTIOIL (xyz),Open Long,92.325,0.97,89.55525,0.008059,-0.008059
2026/4/14 20:04:17,WTIOIL (xyz),Open Long,92.162,0.97,89.39714000000001,0.008045,-0.008045
2026/4/14 20:05:42,WTIOIL (xyz),Open Long,92.232,0.97,89.46504,0.008051,-0.008051
2026/4/14 20:07:59,WTIOIL (xyz),Open Long,92.046,0.97,89.28462,0.008035,-0.008035
2026/4/14 20:12:24,WTIOIL (xyz),Open Long,92.18,0.97,89.41460000000001,0.008047,-0.008047
2026/4/14 20:18:07,WTIOIL (xyz),Open Long,91.944,0.97,89.18568,0.008026,-0.008026
2026/4/14 20:20:55,WTIOIL (xyz),Open Long,91.921,0.97,89.16337,0.008024,-0.008024
2026/4/14 20:23:24,WTIOIL (xyz),Open Long,91.951,0.97,89.19246999999999,0.008026,-0.008026
2026/4/14 20:25:01,WTIOIL (xyz),Open Long,91.895,0.97,89.13815,0.008022,-0.008022
2026/4/14 20:28:46,WTIOIL (xyz),Open Long,91.775,0.97,89.02175,0.008011,-0.008011
2026/4/14 20:34:25,WTIOIL (xyz),Open Long,91.69,0.97,88.93929999999999,0.008004,-0.008004
2026/4/14 20:35:52,WTIOIL (xyz),Open Long,91.667,0.98,89.83366,0.008085,-0.008085
2026/4/14 20:42:09,WTIOIL (xyz),Open Long,91.758,0.97,89.00525999999999,0.00801,-0.00801
2026/4/14 20:43:47,WTIOIL (xyz),Open Long,91.853,0.97,89.09741,0.008018,-0.008018
2026/4/14 20:45:58,WTIOIL (xyz),Open Long,91.873,0.97,89.11681,0.00802,-0.00802
2026/4/14 21:07:07,WTIOIL (xyz),Open Long,91.788,0.97,89.03435999999999,0.008013,-0.008013
2026/4/14 21:08:02,WTIOIL (xyz),Open Long,91.923,0.97,89.16531,0.008024,-0.008024
2026/4/14 21:08:57,WTIOIL (xyz),Open Long,91.804,0.97,89.04988,0.008014,-0.008014
2026/4/14 21:09:52,WTIOIL (xyz),Open Long,91.804,0.98,89.96792,0.008097,-0.008097
2026/4/14 21:27:08,WTIOIL (xyz),Open Long,91.529405102,0.98,89.69881699996,0.008071,-0.008071
2026/4/14 21:37:33,WTIOIL (xyz),Open Long,91.237,0.98,89.41225999999999,0.008047,-0.008047
2026/4/14 22:07:33,WTIOIL (xyz),Market Order Liquidation: Close Long,89.6654566532,27.13,2432.623839001316,0.218933,-66.566524
2026/4/15 11:05:01,WTIOIL (xyz),Open Long,88.579,0.22,19.487379999999998,0.001753,-0.001753
2026/4/15 11:25:02,WTIOIL (xyz),Open Long,88.451,0.22,19.45922,0.001751,-0.001751
2026/4/15 11:28:20,WTIOIL (xyz),Open Long,88.523,0.22,19.47506,0.001752,-0.001752
2026/4/15 11:34:22,WTIOIL (xyz),Open Long,88.347,0.22,19.436339999999998,0.001749,-0.001749
2026/4/15 11:42:39,WTIOIL (xyz),Open Long,88.28,0.22,19.4216,0.001747,-0.001747
2026/4/15 11:43:36,WTIOIL (xyz),Open Long,88.345,0.22,19.4359,0.001749,-0.001749
2026/4/15 11:51:03,WTIOIL (xyz),Open Long,88.396,0.22,19.44712,0.00175,-0.00175
2026/4/15 12:22:55,WTIOIL (xyz),Open Long,88.43,0.22,19.454600000000003,0.00175,-0.00175
2026/4/15 12:30:19,WTIOIL (xyz),Open Long,88.534,0.22,19.47748,0.001752,-0.001752
2026/4/15 12:37:52,WTIOIL (xyz),Open Long,88.648,0.22,19.50256,0.001755,-0.001755
2026/4/15 12:47:28,WTIOIL (xyz),Open Long,88.929,0.22,19.56438,0.00176,-0.00176
2026/4/15 12:57:47,WTIOIL (xyz),Open Long,88.999,0.22,19.57978,0.001762,-0.001762
2026/4/15 22:24:40,WTIOIL (xyz),Close Long,87.9177151515,2.64,232.10276799996004,0.020888,-1.65844
2026/4/15 22:39:29,WTIOIL (xyz),Open Long,89,0.22,19.580000000000002,0.001762,-0.001762
2026/4/15 22:39:55,WTIOIL (xyz),Open Long,89.082,0.22,19.598039999999997,0.001763,-0.001763
2026/4/15 22:39:56,WTIOIL (xyz),Open Long,89.153,0.22,19.613660000000003,0.001765,-0.001765
2026/4/15 22:39:57,WTIOIL (xyz),Open Long,89.158,0.22,19.61476,0.001765,-0.001765
2026/4/15 22:42:16,WTIOIL (xyz),Open Long,89.056,0.22,19.59232,0.001763,-0.001763
2026/4/15 22:42:25,WTIOIL (xyz),Open Long,89.1,0.22,19.602,0.001764,-0.001764
2026/4/15 23:10:29,WTIOIL (xyz),Close Long,89.284,0.22,19.642480000000003,0.001767,0.040693
2026/4/15 23:12:01,WTIOIL (xyz),Close Long,89.294,0.22,19.64468,0.001768,0.042892
2026/4/15 23:12:22,WTIOIL (xyz),Close Long,89.2,0.22,19.624000000000002,0.001766,0.022214
2026/4/15 23:12:24,WTIOIL (xyz),Close Long,89.12,0.22,19.6064,0.001764,0.004616
2026/4/15 23:12:28,WTIOIL (xyz),Close Long,89.1,0.22,19.602,0.001764,0.00021600000000000005
2026/4/15 23:18:56,WTIOIL (xyz),Close Long,89.1601818182,0.22,19.615240000004,0.001765,0.013454999999999998
2026/4/15 23:24:08,WTIOIL (xyz),Open Short,89.405,0.22,19.6691,0.00177,-0.00177
2026/4/15 23:28:30,WTIOIL (xyz),Close Short,89.366,0.22,19.66052,0.001769,0.006811000000000001
2026/4/16 02:02:07,WTIOIL (xyz),Open Short,88.736,0.22,19.52192,0.001756,-0.001756
2026/4/16 02:02:27,WTIOIL (xyz),Open Short,88.414,0.22,19.45108,0.00175,-0.00175
2026/4/16 02:02:31,WTIOIL (xyz),Open Short,88.319,0.22,19.43018,0.001748,-0.001748
2026/4/16 02:02:33,WTIOIL (xyz),Open Short,88.182,0.22,19.40004,0.001746,-0.001746
2026/4/16 02:07:07,WTIOIL (xyz),Close Short,88.3,0.88,77.704,0.006993,0.091567
2026/4/16 03:16:15,WTIOIL (xyz),Open Long,87.94,0.22,19.346799999999998,0.001741,-0.001741
2026/4/16 03:22:01,WTIOIL (xyz),Close Long,87.78,0.22,19.311600000000002,0.001738,-0.036938
2026/4/16 03:32:07,WTIOIL (xyz),Open Long,87.926,0.22,19.34372,0.00174,-0.00174
2026/4/16 03:38:54,WTIOIL (xyz),Close Long,87.917,0.22,19.34174,0.00174,-0.00372
2026/4/16 19:47:47,WTIOIL (xyz),Open Short,88.401,0.22,19.44822,0.00175,-0.00175
2026/4/16 19:47:58,WTIOIL (xyz),Open Short,88.349,0.22,19.436780000000002,0.001749,-0.001749
2026/4/16 20:18:09,WTIOIL (xyz),Close Short,88.621,0.44,38.99324,0.003509,-0.111749
2026/4/16 23:03:01,WTIOIL (xyz),Open Short,90.2211818182,0.22,19.848660000004,0.001785,-0.001785
2026/4/16 23:33:29,WTIOIL (xyz),Close Short,90.592,0.22,19.93024,0.001793,-0.083413
2026/4/16 23:36:53,WTIOIL (xyz),Open Short,90.587,0.22,19.92914,0.001793,-0.001793
2026/4/16 23:36:55,WTIOIL (xyz),Open Short,90.4805363636,0.22,19.905717999992,0.00179,-0.00179
2026/4/16 23:37:04,WTIOIL (xyz),Open Short,90.42,0.22,19.892400000000002,0.00179,-0.00179
2026/4/16 23:37:17,WTIOIL (xyz),Open Short,90.197,0.22,19.84334,0.001785,-0.001785
2026/4/16 23:37:20,WTIOIL (xyz),Open Short,90.156,0.22,19.83432,0.001785,-0.001785
2026/4/17 00:07:17,WTIOIL (xyz),Close Short,90.453,1.1,99.49830000000001,0.008954,-0.102454
2026/4/17 01:11:42,WTIOIL (xyz),Open Long,91.328,0.21,19.17888,0.001726,-0.001726
2026/4/17 01:13:05,WTIOIL (xyz),Open Long,91.328,0.21,19.17888,0.001726,-0.001726
2026/4/17 01:13:24,WTIOIL (xyz),Open Long,91.36,0.21,19.1856,0.001726,-0.001726
2026/4/17 01:13:42,WTIOIL (xyz),Open Long,91.39,0.21,19.1919,0.001727,-0.001727
2026/4/17 01:13:44,WTIOIL (xyz),Open Long,91.4,0.21,19.194,0.001727,-0.001727
2026/4/17 01:14:03,WTIOIL (xyz),Open Long,91.4,0.21,19.194,0.001727,-0.001727
2026/4/17 01:14:16,WTIOIL (xyz),Open Long,91.42,0.21,19.1982,0.001727,-0.001727
2026/4/17 01:14:35,WTIOIL (xyz),Open Long,91.545,0.21,19.22445,0.00173,-0.00173
2026/4/17 01:14:36,WTIOIL (xyz),Open Long,91.55,0.21,19.2255,0.00173,-0.00173
2026/4/17 01:14:50,WTIOIL (xyz),Open Long,91.567,0.21,19.229069999999997,0.00173,-0.00173
2026/4/17 01:14:54,WTIOIL (xyz),Open Long,91.579,0.21,19.231589999999997,0.00173,-0.00173
2026/4/17 01:15:22,WTIOIL (xyz),Open Long,91.566,0.21,19.22886,0.00173,-0.00173
2026/4/17 01:15:40,WTIOIL (xyz),Open Long,91.546,0.21,19.22466,0.00173,-0.00173
2026/4/17 01:17:08,WTIOIL (xyz),Open Long,91.5,0.21,19.215,0.001729,-0.001729
2026/4/17 01:17:24,WTIOIL (xyz),Open Long,91.546,0.21,19.22466,0.00173,-0.00173
2026/4/17 01:18:37,WTIOIL (xyz),Open Long,91.515,0.21,19.218149999999998,0.001729,-0.001729
2026/4/17 01:19:08,WTIOIL (xyz),Open Long,91.57,0.21,19.229699999999998,0.00173,-0.00173
2026/4/17 01:21:38,WTIOIL (xyz),Open Long,91.531,0.21,19.221510000000002,0.001729,-0.001729
2026/4/17 01:22:38,WTIOIL (xyz),Open Long,91.479,0.21,19.21059,0.001728,-0.001728
2026/4/17 01:25:21,WTIOIL (xyz),Open Long,91.367,0.21,19.18707,0.001726,-0.001726
2026/4/17 01:25:29,WTIOIL (xyz),Open Long,91.39,0.21,19.1919,0.001727,-0.001727
2026/4/17 01:25:30,WTIOIL (xyz),Open Long,91.393,0.21,19.192529999999998,0.001727,-0.001727
2026/4/17 01:26:07,WTIOIL (xyz),Open Long,91.41,0.21,19.196099999999998,0.001727,-0.001727
2026/4/17 01:26:09,WTIOIL (xyz),Open Long,91.433,0.21,19.20093,0.001728,-0.001728
2026/4/17 01:26:46,WTIOIL (xyz),Open Long,91.456,0.21,19.20576,0.001728,-0.001728
2026/4/17 01:26:56,WTIOIL (xyz),Open Long,91.465,0.21,19.20765,0.001728,-0.001728
2026/4/17 01:26:58,WTIOIL (xyz),Open Long,91.494,0.21,19.213739999999998,0.001729,-0.001729
2026/4/17 01:27:00,WTIOIL (xyz),Open Long,91.51,0.21,19.217100000000002,0.001729,-0.001729
2026/4/17 01:27:03,WTIOIL (xyz),Open Long,91.509,0.21,19.21689,0.001729,-0.001729
2026/4/17 01:30:36,WTIOIL (xyz),Open Long,91.45,0.21,19.2045,0.001728,-0.001728
2026/4/17 01:30:42,WTIOIL (xyz),Open Long,91.45,0.21,19.2045,0.001728,-0.001728
2026/4/17 01:30:46,WTIOIL (xyz),Open Long,91.484,0.21,19.21164,0.001729,-0.001729
2026/4/17 01:32:07,WTIOIL (xyz),Open Long,91.494,0.21,19.213739999999998,0.001729,-0.001729
2026/4/17 01:32:43,WTIOIL (xyz),Open Long,91.538,0.21,19.22298,0.00173,-0.00173
2026/4/17 01:33:32,WTIOIL (xyz),Open Long,91.546,0.21,19.22466,0.00173,-0.00173
2026/4/17 01:34:43,WTIOIL (xyz),Open Long,91.55,0.21,19.2255,0.00173,-0.00173
2026/4/17 01:34:45,WTIOIL (xyz),Open Long,91.597,0.21,19.23537,0.001731,-0.001731
2026/4/17 01:34:46,WTIOIL (xyz),Open Long,91.593,0.21,19.23453,0.001731,-0.001731
2026/4/17 01:34:47,WTIOIL (xyz),Open Long,91.6,0.21,19.235999999999997,0.001731,-0.001731
2026/4/17 01:34:52,WTIOIL (xyz),Open Long,91.6,0.21,19.235999999999997,0.001731,-0.001731
2026/4/17 01:35:01,WTIOIL (xyz),Open Long,91.63,0.21,19.242299999999997,0.001731,-0.001731
2026/4/17 01:35:23,WTIOIL (xyz),Open Long,91.654,0.21,19.247339999999998,0.001732,-0.001732
2026/4/17 01:35:57,WTIOIL (xyz),Open Long,91.632,0.21,19.242720000000002,0.001731,-0.001731
2026/4/17 01:36:10,WTIOIL (xyz),Open Long,91.642,0.21,19.244819999999997,0.001732,-0.001732
2026/4/17 01:36:33,WTIOIL (xyz),Open Long,91.655,0.21,19.24755,0.001732,-0.001732
2026/4/17 01:36:48,WTIOIL (xyz),Open Long,91.694,0.21,19.25574,0.001733,-0.001733
2026/4/17 01:37:05,WTIOIL (xyz),Open Long,91.673,0.21,19.25133,0.001732,-0.001732
2026/4/17 01:37:43,WTIOIL (xyz),Open Long,91.667,0.21,19.25007,0.001732,-0.001732
2026/4/17 01:37:53,WTIOIL (xyz),Open Long,91.682,0.21,19.25322,0.001732,-0.001732
2026/4/17 01:38:00,WTIOIL (xyz),Open Long,91.697,0.21,19.25637,0.001733,-0.001733
2026/4/17 01:38:01,WTIOIL (xyz),Open Long,91.706,0.21,19.25826,0.001733,-0.001733
2026/4/17 01:38:11,WTIOIL (xyz),Open Long,91.718,0.21,19.26078,0.001733,-0.001733
2026/4/17 01:38:46,WTIOIL (xyz),Open Long,91.714,0.21,19.25994,0.001733,-0.001733
2026/4/17 01:39:35,WTIOIL (xyz),Open Long,91.74,0.21,19.2654,0.001733,-0.001733
2026/4/17 01:42:08,WTIOIL (xyz),Open Long,91.618,0.21,19.23978,0.001731,-0.001731
2026/4/17 01:45:32,WTIOIL (xyz),Open Long,91.653,0.21,19.247130000000002,0.001732,-0.001732
2026/4/17 01:50:51,WTIOIL (xyz),Open Long,91.65,0.21,19.2465,0.001732,-0.001732
2026/4/17 01:52:03,WTIOIL (xyz),Open Long,91.697,0.21,19.25637,0.001733,-0.001733
2026/4/17 01:54:13,WTIOIL (xyz),Open Long,91.73,0.21,19.2633,0.001733,-0.001733
2026/4/17 01:54:29,WTIOIL (xyz),Open Long,91.77,0.21,19.2717,0.001734,-0.001734
2026/4/17 01:57:13,WTIOIL (xyz),Open Long,91.75,0.21,19.2675,0.001734,-0.001734
2026/4/17 01:58:37,WTIOIL (xyz),Open Long,91.593,0.21,19.23453,0.001731,-0.001731
2026/4/17 01:58:38,WTIOIL (xyz),Open Long,91.625,0.21,19.24125,0.001731,-0.001731
2026/4/17 01:59:21,WTIOIL (xyz),Open Long,91.536,0.21,19.222559999999998,0.00173,-0.00173
2026/4/17 02:00:41,WTIOIL (xyz),Close Long,91.4813662202,13.44,1229.509561999488,0.110654,-1.100292
2026/4/17 02:01:26,WTIOIL (xyz),Open Long,91.301,0.21,19.17321,0.001725,-0.001725
2026/4/17 02:16:42,WTIOIL (xyz),Open Long,91.118,0.21,19.13478,0.001722,-0.001722
2026/4/17 02:18:16,WTIOIL (xyz),Open Long,91,0.21,19.11,0.001719,-0.001719
2026/4/17 02:20:03,WTIOIL (xyz),Open Long,91.013,0.21,19.11273,0.00172,-0.00172
2026/4/17 02:20:37,WTIOIL (xyz),Open Long,91.021,0.21,19.11441,0.00172,-0.00172
2026/4/17 02:21:03,WTIOIL (xyz),Open Long,91.068,0.21,19.12428,0.001721,-0.001721
2026/4/17 02:21:03,WTIOIL (xyz),Open Long,91.077,0.21,19.12617,0.001721,-0.001721
2026/4/17 02:21:18,WTIOIL (xyz),Open Long,91.134,0.21,19.13814,0.001722,-0.001722
2026/4/17 02:21:21,WTIOIL (xyz),Open Long,91.141,0.21,19.13961,0.001722,-0.001722
2026/4/17 02:21:22,WTIOIL (xyz),Open Long,91.153,0.21,19.14213,0.001722,-0.001722
2026/4/17 02:21:28,WTIOIL (xyz),Open Long,91.171,0.21,19.14591,0.001723,-0.001723
2026/4/17 02:21:29,WTIOIL (xyz),Open Long,91.176,0.21,19.14696,0.001723,-0.001723
2026/4/17 02:21:43,WTIOIL (xyz),Open Long,91.2,0.21,19.152,0.001723,-0.001723
2026/4/17 02:21:52,WTIOIL (xyz),Open Long,91.214,0.21,19.15494,0.001723,-0.001723
2026/4/17 02:22:27,WTIOIL (xyz),Open Long,91.18,0.21,19.1478,0.001723,-0.001723
2026/4/17 02:22:44,WTIOIL (xyz),Open Long,91.254,0.21,19.16334,0.001724,-0.001724
2026/4/17 02:23:15,WTIOIL (xyz),Open Long,91.2430285714,0.21,19.161035999994,0.001723,-0.001723
2026/4/17 02:23:24,WTIOIL (xyz),Open Long,91.26,0.21,19.1646,0.001724,-0.001724
2026/4/17 02:23:53,WTIOIL (xyz),Open Long,91.292,0.21,19.171319999999998,0.001725,-0.001725
2026/4/17 02:23:55,WTIOIL (xyz),Open Long,91.302,0.21,19.17342,0.001725,-0.001725
2026/4/17 02:26:18,WTIOIL (xyz),Open Long,91.24,0.21,19.1604,0.001724,-0.001724
2026/4/17 02:27:33,WTIOIL (xyz),Open Long,91.285,0.21,19.16985,0.001725,-0.001725
2026/4/17 02:31:02,WTIOIL (xyz),Open Long,91.268,0.21,19.16628,0.001724,-0.001724
2026/4/17 02:31:14,WTIOIL (xyz),Open Long,91.324,0.21,19.17804,0.001726,-0.001726
2026/4/17 02:38:05,WTIOIL (xyz),Open Long,91.109,0.21,19.13289,0.001721,-0.001721
2026/4/17 02:52:27,WTIOIL (xyz),Open Long,90.607,0.22,19.93354,0.001794,-0.001794
2026/4/17 02:53:17,WTIOIL (xyz),Open Long,90.598,0.22,19.93156,0.001793,-0.001793
2026/4/17 02:54:51,WTIOIL (xyz),Open Long,90.575,0.22,19.9265,0.001793,-0.001793
2026/4/17 03:02:49,WTIOIL (xyz),Open Long,90.346,0.22,19.87612,0.001788,-0.001788
2026/4/17 03:03:08,WTIOIL (xyz),Open Long,90.3866363636,0.22,19.885059999992002,0.001789,-0.001789
2026/4/17 03:04:13,WTIOIL (xyz),Open Long,90.434,0.22,19.89548,0.00179,-0.00179
2026/4/17 03:04:24,WTIOIL (xyz),Open Long,90.466,0.22,19.90252,0.001791,-0.001791
2026/4/17 03:05:01,WTIOIL (xyz),Open Long,90.489,0.22,19.90758,0.001791,-0.001791
2026/4/17 03:07:00,WTIOIL (xyz),Open Long,90.552,0.22,19.92144,0.001792,-0.001792
2026/4/17 03:07:43,WTIOIL (xyz),Close Long,90.572,7.23,654.8355600000001,0.058935,-3.1027649999999998
2026/4/17 03:12:17,WTIOIL (xyz),Open Long,90.523,0.22,19.91506,0.001792,-0.001792
2026/4/17 03:12:32,WTIOIL (xyz),Open Long,90.594,0.2,18.1188,0.00163,-0.00163
2026/4/17 17:28:22,WTIOIL (xyz),Market Order Liquidation: Close Long,88.235,0.42,37.0587,0.003335,-0.978155
2026/6/18 13:49:48,BTC,Open Long,63896,0.00999,638.32104,0.095748,-0.095748
2026/6/18 13:50:38,BTC,Open Long,63879,0.00999,638.15121,0.095722,-0.095722
2026/6/18 13:52:02,BTC,Open Long,63863,0.00999,637.9913700000001,0.095698,-0.095698
2026/6/18 14:40:30,BTC,Open Long,64026,0.00999,639.6197400000001,0.095942,-0.095942
2026/6/18 14:40:58,BTC,Close Long,64035,0.00999,639.70965,0.095956,1.092854
2026/6/18 14:42:24,BTC,Open Long,64040,0.00045,28.817999999999998,0.004322,-0.004322
2026/6/18 14:42:25,BTC,Open Long,64040,0.0009,57.635999999999996,0.008645,-0.008645
2026/6/18 14:43:07,BTC,Close Long,64048,0.00137,87.74575999999999,0.013161,0.160418
2026/6/18 14:43:07,BTC,Close Long,64048,0.00862,552.09376,0.082814,1.0093400000000001
2026/6/18 14:44:11,BTC,Close Long,64056,0.00999,639.91944,0.095987,1.249666
2026/6/22 23:24:44,BTC,Close Long,64986,0.01134,736.94124,0.331623,11.742075
2026/6/28 11:14:17,WTIOIL (xyz),Open Short,70.796,1.27,89.91092,0.008091,-0.008091
2026/6/28 12:14:40,WTIOIL (xyz),Open Short,70.86,1.27,89.9922,0.008099,-0.008099
2026/6/28 12:48:23,WTIOIL (xyz),Close Short,71.217,2.54,180.89118,0.01628,-1.00434
2026/6/28 16:39:03,WTIOIL (xyz),Open Short,71.08,1.26,89.5608,0.00806,-0.00806
2026/6/28 17:18:00,WTIOIL (xyz),Close Short,71.191,1.26,89.70066,0.008073,-0.147933
2026/6/29 04:22:07,WTIOIL (xyz),Open Short,71.677,1.26,90.31302000000001,0.008128,-0.008128
2026/6/29 04:52:07,WTIOIL (xyz),Close Short,70.509,1.26,88.84134,0.007995,1.4636850000000001
2026/6/29 05:20:05,WTIOIL (xyz),Open Short,70.182,1.28,89.83296,0.008084,-0.008084
2026/6/29 05:50:13,WTIOIL (xyz),Close Short,70.801,1.28,90.62528,0.008156,-0.8004760000000001
2026/6/29 08:09:07,WTIOIL (xyz),Open Short,69.501,1.29,89.65629000000001,0.008069,-0.008069
2026/6/29 08:39:38,WTIOIL (xyz),Close Short,69.9314829457,1.29,90.211612999953,0.008118,-0.563441
2026/7/2 03:57:08,WTIOIL (xyz),Open Short,68.007,1.32,89.76924000000001,0.008079,-0.008079
2026/7/2 04:27:08,WTIOIL (xyz),Close Short,68.171,1.32,89.98572000000001,0.008098,-0.224578
