session,side,absolute_block_id,block_start_ns,block_end_ns,binary_identified_count,event_count,block_rate
jul30,maker_ask_risk,1785377340000000000,1785377340000000000,1785377400000000000,6000,69,0.0115
jul30,maker_ask_risk,1785377400000000000,1785377400000000000,1785377460000000000,6000,89,0.014833333333333334
jul30,maker_ask_risk,1785377460000000000,1785377460000000000,1785377520000000000,6000,83,0.013833333333333333
jul30,maker_ask_risk,1785377520000000000,1785377520000000000,1785377580000000000,6000,53,0.0088333333333333337
jul30,maker_ask_risk,1785377580000000000,1785377580000000000,1785377640000000000,6000,61,0.010166666666666666
jul30,maker_ask_risk,1785377640000000000,1785377640000000000,1785377700000000000,6000,82,0.013666666666666667
jul30,maker_ask_risk,1785377700000000000,1785377700000000000,1785377760000000000,6000,56,0.0093333333333333341
jul30,maker_ask_risk,1785377760000000000,1785377760000000000,1785377820000000000,6000,88,0.014666666666666666
jul30,maker_ask_risk,1785377820000000000,1785377820000000000,1785377880000000000,6000,83,0.013833333333333333
jul30,maker_ask_risk,1785377880000000000,1785377880000000000,1785377940000000000,6000,107,0.017833333333333333
jul30,maker_ask_risk,1785377940000000000,1785377940000000000,1785378000000000000,6000,95,0.015833333333333335
jul30,maker_ask_risk,1785378000000000000,1785378000000000000,1785378060000000000,6000,83,0.013833333333333333
jul30,maker_ask_risk,1785378060000000000,1785378060000000000,1785378120000000000,6000,121,0.020166666666666666
jul30,maker_ask_risk,1785378120000000000,1785378120000000000,1785378180000000000,6000,57,0.0094999999999999998
jul30,maker_ask_risk,1785378180000000000,1785378180000000000,1785378240000000000,6000,83,0.013833333333333333
jul30,maker_ask_risk,1785378300000000000,1785378300000000000,1785378360000000000,6000,62,0.010333333333333333
jul30,maker_ask_risk,1785378360000000000,1785378360000000000,1785378420000000000,6000,50,0.0083333333333333332
jul30,maker_ask_risk,1785378420000000000,1785378420000000000,1785378480000000000,6000,120,0.02
jul30,maker_ask_risk,1785378480000000000,1785378480000000000,1785378540000000000,6000,94,0.015666666666666666
jul30,maker_ask_risk,1785378540000000000,1785378540000000000,1785378600000000000,6000,72,0.012
jul30,maker_ask_risk,1785378600000000000,1785378600000000000,1785378660000000000,6000,70,0.011666666666666667
jul30,maker_ask_risk,1785378660000000000,1785378660000000000,1785378720000000000,6000,66,0.010999999999999999
jul30,maker_ask_risk,1785378720000000000,1785378720000000000,1785378780000000000,6000,136,0.022666666666666668
jul30,maker_ask_risk,1785378780000000000,1785378780000000000,1785378840000000000,6000,70,0.011666666666666667
jul30,maker_ask_risk,1785378840000000000,1785378840000000000,1785378900000000000,6000,87,0.014500000000000001
jul30,maker_ask_risk,1785378900000000000,1785378900000000000,1785378960000000000,6000,70,0.011666666666666667
jul30,maker_ask_risk,1785378960000000000,1785378960000000000,1785379020000000000,6000,99,0.016500000000000001
jul30,maker_ask_risk,1785379020000000000,1785379020000000000,1785379080000000000,6000,87,0.014500000000000001
jul30,maker_ask_risk,1785379080000000000,1785379080000000000,1785379140000000000,6000,85,0.014166666666666666
jul30,maker_ask_risk,1785379140000000000,1785379140000000000,1785379200000000000,6000,98,0.016333333333333332
jul30,maker_ask_risk,1785379200000000000,1785379200000000000,1785379260000000000,6000,108,0.017999999999999999
jul30,maker_ask_risk,1785379260000000000,1785379260000000000,1785379320000000000,6000,97,0.016166666666666666
jul30,maker_ask_risk,1785379320000000000,1785379320000000000,1785379380000000000,6000,69,0.0115
jul30,maker_ask_risk,1785379380000000000,1785379380000000000,1785379440000000000,6000,68,0.011333333333333334
jul30,maker_ask_risk,1785379440000000000,1785379440000000000,1785379500000000000,6000,85,0.014166666666666666
jul30,maker_ask_risk,1785379500000000000,1785379500000000000,1785379560000000000,6000,71,0.011833333333333333
jul30,maker_ask_risk,1785379560000000000,1785379560000000000,1785379620000000000,6000,133,0.022166666666666668
jul30,maker_ask_risk,1785379620000000000,1785379620000000000,1785379680000000000,6000,74,0.012333333333333333
jul30,maker_ask_risk,1785379680000000000,1785379680000000000,1785379740000000000,6000,109,0.018166666666666668
jul30,maker_ask_risk,1785379740000000000,1785379740000000000,1785379800000000000,6000,73,0.012166666666666666
jul30,maker_ask_risk,1785379800000000000,1785379800000000000,1785379860000000000,6000,64,0.010666666666666666
jul30,maker_ask_risk,1785379860000000000,1785379860000000000,1785379920000000000,6000,93,0.0155
jul30,maker_ask_risk,1785379920000000000,1785379920000000000,1785379980000000000,6000,48,0.0080000000000000002
jul30,maker_ask_risk,1785379980000000000,1785379980000000000,1785380040000000000,6000,98,0.016333333333333332
jul30,maker_ask_risk,1785380100000000000,1785380100000000000,1785380160000000000,6000,57,0.0094999999999999998
jul30,maker_ask_risk,1785380160000000000,1785380160000000000,1785380220000000000,6000,55,0.0091666666666666667
jul30,maker_ask_risk,1785380220000000000,1785380220000000000,1785380280000000000,6000,61,0.010166666666666666
jul30,maker_ask_risk,1785380280000000000,1785380280000000000,1785380340000000000,6000,74,0.012333333333333333
jul30,maker_ask_risk,1785380340000000000,1785380340000000000,1785380400000000000,6000,103,0.017166666666666667
jul30,maker_ask_risk,1785380400000000000,1785380400000000000,1785380460000000000,6000,81,0.0135
jul30,maker_ask_risk,1785380460000000000,1785380460000000000,1785380520000000000,6000,115,0.019166666666666665
jul30,maker_ask_risk,1785380520000000000,1785380520000000000,1785380580000000000,6000,82,0.013666666666666667
jul30,maker_ask_risk,1785380580000000000,1785380580000000000,1785380640000000000,6000,71,0.011833333333333333
jul30,maker_ask_risk,1785380640000000000,1785380640000000000,1785380700000000000,6000,85,0.014166666666666666
jul30,maker_ask_risk,1785380700000000000,1785380700000000000,1785380760000000000,6000,65,0.010833333333333334
jul30,maker_ask_risk,1785380760000000000,1785380760000000000,1785380820000000000,6000,73,0.012166666666666666
jul30,maker_ask_risk,1785380820000000000,1785380820000000000,1785380880000000000,6000,84,0.014
jul30,maker_ask_risk,1785380880000000000,1785380880000000000,1785380940000000000,6000,86,0.014333333333333333
jul30,maker_ask_risk,1785380940000000000,1785380940000000000,1785381000000000000,6000,48,0.0080000000000000002
jul30,maker_ask_risk,1785381000000000000,1785381000000000000,1785381060000000000,6000,41,0.0068333333333333336
jul30,maker_ask_risk,1785381060000000000,1785381060000000000,1785381120000000000,6000,32,0.0053333333333333332
jul30,maker_ask_risk,1785381120000000000,1785381120000000000,1785381180000000000,6000,39,0.0064999999999999997
jul30,maker_ask_risk,1785381180000000000,1785381180000000000,1785381240000000000,6000,67,0.011166666666666667
jul30,maker_ask_risk,1785381240000000000,1785381240000000000,1785381300000000000,6000,96,0.016
jul30,maker_ask_risk,1785381300000000000,1785381300000000000,1785381360000000000,6000,82,0.013666666666666667
jul30,maker_ask_risk,1785381360000000000,1785381360000000000,1785381420000000000,6000,116,0.019333333333333334
jul30,maker_ask_risk,1785381420000000000,1785381420000000000,1785381480000000000,6000,87,0.014500000000000001
jul30,maker_ask_risk,1785381480000000000,1785381480000000000,1785381540000000000,6000,70,0.011666666666666667
jul30,maker_ask_risk,1785381540000000000,1785381540000000000,1785381600000000000,6000,45,0.0074999999999999997
jul30,maker_ask_risk,1785381600000000000,1785381600000000000,1785381660000000000,6000,98,0.016333333333333332
jul30,maker_ask_risk,1785381660000000000,1785381660000000000,1785381720000000000,6000,59,0.0098333333333333328
jul30,maker_ask_risk,1785381720000000000,1785381720000000000,1785381780000000000,6000,82,0.013666666666666667
jul30,maker_ask_risk,1785381780000000000,1785381780000000000,1785381840000000000,6000,104,0.017333333333333333
jul30,maker_ask_risk,1785381900000000000,1785381900000000000,1785381960000000000,6000,58,0.0096666666666666672
jul30,maker_ask_risk,1785381960000000000,1785381960000000000,1785382020000000000,6000,76,0.012666666666666666
jul30,maker_ask_risk,1785382020000000000,1785382020000000000,1785382080000000000,6000,120,0.02
jul30,maker_ask_risk,1785382080000000000,1785382080000000000,1785382140000000000,6000,91,0.015166666666666667
jul30,maker_ask_risk,1785382140000000000,1785382140000000000,1785382200000000000,6000,76,0.012666666666666666
jul30,maker_ask_risk,1785382200000000000,1785382200000000000,1785382260000000000,6000,71,0.011833333333333333
jul30,maker_ask_risk,1785382260000000000,1785382260000000000,1785382320000000000,6000,101,0.016833333333333332
jul30,maker_ask_risk,1785382320000000000,1785382320000000000,1785382380000000000,6000,134,0.022333333333333334
jul30,maker_ask_risk,1785382380000000000,1785382380000000000,1785382440000000000,6000,109,0.018166666666666668
jul30,maker_ask_risk,1785382440000000000,1785382440000000000,1785382500000000000,6000,71,0.011833333333333333
jul30,maker_ask_risk,1785382500000000000,1785382500000000000,1785382560000000000,6000,77,0.012833333333333334
jul30,maker_ask_risk,1785382560000000000,1785382560000000000,1785382620000000000,6000,91,0.015166666666666667
jul30,maker_ask_risk,1785382620000000000,1785382620000000000,1785382680000000000,6000,84,0.014
jul30,maker_ask_risk,1785382680000000000,1785382680000000000,1785382740000000000,6000,37,0.0061666666666666667
jul30,maker_ask_risk,1785382740000000000,1785382740000000000,1785382800000000000,6000,59,0.0098333333333333328
jul30,maker_ask_risk,1785382800000000000,1785382800000000000,1785382860000000000,6000,94,0.015666666666666666
jul30,maker_ask_risk,1785382860000000000,1785382860000000000,1785382920000000000,6000,60,0.01
jul30,maker_ask_risk,1785382920000000000,1785382920000000000,1785382980000000000,6000,64,0.010666666666666666
jul30,maker_ask_risk,1785382980000000000,1785382980000000000,1785383040000000000,6000,53,0.0088333333333333337
jul30,maker_ask_risk,1785383040000000000,1785383040000000000,1785383100000000000,6000,78,0.012999999999999999
jul30,maker_ask_risk,1785383100000000000,1785383100000000000,1785383160000000000,6000,77,0.012833333333333334
jul30,maker_ask_risk,1785383160000000000,1785383160000000000,1785383220000000000,6000,87,0.014500000000000001
jul30,maker_ask_risk,1785383220000000000,1785383220000000000,1785383280000000000,6000,52,0.0086666666666666663
jul30,maker_ask_risk,1785383280000000000,1785383280000000000,1785383340000000000,6000,104,0.017333333333333333
jul30,maker_ask_risk,1785383340000000000,1785383340000000000,1785383400000000000,6000,67,0.011166666666666667
jul30,maker_ask_risk,1785383400000000000,1785383400000000000,1785383460000000000,6000,87,0.014500000000000001
jul30,maker_ask_risk,1785383460000000000,1785383460000000000,1785383520000000000,6000,57,0.0094999999999999998
jul30,maker_ask_risk,1785383520000000000,1785383520000000000,1785383580000000000,6000,71,0.011833333333333333
jul30,maker_ask_risk,1785383580000000000,1785383580000000000,1785383640000000000,6000,67,0.011166666666666667
jul30,maker_bid_risk,1785369300000000000,1785369300000000000,1785369360000000000,6000,63,0.010500000000000001
jul30,maker_bid_risk,1785369360000000000,1785369360000000000,1785369420000000000,6000,70,0.011666666666666667
jul30,maker_bid_risk,1785369420000000000,1785369420000000000,1785369480000000000,6000,69,0.0115
jul30,maker_bid_risk,1785369480000000000,1785369480000000000,1785369540000000000,6000,52,0.0086666666666666663
jul30,maker_bid_risk,1785369540000000000,1785369540000000000,1785369600000000000,6000,69,0.0115
jul30,maker_bid_risk,1785369600000000000,1785369600000000000,1785369660000000000,6000,81,0.0135
jul30,maker_bid_risk,1785369660000000000,1785369660000000000,1785369720000000000,6000,152,0.025333333333333333
jul30,maker_bid_risk,1785369720000000000,1785369720000000000,1785369780000000000,6000,136,0.022666666666666668
jul30,maker_bid_risk,1785369780000000000,1785369780000000000,1785369840000000000,6000,79,0.013166666666666667
jul30,maker_bid_risk,1785369840000000000,1785369840000000000,1785369900000000000,6000,75,0.012500000000000001
jul30,maker_bid_risk,1785369900000000000,1785369900000000000,1785369960000000000,6000,105,0.017500000000000002
jul30,maker_bid_risk,1785369960000000000,1785369960000000000,1785370020000000000,6000,103,0.017166666666666667
jul30,maker_bid_risk,1785370020000000000,1785370020000000000,1785370080000000000,6000,117,0.0195
jul30,maker_bid_risk,1785370080000000000,1785370080000000000,1785370140000000000,6000,82,0.013666666666666667
jul30,maker_bid_risk,1785370140000000000,1785370140000000000,1785370200000000000,6000,110,0.018333333333333333
jul30,maker_bid_risk,1785370200000000000,1785370200000000000,1785370260000000000,6000,173,0.028833333333333332
jul30,maker_bid_risk,1785370260000000000,1785370260000000000,1785370320000000000,6000,96,0.016
jul30,maker_bid_risk,1785370320000000000,1785370320000000000,1785370380000000000,6000,114,0.019
jul30,maker_bid_risk,1785370380000000000,1785370380000000000,1785370440000000000,6000,84,0.014
jul30,maker_bid_risk,1785370440000000000,1785370440000000000,1785370500000000000,6000,134,0.022333333333333334
jul30,maker_bid_risk,1785370500000000000,1785370500000000000,1785370560000000000,6000,131,0.021833333333333333
jul30,maker_bid_risk,1785370560000000000,1785370560000000000,1785370620000000000,6000,121,0.020166666666666666
jul30,maker_bid_risk,1785370620000000000,1785370620000000000,1785370680000000000,6000,37,0.0061666666666666667
jul30,maker_bid_risk,1785370680000000000,1785370680000000000,1785370740000000000,6000,109,0.018166666666666668
jul30,maker_bid_risk,1785370740000000000,1785370740000000000,1785370800000000000,6000,143,0.023833333333333335
jul30,maker_bid_risk,1785370800000000000,1785370800000000000,1785370860000000000,6000,145,0.024166666666666666
jul30,maker_bid_risk,1785370860000000000,1785370860000000000,1785370920000000000,6000,121,0.020166666666666666
jul30,maker_bid_risk,1785370920000000000,1785370920000000000,1785370980000000000,6000,73,0.012166666666666666
jul30,maker_bid_risk,1785370980000000000,1785370980000000000,1785371040000000000,6000,103,0.017166666666666667
jul30,maker_bid_risk,1785371100000000000,1785371100000000000,1785371160000000000,6000,103,0.017166666666666667
jul30,maker_bid_risk,1785371160000000000,1785371160000000000,1785371220000000000,6000,143,0.023833333333333335
jul30,maker_bid_risk,1785371220000000000,1785371220000000000,1785371280000000000,6000,174,0.029000000000000001
jul30,maker_bid_risk,1785371280000000000,1785371280000000000,1785371340000000000,6000,103,0.017166666666666667
jul30,maker_bid_risk,1785371340000000000,1785371340000000000,1785371400000000000,6000,117,0.0195
jul30,maker_bid_risk,1785371400000000000,1785371400000000000,1785371460000000000,6000,138,0.023
jul30,maker_bid_risk,1785371460000000000,1785371460000000000,1785371520000000000,6000,137,0.022833333333333334
jul30,maker_bid_risk,1785371520000000000,1785371520000000000,1785371580000000000,6000,124,0.020666666666666667
jul30,maker_bid_risk,1785371580000000000,1785371580000000000,1785371640000000000,6000,124,0.020666666666666667
jul30,maker_bid_risk,1785371640000000000,1785371640000000000,1785371700000000000,6000,116,0.019333333333333334
jul30,maker_bid_risk,1785371700000000000,1785371700000000000,1785371760000000000,6000,130,0.021666666666666667
jul30,maker_bid_risk,1785371760000000000,1785371760000000000,1785371820000000000,6000,80,0.013333333333333334
jul30,maker_bid_risk,1785371820000000000,1785371820000000000,1785371880000000000,6000,90,0.014999999999999999
jul30,maker_bid_risk,1785371880000000000,1785371880000000000,1785371940000000000,6000,83,0.013833333333333333
