snapshot_phase,scope,role,session_id,segment_id,root,path,relative_path,bytes,sha256,authoritative_manifest_sha256
before,accepted_dependency,stage2,,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density/density_manifest.json,density_manifest.json,5386,ac5f4e50cfb653dffa6e6d6fb84ab451da70da415fd3d2785fff52330b9cd43b,ac5f4e50cfb653dffa6e6d6fb84ab451da70da415fd3d2785fff52330b9cd43b
before,accepted_dependency,stage2,,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density/effective_sample_size.csv,effective_sample_size.csv,24793,d9b9df5b6d7cee4e7d0c0cb1d4808e0312d497c6016d8d91b07c4ed8e846727b,ac5f4e50cfb653dffa6e6d6fb84ab451da70da415fd3d2785fff52330b9cd43b
before,accepted_dependency,stage2,,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density/episode_merging_summary.csv,episode_merging_summary.csv,2593,a0a16d9da2c3a1a18a98da7301beb21ea48ff123012440e7861ed3f1ce122f10,ac5f4e50cfb653dffa6e6d6fb84ab451da70da415fd3d2785fff52330b9cd43b
before,accepted_dependency,stage2,,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density/frozen_density_contract.json,frozen_density_contract.json,11586,0cd8b44ce2e39aebe8e8039f1dab0cf4d74dd555a59378e0a5acd33ca3b83815,ac5f4e50cfb653dffa6e6d6fb84ab451da70da415fd3d2785fff52330b9cd43b
before,accepted_dependency,stage2,,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density/input_bindings.csv,input_bindings.csv,141764,0c7584fd38ab2baf3acfa19463de7359b0d7ed55e56452a2158c122b321e4013,ac5f4e50cfb653dffa6e6d6fb84ab451da70da415fd3d2785fff52330b9cd43b
before,accepted_dependency,stage2,,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density/inter_trigger_distribution.csv,inter_trigger_distribution.csv,2979,a21ad70f0e3dcfc6e4d116b4b101f28bcd6d9916c192462777dc28bc6252402c,ac5f4e50cfb653dffa6e6d6fb84ab451da70da415fd3d2785fff52330b9cd43b
before,accepted_dependency,stage2,,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density/reports/trigger_density_admission.md,reports/trigger_density_admission.md,1661,33b8442fc6da371fd2a870d312bb306aefe0769074ef7f732899ea391cd9c98f,ac5f4e50cfb653dffa6e6d6fb84ab451da70da415fd3d2785fff52330b9cd43b
before,accepted_dependency,stage2,,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density/trigger_density_by_session.csv,trigger_density_by_session.csv,2316,d8931e98f09357885b5f4fae91d22b42ca51eec852be1cf74c90c1e7a8996fb4,ac5f4e50cfb653dffa6e6d6fb84ab451da70da415fd3d2785fff52330b9cd43b
before,accepted_dependency,stage2,,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage02_density/trigger_density_sensitivity_summary.csv,trigger_density_sensitivity_summary.csv,6080,5b6dc67232015796d33950883334babfd17bc1c707778103b1a2fe874faa1eb0,ac5f4e50cfb653dffa6e6d6fb84ab451da70da415fd3d2785fff52330b9cd43b
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/anchors/segment_0001.csv.gz,anchors/segment_0001.csv.gz,2285823,9121e11bd82ab681b27c3590e6d17949e025975e83fa631489605217c072a52f,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/anchors/segment_0002.csv.gz,anchors/segment_0002.csv.gz,1672326,4bd02b5141bd8bb426047cb59974bf1514429e95f65416b3bc37ec5b30ba6bcb,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/anchors/segment_0003.csv.gz,anchors/segment_0003.csv.gz,1957687,102adf000fff43e51d28ea0388a62a6218326d69423fe4b32d167e4847ae48c2,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/anchors/segment_0004.csv.gz,anchors/segment_0004.csv.gz,1862367,bb7d4c65e311a2679512be2619e5e4bb6e0774b2fd826bcc2ab87765ee0d4734,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/anchors/segment_0005.csv.gz,anchors/segment_0005.csv.gz,1607499,3577ebda0f23ec3f5c6bece770e47580ce72888f19f26013c37bbeaa77dba1f2,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/anchors/segment_0006.csv.gz,anchors/segment_0006.csv.gz,1355338,c34a1a2e1d3808a76cd06cc93dd7e27f783d8ee10ed9765bbdddda16cb56bad6,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/anchors/segment_0007.csv.gz,anchors/segment_0007.csv.gz,1251339,1cee5b6dbf79d17b09ad81fe04077d7f5b4469da03978614c0c8061708265619,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/anchors/segment_0008.csv.gz,anchors/segment_0008.csv.gz,1178427,ee8315cf13d201b89bf66e77447687b28f3baa8b9e7dcd22dd6e63259c87c605,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/episode_v3_manifest.json,episode_v3_manifest.json,33566,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/frozen_episode_v3_contract.json,frozen_episode_v3_contract.json,63480,b80b9bae2d6cf18cb6e7be4f133467138527fec20eef7054ab38b7f8c70cefde,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/input_bindings.csv,input_bindings.csv,403851,50dff4a95405324a674367f27cd66045722629113b948f65fbd61e2b3d519ee2,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/quality_intervals.csv,quality_intervals.csv,2010,8610c1f29690834899bb7daa25965a71fd0ed9a85da453adf25dffd339c251ab,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/segment_summary.csv,segment_summary.csv,2128,880d0643563e5f1856ca6a4ef7a980dc3b34d0717514f4ca0090d94de6e21d45,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,accepted_dependency,stage4_crosscheck,jul30,,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3,/Users/liu/Documents/hftbacktest-0814t001-skhynix-episode-research/local_live_analysis/skhynix_trigger_aligned_episode_research_v1_stage04_jul30_episode_v3/source_event_store_catalog.csv,source_event_store_catalog.csv,145395,013fd58eef23b8ef75112e91079394ae7f29b07e9137757ea7da567cfb444882,2c802336c1446eaf50eaf5ef546b115046abe3a1b69fdd1fcaea31d22a8e64a6
before,historical_source,cadence_inventory_only,aug03,segment_0001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001/segments/segment_0001/binance_hot_events.csv.gz,segments/segment_0001/binance_hot_events.csv.gz,12259309,849916704345838b2015f1fd2c50b8694f01e32738be590a7172bc0ce9f34da3,4ca8b2e0be7f989eabf11294d9a60da491c0f3fecd8124e9bf097bf1beff5e7a
before,historical_source,cadence_inventory_only,aug03,segment_0002,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001/segments/segment_0002/binance_hot_events.csv.gz,segments/segment_0002/binance_hot_events.csv.gz,22837153,bbf4874554f74e5c7de51e713ab5c1c027b9c5b45f52ed0c823c9c7cee70f377,4ca8b2e0be7f989eabf11294d9a60da491c0f3fecd8124e9bf097bf1beff5e7a
before,historical_source,cadence_inventory_only,aug03,segment_0003,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001/segments/segment_0003/binance_hot_events.csv.gz,segments/segment_0003/binance_hot_events.csv.gz,15785055,9236f8387c7e5e449b3534af3847d677dc8432c3966045dc973ef9be92e02953,4ca8b2e0be7f989eabf11294d9a60da491c0f3fecd8124e9bf097bf1beff5e7a
before,historical_source,cadence_inventory_only,aug03,segment_0004,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001/segments/segment_0004/binance_hot_events.csv.gz,segments/segment_0004/binance_hot_events.csv.gz,13084905,390076a77a30faff70c17b90096b483f99bca671b86713150289e07a2d21a943,4ca8b2e0be7f989eabf11294d9a60da491c0f3fecd8124e9bf097bf1beff5e7a
before,historical_source,cadence_inventory_only,aug03,segment_0005,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001/segments/segment_0005/binance_hot_events.csv.gz,segments/segment_0005/binance_hot_events.csv.gz,12591557,8bf827e13c09d8a43e451ba260bf9728a40875d9f797ef3f4bb2cd02a8eb8f42,4ca8b2e0be7f989eabf11294d9a60da491c0f3fecd8124e9bf097bf1beff5e7a
before,historical_source,cadence_inventory_only,aug03,segment_0006,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001/segments/segment_0006/binance_hot_events.csv.gz,segments/segment_0006/binance_hot_events.csv.gz,9587859,fd7bf90360e2e3f26f2e4dbd48cf1df2e7a9cbcde42b249a6545b034904b0fd5,4ca8b2e0be7f989eabf11294d9a60da491c0f3fecd8124e9bf097bf1beff5e7a
before,historical_source,cadence_inventory_only,aug03,segment_0007,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001/segments/segment_0007/binance_hot_events.csv.gz,segments/segment_0007/binance_hot_events.csv.gz,6389942,4b455d641e1927669500f78a65be2df3a9572fa0890d43f7224221b750378656,4ca8b2e0be7f989eabf11294d9a60da491c0f3fecd8124e9bf097bf1beff5e7a
before,historical_source,cadence_inventory_only,aug03,segment_0008,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001/segments/segment_0008/binance_hot_events.csv.gz,segments/segment_0008/binance_hot_events.csv.gz,6392974,bbda79f8605ffda5395ac15dd949f5cc283502d8b3904c6ff1505d679913fe0a,4ca8b2e0be7f989eabf11294d9a60da491c0f3fecd8124e9bf097bf1beff5e7a
before,historical_source,cadence_inventory_only,aug03,segment_0009,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001/segments/segment_0009/binance_hot_events.csv.gz,segments/segment_0009/binance_hot_events.csv.gz,6603078,d02d93fbff7404876b9b9a9d3c398d878aba5a6d7cc29c288937ccc251b7c636,4ca8b2e0be7f989eabf11294d9a60da491c0f3fecd8124e9bf097bf1beff5e7a
before,historical_source,cadence_inventory_only,aug03,segment_0010,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0803T001/segments/segment_0010/binance_hot_events.csv.gz,segments/segment_0010/binance_hot_events.csv.gz,6729102,7bf863060bcd0bba2dc99745f8065b92a6623c1c838f51ae373d5af3858c7f74,4ca8b2e0be7f989eabf11294d9a60da491c0f3fecd8124e9bf097bf1beff5e7a
before,historical_source,cadence_inventory_only,aug04,segment_0001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0804T001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0804T001/segments/segment_0001/binance_hot_events.csv.gz,segments/segment_0001/binance_hot_events.csv.gz,60266083,0f800aa34285e05ea475b3703258d15eb0add95352ff1cfab36c0444ff49502d,ed47cd97b55f5305b0527ac93e6b65d2344ef453b18e7f510f7c7c4e88bcd0cd
before,historical_source,cadence_inventory_only,jul30,segment_0001,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013/segments/segment_0001/binance_hot_events.csv.gz,segments/segment_0001/binance_hot_events.csv.gz,54157067,d56b10d37ede4d31fea2814898a6194946a8e18c57a554807804db35e3cf9ea3,c46c735d7933587af6eece4a9dd1bce241b3c093866efce976b1c3f952e72ce0
before,historical_source,cadence_inventory_only,jul30,segment_0002,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013/segments/segment_0002/binance_hot_events.csv.gz,segments/segment_0002/binance_hot_events.csv.gz,34165823,4a72971f1466145a82f62c5416dd8f723c5fae013c7cdd5d0fd272140d1d0b16,c46c735d7933587af6eece4a9dd1bce241b3c093866efce976b1c3f952e72ce0
before,historical_source,cadence_inventory_only,jul30,segment_0003,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013/segments/segment_0003/binance_hot_events.csv.gz,segments/segment_0003/binance_hot_events.csv.gz,39109458,6ac5cdc3a6fdda5b1da7f23da9161c802d4535fd5f13dc70a96f05b93161f125,c46c735d7933587af6eece4a9dd1bce241b3c093866efce976b1c3f952e72ce0
before,historical_source,cadence_inventory_only,jul30,segment_0004,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013/segments/segment_0004/binance_hot_events.csv.gz,segments/segment_0004/binance_hot_events.csv.gz,37194429,70b9a578cf573fd354720339293f18ebea4c950d389f0c46d3e26e3678d58e05,c46c735d7933587af6eece4a9dd1bce241b3c093866efce976b1c3f952e72ce0
before,historical_source,cadence_inventory_only,jul30,segment_0005,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013/segments/segment_0005/binance_hot_events.csv.gz,segments/segment_0005/binance_hot_events.csv.gz,32082002,38f26f2e6536c36d0fa355bffeb542305760c11eb3797fe2ba9d7cd307123fe8,c46c735d7933587af6eece4a9dd1bce241b3c093866efce976b1c3f952e72ce0
before,historical_source,cadence_inventory_only,jul30,segment_0006,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013/segments/segment_0006/binance_hot_events.csv.gz,segments/segment_0006/binance_hot_events.csv.gz,27640727,a232cf48b80dea49083536c0d99e0b75fa1389fc05f0f0371d2c7cbb92610ab7,c46c735d7933587af6eece4a9dd1bce241b3c093866efce976b1c3f952e72ce0
before,historical_source,cadence_inventory_only,jul30,segment_0007,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013,/Users/liu/Documents/hftbacktest/local_live_analysis/skhynix_cross_exchange_research_0730T013/segments/segment_0007/binance_hot_events.csv.gz,segments/segment_0007/binance_hot_events.csv.gz,25954218,0ed34e58b28b6c1bb929ea0a8333b556a3076fc7ea685fbd60adb23ed09f1930,c46c735d7933587af6eece4a9dd1bce241b3c093866efce976b1c3f952e72ce0
