capture_id,research_date,role,source_state,destination_state,transition_count,transition_probability
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,Q4,Q5,143,0.08887507768800497
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,Q5,Q0,195,0.1759927797833935
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,Q5,Q1,423,0.38176895306859204
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,Q5,Q2,75,0.06768953068592058
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,Q5,Q3,142,0.12815884476534295
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,Q5,Q4,89,0.08032490974729242
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,Q5,Q5,184,0.16606498194945848
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q0,Q0,278,0.18265440210249673
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q0,Q1,242,0.1590013140604468
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q0,Q2,65,0.042706964520367936
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q0,Q3,316,0.2076215505913272
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q0,Q4,20,0.013140604467805518
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q0,Q5,601,0.39487516425755587
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q1,Q0,223,0.14285714285714285
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q1,Q1,398,0.2549647661755285
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q1,Q2,86,0.05509288917360666
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q1,Q3,319,0.20435618193465727
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q1,Q4,61,0.039077514413837285
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q1,Q5,474,0.3036515054452274
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q2,Q0,54,0.13138686131386862
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q2,Q1,111,0.27007299270072993
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q2,Q2,33,0.08029197080291971
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q2,Q3,87,0.2116788321167883
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q2,Q4,5,0.012165450121654502
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q2,Q5,121,0.2944038929440389
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q3,Q0,348,0.16934306569343066
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q3,Q1,276,0.1343065693430657
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q3,Q2,91,0.044282238442822384
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q3,Q3,489,0.23795620437956205
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q3,Q4,10,0.004866180048661801
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q3,Q5,841,0.4092457420924574
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q4,Q0,16,0.12598425196850394
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q4,Q1,48,0.3779527559055118
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q4,Q2,12,0.09448818897637795
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q4,Q3,16,0.12598425196850394
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q4,Q4,17,0.13385826771653545
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q4,Q5,18,0.14173228346456693
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q5,Q0,602,0.18121613485851895
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q5,Q1,486,0.14629741119807346
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q5,Q2,124,0.03732691149909693
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q5,Q3,829,0.24954846478025286
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q5,Q4,14,0.004214328717639976
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,Q5,Q5,1267,0.38139674894641784
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q0,Q0,311,0.19280843149411037
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q0,Q1,219,0.13577185368877867
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q0,Q2,106,0.0657160570365778
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q0,Q3,417,0.25852448853068816
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q0,Q4,11,0.006819590824550527
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q0,Q5,549,0.34035957842529446
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q1,Q0,251,0.17814052519517387
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q1,Q1,237,0.16820440028388928
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q1,Q2,105,0.0745209368346345
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q1,Q3,351,0.24911284599006386
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q1,Q4,14,0.0099361249112846
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q1,Q5,451,0.32008516678495386
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q2,Q0,96,0.15841584158415842
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q2,Q1,113,0.18646864686468648
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q2,Q2,50,0.08250825082508251
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q2,Q3,146,0.24092409240924093
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q2,Q4,6,0.009900990099009901
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q2,Q5,195,0.3217821782178218
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q3,Q0,375,0.16411378555798686
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q3,Q1,337,0.1474835886214442
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q3,Q2,160,0.0700218818380744
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q3,Q3,614,0.2687089715536105
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q3,Q4,16,0.00700218818380744
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q3,Q5,783,0.3426695842450766
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q4,Q0,11,0.1746031746031746
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q4,Q1,9,0.14285714285714285
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q4,Q2,6,0.09523809523809523
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q4,Q3,20,0.31746031746031744
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q4,Q4,2,0.031746031746031744
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q4,Q5,15,0.23809523809523808
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q5,Q0,568,0.18795499669093316
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q5,Q1,494,0.16346790205162146
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q5,Q2,179,0.05923229649238915
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q5,Q3,738,0.2442091330244871
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q5,Q4,14,0.004632693580410324
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,Q5,Q5,1029,0.34050297816015884
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q0,Q0,349,0.19942857142857143
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q0,Q1,231,0.132
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q0,Q2,77,0.044
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q0,Q3,442,0.25257142857142856
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q0,Q4,11,0.006285714285714286
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q0,Q5,640,0.3657142857142857
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q1,Q0,231,0.1736842105263158
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q1,Q1,229,0.17218045112781954
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q1,Q2,78,0.058646616541353384
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q1,Q3,340,0.2556390977443609
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q1,Q4,14,0.010526315789473684
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q1,Q5,438,0.3293233082706767
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q2,Q0,80,0.1941747572815534
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q2,Q1,74,0.1796116504854369
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q2,Q2,21,0.050970873786407765
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q2,Q3,94,0.22815533980582525
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q2,Q4,6,0.014563106796116505
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q2,Q5,137,0.3325242718446602
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q3,Q0,401,0.1815301041195111
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q3,Q1,326,0.14757808963331825
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q3,Q2,103,0.046627433227704844
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q3,Q3,554,0.2507922136713445
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q3,Q4,18,0.008148483476686284
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q3,Q5,807,0.36532367587143505
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q4,Q0,7,0.1111111111111111
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q4,Q1,13,0.20634920634920634
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q4,Q2,3,0.047619047619047616
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q4,Q3,18,0.2857142857142857
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q4,Q4,1,0.015873015873015872
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q4,Q5,21,0.3333333333333333
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q5,Q0,681,0.21057513914656772
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q5,Q1,457,0.14131106988249845
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q5,Q2,130,0.04019789734075448
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q5,Q3,762,0.23562152133580705
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q5,Q4,13,0.004019789734075448
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,Q5,Q5,1191,0.3682745825602968
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q0,Q0,373,0.21025930101465615
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q0,Q1,236,0.133032694475761
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q0,Q2,95,0.05355129650507328
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q0,Q3,461,0.25986471251409243
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q0,Q4,8,0.004509582863585118
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q0,Q5,601,0.338782412626832
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q1,Q0,234,0.1838177533385703
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q1,Q1,205,0.1610369206598586
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q1,Q2,88,0.06912804399057344
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q1,Q3,314,0.24666142969363708
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q1,Q4,7,0.0054988216810683424
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q1,Q5,425,0.33385703063629224
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q2,Q0,94,0.1750465549348231
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q2,Q1,99,0.18435754189944134
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q2,Q2,56,0.1042830540037244
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q2,Q3,108,0.2011173184357542
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q2,Q4,1,0.00186219739292365
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q2,Q5,179,0.3333333333333333
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q3,Q0,413,0.1859522737505628
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q3,Q1,285,0.12832057631697433
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q3,Q2,124,0.055830706888788835
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q3,Q3,605,0.27239981990094553
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q3,Q4,18,0.00810445745159838
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q3,Q5,776,0.34939216569113013
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q4,Q0,8,0.17777777777777778
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q4,Q1,9,0.2
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q4,Q2,2,0.044444444444444446
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q4,Q3,19,0.4222222222222222
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q4,Q4,0,0.0
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q4,Q5,7,0.15555555555555556
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q5,Q0,651,0.2067979669631512
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q5,Q1,439,0.1394536213468869
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q5,Q2,172,0.054637865311308764
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q5,Q3,715,0.22712833545108005
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q5,Q4,11,0.00349428208386277
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,Q5,Q5,1160,0.3684879288437103
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q0,Q0,1480,0.4350382128159906
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q0,Q1,1922,0.5649617871840094
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q0,Q2,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q0,Q3,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q0,Q4,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q0,Q5,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q1,Q0,1921,0.34328091493924234
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q1,Q1,3675,0.6567190850607577
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q1,Q2,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q1,Q3,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q1,Q4,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q1,Q5,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q2,Q0,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q2,Q1,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q2,Q2,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q2,Q3,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q2,Q4,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q2,Q5,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q3,Q0,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q3,Q1,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q3,Q2,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q3,Q3,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q3,Q4,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q3,Q5,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q4,Q0,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q4,Q1,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q4,Q2,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q4,Q3,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q4,Q4,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q4,Q5,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q5,Q0,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q5,Q1,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q5,Q2,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q5,Q3,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q5,Q4,0,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,Q5,Q5,0,0.0
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q0,Q0,275,0.1893939393939394
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q0,Q1,265,0.1825068870523416
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q0,Q2,107,0.07369146005509641
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q0,Q3,364,0.25068870523415976
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q0,Q4,18,0.012396694214876033
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q0,Q5,423,0.29132231404958675
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q1,Q0,235,0.1341324200913242
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q1,Q1,378,0.21575342465753425
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q1,Q2,140,0.07990867579908675
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q1,Q3,467,0.2665525114155251
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q1,Q4,41,0.023401826484018264
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q1,Q5,491,0.2802511415525114
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q2,Q0,104,0.14647887323943662
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q2,Q1,158,0.22253521126760564
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q2,Q2,65,0.09154929577464789
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q2,Q3,174,0.24507042253521127
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q2,Q4,13,0.018309859154929577
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q2,Q5,196,0.27605633802816903
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q3,Q0,341,0.14498299319727892
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q3,Q1,434,0.18452380952380953
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q3,Q2,208,0.08843537414965986
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q3,Q3,656,0.2789115646258503
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q3,Q4,42,0.017857142857142856
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q3,Q5,671,0.28528911564625853
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q4,Q0,33,0.2129032258064516
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q4,Q1,29,0.1870967741935484
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q4,Q2,13,0.08387096774193549
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q4,Q3,27,0.17419354838709677
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q4,Q4,10,0.06451612903225806
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,Q4,Q5,43,0.27741935483870966
