attempt,status,reason,handoff_phase,candidate_source_exchange_time_ms,candidate_age_seconds,max_age_seconds,trigger_candidate_source_exchange_time_ms,trigger_candidate_age_seconds,trigger_candidate_side,trigger_candidate_quote_px,trigger_candidate_size_btc,trigger_candidate_quality_bucket,trigger_candidate_freshness_status,trigger_candidate_skip_reason,current_reprice_allowed,current_reprice_skip_reason,current_reprice_candidate_source_exchange_time_ms,current_reprice_candidate_age_seconds,selected_side,selected_quote_px,current_bid,current_ask,selected_size_btc,max_order_size_btc,quality_bucket,current_same_side_top_qty_btc,current_same_side_top_order_count,current_top_depth_multiple_of_order,post_only_tif,post_only_non_crossing,current_touch_match,source
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784187366328,0.78,1.0,1784187366328,0.78,buy,64314,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784187366328,0.78,,,64309.0,64310.0,,0.005,,2.48383,19,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187371044,0.469,1.0,1784187371044,0.469,buy,64300,0.005,quality_a,pass,,True,,1784187371044,0.469,buy,64292.0,64292.0,64293.0,0.005,0.005,quality_a,0.00202,1,0.404,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187373555,0.5,1.0,1784187373555,0.5,buy,64283,0.005,quality_a,pass,,True,,1784187373555,0.5,buy,64276.0,64276.0,64277.0,0.005,0.005,quality_a,0.0574,3,11.48,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784187400000,0.49,1.0,1784187400000,0.49,buy,64282,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784187400000,0.49,,,64281.0,64282.0,,0.005,,5.75037,34,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784187410369,0.437,1.0,1784187410369,0.437,buy,64300,0.002,quality_b,pass,,False,outside_quality_a_b_queue_bands,1784187410369,0.437,,,64304.0,64305.0,,0.005,,4.51716,51,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187421446,0.482,1.0,1784187421446,0.482,buy,64300,0.00084,quality_a,pass,,True,,1784187421446,0.482,buy,64284.0,64284.0,64285.0,0.00084,0.005,quality_a,0.00311,1,3.70238095,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784187425883,0.698,1.0,1784187425883,0.698,buy,64284,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784187425883,0.698,,,64274.0,64275.0,,0.005,,4.31489,31,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784187486047,0.41,1.0,1784187486047,0.41,buy,64261,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784187486047,0.41,,,64268.0,64269.0,,0.005,,1.63877,26,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187498731,0.759,1.0,1784187498731,0.759,buy,64261,0.002,quality_b,pass,,True,,1784187498731,0.759,buy,64261.0,64261.0,64262.0,0.002,0.005,quality_b,0.1072,5,53.6,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187499399,0.628,1.0,1784187499399,0.628,buy,64261,0.002,quality_b,pass,,True,,1784187499399,0.628,buy,64261.0,64261.0,64262.0,0.005,0.005,quality_a,0.09076,4,18.152,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784187516307,0.358,1.0,1784187516307,0.358,buy,64271,0.0006,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784187516307,0.358,,,64269.0,64270.0,,0.005,,0.14982,1,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187517396,0.382,1.0,1784187517396,0.382,buy,64268,0.00055,quality_a,pass,,True,,1784187517396,0.382,buy,64266.0,64266.0,64267.0,0.00055,0.005,quality_a,0.00016,1,0.29090909,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187610666,0.553,1.0,1784187610666,0.553,buy,64237,0.0016,quality_a,pass,,True,,1784187610666,0.553,buy,64226.0,64226.0,64227.0,0.0016,0.005,quality_b,0.04244,3,26.525,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187636578,0.309,1.0,1784187636578,0.309,buy,64211,0.002,quality_b,pass,,True,,1784187636578,0.309,buy,64199.0,64199.0,64200.0,0.005,0.005,quality_a,0.08938,3,17.876,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187692769,0.687,1.0,1784187692769,0.687,buy,64229,0.002,quality_b,pass,,True,,1784187692769,0.687,buy,64222.0,64222.0,64223.0,0.005,0.005,quality_a,0.02863,3,5.726,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187700701,0.468,1.0,1784187700701,0.468,buy,64208,0.005,quality_a,pass,,True,,1784187700701,0.468,buy,64199.0,64199.0,64200.0,0.005,0.005,quality_a,0.00062,1,0.124,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784187709616,0.757,1.0,1784187709616,0.757,buy,64209,0.00245,quality_a,pass,,True,,1784187709616,0.757,buy,64209.0,64209.0,64210.0,0.00245,0.005,quality_a,0.03486,1,14.22857143,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,post_open_orders_handoff_latency_exceeded,post_open_orders_inline_reprice,1784187710361,1.08,1.0,1784187710361,1.08,buy,64209,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784187710361,1.08,,,64204.0,64205.0,,0.005,,3.72172,9,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784187741343,0.82,1.0,1784187741343,0.82,buy,64213,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784187741343,0.82,,,64201.0,64202.0,,0.005,,1.13245,27,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784187799027,0.372,1.0,1784187799027,0.372,buy,64229,0.00248,quality_a,pass,,True,,1784187799027,0.372,buy,64228.0,64228.0,64229.0,0.002,0.005,quality_b,0.07812,1,39.06,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784187800156,0.448,1.0,1784187800156,0.448,buy,64228,0.00403,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784187800156,0.448,,,64198.0,64218.0,,0.005,,0.55504,1,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784187867360,0.802,1.0,1784187867360,0.802,buy,64225,0.00063,quality_a,pass,,True,,1784187867360,0.802,buy,64219.0,64219.0,64220.0,0.00063,0.005,quality_a,0.0022,1,3.49206349,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784187868574,0.649,1.0,1784187868574,0.649,buy,64219,0.00218,quality_a,pass,,True,,1784187868574,0.649,buy,64210.0,64210.0,64211.0,0.00218,0.005,quality_a,0.00327,2,1.5,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784187873708,0.436,1.0,1784187873708,0.436,buy,64222,0.00097,quality_a,pass,,True,,1784187873708,0.436,buy,64217.0,64217.0,64218.0,0.00097,0.005,quality_a,0.0022,1,2.26804124,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784187900140,0.484,1.0,1784187900140,0.484,buy,64213,0.00259,quality_a,pass,,True,,1784187900140,0.484,buy,64211.0,64211.0,64212.0,0.00259,0.005,quality_a,0.0454,2,17.52895753,Alo,True,True,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784187910761,0.638,1.0,1784187910761,0.638,buy,64211,0.005,quality_a,pass,,True,,1784187910761,0.638,buy,64209.0,64209.0,64210.0,0.005,0.005,quality_a,0.00653,1,1.306,Alo,True,True,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784187915050,0.657,1.0,1784187915050,0.657,buy,64197,0.00043,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784187915050,0.657,,,64195.0,64196.0,,0.005,,1.68376,8,,Alo,False,False,inline_reprice_current_candidate_guard
2,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784187929360,0.381,1.0,1784187929360,0.381,buy,64229,0.00012,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784187929360,0.381,,,64229.0,64230.0,,0.005,,1.26096,2,,Alo,False,False,inline_reprice_current_candidate_guard
2,pass,,post_open_orders_inline_reprice,1784187942329,0.428,1.0,1784187942329,0.428,buy,64232,0.005,quality_a,pass,,True,,1784187942329,0.428,buy,64227.0,64227.0,64228.0,0.002,0.005,quality_b,0.15656,2,78.28,Alo,True,True,inline_reprice_current_candidate_guard
