event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
143,l2Book,1784187134259,64442,64443,1,0.00597,0,0.00597,0,3.0
144,l2Book,1784187134795,64442,64443,1,0.00597,0,0.00597,0,3.0
145,l2Book,1784187135340,64442,64443,1,0.00597,0,0.00597,0,3.0
146,l2Book,1784187135882,64442,64443,1,0.00597,0,0.00597,0,3.0
147,l2Book,1784187136418,64442,64443,1,0.00597,0,0.00597,0,3.0
148,trades,1784187136551,64442,64443,2,0.01114,0,0.01114,0,3.0
149,l2Book,1784187136922,64442,64443,2,0.01114,0,0.01114,0,3.0
150,l2Book,1784187137468,64442,64443,1,0.00517,0,0.00517,0,3.0
151,l2Book,1784187138025,64442,64443,1,0.00517,0,0.00517,0,3.0
152,trades,1784187138025,64442,64443,2,0.00517,0,0.00517,0.001,3.0
153,trades,1784187138225,64442,64443,3,0.00536,0,0.00536,0.001,3.0
154,l2Book,1784187138571,64442,64443,3,0.00536,0,0.00536,0.001,3.0
155,trades,1784187138636,64442,64443,4,0.00597,0,0.00597,0.001,3.0
156,trades,1784187139038,64442,64443,5,0.0159,0,0.0159,0.001,3.0
157,l2Book,1784187139096,64442,64443,5,0.0159,0,0.0159,0.001,3.0
158,trades,1784187139354,64442,64443,6,0.01607,0,0.01607,0.001,3.0
159,l2Book,1784187139641,64442,64443,5,0.0109,0,0.0109,0.001,3.0
160,l2Book,1784187140162,64442,64443,5,0.0109,0,0.0109,0.001,3.0
161,l2Book,1784187140705,64442,64443,5,0.0109,0,0.0109,0.001,3.0
162,trades,1784187141052,64442,64443,5,0.0109,0,0.0109,0.00018,3.0
163,l2Book,1784187141251,64442,64443,4,0.01071,0,0.01071,0.00018,3.0
164,l2Book,1784187141805,64441,64442,3,0,0,0,0.01028,3.0
165,trades,1784187141805,64441,64442,4,0.00061,0,0.00061,0.01028,3.0
166,trades,1784187141872,64441,64442,7,0.00663,0,0.00663,0.01028,3.0
167,l2Book,1784187142323,64441,64442,6,0.00663,0,0.00663,0.00035,3.0
168,trades,1784187142477,64441,64442,8,0.02711,0,0.02711,0.00018,3.0
169,l2Book,1784187142877,64441,64442,8,0.02711,0,0.02711,0.00018,3.0
170,trades,1784187142877,64441,64442,10,0.03021,0,0.03021,0.00018,3.0
171,trades,1784187143277,64441,64442,12,0.04158,0,0.04158,0.00018,3.0
172,l2Book,1784187143398,64441,64442,12,0.04158,0,0.04158,0.00018,3.0
173,trades,1784187143481,64441,64442,13,0.04365,0,0.04365,0.00018,3.0
174,trades,1784187143682,64441,64442,14,0.04365,0,0.04365,0.05914,3.0
175,l2Book,1784187143942,64441,64442,14,0.04365,0,0.04365,0.05914,3.0
176,trades,1784187144411,64441,64442,14,0.04365,0,0.04365,0.06024,3.0
177,l2Book,1784187144487,64441,64442,14,0.04365,0,0.04365,0.06024,3.0
178,l2Book,1784187145157,64441,64442,10,0.03702,0,0.03702,0.06024,3.0
179,trades,1784187145091,64441,64442,11,0.03721,0,0.03721,0.06024,3.0
180,trades,1784187145157,64441,64442,12,0.04603,0,0.04603,0.06024,3.0
181,l2Book,1784187145627,64441,64442,9,0.02555,0,0.02555,0.06024,3.0
182,trades,1784187145766,64441,64442,10,0.02555,0,0.02555,0.06124,3.0
183,l2Book,1784187146167,64441,64442,8,0.02245,0,0.02245,0.06124,3.0
184,trades,1784187146638,64441,64442,6,0.00938,0,0.00938,0.06124,3.0
185,l2Book,1784187146701,64441,64442,5,0.00938,0,0.00938,0.00228,3.0
186,trades,1784187146841,64441,64442,8,0.30098,0,0.30098,0.00228,3.0
187,trades,1784187147043,64441,64442,9,0.30198,0,0.30198,0.00228,3.0
188,l2Book,1784187147247,64441,64442,9,0.30198,0,0.30198,0.00228,3.0
189,trades,1784187147708,64441,64442,10,0.30198,0,0.30198,0.35889,3.0
190,l2Book,1784187147787,64441,64442,10,0.30198,0,0.30198,0.35889,3.0
191,l2Book,1784187148311,64441,64442,8,0.29297,0,0.29297,0.35889,3.0
192,trades,1784187148800,64441,64442,8,0.29297,0,0.29297,0.42122,3.0
193,l2Book,1784187148867,64441,64442,8,0.29297,0,0.29297,0.42122,3.0
194,trades,1784187149004,64441,64442,10,0.29374,0.00023,0.29397,0.42122,3.0
195,l2Book,1784187149961,64439,64440,6,0.00023,0,0.00023,0.42299,3.0
196,l2Book,1784187150462,64439,64440,5,0.00023,0,0.00023,0.42199,3.0
197,l2Book,1784187150992,64439,64440,3,0.00023,0,0.00023,0.0641,3.0
198,l2Book,1784187151551,64439,64440,3,0.00023,0,0.00023,0.0641,3.0
199,trades,1784187151551,64439,64440,5,0.00023,0,0.00023,0.1209,3.0
200,trades,1784187152002,64439,64440,5,0.00023,0,0.00023,0.07681,3.0
201,l2Book,1784187152087,64439,64440,3,0,0,0,0.07604,3.0
202,l2Book,1784187152611,64439,64440,3,0,0,0,0.07604,3.0
203,trades,1784187152675,64439,64440,4,0,0,0,0.13705,3.0
204,l2Book,1784187153151,64439,64440,4,0,0,0,0.13705,3.0
205,l2Book,1784187153701,64439,64440,4,0,0,0,0.13705,3.0
206,trades,1784187153701,64439,64440,5,0,0,0,0.14161,3.0
207,trades,1784187154028,64439,64440,6,0,0,0,0.14197,3.0
208,l2Book,1784187154229,64439,64440,6,0,0,0,0.14197,3.0
209,l2Book,1784187154769,64439,64440,4,0,0,0,0.08517,3.0
210,l2Book,1784187155313,64439,64440,3,0,0,0,0.06593,3.0
211,trades,1784187155514,64439,64440,4,0,0,0,0.07863,3.0
212,trades,1784187155781,64439,64440,4,0.0032,0,0.0032,0.01762,3.0
213,l2Book,1784187155847,64439,64440,4,0.0032,0,0.0032,0.01762,3.0
214,trades,1784187156050,64439,64440,5,0.02104,0,0.02104,0.01762,3.0
215,l2Book,1784187156383,64439,64440,5,0.02104,0,0.02104,0.01762,3.0
216,l2Book,1784187156920,64439,64440,4,0.02104,0,0.02104,0.01306,3.0
217,trades,1784187156987,64439,64440,5,0.041,0,0.041,0.01306,3.0
218,l2Book,1784187157459,64439,64440,4,0.041,0,0.041,0.0127,3.0
219,l2Book,1784187157995,64439,64440,4,0.041,0,0.041,0.0127,3.0
220,trades,1784187157995,64439,64440,10,0.713,0,0.713,0.0127,3.0
221,trades,1784187158064,64439,64440,11,0.78097,0,0.78097,0.0127,3.0
222,l2Book,1784187158531,64437,64438,10,0,0,0,0.78097,3.0
223,l2Book,1784187159069,64437,64438,8,0,0,0,0.75993,3.0
224,l2Book,1784187159592,64437,64438,8,0,0,0,0.75993,3.0
225,trades,1784187160076,64437,64438,8,0.00104,0,0.00104,0.73997,3.0
226,l2Book,1784187160201,64437,64438,8,0.00104,0,0.00104,0.73997,3.0
227,l2Book,1784187160738,64437,64438,8,0.00104,0,0.00104,0.73997,3.0
228,trades,1784187160881,64437,64438,9,0.01326,0,0.01326,0.73997,3.0
229,trades,1784187161009,64437,64438,4,0.0139,0,0.0139,0.06797,3.0
230,l2Book,1784187161285,64437,64438,3,0.0139,0,0.0139,0,3.0
231,l2Book,1784187161820,64437,64438,3,0.0139,0,0.0139,0,3.0
232,l2Book,1784187162345,64437,64438,3,0.0139,0,0.0139,0,3.0
233,l2Book,1784187162901,64437,64438,3,0.0139,0,0.0139,0,3.0
234,trades,1784187163103,64437,64438,5,0.4232,0,0.4232,0,3.0
235,l2Book,1784187163437,64437,64438,5,0.4232,0,0.4232,0,3.0
236,l2Book,1784187163974,64437,64438,4,0.41098,0,0.41098,0,3.0
237,l2Book,1784187164530,64437,64438,3,0.41034,0,0.41034,0,3.0
238,trades,1784187164530,64437,64438,10,0.9566,0,0.9566,0,3.0
239,l2Book,1784187165057,64437,64438,10,0.9566,0,0.9566,0,3.0
240,l2Book,1784187165666,64437,64438,10,0.9566,0,0.9566,0,3.0
241,l2Book,1784187166274,64437,64438,7,0.54626,0,0.54626,0,3.0
242,trades,1784187166766,64437,64438,8,0.54626,0,0.54626,0.00043,3.0
243,l2Book,1784187166828,64437,64438,8,0.54626,0,0.54626,0.00043,3.0
244,trades,1784187167083,64437,64438,9,0.54626,0,0.54626,0.00093,3.0
245,trades,1784187167164,64437,64438,11,0.54626,0,0.54626,0.00157,3.0
246,l2Book,1784187167364,64448,64449,11,0,0.54626,0.54626,0.00157,3.0
247,trades,1784187167364,64448,64449,18,0,0.54626,0.54626,0.04069,3.0
248,l2Book,1784187167890,64448,64449,11,0,0,0,0.04069,3.0
249,l2Book,1784187168421,64448,64449,11,0,0,0,0.04069,3.0
250,l2Book,1784187168970,64448,64449,11,0,0,0,0.04069,3.0
251,trades,1784187169024,64448,64449,13,0.00993,0,0.00993,0.04069,3.0
252,l2Book,1784187169507,64448,64449,13,0.00993,0,0.00993,0.04069,3.0
253,l2Book,1784187170030,64448,64449,12,0.00993,0,0.00993,0.04026,3.0
254,l2Book,1784187170578,64448,64449,2,0.00993,0,0.00993,0,3.0
255,trades,1784187171035,64448,64449,3,0.00993,0,0.00993,0.00018,3.0
256,l2Book,1784187171116,64448,64449,3,0.00993,0,0.00993,0.00018,3.0
257,l2Book,1784187171717,64448,64449,3,0.00993,0,0.00993,0.00018,3.0
258,trades,1784187171986,64448,64449,4,0.00993,0,0.00993,0.00179,3.0
259,l2Book,1784187172241,64448,64449,2,0,0,0,0.00179,3.0
260,l2Book,1784187172789,64448,64449,2,0,0,0,0.00179,3.0
261,trades,1784187172987,64448,64449,3,0,0,0,0.00293,3.0
262,trades,1784187173127,64448,64449,6,0,0,0,0.13446,3.0
263,l2Book,1784187173328,64448,64449,6,0,0,0,0.13446,3.0
264,l2Book,1784187173851,64448,64449,6,0,0,0,0.13446,3.0
265,l2Book,1784187174455,64448,64449,5,0,0,0,0.13428,3.0
266,l2Book,1784187175058,64448,64449,4,0,0,0,0.13267,3.0
267,trades,1784187175058,64448,64449,5,0.00019,0,0.00019,0.13267,3.0
268,l2Book,1784187175660,64448,64449,5,0.00019,0,0.00019,0.13267,3.0
269,trades,1784187175860,64448,64449,6,0.00019,0,0.00019,0.13285,3.0
270,l2Book,1784187176185,64448,64449,2,0.00019,0,0.00019,0.00018,3.0
271,trades,1784187176520,64448,64449,4,0.00019,0.00032,0.00051,0.00018,3.0
272,trades,1784187176666,64448,64449,6,0.00019,0.08838,0.08857,0.00018,3.0
273,l2Book,1784187176722,64441,64443,6,0,0,0,0.08875,3.0
274,trades,1784187176722,64441,64443,7,0,0,0,0.09925,3.0
275,l2Book,1784187177269,64441,64442,7,0,0,0,0.09925,3.0
276,trades,1784187177329,64441,64442,11,0.00077,0.00143,0.0022,0.09925,3.0
277,trades,1784187177601,64441,64442,12,0.00077,0.00143,0.0022,0.11304,3.0
278,l2Book,1784187178344,64438,64439,11,0.00111,0,0.00111,0.11394,3.0
279,l2Book,1784187178880,64438,64439,10,0.00111,0,0.00111,0.11376,3.0
280,trades,1784187178880,64438,64439,11,0.00111,0,0.00111,0.13332,3.0
281,trades,1784187179080,64438,64439,12,0.00111,0,0.00111,0.179,3.0
282,trades,1784187179219,64438,64439,13,0.00111,0,0.00111,0.189,3.0
283,l2Book,1784187179420,64438,64439,13,0.00111,0,0.00111,0.189,3.0
284,trades,1784187179420,64438,64439,14,0.00111,0,0.00111,0.18997,3.0
285,l2Book,1784187179963,64438,64439,9,0.00111,0,0.00111,0.09109,3.0
286,l2Book,1784187180488,64438,64439,5,0,0,0,0.09,3.0
287,trades,1784187180488,64438,64439,6,0,0,0,0.14907,3.0
288,trades,1784187180836,64438,64439,6,0,0,0,0.13983,3.0
289,l2Book,1784187181071,64438,64439,6,0,0,0,0.13983,3.0
290,trades,1784187181138,64438,64439,7,0,0,0,0.1423,3.0
291,l2Book,1784187181536,64438,64439,7,0,0,0,0.1423,3.0
292,trades,1784187181672,64438,64439,8,0,0,0,0.14348,3.0
293,trades,1784187181988,64438,64439,8,0,0,0,0.13731,3.0
294,l2Book,1784187182050,64438,64439,8,0,0,0,0.13731,3.0
295,trades,1784187182050,64438,64439,9,0,0,0,0.16204,3.0
296,trades,1784187182454,64438,64439,7,0,0,0,0.10558,3.0
297,trades,1784187182541,64438,64439,8,0,0,0,0.10743,3.0
298,l2Book,1784187182657,64438,64439,8,0,0,0,0.10743,3.0
299,trades,1784187182744,64438,64439,10,0,0,0,0.11014,3.0
300,l2Book,1784187183264,64438,64439,10,0,0,0,0.11014,3.0
301,trades,1784187183548,64438,64439,10,0,0,0,0.05338,3.0
302,l2Book,1784187183870,64438,64439,9,0,0,0,0.04883,3.0
303,trades,1784187183950,64438,64439,11,0,0,0,0.05033,3.0
304,trades,1784187184010,64438,64439,12,0,0,0,0.05068,3.0
305,l2Book,1784187184372,64438,64439,11,0,0,0,0.04821,3.0
306,l2Book,1784187184908,64438,64439,10,0,0,0,0.04703,3.0
307,trades,1784187185174,64438,64439,9,0,0,0,0.02892,3.0
308,l2Book,1784187185445,64438,64439,9,0,0,0,0.02892,3.0
309,l2Book,1784187185979,64438,64439,5,0,0,0,0.02417,3.0
310,trades,1784187186296,64438,64439,6,0,0,0,0.025,3.0
311,l2Book,1784187186496,64438,64439,6,0,0,0,0.025,3.0
312,trades,1784187186703,64438,64439,6,0,0,0,0.0234,3.0
313,trades,1784187186988,64438,64439,6,0,0,0,0.02696,3.0
314,l2Book,1784187187106,64438,64439,5,0,0,0,0.02661,3.0
315,trades,1784187187186,64438,64439,6,0,0,0,0.0521,3.0
316,trades,1784187187394,64438,64439,7,0,0,0,0.0753,3.0
317,trades,1784187187511,64438,64439,8,0,0,0,0.08297,3.0
318,l2Book,1784187187596,64438,64439,8,0,0,0,0.08297,3.0
319,trades,1784187187998,64438,64439,9,0,0,0,0.08316,3.0
320,l2Book,1784187188117,64438,64439,9,0,0,0,0.08316,3.0
321,trades,1784187188117,64438,64439,10,0.07112,0,0.07112,0.08316,3.0
322,trades,1784187188400,64438,64439,10,0.07112,0,0.07112,0.07029,3.0
323,trades,1784187188602,64438,64439,11,0.07112,0,0.07112,0.07344,3.0
324,l2Book,1784187188723,64438,64439,11,0.07112,0,0.07112,0.07344,3.0
325,trades,1784187189002,64438,64439,12,0.07112,0,0.07112,0.08,3.0
326,trades,1784187189129,64438,64439,41,3.95075,0,3.95075,0.08,3.0
327,l2Book,1784187189331,64438,64439,40,3.95075,0,3.95075,0.07917,3.0
328,trades,1784187189533,64438,64439,41,3.95075,0,3.95075,0.07947,3.0
329,l2Book,1784187189876,64438,64439,40,3.95075,0,3.95075,0.07876,3.0
330,trades,1784187190021,64438,64439,39,3.95179,0,3.95179,0.0737,3.0
331,l2Book,1784187190420,64439,64440,37,0,3.95179,3.95179,0.02501,3.0
332,l2Book,1784187190943,64440,64441,36,0,3.95179,3.95179,0.01734,3.0
333,trades,1784187191023,64440,64441,36,0.00075,3.95179,3.95254,0.01715,3.0
334,trades,1784187191395,64440,64441,36,0.00075,3.88067,3.88142,0.02272,3.0
335,l2Book,1784187191453,64440,64444,35,0.00075,3.88067,3.88142,0.01558,3.0
336,trades,1784187191858,64440,64444,36,0.00075,3.88067,3.88142,0.02388,3.0
337,l2Book,1784187192062,64443,64444,35,0,3.88142,3.88142,0.01732,3.0
338,trades,1784187192004,64443,64444,36,0,3.88142,3.88142,0.01832,3.0
339,trades,1784187192264,64443,64444,10,0,0.00179,0.00179,0.0825,3.0
340,trades,1784187192467,64443,64444,11,0,0.00179,0.00179,0.08277,3.0
341,l2Book,1784187192551,64443,64444,10,0,0.00179,0.00179,0.08247,3.0
342,trades,1784187192608,64443,64444,11,0,0.00179,0.00179,0.10006,3.0
343,trades,1784187192669,64443,64444,12,0,0.00179,0.00179,0.11583,3.0
344,trades,1784187192953,64443,64444,13,0,0.00179,0.00179,0.11663,3.0
345,l2Book,1784187193074,64443,64444,12,0,0.00075,0.00075,0.11663,3.0
346,trades,1784187193074,64443,64444,13,0,0.00075,0.00075,0.12475,3.0
347,l2Book,1784187193622,64443,64444,13,0,0.00075,0.00075,0.12475,3.0
348,trades,1784187194028,64443,64444,13,0.05027,0,0.05027,0.12475,3.0
349,l2Book,1784187194160,64443,64444,13,0.05027,0,0.05027,0.12475,3.0
350,trades,1784187194230,64443,64444,15,0.05027,0,0.05027,0.19826,3.0
