capture_id,research_date,role,component,eligible_count,finite_local_scale_count,positive_local_scale_count,local_scale_p10,local_scale_p50,local_scale_p90,global_scale_floor,floor_applied_share
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,trade_up,89987,86939,73942,0.7028350830078125,0.9478720724582672,1.5830178260803223,0.5162554061665655,0.15178458459379565
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,trade_down,89987,86939,73942,0.7028350830078125,0.9478720724582672,1.5830178260803223,0.5162554061665655,0.15178458459379565
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,ofi_up,89987,88462,88462,0.18938668072223663,1.8966031074523926,2.814637446403506,0.012274969470135738,0.0
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,ofi_down,89987,88462,88462,0.18938668072223663,1.8966031074523926,2.814637446403506,0.012274969470135738,0.0
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,dep_up,89990,88465,88465,0.8016789078712463,1.0521780252456665,1.5529372692108154,0.002066016503042915,0.0
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,dep_down,89990,88465,88465,1.0722765684127809,1.4076907634735107,1.9750910997390747,0.008699308812971731,0.0
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,trade_up,89990,86942,86942,0.6503133177757263,1.0747946500778198,2.02742338180542,0.5162554061665655,0.03685215430976973
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,trade_down,89990,86942,86942,0.6503133177757263,1.0747946500778198,2.02742338180542,0.5162554061665655,0.03685215430976973
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,ofi_up,89990,88465,88465,0.8926675319671631,1.1675971746444702,1.7051947116851807,0.012274969470135738,0.0
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,ofi_down,89990,88465,88465,0.8926675319671631,1.1675971746444702,1.7051947116851807,0.012274969470135738,0.0
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,dep_up,89988,88463,88463,0.9436578750610352,1.3721166849136353,1.8003101348876953,0.002066016503042915,0.0
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,dep_down,89988,88463,88463,1.1865884065628054,1.7218022346496582,2.242511749267578,0.008699308812971731,0.0
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,trade_up,89988,86940,86940,0.7958118319511414,1.122475266456604,1.5133451342582702,0.5162554061665655,0.019266160570508395
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,trade_down,89988,86940,86940,0.7958118319511414,1.122475266456604,1.5133451342582702,0.5162554061665655,0.019266160570508395
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,ofi_up,89988,88463,88463,1.1109567880630493,1.5489532947540283,2.0144500732421875,0.012274969470135738,0.0
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,ofi_down,89988,88463,88463,1.1109567880630493,1.5489532947540283,2.0144500732421875,0.012274969470135738,0.0
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,dep_up,89986,88461,88461,0.7460950016975403,1.1272259950637817,1.8135745525360107,0.002066016503042915,0.0
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,dep_down,89986,88461,88461,0.8753033876419067,1.385932207107544,2.31604266166687,0.008699308812971731,0.0
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,trade_up,89986,86938,86938,0.6481953263282776,1.1181122064590454,1.6795522570610049,0.5162554061665655,0.025397409648255077
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,trade_down,89986,86938,86938,0.6481953263282776,1.1181122064590454,1.6795522570610049,0.5162554061665655,0.025397409648255077
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,ofi_up,89986,88461,88461,0.8046989440917969,1.2172729969024658,1.9976919889450073,0.012274969470135738,0.0
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,ofi_down,89986,88461,88461,0.8046989440917969,1.2172729969024658,1.9976919889450073,0.012274969470135738,0.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,dep_up,89988,88463,0,nan,nan,nan,0.002066016503042915,1.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,dep_down,89988,88463,0,nan,nan,nan,0.008699308812971731,1.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,trade_up,89988,86941,86941,0.679811418056488,1.1882520914077759,1.8869194984436035,0.5162554061665655,0.014906660838959754
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,trade_down,89988,86941,86941,0.679811418056488,1.1882520914077759,1.8869194984436035,0.5162554061665655,0.014906660838959754
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,ofi_up,89988,88463,0,nan,nan,nan,0.012274969470135738,1.0
2026-07-30_1b18a29f3daf,2026-07-30,historical_method_development,ofi_down,89988,88463,0,nan,nan,nan,0.012274969470135738,1.0
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,dep_up,89987,88462,88462,0.5094677805900574,0.7763063311576843,1.081481695175171,0.002066016503042915,0.0
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,dep_down,89987,88462,88462,0.6501840472221375,1.0620510578155518,1.481068801879883,0.008699308812971731,0.0
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,trade_up,89987,86940,85608,0.3924475610256195,1.2387609481811523,3.2122559547424316,0.5162554061665655,0.1581550494593973
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,trade_down,89987,86940,85608,0.3924475610256195,1.2387609481811523,3.2122559547424316,0.5162554061665655,0.1581550494593973
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,ofi_up,89987,88462,88462,0.6591726899147033,0.9266327619552612,1.2582631587982187,0.012274969470135738,0.0
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,ofi_down,89987,88462,88462,0.6591726899147033,0.9266327619552612,1.2582631587982187,0.012274969470135738,0.0
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,dep_up,89991,88466,88466,0.41282907128334045,0.6336449980735779,0.9691005349159241,0.002066016503042915,0.0
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,dep_down,89991,88466,88466,0.5692216753959656,0.8611569404602051,1.2556827068328857,0.008699308812971731,0.0
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,trade_up,89991,86943,75303,0.24709661304950714,1.111934781074524,3.0145785808563232,0.5162554061665655,0.348055622649322
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,trade_down,89991,86943,75303,0.24709661304950714,1.111934781074524,3.0145785808563232,0.5162554061665655,0.348055622649322
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,ofi_up,89991,88466,88466,0.5425320863723755,0.771957516670227,1.0746440887451172,0.012274969470135738,0.0
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,ofi_down,89991,88466,88466,0.5425320863723755,0.771957516670227,1.0746440887451172,0.012274969470135738,0.0
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,dep_up,89988,88463,88463,0.22475467622280124,0.5762413144111633,0.9605031609535217,0.002066016503042915,0.0
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,dep_down,89988,88463,88463,0.38483994603157046,0.7726514339447021,1.2737291812896732,0.008699308812971731,0.0
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,trade_up,89988,86940,58944,0.24709661304950714,1.235483169555664,3.0013631343841563,0.5162554061665655,0.5069703243616287
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,trade_down,89988,86940,58944,0.24709661304950714,1.235483169555664,3.0013631343841563,0.5162554061665655,0.5069703243616287
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,ofi_up,89988,88463,88463,0.3142929673194885,0.6708378791809082,1.0956121683120728,0.012274969470135738,0.0
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,ofi_down,89988,88463,88463,0.3142929673194885,0.6708378791809082,1.0956121683120728,0.012274969470135738,0.0
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,dep_up,89984,88459,43047,0.005353561602532864,0.05706571415066719,1.4864896535873413,0.002066016503042915,0.5292847533885755
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,dep_down,89984,88459,72275,0.003243447281420231,0.030796775594353676,1.340543246269226,0.008699308812971731,0.42494262878847827
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,trade_up,89984,86937,8982,0.6431470811367035,1.0589790344238281,13.097355842590332,0.5162554061665655,0.9014228694341879
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,trade_down,89984,86937,8982,0.6431470811367035,1.0589790344238281,13.097355842590332,0.5162554061665655,0.9014228694341879
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,ofi_up,89984,88459,85965,0.0019755938556045294,0.024899184703826904,0.3872881531715393,0.012274969470135738,0.4030567833685662
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,ofi_down,89984,88459,85965,0.0019755938556045294,0.024899184703826904,0.3872881531715393,0.012274969470135738,0.4030567833685662
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,dep_up,89985,88460,88460,0.26417005658149717,0.6079779863357544,0.8998059034347534,0.002066016503042915,0.0
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,dep_down,89985,88460,88460,0.38774874806404114,0.6730571985244751,1.0431175231933594,0.008699308812971731,0.0
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,trade_up,89985,86938,73691,0.5358222126960754,1.111934781074524,2.2721657752990723,0.5162554061665655,0.231877889990568
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,trade_down,89985,86938,73691,0.5358222126960754,1.111934781074524,2.2721657752990723,0.5162554061665655,0.231877889990568
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,ofi_up,89985,88460,88460,0.40971221029758453,0.6774166226387024,1.0059529900550845,0.012274969470135738,0.0
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,ofi_down,89985,88460,88460,0.40971221029758453,0.6774166226387024,1.0059529900550845,0.012274969470135738,0.0
2026-08-03_098332acc16a,2026-08-03,historical_method_development,dep_up,89987,88462,0,nan,nan,nan,0.002066016503042915,1.0
2026-08-03_098332acc16a,2026-08-03,historical_method_development,dep_down,89987,88462,0,nan,nan,nan,0.008699308812971731,1.0
2026-08-03_098332acc16a,2026-08-03,historical_method_development,trade_up,89987,86940,49493,0.24709661304950714,1.1860637664794922,2.7180628776550293,0.5162554061665655,0.5464918334483552
2026-08-03_098332acc16a,2026-08-03,historical_method_development,trade_down,89987,86940,49493,0.24709661304950714,1.1860637664794922,2.7180628776550293,0.5162554061665655,0.5464918334483552
2026-08-03_098332acc16a,2026-08-03,historical_method_development,ofi_up,89987,88462,0,nan,nan,nan,0.012274969470135738,1.0
2026-08-03_098332acc16a,2026-08-03,historical_method_development,ofi_down,89987,88462,0,nan,nan,nan,0.012274969470135738,1.0
2026-08-03_b7b76aed76b8,2026-08-03,historical_method_development,dep_up,89989,88464,0,nan,nan,nan,0.002066016503042915,1.0
2026-08-03_b7b76aed76b8,2026-08-03,historical_method_development,dep_down,89989,88464,0,nan,nan,nan,0.008699308812971731,1.0
2026-08-03_b7b76aed76b8,2026-08-03,historical_method_development,trade_up,89989,86941,14873,0.24709661304950714,1.4825797080993652,6.424511909484863,0.5162554061665655,0.8695322114997527
2026-08-03_b7b76aed76b8,2026-08-03,historical_method_development,trade_down,89989,86941,14873,0.24709661304950714,1.4825797080993652,6.424511909484863,0.5162554061665655,0.8695322114997527
2026-08-03_b7b76aed76b8,2026-08-03,historical_method_development,ofi_up,89989,88464,0,nan,nan,nan,0.012274969470135738,1.0
2026-08-03_b7b76aed76b8,2026-08-03,historical_method_development,ofi_down,89989,88464,0,nan,nan,nan,0.012274969470135738,1.0
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,dep_up,89991,88466,88466,0.0506639089435339,0.16269509494304657,0.33136826753616333,0.002066016503042915,0.0009269097732462189
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,dep_down,89991,88466,88466,0.053702738136053085,0.1823756992816925,0.3709028959274292,0.008699308812971731,0.02616824542762191
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,trade_up,89991,86943,5132,0.24709661304950714,0.7412898540496826,2.7180628776550293,0.5162554061665655,0.9683355761820963
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,trade_down,89991,86943,5132,0.24709661304950714,0.7412898540496826,2.7180628776550293,0.5162554061665655,0.9683355761820963
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,ofi_up,89991,88466,88466,0.11770619451999664,0.2199469953775406,0.38906869292259216,0.012274969470135738,0.0
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,ofi_down,89991,88466,88466,0.11770619451999664,0.2199469953775406,0.38906869292259216,0.012274969470135738,0.0
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,dep_up,89988,88463,88436,0.006469256244599819,0.061548613011837006,0.17073409259319305,0.002066016503042915,0.037077648282332724
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,dep_down,89988,88463,78085,0.0026286377105861902,0.0401461198925972,0.17867080867290497,0.008699308812971731,0.31148615805477997
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,trade_up,89988,86941,4712,0.24709661304950714,0.4941932260990143,0.7412898540496826,0.5162554061665655,0.9870026799783761
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,trade_down,89988,86941,4712,0.24709661304950714,0.4941932260990143,0.7412898540496826,0.5162554061665655,0.9870026799783761
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,ofi_up,89988,88463,88463,0.03258245289325715,0.0943375751376152,0.22901702225208284,0.012274969470135738,0.009461582808631857
2026-08-03_3a405386e85b,2026-08-03,historical_method_development,ofi_down,89988,88463,88463,0.03258245289325715,0.0943375751376152,0.22901702225208284,0.012274969470135738,0.009461582808631857
2026-08-03_1dd085c2ccc5,2026-08-03,historical_method_development,dep_up,89989,88464,41492,0.0003995746956206858,0.0015108335064724088,0.007553498633205893,0.002066016503042915,0.810510490142883
2026-08-03_1dd085c2ccc5,2026-08-03,historical_method_development,dep_down,89989,88464,56146,0.0014376897597685456,0.007580039091408253,0.056800488382577896,0.008699308812971731,0.7101758907578224
2026-08-03_1dd085c2ccc5,2026-08-03,historical_method_development,trade_up,89989,86941,0,nan,nan,nan,0.5162554061665655,1.0
2026-08-03_1dd085c2ccc5,2026-08-03,historical_method_development,trade_down,89989,86941,0,nan,nan,nan,0.5162554061665655,1.0
2026-08-03_1dd085c2ccc5,2026-08-03,historical_method_development,ofi_up,89989,88464,87808,0.003971395082771778,0.01989452913403511,0.055706486105918884,0.012274969470135738,0.3536805932356665
2026-08-03_1dd085c2ccc5,2026-08-03,historical_method_development,ofi_down,89989,88464,87808,0.003971395082771778,0.01989452913403511,0.055706486105918884,0.012274969470135738,0.3536805932356665
2026-08-03_7f200bdbf129,2026-08-03,historical_method_development,dep_up,89988,88463,58750,0.0007331942324526608,0.006047070492058992,0.05254208296537399,0.002066016503042915,0.5355233261363508
2026-08-03_7f200bdbf129,2026-08-03,historical_method_development,dep_down,89988,88463,54512,0.0009143261122517288,0.00395160261541605,0.02316838875412941,0.008699308812971731,0.8374122514497586
2026-08-03_7f200bdbf129,2026-08-03,historical_method_development,trade_up,89988,86940,5680,0.4941932260990143,1.8532246351242065,4.447739124298096,0.5162554061665655,0.9432827237175063
2026-08-03_7f200bdbf129,2026-08-03,historical_method_development,trade_down,89988,86940,5680,0.4941932260990143,1.8532246351242065,4.447739124298096,0.5162554061665655,0.9432827237175063
2026-08-03_7f200bdbf129,2026-08-03,historical_method_development,ofi_up,89988,88463,87696,0.002111159497871995,0.012441189028322697,0.06861068308353424,0.012274969470135738,0.5001978228185795
2026-08-03_7f200bdbf129,2026-08-03,historical_method_development,ofi_down,89988,88463,87696,0.002111159497871995,0.012441189028322697,0.06861068308353424,0.012274969470135738,0.5001978228185795
2026-08-03_c6ba75ad540b,2026-08-03,historical_method_development,dep_up,89988,88463,43834,0.0010012469720095396,0.0051676202565431595,0.05028368532657623,0.002066016503042915,0.6184167392017001
2026-08-03_c6ba75ad540b,2026-08-03,historical_method_development,dep_down,89988,88463,76080,0.0007250757189467549,0.004723304882645607,0.021811960265040398,0.008699308812971731,0.7271514644540655
2026-08-03_c6ba75ad540b,2026-08-03,historical_method_development,trade_up,89988,86940,3036,2.7180628776550293,8.401285171508789,8.401285171508789,0.5162554061665655,0.965677478720957
2026-08-03_c6ba75ad540b,2026-08-03,historical_method_development,trade_down,89988,86940,3036,2.7180628776550293,8.401285171508789,8.401285171508789,0.5162554061665655,0.965677478720957
2026-08-03_c6ba75ad540b,2026-08-03,historical_method_development,ofi_up,89988,88463,88463,0.0012121426407247782,0.014401936903595924,0.06452316790819168,0.012274969470135738,0.46001153024428293
2026-08-03_c6ba75ad540b,2026-08-03,historical_method_development,ofi_down,89988,88463,88463,0.0012121426407247782,0.014401936903595924,0.06452316790819168,0.012274969470135738,0.46001153024428293
2026-08-03_d8e3322d6f2c,2026-08-03,historical_method_development,dep_up,89989,88464,0,nan,nan,nan,0.002066016503042915,1.0
2026-08-03_d8e3322d6f2c,2026-08-03,historical_method_development,dep_down,89989,88464,0,nan,nan,nan,0.008699308812971731,1.0
2026-08-03_d8e3322d6f2c,2026-08-03,historical_method_development,trade_up,89989,86942,1809,0.24709661304950714,0.24709661304950714,0.24709661304950714,0.5162554061665655,1.0
2026-08-03_d8e3322d6f2c,2026-08-03,historical_method_development,trade_down,89989,86942,1809,0.24709661304950714,0.24709661304950714,0.24709661304950714,0.5162554061665655,1.0
2026-08-03_d8e3322d6f2c,2026-08-03,historical_method_development,ofi_up,89989,88464,0,nan,nan,nan,0.012274969470135738,1.0
2026-08-03_d8e3322d6f2c,2026-08-03,historical_method_development,ofi_down,89989,88464,0,nan,nan,nan,0.012274969470135738,1.0
2026-08-04_a6a45be8a495,2026-08-04,historical_method_development,dep_up,359988,358463,358463,0.04665551334619522,0.30494338274002075,0.6459893107414244,0.002066016503042915,0.010218627863963645
2026-08-04_a6a45be8a495,2026-08-04,historical_method_development,dep_down,359988,358463,358463,0.061246445029974006,0.34688013792037964,0.7743087887763976,0.008699308812971731,0.001344629710737231
2026-08-04_a6a45be8a495,2026-08-04,historical_method_development,trade_up,359988,356941,137070,0.24709661304950714,1.0822831392288208,3.459352731704712,0.5162554061665655,0.7290728719872472
2026-08-04_a6a45be8a495,2026-08-04,historical_method_development,trade_down,359988,356941,137070,0.24709661304950714,1.0822831392288208,3.459352731704712,0.5162554061665655,0.7290728719872472
2026-08-04_a6a45be8a495,2026-08-04,historical_method_development,ofi_up,359988,358463,358463,0.10594755411148071,0.3535384237766266,0.6833885908126831,0.012274969470135738,0.0
2026-08-04_a6a45be8a495,2026-08-04,historical_method_development,ofi_down,359988,358463,358463,0.10594755411148071,0.3535384237766266,0.6833885908126831,0.012274969470135738,0.0
2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,dep_up,719980,715405,660103,0.0029341988265514374,0.03877462074160576,0.43793491721153266,0.002066016503042915,0.13875357315087258
2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,dep_down,719980,715405,690056,0.004184221848845482,0.027607114985585213,0.5009764432907104,0.008699308812971731,0.28659850015026456
2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,trade_up,719980,710838,155627,0.24709661304950714,0.9883864521980286,2.5945146083831787,0.5162554061665655,0.8457749867058317
2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,trade_down,719980,710838,155627,0.24709661304950714,0.9883864521980286,2.5945146083831787,0.5162554061665655,0.8457749867058317
2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,ofi_up,719980,715405,694912,0.011404344625771046,0.05486421287059784,0.4565059423446658,0.012274969470135738,0.1376940334495845
2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,ofi_down,719980,715405,694912,0.011404344625771046,0.05486421287059784,0.4565059423446658,0.012274969470135738,0.1376940334495845
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,dep_up,719983,716933,705689,0.0007155135972425342,0.023200303316116333,0.2025980353355409,0.002066016503042915,0.2603967176849162
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,dep_down,719983,716933,701202,0.0013350960798561573,0.020826734602451324,0.19445082992315293,0.008699308812971731,0.37919303477451866
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,trade_up,719983,713888,29188,0.24709661304950714,1.235483169555664,2.223869562149048,0.5162554061665655,0.9736037025415751
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,trade_down,719983,713888,29188,0.24709661304950714,1.235483169555664,2.223869562149048,0.5162554061665655,0.9736037025415751
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,ofi_up,719983,716933,716933,0.007230156287550926,0.060487646609544754,0.19787222146987915,0.012274969470135738,0.15112709276878034
2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,ofi_down,719983,716933,716933,0.007230156287550926,0.060487646609544754,0.19787222146987915,0.012274969470135738,0.15112709276878034
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,dep_up,719984,716934,716410,0.0009469318902119994,0.011257262900471687,0.12864068150520325,0.002066016503042915,0.2474537405116789
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,dep_down,719984,716934,695423,0.0005774822202511132,0.019766852259635925,0.11287849694490447,0.008699308812971731,0.3984634568872448
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,trade_up,719984,713890,16349,0.24709661304950714,0.7412898540496826,4.2006425857543945,0.5162554061665655,0.9866071803779294
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,trade_down,719984,713890,16349,0.24709661304950714,0.7412898540496826,4.2006425857543945,0.5162554061665655,0.9866071803779294
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,ofi_up,719984,716934,716934,0.00705479783937335,0.049368828535079956,0.1377391219139099,0.012274969470135738,0.15716369986637543
2026-08-25_fd89fc8de22f,2026-08-25,historical_blocked_validation,ofi_down,719984,716934,716934,0.00705479783937335,0.049368828535079956,0.1377391219139099,0.012274969470135738,0.15716369986637543
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,dep_up,374988,373463,364618,0.0012242944212630391,0.00799310952425003,0.09710107743740082,0.002066016503042915,0.2335037205827619
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,dep_down,374988,373463,325542,0.0009563008206896484,0.010027959942817688,0.09560711011290551,0.008699308812971731,0.54043104671681
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,trade_up,374988,371940,5554,0.24709661304950714,0.24709661304950714,0.7412898540496826,0.5162554061665655,0.9982712265419154
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,trade_down,374988,371940,5554,0.24709661304950714,0.24709661304950714,0.7412898540496826,0.5162554061665655,0.9982712265419154
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,ofi_up,374988,373463,373463,0.005308895837515599,0.039253391325473785,0.12312080711126328,0.012274969470135738,0.19883897467754502
2026-08-26_164de1d394f7,2026-08-26,historical_no_refit_replay,ofi_down,374988,373463,373463,0.005308895837515599,0.039253391325473785,0.12312080711126328,0.012274969470135738,0.19883897467754502
2026-08-26_a055aa6c7a87,2026-08-26,historical_no_refit_replay,dep_up,374986,373461,0,nan,nan,nan,0.002066016503042915,1.0
2026-08-26_a055aa6c7a87,2026-08-26,historical_no_refit_replay,dep_down,374986,373461,0,nan,nan,nan,0.008699308812971731,1.0
2026-08-26_a055aa6c7a87,2026-08-26,historical_no_refit_replay,trade_up,374986,371939,25305,0.45885130763053894,1.21695077419281,2.6192243099212646,0.5162554061665655,0.9435633262443572
2026-08-26_a055aa6c7a87,2026-08-26,historical_no_refit_replay,trade_down,374986,371939,25305,0.45885130763053894,1.21695077419281,2.6192243099212646,0.5162554061665655,0.9435633262443572
2026-08-26_a055aa6c7a87,2026-08-26,historical_no_refit_replay,ofi_up,374986,373461,0,nan,nan,nan,0.012274969470135738,1.0
2026-08-26_a055aa6c7a87,2026-08-26,historical_no_refit_replay,ofi_down,374986,373461,0,nan,nan,nan,0.012274969470135738,1.0
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,dep_up,374989,373464,253422,0.000460021139588207,0.01167180947959423,0.33987122774124146,0.002066016503042915,0.5096716149347729
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,dep_down,374989,373464,210316,0.0005668146186508238,0.009748607408255339,0.3656587302684784,0.008699308812971731,0.7065955487008119
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,trade_up,374989,371942,2327,0.24709661304950714,0.4941932260990143,0.9883864521980286,0.5162554061665655,0.9970640583746928
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,trade_down,374989,371942,2327,0.24709661304950714,0.4941932260990143,0.9883864521980286,0.5162554061665655,0.9970640583746928
2026-08-26_7e4d0a9ed099,2026-08-26,historical_no_refit_replay,ofi_up,374989,373464,349200,0.0007860654732212424,0.012326871044933796,0.21771587431430817,0.012274969470135738,0.5321958743011375
