raw_seq,line_no,channel,coin,local_ts,event_ts,bid_topn_px,bid_topn_ticks,bid_topn_qtys,bid_topn_n,ask_topn_px,ask_topn_ticks,ask_topn_qtys,ask_topn_n,session_id,connection_attempt,recovery_crossed
30,31,l2Book,BTC,1737918858641970000,1737918858039000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.1428|0.1428|0.38082|3.94524,4|1|1|1|10,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,5.46998|0.0001|0.0001|0.0001|0.12704,14|1|1|1|3,,,false
31,32,l2Book,BTC,1737918859122732000,1737918858642000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.1428|0.1428|0.38082|3.94524,4|1|1|1|10,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,5.46998|0.0001|0.0001|0.0001|0.12704,14|1|1|1|3,,,false
32,33,l2Book,BTC,1737918859871126000,1737918859245000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.1428|0.1428|0.38082|3.94524,4|1|1|1|10,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,5.46998|0.0001|0.0001|0.0001|0.12704,14|1|1|1|3,,,false
33,34,l2Book,BTC,1737918860309410000,1737918859848000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.1428|0.1428|0.38082|3.94524,4|1|1|1|10,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,5.46998|0.0001|0.0001|0.0001|0.12704,14|1|1|1|3,,,false
35,36,l2Book,BTC,1737918860894070000,1737918860345000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.1428|0.1428|0.38082|3.94524,4|1|1|1|10,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.0001|0.0001|0.0001|0.12704,16|1|1|1|3,,,false
36,37,l2Book,BTC,1737918861379861000,1737918860947000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.1428|0.1428|0.38082|3.94524,4|1|1|1|10,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.0001|0.0001|0.0001|0.12704,16|1|1|1|3,,,false
37,38,l2Book,BTC,1737918862124581000,1737918861457000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.1428|0.1428|0.38082|3.94524,4|1|1|1|10,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.0001|0.0001|0.0001|0.12704,16|1|1|1|3,,,false
38,39,l2Book,BTC,1737918862540898000,1737918862059000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.1428|0.1428|0.38082|3.94524,4|1|1|1|10,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.0001|0.0001|0.0001|0.12704,16|1|1|1|3,,,false
39,40,l2Book,BTC,1737918863057725000,1737918862556000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.1428|0.1428|0.38082|3.94524,4|1|1|1|10,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.0001|0.0001|0.0001|0.12704,16|1|1|1|3,,,false
40,41,l2Book,BTC,1737918863606141000,1737918863063000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.1428|0.1428|0.38082|3.94524,4|1|1|1|10,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.0001|0.0001|0.0001|0.12704,16|1|1|1|3,,,false
41,42,l2Book,BTC,1737918864172705000,1737918863561000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12432|0.17848|0.1428|0.38082|1.02102,4|2|1|1|9,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.0001|0.0001|0.19282|0.12704,16|1|1|2|3,,,false
43,44,l2Book,BTC,1737918864617619000,1737918864165000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12005|0.1428|0.1428|0.38082|1.02102,4|1|1|1|9,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.01909|0.0001|0.0001|0.15478,16|2|1|1|4,,,false
44,45,l2Book,BTC,1737918865149728000,1737918864675000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12005|0.1428|0.1428|0.38082|1.02102,4|1|1|1|9,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.0001|0.0001|0.19282|0.15478,16|1|1|2|4,,,false
45,46,l2Book,BTC,1737918865701131000,1737918865292000000,105055.0|105054.0|105053.0|105051.0|105050.0,1050550|1050540|1050530|1050510|1050500,0.12005|0.1428|0.1428|0.38082|1.02102,4|1|1|1|9,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.0001|0.0001|0.19282|0.15478,16|1|1|2|4,,,false
47,48,l2Book,BTC,1737918866279797000,1737918865847000000,105051.0|105050.0|105048.0|105046.0|105044.0,1050510|1050500|1050480|1050460|1050440,0.18647|1.02102|0.90391|0.00733|0.85691,1|9|2|1|1,105056.0|105057.0|105058.0|105059.0|105062.0,1050560|1050570|1050580|1050590|1050620,7.51641|0.0001|0.0001|0.19282|0.15478,16|1|1|2|4,,,false
48,49,l2Book,BTC,1737918867126346000,1737918866352000000,105051.0|105050.0|105048.0|105046.0|105044.0,1050510|1050500|1050480|1050460|1050440,0.18647|1.02102|0.961|0.00733|0.85691,1|9|3|1|1,105052.0|105054.0|105055.0|105056.0|105057.0,1050520|1050540|1050550|1050560|1050570,3.99266|0.752|0.752|5.9935|0.0001,9|2|2|11|1,,,false
49,50,l2Book,BTC,1737918867448167000,1737918867060000000,105050.0|105048.0|105047.0|105046.0|105044.0,1050500|1050480|1050470|1050460|1050440,1.02902|0.10413|0.03568|0.00733|0.85691,10|2|1|1|1,105051.0|105052.0|105054.0|105055.0|105056.0,1050510|1050520|1050540|1050550|1050560,0.875|6.9829|0.752|0.752|1.52909,2|14|2|2|5,,,false
50,51,l2Book,BTC,1737918868164640000,1737918867669000000,105050.0|105049.0|105048.0|105046.0|105044.0,1050500|1050490|1050480|1050460|1050440,1.06561|0.03568|0.10413|0.00733|0.85691,11|1|2|1|1,105051.0|105052.0|105054.0|105056.0|105059.0,1050510|1050520|1050540|1050560|1050590,5.25986|5.2152|0.752|1.52909|0.19272,12|9|2|5|1,,,false
53,54,l2Book,BTC,1737918868779322000,1737918868269000000,105050.0|105049.0|105048.0|105047.0|105046.0,1050500|1050490|1050480|1050470|1050460,1.12931|0.17849|0.24694|0.38083|0.00733,12|2|3|1|1,105051.0|105052.0|105054.0|105056.0|105059.0,1050510|1050520|1050540|1050560|1050590,6.88623|2.97825|0.752|1.52909|0.19272,14|7|2|5|1,,,false
54,55,l2Book,BTC,1737918869246864000,1737918868877000000,105050.0|105049.0|105048.0|105047.0|105046.0,1050500|1050490|1050480|1050470|1050460,1.12931|0.14281|0.24694|0.38083|0.00733,12|1|3|1|1,105051.0|105052.0|105054.0|105056.0|105059.0,1050510|1050520|1050540|1050560|1050590,6.13423|2.97825|0.752|1.52909|0.19272,12|7|2|5|1,,,false
