event_sequence,source_channel,source_event_exchange_time_ms,current_bid,current_ask,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,opposite_trade_qty_btc,rolling_window_seconds
48,l2Book,1784188312558,64161,64162,13,0,0.42304,0.42304,0.66026,3.0
49,l2Book,1784188313090,64161,64162,13,0,0.42304,0.42304,0.66026,3.0
50,l2Book,1784188313623,64161,64162,13,0,0.42304,0.42304,0.66026,3.0
51,trades,1784188313764,64161,64162,14,0.02237,0.42304,0.44541,0.66026,3.0
52,l2Book,1784188314167,64161,64162,8,0.02237,0.02304,0.04541,0.11587,3.0
53,trades,1784188314505,64161,64162,7,0.34963,0,0.34963,0.1,3.0
54,l2Book,1784188314702,64161,64162,7,0.34963,0,0.34963,0.1,3.0
55,trades,1784188314773,64161,64162,8,0.34963,0,0.34963,0.10049,3.0
56,trades,1784188315039,64161,64162,9,0.34982,0,0.34982,0.10049,3.0
57,l2Book,1784188315241,64161,64162,6,0.34982,0,0.34982,0.00049,3.0
58,trades,1784188315445,64161,64162,8,0.34982,0,0.34982,0.26715,3.0
59,trades,1784188315718,64161,64162,9,0.34982,0,0.34982,0.27719,3.0
60,l2Book,1784188315778,64162,64163,9,0,0.34982,0.34982,0.27719,3.0
61,l2Book,1784188316324,64163,64164,9,0,0.34982,0.34982,0.27719,3.0
62,l2Book,1784188316859,64163,64164,8,0,0.32745,0.32745,0.27719,3.0
63,trades,1784188316859,64163,64164,9,0,0.32745,0.32745,0.28008,3.0
64,l2Book,1784188317389,64163,64164,9,0,0.32745,0.32745,0.28008,3.0
65,l2Book,1784188317942,64163,64164,5,0,0.00019,0.00019,0.27959,3.0
66,l2Book,1784188318480,64163,64164,2,0,0,0,0.01293,3.0
67,trades,1784188318623,64163,64164,3,0.01372,0,0.01372,0.01293,3.0
68,l2Book,1784188319024,64163,64164,2,0.01372,0,0.01372,0.00289,3.0
69,trades,1784188319024,64163,64164,4,0.01788,0,0.01788,0.0031,3.0
70,trades,1784188319155,64163,64164,5,0.01788,0,0.01788,0.02818,3.0
71,l2Book,1784188319559,64163,64164,5,0.01788,0,0.01788,0.02818,3.0
72,trades,1784188319760,64163,64164,6,0.02964,0,0.02964,0.02818,3.0
73,trades,1784188320036,64163,64164,90,0.02964,0,0.02964,39.18074,3.0
74,l2Book,1784188320100,64178,64181,90,0,0.02964,0.02964,39.18074,3.0
75,l2Book,1784188320637,64179,64180,90,0,0.02964,0.02964,39.18074,3.0
76,trades,1784188320903,64179,64180,92,0.07853,0.02964,0.10817,39.18074,3.0
77,trades,1784188320973,64179,64180,93,0.07932,0.02964,0.10896,39.18074,3.0
78,l2Book,1784188321173,64179,64180,93,0.07932,0.02964,0.10896,39.18074,3.0
79,trades,1784188321306,64179,64180,94,0.07949,0.02964,0.10913,39.18074,3.0
80,l2Book,1784188321724,64179,64180,93,0.07949,0.01592,0.09541,39.18074,3.0
81,trades,1784188321724,64179,64180,94,0.1574,0.01592,0.17332,39.18074,3.0
82,l2Book,1784188322250,64179,64180,91,0.1574,0.01176,0.16916,39.15545,3.0
83,trades,1784188322595,64179,64180,92,0.1574,0.01192,0.16932,39.15545,3.0
84,l2Book,1784188322797,64176,64177,91,0,0,0,39.31301,3.0
85,trades,1784188323282,64176,64177,7,0,0.0022,0.0022,0.15756,3.0
86,trades,1784188323349,64169,64170,8,0,0,0,0.16755,3.0
87,trades,1784188323540,64169,64170,9,0.00137,0,0.00137,0.16755,3.0
88,l2Book,1784188323876,64167,64168,9,0,0,0,0.16892,3.0
89,trades,1784188324077,64167,64168,7,0,0,0,0.08995,3.0
90,trades,1784188324150,64167,64168,10,0.07774,0,0.07774,0.08995,3.0
91,trades,1784188324282,64167,64168,27,0.28468,0.75648,1.04116,0.08995,3.0
92,l2Book,1784188324418,64161,64162,26,0.38723,0,0.38723,0.74371,3.0
93,trades,1784188324418,64161,64162,27,0.38723,0,0.38723,0.89879,3.0
94,l2Book,1784188324974,64161,64162,26,0.38723,0,0.38723,0.82088,3.0
95,l2Book,1784188325520,64161,64162,26,0.38723,0,0.38723,0.82088,3.0
96,trades,1784188325887,64161,64162,26,0.39309,0,0.39309,0.82072,3.0
97,l2Book,1784188326088,64161,64162,26,0.39309,0,0.39309,0.82072,3.0
98,trades,1784188326392,64161,64162,25,0.39309,0,0.39309,0.81144,3.0
99,l2Book,1784188326595,64161,64162,24,0.39309,0,0.39309,0.81007,3.0
100,trades,1784188326871,64161,64162,28,0.60728,0,0.60728,0.81007,3.0
101,trades,1784188326936,64161,64162,29,0.60728,0,0.60728,0.82869,3.0
102,l2Book,1784188327137,64161,64162,28,0.60728,0,0.60728,0.82834,3.0
103,trades,1784188327137,64161,64162,29,0.60728,0,0.60728,0.8289,3.0
104,l2Book,1784188327686,64161,64162,8,0.22005,0,0.22005,0.01989,3.0
105,trades,1784188327955,64161,64162,9,0.22005,0,0.22005,0.38659,3.0
106,l2Book,1784188328292,64161,64162,9,0.22005,0,0.22005,0.38659,3.0
107,l2Book,1784188328895,64161,64162,8,0.21419,0,0.21419,0.38659,3.0
108,trades,1784188329098,64161,64162,10,0.21523,0,0.21523,0.38659,3.0
109,l2Book,1784188329430,64161,64162,9,0.21523,0,0.21523,0.38588,3.0
110,l2Book,1784188329930,64161,64162,5,0.00104,0,0.00104,0.38588,3.0
111,trades,1784188330032,64161,64162,8,0.04735,0,0.04735,0.37925,3.0
112,l2Book,1784188330441,64161,64162,7,0.04735,0,0.04735,0.37869,3.0
113,l2Book,1784188330949,64160,64161,7,0,0,0,0.42604,3.0
114,trades,1784188331042,64160,64161,7,0.00061,0,0.00061,0.05934,3.0
115,trades,1784188331151,64160,64161,10,0.04891,0,0.04891,0.05934,3.0
116,trades,1784188331244,64160,64161,15,0.04891,0.00296,0.05187,0.05934,3.0
117,l2Book,1784188332046,64148,64149,18,0,0,0,0.13198,3.0
118,trades,1784188332248,64148,64149,17,0,0,0,0.14378,3.0
119,trades,1784188332449,64148,64149,20,0.03118,0,0.03118,0.1565,3.0
120,l2Book,1784188332569,64148,64149,20,0.03118,0,0.03118,0.1565,3.0
121,trades,1784188332917,64148,64149,21,0.13118,0,0.13118,0.1565,3.0
122,l2Book,1784188333120,64148,64149,17,0.13118,0,0.13118,0.0982,3.0
123,trades,1784188333459,64148,64149,18,0.13118,0,0.13118,0.1982,3.0
124,l2Book,1784188333657,64148,64149,18,0.13118,0,0.13118,0.1982,3.0
125,l2Book,1784188334264,64148,64149,9,0.13118,0,0.13118,0.14633,3.0
126,l2Book,1784188334799,64148,64149,6,0.13118,0,0.13118,0.12556,3.0
127,trades,1784188334866,64148,64149,7,0.13221,0,0.13221,0.12556,3.0
128,l2Book,1784188335336,64148,64149,6,0.13221,0,0.13221,0.11272,3.0
129,l2Book,1784188335869,64148,64149,3,0.10103,0,0.10103,0.1,3.0
130,l2Book,1784188336378,64148,64149,2,0.00103,0,0.00103,0.1,3.0
131,trades,1784188336808,64148,64149,2,0.00103,0,0.00103,0.00022,3.0
132,l2Book,1784188336925,64148,64149,2,0.00103,0,0.00103,0.00022,3.0
133,l2Book,1784188337470,64148,64149,2,0.00103,0,0.00103,0.00022,3.0
134,l2Book,1784188338016,64148,64149,1,0,0,0,0.00022,3.0
135,l2Book,1784188338562,64148,64149,1,0,0,0,0.00022,3.0
136,trades,1784188339031,64148,64149,2,0.00993,0,0.00993,0.00022,3.0
137,l2Book,1784188339097,64149,64153,2,0,0.00993,0.00993,0.00022,3.0
138,trades,1784188339097,64149,64153,4,0,0.00993,0.00993,0.00151,3.0
139,l2Book,1784188339641,64154,64155,4,0,0.00993,0.00993,0.00151,3.0
140,trades,1784188339704,64154,64155,7,0,0.00993,0.00993,0.00613,3.0
141,l2Book,1784188340164,64155,64156,6,0,0.00993,0.00993,0.00591,3.0
142,trades,1784188340455,64155,64156,7,0,0.00993,0.00993,0.0688,3.0
143,trades,1784188340518,64155,64156,8,0,0.00993,0.00993,0.06896,3.0
144,l2Book,1784188340724,64160,64161,8,0,0.07282,0.07282,0.00607,3.0
145,trades,1784188341056,64160,64161,12,0,0.07282,0.07282,0.16601,3.0
146,l2Book,1784188341257,64160,64161,12,0,0.07282,0.07282,0.16601,3.0
147,l2Book,1784188341784,64160,64161,12,0,0.07282,0.07282,0.16601,3.0
148,l2Book,1784188342326,64160,64161,9,0,0.06289,0.06289,0.16472,3.0
149,trades,1784188342464,64160,64161,10,0.0007,0.06289,0.06359,0.16472,3.0
150,l2Book,1784188342865,64160,64161,7,0.0007,0.06289,0.06359,0.1601,3.0
151,trades,1784188342865,64160,64161,8,0.07862,0.06289,0.14151,0.1601,3.0
152,l2Book,1784188343403,64160,64161,8,0.07862,0.06289,0.14151,0.1601,3.0
153,trades,1784188343492,64160,64161,9,0.24203,0,0.24203,0.1601,3.0
154,trades,1784188343691,64160,64161,9,0.31999,0,0.31999,0.15994,3.0
155,l2Book,1784188343960,64160,64161,9,0.31999,0,0.31999,0.15994,3.0
156,l2Book,1784188344498,64160,64161,5,0.31999,0,0.31999,0,3.0
157,l2Book,1784188345112,64158,64159,5,0,0,0,0.31999,3.0
158,trades,1784188345112,64158,64159,7,0.00003,0,0.00003,0.32015,3.0
159,trades,1784188345181,64158,64159,8,0.00003,0,0.00003,0.32121,3.0
160,l2Book,1784188345647,64154,64159,7,0,0,0,0.32054,3.0
161,trades,1784188345983,64154,64159,8,0.0779,0,0.0779,0.24262,3.0
162,l2Book,1784188346183,64154,64155,8,0.0779,0,0.0779,0.24262,3.0
163,trades,1784188346354,64154,64155,9,0.13943,0,0.13943,0.24262,3.0
164,l2Book,1784188346718,64154,64155,6,0.13943,0,0.13943,0.00125,3.0
165,trades,1784188346718,64154,64155,7,0.2174,0,0.2174,0.00125,3.0
166,trades,1784188346784,64154,64155,8,0.26507,0,0.26507,0.00125,3.0
167,trades,1784188347118,64154,64155,9,0.26507,0,0.26507,0.00526,3.0
168,trades,1784188347189,64154,64155,10,0.3071,0,0.3071,0.00526,3.0
169,l2Book,1784188347324,64154,64155,10,0.3071,0,0.3071,0.00526,3.0
170,trades,1784188347532,64154,64155,11,0.38503,0,0.38503,0.00526,3.0
171,trades,1784188347797,64154,64155,29,0.38503,0,0.38503,2.24281,3.0
172,l2Book,1784188347911,64163,64164,29,0,0.38522,0.38522,2.24262,3.0
173,trades,1784188348333,64163,64164,27,0.07794,0.38503,0.46297,2.24156,3.0
174,l2Book,1784188348537,64163,64164,27,0.07794,0.38503,0.46297,2.24156,3.0
175,trades,1784188349003,64163,64164,27,0.08209,0.30713,0.38922,2.24177,3.0
176,l2Book,1784188349068,64163,64164,27,0.08209,0.30713,0.38922,2.24177,3.0
177,l2Book,1784188349603,64163,64164,26,0.08209,0.2456,0.32769,2.24177,3.0
178,trades,1784188349938,64163,64164,26,0.1454,0.11996,0.26536,2.24177,3.0
179,l2Book,1784188350138,64163,64164,25,0.1454,0.11996,0.26536,2.23776,3.0
180,trades,1784188350138,64163,64164,26,0.14589,0.11996,0.26585,2.23776,3.0
181,l2Book,1784188350683,64163,64164,24,0.14589,0,0.14589,2.23776,3.0
182,l2Book,1784188351220,64163,64164,6,0.14589,0,0.14589,0.00021,3.0
183,l2Book,1784188351767,64163,64164,5,0.06795,0,0.06795,0.00021,3.0
184,trades,1784188352041,64163,64164,4,0.06677,0,0.06677,0,3.0
185,l2Book,1784188352308,64163,64164,4,0.06677,0,0.06677,0,3.0
186,l2Book,1784188352845,64163,64164,4,0.06677,0,0.06677,0,3.0
187,trades,1784188352914,64163,64164,6,0.06677,0,0.06677,0.0031,3.0
188,trades,1784188353247,64163,64164,4,0.00355,0,0.00355,0.0031,3.0
189,l2Book,1784188353387,64163,64164,4,0.00355,0,0.00355,0.0031,3.0
190,trades,1784188353656,64163,64164,17,0.00355,0,0.00355,2.24065,3.0
191,trades,1784188353857,64163,64164,20,0.41564,0,0.41564,2.24065,3.0
192,l2Book,1784188353985,64163,64164,20,0.41564,0,0.41564,2.24065,3.0
193,trades,1784188354059,64163,64164,21,0.41564,0,0.41564,2.24101,3.0
194,trades,1784188354126,64163,64164,22,0.41564,0,0.41564,2.24411,3.0
195,trades,1784188354470,64163,64164,28,0.4936,0,0.4936,2.63567,3.0
196,l2Book,1784188354536,64163,64164,28,0.4936,0,0.4936,2.63567,3.0
197,trades,1784188354801,64163,64164,29,0.4936,0,0.4936,2.7202,3.0
198,l2Book,1784188355071,64163,64164,28,0.49063,0,0.49063,2.7202,3.0
199,trades,1784188355138,64163,64164,29,0.5324,0,0.5324,2.7202,3.0
200,trades,1784188355271,64163,64164,31,0.61032,0,0.61032,2.74617,3.0
201,l2Book,1784188355604,64163,64164,31,0.61032,0,0.61032,2.74617,3.0
202,trades,1784188355875,64163,64164,32,0.61032,0,0.61032,2.74677,3.0
203,trades,1784188356078,64163,64164,31,0.68622,0,0.68622,2.74367,3.0
204,l2Book,1784188356139,64161,64162,31,0,0,0,3.42989,3.0
205,l2Book,1784188356680,64161,64162,17,0,0,0,1.19176,3.0
206,trades,1784188356945,64161,64162,15,0,0,0,0.78611,3.0
207,l2Book,1784188357213,64161,64162,13,0,0,0,0.78265,3.0
208,trades,1784188357486,64161,64162,8,0,0,0,0.31375,3.0
209,trades,1784188357686,64161,64162,10,0.00203,0,0.00203,0.31391,3.0
210,l2Book,1784188357754,64161,64162,10,0.00203,0,0.00203,0.31391,3.0
211,l2Book,1784188358281,64161,64162,6,0.00203,0,0.00203,0.08372,3.0
212,trades,1784188358560,64161,64162,7,0.07995,0,0.07995,0.08372,3.0
213,l2Book,1784188358822,64157,64162,7,0,0,0,0.16367,3.0
214,l2Book,1784188359366,64157,64158,5,0,0,0,0.08717,3.0
215,l2Book,1784188359899,64157,64158,5,0,0,0,0.08717,3.0
216,trades,1784188360029,64157,64158,7,0.04733,0,0.04733,0.08073,3.0
217,l2Book,1784188360430,64157,64158,7,0.04733,0,0.04733,0.08073,3.0
218,trades,1784188360569,64157,64158,7,0.04733,0,0.04733,0.23521,3.0
219,l2Book,1784188360964,64157,64158,5,0.04733,0,0.04733,0.23302,3.0
220,trades,1784188361036,64157,64158,6,0.04821,0,0.04821,0.23302,3.0
221,l2Book,1784188361510,64157,64158,6,0.04821,0,0.04821,0.23302,3.0
222,l2Book,1784188362041,64157,64158,5,0.04821,0,0.04821,0.1551,3.0
223,l2Book,1784188362581,64157,64158,5,0.04821,0,0.04821,0.1551,3.0
224,l2Book,1784188363121,64157,64158,2,0.00088,0,0.00088,0.1551,3.0
225,l2Book,1784188363641,64157,64158,1,0.00088,0,0.00088,0,3.0
226,l2Book,1784188364190,64157,64158,0,0,0,0,0,3.0
227,trades,1784188364656,64157,64158,1,0,0,0,0.3,3.0
228,l2Book,1784188364726,64157,64158,1,0,0,0,0.3,3.0
229,l2Book,1784188365260,64157,64158,1,0,0,0,0.3,3.0
230,l2Book,1784188365807,64157,64158,1,0,0,0,0.3,3.0
231,trades,1784188366144,64157,64158,2,0,0,0,0.41199,3.0
232,l2Book,1784188366344,64157,64158,2,0,0,0,0.41199,3.0
233,l2Book,1784188366867,64157,64158,2,0,0,0,0.41199,3.0
234,l2Book,1784188367420,64157,64158,2,0,0,0,0.41199,3.0
235,l2Book,1784188367962,64157,64158,1,0,0,0,0.11199,3.0
236,trades,1784188368076,64157,64158,2,0,0,0,0.14418,3.0
237,l2Book,1784188368498,64157,64158,2,0,0,0,0.14418,3.0
238,l2Book,1784188369038,64157,64158,2,0,0,0,0.14418,3.0
239,trades,1784188369038,64157,64158,3,0.00993,0,0.00993,0.14418,3.0
240,trades,1784188369303,64157,64158,3,0.00993,0,0.00993,0.0619,3.0
241,l2Book,1784188369570,64157,64158,3,0.00993,0,0.00993,0.0619,3.0
242,l2Book,1784188370085,64157,64158,3,0.00993,0,0.00993,0.0619,3.0
243,trades,1784188370176,64157,64158,4,0.00993,0,0.00993,0.12422,3.0
244,l2Book,1784188370645,64157,64158,4,0.00993,0,0.00993,0.12422,3.0
245,trades,1784188371048,64157,64158,5,0.00993,0,0.00993,0.1244,3.0
246,l2Book,1784188371182,64157,64158,4,0.00993,0,0.00993,0.09221,3.0
247,l2Book,1784188371694,64157,64158,4,0.00993,0,0.00993,0.09221,3.0
248,l2Book,1784188372297,64157,64158,3,0,0,0,0.09221,3.0
249,l2Book,1784188372901,64157,64158,2,0,0,0,0.0625,3.0
250,l2Book,1784188373457,64157,64158,1,0,0,0,0.00018,3.0
251,l2Book,1784188374006,64155,64158,1,0,0,0,0.00018,3.0
252,trades,1784188374006,64155,64158,16,0,0,0,2.23773,3.0
253,trades,1784188374200,64155,64158,17,0,0,0,2.23882,3.0
254,l2Book,1784188374542,64154,64155,17,0,0,0,2.23882,3.0
255,l2Book,1784188375138,64151,64152,17,0,0,0,2.23882,3.0
256,trades,1784188375070,64151,64152,19,0,0,0,2.24001,3.0
257,trades,1784188375138,64151,64152,20,0.07793,0,0.07793,2.24001,3.0
258,l2Book,1784188375630,64151,64152,20,0.07793,0,0.07793,2.24001,3.0
259,trades,1784188375832,64151,64152,21,0.07793,0,0.07793,2.24026,3.0
260,trades,1784188376033,64151,64152,22,0.15589,0,0.15589,2.24026,3.0
261,l2Book,1784188376168,64151,64152,22,0.15589,0,0.15589,2.24026,3.0
262,trades,1784188376168,64151,64152,23,0.15689,0,0.15689,2.24026,3.0
263,l2Book,1784188376696,64151,64152,23,0.15689,0,0.15689,2.24026,3.0
264,l2Book,1784188377241,64151,64152,6,0.15689,0,0.15689,0.00144,3.0
265,l2Book,1784188377780,64151,64152,6,0.15689,0,0.15689,0.00144,3.0
266,trades,1784188377979,64151,64152,7,0.15689,0,0.15689,0.12323,3.0
267,l2Book,1784188378300,64151,64152,4,0.07896,0,0.07896,0.12204,3.0
268,trades,1784188378381,64151,64152,6,0.15688,0,0.15688,0.12204,3.0
269,trades,1784188378584,64151,64152,7,0.15688,0,0.15688,0.12629,3.0
270,l2Book,1784188378853,64151,64152,6,0.15688,0,0.15688,0.12604,3.0
271,trades,1784188378983,64151,64152,7,0.15688,0,0.15688,0.12628,3.0
272,trades,1784188379053,64151,64152,8,0.08308,0,0.08308,0.12649,3.0
273,l2Book,1784188379387,64151,64152,7,0.08208,0,0.08208,0.12649,3.0
274,l2Book,1784188379993,64151,64152,7,0.08208,0,0.08208,0.12649,3.0
275,trades,1784188380059,64151,64152,8,0.08208,0,0.08208,0.15145,3.0
276,l2Book,1784188380524,64151,64152,8,0.08208,0,0.08208,0.15145,3.0
277,trades,1784188381002,64151,64152,8,0.08208,0,0.08208,0.03051,3.0
278,l2Book,1784188381071,64151,64152,8,0.08208,0,0.08208,0.03051,3.0
279,l2Book,1784188381609,64151,64152,5,0.00416,0,0.00416,0.02626,3.0
280,l2Book,1784188382139,64151,64152,2,0,0,0,0.02581,3.0
281,trades,1784188382627,64151,64152,4,0,0.00032,0.00032,0.02581,3.0
282,l2Book,1784188382694,64148,64149,4,0,0,0,0.02613,3.0
283,trades,1784188382895,64148,64149,5,0.00016,0,0.00016,0.02613,3.0
284,l2Book,1784188383233,64145,64146,4,0,0,0,0.00133,3.0
285,trades,1784188383233,64145,64146,5,0,0,0,0.0021,3.0
286,trades,1784188383518,64145,64146,7,0.07796,0,0.07796,0.0021,3.0
287,trades,1784188383649,64145,64146,8,0.08575,0,0.08575,0.0021,3.0
288,l2Book,1784188383778,64145,64146,8,0.08575,0,0.08575,0.0021,3.0
289,trades,1784188383854,64145,64146,9,0.08575,0,0.08575,0.04957,3.0
290,trades,1784188384054,64145,64146,9,0.08575,0,0.08575,0.04907,3.0
291,l2Book,1784188384322,64145,64146,9,0.08575,0,0.08575,0.04907,3.0
292,trades,1784188384525,64145,64146,13,0.08575,0,0.08575,0.09584,3.0
293,trades,1784188384658,64145,64146,15,0.09354,0,0.09354,0.11143,3.0
294,l2Book,1784188384857,64145,64146,15,0.09354,0,0.09354,0.11143,3.0
295,l2Book,1784188385375,64145,64146,15,0.09354,0,0.09354,0.11143,3.0
296,l2Book,1784188385931,64145,64146,12,0.09354,0,0.09354,0.11095,3.0
297,trades,1784188386267,64145,64146,12,0.25758,0,0.25758,0.11018,3.0
298,l2Book,1784188386461,64145,64146,12,0.25758,0,0.25758,0.11018,3.0
299,l2Book,1784188387001,64145,64146,8,0.17183,0,0.17183,0.06271,3.0
300,l2Book,1784188387549,64145,64146,3,0.17183,0,0.17183,0.01559,3.0
301,l2Book,1784188388083,64145,64146,1,0.16404,0,0.16404,0,3.0
302,l2Book,1784188388620,64145,64146,1,0.16404,0,0.16404,0,3.0
303,l2Book,1784188389159,64145,64146,1,0.16404,0,0.16404,0,3.0
304,l2Book,1784188389700,64145,64146,0,0,0,0,0,3.0
305,trades,1784188390029,64145,64146,3,0.04735,0,0.04735,0,3.0
306,l2Book,1784188390236,64145,64146,3,0.04735,0,0.04735,0,3.0
307,trades,1784188390639,64145,64146,4,0.09411,0,0.09411,0,3.0
308,l2Book,1784188390771,64145,64146,4,0.09411,0,0.09411,0,3.0
309,trades,1784188391035,64145,64146,5,0.09475,0,0.09475,0,3.0
310,trades,1784188391105,64145,64146,6,0.09775,0,0.09775,0,3.0
311,l2Book,1784188391310,64145,64146,6,0.09775,0,0.09775,0,3.0
312,l2Book,1784188391811,64145,64146,6,0.09775,0,0.09775,0,3.0
313,trades,1784188391862,64145,64146,7,0.10594,0,0.10594,0,3.0
314,l2Book,1784188392319,64145,64146,7,0.10594,0,0.10594,0,3.0
315,l2Book,1784188392861,64145,64146,7,0.10594,0,0.10594,0,3.0
316,l2Book,1784188393397,64145,64146,4,0.05859,0,0.05859,0,3.0
317,l2Book,1784188393934,64145,64146,3,0.01183,0,0.01183,0,3.0
318,l2Book,1784188394465,64145,64146,1,0.00819,0,0.00819,0,3.0
319,trades,1784188394872,64145,64146,1,0,0,0,0.00154,3.0
320,trades,1784188394938,64145,64146,2,0.001,0,0.001,0.00154,3.0
321,l2Book,1784188394988,64145,64146,2,0.001,0,0.001,0.00154,3.0
322,trades,1784188395075,64145,64146,5,0.67518,0,0.67518,0.00154,3.0
323,l2Book,1784188395547,64142,64143,5,0,0,0,0.67672,3.0
324,trades,1784188395765,64142,64143,93,0.00031,15.66929,15.6696,0.67672,3.0
325,trades,1784188395818,64142,64143,177,0.00031,31.69491,31.69522,0.67672,3.0
326,trades,1784188395894,64142,64143,245,0.00031,52.93983,52.94014,0.67672,3.0
327,trades,1784188395954,64142,64143,395,0.00031,55.07754,55.07785,0.67672,3.0
328,l2Book,1784188396068,64094,64104,395,0,0,0,55.75457,3.0
329,trades,1784188396068,64094,64104,400,0.02152,0,0.02152,55.8166,3.0
330,trades,1784188396176,64094,64104,414,0.06214,0.04508,0.10722,55.8166,3.0
331,l2Book,1784188396619,64092,64093,414,0.03795,0.00598,0.04393,55.87989,3.0
332,trades,1784188396619,64092,64093,418,0.47444,0.00598,0.48042,55.87989,3.0
333,trades,1784188396701,64092,64093,428,0.91138,0.97539,1.88677,55.87989,3.0
334,trades,1784188396960,64092,64093,430,0.91138,0.97539,1.88677,55.88038,3.0
335,trades,1784188397422,64090,64091,435,0.01946,0,0.01946,57.76715,3.0
336,trades,1784188397487,64090,64091,437,0.01946,0.0078,0.02726,57.76738,3.0
337,trades,1784188397689,64085,64086,464,0.19434,0,0.19434,58.26709,3.0
338,trades,1784188398004,64085,64086,464,0.19434,0,0.19434,58.26797,3.0
339,trades,1784188398087,64085,64086,463,0.19474,0,0.19474,57.59438,3.0
340,l2Book,1784188398223,64085,64086,463,0.19474,0,0.19474,57.59438,3.0
341,trades,1784188398223,64085,64086,465,0.19674,0,0.19674,57.59456,3.0
342,trades,1784188398291,64085,64086,466,0.19674,0,0.19674,57.59474,3.0
