window_id,evaluation_id,order_attempt_id,attempt_key,attempt,exchange_time_ms,local_receive_ts_ns,side_or_aggressor,px,size_btc,source_sequence,raw_event_sequence,at_quote,through_quote,interval_trade_capture_status,public_stream_gap_count,public_stream_coverage_status,source_status
window_01,1865,2,window_01:attempt_2,2,1784188816300,1784188818269845625,B,64213,0.00017,584552613171133,584552613171133,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816300,1784188818269845625,B,64213,0.00017,1122076089783792,1122076089783792,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816300,1784188818269845625,A,64212,0.00054,381359519567512,381359519567512,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816300,1784188818269845625,B,64213,0.00017,688497473942088,688497473942088,False,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816350,1784188818269907899,A,64212,0.0003,167128906718579,167128906718579,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.32312,253743183463145,253743183463145,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.94964,998562678387217,998562678387217,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.03101,732772195472970,732772195472970,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,2.33605,45775753065327,45775753065327,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.00779,605388034967739,605388034967739,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.07786,170673656870497,170673656870497,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.002,98507787933288,98507787933288,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.44,1102410602145480,1102410602145480,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.22,592774895445607,592774895445607,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.22,224564972381447,224564972381447,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.22,262876118324542,262876118324542,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.44,1033292638189816,1033292638189816,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.44,967204167850517,967204167850517,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.48345,35191938669082,35191938669082,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.34386,379478682208690,379478682208690,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.00093,231713026102723,231713026102723,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.07794,277955348470580,277955348470580,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.07672,437591488929191,437591488929191,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.37825,269371239976799,269371239976799,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.06288,465606217480369,465606217480369,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.00022,643495884839599,643495884839599,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.13269,1085313061622814,1085313061622814,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.23491,66199693565300,66199693565300,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.4672,249194528415261,249194528415261,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.15573,194259335006959,194259335006959,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,1.55733,537105890742215,537105890742215,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64212,0.01557,340480436906673,340480436906673,True,False,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64211,0.01557,625740358305617,625740358305617,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64211,0.00016,849891634912563,849891634912563,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64211,0.12248,184866865959992,184866865959992,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64210,0.0022,128836367782671,128836367782671,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64210,0.00779,760354479291842,760354479291842,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64210,0.03114,852013937842632,852013937842632,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64210,0.00016,434881914836835,434881914836835,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64210,0.77936,97244940149380,97244940149380,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64209,0.32821,410367758075876,410367758075876,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64207,2.1823,228591845819674,228591845819674,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64206,0.00779,779207073155977,779207073155977,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64206,0.51799,486197986422246,486197986422246,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64206,0.009,439846077645487,439846077645487,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64206,0.00031,876667861613763,876667861613763,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64205,0.00311,198934247343531,198934247343531,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64205,0.00016,445265200013049,445265200013049,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64205,0.09,911659894780770,911659894780770,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64205,0.009,930110786812653,930110786812653,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64205,0.4598,31884133727015,31884133727015,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64204,0.09443,1003706276952926,1003706276952926,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64204,0.006,958232328490451,958232328490451,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64204,1.87064,556410314489051,556410314489051,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816535,1784188818271469245,A,64204,0.29402,732960268986254,732960268986254,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188816656,1784188818271645553,A,64205,0.0176,780365509174706,780365509174706,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817336,1784188818271911536,B,64206,0.00027,50593748073588,50593748073588,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817336,1784188818271911536,B,64206,0.00017,614818927803901,614818927803901,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817403,1784188818271971450,B,64206,0.00017,833727257064189,833727257064189,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817571,1784188818272029481,B,64206,0.00017,275903331063578,275903331063578,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817666,1784188818272085531,A,64205,0.00449,599872514861374,599872514861374,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817737,1784188818272202376,B,64206,0.00017,426043647971864,426043647971864,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817737,1784188818272202376,B,64206,0.00017,597526965428282,597526965428282,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817737,1784188818272202376,B,64206,0.00017,460447452357818,460447452357818,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817804,1784188818272293560,B,64206,0.00017,1084026582092366,1084026582092366,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817804,1784188818272293560,B,64206,0.00804,844074824917328,844074824917328,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817870,1784188818272459721,A,64205,0.001,625500198047332,625500198047332,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817870,1784188818272459721,B,64206,0.00256,202582621499874,202582621499874,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817937,1784188818272546780,B,64206,0.00017,1105802899571947,1105802899571947,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188817937,1784188818272546780,B,64206,0.00017,739864626493375,739864626493375,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
window_01,1865,2,window_01:attempt_2,2,1784188818006,1784188818272606292,B,64206,0.00017,1038971334300357,1038971334300357,False,True,captured_for_matching_attempt_interval,0,complete_interval_trade_stream_coverage,captured_for_matching_attempt
