sample_id,source_row_index,future_row_index,hyperliquid_decision_ts,binance_local_ts,binance_source_age_ms,joined_row_quality,horizon_ms,future_hyperliquid_decision_ts,effective_future_age_ms,label_row_quality,timestamp_policy,trade_pressure_policy,basis_contract_caveat,input_binance_top5_imbalance,input_binance_top5_imbalance_z,input_binance_microprice_minus_mid_ticks,input_binance_microprice_minus_mid_ticks_z,input_binance_mid_move_ticks_from_prev,input_binance_mid_move_ticks_from_prev_z,input_binance_top5_bid_qty,input_binance_top5_bid_qty_z,context_hyperliquid_mid_px,context_hyperliquid_spread_ticks,context_hyperliquid_top5_imbalance,context_hyperliquid_microprice_minus_mid_ticks,context_hyperliquid_join_age_ms,context_hyperliquid_join_age_bucket,context_hyperliquid_context_quality,context_basis_mid_ticks,hyperliquid_future_mid_move_ticks,hyperliquid_future_microprice_minus_mid_change_ticks,hyperliquid_future_top5_imbalance_change,basis_future_mid_response_ticks,basis_future_microprice_response_ticks
cross_exchange_public_sample_0602T001,1,11,1780378306538146252,1780378306513984192,24.16206,primary_usable,5000,1780378311538146252,5000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.97902313,1.64546013,0.48951156,0.50091718,0,0.00254356,22.548,2.75832368,70572.5,10,0.9712726,4.85636299,118.234509,warm_50_250ms,primary_usable,14.5,160,-0.72359812,-0.14471963,-98,-98.005811
cross_exchange_public_sample_0602T001,1,21,1780378306538146252,1780378306513984192,24.16206,primary_usable,10000,1780378316538146252,10000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.97902313,1.64546013,0.48951156,0.50091718,0,0.00254356,22.548,2.75832368,70572.5,10,0.9712726,4.85636299,118.234509,warm_50_250ms,primary_usable,14.5,350,-6.02385007,-1.20477002,-172,-172.5440236
cross_exchange_public_sample_0602T001,2,3,1780378307038146252,1780378307015539969,22.606283,primary_usable,100,1780378307538146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.98511214,1.65539134,0.49255607,0.50385866,0,0.00254356,20.534,2.4068637,70574,20,0.99993008,9.99930085,54.677933,warm_50_250ms,primary_usable,44.5,0,0,0,97,96.5693487
cross_exchange_public_sample_0602T001,2,3,1780378307038146252,1780378307015539969,22.606283,primary_usable,250,1780378307538146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.98511214,1.65539134,0.49255607,0.50385866,0,0.00254356,20.534,2.4068637,70574,20,0.99993008,9.99930085,54.677933,warm_50_250ms,primary_usable,44.5,0,0,0,97,96.5693487
cross_exchange_public_sample_0602T001,2,3,1780378307038146252,1780378307015539969,22.606283,primary_usable,500,1780378307538146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.98511214,1.65539134,0.49255607,0.50385866,0,0.00254356,20.534,2.4068637,70574,20,0.99993008,9.99930085,54.677933,warm_50_250ms,primary_usable,44.5,0,0,0,97,96.5693487
cross_exchange_public_sample_0602T001,2,4,1780378307038146252,1780378307015539969,22.606283,primary_usable,1000,1780378308038146252,1000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.98511214,1.65539134,0.49255607,0.50385866,0,0.00254356,20.534,2.4068637,70574,20,0.99993008,9.99930085,54.677933,warm_50_250ms,primary_usable,44.5,85,-5.01311939,-0.00269379,-39,-39.8462248
cross_exchange_public_sample_0602T001,2,12,1780378307038146252,1780378307015539969,22.606283,primary_usable,5000,1780378312038146252,5000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.98511214,1.65539134,0.49255607,0.50385866,0,0.00254356,20.534,2.4068637,70574,20,0.99993008,9.99930085,54.677933,warm_50_250ms,primary_usable,44.5,145,-5.13391064,-0.02685204,-79,-79.3896212
cross_exchange_public_sample_0602T001,2,22,1780378307038146252,1780378307015539969,22.606283,primary_usable,10000,1780378317038146252,10000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.98511214,1.65539134,0.49255607,0.50385866,0,0.00254356,20.534,2.4068637,70574,20,0.99993008,9.99930085,54.677933,warm_50_250ms,primary_usable,44.5,335,-12.85820071,-1.57171005,-202,-202.5544636
cross_exchange_public_sample_0602T001,3,4,1780378307538146252,1780378307511327944,26.818308,primary_usable,100,1780378308038146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.12380952,0.25060223,0.06190476,0.08778047,0,0.00254356,8.555,0.31642722,70574,20,0.99993008,9.99930085,554.677933,watch_250ms_to_stale_limit,primary_usable,141.5,85,-5.01311939,-0.00269379,-136,-136.4155735
cross_exchange_public_sample_0602T001,3,4,1780378307538146252,1780378307511327944,26.818308,primary_usable,250,1780378308038146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.12380952,0.25060223,0.06190476,0.08778047,0,0.00254356,8.555,0.31642722,70574,20,0.99993008,9.99930085,554.677933,watch_250ms_to_stale_limit,primary_usable,141.5,85,-5.01311939,-0.00269379,-136,-136.4155735
cross_exchange_public_sample_0602T001,3,4,1780378307538146252,1780378307511327944,26.818308,primary_usable,500,1780378308038146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.12380952,0.25060223,0.06190476,0.08778047,0,0.00254356,8.555,0.31642722,70574,20,0.99993008,9.99930085,554.677933,watch_250ms_to_stale_limit,primary_usable,141.5,85,-5.01311939,-0.00269379,-136,-136.4155735
cross_exchange_public_sample_0602T001,3,5,1780378307538146252,1780378307511327944,26.818308,primary_usable,1000,1780378308538146252,1000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.12380952,0.25060223,0.06190476,0.08778047,0,0.00254356,8.555,0.31642722,70574,20,0.99993008,9.99930085,554.677933,watch_250ms_to_stale_limit,primary_usable,141.5,85,-5.01311939,-0.00269379,-136,-136.5483789
cross_exchange_public_sample_0602T001,3,13,1780378307538146252,1780378307511327944,26.818308,primary_usable,5000,1780378312538146252,5000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.12380952,0.25060223,0.06190476,0.08778047,0,0.00254356,8.555,0.31642722,70574,20,0.99993008,9.99930085,554.677933,watch_250ms_to_stale_limit,primary_usable,141.5,145,-5.01998776,-0.00406746,-176,-175.9713996
cross_exchange_public_sample_0602T001,3,23,1780378307538146252,1780378307511327944,26.818308,primary_usable,10000,1780378317538146252,10000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,0.12380952,0.25060223,0.06190476,0.08778047,0,0.00254356,8.555,0.31642722,70574,20,0.99993008,9.99930085,554.677933,watch_250ms_to_stale_limit,primary_usable,141.5,335,-12.15007259,-1.43008443,-242,-241.8898955
cross_exchange_public_sample_0602T001,4,5,1780378308038146252,1780378308017006868,21.139384,primary_usable,100,1780378308538146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.70733741,-1.10500279,-0.3536687,-0.3137301,0,0.00254356,3.159,-0.62522027,70582.5,10,0.99723629,4.98618146,88.798220,warm_50_250ms,primary_usable,5.5,0,0,0,0,-0.1328054
cross_exchange_public_sample_0602T001,4,5,1780378308038146252,1780378308017006868,21.139384,primary_usable,250,1780378308538146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.70733741,-1.10500279,-0.3536687,-0.3137301,0,0.00254356,3.159,-0.62522027,70582.5,10,0.99723629,4.98618146,88.798220,warm_50_250ms,primary_usable,5.5,0,0,0,0,-0.1328054
cross_exchange_public_sample_0602T001,4,5,1780378308038146252,1780378308017006868,21.139384,primary_usable,500,1780378308538146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.70733741,-1.10500279,-0.3536687,-0.3137301,0,0.00254356,3.159,-0.62522027,70582.5,10,0.99723629,4.98618146,88.798220,warm_50_250ms,primary_usable,5.5,0,0,0,0,-0.1328054
cross_exchange_public_sample_0602T001,4,6,1780378308038146252,1780378308017006868,21.139384,primary_usable,1000,1780378309038146252,1000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.70733741,-1.10500279,-0.3536687,-0.3137301,0,0.00254356,3.159,-0.62522027,70582.5,10,0.99723629,4.98618146,88.798220,warm_50_250ms,primary_usable,5.5,30,0.01315926,0.00263185,-59,-59.0283419
cross_exchange_public_sample_0602T001,4,14,1780378308038146252,1780378308017006868,21.139384,primary_usable,5000,1780378313038146252,5000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.70733741,-1.10500279,-0.3536687,-0.3137301,0,0.00254356,3.159,-0.62522027,70582.5,10,0.99723629,4.98618146,88.798220,warm_50_250ms,primary_usable,5.5,110,-0.05006396,-0.01001279,-90,-89.5701094
cross_exchange_public_sample_0602T001,4,24,1780378308038146252,1780378308017006868,21.139384,primary_usable,10000,1780378318038146252,10000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.70733741,-1.10500279,-0.3536687,-0.3137301,0,0.00254356,3.159,-0.62522027,70582.5,10,0.99723629,4.98618146,88.798220,warm_50_250ms,primary_usable,5.5,250,-0.78498661,-0.15699732,-106,-105.4750683
cross_exchange_public_sample_0602T001,5,6,1780378308538146252,1780378308518102745,20.043507,primary_usable,100,1780378309038146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.97294811,-1.53821524,-0.48647406,-0.44204137,0,0.00254356,0.25,-1.1328653,70582.5,10,0.99723629,4.98618146,588.798220,watch_250ms_to_stale_limit,primary_usable,5.5,30,0.01315926,0.00263185,-59,-58.8955365
cross_exchange_public_sample_0602T001,5,6,1780378308538146252,1780378308518102745,20.043507,primary_usable,250,1780378309038146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.97294811,-1.53821524,-0.48647406,-0.44204137,0,0.00254356,0.25,-1.1328653,70582.5,10,0.99723629,4.98618146,588.798220,watch_250ms_to_stale_limit,primary_usable,5.5,30,0.01315926,0.00263185,-59,-58.8955365
cross_exchange_public_sample_0602T001,5,6,1780378308538146252,1780378308518102745,20.043507,primary_usable,500,1780378309038146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.97294811,-1.53821524,-0.48647406,-0.44204137,0,0.00254356,0.25,-1.1328653,70582.5,10,0.99723629,4.98618146,588.798220,watch_250ms_to_stale_limit,primary_usable,5.5,30,0.01315926,0.00263185,-59,-58.8955365
cross_exchange_public_sample_0602T001,5,7,1780378308538146252,1780378308518102745,20.043507,primary_usable,1000,1780378309538146252,1000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.97294811,-1.53821524,-0.48647406,-0.44204137,0,0.00254356,0.25,-1.1328653,70582.5,10,0.99723629,4.98618146,588.798220,watch_250ms_to_stale_limit,primary_usable,5.5,60,-0.21917093,-0.04383418,-89,-88.886977
cross_exchange_public_sample_0602T001,5,15,1780378308538146252,1780378308518102745,20.043507,primary_usable,5000,1780378313538146252,5000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.97294811,-1.53821524,-0.48647406,-0.44204137,0,0.00254356,0.25,-1.1328653,70582.5,10,0.99723629,4.98618146,588.798220,watch_250ms_to_stale_limit,primary_usable,5.5,130,-0.50425688,-0.10085137,-110,-109.4183355
cross_exchange_public_sample_0602T001,5,25,1780378308538146252,1780378308518102745,20.043507,primary_usable,10000,1780378318538146252,10000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.97294811,-1.53821524,-0.48647406,-0.44204137,0,0.00254356,0.25,-1.1328653,70582.5,10,0.99723629,4.98618146,588.798220,watch_250ms_to_stale_limit,primary_usable,5.5,250,-1.06404571,-0.21280914,-66,-65.3665568
cross_exchange_public_sample_0602T001,6,7,1780378309038146252,1780378309027380933,10.765319,primary_usable,100,1780378309538146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.76402121,-1.19745437,-0.3820106,-0.34111292,0,0.00254356,2.737,-0.69886283,70585.5,10,0.99986814,4.99934072,412.556344,watch_250ms_to_stale_limit,primary_usable,-53.5,30,-0.23233019,-0.04646603,-30,-29.9914405
cross_exchange_public_sample_0602T001,6,7,1780378309038146252,1780378309027380933,10.765319,primary_usable,250,1780378309538146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.76402121,-1.19745437,-0.3820106,-0.34111292,0,0.00254356,2.737,-0.69886283,70585.5,10,0.99986814,4.99934072,412.556344,watch_250ms_to_stale_limit,primary_usable,-53.5,30,-0.23233019,-0.04646603,-30,-29.9914405
cross_exchange_public_sample_0602T001,6,7,1780378309038146252,1780378309027380933,10.765319,primary_usable,500,1780378309538146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.76402121,-1.19745437,-0.3820106,-0.34111292,0,0.00254356,2.737,-0.69886283,70585.5,10,0.99986814,4.99934072,412.556344,watch_250ms_to_stale_limit,primary_usable,-53.5,30,-0.23233019,-0.04646603,-30,-29.9914405
cross_exchange_public_sample_0602T001,6,8,1780378309038146252,1780378309027380933,10.765319,primary_usable,1000,1780378310038146252,1000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.76402121,-1.19745437,-0.3820106,-0.34111292,0,0.00254356,2.737,-0.69886283,70585.5,10,0.99986814,4.99934072,412.556344,watch_250ms_to_stale_limit,primary_usable,-53.5,30,-0.25809107,-0.05161821,-30,-29.9585887
cross_exchange_public_sample_0602T001,6,16,1780378309038146252,1780378309027380933,10.765319,primary_usable,5000,1780378314038146252,5000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.76402121,-1.19745437,-0.3820106,-0.34111292,0,0.00254356,2.737,-0.69886283,70585.5,10,0.99986814,4.99934072,412.556344,watch_250ms_to_stale_limit,primary_usable,-53.5,100,-3.10067133,-0.62013426,-51,-50.3773445
cross_exchange_public_sample_0602T001,6,26,1780378309038146252,1780378309027380933,10.765319,primary_usable,10000,1780378319038146252,10000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.76402121,-1.19745437,-0.3820106,-0.34111292,0,0.00254356,2.737,-0.69886283,70585.5,10,0.99986814,4.99934072,412.556344,watch_250ms_to_stale_limit,primary_usable,-53.5,220,-1.92786642,-0.38557328,-7,-6.6351369
cross_exchange_public_sample_0602T001,7,8,1780378309538146252,1780378309513723343,24.422909,primary_usable,100,1780378310038146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.74690226,-1.16953327,-0.37345113,-0.3328431,0,0.00254356,2.829,-0.68280806,70588.5,10,0.95340211,4.76701053,94.599326,warm_50_250ms,primary_usable,-83.5,0,-0.02576088,-0.00515218,0,0.0328518
cross_exchange_public_sample_0602T001,7,8,1780378309538146252,1780378309513723343,24.422909,primary_usable,250,1780378310038146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.74690226,-1.16953327,-0.37345113,-0.3328431,0,0.00254356,2.829,-0.68280806,70588.5,10,0.95340211,4.76701053,94.599326,warm_50_250ms,primary_usable,-83.5,0,-0.02576088,-0.00515218,0,0.0328518
cross_exchange_public_sample_0602T001,7,8,1780378309538146252,1780378309513723343,24.422909,primary_usable,500,1780378310038146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.74690226,-1.16953327,-0.37345113,-0.3328431,0,0.00254356,2.829,-0.68280806,70588.5,10,0.95340211,4.76701053,94.599326,warm_50_250ms,primary_usable,-83.5,0,-0.02576088,-0.00515218,0,0.0328518
cross_exchange_public_sample_0602T001,7,9,1780378309538146252,1780378309513723343,24.422909,primary_usable,1000,1780378310538146252,1000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.74690226,-1.16953327,-0.37345113,-0.3328431,0,0.00254356,2.829,-0.68280806,70588.5,10,0.95340211,4.76701053,94.599326,warm_50_250ms,primary_usable,-83.5,0,-1.14004496,-0.228009,0,0.0402797
cross_exchange_public_sample_0602T001,7,17,1780378309538146252,1780378309513723343,24.422909,primary_usable,5000,1780378314538146252,5000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.74690226,-1.16953327,-0.37345113,-0.3328431,0,0.00254356,2.829,-0.68280806,70588.5,10,0.95340211,4.76701053,94.599326,warm_50_250ms,primary_usable,-83.5,70,-1.58683873,-0.31736775,46,46.5738692
cross_exchange_public_sample_0602T001,7,27,1780378309538146252,1780378309513723343,24.422909,primary_usable,10000,1780378319538146252,10000,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.74690226,-1.16953327,-0.37345113,-0.3328431,0,0.00254356,2.829,-0.68280806,70588.5,10,0.95340211,4.76701053,94.599326,warm_50_250ms,primary_usable,-83.5,190,-0.20021607,-0.04004322,38,38.8339041
cross_exchange_public_sample_0602T001,8,9,1780378310038146252,1780378310022318493,15.827759,primary_usable,100,1780378310538146252,500,primary_label_available,inputs_at_decision_ts_future_labels_at_or_after_target,disabled_unverified_side_semantics,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,-0.68119855,-1.06237017,-0.34059928,-0.30110295,0,0.00254356,3.66,-0.53779155,70588.5,10,0.94824993,4.74124965,442.720094,watch_250ms_to_stale_limit,primary_usable,-83.5,0,-1.11428408,-0.22285682,0,0.0074279
