sample_id,field,required_for_complete_context,row_count,non_empty_count,coverage_rate
xemm_0625_t002_utc15_a,input_binance_top5_bid_qty,True,669,669,1
xemm_0625_t002_utc15_a,basis_mid_ticks,True,669,669,1
xemm_0625_t002_utc15_a,hyperliquid_top5_imbalance,True,669,669,1
xemm_0625_t002_utc15_a,hyperliquid_microprice_minus_mid_ticks,True,669,669,1
xemm_0625_t002_utc15_a,hyperliquid_context_quality,True,669,669,1
xemm_0625_t002_utc15_a,future_hyperliquid_mid_px,True,669,669,1
xemm_0625_t002_utc15_a,future_hyperliquid_top5_microprice_px,True,669,669,1
xemm_0625_t002_utc15_a,hyperliquid_future_mid_move_ticks,True,669,669,1
xemm_0625_t002_utc15_a,hyperliquid_future_microprice_minus_mid_change_ticks,True,669,669,1
xemm_0625_t002_utc15_a,label_row_quality,True,669,669,1
xemm_0625_t002_utc15_b,sample_id,True,667,667,1
xemm_0625_t002_utc15_b,observed_regime,True,667,667,1
xemm_0625_t002_utc15_b,source_row_index,True,667,667,1
xemm_0625_t002_utc15_b,future_row_index,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_decision_ts,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_l2book_local_ts,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_l2book_event_ts,True,667,667,1
xemm_0625_t002_utc15_b,binance_local_ts,True,667,667,1
xemm_0625_t002_utc15_b,binance_exch_ts,True,667,667,1
xemm_0625_t002_utc15_b,binance_source_age_ms,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_join_age_ms,True,667,667,1
xemm_0625_t002_utc15_b,nominal_horizon_ms,True,667,667,1
xemm_0625_t002_utc15_b,effective_future_age_ms,True,667,667,1
xemm_0625_t002_utc15_b,future_hyperliquid_decision_ts,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_current_bid_px,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_current_ask_px,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_buy_touch_quote_px,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_sell_touch_quote_px,True,667,667,1
xemm_0625_t002_utc15_b,tick_size,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_mid_px,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_top5_microprice_px,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_spread_ticks,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_bid_top5_px,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_ask_top5_px,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_bid_top5_qtys,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_ask_top5_qtys,True,667,667,1
xemm_0625_t002_utc15_b,binance_mid_px,True,667,667,1
xemm_0625_t002_utc15_b,binance_top5_microprice_px,True,667,667,1
xemm_0625_t002_utc15_b,binance_bid_top5_px,True,667,667,1
xemm_0625_t002_utc15_b,binance_ask_top5_px,True,667,667,1
xemm_0625_t002_utc15_b,binance_bid_top5_qtys,True,667,667,1
xemm_0625_t002_utc15_b,binance_ask_top5_qtys,True,667,667,1
xemm_0625_t002_utc15_b,input_binance_top5_imbalance,True,667,667,1
xemm_0625_t002_utc15_b,input_binance_microprice_minus_mid_ticks,True,667,667,1
xemm_0625_t002_utc15_b,input_binance_mid_move_ticks_from_prev,True,667,666,0.99850075
xemm_0625_t002_utc15_b,input_binance_top5_bid_qty,True,667,667,1
xemm_0625_t002_utc15_b,basis_mid_ticks,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_top5_imbalance,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_microprice_minus_mid_ticks,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_context_quality,True,667,667,1
xemm_0625_t002_utc15_b,future_hyperliquid_mid_px,True,667,667,1
xemm_0625_t002_utc15_b,future_hyperliquid_top5_microprice_px,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_future_mid_move_ticks,True,667,667,1
xemm_0625_t002_utc15_b,hyperliquid_future_microprice_minus_mid_change_ticks,True,667,667,1
xemm_0625_t002_utc15_b,label_row_quality,True,667,667,1
xemm_0625_t002_utc16_c,sample_id,True,665,665,1
xemm_0625_t002_utc16_c,observed_regime,True,665,665,1
xemm_0625_t002_utc16_c,source_row_index,True,665,665,1
xemm_0625_t002_utc16_c,future_row_index,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_decision_ts,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_l2book_local_ts,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_l2book_event_ts,True,665,665,1
xemm_0625_t002_utc16_c,binance_local_ts,True,665,665,1
xemm_0625_t002_utc16_c,binance_exch_ts,True,665,665,1
xemm_0625_t002_utc16_c,binance_source_age_ms,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_join_age_ms,True,665,665,1
xemm_0625_t002_utc16_c,nominal_horizon_ms,True,665,665,1
xemm_0625_t002_utc16_c,effective_future_age_ms,True,665,665,1
xemm_0625_t002_utc16_c,future_hyperliquid_decision_ts,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_current_bid_px,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_current_ask_px,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_buy_touch_quote_px,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_sell_touch_quote_px,True,665,665,1
xemm_0625_t002_utc16_c,tick_size,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_mid_px,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_top5_microprice_px,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_spread_ticks,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_bid_top5_px,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_ask_top5_px,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_bid_top5_qtys,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_ask_top5_qtys,True,665,665,1
xemm_0625_t002_utc16_c,binance_mid_px,True,665,665,1
xemm_0625_t002_utc16_c,binance_top5_microprice_px,True,665,665,1
xemm_0625_t002_utc16_c,binance_bid_top5_px,True,665,665,1
xemm_0625_t002_utc16_c,binance_ask_top5_px,True,665,665,1
xemm_0625_t002_utc16_c,binance_bid_top5_qtys,True,665,665,1
xemm_0625_t002_utc16_c,binance_ask_top5_qtys,True,665,665,1
xemm_0625_t002_utc16_c,input_binance_top5_imbalance,True,665,665,1
xemm_0625_t002_utc16_c,input_binance_microprice_minus_mid_ticks,True,665,665,1
xemm_0625_t002_utc16_c,input_binance_mid_move_ticks_from_prev,True,665,665,1
xemm_0625_t002_utc16_c,input_binance_top5_bid_qty,True,665,665,1
xemm_0625_t002_utc16_c,basis_mid_ticks,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_top5_imbalance,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_microprice_minus_mid_ticks,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_context_quality,True,665,665,1
xemm_0625_t002_utc16_c,future_hyperliquid_mid_px,True,665,665,1
xemm_0625_t002_utc16_c,future_hyperliquid_top5_microprice_px,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_future_mid_move_ticks,True,665,665,1
xemm_0625_t002_utc16_c,hyperliquid_future_microprice_minus_mid_change_ticks,True,665,665,1
xemm_0625_t002_utc16_c,label_row_quality,True,665,665,1
