duration_ms,replicate_id,anchor_count,median_coherence_dwell_ms,swap_fingerprint
10000,56,38,40.0,39451686d5406b53d2366111fc3b160cc29ed753ce87b64822d54c48cd4f5f70
10000,57,33,20.0,75e8af48296abc4552d5358064bd68c4aa56ab4644e5e9453c5e81be9aca046b
10000,58,34,40.0,6febadf1703d4a8ce2aaeda18afe54ad0d92caaace22f24b86ebaa3c2ed44cc0
10000,59,36,40.0,8f63412ed218a5d75517290b69aa05bfa576faf0e9af33fe0defde40f3572c63
10000,60,33,40.0,c32e1a34d42a3d00ce9b9d2909b99fc39839bbfe8847c88637161371a5a90ee3
10000,61,36,40.0,d83044178f7ed9e279a02086f476084d980745fc2e71530c1bfe72b788db14de
10000,62,41,40.0,83d7ec3e879799d7f60bd057369f8b6eb2cce5c5d5ca38a8289eb44b503ea8ac
10000,63,37,40.0,d426b3161af733a371f3e2fc4cc7edd37f87bcd11604fad13a91c16fe263e000
10000,64,33,40.0,d05cf82778398549c76b3b5cfcc701b7e423eca790643d99abd33ca5d29f5172
10000,65,40,40.0,1928fdfef79476979190e91abb17f6d6f6a9c839edda15480dd9958dd1d18126
10000,66,35,40.0,1b1611dddf52fb4c11cdf83642e64e37e7c3189d17ef0c70fbb7e2f2c17c6eda
10000,67,44,40.0,e163a278c7c2da8b20c30c7ffbeef998fd03243ad6018e87cc613afb7e8329ce
10000,68,34,40.0,db54fce14bdb6201144b27dd28796f97bb82c18322c67d5307ac0a46a759eebb
10000,69,29,20.0,dd9f9f824f5c769ba4a66c433fd1bd9a143234b645034f12f7f9105358585888
10000,70,40,40.0,09f848384b779105fd028c1f0cc10c41fe597e6d52e742ff8434d0dcd726a820
10000,71,38,30.0,39482c88e620c77bb3d98475ee3e0d4def635c8183078b0e283f9c0864734982
10000,72,38,40.0,ae1f5536776f73207b457190e574e452c4e5f788dae618c1c798c87e73e17023
10000,73,37,40.0,e1c70e1b4db27df98399f63ecb2eddcc31cbe4603c04cd64a6293c6cbeecdfe2
10000,74,32,40.0,7438f1cd516b85783bd0bf59679898d200d6e354021715606cb45589e0c0a1d0
10000,75,34,20.0,be02eee71e0a007535189b43a44bd7887786feac8225bd35116a928c392a8e7c
10000,76,34,20.0,309fe1f1d9d7c5d0f39c92774a404b7aeeca7790d4c5f98d81011cfea1a72e94
10000,77,39,40.0,539e696d891272648691987b50393702626d3990c9e4f13d2addb6e0db5794dd
10000,78,43,40.0,c064e08dce578d4ba6d8650909654bdbf8a2d4e7a6a729710edd4dfd8f3b040f
10000,79,36,40.0,261558c3e6397d5a823e1bc5e81b2ee8c6cd878abcbf1e0f2bfbaf854b4111af
10000,80,35,20.0,227e239c541d1cb8f8c40fe5ee2e533c6d89350b6660835578858dbc53471ad8
10000,81,32,40.0,b2c329da3a24359bfbf33c1a82acaa1e7e9c7e94ec14c45d79cf9fd4912cdd98
10000,82,32,40.0,fa17ea19ee2d8eae385fd5c5414b450d03f38d0284a10571b2fb91d667ee00d1
10000,83,26,30.0,da5f6e3646b0caa31158163c2c855d4e72106c2b5d23893e3eb5165dfb12d2d2
10000,84,38,40.0,06a24373507a5d63e6f3f970399b4ede895a8c88a471eec22be54192ad956ba6
10000,85,35,40.0,2f993ab7ce258d93aa85ee4b5419a06b3809ed9593a7fd1dc2c326158e2dd7d9
10000,86,32,40.0,b0be95c9259b244211e08127c4a5ac35b3d144eec3510f7e42a82e556b455af6
10000,87,36,30.0,27d1d1cf8bc1731a458d538e579617078e3bc7f763a47bd6f029ec421ca9b2b0
10000,88,23,40.0,0a5392cbd63d4a4edda14c0db66b71c4ceac639efd08652feaa5a313a11da8c7
10000,89,36,40.0,88b00bfc5614cd01cbe4d197474bc86ff58112e4e223143be85242f608842869
10000,90,40,40.0,7474739c2ab9fb4c0726f57bb64f02cce6c8fa49480c14f77b360df331cea059
10000,91,35,40.0,1cd6210b1693823de2104e4137864ef6dfd090fdd55007096978fae3f7a113da
10000,92,34,40.0,e0456819fa3bc290188cff23cb06b92d84298229163e0efe8bde532f520ada35
10000,93,29,40.0,4dfc9012962b7c91db29598e784559b27bae400e894f5aea30801dbc25ad03d6
10000,94,34,40.0,a6dd2760e80c24bc9e1cf565d70db4c6697ef6d14cb2c4cb27a6dc92652b5dc0
10000,95,31,40.0,5e626938a6ae57545fa91d453112225a853d151ebe7a9476799f5dd31c6c50f0
10000,96,35,40.0,2810d3c4b49ff8992599d64b93d32c0837b4cf67f98dcc9568a975c4a68af2c4
10000,97,35,40.0,e85bb5479d7e8c5b1b7aac721338d452f5fbc8d94a252611a3362753a0945382
10000,98,28,30.0,519ba85b2dc876620ec8ece3f8fbd5f8e246fea63a8eab928ecd7aaa739777b0
10000,99,38,40.0,d207f99108824020789df6027243025d3a8a111a35ed6806823e945021803533
10000,100,35,40.0,8968b3dbd51623657b1a000eb46a7f44f2461d8dfab99bcf72f30cec359802c3
10000,101,36,40.0,594996ac745335375486e3560155337ecd5464956bc5329d13cb1326c2dccacf
10000,102,35,20.0,1e981b5f8f2a1dc737632a8ee3f980db067f254686da69ad2cf27e710549f120
10000,103,33,40.0,72ad97e2373e199ec6f51a66b3a2bdfca5b78c1ce626eed27aee19d86325d5cc
10000,104,35,40.0,56afb7c4a2c2a4bd424a0f0e352aa34facce7b72f7676e63122f0333bab17324
10000,105,32,40.0,25286ceb942fc12919f6a3c2b1dd1f3ac1a9b338b117a65d0dd4f1ac00e49b67
10000,106,41,40.0,1694926076e21aabfb68c6e77126f1dbcb52f8c6a5b48484e11aab485beef096
10000,107,37,40.0,67a50a5e13a4610eb4f305e5c432de9c1dabf3807117bd2b4f6c2b4d37146283
10000,108,35,20.0,6a3389dfad6fee24e063e32bd3e01c46b3fea71ab06730d5d9737a37d5700321
10000,109,42,20.0,1d49050d63b55954b9cb769c23a8be3a9005c11d5374eba6f0604055befdcd56
10000,110,39,40.0,47b82426c6fcfe2e6f34d840327bd14deedd7ac9dbbade69ec24eac3caebf0e3
10000,111,34,30.0,12f8231b32f86033b921521649ab84ec5de5193e70bc4e68d531e7ddcbd95bbf
10000,112,34,20.0,4557c31e0e95e5db93811981aa324a293bf5a3bf1d8bd7ff30da53c8a9ae9b1a
10000,113,30,40.0,0aa413d35a91b531d00400eee8432ccb6a41c5b9b4996d94ac90b8767b3410d2
10000,114,38,40.0,faa5bc68ce9c7d5caa4c84ed517ccffdbd0685343e5449a0af6c1f225be91fe2
10000,115,38,40.0,76e4932f569cbde9f010d679f6c305a8a8445ca366982021bb1278a93667288f
10000,116,34,40.0,d954363152915152b3a0d195de87ee9460d45c7cb51f1e7c2a4de190ff65c954
10000,117,38,40.0,e0a0f42c705680279ef3132270e558814e8d775ad46ec71f574b6a878df3e3ee
10000,118,30,40.0,b9b190460aca7b2e3e89c1d059d14cfa235d3b77b50e7e30bdf435ded81aa896
10000,119,38,40.0,94d64f10e23fe6142925367f33f8e7a32d2cc215dfad1caf36b29015dd3fc687
10000,120,39,40.0,f3127707dac2b46f3a4541c67c516177568c4b523a25557a3af6d9aa78e11abf
10000,121,30,20.0,ecf4720b1ab39fde5ba7d1e66c8bd99e50e2d692b788ca86acd1e3319b2a976a
10000,122,35,40.0,e280c3faa371d80c916637243ec341cc07dd069c51613a16eb714ca65eb167d8
10000,123,36,30.0,32afcf1f6de31ea2c8e30a4f7e4415d4e0d4ce0402973ea8f5a521363ee87c4b
10000,124,34,40.0,fb8ae551f27840aa3627ddd4bff86b106bb69f549a81c7da431124bceeafdbfd
10000,125,38,40.0,3070e61a10cc727fd8a2de31e21396ff4619a2c9d09d7ab087dfc5d5a7591522
10000,126,37,40.0,0bfb6ef91877a8b53e1af17f70524ac69f3dc11463b264f7c314a0c3bc2e547b
10000,127,45,40.0,70a49f59e040f9b90cabeeb18a8891ad66e3d2af71bc260107fcf52a5b2b6ccc
10000,128,39,40.0,c2c36454313f846f368df06f50ed54c40c61a1d0707a42a50a42b3719a35ea30
10000,129,29,40.0,17fe4d656c08e1fc121ac3fe01447a2906d449135e6b35d511f4e8ab8fb30cef
10000,130,34,40.0,8c21482918d4ad602c6fa65c0c9d28a21a1ac9bcdc8d8ceb9733bd3bf6bce20c
10000,131,37,20.0,cf599128f988e0d71a94abd410b78004115218b3a1ad1ed9391eb7d27002a33a
10000,132,30,40.0,03ae6a626f1511ee444e4368c22473251cee0ef94e1dec748b09c439ffe7c704
10000,133,31,40.0,c602bbbfda40a5b8e3ff2f9579c1f7616e8e2321837e5cbcb9198c375f18369a
10000,134,34,40.0,db1ff0a3dc3237f6432833d6e01bea21acfcaca265d518c1e4f14f46e5ac95f9
10000,135,31,40.0,184c501314a37f289d7f5aaee3252f4c176ef96e89fbd0e36dc20846478d26a3
10000,136,35,40.0,f491876cb4ab585dfb0e5d5bf25465d7a23a122ec9bd9e9876c49bd23f4f2e91
10000,137,26,30.0,d6d2d2a97410feb48236351bd29921ecd2c6080fbd8bebcc302764cdfb786411
10000,138,36,40.0,c66813bc3e3745e4b17bc99ff816cbdaff5c5c5fa0dd773f718391478f94439a
10000,139,33,40.0,58ce29cf285877a30c58f76a512caadca935dfc3f4375e6ed890a09f1f90871a
10000,140,24,20.0,73cc3e9a602e3fd041a7c8c55cf0cd783d0b4799d4430f2d8058b9f21edce12c
10000,141,33,40.0,eb05aaca6209c447fd2fe9f6508d5f30caab32ccdc96021870a4e1e360317b9e
10000,142,30,40.0,c1463380ee6bad263c5917d17bb381b63b5bc50727095fee932deea9809771dd
10000,143,29,40.0,6c8326047067e7bc35225f5a09a1ebfafeb08fa4b76294bdd155d223ba8bda7b
10000,144,34,40.0,d24b2964c913a805013eebe650ed56c4ee2b62d289dd20fcf662e8ff6166ae00
10000,145,37,40.0,ff5a32342cb00aa8eaca66d7a999b89d004e74d99efda403876ff8058b3e402f
10000,146,33,40.0,0236622c0fb4b77ea1d2d70066c381930cbbd98d9cda875ebcf205acdb22bc3d
10000,147,34,20.0,26cc234d650754841b5b3119cb7073f0f07e23d2770561b1d7dbda208e798880
10000,148,38,40.0,e5607067701120a995da82207b868697f82bc15aae692212ba4ace5a262d9850
10000,149,43,40.0,5a20f07342c98e9f95562108f6596e3b5eb7c50c5f1907a62b5a2dbb223502d6
10000,150,37,40.0,496fe8655d76ec58eab9ab872bc23f33a87c813d75d4436e1bfeee69fa1aa40c
10000,151,34,40.0,1c718bf11a69febc9299afb90cad9807fc38007080e5cbfecdf7068400eaa65d
10000,152,36,40.0,6772e842abc96dc05bfe3ab3938fcd501c895cb9c2e69c35d6ef0f6e59b0d59e
10000,153,34,40.0,5510c8da429b0b04d06c629b9e32163c1943efd0121099e5a343262a6f971de7
10000,154,34,40.0,d9a8fb13aadab7fb0b02836b8eb85ddd5e93c8226b81ca4a29c536a28c5bf2cd
10000,155,35,40.0,98df95d67183f930ae600b2b6b436b5cf2115568a0f31ac174b070394a837c48
10000,156,38,40.0,fc9e4cd3d22656273b1831bb64035fa013920c691ebcb6892b0a5637b38ba200
10000,157,30,40.0,763de352f3f8b5a1f9717024b459a6d6220221046a3f6c5cf29a9095577e3877
10000,158,40,40.0,a2036ab83be6dcec218a1750d45aaea8957880f7352544ede8cc40cebf819c89
10000,159,38,40.0,0efca3e571a48fba614e9008f42e0086edd95519d2f8337173c59c3853f301d3
10000,160,40,40.0,306823c1f13a250dde7836ea0030d282d9f2f9c1a369a875b5ca4345b9ad6f41
10000,161,28,40.0,9c3c5c46be13b3fbd6d8b5810cf32ef111e2469ad582057ad3a3a9d18c504145
10000,162,38,20.0,4af7f4cc03a199c9241c13d82cb4d77b68a17ef3b3e24c9c5380eafe52f29faf
10000,163,34,40.0,30a61ed84a934426a2f717c164efd5020612fcd5e3db1f9c4488dc3c957d9e04
10000,164,38,40.0,d4a485ac267daf89b36f2d16791e206a609fbefc758c30d7736c34ee92052e03
10000,165,40,30.0,9435e72642a5eab225aba8772ba0c613dc604f61c7219788b41bd1adb2fb1236
10000,166,38,40.0,401801456ad0ae617bd1bbd2bef1f6843acf1b4bdbd2ecc9425855aebca3c7d9
10000,167,35,40.0,7c01355a2ad3d4a81ca590fb75307bad258b4b61e083384e557eabb453abc6c9
10000,168,24,40.0,3f33e9995c39d2fac102c46a5c10ac89cfbc512a10c6c77f20387a9277e8c0e1
10000,169,28,40.0,da9dbbd0e881b3e4c328e6aa82370b63275645a9127f641519645ecf4cdf5946
10000,170,40,40.0,e1235e634e6a88212c1497995ce60c901d812e9ada133dc4ded019f0515fb152
10000,171,37,40.0,7f205601eda4040382a8d41135e2687889052168843f2e3d05ba2c8183202734
10000,172,32,40.0,94ad76185b795eee2d3056ff34e6995fe0444695c798a94951694947be229dad
10000,173,33,40.0,cf03482b3bd77e0e873bfa784ce25c0407ce3b4808d855ad65c1031bcf1df5c7
10000,174,36,40.0,ca021d493a818d8a5040ccb082c1a54339cab76759109d1a82f59f551a676323
10000,175,41,40.0,eef7b2de6ff989d86262241ff37e488264af66bb386d42f84b4600968722fa2a
10000,176,43,40.0,3dd49099f5427ece9a980214ed428301730cfaf750dfb0f98ca5a9eabfaaace7
10000,177,35,40.0,7485cab051212cbada82a3b73ecdb2d5d4974f8edc8106346f801f9e930f8d53
10000,178,34,40.0,b9b6ac3d3690a87f5b9752825b55c7c0c33d5098906164acd36c0a55b0c99660
10000,179,33,40.0,0849e7addad8e8554ab93eb4f74e4e0c600b3baf39fa9a359a763c2d5caee4f8
10000,180,23,40.0,8a04695074668eea45547522f9ed6e1a58b326d9427287178d03daec339b1989
10000,181,34,30.0,1f871eb7c9a21d363c48b6650ee4b650dbdcb9dd13699e02021072fd5baa03b3
10000,182,31,40.0,ee751436f1effe6698bf257939c7da3d62017f68652817f1fe6978123e8bda9a
10000,183,40,40.0,d44f06198df370de186831b0b8af570fb425294603007bb181d0a26dd0bedfc3
10000,184,30,30.0,a7ee06dfdfc578920928e6126e322a357d26be7d4ba7a7985d30f49d6b09ac26
10000,185,36,40.0,03c9c64700b9d0f2d10ad17887725282aa87c00c1e815364ce1b5f6d4a1fa295
10000,186,33,20.0,54d4cbb6779b382ff7c2cb6756c728dbe06dafd4243a0e98f4b4b7f5a0d72c79
10000,187,35,40.0,17e8562bc570c0f2b39cbdde0be80d1534330a8efdb640581726199515ab92b0
10000,188,34,40.0,575e15897ed0bcc096340369c7bd18e314a440304908b91308b2f22a45f71f73
10000,189,39,40.0,0f715d3a581f0fad83c8ba80589a96827a6a27212db032f805e4edc6ea415c11
10000,190,35,40.0,d69f6fde5adc8eeec3e96c75655baffecd329c326ea24301c721fdf81b43941b
10000,191,36,40.0,f98a2e04ff6a2df09a6e3a3be23b9b84d80d6e8362231988bdc123f2bc80dc30
10000,192,36,40.0,f99e105559a246d12696c752ef2928df55feba59349655303544872055b5124b
10000,193,27,40.0,827f1eee684d2e5e3a2db1d0a45b744ec20370f30f7a53c5a5792e7981b5ed73
10000,194,37,40.0,078360360b851136f5eeba72a45e1b7dcb7beb99b5585096e7ddf6fc203162b9
10000,195,33,40.0,071c18bb0ff433b94ef6fb389a87c98e8fbe64e2fc0a8cdff172f03631b1f685
10000,196,38,40.0,a221461bc4d0ce57cfca50dda99e6d6ff2831a2eb13f450ff83ed7f4be9bb999
10000,197,35,40.0,b5317630d04ba36fb4f31084b83b8024167974f33a0c88885fa9c29d6fd1616e
10000,198,40,40.0,d6a06a8f175e8d787fbeb92075960cae0fc918b9c5ef2b6b27d40bcf217230c0
30000,0,34,40.0,2526eb1b62223338cfed18fad5e3c45454a949cc83302c91e0c86d0977eb3d59
30000,1,48,40.0,a890278850500ae5e72d0d045597cf4202b8fcb94ad8456b9375227bd7f6281d
30000,2,37,40.0,31c1a2d02f9a23a6ca991b1fd09b27eb17a4db14adcf9e1d4cf0b9212fbc4fa4
30000,3,46,30.0,351015cca103cc435ae578e2cc533472cc827c322139ccb954ad9b4765772b63
30000,4,44,40.0,0b90b852285d7f4a58606ef5822ce4d0cd27ef171c1d3294e94fe7a6345e12b3
30000,5,29,40.0,a520ce1240342a55ba7ae24c14535b4bc42c26e3b2929e86c68c59888fa13e7c
30000,6,34,40.0,d5d4cdbfefcc647fa96b385c97dd4b83a632169262d7c896ac65645f5e723f92
30000,7,37,40.0,682b0bc07f9f9c8aeecd94c03067893cbc2ee62683d69dc4264eb17073c15fb2
30000,8,48,40.0,eeee46d676de2abbb792d0e82fd6eb887d86681b87515eab7badc48c7ee4d766
30000,9,46,40.0,0f59cf6b0628fdadb4dd63208092a124e3bcadd7c03a9adcb99f7260ea4fb2bb
30000,10,38,40.0,359324254bf67ef5c82a5559259078f2046800065ff726163279b3297921fc5c
30000,11,33,40.0,449c03badaddaa14108ffa9e15c8af456332a5244eb2ffde1bd6864b629a08d6
30000,12,43,40.0,6185f62a98112571842bc51cdb6ed10562eebac23ba128e16a224f7d93930b6e
30000,13,43,40.0,231e0c86fcbf68cb54dd53e18f795d20e0e09d675429ce1124870b4996dda917
30000,14,43,40.0,5d2ff07ca6cd665c046e26673706afcf45bb51b5f8f953ad74ae8c9118f045c2
30000,15,39,40.0,2cba9948bd828c1c122d98c78b07dec6ec200b41f22ef55bc018ac1587bd8705
30000,16,39,40.0,262c4194d8d99d06c394b4a1b867862f99335e3159f6efac27ad19d96cecba7c
30000,17,40,40.0,befb4f74452f1201f4f854a4bf127a4a7885ffec14ff1fac9c4918f9ab02036d
30000,18,46,40.0,7d0ce78a01a9b38ebb8b50751080ed326d5f440696a2aa85d08be3f94749312f
30000,19,40,40.0,3ba06d74c47024bc20096050a0e1f961d9dcbdda316967c2ab6f4269d4305391
30000,20,40,50.0,1159d6435e0da1255396399fec6b2b777fcdb4cd663bf66b23dcc5c07691adf6
30000,21,42,40.0,e73daec5f3593f1781318447320373eed6cae014ed9da1ef799d6cf8dd89fc68
30000,22,36,40.0,7f16c5bc4ae8f94107fbc07393e3ac0eac151061c6255e8560a604b8816a3d11
30000,23,34,40.0,95e350ad5121f6f50dc1a703e5d91cd025e4163ca53832e48fa4635010786ed8
30000,24,38,40.0,726e868eaa93ae3345295bac9ff239e43cca189aead856d48d5b94a47b6b7af7
30000,25,47,40.0,1b1e0b82d7ded748a8e68bf3d5c55c9962d526d82bce8c0e4c917f39c14b65af
30000,26,40,40.0,3016edfaa84e330289a6a9a4aee4bd4d9ac5cc425a76807622ba937b0a080ec5
30000,27,45,40.0,332cb327ba524d376be37652bc5abba92ca64b1466cc763174677eff0d081fd3
30000,28,37,40.0,e7b86fb08cd21c12dae9dee7c1d660bd19604432bd2b9b3afcec71e0d15775b0
30000,29,43,40.0,1459d61fb387568ddd8adf34d14f755fc488faf61cbf2630c6d2b349330afa44
30000,30,44,40.0,1f19a9310e9973af430a3d8657aadd84edce5068b5cb53746e30b2a239fa15a8
30000,31,39,40.0,14b7e70e07e74fa760a211677726e54a5d858c72c8416432c0f0e08511238ffe
30000,32,34,40.0,0be1fb3f3c6e90226e6e56c62abffcaf6b4da1a546249919dc517d0f4f2ac62a
30000,33,42,40.0,d0926e45ce5ff55db30a4428c205708260ff5eb1d49fc4ba111f4dc2994cd6b0
30000,34,41,40.0,b9c08bf62d7318de55157959882329a8c20553eefed47aafbfb6bc913e910b79
30000,35,43,40.0,222bcf8138e1cd63457b36e0d64933bc93b95e23a1c69dc98070b14e22ceecfb
30000,36,41,40.0,342c6eb5f868cce42e7f42462bb74a28593db344f25696450efcf9d81079bcac
30000,37,41,40.0,127ead886eb795e5248a09e9396f5052f980502afafd719638b870cdf7769b02
30000,38,31,40.0,c4c4362dd211218a57c29da583f486389efa61708b8c380464ad7be19be60ab3
30000,39,37,40.0,a9e231d66b99dc826a25c386d1da846cc6456949118cb1c72f99e49a669c3708
30000,40,35,40.0,c1e60521a65da65629e212d33ccb1985e179ea0fad098534256487ac61a60039
30000,41,34,40.0,88c0a16dda65ba6a15eb26e90cbd713eab468ef426387d88824f36db7abfee6e
30000,42,36,40.0,1067758e962ddf3c94fdc4fee6995835e916ad2e3bc6367a2a70c2aab39b22e2
30000,43,38,40.0,667334fe2d4276e296b50fde6c69076bd0140861827301b4995f714715ab6382
30000,44,34,40.0,ff5cf042e75d0d60369957a1501723801e7df471552328661893113a0d8bf342
30000,45,41,40.0,37056d778df7272a9b4529327933a2e6d5ba14ee35d153f286567e77e8926840
30000,46,35,40.0,1bf7d2395a5d7f49057ed669292b99b247992a47e3661fffef9d92b0b4107260
30000,47,38,40.0,53ebc83f88ec55e8beb8744a0593d65bdaa11bef510a976bf1a6f7bf4c20d7ef
30000,48,37,40.0,cac288f416ba34dbb8fc50e03f61d12c4fd2a635ecaace952c1b980e1e898ae6
30000,49,35,40.0,bededbcb265fae89f69a4e6069b9d8317dba5e28dd0140651e5641563f048b3a
30000,50,37,40.0,d446ba399b812e454588fe3c7fea2b4c76c3453ed90a569c3c595f690cb29190
30000,51,42,40.0,92aedb068f5dcf91b5a775e7277e82e578e092fa15f004924655943cf1379a67
30000,52,35,40.0,86b3203ea98bfaa151cb6549ff24518a577de7b1567aabfa6f7ff093ddedff47
30000,53,37,40.0,3162420317279593c16ff920d64182b0cb76c1011850a0524807a1745ef85bed
30000,54,44,40.0,554dc87ddc7eaeb31251dcd0d626648e7393607df3d09de800ddac6e8a2043aa
30000,55,37,40.0,079587dd2dffa40746327de6d1cf3f62ff303d6c7cd6aa3f757b5f9015374ff1
30000,56,44,40.0,8c5464f71beffc21659326c26b147c9475301a359ca147de0f0a5b9d8d330812
30000,57,35,20.0,dbb834d2cd03f4b3f2cade1db1afef831b6c539cdacf44156e823d566f55fa6a
30000,58,34,30.0,1e165f3895f1ac1ae15acf840570f433eb7387d567d49777c68a497416d62ea2
30000,59,35,40.0,1d075b03f387e5ec1f9515f4a30905f167b733f1b58085824a755a6527fc21de
