duration_ms,research_date,replicate_id,anchor_count
10000,2026-08-26,18,1
10000,2026-08-27,18,0
10000,2026-07-29,19,0
10000,2026-07-30,19,18
10000,2026-08-03,19,5
10000,2026-08-04,19,3
10000,2026-08-07,19,2
10000,2026-08-24,19,2
10000,2026-08-25,19,0
10000,2026-08-26,19,0
10000,2026-08-27,19,0
10000,2026-07-29,20,0
10000,2026-07-30,20,21
10000,2026-08-03,20,3
10000,2026-08-04,20,5
10000,2026-08-07,20,1
10000,2026-08-24,20,2
10000,2026-08-25,20,1
10000,2026-08-26,20,0
10000,2026-08-27,20,0
10000,2026-07-29,21,0
10000,2026-07-30,21,22
10000,2026-08-03,21,5
10000,2026-08-04,21,5
10000,2026-08-07,21,2
10000,2026-08-24,21,1
10000,2026-08-25,21,0
10000,2026-08-26,21,1
10000,2026-08-27,21,0
10000,2026-07-29,22,0
10000,2026-07-30,22,18
10000,2026-08-03,22,3
10000,2026-08-04,22,6
10000,2026-08-07,22,3
10000,2026-08-24,22,1
10000,2026-08-25,22,1
10000,2026-08-26,22,1
10000,2026-08-27,22,0
10000,2026-07-29,23,0
10000,2026-07-30,23,22
10000,2026-08-03,23,3
10000,2026-08-04,23,5
10000,2026-08-07,23,2
10000,2026-08-24,23,1
10000,2026-08-25,23,1
10000,2026-08-26,23,0
10000,2026-08-27,23,0
10000,2026-07-29,24,0
10000,2026-07-30,24,20
10000,2026-08-03,24,4
10000,2026-08-04,24,7
10000,2026-08-07,24,2
10000,2026-08-24,24,1
10000,2026-08-25,24,0
10000,2026-08-26,24,1
10000,2026-08-27,24,0
10000,2026-07-29,25,0
10000,2026-07-30,25,19
10000,2026-08-03,25,4
10000,2026-08-04,25,4
10000,2026-08-07,25,3
10000,2026-08-24,25,2
10000,2026-08-25,25,0
10000,2026-08-26,25,1
10000,2026-08-27,25,0
10000,2026-07-29,26,0
10000,2026-07-30,26,26
10000,2026-08-03,26,6
10000,2026-08-04,26,6
10000,2026-08-07,26,3
10000,2026-08-24,26,2
10000,2026-08-25,26,1
10000,2026-08-26,26,1
10000,2026-08-27,26,0
10000,2026-07-29,27,0
10000,2026-07-30,27,26
10000,2026-08-03,27,7
10000,2026-08-04,27,7
10000,2026-08-07,27,1
10000,2026-08-24,27,2
10000,2026-08-25,27,0
10000,2026-08-26,27,0
10000,2026-08-27,27,0
10000,2026-07-29,28,0
10000,2026-07-30,28,20
10000,2026-08-03,28,5
10000,2026-08-04,28,3
10000,2026-08-07,28,2
10000,2026-08-24,28,1
10000,2026-08-25,28,1
10000,2026-08-26,28,0
10000,2026-08-27,28,0
10000,2026-07-29,29,0
10000,2026-07-30,29,21
10000,2026-08-03,29,3
10000,2026-08-04,29,5
10000,2026-08-07,29,4
10000,2026-08-24,29,1
10000,2026-08-25,29,0
10000,2026-08-26,29,1
10000,2026-08-27,29,0
10000,2026-07-29,30,0
10000,2026-07-30,30,21
10000,2026-08-03,30,7
10000,2026-08-04,30,4
10000,2026-08-07,30,1
10000,2026-08-24,30,2
10000,2026-08-25,30,0
10000,2026-08-26,30,1
10000,2026-08-27,30,0
10000,2026-07-29,31,0
10000,2026-07-30,31,18
10000,2026-08-03,31,4
10000,2026-08-04,31,5
10000,2026-08-07,31,2
10000,2026-08-24,31,0
10000,2026-08-25,31,0
10000,2026-08-26,31,1
10000,2026-08-27,31,0
10000,2026-07-29,32,0
10000,2026-07-30,32,14
10000,2026-08-03,32,5
10000,2026-08-04,32,5
10000,2026-08-07,32,1
10000,2026-08-24,32,1
10000,2026-08-25,32,1
10000,2026-08-26,32,0
10000,2026-08-27,32,0
10000,2026-07-29,33,0
10000,2026-07-30,33,18
10000,2026-08-03,33,4
10000,2026-08-04,33,4
10000,2026-08-07,33,3
10000,2026-08-24,33,1
10000,2026-08-25,33,0
10000,2026-08-26,33,0
10000,2026-08-27,33,0
10000,2026-07-29,34,0
10000,2026-07-30,34,24
10000,2026-08-03,34,5
10000,2026-08-04,34,5
10000,2026-08-07,34,2
10000,2026-08-24,34,1
10000,2026-08-25,34,0
10000,2026-08-26,34,1
10000,2026-08-27,34,0
10000,2026-07-29,35,0
10000,2026-07-30,35,17
10000,2026-08-03,35,3
10000,2026-08-04,35,5
10000,2026-08-07,35,2
10000,2026-08-24,35,1
10000,2026-08-25,35,1
10000,2026-08-26,35,1
10000,2026-08-27,35,0
10000,2026-07-29,36,0
10000,2026-07-30,36,23
10000,2026-08-03,36,3
10000,2026-08-04,36,5
10000,2026-08-07,36,3
10000,2026-08-24,36,1
10000,2026-08-25,36,0
10000,2026-08-26,36,1
10000,2026-08-27,36,0
10000,2026-07-29,37,0
10000,2026-07-30,37,21
10000,2026-08-03,37,5
10000,2026-08-04,37,5
10000,2026-08-07,37,4
10000,2026-08-24,37,2
10000,2026-08-25,37,1
10000,2026-08-26,37,1
10000,2026-08-27,37,0
10000,2026-07-29,38,0
10000,2026-07-30,38,19
10000,2026-08-03,38,4
10000,2026-08-04,38,7
10000,2026-08-07,38,1
10000,2026-08-24,38,1
10000,2026-08-25,38,1
10000,2026-08-26,38,0
10000,2026-08-27,38,0
10000,2026-07-29,39,0
10000,2026-07-30,39,17
10000,2026-08-03,39,7
10000,2026-08-04,39,5
10000,2026-08-07,39,1
10000,2026-08-24,39,0
10000,2026-08-25,39,1
10000,2026-08-26,39,0
10000,2026-08-27,39,0
10000,2026-07-29,40,0
10000,2026-07-30,40,21
10000,2026-08-03,40,4
10000,2026-08-04,40,3
10000,2026-08-07,40,5
10000,2026-08-24,40,2
10000,2026-08-25,40,0
10000,2026-08-26,40,1
10000,2026-08-27,40,0
10000,2026-07-29,41,0
10000,2026-07-30,41,23
10000,2026-08-03,41,3
10000,2026-08-04,41,6
10000,2026-08-07,41,3
10000,2026-08-24,41,1
10000,2026-08-25,41,0
10000,2026-08-26,41,0
10000,2026-08-27,41,0
10000,2026-07-29,42,0
10000,2026-07-30,42,22
10000,2026-08-03,42,7
10000,2026-08-04,42,6
10000,2026-08-07,42,4
10000,2026-08-24,42,0
10000,2026-08-25,42,1
10000,2026-08-26,42,0
10000,2026-08-27,42,0
10000,2026-07-29,43,0
10000,2026-07-30,43,23
10000,2026-08-03,43,7
10000,2026-08-04,43,5
10000,2026-08-07,43,0
10000,2026-08-24,43,0
10000,2026-08-25,43,1
10000,2026-08-26,43,0
10000,2026-08-27,43,0
10000,2026-07-29,44,0
10000,2026-07-30,44,21
10000,2026-08-03,44,4
10000,2026-08-04,44,6
10000,2026-08-07,44,4
10000,2026-08-24,44,1
10000,2026-08-25,44,1
10000,2026-08-26,44,0
10000,2026-08-27,44,0
10000,2026-07-29,45,0
10000,2026-07-30,45,21
10000,2026-08-03,45,4
10000,2026-08-04,45,6
10000,2026-08-07,45,1
10000,2026-08-24,45,1
10000,2026-08-25,45,1
10000,2026-08-26,45,0
10000,2026-08-27,45,0
10000,2026-07-29,46,0
10000,2026-07-30,46,14
10000,2026-08-03,46,5
10000,2026-08-04,46,9
10000,2026-08-07,46,1
10000,2026-08-24,46,0
10000,2026-08-25,46,0
10000,2026-08-26,46,0
10000,2026-08-27,46,0
10000,2026-07-29,47,0
10000,2026-07-30,47,20
10000,2026-08-03,47,3
10000,2026-08-04,47,5
10000,2026-08-07,47,2
10000,2026-08-24,47,2
10000,2026-08-25,47,0
10000,2026-08-26,47,0
10000,2026-08-27,47,0
10000,2026-07-29,48,0
10000,2026-07-30,48,23
10000,2026-08-03,48,6
10000,2026-08-04,48,7
10000,2026-08-07,48,2
10000,2026-08-24,48,2
10000,2026-08-25,48,1
10000,2026-08-26,48,1
10000,2026-08-27,48,0
10000,2026-07-29,49,0
10000,2026-07-30,49,25
10000,2026-08-03,49,5
10000,2026-08-04,49,7
10000,2026-08-07,49,3
10000,2026-08-24,49,2
10000,2026-08-25,49,1
10000,2026-08-26,49,1
10000,2026-08-27,49,0
10000,2026-07-29,50,0
10000,2026-07-30,50,19
10000,2026-08-03,50,7
10000,2026-08-04,50,5
10000,2026-08-07,50,3
10000,2026-08-24,50,2
10000,2026-08-25,50,0
10000,2026-08-26,50,0
10000,2026-08-27,50,0
10000,2026-07-29,51,0
10000,2026-07-30,51,19
10000,2026-08-03,51,5
10000,2026-08-04,51,5
10000,2026-08-07,51,0
10000,2026-08-24,51,1
10000,2026-08-25,51,0
10000,2026-08-26,51,1
10000,2026-08-27,51,0
10000,2026-07-29,52,0
10000,2026-07-30,52,23
10000,2026-08-03,52,3
10000,2026-08-04,52,6
10000,2026-08-07,52,2
10000,2026-08-24,52,1
10000,2026-08-25,52,0
10000,2026-08-26,52,0
10000,2026-08-27,52,0
10000,2026-07-29,53,0
10000,2026-07-30,53,17
10000,2026-08-03,53,5
10000,2026-08-04,53,8
10000,2026-08-07,53,4
10000,2026-08-24,53,0
10000,2026-08-25,53,1
10000,2026-08-26,53,1
10000,2026-08-27,53,0
10000,2026-07-29,54,0
10000,2026-07-30,54,18
10000,2026-08-03,54,2
10000,2026-08-04,54,7
10000,2026-08-07,54,1
10000,2026-08-24,54,0
10000,2026-08-25,54,0
10000,2026-08-26,54,0
10000,2026-08-27,54,0
10000,2026-07-29,55,0
10000,2026-07-30,55,24
10000,2026-08-03,55,3
10000,2026-08-04,55,5
10000,2026-08-07,55,4
10000,2026-08-24,55,2
10000,2026-08-25,55,0
10000,2026-08-26,55,1
10000,2026-08-27,55,0
10000,2026-07-29,56,0
10000,2026-07-30,56,18
10000,2026-08-03,56,8
10000,2026-08-04,56,7
10000,2026-08-07,56,2
10000,2026-08-24,56,1
10000,2026-08-25,56,1
10000,2026-08-26,56,1
10000,2026-08-27,56,0
10000,2026-07-29,57,0
10000,2026-07-30,57,22
10000,2026-08-03,57,6
10000,2026-08-04,57,2
10000,2026-08-07,57,1
10000,2026-08-24,57,1
10000,2026-08-25,57,1
10000,2026-08-26,57,0
10000,2026-08-27,57,0
10000,2026-07-29,58,0
10000,2026-07-30,58,21
10000,2026-08-03,58,4
10000,2026-08-04,58,5
10000,2026-08-07,58,3
10000,2026-08-24,58,0
10000,2026-08-25,58,1
10000,2026-08-26,58,0
10000,2026-08-27,58,0
10000,2026-07-29,59,0
10000,2026-07-30,59,21
10000,2026-08-03,59,4
10000,2026-08-04,59,6
10000,2026-08-07,59,2
10000,2026-08-24,59,2
10000,2026-08-25,59,0
10000,2026-08-26,59,1
10000,2026-08-27,59,0
10000,2026-07-29,60,0
10000,2026-07-30,60,23
10000,2026-08-03,60,2
10000,2026-08-04,60,4
10000,2026-08-07,60,4
10000,2026-08-24,60,0
10000,2026-08-25,60,0
10000,2026-08-26,60,0
10000,2026-08-27,60,0
10000,2026-07-29,61,0
10000,2026-07-30,61,21
10000,2026-08-03,61,3
10000,2026-08-04,61,6
10000,2026-08-07,61,3
10000,2026-08-24,61,2
10000,2026-08-25,61,1
10000,2026-08-26,61,0
10000,2026-08-27,61,0
10000,2026-07-29,62,0
10000,2026-07-30,62,24
10000,2026-08-03,62,6
10000,2026-08-04,62,6
10000,2026-08-07,62,4
10000,2026-08-24,62,1
10000,2026-08-25,62,0
10000,2026-08-26,62,0
10000,2026-08-27,62,0
10000,2026-07-29,63,0
10000,2026-07-30,63,17
10000,2026-08-03,63,7
10000,2026-08-04,63,7
10000,2026-08-07,63,3
10000,2026-08-24,63,1
10000,2026-08-25,63,1
10000,2026-08-26,63,1
10000,2026-08-27,63,0
10000,2026-07-29,64,0
10000,2026-07-30,64,19
10000,2026-08-03,64,2
10000,2026-08-04,64,6
10000,2026-08-07,64,3
10000,2026-08-24,64,2
10000,2026-08-25,64,0
10000,2026-08-26,64,1
10000,2026-08-27,64,0
10000,2026-07-29,65,0
10000,2026-07-30,65,23
10000,2026-08-03,65,5
10000,2026-08-04,65,6
10000,2026-08-07,65,4
10000,2026-08-24,65,0
10000,2026-08-25,65,1
10000,2026-08-26,65,1
10000,2026-08-27,65,0
10000,2026-07-29,66,0
10000,2026-07-30,66,19
10000,2026-08-03,66,3
10000,2026-08-04,66,6
10000,2026-08-07,66,3
10000,2026-08-24,66,2
10000,2026-08-25,66,1
10000,2026-08-26,66,1
10000,2026-08-27,66,0
10000,2026-07-29,67,0
10000,2026-07-30,67,26
10000,2026-08-03,67,5
10000,2026-08-04,67,8
10000,2026-08-07,67,3
10000,2026-08-24,67,2
10000,2026-08-25,67,0
10000,2026-08-26,67,0
10000,2026-08-27,67,0
10000,2026-07-29,68,0
10000,2026-07-30,68,21
10000,2026-08-03,68,5
10000,2026-08-04,68,4
10000,2026-08-07,68,4
10000,2026-08-24,68,0
10000,2026-08-25,68,0
10000,2026-08-26,68,0
10000,2026-08-27,68,0
10000,2026-07-29,69,0
10000,2026-07-30,69,16
10000,2026-08-03,69,4
10000,2026-08-04,69,6
10000,2026-08-07,69,1
10000,2026-08-24,69,1
10000,2026-08-25,69,1
10000,2026-08-26,69,0
10000,2026-08-27,69,0
10000,2026-07-29,70,0
10000,2026-07-30,70,23
10000,2026-08-03,70,5
10000,2026-08-04,70,7
10000,2026-08-07,70,4
10000,2026-08-24,70,0
10000,2026-08-25,70,1
10000,2026-08-26,70,0
10000,2026-08-27,70,0
10000,2026-07-29,71,0
10000,2026-07-30,71,19
10000,2026-08-03,71,7
10000,2026-08-04,71,6
10000,2026-08-07,71,3
10000,2026-08-24,71,1
10000,2026-08-25,71,1
10000,2026-08-26,71,1
10000,2026-08-27,71,0
10000,2026-07-29,72,0
10000,2026-07-30,72,23
10000,2026-08-03,72,2
10000,2026-08-04,72,7
10000,2026-08-07,72,3
10000,2026-08-24,72,2
10000,2026-08-25,72,0
10000,2026-08-26,72,1
10000,2026-08-27,72,0
10000,2026-07-29,73,0
10000,2026-07-30,73,22
10000,2026-08-03,73,5
10000,2026-08-04,73,6
10000,2026-08-07,73,3
10000,2026-08-24,73,0
10000,2026-08-25,73,0
10000,2026-08-26,73,1
10000,2026-08-27,73,0
10000,2026-07-29,74,0
10000,2026-07-30,74,19
10000,2026-08-03,74,5
10000,2026-08-04,74,3
10000,2026-08-07,74,3
10000,2026-08-24,74,2
10000,2026-08-25,74,0
10000,2026-08-26,74,0
10000,2026-08-27,74,0
10000,2026-07-29,75,0
10000,2026-07-30,75,19
10000,2026-08-03,75,5
10000,2026-08-04,75,5
10000,2026-08-07,75,3
10000,2026-08-24,75,1
10000,2026-08-25,75,0
10000,2026-08-26,75,1
10000,2026-08-27,75,0
10000,2026-07-29,76,0
10000,2026-07-30,76,22
10000,2026-08-03,76,3
10000,2026-08-04,76,4
10000,2026-08-07,76,3
10000,2026-08-24,76,0
10000,2026-08-25,76,1
10000,2026-08-26,76,1
10000,2026-08-27,76,0
10000,2026-07-29,77,0
10000,2026-07-30,77,20
10000,2026-08-03,77,5
10000,2026-08-04,77,8
10000,2026-08-07,77,4
10000,2026-08-24,77,0
10000,2026-08-25,77,1
10000,2026-08-26,77,1
10000,2026-08-27,77,0
10000,2026-07-29,78,0
10000,2026-07-30,78,24
10000,2026-08-03,78,5
10000,2026-08-04,78,8
10000,2026-08-07,78,3
10000,2026-08-24,78,1
10000,2026-08-25,78,1
10000,2026-08-26,78,1
10000,2026-08-27,78,0
10000,2026-07-29,79,0
10000,2026-07-30,79,20
10000,2026-08-03,79,4
10000,2026-08-04,79,8
10000,2026-08-07,79,1
10000,2026-08-24,79,2
10000,2026-08-25,79,1
10000,2026-08-26,79,0
10000,2026-08-27,79,0
10000,2026-07-29,80,0
10000,2026-07-30,80,21
10000,2026-08-03,80,4
10000,2026-08-04,80,6
10000,2026-08-07,80,2
10000,2026-08-24,80,1
10000,2026-08-25,80,1
10000,2026-08-26,80,0
10000,2026-08-27,80,0
10000,2026-07-29,81,0
10000,2026-07-30,81,18
10000,2026-08-03,81,4
10000,2026-08-04,81,7
10000,2026-08-07,81,1
10000,2026-08-24,81,2
10000,2026-08-25,81,0
10000,2026-08-26,81,0
10000,2026-08-27,81,0
10000,2026-07-29,82,0
10000,2026-07-30,82,17
10000,2026-08-03,82,2
10000,2026-08-04,82,7
10000,2026-08-07,82,2
10000,2026-08-24,82,2
10000,2026-08-25,82,1
10000,2026-08-26,82,1
10000,2026-08-27,82,0
10000,2026-07-29,83,0
10000,2026-07-30,83,16
10000,2026-08-03,83,4
10000,2026-08-04,83,3
10000,2026-08-07,83,2
10000,2026-08-24,83,1
10000,2026-08-25,83,0
10000,2026-08-26,83,0
10000,2026-08-27,83,0
10000,2026-07-29,84,0
10000,2026-07-30,84,20
10000,2026-08-03,84,6
10000,2026-08-04,84,8
10000,2026-08-07,84,2
10000,2026-08-24,84,1
10000,2026-08-25,84,0
10000,2026-08-26,84,1
10000,2026-08-27,84,0
10000,2026-07-29,85,0
10000,2026-07-30,85,20
10000,2026-08-03,85,4
10000,2026-08-04,85,6
10000,2026-08-07,85,2
10000,2026-08-24,85,1
10000,2026-08-25,85,1
10000,2026-08-26,85,1
10000,2026-08-27,85,0
10000,2026-07-29,86,0
10000,2026-07-30,86,14
10000,2026-08-03,86,6
10000,2026-08-04,86,8
10000,2026-08-07,86,1
10000,2026-08-24,86,1
10000,2026-08-25,86,1
10000,2026-08-26,86,1
10000,2026-08-27,86,0
10000,2026-07-29,87,0
10000,2026-07-30,87,18
10000,2026-08-03,87,7
10000,2026-08-04,87,5
10000,2026-08-07,87,4
10000,2026-08-24,87,1
10000,2026-08-25,87,1
10000,2026-08-26,87,0
10000,2026-08-27,87,0
10000,2026-07-29,88,0
10000,2026-07-30,88,13
10000,2026-08-03,88,3
10000,2026-08-04,88,4
10000,2026-08-07,88,2
10000,2026-08-24,88,1
10000,2026-08-25,88,0
10000,2026-08-26,88,0
10000,2026-08-27,88,0
10000,2026-07-29,89,0
10000,2026-07-30,89,21
10000,2026-08-03,89,4
10000,2026-08-04,89,7
10000,2026-08-07,89,3
10000,2026-08-24,89,1
10000,2026-08-25,89,0
10000,2026-08-26,89,0
10000,2026-08-27,89,0
10000,2026-07-29,90,0
10000,2026-07-30,90,21
10000,2026-08-03,90,6
10000,2026-08-04,90,7
10000,2026-08-07,90,3
10000,2026-08-24,90,1
10000,2026-08-25,90,1
10000,2026-08-26,90,1
10000,2026-08-27,90,0
10000,2026-07-29,91,0
10000,2026-07-30,91,20
10000,2026-08-03,91,6
10000,2026-08-04,91,7
10000,2026-08-07,91,1
10000,2026-08-24,91,0
10000,2026-08-25,91,1
10000,2026-08-26,91,0
10000,2026-08-27,91,0
10000,2026-07-29,92,0
10000,2026-07-30,92,20
10000,2026-08-03,92,4
10000,2026-08-04,92,5
10000,2026-08-07,92,3
10000,2026-08-24,92,2
10000,2026-08-25,92,0
10000,2026-08-26,92,0
10000,2026-08-27,92,0
10000,2026-07-29,93,0
10000,2026-07-30,93,18
10000,2026-08-03,93,4
10000,2026-08-04,93,5
10000,2026-08-07,93,1
10000,2026-08-24,93,1
10000,2026-08-25,93,0
10000,2026-08-26,93,0
10000,2026-08-27,93,0
10000,2026-07-29,94,0
10000,2026-07-30,94,17
10000,2026-08-03,94,5
10000,2026-08-04,94,6
10000,2026-08-07,94,3
10000,2026-08-24,94,2
10000,2026-08-25,94,0
10000,2026-08-26,94,1
10000,2026-08-27,94,0
10000,2026-07-29,95,0
10000,2026-07-30,95,19
10000,2026-08-03,95,2
10000,2026-08-04,95,7
10000,2026-08-07,95,2
10000,2026-08-24,95,0
10000,2026-08-25,95,0
10000,2026-08-26,95,1
10000,2026-08-27,95,0
10000,2026-07-29,96,0
10000,2026-07-30,96,22
10000,2026-08-03,96,4
10000,2026-08-04,96,4
10000,2026-08-07,96,3
10000,2026-08-24,96,1
10000,2026-08-25,96,0
10000,2026-08-26,96,1
10000,2026-08-27,96,0
10000,2026-07-29,97,0
10000,2026-07-30,97,17
10000,2026-08-03,97,5
10000,2026-08-04,97,8
10000,2026-08-07,97,3
10000,2026-08-24,97,2
10000,2026-08-25,97,0
10000,2026-08-26,97,0
10000,2026-08-27,97,0
10000,2026-07-29,98,0
10000,2026-07-30,98,16
10000,2026-08-03,98,4
10000,2026-08-04,98,6
10000,2026-08-07,98,1
10000,2026-08-24,98,1
10000,2026-08-25,98,0
10000,2026-08-26,98,0
10000,2026-08-27,98,0
10000,2026-07-29,99,0
10000,2026-07-30,99,19
10000,2026-08-03,99,5
10000,2026-08-04,99,9
10000,2026-08-07,99,3
10000,2026-08-24,99,1
10000,2026-08-25,99,1
10000,2026-08-26,99,0
10000,2026-08-27,99,0
10000,2026-07-29,100,0
10000,2026-07-30,100,21
10000,2026-08-03,100,6
10000,2026-08-04,100,4
10000,2026-08-07,100,2
10000,2026-08-24,100,0
10000,2026-08-25,100,1
10000,2026-08-26,100,1
10000,2026-08-27,100,0
10000,2026-07-29,101,0
10000,2026-07-30,101,18
10000,2026-08-03,101,6
10000,2026-08-04,101,8
10000,2026-08-07,101,3
10000,2026-08-24,101,0
10000,2026-08-25,101,0
10000,2026-08-26,101,1
10000,2026-08-27,101,0
10000,2026-07-29,102,0
10000,2026-07-30,102,22
10000,2026-08-03,102,3
10000,2026-08-04,102,5
10000,2026-08-07,102,3
10000,2026-08-24,102,1
10000,2026-08-25,102,1
10000,2026-08-26,102,0
10000,2026-08-27,102,0
10000,2026-07-29,103,0
10000,2026-07-30,103,21
10000,2026-08-03,103,5
10000,2026-08-04,103,3
10000,2026-08-07,103,3
10000,2026-08-24,103,1
10000,2026-08-25,103,0
10000,2026-08-26,103,0
10000,2026-08-27,103,0
10000,2026-07-29,104,0
10000,2026-07-30,104,20
10000,2026-08-03,104,4
10000,2026-08-04,104,6
10000,2026-08-07,104,3
10000,2026-08-24,104,1
10000,2026-08-25,104,1
10000,2026-08-26,104,0
10000,2026-08-27,104,0
10000,2026-07-29,105,0
10000,2026-07-30,105,17
10000,2026-08-03,105,5
10000,2026-08-04,105,5
10000,2026-08-07,105,2
10000,2026-08-24,105,2
10000,2026-08-25,105,1
10000,2026-08-26,105,0
10000,2026-08-27,105,0
10000,2026-07-29,106,0
10000,2026-07-30,106,23
10000,2026-08-03,106,5
10000,2026-08-04,106,6
10000,2026-08-07,106,5
10000,2026-08-24,106,1
10000,2026-08-25,106,1
10000,2026-08-26,106,0
10000,2026-08-27,106,0
10000,2026-07-29,107,0
10000,2026-07-30,107,20
10000,2026-08-03,107,6
10000,2026-08-04,107,4
10000,2026-08-07,107,4
10000,2026-08-24,107,1
10000,2026-08-25,107,1
10000,2026-08-26,107,1
10000,2026-08-27,107,0
10000,2026-07-29,108,0
10000,2026-07-30,108,20
10000,2026-08-03,108,5
10000,2026-08-04,108,6
10000,2026-08-07,108,3
10000,2026-08-24,108,0
10000,2026-08-25,108,1
10000,2026-08-26,108,0
10000,2026-08-27,108,0
10000,2026-07-29,109,0
10000,2026-07-30,109,21
10000,2026-08-03,109,8
10000,2026-08-04,109,9
10000,2026-08-07,109,3
10000,2026-08-24,109,0
10000,2026-08-25,109,1
10000,2026-08-26,109,0
10000,2026-08-27,109,0
10000,2026-07-29,110,0
10000,2026-07-30,110,19
10000,2026-08-03,110,6
10000,2026-08-04,110,7
10000,2026-08-07,110,4
10000,2026-08-24,110,2
