anchor_id,capture_id,research_date,hypothesis_id,segment_start_ts_ns,segment_id,variant_id,candidate_ts_ns,candidate_event_seq,confirmation_ts_ns,confirmation_event_seq,direction,persistence_exposure_ms,coherence_dwell_ms,exclusive_conflict_family,prior_active_exposure_ms,prior_conflict_exposure_ms,prior_contiguous_conflict_ms,prior_component_conflict_ms,prior_horizon_conflict_ms,dependence_cluster_id
cb4ef2d53a483f5d40c99861c55594fc97fe98495d9d0d9931844c155e1d8c40,2026-07-30_d88a85361fb1,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785372891600000000,0,V0,1785373774800000000,769209,1785373774920000000,769501,-1,120,40,depletion_and_ofi,500,160,120,160,280,2026-07-30_d88a85361fb1:59512459
903a05307f4490c3a4b87eee97a745b9ea7a1920b7e038b9ba4b871b6104d87f,2026-07-30_b19ed82d662d,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785374692840000000,0,V0,1785374751800000000,45007,1785374751960000000,45179,-1,120,40,depletion_and_ofi,500,260,140,260,480,2026-07-30_b19ed82d662d:59512491
be7e111192952d0de167bd87f16833438d6621a163bb7296b1cb61bbd85e89ec,2026-07-30_b19ed82d662d,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785374692840000000,0,V0,1785374982560000000,226615,1785374982680000000,226894,-1,120,60,depletion_and_ofi,500,300,160,300,380,2026-07-30_b19ed82d662d:59512499
3582990895f1f8f686b47886bd1bb2f645068ea6618fdae53abe32e09a443dfc,2026-07-30_b19ed82d662d,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785374692840000000,0,V0,1785375097380000000,375632,1785375097540000000,375919,-1,120,40,depletion_only,440,220,120,220,200,2026-07-30_b19ed82d662d:59512503
5df6fe820b8e7932ef695750aa05378b4d7324bdca216c015f5cfe7a1f6b5631,2026-07-30_b19ed82d662d,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785374692840000000,0,V0,1785376022720000000,1202777,1785376022960000000,1203021,1,120,20,depletion_and_ofi,500,200,140,200,340,2026-07-30_b19ed82d662d:59512534
d8b37993ac27945579203444b45476db1a1680ece2d3400778a7d65a1a01563e,2026-07-30_b19ed82d662d,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785374692840000000,0,V0,1785376361460000000,1432901,1785376361680000000,1433308,1,120,40,depletion_only,440,200,140,200,80,2026-07-30_b19ed82d662d:59512545
3a8549d1e9c751e61bd791b3b7ebcf466fc704ffe48d34780337a9b838263b9b,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785376748840000000,146978,1785376749000000000,147154,1,120,80,depletion_only,300,160,120,160,100,2026-07-30_1b18a29f3daf:59512558
fe670742caf8ae1728d17c00efce72e57c1309b4696f06c505bbf6f6d5873bd8,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785376864220000000,239419,1785376864500000000,239533,1,120,180,depletion_and_ofi,500,220,140,220,280,2026-07-30_1b18a29f3daf:59512562
887a6c21ce2b9e6999a7785e90141b17c1c60f1c611e3f760cf35e481d99c66d,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785377022060000000,346238,1785377022240000000,346380,1,120,160,depletion_only,400,340,240,340,120,2026-07-30_1b18a29f3daf:59512567
d6488cde51649d26107ae935059cec00dbfc676cfec1323342fc21a4fd62e00a,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785377043480000000,360685,1785377043620000000,361005,1,120,80,depletion_and_ofi,500,120,120,120,400,2026-07-30_1b18a29f3daf:59512568
53867123137035cbc58c746c04a3e5f225baae7b6928fdcfcc4a22fb0317a4af,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785377091240000000,386061,1785377091440000000,386145,1,120,80,depletion_and_ofi,380,180,140,180,160,2026-07-30_1b18a29f3daf:59512569
3a73fe4cb6a72e6e7ed537050248fdbac9f09995729ea752d3a24d2d21f9267e,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785377138100000000,414106,1785377138220000000,414198,1,120,20,depletion_and_ofi,460,160,120,160,360,2026-07-30_1b18a29f3daf:59512571
3f12095ade66fb5f2eb9c93fd96bf516642b04d93586dc1f9e49b535e506cd60,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785377368020000000,540010,1785377368140000000,540121,-1,120,40,depletion_and_ofi,400,180,120,180,300,2026-07-30_1b18a29f3daf:59512578
37413a643c7932145253b9ba211a92559eb6ca1fcbbd45065305e518dae83bed,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785377402340000000,571435,1785377402460000000,571512,1,120,200,depletion_only,420,200,120,200,40,2026-07-30_1b18a29f3daf:59512580
1450f184953bdf79bfc773d2330a1a78108f5b6f19e161a15b1c2fcfd0d61118,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785377547580000000,692521,1785377547800000000,692601,1,120,80,depletion_and_ofi,460,220,160,220,240,2026-07-30_1b18a29f3daf:59512584
06e5d6ee716cbb7fec82bf54776548d2639aa99f43190f5a63933eed47f40c6b,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785377843120000000,947765,1785377843280000000,947935,1,120,80,depletion_only,480,260,120,260,140,2026-07-30_1b18a29f3daf:59512594
8b273e3ba7d53ebfbdfacbdde09e2019b0551ce3cae87424a4ad72ba05ffc6a3,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785377857520000000,961023,1785377857660000000,961098,-1,120,20,ofi_only,480,240,160,240,20,2026-07-30_1b18a29f3daf:59512595
f5faeed5f872efcb4eba822fca35d89319d1de9dac250d2f78820a6dada8f73d,2026-07-30_1b18a29f3daf,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785376493680000000,0,V0,1785377873220000000,982011,1785377873380000000,982123,1,120,60,ofi_only,500,220,140,220,280,2026-07-30_1b18a29f3daf:59512595
b9c48584d8c4a5cb18496c49f2cfe70479ab6fed39998548cc2c68f8077de67f,2026-07-30_c655ea10171f,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785378294620000000,0,V0,1785378494600000000,134190,1785378494740000000,134457,1,120,100,ofi_only,380,160,120,160,20,2026-07-30_c655ea10171f:59512616
3710a733eca67d6ec6f936e703d6ec5cc9d57b551071482ebe75cd2d4639cdf0,2026-07-30_c655ea10171f,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785378294620000000,0,V0,1785378712660000000,279373,1785378712840000000,279501,1,120,40,depletion_only,460,180,140,180,160,2026-07-30_c655ea10171f:59512623
d0c6ea1383cae7cfa05467f197d1d06b3467eff0ed37fd88af68670c886a3d9a,2026-07-30_c655ea10171f,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785378294620000000,0,V0,1785378833520000000,376307,1785378833640000000,376511,1,120,120,depletion_only,420,120,120,120,60,2026-07-30_c655ea10171f:59512627
1aaf2b586ae9faaf63f618ceb7a93999c3f6bef8326bbdddfe1f15c7f10c7b44,2026-07-30_c655ea10171f,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785378294620000000,0,V0,1785379189960000000,594899,1785379190240000000,595248,1,120,160,depletion_only,360,160,140,160,220,2026-07-30_c655ea10171f:59512639
e56c5e57134dfb3de26f4f89f3fd14b8dc18718e537d96f69de40132ab74acb7,2026-07-30_c655ea10171f,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785378294620000000,0,V0,1785379202020000000,602275,1785379202140000000,602440,1,120,40,depletion_only,480,200,180,200,120,2026-07-30_c655ea10171f:59512640
8d5db809e6e3df676cc77249f3a9fdcdf7d9c6848208e0d86de5ab69d4988edd,2026-07-30_f91aa7f4acf1,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785380095500000000,0,V0,1785380597600000000,338562,1785380597860000000,338779,-1,120,120,depletion_and_ofi,480,320,240,320,280,2026-07-30_f91aa7f4acf1:59512686
b51bde15c977407e26cccf365c6e6888a20f8447c42ab70b96e11dbc6c009489,2026-07-30_f91aa7f4acf1,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785380095500000000,0,V0,1785380882280000000,513662,1785380882420000000,513753,-1,120,60,ofi_only,500,240,180,240,180,2026-07-30_f91aa7f4acf1:59512696
59183147e23ff2672f94cc50c227aa2fb7a75fd7cf519cfeae5137f480d2935c,2026-07-30_f91aa7f4acf1,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785380095500000000,0,V0,1785381481260000000,869951,1785381481380000000,870146,1,120,20,depletion_only,500,360,120,360,300,2026-07-30_f91aa7f4acf1:59512716
77790d532fb9f653e5d27cde7c9fb263946a9a2c0786b86731452106d12ad3ae,2026-07-30_47309d2a7046,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785381896460000000,0,V0,1785382186260000000,194320,1785382186380000000,194360,-1,120,40,depletion_only,340,200,120,200,180,2026-07-30_47309d2a7046:59512739
ad62874d35759ad13d4060812a7a526db0bc26063300dfb87326c374e546cd9c,2026-07-30_47309d2a7046,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785381896460000000,0,V0,1785382359400000000,313010,1785382359640000000,313143,-1,120,20,ofi_only,500,200,120,200,360,2026-07-30_47309d2a7046:59512745
aabaa90fde44426d54461a8c4a22e6d728d912df53a8db7b5c3f2b196b019671,2026-07-30_47309d2a7046,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785381896460000000,0,V0,1785382360780000000,315218,1785382361000000000,315618,-1,120,80,depletion_only,500,200,180,200,80,2026-07-30_47309d2a7046:59512745
1b77343b287dfa330ceed197fb9ab0fb4cfc18ef2833086cd8cb448edeb24fa9,2026-07-30_47309d2a7046,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785381896460000000,0,V0,1785382549860000000,445848,1785382549980000000,445894,1,120,20,ofi_only,460,300,120,300,80,2026-07-30_47309d2a7046:59512751
5ca1d066b77cf3b9b260c7cf7040a165d64514c489fd041ceba52932e8588eb7,2026-07-30_47309d2a7046,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785381896460000000,0,V0,1785382735460000000,548333,1785382735700000000,548560,-1,120,20,ofi_only,420,180,120,180,20,2026-07-30_47309d2a7046:59512757
3c2f44fd19446c31176aa878eecf7ea1284d5650f97fdc9c212479b478e35b1d,2026-07-30_47309d2a7046,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785381896460000000,0,V0,1785382965520000000,673789,1785382965640000000,673816,1,120,40,depletion_only,300,160,140,160,100,2026-07-30_47309d2a7046:59512765
541c748e22b26f169966eeea968cc5fe26def83ce1a4355f42e2c58e63cfed8c,2026-07-30_47309d2a7046,2026-07-30,FLOW_COHERENCE_TRANSITION_V1,1785381896460000000,0,V0,1785383229140000000,793486,1785383229280000000,793617,1,120,80,depletion_and_ofi,500,280,120,280,400,2026-07-30_47309d2a7046:59512774
5761b1e0d46f379c130e694e0a8ba4e1b31e3d1eaeaac2f80fcc093e538b6bf1,2026-08-03_f1ce2c62420e,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785713591080000000,0,V0,1785715332340000000,459061,1785715332460000000,459252,1,120,120,depletion_only,480,320,120,320,80,2026-08-03_f1ce2c62420e:59523844
185cd98b7fb5e0471e47d8466cac396b71e548cae8b7d2feb01f69386b258513,2026-08-03_d0a70a33d273,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785715391960000000,0,V0,1785715536520000000,119087,1785715536720000000,119144,1,120,20,depletion_and_ofi,500,280,120,280,160,2026-08-03_d0a70a33d273:59523851
6e9ed57899e530e794628f48fa395b291b0bd559a186938e05b43ab6da686be3,2026-08-03_d0a70a33d273,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785715391960000000,0,V0,1785715653100000000,199323,1785715653380000000,199558,1,120,80,depletion_only,500,200,120,200,100,2026-08-03_d0a70a33d273:59523855
e614b200c9b1241d5c6c59f30d71062ade75e33a4bb36805f5b6ab90da22efb8,2026-08-03_d0a70a33d273,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785715391960000000,0,V0,1785715867580000000,319383,1785715867700000000,319408,-1,120,20,depletion_only,340,220,180,220,200,2026-08-03_d0a70a33d273:59523862
8dc145283f63144b6a4b6d291adc12e71c2680333b093a092610420271d51e59,2026-08-03_d0a70a33d273,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785715391960000000,0,V0,1785715915060000000,350705,1785715915180000000,350815,1,120,80,depletion_only,480,220,140,220,180,2026-08-03_d0a70a33d273:59523863
ba637431b7a9877869bf678a0b23853c2769eccf81b26e7ddde5c0a793141e5d,2026-08-03_d0a70a33d273,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785715391960000000,0,V0,1785716624340000000,685724,1785716624560000000,685881,-1,120,80,depletion_only,500,280,160,280,140,2026-08-03_d0a70a33d273:59523887
e2211b4a9ff8c4a2a1245ccfa93027909519566aa39057fe2c2365f019cc6e84,2026-08-03_d0a70a33d273,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785715391960000000,0,V0,1785716893240000000,791407,1785716893500000000,791518,1,120,40,depletion_and_ofi,440,220,140,220,180,2026-08-03_d0a70a33d273:59523896
746d6ffc01e1d478d3bd8e15086d37b1c97e794ba01abd9ee228986df8a80279,2026-08-03_098332acc16a,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785717192840000000,0,V0,1785717863300000000,261537,1785717863420000000,261590,-1,120,40,depletion_only,440,140,120,140,220,2026-08-03_098332acc16a:59523928
c4039437186528f1066ef2145250d1a63b2e0c0df24c71cb46a1debb5911075c,2026-08-03_7f200bdbf129,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785726197260000000,0,V0,1785727537980000000,205813,1785727538200000000,205958,-1,120,40,depletion_and_ofi,500,220,120,220,20,2026-08-03_7f200bdbf129:59524251
aa772411dd0b1baec351ee8b7ee7cf17681ab649aef790991ab5ffd9bb046551,2026-08-03_c6ba75ad540b,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785727997940000000,0,V0,1785728173720000000,31229,1785728173840000000,31241,-1,120,140,depletion_and_ofi,500,260,180,260,20,2026-08-03_c6ba75ad540b:59524272
97ba36a1f4f89c87a9ef3b9abe9837598d0ef59ba4736c0820a058e3c6199f0a,2026-08-03_c6ba75ad540b,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785727997940000000,0,V0,1785728179620000000,33486,1785728179840000000,33571,-1,120,20,ofi_only,500,200,200,200,180,2026-08-03_c6ba75ad540b:59524272
aed17cc5040bf2d803c21c83b12296a41b3e5a0213fabf021ab9d9fc3b7ce248,2026-08-03_c6ba75ad540b,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785727997940000000,0,V0,1785728193740000000,39307,1785728193880000000,39396,-1,120,60,ofi_only,500,340,160,340,200,2026-08-03_c6ba75ad540b:59524273
be527e081f904758db460c4e2a8c9c8a6af5261a1b888ec9b42827eefeb2cdf4,2026-08-03_d8e3322d6f2c,2026-08-03,FLOW_COHERENCE_TRANSITION_V1,1785729798600000000,0,V0,1785730850140000000,174413,1785730850260000000,174442,-1,120,60,depletion_only,480,200,140,200,160,2026-08-03_d8e3322d6f2c:59524361
28226ce4a8946c9892e11df2a142cf67cc95d879f30cf6360efcdf2ede14b7be,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785805160060000000,22171,1785805160220000000,22307,1,120,140,depletion_only,320,200,140,200,40,2026-08-04_a6a45be8a495:59526838
7148de825e7e8d26d2e72633881fde220b0e237198b8239c65d80a0f228f80ec,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785805556740000000,243570,1785805556900000000,243669,-1,120,60,depletion_only,400,220,200,220,100,2026-08-04_a6a45be8a495:59526851
a3dd7003ec1deb7ab084fa57bfedd26af7bde8c37880ea7674bbaa7052a225d8,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785805700100000000,309873,1785805700340000000,309994,-1,120,60,depletion_only,400,140,120,140,120,2026-08-04_a6a45be8a495:59526856
1373f96db31bb8aa644b1d0f3e918d9216382cd732bddc1ca18198b0dd0f5784,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785806168380000000,497506,1785806168500000000,497525,-1,120,20,depletion_only,380,140,140,140,120,2026-08-04_a6a45be8a495:59526872
999c5559d0b0ff323c3dbf1041802c3152555a2b96470693e24800d14e27da70,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785807054660000000,796498,1785807054800000000,796542,1,120,80,depletion_and_ofi,440,280,140,280,180,2026-08-04_a6a45be8a495:59526901
aa2edc4fb5994f0e6456565c48f3cf63d8de0c1ee17bb211323dc1db9fd7a6b9,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785807480680000000,949073,1785807480800000000,949088,-1,120,80,ofi_only,460,140,120,140,0,2026-08-04_a6a45be8a495:59526916
4fd480196c7d843e1213fc9cc0b8a56a4b76041fc66703a83e92094dbfd61eb3,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785807679160000000,1017880,1785807679280000000,1017908,1,120,160,depletion_and_ofi,500,200,180,200,60,2026-08-04_a6a45be8a495:59526922
d8893a542912fc223bcbce3a317494766be1f9a14506514781e191049210bf68,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785807858580000000,1079972,1785807858820000000,1080131,-1,120,40,depletion_only,460,240,240,240,220,2026-08-04_a6a45be8a495:59526928
8e4b6ce2f01f56c17b6e6771177607b0722731f914ab63986940da4b8d0f8d7e,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785808563920000000,1335179,1785808564060000000,1335255,-1,120,120,ofi_only,500,260,140,260,120,2026-08-04_a6a45be8a495:59526952
1dcc9976b80e94a94538b610fb1ad9abaf2df2ab0fbfc8e57f62808f1f9090da,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785809251960000000,1636161,1785809252080000000,1636231,1,120,40,depletion_only,480,200,120,200,80,2026-08-04_a6a45be8a495:59526975
bc82fd5fdb6e10351135ffe8f7324bf255f025917ae35e43bb2b346f9609b435,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785809366460000000,1675565,1785809366640000000,1675642,-1,120,20,depletion_and_ofi,480,180,120,180,360,2026-08-04_a6a45be8a495:59526978
1db9f1ef7dac6dd0eca07eca7bba498a7b395bbe93c9d481dbcbf0be3ef632d8,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785809615300000000,1750511,1785809615420000000,1750582,1,120,100,ofi_only,400,240,160,240,100,2026-08-04_a6a45be8a495:59526987
2bcb82d12ba56486d20d0909966146d056cdf133ad9577ae6dd1eceaeb4014c2,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785810007580000000,1890662,1785810007700000000,1890673,1,120,160,depletion_only,320,200,160,200,60,2026-08-04_a6a45be8a495:59527000
ad5b395907b1e3defdcdb9a1a5a649ae178c4a5b89a368bc7866da9b62c29177,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785810141980000000,1942882,1785810142100000000,1943051,-1,120,20,ofi_only,340,340,120,340,320,2026-08-04_a6a45be8a495:59527004
3cf5b366a223844cb434722c36d921bdbd907d7383473db7c57d75057ce0e837,2026-08-04_a6a45be8a495,2026-08-04,FLOW_COHERENCE_TRANSITION_V1,1785805122760000000,0,V0,1785810380940000000,2024554,1785810381060000000,2024627,-1,120,40,ofi_only,300,180,120,180,120,2026-08-04_a6a45be8a495:59527012
602f078714fab2cb9dfc150ec697f08064b78d8474abbc439727685e0ab1e3e1,2026-08-07_46d1e1a74698,2026-08-07,FLOW_COHERENCE_TRANSITION_V1,1786064390560000000,0,V0,1786064617900000000,119334,1786064618020000000,119640,1,120,60,depletion_only,440,240,200,240,120,2026-08-07_46d1e1a74698:59535487
5965a5b91d2d7048766d3f2cd12b8412901523a33a46a12b9ddfbf3f9cf1aa18,2026-08-07_46d1e1a74698,2026-08-07,FLOW_COHERENCE_TRANSITION_V1,1786064830960000000,1,V0,1786065316740000000,414731,1786065316920000000,414805,-1,120,20,depletion_and_ofi,300,220,200,220,240,2026-08-07_46d1e1a74698:59535510
953ea7fb7ad205aab4ac802ef9e42c1d0d4e993efeea7180f7220833693f75e9,2026-08-07_46d1e1a74698,2026-08-07,FLOW_COHERENCE_TRANSITION_V1,1786064830960000000,1,V0,1786065694140000000,627085,1786065694400000000,627165,1,120,80,depletion_and_ofi,500,200,140,200,180,2026-08-07_46d1e1a74698:59535523
