feature,outcome,horizon_ms,regime_bucket,row_count,eligible_min_rows,pearson_corr,high_z_minus_low_z_mean_effect,dominant_sign,threshold_met,outcome_unit
binance_top5_imbalance,basis_microprice_response_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_imbalance,hyperliquid_mid_move_ticks,5000,binance_vol_positive_high,455,true,0.25292466,147.58183306,positive,true,ticks
binance_top5_imbalance,hyperliquid_mid_move_ticks,5000,binance_vol_positive_low,454,true,0.28256809,94.10922411,positive,true,ticks
binance_top5_imbalance,hyperliquid_mid_move_ticks,5000,binance_vol_zero,2676,true,0.15957923,51.64000622,positive,true,ticks
binance_top5_imbalance,hyperliquid_mid_move_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_imbalance,hyperliquid_spread_change_ticks,5000,binance_vol_positive_high,455,true,0.02855379,2.87234043,positive,false,ticks
binance_top5_imbalance,hyperliquid_spread_change_ticks,5000,binance_vol_positive_low,454,true,-0.02592946,0.26830313,positive,false,ticks
binance_top5_imbalance,hyperliquid_spread_change_ticks,5000,binance_vol_zero,2676,true,0.01053937,0.07220988,positive,false,ticks
binance_top5_imbalance,hyperliquid_spread_change_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_imbalance,hyperliquid_top5_imbalance_change,5000,binance_vol_positive_high,455,true,0.13142534,0.48091631,positive,true,unitless
binance_top5_imbalance,hyperliquid_top5_imbalance_change,5000,binance_vol_positive_low,454,true,-0.05436456,-0.12061695,negative,true,unitless
binance_top5_imbalance,hyperliquid_top5_imbalance_change,5000,binance_vol_zero,2676,true,-0.15138092,-0.34863305,negative,true,unitless
binance_top5_imbalance,hyperliquid_top5_imbalance_change,5000,vol_missing,1,false,0,0,none,false,unitless
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,5000,binance_vol_positive_high,455,true,0.09359688,2.67438237,positive,true,ticks
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,5000,binance_vol_positive_low,454,true,-0.04810713,-0.69048599,negative,false,ticks
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,5000,binance_vol_zero,2676,true,-0.08792992,-1.60120902,negative,true,ticks
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_imbalance,basis_mid_response_ticks,5000,binance_vol_positive_high,455,true,-0.13948409,-54.84801782,negative,true,ticks
binance_top5_imbalance,basis_mid_response_ticks,5000,binance_vol_positive_low,454,true,-0.21484142,-53.33297655,negative,true,ticks
binance_top5_imbalance,basis_mid_response_ticks,5000,binance_vol_zero,2676,true,-0.05324956,-5.64639663,negative,true,ticks
binance_top5_imbalance,basis_mid_response_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_imbalance,basis_microprice_response_ticks,5000,binance_vol_positive_high,455,true,-0.14219171,-56.32705514,negative,true,ticks
binance_top5_imbalance,basis_microprice_response_ticks,5000,binance_vol_positive_low,454,true,-0.21754297,-54.07998454,negative,true,ticks
binance_top5_imbalance,basis_microprice_response_ticks,5000,binance_vol_zero,2676,true,-0.05595129,-6.37027551,negative,true,ticks
binance_top5_imbalance,basis_microprice_response_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_imbalance,hyperliquid_mid_move_ticks,10000,binance_vol_positive_high,453,true,0.23669097,164.36215676,positive,true,ticks
binance_top5_imbalance,hyperliquid_mid_move_ticks,10000,binance_vol_positive_low,453,true,0.21610582,94.02246814,positive,true,ticks
binance_top5_imbalance,hyperliquid_mid_move_ticks,10000,binance_vol_zero,2669,true,0.08264741,45.68052193,positive,true,ticks
binance_top5_imbalance,hyperliquid_mid_move_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_imbalance,hyperliquid_spread_change_ticks,10000,binance_vol_positive_high,453,true,0.05734678,3.72158574,positive,true,ticks
binance_top5_imbalance,hyperliquid_spread_change_ticks,10000,binance_vol_positive_low,453,true,0.0034795,0.27929482,positive,false,ticks
binance_top5_imbalance,hyperliquid_spread_change_ticks,10000,binance_vol_zero,2669,true,0.002329,-0.05243443,negative,false,ticks
binance_top5_imbalance,hyperliquid_spread_change_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_imbalance,hyperliquid_top5_imbalance_change,10000,binance_vol_positive_high,453,true,-0.00280905,0.01713766,positive,false,unitless
binance_top5_imbalance,hyperliquid_top5_imbalance_change,10000,binance_vol_positive_low,453,true,-0.16736025,-0.38690431,negative,true,unitless
binance_top5_imbalance,hyperliquid_top5_imbalance_change,10000,binance_vol_zero,2669,true,-0.22884345,-0.62953621,negative,true,unitless
binance_top5_imbalance,hyperliquid_top5_imbalance_change,10000,vol_missing,1,false,0,0,none,false,unitless
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_positive_high,453,true,-0.01338976,-0.27853441,negative,false,ticks
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_positive_low,453,true,-0.10171336,-2.07982669,negative,true,ticks
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_zero,2669,true,-0.16252377,-3.24238695,negative,true,ticks
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_imbalance,basis_mid_response_ticks,10000,binance_vol_positive_high,453,true,-0.17390119,-77.9602655,negative,true,ticks
binance_top5_imbalance,basis_mid_response_ticks,10000,binance_vol_positive_low,453,true,-0.23931743,-71.61574207,negative,true,ticks
binance_top5_imbalance,basis_mid_response_ticks,10000,binance_vol_zero,2669,true,-0.08981481,-24.15556255,negative,true,ticks
binance_top5_imbalance,basis_mid_response_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_imbalance,basis_microprice_response_ticks,10000,binance_vol_positive_high,453,true,-0.17652085,-79.52212196,negative,true,ticks
binance_top5_imbalance,basis_microprice_response_ticks,10000,binance_vol_positive_low,453,true,-0.24182802,-72.48535541,negative,true,ticks
binance_top5_imbalance,basis_microprice_response_ticks,10000,binance_vol_zero,2669,true,-0.09232151,-24.82317289,negative,true,ticks
binance_top5_imbalance,basis_microprice_response_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,100,binance_vol_positive_high,455,true,0.05769115,3.74433205,positive,true,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,100,binance_vol_positive_low,456,true,0.00716804,3.32020439,positive,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,100,binance_vol_zero,2683,true,0.02377458,1.41443679,positive,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,100,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,100,binance_vol_positive_high,455,true,-0.00299092,0.31042902,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,100,binance_vol_positive_low,456,true,-0.00958538,0.81967213,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,100,binance_vol_zero,2683,true,0.00400223,-0.06064483,negative,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,100,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,100,binance_vol_positive_high,455,true,0.06058236,0.13241197,positive,true,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,100,binance_vol_positive_low,456,true,-0.07828054,-0.12809978,negative,true,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,100,binance_vol_zero,2683,true,-0.00095137,0.01055117,positive,false,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,100,vol_missing,1,false,0,0,none,false,unitless
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,100,binance_vol_positive_high,455,true,0.03592466,0.77392212,positive,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,100,binance_vol_positive_low,456,true,-0.03698865,-0.95279538,negative,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,100,binance_vol_zero,2683,true,0.0016169,0.02782452,positive,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,100,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,100,binance_vol_positive_high,455,true,-0.09591854,-17.63978026,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,100,binance_vol_positive_low,456,true,-0.0806296,-17.0980413,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,100,binance_vol_zero,2683,true,-0.00207619,0.2085746,positive,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,100,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,100,binance_vol_positive_high,455,true,-0.09571327,-17.57786088,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,100,binance_vol_positive_low,456,true,-0.08077936,-17.11662024,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,100,binance_vol_zero,2683,true,-0.00224341,0.19033699,positive,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,100,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,250,binance_vol_positive_high,455,true,0.05769115,3.74433205,positive,true,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,250,binance_vol_positive_low,456,true,0.00716804,3.32020439,positive,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,250,binance_vol_zero,2683,true,0.02377458,1.41443679,positive,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,250,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,250,binance_vol_positive_high,455,true,-0.00299092,0.31042902,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,250,binance_vol_positive_low,456,true,-0.00958538,0.81967213,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,250,binance_vol_zero,2683,true,0.00400223,-0.06064483,negative,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,250,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,250,binance_vol_positive_high,455,true,0.06058236,0.13241197,positive,true,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,250,binance_vol_positive_low,456,true,-0.07828054,-0.12809978,negative,true,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,250,binance_vol_zero,2683,true,-0.00095137,0.01055117,positive,false,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,250,vol_missing,1,false,0,0,none,false,unitless
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,250,binance_vol_positive_high,455,true,0.03592466,0.77392212,positive,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,250,binance_vol_positive_low,456,true,-0.03698865,-0.95279538,negative,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,250,binance_vol_zero,2683,true,0.0016169,0.02782452,positive,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,250,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,250,binance_vol_positive_high,455,true,-0.09591854,-17.63978026,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,250,binance_vol_positive_low,456,true,-0.0806296,-17.0980413,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,250,binance_vol_zero,2683,true,-0.00207619,0.2085746,positive,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,250,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,250,binance_vol_positive_high,455,true,-0.09571327,-17.57786088,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,250,binance_vol_positive_low,456,true,-0.08077936,-17.11662024,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,250,binance_vol_zero,2683,true,-0.00224341,0.19033699,positive,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,250,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,500,binance_vol_positive_high,455,true,0.05769115,3.74433205,positive,true,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,500,binance_vol_positive_low,456,true,0.00716804,3.32020439,positive,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,500,binance_vol_zero,2683,true,0.02377458,1.41443679,positive,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,500,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,500,binance_vol_positive_high,455,true,-0.00299092,0.31042902,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,500,binance_vol_positive_low,456,true,-0.00958538,0.81967213,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,500,binance_vol_zero,2683,true,0.00400223,-0.06064483,negative,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,500,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,500,binance_vol_positive_high,455,true,0.06058236,0.13241197,positive,true,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,500,binance_vol_positive_low,456,true,-0.07828054,-0.12809978,negative,true,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,500,binance_vol_zero,2683,true,-0.00095137,0.01055117,positive,false,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,500,vol_missing,1,false,0,0,none,false,unitless
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,500,binance_vol_positive_high,455,true,0.03592466,0.77392212,positive,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,500,binance_vol_positive_low,456,true,-0.03698865,-0.95279538,negative,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,500,binance_vol_zero,2683,true,0.0016169,0.02782452,positive,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,500,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,500,binance_vol_positive_high,455,true,-0.09591854,-17.63978026,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,500,binance_vol_positive_low,456,true,-0.0806296,-17.0980413,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,500,binance_vol_zero,2683,true,-0.00207619,0.2085746,positive,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,500,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,500,binance_vol_positive_high,455,true,-0.09571327,-17.57786088,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,500,binance_vol_positive_low,456,true,-0.08077936,-17.11662024,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,500,binance_vol_zero,2683,true,-0.00224341,0.19033699,positive,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,500,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,1000,binance_vol_positive_high,455,true,0.11147189,29.50645274,positive,true,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,1000,binance_vol_positive_low,456,true,-0.0088892,-0.95433255,negative,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,1000,binance_vol_zero,2682,true,0.01156128,0.52200244,positive,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
